Filename,2024_POS_Anid-EV-alcA_CTRL_1_Run176.mzML,2024_POS_Anid-EV-alcA_CTRL_2_Run197.mzML,2024_POS_Anid-EV-alcA_CTRL_3_Run229.mzML,2024_POS_Anid-p2_1_Run179.mzML,2024_POS_Anid-p2_1_Run220.mzML,2024_POS_Anid-p2_1_Run241.mzML
851/185.0637mz/2.08min,1165207.5,840189.7,1102033.1,221582.86,402250.25,300518.28
852/201.087mz/2.09min,3188467.8,3779583.0,4911283.5,999029.3,2400519.2,2761111.8
854/226.071mz/2.09min,1585607.0,2208679.0,2372544.5,4985480.5,6133390.5,2883897.0
855/199.1442mz/2.09min,3672.999,28932.445,668654.4,6184.34,4057.0195,57481.176
858/153.0742mz/2.1min,766781.94,951116.3,11373.854,7031.56,19121.752,10016.858
859/152.0706mz/2.09min,11012264.0,15113973.0,1691148.5,652220.7,1521277.5,910375.7
862/222.0798mz/2.1min,1746543.8,1756767.1,1419555.6,606523.06,339551.03,1165671.9
863/233.1131mz/2.1min,102822.09,51941.133,2088846.8,699672.9,525272.3,934927.0
866/220.0601mz/2.11min,411001.94,711189.3,863268.3,374574.7,414910.16,495715.38
867/282.1195mz/2.01min,109269.78,176707.33,3769436.8,2625055.5,1411220.8,2913417.2
868/255.0963mz/2.12min,22216.797,47698.543,677799.9,230269.17,152442.75,295161.25
872/227.1217mz/2.12min,1378874.4,1685885.1,54993.973,1043199.2,1338515.0,684998.4
877/226.1185mz/2.12min,20326682.0,25086366.0,1150729.9,10983210.0,13647432.0,7394805.5
879/244.1907mz/2.12min,423693.53,428852.1,457462.1,694252.2,557796.5,462485.1
880/331.1863mz/2.12min,804572.94,1735646.0,171943.84,32823.703,210128.97,260861.25
882/216.0865mz/2.13min,614841.56,1156047.6,121552.78,452316.66,354108.28,429141.56
883/370.1602mz/2.13min,130333.664,628015.06,170272.81,46065.08,121757.72,53087.715
884/233.1497mz/2.13min,692653.3,1042838.1,955909.0,1930382.5,1515373.6,1684574.2
886/262.1186mz/2.13min,670968.0,976224.5,34481.355,111004.94,245743.67,26049.156
888/243.1338mz/2.13min,541221.9,604728.8,1022897.7,278270.38,489432.12,639696.1
891/149.0709mz/2.13min,1340187.1,2670773.8,977791.6,1262275.5,1673063.2,977410.4
894/254.1861mz/2.13min,211286.7,1013238.94,960432.25,172582.27,29236.219,222509.66
895/146.1175mz/2.12min,1193992.0,1432932.6,136448.62,64048.52,100108.07,176036.77
898/261.1444mz/2.14min,924630.44,1126142.5,1004858.2,369355.53,425432.22,924734.1
902/254.1386mz/2.14min,100796.695,117228.43,6653244.5,1102957.0,1277185.5,1780864.5
903/179.0814mz/2.16min,179994.31,365849.1,181434.84,3437439.0,4348898.0,1405384.1
904/281.1132mz/2.15min,106716.266,345510.38,51834.97,5260217.5,5996158.0,2850321.0
907/257.1132mz/2.15min,2561969.8,2949579.2,1780238.6,1299594.1,1862566.2,1695864.5
908/181.0859mz/2.14min,0.0,0.0,793695.8,27659.125,101639.38,57776.19
909/207.1128mz/2.15min,231868.2,539156.25,4155.809,19064.834,100404.89,10651.502
911/284.1239mz/2.14min,1888947.4,2250720.0,92492.77,365113.28,650175.44,416191.8
912/158.0812mz/2.16min,2670762.0,4675272.0,6221414.5,1154264.1,1632809.2,1982165.4
914/186.1125mz/2.15min,254703.39,345902.62,688107.8,908212.1,544371.7,986823.44
916/324.1917mz/2.15min,3599872.2,3912160.8,5063895.5,280389.7,1958468.6,829626.56
918/214.0711mz/2.16min,1125556.6,1410276.6,378223.2,630613.2,866957.25,641727.5
927/169.0688mz/2.17min,665591.3,1166303.6,0.0,10195.158,53675.465,19413.43
928/190.0861mz/2.2min,357380.84,987629.75,96809.984,0.0,0.0,0.0
929/241.1546mz/2.17min,1044944.8,2057273.4,1277800.5,372729.94,542968.5,337821.12
931/168.0655mz/2.17min,9682978.0,14182017.0,40142.64,949646.8,2231134.5,1443946.9
932/126.0549mz/2.17min,3483121.2,4738262.5,17565.797,258273.48,764905.7,214083.89
935/190.0474mz/2.17min,2234327.5,1984319.6,0.0,31561.838,121808.65,45299.742
937/242.1mz/2.18min,1751898.1,1748486.1,6464803.0,4399583.5,1854882.9,4971172.5
938/254.1022mz/2.23min,541472.3,607339.4,634654.0,197263.5,275697.38,550543.6
939/233.1576mz/2.19min,310239.72,319543.88,6411954.0,8537791.0,2615059.5,11208440.0
943/221.1212mz/2.18min,1119267.9,1431027.8,6604214.0,2957056.5,1299512.6,4028750.8
944/202.1072mz/2.18min,626917.3,1179951.1,3138995.5,1995592.0,1652895.9,2433335.8
945/220.1179mz/2.18min,11846775.0,15116501.0,68317180.0,31560866.0,13717391.0,42138708.0
946/342.1658mz/2.18min,2857549.5,6459406.5,1029639.44,2955938.0,3461276.8,2529022.0
947/461.2103mz/2.18min,47496.582,153272.12,2479193.5,944206.56,236747.64,1338349.8
949/100.0392mz/2.18min,668427.44,908757.5,3352.6726,24286.764,64170.535,32793.39
950/184.0968mz/2.19min,472289.56,767026.8,860650.56,463399.56,281980.94,597543.25
951/243.1038mz/2.18min,59311.836,60878.605,519953.78,255064.58,99446.89,390704.9
952/90.0549mz/2.17min,88526.31,59631.445,357104.94,226986.06,51323.727,241216.45
954/352.15mz/2.19min,50490.54,790148.0,17732.297,92960.44,141781.58,22206.014
955/169.0971mz/2.19min,713929.1,660477.4,816111.7,1078815.8,1165131.9,992471.75
956/266.1022mz/2.2min,496318.47,539901.06,412006.66,125611.5,556489.94,307583.0
960/299.1235mz/2.16min,875984.1,1044107.9,44646.496,131406.72,182928.97,38441.63
963/232.1543mz/2.19min,3337144.5,5032907.5,54027356.0,71518060.0,23181168.0,94097430.0
965/251.1026mz/2.19min,2299696.2,3309104.2,216484.94,2353909.5,3242277.5,1887335.2
968/227.1026mz/2.19min,8228367.0,14089481.0,5392118.5,6750527.5,8175185.0,5733965.0
973/345.1291mz/2.2min,1122858.2,1445507.1,627062.3,851036.44,1069480.0,781516.8
976/256.1291mz/2.2min,1962543.4,906393.75,133668.69,465221.1,705148.06,136572.81
978/206.0811mz/2.2min,401620.38,379923.75,92503.68,248614.03,449389.97,222509.75
979/228.1058mz/2.19min,225591.97,1461330.6,182138.0,113889.766,59951.05,78996.14
983/307.9777mz/2.21min,2445821.5,3310371.8,53183.188,105791.28,364184.53,284084.12
985/295.1288mz/2.19min,2150757.8,2421252.5,86490.78,1094193.2,1559683.2,269847.34
989/172.0967mz/2.21min,551339.4,1045318.1,100771.625,30583.562,244089.55,79201.35
993/153.0658mz/2.2min,206397.31,209994.77,777210.06,751319.75,858513.2,857380.75
995/234.076mz/2.21min,843377.06,1101376.2,1232675.2,638247.5,845680.44,754253.1
997/250.1186mz/2.21min,610572.94,2350664.0,211479.84,426085.97,461968.72,147246.88
1003/499.1488mz/2.21min,0.0,0.0,9721.566,1005971.56,739716.2,842804.3
1004/139.1229mz/2.22min,821825.4,2136288.0,3466394.8,353173.5,501059.75,285699.94
1005/384.1148mz/2.22min,413998.38,815406.75,1165044.8,2105253.0,1134476.6,2587840.8
1010/247.1287mz/2.23min,2035873.4,1507282.8,1700399.2,840500.75,1047494.5,1068893.6
1012/184.1695mz/2.23min,1758225.0,1916051.6,2317416.2,3342033.0,2591455.5,2178818.0
1017/197.1285mz/2.25min,191474.06,287632.62,685722.44,84078.445,160501.6,102942.86
1018/356.2179mz/2.23min,388638.0,1747749.1,757246.56,416032.62,242667.64,698024.3
1020/358.1971mz/2.23min,48335.227,144154.6,994995.1,157155.34,72458.305,327178.53
1025/237.0869mz/2.23min,1438545.6,1879496.1,2080185.2,5247148.0,6607824.5,5990658.5
1026/319.1135mz/2.23min,114088.37,270978.44,196575.11,3162916.2,1833632.8,2541502.0
1027/213.1234mz/2.24min,626450.75,613898.94,657535.56,431130.44,765627.2,603836.56
1028/179.0815mz/2.24min,260680.39,409676.0,689988.25,1469413.8,1895978.4,1347904.1
1029/300.1078mz/2.24min,651346.25,156864.84,689548.2,768224.9,1671498.2,1182907.4
1031/267.0975mz/2.24min,981258.06,1161434.8,929061.1,812529.7,1283830.0,806523.9
1039/279.1339mz/2.24min,836182.56,780100.8,2624496.2,1469419.5,1387478.9,1670680.9
1040/192.069mz/2.25min,950436.5,831799.6,1372629.6,590017.94,504875.0,1044261.8
1041/398.1411mz/2.25min,61147.12,84325.09,78627.79,462340.2,54409.21,435798.2
1043/247.111mz/2.25min,0.0,0.0,802647.8,418214.56,63247.707,752512.75
1044/214.0508mz/2.25min,448611.12,297222.12,437971.03,203881.03,206974.17,412867.97
1045/280.1375mz/2.24min,65535.387,63532.637,336352.75,192535.2,150369.0,205875.55
1046/334.1283mz/2.27min,558931.7,347245.66,11040.105,0.0,0.0,0.0
1048/174.0583mz/2.24min,158683.72,238513.17,413955.34,170421.36,151620.81,333881.9
1051/142.0862mz/2.25min,46342.496,42155.4,469335.88,53946.06,140993.27,232927.03
1056/241.1182mz/2.26min,1425392.0,2030617.2,1172442.0,784514.9,932168.6,807563.56
1057/255.1339mz/2.26min,487283.6,563555.25,554234.6,495345.78,498976.94,398529.1
1058/295.1651mz/2.26min,353139.7,710900.4,18090.135,73114.98,70414.78,98368.81
1062/200.1045mz/2.26min,3114178.2,2435376.2,2455286.8,3585231.2,2996973.5,2869367.0
1063/188.0705mz/2.26min,13583502.0,22880242.0,11776793.0,5612459.5,6476123.5,8580688.0
1064/205.0971mz/2.26min,10775515.0,19258568.0,10226726.0,4568278.0,5576866.0,7097471.0
1066/218.1281mz/2.26min,3855651.5,3414292.2,3471736.8,4528864.0,4159125.5,3788838.5
1068/409.187mz/2.26min,151594.38,511271.6,240715.47,27557.734,42909.72,103525.78
1070/312.1299mz/2.26min,33173.934,52622.395,685629.4,341684.8,244542.08,361777.34
1075/316.2229mz/2.27min,52646.023,90819.195,438182.1,7726.037,50565.793,15790.084
1076/448.1921mz/2.27min,855065.44,1344487.2,750967.75,583263.1,765139.0,642594.06
1078/213.1598mz/2.23min,16670.207,66576.23,465822.47,15846.415,6799.9517,18100.45
1080/316.1977mz/2.28min,0.0,0.0,1347717.6,362722.12,24366.705,336817.56
1082/292.1655mz/2.28min,4493765.0,9809839.0,1494085.2,360520.16,1303250.1,447395.7
1084/399.1695mz/2.28min,0.0,0.0,1308849.5,18973.035,65300.832,86329.95
1085/410.138mz/2.29min,3165.6152,0.0,1144000.0,32662.125,41770.582,115403.16
1088/195.1226mz/2.28min,465462.2,701341.56,501588.56,463868.97,482900.7,602089.0
1089/263.139mz/2.28min,276492.78,330729.84,360612.06,187108.58,156726.62,297729.94
1090/217.1045mz/2.28min,412053.97,423272.03,240069.19,430215.75,342384.7,385801.9
1091/277.1546mz/2.29min,4101.9746,9935.355,0.0,404894.97,789033.8,419658.3
1093/332.1127mz/2.29min,364067.2,287946.44,444468.97,0.0,20156.57,0.0
1094/345.0603mz/2.29min,676594.3,990877.5,0.0,0.0,0.0,0.0
1096/220.0969mz/2.29min,755895.56,796566.25,234460.44,605989.9,872922.6,533812.56
1101/198.0762mz/2.29min,2343742.8,2331142.8,1099482.1,1563559.9,1585091.9,1433788.2
1102/261.1443mz/2.26min,479054.03,1089958.0,79763.25,370609.78,27174.504,135298.52
1107/221.1575mz/2.3min,39815.527,135246.08,504903.97,212919.05,64331.316,378950.72
1108/347.1448mz/2.3min,2802167.8,3561497.8,1771569.5,1720087.6,2075789.9,1673837.2
1109/219.1128mz/2.3min,488784.2,604927.75,380386.47,389611.28,781587.56,612795.9
1110/184.0968mz/2.29min,388781.4,115310.55,2094630.9,830014.44,1158587.5,1267303.0
1115/331.15mz/2.3min,505180.88,1225263.5,337388.1,302862.56,421446.22,343335.2
1116/234.0759mz/2.3min,442739.25,585087.1,563703.2,388864.8,481049.22,432070.06
1117/223.1076mz/2.3min,394627.2,456471.7,531520.56,805986.94,884167.8,802943.5
1118/158.1175mz/2.3min,260726.92,532737.2,1119783.5,514780.12,262797.1,926289.56
1119/220.1542mz/2.3min,1056060.4,2201766.2,4759693.0,2176933.0,1190139.5,3775043.5
1120/202.1437mz/2.3min,1674393.2,3719763.2,7384323.0,3308279.0,1765829.4,5773522.5
1122/203.147mz/2.3min,126546.2,341080.3,691154.06,301433.47,72749.11,561676.25
1124/250.1186mz/2.26min,248494.64,1412212.1,151176.56,273263.47,290962.2,238083.31
1125/292.1179mz/2.34min,532155.44,433401.25,558381.8,200540.77,258344.89,263141.47
1126/257.1132mz/2.26min,1561053.4,2273255.0,68255.91,406606.03,275923.03,115928.62
1127/301.1757mz/2.3min,264962.75,493332.7,140757.7,546082.8,106208.44,338750.47
1128/307.1288mz/2.32min,539785.44,780621.75,295771.28,14613.447,61658.918,43281.85
1130/245.1495mz/2.31min,65799.52,55377.516,1468666.8,815666.56,517967.75,968596.9
1134/280.129mz/2.31min,1068343.4,3006554.8,572661.8,923310.06,991353.1,733550.6
1135/113.0596mz/2.31min,837920.5,876856.7,1604192.4,1797528.6,966358.25,2239063.5
1139/139.0866mz/2.32min,1648061.5,981257.2,987786.4,1827011.8,2589699.8,1815993.8
1140/193.1335mz/2.31min,313489.3,742193.2,106384.67,82545.07,80223.25,95593.66
1141/358.1494mz/2.32min,221478.2,167869.27,1027940.3,288620.38,453473.28,386116.28
1146/166.0862mz/2.32min,498130.5,875047.8,683537.2,296076.56,452579.56,441247.72
1147/206.0448mz/2.31min,85606.33,17141.125,161504.2,241813.92,163836.66,247533.34
1149/244.2012mz/2.34min,508671.22,423110.03,431713.2,638073.06,437437.62,335737.4
1151/231.1702mz/2.32min,1310463.9,2040806.9,1681052.8,2218554.5,1869429.0,1646718.8
1152/239.1023mz/2.31min,527428.94,488032.84,24502.197,95872.56,47797.984,132373.0
1153/301.0706mz/2.32min,288813.62,524123.94,0.0,0.0,0.0,0.0
1156/276.1342mz/2.34min,823572.06,1620865.4,171512.02,222438.98,337794.4,145746.75
1157/186.0761mz/2.32min,890141.06,899504.7,855971.9,1203564.9,975068.94,559515.2
1160/197.1285mz/2.3min,97145.22,141108.55,635066.75,356263.5,206394.61,365488.4
1161/362.1921mz/2.33min,73861.65,193596.81,352460.9,238902.81,236583.06,310824.47
1162/308.1128mz/2.33min,2811405.0,3003582.2,779468.9,449820.8,631288.1,506462.94
1165/244.0816mz/2.31min,1558447.4,443823.84,167635.38,180729.22,123326.375,272543.38
1167/465.1978mz/2.33min,125114.37,537091.2,9271.893,174657.38,125276.46,127360.305
1168/262.1186mz/2.34min,547123.0,1365207.1,241268.02,346318.88,495788.34,243243.05
1170/275.1601mz/2.34min,192006.97,288802.7,26623.021,50992.766,153900.55,79852.3
1171/241.1546mz/2.34min,1641261.8,4302648.0,1608298.8,802892.3,824281.3,881090.4
1172/226.1076mz/2.29min,532332.06,1096343.8,39006.086,15968.814,55069.414,45752.0
1174/254.1022mz/2.34min,2597944.5,3282828.2,1011084.5,1728847.9,2129101.8,1288246.4
1175/363.1662mz/2.34min,533587.9,2270675.2,230172.38,520722.9,550321.44,265771.34
1178/237.1232mz/2.34min,54513.746,270998.5,338284.78,496324.16,425952.47,471665.5
1183/139.1229mz/2.34min,263841.2,941382.25,2768497.8,484972.6,316189.22,381189.38
1185/164.0706mz/2.35min,573354.8,657135.6,913358.44,537353.9,701417.8,654516.44
1186/267.0975mz/2.32min,132133.12,69765.66,141783.66,347723.16,194945.03,255211.61
1189/210.076mz/2.33min,1821660.0,2239003.5,3171149.0,1723377.6,2157667.8,2506732.8
1190/190.0861mz/2.34min,1653793.6,3340554.0,1261503.5,18548.701,50317.98,24594.775
1191/261.1443mz/2.31min,455629.4,1433900.6,340776.66,252846.02,27174.504,206234.25
1192/281.0992mz/2.35min,239143.92,279768.56,414037.28,258842.4,232749.66,308521.88
1194/345.1291mz/2.35min,981239.1,1119229.6,299487.8,495300.5,675283.6,498566.22
1195/254.1499mz/2.36min,355918.47,492115.44,520238.47,194617.38,284732.47,236735.36
1196/165.0909mz/2.36min,48583.38,36063.53,1395594.8,48755.297,31175.107,72994.32
1197/213.1233mz/2.36min,638488.5,700756.5,289927.44,317645.72,528886.94,432399.34
1199/236.0916mz/2.36min,2166141.2,2828308.0,2223361.2,1717983.4,2174473.5,1677951.5
1201/403.2071mz/2.36min,454113.7,771216.7,14199.973,852508.2,312369.38,395936.03
1203/240.0864mz/2.36min,907776.1,767232.44,423925.47,229713.9,387847.3,332452.66
1204/337.1506mz/2.36min,97416.67,520457.53,48086.055,97733.82,121439.9,55929.023
1206/220.1181mz/2.32min,275648.3,563310.56,2531813.0,981445.56,691067.1,1846103.1
1212/257.1131mz/2.33min,2018741.5,2303312.5,178030.88,237259.22,504609.7,53277.348
1215/287.1026mz/2.37min,894275.25,1236639.6,79186.87,210223.31,770617.6,282345.94
1217/244.0534mz/2.38min,600337.75,459778.44,141089.78,305908.5,328067.28,197899.97
1218/330.2387mz/2.37min,851992.2,914111.25,2351921.2,199141.52,423490.38,316240.5
1219/214.071mz/2.38min,1194564.4,1611573.8,950022.7,1131270.0,1129002.4,1003500.2
1226/443.0731mz/2.38min,1349697.8,1690145.8,747650.94,624735.25,955401.7,649504.7
1227/187.1076mz/2.38min,352519.34,655239.94,845068.94,805099.9,601071.7,893971.6
1229/206.081mz/2.36min,757015.9,896033.1,604863.4,12127.723,133059.31,31319.094
1230/242.1022mz/2.38min,1795408.5,2216383.8,1490580.6,1525119.1,1636103.5,1502828.1
1234/220.1081mz/2.38min,363042.72,946489.8,639443.7,1109079.4,1293929.4,959743.7
1237/244.2012mz/2.39min,797091.94,685392.06,623664.6,1219437.5,1052150.0,759099.25
1239/295.1288mz/2.39min,392087.06,420184.9,450329.6,518274.72,434068.4,589102.25
1241/170.0811mz/2.4min,732103.7,724063.4,1002870.9,641923.25,829911.3,773211.4
1243/195.1128mz/2.39min,1370700.6,1606029.4,1523085.8,1172455.8,1151239.8,1048045.75
1244/193.0971mz/2.38min,49403.62,125606.875,150170.58,320540.38,266928.88,151975.7
1246/260.1128mz/2.4min,665110.7,1031511.75,1904665.2,1290530.8,1137272.0,1656772.0
1247/209.0919mz/2.39min,19506.535,66236.72,322401.44,73440.22,103951.04,58957.914
1248/295.1652mz/2.4min,53422.97,92654.26,185729.11,132098.62,89115.55,384443.72
1249/300.1441mz/2.39min,227156.75,283965.1,102601.664,86881.68,233663.8,128036.82
1250/146.06mz/2.4min,996767.56,790694.56,3355638.2,509616.22,568431.75,641005.4
1251/377.119mz/2.4min,15850.51,4676.1846,6402.4985,316522.2,272874.75,366604.8
1252/140.1434mz/2.4min,336065.6,294255.88,162125.64,444705.8,380737.84,367255.28
1256/288.1553mz/2.42min,22722.531,54672.51,587616.25,105932.82,0.0,52592.445
1257/292.1179mz/2.4min,584354.0,1586602.4,573266.6,342424.72,457707.75,376370.47
1258/337.1393mz/2.4min,831310.44,811784.75,424830.2,452763.34,644279.8,494659.6
1260/226.1185mz/2.39min,739642.4,765251.06,3463.9124,399476.34,622453.25,287686.03
1261/255.1339mz/2.4min,646572.94,887149.5,627300.9,604865.4,628218.2,632660.94
1262/197.0921mz/2.4min,1264674.0,1046987.56,457885.8,912880.75,1449819.1,850391.5
1265/336.1916mz/2.41min,862293.75,1576933.4,114559.6,41412.242,194782.05,13625.887
1269/194.0812mz/2.41min,321301.88,448603.66,420674.62,290283.5,292755.34,314534.16
1270/334.1755mz/2.39min,331640.6,668705.94,7354.5557,3300.1558,84516.945,4970.6646
1271/435.2236mz/2.41min,217363.19,473825.62,3078.795,0.0,25728.373,0.0
1272/224.0916mz/2.41min,524293.7,715715.94,435020.72,530207.75,529656.7,517916.1
1273/258.097mz/2.42min,123877.66,160617.81,103251.15,308127.4,240269.61,173956.25
1275/229.1546mz/2.41min,4508739.0,4012148.0,36244980.0,21935306.0,8025028.5,27102232.0
1276/218.1387mz/2.41min,191924.23,32124.781,71498.31,290037.88,200300.58,236020.45
1279/212.0917mz/2.41min,3414020.0,4345521.5,3826315.5,2830030.5,3255814.0,2977490.0
1281/171.0764mz/2.42min,0.0,0.0,1902054.5,397147.78,248836.58,726408.44
1282/183.1127mz/2.42min,891450.25,673554.6,308186.2,1074720.2,1200491.6,1013686.94
1283/337.1953mz/2.41min,145257.61,263744.0,3296.3103,0.0,19493.79,0.0
1285/249.1233mz/2.42min,541639.1,601285.6,733663.4,597297.0,617191.94,586718.2
1288/152.0706mz/2.42min,443383.2,601062.75,497761.16,130757.07,178584.25,171788.7
1291/220.0598mz/2.42min,3292.7249,3211.6494,658649.3,3779.235,17112.547,26280.254
1299/229.1183mz/2.43min,308347.47,450226.06,294014.44,143063.64,246197.08,226848.95
1300/241.1182mz/2.43min,355642.25,406022.1,288553.4,216498.34,328350.78,249424.56
1302/268.1655mz/2.43min,129810.94,606446.4,1190190.1,188933.42,149214.6,237234.81
1304/418.197mz/2.43min,22322004.0,20138394.0,21523320.0,1772311.6,15166296.0,4964114.5
1306/420.2029mz/2.43min,775998.2,686106.9,745098.5,32789.55,484962.88,172542.45
1307/328.139mz/2.47min,379199.28,398274.12,41158.727,0.0,23312.73,11337.719
1311/575.2918mz/2.43min,71222.18,48970.82,330129.88,201184.39,150805.45,280712.06
1312/348.1482mz/2.44min,2002983.8,2479810.0,1283888.2,1439988.6,1606979.6,1448127.2
1314/247.1077mz/2.44min,121198.0,107516.19,237509.02,277856.88,417630.2,309753.5
1315/298.0969mz/2.44min,275237.25,299960.34,4721237.5,2701191.0,1059610.6,2435026.5
1317/347.1447mz/2.44min,13434111.0,16696858.0,9053803.0,9572484.0,10720362.0,9729966.0
1318/369.1269mz/2.44min,1495462.5,1736060.5,870649.8,1397355.1,1626839.9,1291466.4
1325/206.0447mz/2.45min,926712.75,779172.25,5283156.0,1609450.9,1834894.0,2254368.5
1328/326.2073mz/2.46min,988783.44,1402978.1,128723.62,28220.242,69822.39,56022.01
1329/180.0655mz/2.45min,381381.22,485893.16,427894.0,355048.38,408422.38,375407.06
1330/190.0498mz/2.45min,3568854.2,1933627.9,19861138.0,15352432.0,11795852.0,17808342.0
1331/191.0531mz/2.45min,360638.72,173084.8,2126097.2,1653479.8,1235147.5,1863653.9
1334/162.0549mz/2.45min,328261.75,145333.4,800011.8,620785.1,542400.1,718607.06
1335/234.0757mz/2.45min,348805.53,397054.03,411190.28,282845.66,378009.38,315960.38
1340/241.1547mz/2.44min,247722.86,306976.78,91101.32,167723.1,148007.17,156482.16
1344/275.139mz/2.46min,70737.28,184655.73,37741.223,54743.055,76065.64,8895.521
1345/252.0866mz/2.46min,3277891.0,3502565.2,1925894.4,2788916.2,4682361.0,3228706.2
1347/246.1334mz/2.46min,159435.88,231346.62,57498.945,333941.6,191408.02,349155.03
1348/296.1352mz/2.46min,686267.8,1125930.6,1227107.8,1250421.2,1057872.4,1561070.2
1349/253.0898mz/2.46min,390719.75,412839.66,118350.82,355495.06,623949.44,425777.94
1352/266.1022mz/2.46min,640478.5,740765.8,511398.6,294083.6,623164.56,534449.0
1354/181.0971mz/2.46min,528101.75,577091.3,251621.47,364473.34,529077.0,431987.53
1359/313.1757mz/2.48min,233795.55,377062.72,60687.086,467708.62,152064.86,208939.83
1362/283.1276mz/2.46min,771566.9,77361.234,1039564.8,1038549.75,979324.8,837533.8
1363/266.0658mz/2.47min,793081.25,1538813.5,691162.3,278252.88,333615.5,383286.16
1364/239.1026mz/2.47min,809493.4,1073306.1,672028.2,534027.75,656302.25,603227.94
1365/261.1444mz/2.47min,303275.47,331508.38,13184604.0,3624395.5,2060754.6,5244433.5
1366/100.0756mz/2.45min,5237.435,28296.21,225855.75,78405.47,37877.785,132871.75
1369/345.2018mz/2.49min,1021263.3,217298.12,135642.97,41122.523,26264.92,82817.96
1372/489.2916mz/2.47min,3081.0972,0.0,1769555.2,459543.06,168158.22,697950.3
1373/262.1284mz/2.48min,933311.8,1158100.9,539692.5,241366.03,219270.17,321182.44
