row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p9_1_Run101.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-p9_2_Run121.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,2024_NEG_Y-p9_3_Run156.mzML Peak area,Unnamed: 19
176,320.0776251242267,2.9810247000000003,,,,20.0,,,,,,,206701.89,123456.59,182317.08,128056.48,385347.88,124142.22,
202,320.0776688612461,3.4037235,,,,46.0,,,,,,,719903.0,518614.5,689936.56,525066.94,1321670.0,510069.38,
141,322.06028481958725,2.2898796000000003,,,,,,,,,,,195643.11,700599.56,1930736.1,390128.78,1830993.4,958974.25,
383,325.18433858850346,7.0885262,,,,,,,,,,,4091.1209999999996,668422.5,4646.0396,37521.62,0.0,74162.28,
509,325.1843499062716,9.024494,,,,0.0,,,,,,,63891.73,407907.78,69553.31,153982.66,66758.04,275584.88,
529,325.18436423364545,10.230827,,,,43.0,,,,,,,137997.14,95049.414,160516.45,90886.95,127244.08,128261.15,
359,325.184365667584,6.931255999999999,,,,,,,,,,,26139.05,1086621.4,39849.875,488986.3,27555.057,746821.0,
333,325.1843713563478,6.717789,,,,,,,,,,,995032.3,68941.336,1056944.9,120502.33,905262.25,292184.03,
347,325.18437469876966,6.8156114,,,,,,,,,,,485028.56,152389.4,524272.75,451950.8,557967.44,1325914.1,
569,328.97957996683806,10.55171,,,,31.0,,,,,,,236612.38,277631.22,205798.8,225123.66,212243.66,344005.6,
136,328.979596858113,2.1152945,,,,22.0,,,,,,,1322942.1,1287814.6,1310406.0,1309428.2,1167734.8,1341023.1,
177,338.0883081769138,2.9810247000000003,,,,20.0,,,,,,,1954931.6,1273225.5,1813273.1,1359826.1,3427858.2,1283579.4,
235,341.04861796280767,4.55777,,,,52.0,,,,,,,752492.44,713415.0,723128.6,724789.75,691402.25,760000.1,
415,353.1422672750943,7.4432907,,,,,,,,,,,145610.3,576094.6,175024.02,296982.38,187134.27,502871.53,
433,355.1579040800632,7.837852000000001,,,,,,,,,,,32385.176,579718.25,138905.69,84741.88,105062.82,416189.62,
257,362.29093206212656,5.458082,,,,,,,,,,,479874.06,159824.86,468525.22,142169.53,150321.39,393722.44,
157,373.00551139694267,2.6965697,,,,,,,,,,,2020211.5,1937484.5,1990648.2,1870944.9,1873511.6,1949553.5,
96,377.085266863648,0.62820816,,,,29.0,,,,,,,15240.954,1649218.9,249940.14,1729380.1,528574.06,213578.34,
19,377.08540857107886,0.36257637,,,,48.0,,,,,,,217048.02,4417247.5,1901598.8,4029518.2,4285864.5,1356200.2,
135,378.1338357262416,2.1007984,,,,,,,,,,,143048.3,1795059.2,696497.9,1754215.5,2076771.2,451564.62,
453,381.1735867633155,7.9405537,,,,,,,,,,,31419.892999999996,493932.72,105951.65,58877.254,60497.83,215149.25,
140,382.10019115888156,2.2209551,,,,,,,,,,,554223.56,398466.06,980162.7,451457.47,446013.1,1050783.8,
116,387.11423354586566,0.81005496,,,,,,,,,,,188257.17,6415410.0,6596909.0,2399712.2,2801177.8,1592028.2,
120,387.1142421817447,0.864108,,,,,,,,,,,2207375.0,23304308.0,1696354.4,22331920.0,13833697.0,5743455.5,
18,387.1142584803047,0.36166587,,,,48.0,,,,,,,365866.84,10821309.0,3822421.2,8429544.0,6253991.0,3012413.0,
117,388.11761989949514,0.8382955,,,,,,,,,,,6095.979,2872100.8,177274.31,3276416.2,141180.39,36605.797,
174,389.15637022756783,2.9459102,,,,,,,,,,,825923.06,591402.8,827597.9,636973.7,1668351.4,565360.0,
64,390.0359232330777,0.5086706,,,,23.0,,,,,,,2103130.0,1556044.0,1778526.4,1433435.2,1280425.8,1473047.0,
37,390.03593512156067,0.38658878,,,,8.0,,,,,,,958792.3,756578.3,814837.06,796781.9,564635.1,840035.4,
65,391.0322071288959,0.5099441,,,,23.0,,,,,,,8063819.0,6918032.0,6848153.0,7304544.0,5160618.5,8307663.0,
46,391.03222044213766,0.38838792,,,,8.0,,,,,,,3751571.2,3009436.8,3579946.5,3230783.8,2363972.0,3475948.0,
229,396.00525013205214,4.432250499999999,,,,28.0,,,,,,,5490090.0,4875608.5,5184606.5,5275695.5,6320869.5,5584992.0,
184,397.0055108784823,3.1295645,,,,57.0,,,,,,,300053.16,288246.78,288434.4,298091.1,278670.6,310580.12,
405,401.0861985947335,7.3315125,,,,,,,,,,,0.0,104558.57,168758.5,260244.34,15270.518,71924.56,
194,403.1719975614444,3.273476,,,,,,,,,,,3634211.5,2711957.8,3666278.2,2815448.2,6745427.0,2624605.5,
210,403.1721564030426,3.5450068,,,,,,,,,,,68515.914,6695.3677,57375.055,23232.672000000002,137740.3,5873.601,
236,404.0443572130038,4.559156,,,,52.0,,,,,,,486357.78,441468.97,463568.06,450982.16,397570.47,471646.38,
123,404.10436622587866,0.9409295,,,,,,,,,,,24296.748,4615992.5,162205.98,4245112.5,702394.7,174558.83,
53,404.10436832432464,0.38481770000000004,,,,,,,,,,,7033.33,265042.25,39343.293,365182.34,50706.37,36450.72,
212,405.01066967415636,3.6005106,,,,13.0,,,,,,,18729448.0,18992736.0,17788318.0,19084708.0,16496108.0,19034848.0,
42,405.0284985587722,0.38930440000000005,,,,8.0,,,,,,,12176501.0,5527150.5,7293917.5,5313283.0,8688384.0,6911278.5,
76,405.0284987308126,0.5265619,,,,27.0,1.0,[M+Na]+,,2.0,74;76,382.03943,45605910.0,31381754.0,36109988.0,32696306.0,50021836.0,25719228.0,
216,406.01375483278827,3.6032269999999995,,,,13.0,,,,,,,3876499.5,3849010.0,3357983.0,3430319.2,3149038.2,3850155.2,
213,407.0044112500531,3.6005106,,,,13.0,,,,,,,1267125.0,1281045.5,1225813.9,1295570.2,1165651.9,1260511.0,
156,407.12063010254633,2.5999002,,,,,,,,,,,621104.56,1015384.1,878370.7,1109963.1,1189438.8,876971.9,
520,411.3841273738972,9.376274,,,,,,,,,,,431967.06,905600.5,451577.28,1134214.9,698695.9,558808.1,
211,417.18767248579684,3.5524483,,,,,,,,,,,873655.44,649944.56,881456.9,610076.2,1654156.2,609898.1,
223,419.0262871692863,4.1464944,,,,,,,,,,,309175.72,300497.2,291588.6,280903.5,293252.8,300364.25,
47,421.00257073752294,0.40433994,,,,,,,,,,,312157.9,22889.229,131626.06,130005.19,116155.48,42374.937999999995,
74,421.002745121759,0.5238536,,,,27.0,2.0,[M+Na]+,,2.0,74;82,398.01316,1128255.1,519550.7,606410.5,431195.56,1268647.9,546988.9,
219,421.00555266716964,3.8402366999999997,,,,,,,,,,,444276.0,470162.9,469353.44,432973.6,526468.06,518489.78,
201,421.0055736960276,3.3984706,,,,46.0,,,,,,,3027926.2,3074538.5,2959143.8,2818251.0,2790453.5,3018936.8,
195,421.0055829412928,3.3148062000000005,,,,,,,,,,,91899.766,83364.69,62052.79,70822.27,1108250.0,84802.664,
381,421.2264205757289,7.1414347000000005,,,,,,,,,,,0.0,1359465.2,0.0,0.0,0.0,0.0,
358,421.2264286443762,6.913284299999999,,,,,,,,,,,1462789.9,0.0,0.0,1359082.9,0.0,1429835.0,
348,421.22643558737656,6.8323326,,,,,,,,,,,1539234.4,0.0,1469664.5,0.0,1422667.0,0.0,
232,422.9767750713382,4.517736,,,,,,,,,,,754961.3,769498.75,734491.94,752181.2,732330.94,792687.56,
248,426.9677811336096,4.91435,,,,15.0,,,,,,,5663544.5,8612498.0,14614010.0,12882144.0,9713083.0,9635211.0,
214,426.9924624638632,3.6037455,,,,,,,,,,,327981.56,336843.38,316719.7,350078.03,131111.03,335962.53,
59,427.01042389434883,0.42376292,,,,,,,,,,,2776472.2,1145148.4,1756663.9,1153299.4,2262944.0,1462495.2,
97,427.01044411867315,0.61842257,,,,,,,,,,,1136812.2,283673.2,2266549.5,262020.12,1043597.5,810308.0,
99,439.08579339805055,0.6338647,,,,,,,,,,,0.0,638307.2,175578.83,782826.3,97451.586,147366.16,
25,439.0871016800554,0.37549937,,,,,,,,,,,41154.687999999995,2416516.2,1046326.06,2380624.5,1039640.7,928074.4,
402,447.09182945314325,7.331572,,,,,,,,,,,107659.83,774130.8,1190795.0,1824385.2,166565.94,562202.25,
270,450.2625021979189,5.8494477,,,,,,,,,,,1978780.5,1762260.1,3148171.5,1478695.0,1120471.4,3266349.0,
264,450.2625070351567,5.744092500000001,,,,,,,,,,,1086152.0,1683228.9,1988002.8,1443856.4,1159980.8,1887247.6,
284,452.2781434055014,6.125671,,,,,,,,,,,92454.734,90030.08,132625.05,73919.84,49219.535,151293.33,
291,452.278165651338,6.2374730000000005,,,,,,,,,,,1913728.0,1604940.4,2576501.2,1446845.4,1132612.8,3357228.8,
309,478.29388305244896,6.404842400000001,,,,,,,,,,,730561.8,1022420.94,1119333.1,850315.56,539887.3,1323102.5,
299,478.2939011643322,6.304241,,,,4.0,,,,,,,886818.75,2730147.0,1874925.4,2066201.2,1756986.8,1628740.4,
251,481.04210510211664,4.9237447,,,,7.0,,,,,,,4980753.0,4716066.0,4735372.5,4431022.5,5408636.0,4704773.0,
442,485.0687583326042,7.8783710000000005,,,,3.0,,,,,,,196998.7,776480.56,1216820.8,1228509.4,555348.1,528139.9,
330,485.0687629701744,6.648339699999999,,,,,,,,,,,54227.65,242018.06,241559.88,1104102.2,65853.0,392003.75,
20,488.16213889765226,0.36454190000000003,,,,,,,,,,,4160.765,392892.4,44342.223,561937.8,148238.77,37189.242,
489,489.277411919642,8.453733999999999,,,,,,,,,,,196043.06,0.0,351400.4,0.0,459246.28,0.0,
497,489.2774272574113,8.721297999999999,,,,,,,,,,,200406.62,227137.55,0.0,196613.83,0.0,329447.06,
491,489.2774556728476,8.623991,,,,,,,,,,,0.0,130015.13,272240.75,323138.5,313777.22,364170.8,
292,496.26813184112336,6.26216,,,,,,,,,,,591260.25,1316831.6,1139836.2,1195454.2,756255.0,1245580.6,
226,497.03708155028517,4.4070144,,,,,,,,,,,846912.6,886725.5,873800.7,852719.5,830051.6,858836.75,
237,497.0371040362451,4.6718307,,,,,,,,,,,1638062.2,1529486.2,1418323.4,1528771.4,1537139.2,1425742.1,
70,503.0064113522149,0.5230326,,,,27.0,,,,,,,1568154.9,351470.62,2228282.0,274101.5,452843.66,1846332.1,
24,503.0064828782872,0.40698588,,,,,,,,,,,583762.4,87445.64,297482.56,78074.5,249280.8,486858.34,
446,513.0636452049145,7.8804929999999995,,,,,,,,,,,55694.335999999996,233326.53,381319.06,390487.47,174052.64,163550.11,
301,522.2838377450518,6.3163943,,,,,,,,,,,150944.55,919418.4,486986.9,763793.9,490750.5,463411.06,
310,522.2838743323588,6.462809,,,,,,,,,,,35813.59,114812.22,96008.49,90225.13,46831.914000000004,98409.516,
56,524.9882522411882,0.41682079999999994,,,,,,,,,,,2297698.5,1864426.6,1964507.4,223034.7,3095731.0,1755801.5,
67,524.9882888516595,0.48767516,,,,,,,,,,,1523215.6,295171.16,2016171.9,1950762.9,777395.7,442362.44,
28,533.1361691635242,0.38479862,,,,8.0,,,,,,,232092.84,2603491.2,1153225.5,2435220.0,1915419.0,869228.3,
274,538.3152075441121,5.896974,,,,,,,,,,,691655.0,2262575.5,1681077.2,1940860.0,1254277.1,1468143.6,
266,538.3152097534485,5.790362,,,,,,,,,,,526226.5,2747602.5,1486182.4,2403146.8,1591195.5,1173030.1,
288,540.3308530917378,6.1874557,,,,,,,,,,,56155.88,302719.3,171559.27,239334.4,136489.69,158892.72,
296,540.3308658609586,6.301683000000001,,,,4.0,,,,,,,1278300.2,2327327.8,2335764.8,1925540.4,1438008.6,2415686.5,
252,544.0379529522584,4.9238944,,,,7.0,,,,,,,1992850.5,1927776.9,1887173.5,1844131.1,2129204.2,1815628.5,
516,544.4161055611104,9.13528,,,,,,,,,,,281985.5,1027976.94,705836.3,1218720.8,909649.75,681128.0,
517,544.4161365891972,9.301535000000001,,,,,,,,,,,0.0,30645.332000000002,5468.3457,34050.973,21854.69,6254.3237,
329,548.0645597630917,6.640419500000001,,,,,,,,,,,0.0,172924.17,32909.67,536029.06,0.0,82163.06,
23,555.1179422143664,0.37011933,,,,,,,,,,,50726.515999999996,1384845.5,186790.48,1325351.0,270983.03,372680.06,
110,555.1181220944471,0.7095087,,,,,,,,,,,5162.924,414757.28,70022.16,224842.9,963666.75,22206.48,
98,555.1182789663453,0.62748915,,,,,,,,,,,11702.848999999998,1092647.2,28973.178,774186.3,216320.92,76791.67,
273,555.3052981801405,5.881039,,,,,,,,,,,119125.38,429407.53,292522.97,356028.28,177070.75,282694.25,
265,555.3053165428222,5.7931523,,,,,,,,,,,88074.72,548359.25,279178.0,456981.25,299621.47,224798.17,
443,557.1083955633898,7.8782916,,,,3.0,,,,,,,102036.97,370389.78,618523.44,611533.9,282995.03,271033.1,
289,557.3209320235401,6.183576,,,,,,,,,,,0.0,43890.645,17397.62,44186.14,11460.731000000002,19640.264,
298,557.3209857202288,6.3017387000000005,,,,4.0,,,,,,,203714.6,399340.1,352972.4,328969.88,245813.8,375031.88,
209,560.9990683527594,3.5163013999999997,,,,12.0,3.0,[M+H]+,,2.0,209;206,559.99178,3709203.2,3583817.2,3643675.8,3651039.8,3427484.0,3771460.8,
268,562.0039291813566,5.828942,,,,,,,,,,,38185.953,68394.65,37233.687999999995,57438.547,51688.758,41207.586,
315,566.3465336814029,6.467260400000001,,,,5.0,,,,,,,586378.0,1657019.2,1124534.5,1425127.4,734856.4,1276594.0,
305,566.3465560411537,6.364458,,,,45.0,,,,,,,1114517.0,4988551.0,2566726.8,4053222.0,2509659.0,2298162.8,
354,568.3621695730963,6.916784,,,,14.0,,,,,,,461213.5,1035367.9,803574.4,830028.5,576461.9,916697.3,
342,568.3622201304637,6.796206,,,,,,,,,,,0.0,74914.25,23801.727000000003,53738.905999999995,23529.664,28463.968999999997,
267,569.2733899321834,5.805617,,,,,,,,,,,258581.1,640074.7,471650.4,423179.66,282660.5,465359.56,
263,569.2734020690306,5.6886497,,,,,,,,,,,207541.42,433287.34,396543.88,599113.3,436429.12,381349.28,
275,569.2734041406201,5.866384,,,,,,,,,,,20169.633,408909.06,25063.135,390778.53,4567.683,459612.03,
285,571.2889559314086,6.1429540000000005,,,,,,,,,,,43054.71,12149.491000000002,90711.92,114593.5,78958.53,95687.52,
294,571.2890560213184,6.2839246,,,,,,,,,,,1806286.1,97504.51,4355669.0,3461764.5,2388800.5,4263480.0,
311,571.2890942479131,6.40532,,,,,,,,,,,11796.896,4426674.5,0.0,61535.348,27328.402000000002,35295.72,
319,573.1293492108233,6.4995709999999995,,,,51.0,,,,,,,497962.25,337159.75,733882.3,442889.1,732384.9,417377.4,
339,573.1293541537692,6.672885400000001,,,,41.0,,,,,,,465468.06,463431.7,602622.44,369878.94,580677.2,455559.75,
206,582.9809886305849,3.5151513,,,,12.0,3.0,[M+Na]+,,2.0,209;206,559.99178,714391.7,692068.7,703093.1,695000.56,639792.8,727252.5,
304,583.3367029826181,6.363405,,,,45.0,,,,,,,189713.6,830090.44,403060.88,659075.25,397502.34,372573.6,
316,583.3367096628534,6.4694905,,,,5.0,,,,,,,92430.8,298116.0,175346.6,241249.17,121198.9,209732.05,
505,589.4799499597198,8.901045,,,,,,,,,,,504161.84,13900.201000000001,763967.8,49491.227,49335.426,870530.44,
334,590.1195670340959,6.7022223,,,,,,,,,,,391076.7,383900.94,469018.94,334874.88,255441.6,534105.06,
318,590.1195937925544,6.4995709999999995,,,,51.0,,,,,,,517567.8,753082.44,621544.9,762551.94,693075.3,658586.0,
306,597.3047762333442,6.3622622,,,,,,,,,,,269009.38,39150.008,499175.25,1433355.4,880595.7,481157.62,
337,597.3047885128328,6.7193246,,,,,,,,,,,0.0,386943.9,0.0,0.0,0.0,0.0,
323,597.3047908286486,6.5400214000000005,,,,,,,,,,,165009.22,1637929.2,266412.22,337744.28,198071.75,315663.1,
398,599.3204687054617,7.262255000000001,,,,,,,,,,,493580.44,19149.56,35727.492,2077303.2,14425.378999999999,2163086.0,
424,599.3204853705582,7.593192999999999,,,,,,,,,,,0.0,2331344.0,0.0,0.0,0.0,0.0,
386,599.3204976149094,7.166865,,,,,,,,,,,626554.06,0.0,2004636.0,0.0,1156092.4,0.0,
518,600.5210415844615,9.325457,,,,,,,,,,,209590.16,40333.43,524315.7,52329.42,69142.03,503396.3,
222,603.0099745722606,4.148832,,,,,,,,,,,328750.5,318339.25,317719.47,303079.34,306254.62,342856.7,
444,603.1140773682176,7.876380999999999,,,,3.0,,,,,,,84499.32,315187.5,496049.03,522505.2,216238.0,209121.17,
107,611.144891621558,0.713109,,,,,,,,,,,1207229.4,1424585.5,1667135.4,1493171.5,210296.83,2296094.8,
48,611.1452118821203,0.39199470000000003,,,,8.0,,,,,,,95116.445,103202.305,131359.42,123187.93,4650.2570000000005,179823.31,
513,616.5160503946872,9.050188,,,,,,,,,,,326420.9,146112.3,574505.06,155445.28,236077.53,448104.47,
519,617.5110875947107,9.325457,,,,,,,,,,,282202.9,79466.79,706586.94,114609.914,91368.64,804065.94,
31,619.037840349499,0.40224257,,,,8.0,,,,,,,2485012.0,375655.06,1012925.25,352712.34,1431189.2,718794.75,
71,619.0378652702179,0.51909274,,,,27.0,,,,,,,8505237.0,4095811.8,5328912.5,4421830.0,8666956.0,4228017.5,
522,628.5522622040068,9.891738,,,,,,,,,,,215090.34,106309.51,661766.7,126864.516,137445.42,575419.4,
548,632.4298704284208,10.350261,,,,,,,,,,,1290266.1,129954.58,686028.1,160019.06,113179.336,2225489.5,
514,633.5061360806233,9.054471000000001,,,,,,,,,,,398584.6,197899.58,556617.06,178180.86,195297.92,602176.2,
458,634.4454976659566,7.9567630000000005,,,,,,,,,,,338015.1,343069.72,412506.66,172225.11,139205.23,827536.2,
240,637.0305108648308,4.740595,,,,35.0,,,,,,,5639198.5,5148720.0,5449605.0,5728408.5,6099299.0,5665430.5,
367,637.1418920948751,7.028688000000001,,,,30.0,,,,,,,580836.94,220112.39,879804.0,418421.94,837551.7,352695.66,
328,637.1419139469657,6.62448,,,,,,,,,,,633397.4,373913.62,836515.9,515442.1,932459.44,563798.94,
349,637.1419175979727,6.841355,,,,40.0,,,,,,,1819547.6,816552.75,2606184.8,1275770.4,2528052.0,1289670.6,
253,653.0254151168274,4.987546400000001,,,,,,,,,,,79865.44,71990.29,83033.43,73287.63,87954.414,84140.69,
234,653.0254882430672,4.5362344000000006,,,,59.0,,,,,,,815371.5,738599.8,773898.9,787854.06,881052.6,842798.4,
57,653.0946309683754,0.401456,,,,,,,,,,,77477.88,1304832.6,708473.25,1107030.8,242727.25,395657.12,
327,654.1320958475969,6.619049499999999,,,,,,,,,,,454923.56,803863.5,539712.2,856471.9,694922.5,566767.2,
365,654.1320958245681,7.016091,,,,30.0,,,,,,,291455.0,590259.25,345172.47,587802.8,395267.7,504438.6,
343,654.1321309412724,6.802765400000001,,,,40.0,,,,,,,1139125.0,2279394.8,1432582.1,2184351.2,1648955.5,1815184.1,
276,656.111347088458,5.9352117,,,,,,,,,,,133677.62,164415.3,138432.5,173158.38,163666.12,110186.266,
287,656.1113870494539,6.135356400000001,,,,,,,,,,,211451.1,537645.1,561400.6,337164.56,606303.2,450127.9,
312,658.4455569160775,6.467574,,,,,,,,,,,5848985.5,0.0,548658.44,0.0,4827.0254,1878407.0,
326,658.4456596729273,6.5639520000000005,,,,,,,,,,,628097.4,0.0,856938.44,16242.488000000001,5580.677,6800248.0,
463,660.4612777110179,8.130827,,,,,,,,,,,2137489.8,945541.7,2084951.5,488005.38,546013.06,2762818.5,
393,684.4613555847693,7.2836742,,,,,,,,,,,1684839.2,0.0,652381.2,0.0,0.0,2310038.0,
512,686.4768032558565,9.027413000000001,,,,0.0,,,,,,,99368.836,203047.94,113792.27,139345.5,58732.035,224540.55,
470,686.4768631369424,8.258828999999999,,,,,,,,,,,8505714.0,6603793.0,7446547.0,6302232.0,5540009.0,9795633.0,
544,686.4768630950807,10.273093,,,,,,,,,,,2302658.0,6916424.0,1072952.5,1770916.9,1378323.1,2602002.8,
307,696.1425500935602,6.405693,,,,,,,,,,,103408.26,262528.25,217334.8,177264.5,193064.08,135269.03,
322,696.1425730659353,6.5250205999999995,,,,,,,,,,,334950.34,747734.6,656391.5,818027.2,746774.9,497509.06,
400,701.1543209426833,7.3195567,,,,,,,,,,,159638.77,48831.75,243146.42,118897.45,239925.19,114407.24,
374,701.154398147506,7.0816493000000005,,,,21.0,,,,,,,1278350.2,443865.78,1841756.8,830867.44,1826127.5,688108.1,
336,701.154408424622,6.713714599999999,,,,38.0,,,,,,,453830.0,220384.11,691548.7,345496.44,730440.6,363644.8,
353,701.1544268947691,6.9122868,,,,14.0,,,,,,,2005114.9,736709.6,2792978.5,1380501.6,2782409.2,1538506.5,
379,716.523840267838,7.128648299999999,,,,,,,,,,,13221695.0,0.0,274526.25,0.0,15762962.0,157201.39,
376,717.5272336423648,7.0960445000000005,,,,,,,,,,,725995.9,0.0,424735.28,0.0,6914794.0,0.0,
338,718.1445159148267,6.719505000000001,,,,38.0,,,,,,,327717.5,680527.8,385277.56,643900.6,452922.44,535583.75,
373,718.1445382554889,7.0812610000000005,,,,21.0,,,,,,,600540.7,1314355.8,709566.94,1300669.9,837015.4,1153582.1,
355,718.1445477839943,6.917775999999999,,,,14.0,,,,,,,1050708.8,2563472.8,1279955.6,2403511.5,1640605.9,1868258.0,
314,720.123785052996,6.4569097,,,,,,,,,,,205383.22,324234.38,268857.88,324907.66,291711.28,271188.47,
295,720.1238115385538,6.2862554,,,,,,,,,,,381767.94,572064.0,308746.0,574251.0,566434.44,478672.3,
283,720.1238241155046,6.0858707,,,,,,,,,,,114270.76,127696.22,149665.84,159711.03,166335.4,108698.61,
429,720.4824295734392,7.663834599999999,,,,,,,,,,,2946284.0,0.0,3461946.8,543144.94,799608.75,4842836.0,
55,738.9961650232229,0.4461608,,,,,,,,,,,652365.9,35997.164,120483.75,86165.234,159929.08,135975.56,
449,746.4981576005026,7.9646697,,,,,,,,,,,1440059.8,0.0,1445823.2,40604.937999999995,172307.88,1956672.2,
550,746.4984182793694,10.371244,,,,,,,,,,,0.0,28547.607000000004,0.0,0.0,0.0,69430.69,
32,747.1449313444522,0.38842973,,,,,,,,,,,106422.88,387885.06,183242.06,436855.6,531861.56,197644.0,
66,747.1449449197899,0.5145244999999999,,,,,,,,,,,17885.148,370028.7,123513.52,666939.1,993883.8,82464.1,
480,749.4724472733867,8.356489999999999,,,,,,,,,,,323610.7,2876658.5,507267.25,1986049.9,464903.47,2637130.8,
472,754.4641157411896,8.224457000000001,,,,,,,,,,,158190.44,198487.38,20787.283,77365.33,34776.16,87380.086,
545,754.4641259112099,10.278454,,,,,,,,,,,98869.73,966270.0,42842.176,277298.9,66188.42,397333.16,
547,758.4979094591409,10.302982,,,,,,,,,,,368340.03,0.0,1466645.8,0.0,815347.06,0.0,
431,758.4979574114342,7.6804814,,,,,,,,,,,150820.02,0.0,1100652.1,0.0,3241736.2,5248.5776,
418,758.4979785676203,7.4661474000000005,,,,,,,,,,,254922.95,0.0,4543954.5,0.0,558456.5,129409.46,
425,760.5124763656573,7.5685053,,,,,,,,,,,1070259.9,0.0,281482.75,7524608.5,440994.97,67140.516,
460,760.5130134559033,8.04335,,,,,,,,,,,766919.0,0.0,254659.48,833516.1,647133.6,1082696.1,
551,760.5131011844553,10.375487,,,,,,,,,,,1205944.1,0.0,119324.7,1239607.9,745328.75,2732678.8,
407,765.1667649855307,7.373659599999999,,,,16.0,,,,,,,392559.88,64474.285,424120.1,307430.72,486144.97,263818.0,
382,765.1668299431208,7.1420493,,,,24.0,,,,,,,1429996.1,444783.8,2076989.6,883390.06,2202159.0,747255.25,
362,765.1668532184608,6.988747999999999,,,,32.0,,,,,,,1352180.5,538004.0,2102617.5,1086831.0,2039658.6,877834.2,
346,765.1668823120363,6.8162656,,,,55.0,,,,,,,333918.84,125168.98,451127.53,207725.62,429157.72,227092.19,
553,776.5450259135138,10.392197,,,,,,,,,,,4627755.0,0.0,3681773.5,0.0,5069826.0,0.0,
35,781.2018688259017,0.38455305,,,,,,,,,,,0.0,904814.1,124935.74,851554.75,112228.41,55562.405999999995,
459,781.4871170768961,8.024101,,,,,,,,,,,0.0,0.0,289687.53,0.0,0.0,0.0,
543,781.4872520919307,10.262727,,,,,,,,,,,309501.78,0.0,988940.5,0.0,450238.78,0.0,
344,782.1569522975373,6.802792,,,,,,,,,,,209889.8,515145.4,257914.08,448070.1,300458.72,327184.62,
408,782.1569622465978,7.365027,,,,16.0,,,,,,,96683.89,226794.06,117649.96,239391.53,145436.16,190535.78,
363,782.1569907089051,6.9897046000000005,,,,32.0,,,,,,,972957.2,2064156.5,1070430.2,1913381.1,1305847.5,1742272.8,
380,782.1569918223328,7.139422,,,,24.0,,,,,,,691655.06,1620650.6,920728.2,1682981.0,1013296.6,1333881.2,
290,784.1361670634732,6.2138534000000005,,,,,,,,,,,81481.27,130373.875,83604.94,115571.49,131785.25,97688.35,
324,784.1361751499184,6.567669,,,,,,,,,,,104756.43,352306.38,270501.62,352835.53,283996.62,234211.31,
308,784.1361968001293,6.4077706,,,,,,,,,,,340027.6,518171.47,410850.03,496557.3,464782.28,430930.56,
230,793.0186085133303,4.4324255,,,,28.0,,,,,,,950861.94,865492.7,978664.2,947821.25,1099741.0,1063052.8,
372,802.5606407543485,7.083812700000001,,,,,,,,,,,16161388.0,0.0,3824478.2,0.0,22262098.0,478829.78,
432,804.5737684271061,7.772938000000001,,,,,,,,,,,6739973.5,0.0,48888.23,2724113.2,929958.44,16162.132,
461,804.5744420033162,8.032295,,,,,,,,,,,2124362.8,0.0,20240.627,3129765.2,894998.06,2510351.2,
552,804.5757431046392,10.41338,,,,,,,,,,,588136.44,0.0,0.0,2214199.0,1225700.5,3054348.2,
542,805.4874339789399,10.262858,,,,,,,,,,,1062255.2,0.0,5887.1436,0.0,349980.47,0.0,
364,805.4877703693878,6.989076,,,,,,,,,,,5531.1875,0.0,6828066.0,0.0,12608.066,0.0,
479,805.4881961102384,8.278299,,,,,,,,,,,185749.44,0.0,0.0,0.0,71919.66,0.0,
468,807.5026302771747,8.092839999999999,,,,,,,,,,,0.0,0.0,704627.1,0.0,245119.27,694428.5,
539,807.503026534664,10.260944,,,,,,,,,,,928628.2,0.0,16996326.0,49545.562000000005,3862098.2,3532503.8,
215,811.0291625653963,3.6005106,,,,13.0,,,,,,,345844.66,319416.56,329930.9,336302.72,282409.06,321209.1,
473,825.1075749292728,8.276222,,,,,,,,,,,64346.316,283730.94,278846.8,302981.44,209368.5,158148.58,
412,829.1792565279469,7.410947999999999,,,,,,,,,,,398844.84,260535.6,558790.7,404351.8,626604.94,303055.47,
389,829.1792924646915,7.195692,,,,9.0,,,,,,,1364130.8,406564.38,2037839.4,909618.75,1997162.9,707322.56,
370,829.1792986764731,7.052178,,,,56.0,,,,,,,1070011.8,347284.75,1449086.5,715131.2,1638869.2,612173.56,
350,829.1796232614116,6.8957690000000005,,,,,,,,,,,220898.4,82584.17,320405.1,135556.56,310842.78,182067.08,
69,833.0464264105092,0.52479416,,,,,,,,,,,2050576.6,160152.6,192145.06,278277.3,1712211.8,313747.72,
34,833.0468467597216,0.4046085,,,,,,,,,,,646837.9,31666.33,194958.2,55908.187999999995,276624.9,97433.87,
538,833.5188001268177,10.262487,,,,,,,,,,,48177.617,0.0,313234.06,73217.055,1453205.1,385183.72,
466,833.5191679393319,8.105215,,,,,,,,,,,0.0,0.0,0.0,0.0,208797.98,146267.86,
387,833.5196745055594,7.1117729999999995,,,,,,,,,,,161765.22,0.0,0.0,364292.94,4816.9746,6787478.5,
