row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML Peak area,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML Peak area,GF_S4_MC_RCG_3_pos_20210511_Run170.mzML Peak area,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML Peak area,GF_S4_MC_RCG_2_pos_20210511_Run90.mzML Peak area,GF_S4_MC_RCG_1_pos_20210511_Run70.mzML Peak area,
2103,221.0907292785945,1.5777055,,,,,,,,,,,1373276.8,1062856.5,1570563.0,1222593.1,1939990.5,1623974.6,
4023,221.16488165297724,2.5222485,,,,38,,,,,,,1607429.9,1731573.9,9203.629,1629314.8,7406.8643,11007.749,
88,221.1858436166921,0.38631558,,,,174,,,,,,,5978080.5,6142940.5,3255511.5,5605538.5,3206458.8,3198685.2,
150,222.12116798511718,0.42694208,,,,174,,,,,,,561370.44,1411453.2,3687264.0,2596774.2,5227454.0,2252336.8,
5377,222.12372506215385,3.0332348,,,,63,,,,,,,303044.2,1018786.5,582704.2,973549.3,688045.56,591444.5,
8,223.06352303369886,0.08603162,,,,,,,,,,,6330284.0,1282112.2,6058076.5,6037125.5,1593980.1,2614711.0,
2090,223.06358265900755,1.6051105,,,,267,,,,,,,3537509.5,387910.38,1034685.3,646186.25,317972.0,4687494.5,
2277,223.06364215439575,1.7596302,,,,,,,,,,,1361102.8,1.3022445E7,775710.1,3604086.8,8458815.0,1667914.0,
2361,223.06367267943173,1.8010105,,,,,,,,,,,1361102.8,1110089.6,3142956.2,1622636.4,440276.4,1786016.8,
935,223.06903085176546,0.8052213,,,,,,,,,,,44509.055,21620.97,108340.086,27618.098,70964.77,126724.87,
2430,223.10769616234185,1.9089535,,,,,,,,,,,605390.5,6018931.5,2.3075584E7,9283383.0,7087772.0,1690684.2,
2593,223.1077366641491,1.9462522,,,,,,,,,,,4570283.5,2000875.8,2043611.5,2110836.2,285875.97,349979.38,
2281,223.10773716929273,1.8207954,,,,,,,,,,,890177.44,1675423.0,9080116.0,539316.56,2.4641642E7,2.3944978E7,
2841,223.10773783548154,2.117813,,,,38,,,,,,,1770907.2,1977656.4,259552.4,2862220.5,299525.38,505157.7,
3427,223.14419136021237,2.3410661,,,,38,,,,,,,224686.31,902580.75,3565146.2,938482.06,2916574.8,3591048.2,
2647,223.15521442789577,2.0344398,,,,48,,,,,,,1260949.0,2337373.8,2775.3477,2408510.2,0,4994.2573,
8474,223.20538520756702,7.656174,,,,7,,,,,,,536526.06,493286.1,626321.56,577769.56,456606.97,459432.72,
6550,225.10234034125187,3.6342137,,,,,,,,,,,3635382.0,3469585.2,168219.75,2448095.2,177201.06,92016.81,
3703,225.12340420217893,2.4276044,,,,285,,,,,,,1.8290764E7,1.8602648E7,1.6121123E7,2.4567768E7,1.3958822E7,2.2919226E7,
7679,225.1483604871036,5.1725698,,,,,,,,,,,36241.547,58452.816,694049.06,52705.465,627361.56,991247.7,
2581,225.1597672337313,2.0454142,,,,38,,,,,,,157528.36,318451.16,2618202.0,981182.7,2669366.0,2692143.8,
2854,225.1597908596468,2.1291947,,,,38,,,,,,,1454758.0,1359423.8,696763.0,1546974.4,707904.5,723356.8,
1512,226.11850307742137,1.1293663,,,,196,,,,,,,9271907.0,7935266.5,1.7586424E7,1.4837456E7,1.77332E7,2.2194974E7,
2081,226.11853397237698,1.5682764,,,,,,,,,,,1430794.2,1439164.8,9055192.0,3101369.5,8285817.5,4236717.0,
812,226.11858080452453,0.7626307,,,,,,,,,,,730541.8,3892330.2,2454648.2,1035144.8,2326824.2,1618982.4,
1630,226.15482319028362,1.1754094,,,,,,,,,,,109827.67,100017.7,2289420.5,594765.75,69480.82,1070761.9,
189,226.15484360956623,0.48933086,,,,174,,,,,,,8802729.0,1.3784796E7,1.8793222E7,1.4249501E7,1.8756892E7,1.9421656E7,
810,226.1548613186462,0.6704855,,,,274,,,,,,,5.701154E7,6.761344E7,2.2093878E8,1.2267324E8,2.2609448E8,1.9175525E8,
1301,226.1548831705322,0.9082709,,,,,,,,,,,1104501.1,866591.44,1331714.0,1736123.9,709768.7,241792.0,
7184,226.18009852540035,4.358253,,,,314,,,,,,,859205.75,981817.56,857213.06,1002446.4,1148717.4,1380770.5,
41,226.9513307935235,0.3424618,,,,59,,,,,,,2361182.2,2299765.2,739501.0,1645567.8,837341.44,884819.4,
4790,227.08153150603744,2.813378,,,,238,,,,,,,1705579.8,2150220.0,4427467.5,3027606.5,4334440.5,4721987.5,
4814,227.09121413401098,2.8218098,,,,238,,,,,,,524106.12,892925.5,1096002.5,779349.1,963983.44,1617738.2,
1834,227.10252920085745,1.4005241,,,,,,,,,,,280821.3,380466.62,661932.9,258187.33,1553153.1,3453550.8,
896,227.10256812646568,0.74351937,,,,,,,,,,,4037374.2,336481.94,177633.62,98278.31,123334.12,295383.03,
2105,227.10257713968522,1.6101394,,,,,,,,,,,438927.22,328926.0,1242140.8,2362409.0,7888324.5,2776557.5,
2415,227.1026017557684,1.9036516,,,,,,,,,,,4402854.0,3161723.8,1.1356961E7,3328924.2,6019931.0,8742251.0,
2726,227.10266634685914,2.0724003,,,,118,,,,,,,3073815.2,2074771.9,2278190.5,1383296.2,2328685.0,2965638.8,
3097,227.10271147366223,2.1855488,,,,,,,,,,,459213.03,794149.4,639887.5,4250597.0,647626.06,322436.44,
4405,227.1390213963556,2.6625907,,,,38,,,,,,,3729480.5,4707315.0,3784337.0,5833027.5,4045655.0,3743646.0,
567,227.13911389267932,0.6127776,,,,,,,,,,,416479.12,2097197.0,1483712.4,3721645.0,2252395.2,1720950.4,
6726,227.17538436636718,3.768658,,,,,,,,,,,2751448.0,3272231.2,5634988.0,2971834.5,4802409.0,5850931.5,
6813,227.17538765268978,3.806698,,,,128,,,,,,,2995027.0,3682604.0,2513562.0,3097588.8,2047288.0,3086837.0,
8465,227.20025893909357,7.6546273,,,,7,,,,,,,891018.2,797340.0,1015105.6,944010.0,741646.25,775363.9,
8341,227.20030880349415,7.142614,,,,213,,,,,,,116025.164,99766.67,145931.55,159306.81,127454.164,111329.95,
8061,227.2003650563369,6.2139792,,,,22,,,,,,,156898.52,152306.22,20772.01,169488.5,18560.146,26116.7,
5988,227.6260413335876,3.3054454,,,,166,,,,,,,479749.03,508899.34,0,453545.5,0,0,
1689,227.6547236160275,1.2600085,,,,,,,,,,,6979.253,16679.143,153704.2,15221.947,203228.84,578081.56,
2452,227.65481870550425,1.9840509,,,,145,,,,,,,4386323.5,6402505.0,2.4149376E7,8950362.0,2.6046018E7,1.6311945E7,
7742,228.11993909654453,5.3562913,,,,30,,,,,,,200350.61,379618.03,581094.75,328677.34,544768.5,2374986.8,
3266,228.1343688808208,2.2965224,,,,300,,,,,,,1.0188701E8,9.147866E7,1.7831256E8,1.6361986E8,1.295846E8,2.9998908E7,
2944,228.13438613024596,2.2168214,,,,,,,,,,,4.2111628E7,1.7483296E7,5.451259E7,6.22856E7,4.1745108E7,1.6950286E8,
2587,228.15661677353606,1.9809784,,,,145,,,,,,,687904.2,1206850.2,3771385.8,1727348.8,5077397.5,2718372.8,
1054,228.1705631946339,0.8824548,,,,139,,,,,,,2.7915018E7,3.601074E7,6.798464E7,5.7135948E7,7.397614E7,6.718377E7,
8370,228.2319453198359,7.2564144,,,,227,,,,,,,135613.75,130716.53,0,270300.0,0,0,
8287,228.23202170752697,6.93002,,,,176,,,,,,,38443.566,53472.07,49168.71,62598.746,62839.434,88566.36,
8209,228.2320638087335,6.6010933,,,,147,,,,,,,1321699.5,1239591.9,1068786.1,2230256.0,998565.8,846654.3,
4430,229.10055123976443,2.6710358,,,,42,,,,,,,1.0308119E7,1.159257E7,5340311.0,1.3926607E7,9358642.0,2.6386976E7,
4675,229.10059026782406,2.732497,,,,38,,,,,,,4809200.0,8149679.0,3801521.8,5366605.0,7214591.5,1.8881114E7,
1179,229.11822378230593,0.91277224,,,,,,,,,,,846551.94,7508235.5,427116.3,325671.62,519816.1,243537.62,
2446,229.1182942077386,1.9122511,,,,,,,,,,,2.4390052E7,3086147.2,3148408.0,6175308.0,5142128.5,1703814.9,
2360,229.1183504717319,1.8391443,,,,,,,,,,,5208832.0,1176832.8,2.4853094E7,1500201.5,2.7074582E7,2.4807792E7,
3468,229.11843668916285,2.3483982,,,,38,,,,,,,3.4137796E7,3.1587258E7,4.6342624E7,4.6113028E7,4.58963E7,3.8588936E7,
7466,229.13317444017966,4.790045,,,,153,,,,,,,883142.44,1197498.0,28207.691,1064689.2,59577.82,11222.172,
7377,229.13322599729543,4.6631083,,,,247,,,,,,,1211941.0,1754451.2,34581.555,1366480.6,81887.14,24815.834,
2960,229.13765276185416,2.2229185,,,,,,,,,,,2042866.6,3746221.0,4568459.0,7343357.0,2746075.0,1.8663724E7,
3294,229.137730851255,2.2950883,,,,300,,,,,,,1.0412808E7,6318207.5,1.8161086E7,1.0578884E7,1.2568895E7,9634456.0,
1492,229.154580911248,1.1164747,,,,,,,,,,,4184025.8,4346038.0,2.969218E7,2.2364092E7,9.8746344E7,8.565408E7,
2243,229.15460720116099,1.7274662,,,,,,,,,,,2.3683694E7,1.1892742E8,1.0882125E7,1.9013478E8,1.213149E7,1.6399504E7,
4097,229.15460786523218,2.5608928,,,,38,,,,,,,9829777.0,1.3738077E7,2.9224996E7,1.5693964E7,2.844221E7,3.32564E7,
2450,229.15462379731875,1.9023094,,,,,,,,,,,8.051165E7,1.5022541E7,1.8800118E7,5472297.0,2.3577974E7,2.619597E7,
3399,229.15463465060188,2.3282747,,,,219,,,,,,,1.1289318E7,1.8742184E7,2.5998957E8,1.6419061E7,2.4391507E8,2.5374594E8,
2757,229.15466345945015,2.0967698,,,,38,,,,,,,1.3906365E7,1.2543325E7,3544437.2,2.953879E7,4613427.0,6043493.5,
1000,229.1737998871347,0.8723504,,,,,,,,,,,488761.9,1934488.5,4679417.0,4046172.5,8514707.0,7702636.5,
7347,229.98105968429445,4.615282,,,,253,,,,,,,2890853.8,2353479.0,1863074.8,2405818.5,1748751.9,1806329.9,
5866,230.11347035463777,3.2436516,,,,204,,,,,,,889362.44,1053833.6,1100734.8,1245384.6,952400.3,1025064.25,
6480,230.1135039247673,3.5750105,,,,5,,,,,,,1310815.5,1032061.25,574924.25,1007534.06,649772.44,794696.5,
7051,230.11352886136808,4.142863,,,,2,,,,,,,780521.94,1089507.4,754409.8,1196683.6,889587.44,749106.0,
5489,230.11355351510522,3.079902,,,,63,,,,,,,771051.75,672954.6,1303920.2,1019823.3,1267477.2,1274523.4,
3329,230.11359888779677,2.3094466,,,,38,,,,,,,1871451.2,2361087.8,2873819.2,2320303.0,3232438.2,2870241.2,
3452,230.1216000816828,2.3476815,,,,38,,,,,,,1622976.0,1920080.1,4837949.5,1587788.5,4746557.5,3960490.8,
2526,230.1216088101215,1.9816681,,,,,,,,,,,2572799.0,47828.406,255573.4,367258.34,108673.82,131927.83,
361,230.14990277859116,0.48426628,,,,174,,,,,,,157790.84,1987016.0,5510402.5,2223415.5,6192771.0,3903671.5,
2817,230.1579810146802,2.1290565,,,,,,,,,,,1643894.8,1354140.1,582873.44,2581767.5,321036.34,288869.66,
7317,230.17499371165843,4.564153,,,,9,,,,,,,325349.84,398927.72,533409.5,496578.1,466315.72,558038.25,
7253,230.21135274666025,4.4680324,,,,237,,,,,,,74277.555,14433.921,488297.12,108021.37,524764.94,619477.7,
160,231.08497272095437,0.43064448,,,,174,,,,,,,1089749.4,1811425.9,1575203.2,1706255.0,1875973.1,1367512.6,
4002,231.11272857596796,2.5291681,,,,38,,,,,,,2091052.5,2245691.8,3208703.5,3326466.0,3216743.2,3493313.8,
4447,231.11275555761088,2.677227,,,,38,,,,,,,2364348.5,2636917.2,3230021.8,3574954.2,3224095.5,3470787.2,
7293,231.1590880811033,4.520414,,,,237,,,,,,,126371.32,186911.58,688312.94,257846.19,763204.06,707703.6,
3455,231.17021330602776,2.3114655,,,,38,,,,,,,3.0486012E7,3.1690284E7,7.1575624E7,4.9821268E7,5.952036E7,7.116666E7,
2645,231.17028546274773,2.0978544,,,,38,,,,,,,2.237987E8,2.5533856E8,2.6400938E8,3.1179664E8,2.5472488E8,2.904836E8,
4929,231.17034264753707,2.8609447,,,,238,,,,,,,3333376.5,5743754.5,5101492.0,6785633.0,5803102.5,6263741.5,
7348,231.97896099359852,4.615282,,,,253,,,,,,,2849465.2,2322731.8,1804268.2,2388371.2,1744582.0,1785102.5,
7695,232.11187249100553,5.261895,,,,233,,,,,,,654167.4,769010.5,160257.84,621695.7,119450.89,99353.34,
3407,232.1734639459985,2.2834823,,,,38,,,,,,,4371656.0,4639231.5,8269039.0,5941177.5,5063449.0,8266924.0,
2607,232.17348673643005,2.0696385,,,,,,,,,,,7316328.5,8762653.0,2.4530472E7,1.157074E7,3.0373154E7,3.4769956E7,
2929,232.17350363416367,2.110631,,,,38,,,,,,,2.7091698E7,3.0684922E7,1.3392783E7,3.7495772E7,1.0182846E7,7222797.0,
45,232.8964536657262,0.3424618,,,,59,,,,,,,476508.84,438925.8,99642.766,303928.94,115218.89,113101.12,
3328,233.14433660169902,2.3359632,,,,229,,,,,,,1010589.1,2226845.8,1897442.0,1655204.1,2170634.8,1940908.0,
1440,233.1493925647852,1.0968703,,,,,,,,,,,356161.06,512113.9,7003383.5,688380.3,9230751.0,5842399.5,
1595,233.1494098903412,1.151755,,,,,,,,,,,511359.94,465719.16,1698081.8,6108169.5,1902707.6,1159709.2,
867,233.14941966553081,0.7046557,,,,,,,,,,,5594204.0,6435420.5,4366286.5,5334574.5,4501513.0,1834128.4,
628,233.14943686995284,0.65316236,,,,181,,,,,,,1023220.25,2669165.2,1.5520659E7,8916175.0,1.9152646E7,1.589182E7,
2267,233.1494747374305,1.7268181,,,,,,,,,,,2135718.2,5623228.5,2976074.5,7622060.5,1134980.0,333006.44,
2447,233.1494781648116,1.947631,,,,,,,,,,,6510772.0,377160.38,400467.75,174708.72,1688975.6,668478.56,
7056,234.0219224584938,4.1536946,,,,2,,,,,,,3039854.5,3478278.5,790640.1,4904287.0,858056.7,700115.5,
1095,234.08470803753073,0.85881966,,,,139,,,,,,,1147109.2,2271202.2,5780581.0,3012126.8,6036709.0,5942019.0,
177,234.08473001346565,0.43736938,,,,174,,,,,,,4761224.5,8031876.5,4339075.0,6835900.0,5530420.0,3924371.5,
2668,234.12361167759582,2.0398853,,,,48,,,,,,,1052068.1,1570756.1,3589.4917,2116096.2,3399.1797,3086.7617,
3018,234.1341289331676,2.1945522,,,,38,,,,,,,1104932.5,1055042.1,1693681.1,468003.3,1385181.6,1483406.1,
3949,235.1078486436687,2.513843,,,,38,,,,,,,7295268.5,6827000.5,7605283.5,1.0032296E7,7359985.0,9624763.0,
3578,235.1078618511232,2.3889866,,,,38,,,,,,,5366328.5,4941223.5,6673678.0,9852690.0,5992770.0,9734278.0,
2719,235.10800218957806,2.0678587,,,,232,,,,,,,2161955.0,2019863.8,3258431.5,6994892.5,2453038.8,7379977.0,
505,235.1187943700578,0.55944914,,,,157,,,,,,,3.9097946E8,5.8546464E8,8.720297E8,7.190076E8,8.4837875E8,1.1495378E9,
3210,235.1439102850728,2.2704315,,,,38,,,,,,,1437459.2,1806128.2,2942405.2,1578187.2,2628784.2,4154314.2,
7188,235.1691386717005,4.361605,,,,314,,,,,,,358741.5,356559.06,800546.6,434997.72,891929.75,1033393.94,
509,236.1219286185054,0.56242377,,,,157,,,,,,,4.596995E7,7.0511144E7,6.994989E7,8.436421E7,1.1155734E8,9.978489E7,
6839,236.1281481882962,3.860079,,,,279,,,,,,,1454228.1,1811393.4,898116.8,2033267.2,821194.3,902614.2,
835,237.08659195103235,0.7452159,,,,,,,,,,,1351532.0,1996436.6,4650645.5,2437490.8,4466832.5,4178918.8,
2967,237.12335725165062,2.2084284,,,,38,,,,,,,3218540.8,3799363.5,268858.16,5452663.5,108585.47,282905.25,
7072,237.15958873192196,4.191657,,,,161,,,,,,,192637.48,250527.34,353785.66,232779.16,369114.47,427909.38,
4254,237.15969614729138,2.609108,,,,38,,,,,,,737951.7,1217171.5,4438913.0,1393873.5,6344657.5,3790272.5,
4644,237.15971512899753,2.7480886,,,,38,,,,,,,1352609.6,1879387.1,1321218.1,2032771.0,1262280.1,1252488.8,
8470,237.22096123541584,7.655397,,,,7,,,,,,,523631.84,474128.97,579989.94,559007.6,436809.0,460417.84,
7999,237.22105631598242,5.991865,,,,295,,,,,,,394515.28,520926.16,602536.44,582363.25,538435.9,509095.1,
8279,237.22107001986925,6.8675556,,,,236,,,,,,,108906.67,99446.47,18610.844,150568.03,23222.727,8926.469,
2534,237.99892256253352,1.980278,,,,,,,,,,,409344.5,286952.3,2185812.8,381048.53,2300741.8,2086095.2,
3504,238.10729704620226,2.363449,,,,38,,,,,,,1799269.2,2400088.0,1.317946E7,4158485.5,1.0637826E7,1.4469976E7,
5428,238.13383504096305,3.071802,,,,63,,,,,,,3297693.0,4994194.5,1523035.5,6315593.0,2322898.2,1140703.1,
5724,239.08151490508803,3.1806116,,,,204,,,,,,,604582.7,1246507.1,595615.2,797882.75,676232.4,853619.25,
7068,239.1025431541141,4.176529,,,,,,,,,,,101479.266,244152.55,616647.1,471079.7,778073.25,571850.94,
549,239.14978785106197,0.59005034,,,,135,,,,,,,1542820.6,2334297.2,2095670.9,1971187.8,1650897.2,1876027.1,
4026,240.152409484566,2.5208344,,,,,,,,,,,1706023.6,2641541.5,3381538.2,2179141.2,1352889.2,233800.61,
3690,240.15243304549747,2.4761438,,,,,,,,,,,305409.12,1134377.1,1098859.2,887415.6,3812346.0,3799890.0,
4223,240.15255770776537,2.6000059,,,,38,,,,,,,3699521.2,4287235.0,308409.75,3774656.0,325676.1,149487.44,
161,241.0614734426149,0.43138787,,,,174,,,,,,,3129196.0,4608919.0,2888814.5,4145400.2,3362091.2,2415020.5,
7535,241.12548244500195,4.8802676,,,,257,,,,,,,14067.071,99105.29,278081.38,28868.312,366892.78,534212.4,
7462,241.12555426414687,4.7817097,,,,255,,,,,,,555146.25,1057827.5,2686443.2,629137.25,2871065.5,4429374.0,
4760,241.154640947229,2.8029652,,,,238,,,,,,,3240802.2,4577592.0,894902.7,4982258.5,1185457.9,897006.6,
7797,241.17714470443207,5.467966,,,,16,,,,,,,711659.3,1481063.8,2352052.2,1806765.8,1303318.2,1967376.0,
8478,241.21584048206594,7.65699,,,,7,,,,,,,969004.7,876533.56,1096574.6,1026311.8,816974.44,825489.75,
8347,241.2158759149912,7.1426578,,,,213,,,,,,,119865.07,101097.14,152181.19,159556.58,130025.89,100197.445,
3686,242.1498370784527,2.4214385,,,,285,,,,,,,3.5823344E7,3.0474148E7,3.9591084E7,5.52633E7,3.454609E7,5.8800964E7,
2584,242.18616257935193,2.0477142,,,,38,,,,,,,6824361.0,1.9553258E7,9.557297E7,3.72475E7,1.0095121E8,1.0332612E8,
3156,242.18616307983925,2.207195,,,,,,,,,,,4379992.0,2.042561E7,1.8552854E7,2.7620862E7,3740998.0,2643666.5,
2860,242.18617662764856,2.131422,,,,38,,,,,,,5.642666E7,4.7280776E7,2.9909964E7,5.816221E7,2.728807E7,2.809604E7,
8433,242.24746950684298,7.5476403,,,,,,,,,,,81522.266,187713.28,0,265293.22,0,0,
8422,242.24749862031334,7.499333,,,,,,,,,,,53136.516,102147.78,0,189583.05,0,0,
8288,242.24755535722443,6.930021,,,,176,,,,,,,1057278.2,878851.6,775396.25,1401375.1,637118.06,543599.9,
8274,242.24757507196955,6.8462615,,,,79,,,,,,,685119.2,613182.3,404376.34,869715.25,414021.47,329585.12,
48,242.92525230632842,0.34476456,,,,59,,,,,,,946166.94,910692.5,112854.01,638218.4,149679.61,147577.62,
1216,243.13379681102913,0.9235983,,,,,,,,,,,196006.66,95030.5,1445454.9,437800.8,3906807.5,913278.06,
394,243.1338613740613,0.5491669,,,,,,,,,,,1181063.2,2532521.0,104054.805,6944795.5,223790.14,90017.305,
5495,243.1338695464241,3.0080216,,,,,,,,,,,940052.1,502937.47,3239539.5,4045740.5,946562.9,4811538.0,
2232,243.13387012157378,1.7150205,,,,,,,,,,,81478.29,68923.89,2044211.8,77792.32,1864213.5,1018496.75,
4354,243.13387847015778,2.6520488,,,,,,,,,,,9243797.0,7364376.5,3605717.8,8008486.0,8758269.0,4608845.5,
4902,243.13392711196056,2.8525772,,,,238,,,,,,,3.1347676E7,3.1274528E7,4.5091996E7,4.151036E7,2.3105096E7,3.7587244E7,
3651,243.15318891591377,2.4191682,,,,,,,,,,,2147503.2,3703278.8,2438865.5,3833716.8,1521446.4,1905710.6,
990,243.15763241746004,0.8607227,,,,139,,,,,,,2121718.2,9049091.0,8367979.0,1.2051662E7,1.0363018E7,5812572.5,
1484,243.15774878838047,1.0727504,,,,,,,,,,,2378746.5,129001.42,5821.9575,69038.734,13093.452,8179.2534,
2843,243.18947669361705,2.0705216,,,,,,,,,,,5030895.5,6062862.0,4749942.5,5439176.5,3678286.5,1789345.6,
1155,243.65946144416736,0.87362194,,,,139,,,,,,,102199.29,2059677.0,1839134.5,2843702.2,2341370.5,419993.7,
7202,244.12905319784468,4.3905005,,,,297,,,,,,,865013.25,1267868.2,837146.6,1340243.6,872367.1,767478.56,
3385,244.12907564687418,2.3222532,,,,38,,,,,,,2900520.2,3831558.2,5696045.5,4645029.0,6435011.0,5985775.0,
5225,244.12913847176728,2.96929,,,,238,,,,,,,4391806.5,4623784.0,4659038.5,4658275.5,4109590.5,3927382.0,
6285,244.12922172037807,3.4618995,,,,,,,,,,,1090539.6,494218.03,1001186.4,1916504.2,836564.6,833344.25,
6600,244.12925776817391,3.7086782,,,,195,,,,,,,864267.25,1032215.8,490536.75,783585.06,540563.5,867936.56,
4891,244.13730590307205,2.850273,,,,238,,,,,,,2387512.8,3549031.5,2871283.2,4286602.0,2342657.8,2639206.5,
4650,244.1655212614606,2.7542136,,,,38,,,,,,,633674.4,625186.1,814029.3,583241.6,625645.6,451936.38,
7185,244.1906070502885,4.359114,,,,314,,,,,,,362573.44,403763.97,374850.28,423236.97,475963.88,590830.0,
1935,245.0952992195623,1.4498963,,,,290,,,,,,,1.3741189E8,1.7954685E8,2.6914173E8,3.0077066E8,2.97688E8,3.299376E8,
2671,245.09531408139603,2.0465631,,,,38,,,,,,,2.0716128E7,2.0493856E7,1.0654542E8,4.446663E7,6.3565788E7,8.208878E7,
7574,245.11302277150628,4.975389,,,,136,,,,,,,376896.22,501854.84,412525.56,465061.38,276684.34,291678.2,
7077,245.11315848989622,4.204656,,,,8,,,,,,,1309852.6,905216.25,1141561.2,1724356.9,1264979.6,1222597.6,
6437,245.1131882286061,3.5554123,,,,5,,,,,,,4085087.8,4580387.5,3950907.0,4804794.0,3850177.0,4161118.0,
6872,245.11326973815042,3.8555577,,,,304,,,,,,,269723.22,473165.6,219562.39,244915.6,339532.66,407326.06,
6214,245.11353556276575,3.422675,,,,37,,,,,,,154764.89,179101.92,1105354.9,146243.81,1064115.0,1081111.6,
7043,245.12825545588453,4.133137,,,,,,,,,,,99897.56,253475.73,253503.8,220724.38,886602.75,1457119.2,
6564,245.12829678437,3.6080961,,,,,,,,,,,1275492.9,558911.4,1521516.6,1518659.8,719664.56,2349843.5,
6887,245.1283286419562,3.901162,,,,,,,,,,,1313440.5,454910.2,793065.2,453154.1,2098565.0,2755364.8,
6703,245.12835239559976,3.7325642,,,,,,,,,,,138285.8,397844.2,1086957.4,2338360.0,2318481.0,3928927.2,
5939,245.1284455999538,3.2802725,,,,162,,,,,,,6.530366E7,1.0679582E8,9.874586E7,6.5949044E7,8.459184E7,1.3519707E8,
5686,245.12847028733074,3.1669638,,,,204,,,,,,,1.4281317E8,2.1039238E8,9.141345E7,1.3402351E8,1.23018184E8,1.2672859E8,
5840,245.1856069454658,3.2393014,,,,204,,,,,,,411838.3,1140416.6,1367284.2,1350983.5,1329496.1,1307741.8,
4156,245.185884190935,2.57888,,,,38,,,,,,,1.1247833E7,1.3671935E7,2.1440578E7,1.5359628E7,2.117495E7,2.3501502E7,
3852,245.1858853414824,2.5110633,,,,38,,,,,,,7341229.0,1.1921032E7,1.1391046E7,1.4349509E7,1.0349259E7,1.2032118E7,
4476,245.18589890841486,2.6876633,,,,38,,,,,,,2.0698046E7,2.5616368E7,1.2571149E7,2.6509622E7,1.1532785E7,1.6059579E7,
4694,245.18590453637083,2.7360394,,,,38,,,,,,,1.1458631E7,1.5709163E7,1.3241105E7,1.7042322E7,1.0745303E7,1.1973676E7,
8059,246.10419079946044,6.2095838,,,,22,,,,,,,377820.3,401223.53,337953.9,452529.84,312483.12,297874.22,
5691,246.1316787936678,3.1654565,,,,,,,,,,,2.1518816E7,3.3325222E7,1.4039442E7,2.0140354E7,1.6105922E7,1.7073702E7,
470,246.14459888176862,0.53320867,,,,174,,,,,,,3591428.0,4462542.5,7512572.0,6962208.0,8985883.0,7246726.0,
1270,246.14474408396518,0.93336034,,,,56,,,,,,,263645.9,316624.7,4698881.0,1211529.5,6608611.0,6532952.0,
5898,246.15972603621321,3.197816,,,,204,,,,,,,880550.6,1274206.5,791425.75,1352942.9,750496.3,673563.7,
323,246.1808651388495,0.48438397,,,,174,,,,,,,1154648.4,1561187.6,3960137.2,2511008.8,4420906.0,3328379.8,
2920,247.11103939191833,2.1542938,,,,38,,,,,,,2451926.0,2710313.5,6848435.0,3962470.2,6852304.5,1.067877E7,
6429,247.144005057453,3.5491095,,,,187,,,,,,,2427144.8,3171740.8,2040802.4,2370230.2,1837143.9,2188730.0,
4920,247.14402250138482,2.8578722,,,,238,,,,,,,2208421.0,2159542.8,603777.06,2390881.0,504024.25,459204.2,
326,247.17629247714618,0.48517564,,,,174,,,,,,,2573339.8,3292462.8,1404137.0,4308715.5,1700259.4,1286505.2,
144,248.1367184561253,0.42238414,,,,174,,,,,,,2023387.2,4715627.5,7498064.0,7133200.5,9472174.0,5425670.5,
5020,248.66573524820308,2.8688107,,,,,,,,,,,873111.75,946643.8,56042.36,842454.44,45948.504,3527.3442,
7741,249.10201065871073,5.3554873,,,,,,,,,,,213263.16,283253.75,372817.47,510043.22,210504.6,62729.402,
6592,249.11217023787654,3.6645365,,,,195,,,,,,,0,0,484848.5,0,705232.8,790900.44,
4283,249.12327491722172,2.6203372,,,,38,,,,,,,3021668.2,4427078.5,4411466.0,4678442.5,4395185.5,7104291.5,
1600,249.13427873262904,1.1370231,,,,,,,,,,,2910045.0,3825579.2,749929.3,4036437.0,788762.56,296310.75,
1331,249.13427883819796,1.0444585,,,,,,,,,,,118067.664,64421.703,3174539.8,248634.55,5400578.0,5947045.5,
3267,250.11607844287536,2.2861366,,,,300,,,,,,,4553664.5,3472666.0,1960606.2,3943359.0,1398749.6,1270659.5,
7140,250.1436968609884,4.241003,,,,241,,,,,,,2516204.8,3189698.5,91677.56,3900152.2,132343.11,89535.2,
2388,251.10024597310505,1.8465835,,,,,,,,,,,3553170.5,30084.361,3169224.8,80317.47,2931329.2,234927.75,
1515,251.15007582520852,1.0893291,,,,,,,,,,,1.2382637E8,4.8858412E7,1.3247006E7,4.6862092E7,1.8997968E7,2.401601E7,
2440,251.15009239645698,1.8927199,,,,,,,,,,,3.4925404E7,1.0864683E8,5.9169372E7,1.4669781E8,4.675558E7,9503511.0,
2654,251.15010059763748,1.967434,,,,,,,,,,,7.048575E7,4.053812E7,1.4897029E7,2.9024532E7,1.054841E7,6316840.0,
1328,251.15010865089735,0.9476704,,,,306,,,,,,,3.531559E7,1.4174267E8,1.694012E8,1.6976384E8,2.2367062E8,2.3077867E8,
2292,251.15011700105393,1.8227353,,,,160,,,,,,,2799955.8,3.1673534E7,1.6377984E8,9736221.0,2.2170648E8,2.4551091E8,
