Filename,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML,GF_S4_MC_RCG_1_pos_20210511_Run70.mzML,GF_S4_MC_RCG_2_pos_20210511_Run90.mzML,GF_S4_MC_RCG_3_pos_20210511_Run170.mzML
7654/311.2212mz/5.14min,233970.19,130789.97,350558.66,766229.94,493934.53,544728.7
7659/626.3906mz/5.15min,1633808.0,1138399.9,1544809.4,2019230.4,1564134.8,2307476.5
7662/596.8519mz/5.16min,2469288.2,1983800.0,2589131.8,408398.34,269153.28,1234617.1
7664/444.2851mz/5.19min,59083.168,18647.715,54291.67,628039.44,326380.6,690555.6
7667/353.2296mz/5.17min,241784.48,165151.0,375381.44,414030.12,248154.08,393548.03
7669/338.2316mz/5.17min,10665.904,0.0,13949.373,505089.84,226762.0,432135.66
7671/293.2107mz/5.17min,2082010.6,1401766.8,1592692.2,2718426.0,1739339.0,1810254.4
7672/309.242mz/5.19min,763030.94,514904.06,644551.6,21968.324,47319.92,17433.504
7676/275.2003mz/5.19min,1766652.5,1161870.4,1849222.5,2123215.5,1848078.4,1860215.8
7677/267.17mz/5.19min,46657.227,38850.355,32226.172,291842.34,450576.94,249687.16
7679/225.1484mz/5.17min,58452.816,36241.547,52705.465,991247.7,627361.56,694049.06
7681/367.2453mz/5.2min,1005198.4,1170045.8,1166216.1,63774.22,101530.67,70035.35
7685/191.1429mz/5.21min,337983.88,93443.28,319101.16,856861.94,456545.34,703229.44
7687/575.3221mz/5.21min,81134.81,28205.53,46054.973,143377.38,168866.39,120901.11
7688/195.1379mz/5.23min,441091.28,246083.83,400827.8,109103.21,78747.91,93935.72
7690/304.2842mz/5.2min,1493548.9,1025410.8,1611232.0,163471.69,974971.0,1549442.5
7692/383.1709mz/5.25min,132104.6,57827.023,259719.12,46955.88,85383.45,48269.035
7693/316.2842mz/5.27min,2447202.8,1648090.8,1323863.2,259254.36,170080.17,228130.48
7694/372.2164mz/5.25min,29922.08,20939.383,44769.395,453639.06,370651.72,385051.72
7695/232.1119mz/5.26min,769010.5,654167.4,621695.7,99353.34,119450.89,160257.84
7698/685.3916mz/5.27min,0.0,0.0,0.0,3031.4553,17547.492,376582.12
7702/311.2211mz/5.27min,804533.75,393703.8,336172.38,500483.44,514997.16,489231.4
7703/333.2034mz/5.27min,1105917.2,1114243.2,1179180.1,1262960.4,1037529.5,1174529.5
7704/317.0916mz/5.27min,212355.27,141138.6,264194.5,967784.75,1055073.8,1068469.6
7706/313.2369mz/5.28min,734903.56,469988.8,680716.9,939956.2,874780.8,961861.1
7712/349.1867mz/5.29min,235040.84,94612.695,492890.16,148525.02,151200.84,182997.52
7714/277.2159mz/5.28min,4395266.5,2598829.8,3911065.0,5598203.0,5127377.5,5466426.0
7715/335.2189mz/5.28min,4284816.0,3977401.8,4635126.0,5333863.5,5735878.0,6625523.5
7718/344.6758mz/5.29min,701506.3,465398.2,497749.1,1146027.4,1466048.6,1076304.0
7720/688.3446mz/5.29min,715130.56,383234.78,465651.34,1380085.1,1726372.1,1283489.1
7721/295.2264mz/5.29min,3166009.8,1984022.6,2947921.0,4768962.5,3611176.2,3980224.0
7722/710.3264mz/5.29min,213282.72,109445.64,116226.28,368558.5,501462.62,320841.72
7725/658.378mz/5.29min,167952.73,83549.12,189706.78,98582.89,115606.25,196605.66
7729/279.2314mz/5.3min,502101.06,346671.34,443753.0,1275337.2,1144718.9,1297296.1
7731/258.2061mz/5.31min,344276.66,233799.55,381722.88,380718.0,338531.97,419460.25
7735/292.1903mz/5.34min,382291.94,265848.53,401593.66,392054.97,402694.12,463433.78
7736/400.1861mz/5.35min,247348.67,161261.48,396083.28,18104.596,58607.152,64494.188
7737/768.5373mz/5.36min,17907.55,0.0,0.0,668937.0,37949.23,14235.829
7738/592.4061mz/5.35min,146926.67,91378.42,129695.02,147489.27,130297.57,134705.42
7739/596.8517mz/5.35min,208587.95,145510.8,224836.33,68493.4,116409.836,181609.27
7741/249.102mz/5.36min,283253.75,213263.16,510043.22,62729.402,210504.6,372817.47
7742/228.1199mz/5.36min,379618.03,200350.61,328677.34,2374986.8,544768.5,581094.75
7745/376.259mz/5.36min,8186599.0,2351183.0,4278917.5,52774228.0,9722652.0,7811991.5
7747/414.2148mz/5.36min,144310.05,62131.195,124010.695,885917.2,278601.5,256432.58
7748/398.2408mz/5.36min,4507212.5,2198489.8,3525173.8,17422778.0,6114027.5,6031978.5
7749/393.2855mz/5.36min,3953033.2,974290.94,1705895.1,21134272.0,4499140.0,2983146.5
7750/773.4927mz/5.36min,255228.88,48971.26,144387.39,3479273.5,449493.2,393718.38
7751/395.2317mz/5.36min,4238.495,0.0,0.0,549340.3,21650.828,23500.824
7752/751.5106mz/5.36min,29507.23,0.0,0.0,1088052.6,48224.367,23373.797
7756/316.2842mz/5.37min,429279.84,1955224.5,2715896.2,36246.26,117654.94,226568.83
7760/412.3163mz/5.45min,2024496.4,1542728.5,1763618.8,963098.44,915696.25,775555.9
7761/670.3803mz/5.38min,0.0,0.0,3163.79,635761.56,654630.56,1061133.8
7763/454.2907mz/5.39min,136245.56,59505.023,125649.67,40373.43,55867.965,63992.28
7764/692.362mz/5.38min,3213.377,0.0,3235.11,336928.8,635926.8,1053336.8
7765/297.242mz/5.4min,412426.2,256989.27,326261.62,533621.2,643025.9,486972.25
7767/337.2346mz/5.4min,432391.84,418165.62,462015.12,280535.72,512269.6,567208.3
7768/279.2315mz/5.4min,591298.6,337416.75,472888.78,612463.1,562727.25,712305.9
7772/495.3535mz/5.41min,116116.19,69713.664,102916.98,79841.945,82379.95,95441.56
7777/318.2998mz/5.47min,12092991.0,8872040.0,6410146.0,2130034.2,2839219.5,2062130.4
7781/288.2893mz/5.48min,657596.44,422524.3,98762.39,541620.6,600944.94,171360.5
7782/335.2189mz/5.45min,884440.6,783094.4,963907.75,972073.8,1000968.8,1035411.1
7783/321.6836mz/5.45min,403189.2,180398.88,525770.2,75158.79,124016.63,86508.055
7784/313.237mz/5.45min,206781.62,111056.14,298406.1,166417.77,181719.02,196321.33
7787/642.3603mz/5.45min,759958.2,331171.4,921788.4,147772.34,258318.84,185157.92
7788/401.3367mz/5.47min,671976.9,504545.47,459124.16,166883.08,210925.55,78928.52
7795/218.1174mz/5.46min,307807.3,192195.67,328495.03,401684.4,518119.97,440537.75
7797/241.1771mz/5.47min,1481063.8,711659.3,1806765.8,1967376.0,1303318.2,2352052.2
7802/320.1909mz/5.49min,548429.6,465363.3,650331.7,751685.5,794004.75,836627.06
7805/251.2003mz/5.49min,568585.56,296897.72,450021.78,768062.0,696264.1,635841.75
7806/279.1952mz/5.49min,4644545.0,2648240.0,3957611.5,6292282.0,5718142.0,5037512.0
7808/280.1985mz/5.49min,824256.75,466728.38,696340.75,1109513.8,1003046.25,869443.7
7809/319.1875mz/5.49min,3184719.5,2728677.2,3746618.0,4355986.5,4574246.0,4860981.0
7810/297.2057mz/5.49min,1479431.1,824229.7,1282962.0,2075136.5,1864425.2,1694748.4
7811/335.1614mz/5.49min,85944.72,76221.77,115805.734,149942.56,157797.66,164028.56
7818/280.2348mz/5.52min,343494.5,223641.4,314993.44,411823.44,403786.5,446635.25
7819/297.242mz/5.52min,1343980.2,915108.06,1334621.8,2135056.2,1946364.2,1585395.2
7820/315.2526mz/5.52min,275857.3,188704.72,280921.9,309733.0,292752.97,327461.03
7821/279.2314mz/5.52min,1757606.1,1239330.9,1791216.4,2072699.9,1951031.8,1999625.5
7822/367.2452mz/5.57min,1406860.2,536332.4,1468981.0,21130.193,50598.406,71106.54
7823/337.2345mz/5.52min,1747352.2,1573675.4,1930692.1,2015946.8,2081200.4,2375269.8
7825/298.2454mz/5.58min,509916.84,327987.38,537439.75,484126.2,293141.25,440521.16
7826/163.0388mz/5.53min,158678.12,129666.75,208020.83,0.0,0.0,0.0
7827/300.0507mz/5.53min,1120878.5,922006.4,1320654.1,18253.299,34403.13,30714.338
7828/739.4748mz/5.53min,33205.195,7462.1743,18895.256,973465.94,732932.5,1242259.0
7829/316.3206mz/5.55min,379560.7,176923.81,128669.39,1291801.1,602210.25,451479.0
7830/370.2407mz/5.53min,0.0,0.0,3242.75,305201.53,214958.44,422050.12
7832/293.2107mz/5.55min,723261.3,459699.62,642894.75,985396.44,953749.0,932059.75
7834/318.2999mz/5.52min,1283941.5,12892183.0,13848946.0,125775.77,1303319.9,5037953.0
7838/335.2189mz/5.56min,1204034.9,1066729.8,1337549.9,1441292.9,1348019.1,1508577.9
7839/328.2842mz/5.59min,813691.6,897359.06,359839.0,0.0,0.0,0.0
7840/295.2264mz/5.56min,1249708.9,696413.5,1071305.4,1446358.1,1131483.8,1272451.2
7845/385.1978mz/5.57min,316718.5,444779.28,413972.16,0.0,0.0,0.0
7846/333.2033mz/5.56min,286505.97,124793.97,443522.38,662853.2,454760.72,483623.94
7850/753.4235mz/5.58min,698242.25,810672.6,773445.44,0.0,3573.413,0.0
7852/256.2996mz/5.61min,805580.94,355939.22,222687.75,793613.75,664994.56,69765.92
7854/297.2421mz/5.59min,3459686.8,2276483.0,3352065.8,3292868.2,3219916.5,3241899.2
7855/337.2346mz/5.59min,2460246.5,2208180.5,2853107.2,2410009.2,2619053.0,2842138.2
7856/279.2316mz/5.59min,2381702.8,1646813.8,2413082.0,1800205.5,1908676.1,1864905.6
7857/266.0665mz/5.59min,310453.8,238249.92,353725.72,0.0,0.0,0.0
7859/315.2526mz/5.59min,597385.5,390184.9,583612.25,408182.34,433437.16,420928.9
7863/287.2366mz/5.6min,275145.7,153562.16,300698.44,468493.06,468354.5,432122.16
7865/291.1951mz/5.61min,201007.2,116534.734,233666.25,362784.1,308974.84,353324.66
7867/199.1229mz/5.62min,320349.47,166163.69,325079.5,102061.2,169993.8,124464.22
7869/690.3605mz/5.64min,645330.0,272162.06,721854.06,136043.19,177153.33,138560.6
7870/345.6838mz/5.65min,618628.0,306774.53,739014.7,132305.55,170995.56,143342.7
7871/342.2999mz/5.68min,1460511.8,928756.75,899284.8,0.0,0.0,0.0
7873/541.3132mz/5.66min,173993.94,64736.63,212039.7,42899.11,42579.168,45194.6
7874/191.1794mz/5.66min,374756.75,148787.4,233253.77,250091.16,172076.75,270666.7
7875/656.3761mz/5.66min,1142007.8,481593.5,1382185.5,327761.94,380977.94,384480.78
7876/328.6916mz/5.66min,694896.94,339385.34,934875.2,210347.78,237667.16,236562.47
7880/332.3155mz/5.7min,1178018.2,721032.25,792754.8,210681.5,474651.28,604570.44
7889/149.0597mz/5.71min,296592.4,293576.8,226230.33,513758.1,576991.0,486651.75
7890/337.1042mz/5.71min,79580.62,172214.58,36218.438,485592.12,626384.2,670446.1
7893/376.3053mz/5.72min,450024.44,424292.84,487176.5,1122345.2,1019060.8,1099470.1
7895/302.305mz/5.78min,3567634.5,2724634.2,1706360.2,3568842.2,3430437.2,867336.8
7897/415.3525mz/5.76min,297748.66,252964.48,259396.9,21156.695,53062.64,9268.275
7901/350.2684mz/5.74min,0.0,0.0,0.0,366115.3,420827.06,408589.12
7902/286.2737mz/5.79min,278063.94,243677.34,318213.4,67341.805,52070.953,48361.883
7904/357.2783mz/5.75min,429873.06,338747.97,499588.12,530298.25,615632.06,680409.94
7910/493.2804mz/5.76min,935842.7,853176.56,775216.3,959456.8,915597.1,709496.2
7911/515.2624mz/5.76min,719912.94,945301.3,767605.4,812729.25,836397.2,738355.25
7912/309.2419mz/5.76min,368679.28,257616.8,374948.5,3204.2087,0.0,0.0
7916/265.2523mz/5.77min,0.0,0.0,0.0,238163.83,273188.5,341389.88
7917/283.2628mz/5.77min,0.0,0.0,0.0,1065333.8,1235583.0,1461885.0
7919/281.2472mz/5.78min,216918.08,163849.56,240170.0,189346.67,204922.39,180230.06
7920/339.2504mz/5.78min,144142.25,127834.336,193518.58,124214.31,147035.64,149286.0
7921/330.2999mz/5.83min,3485765.2,4398840.0,1084133.4,0.0,0.0,0.0
7923/295.2264mz/5.78min,876988.44,483881.88,777872.56,327057.94,708000.9,583197.75
7924/390.3209mz/5.78min,432634.0,378918.03,441846.7,739518.75,738360.44,699288.9
7926/317.172mz/5.78min,411174.16,401052.4,374133.44,702392.4,700101.75,751690.94
7927/295.1901mz/5.78min,147902.83,89828.48,104353.93,206161.78,179914.62,150422.5
7929/342.2998mz/5.76min,0.0,400161.2,1527015.8,0.0,0.0,0.0
7930/412.3182mz/5.76min,781242.94,225071.61,475624.56,44090.13,68177.055,163900.11
7932/277.1796mz/5.79min,1030010.1,668459.5,736931.06,959388.44,860353.4,779898.06
7937/378.2253mz/5.81min,148947.97,63302.496,187382.1,6756.3716,22387.133,10866.391
7938/309.2055mz/5.82min,521757.78,317981.78,408169.5,67016.086,118790.58,58057.613
7939/349.1981mz/5.82min,551706.7,563984.6,624796.9,15299.194,41758.906,33048.277
7941/330.3361mz/5.87min,138269.36,43637.31,3201.4739,701473.94,336139.25,45753.734
7942/172.1695mz/5.84min,303410.16,199524.27,606253.06,0.0,0.0,0.0
7943/440.2766mz/5.86min,205439.25,273499.94,538067.8,880424.2,891189.4,472691.1
7944/349.2732mz/5.84min,869823.1,535283.25,801016.25,669925.8,786889.6,692235.5
7945/389.2658mz/5.84min,384993.06,333113.62,443595.34,322285.3,385059.78,377935.03
7947/383.2787mz/5.85min,529089.0,224361.03,341275.7,350421.8,524768.1,237330.62
7949/405.2606mz/5.86min,527601.94,324344.44,677011.94,340083.4,569676.3,567623.0
7951/273.102mz/5.86min,289040.8,228275.89,268804.3,458784.7,428887.8,554347.06
7952/365.268mz/5.85min,219196.72,94106.38,169493.25,183882.8,255573.7,224732.77
7953/280.2631mz/5.86min,277918.8,262109.95,285358.2,287485.94,316402.56,298432.25
7955/344.3155mz/5.9min,6396820.0,4410256.0,2880282.0,111818.51,178266.22,25261.438
7957/345.3189mz/5.93min,1341932.9,977871.1,633926.9,0.0,0.0,0.0
7959/281.2471mz/5.88min,931582.2,712478.75,1066824.1,469510.47,559091.25,443281.66
7960/299.2577mz/5.88min,951526.8,691177.94,1059440.9,411916.2,474024.72,432998.03
7962/392.2539mz/5.89min,44853.516,0.0,16297.931,828506.1,104256.44,38005.246
7963/339.2502mz/5.89min,804437.2,731779.2,1010722.3,339799.4,426188.78,364389.28
7964/414.2354mz/5.88min,19832.11,0.0,4827.562,402570.75,54096.95,23744.342
7965/317.2084mz/5.9min,199985.55,443616.3,361349.38,560139.2,354429.94,627447.0
7966/200.2008mz/5.89min,1829200.8,1659572.8,2364355.5,1498204.2,1669732.1,1720595.1
7967/346.3311mz/5.94min,6933548.5,4598956.0,4467296.5,2493087.5,4679168.0,1944701.2
7968/277.2159mz/5.9min,13708410.0,10026218.0,12835320.0,10505361.0,11541576.0,10732775.0
7971/302.3049mz/5.87min,101826.375,3576107.5,4114230.0,15251.579,113501.875,3533138.0
7972/316.3206mz/5.96min,1104078.9,570309.94,323538.6,770005.56,591671.06,80904.39
7974/330.2998mz/5.9min,62912.465,5473496.0,2740913.8,0.0,0.0,0.0
7978/347.3345mz/5.96min,1399042.9,1136414.8,1146385.0,243535.8,740170.9,499874.28
7982/308.2215mz/5.94min,674697.9,351652.25,546883.06,588371.0,621447.6,502845.47
7987/193.1699mz/5.96min,665473.3,524130.38,554028.7,772199.4,689810.75,595345.9
7989/389.2657mz/5.97min,227466.19,201600.48,303453.72,206706.39,245517.14,239133.48
7990/349.2732mz/5.97min,720268.7,438376.03,706196.9,564590.75,615387.2,572072.1
7991/258.2425mz/5.95min,17518.098,0.0,6527.35,336750.97,365238.3,355155.84
7995/367.2452mz/5.98min,134643.33,71487.375,166999.73,0.0,3590.9905,3322.0918
7996/255.2316mz/5.98min,711947.94,534666.0,804826.6,711348.5,756836.8,876784.8
7999/237.2211mz/5.99min,520926.16,394515.28,582363.25,509095.1,538435.9,602536.44
8000/345.3189mz/5.97min,192564.89,1233015.2,1497147.0,0.0,0.0,0.0
8002/591.3709mz/6.01min,352256.3,457947.7,431340.2,96201.32,139200.38,72244.45
8004/280.2631mz/6.01min,838200.7,692506.1,813028.0,635387.44,799806.94,845281.4
8005/349.2345mz/6.05min,454054.03,498933.16,657194.5,63947.25,71950.72,83539.49
8009/344.3155mz/6.01min,38582.035,5916405.0,7198418.5,0.0,24663.879,66960.38
8013/309.2055mz/6.06min,478522.03,100670.44,274347.72,491698.7,381822.1,306111.78
8014/291.195mz/6.04min,234900.78,60033.785,198347.73,401052.78,170542.6,248443.06
8016/686.3654mz/6.07min,134838.73,108378.92,151263.69,49299.656,83754.49,133928.2
8019/346.3311mz/6.04min,145294.28,8270420.5,11879410.0,29882.158,752621.75,7809987.5
8020/267.2679mz/6.08min,0.0,0.0,0.0,391338.5,421590.2,501283.3
8021/285.2785mz/6.08min,0.0,0.0,0.0,420703.78,454774.1,566065.8
8022/454.2922mz/6.09min,11652.445,18813.871,3650.5215,178096.47,162103.17,166080.77
8024/372.3468mz/6.12min,343343.66,132394.69,103052.77,110326.2,140276.75,27653.598
8026/388.3416mz/6.11min,845643.44,923994.6,457803.22,0.0,0.0,0.0
8027/349.2345mz/6.09min,1052451.5,1092468.8,1325422.6,116920.14,144698.1,161810.92
8028/291.2314mz/6.09min,268587.53,172748.8,252573.89,0.0,0.0,0.0
8029/296.258mz/6.17min,822393.7,597953.0,591304.6,324170.0,655590.06,570209.3
8030/309.242mz/6.11min,420561.97,237092.23,372702.28,0.0,3145.9297,10466.071
8031/286.31mz/6.11min,393544.75,243301.12,341556.75,842896.6,141410.61,161315.48
8034/263.2367mz/6.14min,7006.7803,5725.5435,11701.072,1198142.1,1462454.5,1655937.0
8037/267.1717mz/6.15min,617206.4,438980.84,480535.03,618450.9,559727.8,487696.72
8038/289.1535mz/6.15min,175894.73,229514.16,241099.61,185668.9,192517.05,259929.16
8040/280.2349mz/6.17min,2229820.5,1906202.5,2433194.8,1072364.0,1369143.6,1434282.2
8041/279.2316mz/6.17min,11681954.0,10003822.0,12526776.0,5873408.5,9188737.0,8667771.0
8042/557.4559mz/6.17min,348376.47,283171.62,397636.94,60124.086,61430.77,101051.14
8044/337.2345mz/6.17min,203668.81,186890.42,257794.58,122969.58,160042.47,149871.0
8046/636.2479mz/6.27min,2041369.6,656026.4,356175.84,40457.04,111453.516,41556.613
8050/370.331mz/6.15min,56129.367,272869.1,591189.44,0.0,0.0,0.0
8052/450.2877mz/6.19min,509328.88,495825.72,504832.56,116112.39,107693.0,125839.63
8053/337.332mz/6.19min,417133.9,230422.36,522871.1,0.0,0.0,0.0
8055/313.2733mz/6.19min,3499.5825,0.0,0.0,387518.22,436934.12,403161.47
8058/454.2925mz/6.21min,183974.72,195048.03,251180.34,1298223.1,1249655.9,1110560.8
8059/246.1042mz/6.21min,401223.53,377820.3,452529.84,297874.22,312483.12,337953.9
8061/227.2004mz/6.21min,152306.22,156898.52,169488.5,26116.7,18560.146,20772.01
8063/209.1899mz/6.21min,144199.11,159313.03,174776.48,21733.035,12316.143,19436.314
8065/431.3112mz/6.22min,823205.9,661877.2,1141347.6,78079.37,100103.45,69109.46
8066/330.3362mz/6.28min,884428.94,454489.12,232254.23,518008.0,397165.25,21237.805
8067/384.3466mz/6.26min,2472540.2,1934929.9,974006.3,0.0,0.0,0.0
8071/299.2577mz/6.24min,251803.16,265361.66,189744.05,110467.12,113880.164,128871.66
8072/281.2471mz/6.25min,744704.8,568303.5,852501.94,318621.9,362408.34,312066.88
8074/279.2315mz/6.21min,6741214.5,4788835.5,6031379.0,3688511.8,4863933.0,5869394.5
8076/641.2033mz/6.27min,5129336.5,3017903.2,1598067.2,133754.73,544583.4,230218.19
8078/349.2346mz/6.23min,237535.25,305821.22,369698.66,10340.147,9598.918,16520.65
8079/619.2214mz/6.27min,6674083.5,2352769.2,1292600.8,154485.03,553890.4,206918.61
8085/383.3303mz/6.3min,95740.54,109848.24,94173.77,0.0,0.0,0.0
8087/358.3675mz/6.36min,1153810.4,630492.56,205949.75,5840857.0,3789862.0,512070.94
8088/317.2084mz/6.33min,30563.77,74507.77,62161.758,271333.84,166899.84,186778.78
8089/313.2346mz/6.32min,120259.58,158918.12,128140.22,122018.42,148229.19,136117.34
8090/295.2265mz/6.3min,659659.56,507146.44,543503.94,792291.4,567465.44,625814.6
8091/372.3468mz/6.35min,2748425.8,1952747.4,1177368.8,55205.13,78703.336,174805.95
8094/415.3027mz/6.34min,463102.5,680620.9,576752.0,86792.45,282925.6,115850.21
8096/360.3104mz/6.35min,429330.6,372317.56,424042.75,390670.66,386545.75,359873.38
8098/281.2471mz/6.33min,229060.64,134453.33,227058.23,324887.0,322530.88,346726.72
8099/263.2367mz/6.38min,239578.31,137983.03,250236.44,329041.16,502289.28,363353.62
8100/452.3215mz/6.37min,0.0,0.0,0.0,456622.12,312741.66,299940.75
8101/351.2503mz/6.38min,270218.06,535969.75,687865.6,34635.797,51619.492,21714.994
8102/457.2768mz/6.37min,0.0,0.0,0.0,297157.97,244117.05,389633.8
8103/384.3467mz/6.32min,83013.04,763787.6,2178852.2,0.0,0.0,0.0
8105/314.3413mz/6.42min,1828221.9,925660.44,407520.75,1182631.4,1038930.9,0.0
8106/272.2582mz/6.38min,55047.062,40159.992,63655.76,554572.3,595934.0,575984.1
8107/279.1952mz/6.38min,360138.28,215442.78,275303.22,10555.802,11815.587,0.0
8108/311.2213mz/6.37min,555473.94,354612.03,447494.0,29378.756,36804.523,16345.511
8109/333.2033mz/6.38min,383415.3,463926.56,530813.4,18969.94,30342.717,9539.279
8110/422.4099mz/6.44min,622575.56,419467.8,233880.97,535387.7,298893.9,77942.625
8111/374.3625mz/6.45min,5792271.5,3048807.8,1713069.2,2115531.0,2454008.0,296578.22
8112/265.2523mz/6.42min,31554.709,28668.322,40077.32,815379.7,1011948.8,1124738.4
8113/163.0753mz/6.4min,386136.03,346628.6,219763.36,673995.3,947105.2,691571.94
8114/365.1356mz/6.4min,257594.53,431550.75,208751.25,536930.44,829576.7,821124.5
8115/496.3393mz/6.4min,67344.516,81358.9,41512.73,656311.94,658141.44,600501.1
8120/361.2346mz/6.41min,32245.488,158307.14,265312.88,29940.67,160128.1,375569.44
8122/375.3659mz/6.46min,1365231.5,586288.5,521138.78,364856.06,426944.56,146684.6
8123/317.2084mz/6.42min,52107.7,136386.19,115580.14,251737.38,233803.84,276387.12
8124/369.3108mz/6.43min,1116596.8,816335.7,1315585.9,122591.586,131378.66,90429.19
8125/391.293mz/6.43min,549390.8,694828.94,996754.0,55586.484,57655.668,36464.016
8126/295.2266mz/6.4min,423364.7,292729.66,375938.2,406912.53,491768.12,469120.25
8128/454.2922mz/6.46min,876925.06,852833.25,1200290.0,0.0,13760.6875,10256.753
8129/405.2608mz/6.44min,24891.58,239906.89,454242.8,14072.15,231005.44,631759.25
8131/366.1696mz/6.44min,122214.914,152355.77,39330.703,381830.5,304723.12,372199.2
8133/255.2316mz/6.44min,147608.19,127132.16,179827.61,86778.34,82906.805,80032.27
8135/343.2949mz/6.44min,418155.2,381469.75,699235.8,46297.438,52404.277,22707.666
8136/282.2787mz/6.45min,1517232.4,1398728.8,1777847.4,0.0,6746.073,0.0
8138/444.3317mz/6.45min,25007.16,179616.83,350271.4,3332.445,265554.4,524480.5
8139/449.2868mz/6.45min,0.0,270648.72,503486.72,0.0,264443.94,788591.1
8141/410.7613mz/6.44min,52644.54,1522054.0,1108108.1,1759959.8,1940021.4,57858.227
8142/314.3413mz/6.48min,1513366.4,1275591.0,801551.1,217685.1,1302555.5,376646.88
8143/386.3624mz/6.51min,10210731.0,5840520.5,2905304.8,157126.0,76882.914,19596.834
8144/488.3577mz/6.46min,0.0,228664.88,445732.44,0.0,343631.03,741585.0
8145/493.313mz/6.46min,0.0,264789.9,518589.0,0.0,213191.55,855843.1
8147/537.3393mz/6.47min,0.0,224342.94,443620.3,0.0,182969.94,752667.1
8148/335.125mz/6.47min,408421.97,767048.94,443705.25,741926.9,772958.9,524638.3
8149/149.0233mz/6.47min,606328.2,629747.6,383097.5,946430.9,927997.2,561262.75
8150/313.143mz/6.47min,580288.56,599335.25,371825.47,886739.56,825182.5,534989.56
8151/532.384mz/6.47min,0.0,322863.94,606503.44,0.0,460514.88,1056155.4
8152/91.0542mz/6.47min,379797.25,425385.75,411567.62,441549.12,491650.47,555289.06
8154/300.2893mz/6.47min,356825.84,379401.66,577548.1,0.0,0.0,0.0
8155/576.4101mz/6.47min,0.0,347357.0,641425.1,0.0,494349.5,1137133.8
8156/265.2523mz/6.46min,31554.709,28668.322,40077.32,1100712.9,1236185.0,1340671.8
8157/581.3653mz/6.47min,0.0,189408.77,374629.72,0.0,162180.12,686746.1
8158/625.3915mz/6.48min,0.0,169322.78,325989.53,0.0,143237.45,613772.5
8159/664.4624mz/6.48min,0.0,227118.56,365758.34,0.0,322229.84,596717.25
8160/620.4362mz/6.48min,0.0,310061.22,557078.5,0.0,416346.84,1014473.7
8161/421.2321mz/6.48min,249960.03,276463.2,251333.73,290533.94,264424.3,232914.1
8163/372.3468mz/6.43min,77181.01,3178712.5,3257873.5,0.0,7869.443,96336.35
8165/399.2501mz/6.48min,671119.06,398859.62,379120.25,759707.1,581002.94,352584.8
8166/669.4178mz/6.48min,0.0,128481.91,260192.44,0.0,104655.71,480677.97
8167/708.4887mz/6.48min,0.0,153884.42,279938.66,0.0,194997.6,564167.44
8171/349.2346mz/6.49min,472486.44,636779.4,787436.0,6983.9346,26771.764,8196.166
8173/374.3624mz/6.51min,4488340.5,5352290.0,3745410.5,0.0,3036949.5,1530886.0
8175/285.2785mz/6.51min,0.0,0.0,6484.4956,133477.36,157862.27,211564.84
8176/806.5635mz/6.5min,497593.34,168545.25,517910.0,413643.1,74320.875,309995.75
8178/398.1746mz/6.5min,290481.8,199948.75,123294.97,278043.25,302344.03,389023.0
8179/279.2315mz/6.52min,364881.22,282329.7,343092.38,319549.84,248805.97,301906.8
8180/297.2421mz/6.55min,305198.22,253887.7,287259.62,216257.38,217307.06,96146.17
8181/414.1695mz/6.5min,689097.0,612746.5,363443.84,673476.7,710484.0,768104.56
8184/780.5512mz/6.5min,795929.25,294626.4,69017.766,93267.65,273890.7,929273.44
8185/287.2366mz/6.5min,233699.61,202009.98,230305.88,279338.84,286247.88,256454.2
8187/272.2581mz/6.52min,560361.75,561434.3,800790.44,298558.94,344906.3,340609.6
8190/358.3674mz/6.48min,0.0,7676.8423,262075.02,0.0,50537.383,2677842.2
8194/314.3413mz/6.53min,203355.92,1692268.8,1659543.4,44703.36,429175.25,717362.3
8195/279.1588mz/6.55min,651715.1,337809.03,909897.7,1011718.25,677916.4,1091398.4
8196/149.0233mz/6.56min,1568640.1,914106.06,2096563.4,2422776.8,1701867.8,2539752.0
8198/301.1407mz/6.56min,435727.0,352517.3,948763.8,830030.7,631863.06,1042528.1
8201/283.2628mz/6.58min,278818.03,371505.5,322392.75,497814.56,591018.4,632185.1
8205/386.3624mz/6.58min,3034658.5,10222770.0,5537472.5,0.0,42200.36,47684.402
8209/228.2321mz/6.6min,1239591.9,1321699.5,2230256.0,846654.3,998565.8,1068786.1
8210/297.242mz/6.6min,610858.56,447830.06,589867.44,385685.03,409727.25,294252.12
8211/313.2733mz/6.6min,37448.223,34062.703,22087.832,304297.12,223270.8,258371.25
8215/344.279mz/6.62min,380398.3,372898.38,836972.94,143026.42,220862.31,128010.29
8216/385.2111mz/6.61min,56629.68,54119.72,206830.56,0.0,0.0,0.0
8218/286.2737mz/6.62min,175925.14,132202.7,190763.2,1147346.8,1243570.2,1159154.6
8219/380.1852mz/6.63min,974750.25,826954.2,597694.2,1383052.4,967017.44,1708699.1
8220/364.1903mz/6.63min,281590.5,167991.19,140043.25,381633.3,252449.03,624223.5
