Filename,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML,GF_S4_MC_RCG_1_pos_20210511_Run70.mzML,GF_S4_MC_RCG_2_pos_20210511_Run90.mzML,GF_S4_MC_RCG_3_pos_20210511_Run170.mzML
7003/671.4124mz/4.03min,0.0,0.0,3223.1826,540109.44,482127.8,537656.75
7004/339.7024mz/4.05min,1711862.2,1053147.1,1254787.9,1365643.2,1353102.6,809869.94
7005/211.1693mz/4.05min,89162.57,80880.305,71577.22,535578.94,413985.0,457222.97
7009/660.8815mz/4.07min,500762.62,134452.67,587398.06,566648.5,539202.0,580795.44
7012/586.3242mz/4.07min,78010.44,53150.96,84892.32,477199.94,482066.44,466834.6
7015/501.2707mz/4.08min,290619.0,192500.39,289063.62,1243014.5,1558422.0,1000351.75
7018/398.2284mz/4.08min,1958503.2,1336319.5,2157784.2,854141.06,1294340.6,993640.8
7020/510.2926mz/4.09min,356024.06,246045.89,373065.16,204843.86,233084.77,241633.69
7021/550.3599mz/4.09min,795786.06,537333.75,880746.44,214507.72,325827.53,121888.04
7022/207.1381mz/4.09min,319680.12,306379.16,156907.97,675949.7,503159.3,533792.94
7026/216.1595mz/4.1min,389349.84,236694.62,481984.2,185924.02,136389.9,169984.52
7029/526.2947mz/4.1min,362383.34,304778.78,461254.2,81762.016,131363.16,115502.43
7030/177.0547mz/4.11min,435520.75,256904.0,514979.3,175510.56,92415.055,171594.06
7032/352.1694mz/4.12min,459876.78,300001.25,399544.2,0.0,0.0,0.0
7033/458.252mz/4.1min,473779.66,368122.12,494869.0,22678.996,29290.732,29859.584
7035/510.3281mz/4.11min,365970.12,288624.97,345342.56,129837.375,156645.31,222184.27
7036/120.0444mz/4.11min,357692.56,269951.03,418970.12,104341.62,136576.84,104877.625
7039/360.1916mz/4.11min,1206261.0,747232.94,1050884.1,2208278.5,1891651.0,1792219.1
7041/428.2542mz/4.11min,270584.38,231584.33,219296.58,4202.6914,6231.828,22349.441
7043/245.1283mz/4.13min,253475.73,99897.56,220724.38,1457119.2,886602.75,253503.8
7047/453.7576mz/4.13min,1375800.4,1174786.0,1046402.2,632265.0,575976.2,741489.25
7051/230.1135mz/4.14min,1089507.4,780521.94,1196683.6,749106.0,889587.44,754409.8
7053/683.3607mz/4.14min,1059081.1,713157.9,1445147.0,1061649.0,1531571.8,1128329.1
7054/752.9423mz/4.15min,238550.33,163482.45,83002.33,629780.1,575794.94,628016.94
7056/234.0219mz/4.15min,3478278.5,3039854.5,4904287.0,700115.5,858056.7,790640.1
7057/364.2045mz/4.16min,1116649.4,917673.7,1177533.6,463384.47,532095.94,664322.2
7058/727.4023mz/4.16min,417222.62,306861.47,468046.22,207342.81,248521.95,281974.62
7060/271.0712mz/4.16min,236439.78,169994.77,396226.72,2270095.0,2075664.9,2048730.2
7063/515.2865mz/4.17min,383322.16,234650.89,365378.9,424776.62,541802.25,375766.47
7067/349.1904mz/4.17min,504346.0,324733.47,552386.1,49149.297,48309.797,22194.049
7068/239.1025mz/4.18min,244152.55,101479.266,471079.7,571850.94,778073.25,616647.1
7070/377.2262mz/4.19min,401081.94,297279.4,363584.22,54536.742,103968.11,70441.64
7071/376.2228mz/4.19min,1949052.5,1513861.9,2007758.4,365753.66,529854.0,361546.75
7072/237.1596mz/4.19min,250527.34,192637.48,232779.16,427909.38,369114.47,353785.66
7077/245.1132mz/4.2min,905216.25,1309852.6,1724356.9,1222597.6,1264979.6,1141561.2
7078/987.0622mz/4.21min,609580.94,457479.78,594659.7,199904.72,478757.12,285479.2
7080/353.7283mz/4.21min,1231227.2,1107905.9,1118882.0,750516.6,906351.56,766899.56
7081/717.3869mz/4.21min,485755.53,436355.75,477986.03,714917.8,675683.8,673393.44
7083/706.4491mz/4.21min,322296.62,247993.1,288987.6,221775.27,293036.9,208929.84
7084/658.3771mz/4.21min,843873.94,681256.5,860923.8,641920.9,694994.56,767521.7
7085/335.1388mz/4.21min,816261.6,604538.5,1011359.0,12771.667,39403.0,25291.004
7086/658.0429mz/4.21min,756865.5,580624.1,790357.25,551200.9,621770.44,661447.8
7087/915.4972mz/4.21min,307537.9,103987.22,155518.95,20807.998,50761.785,14167.867
7089/458.2519mz/4.22min,560697.3,415674.03,628134.06,12492.112,69508.19,32462.342
7092/342.2385mz/4.22min,426133.97,365352.28,424520.12,490175.34,589152.2,491807.75
7095/273.0326mz/4.23min,213696.31,159852.94,340962.75,157025.22,155865.56,130546.43
7096/139.1117mz/4.23min,214574.67,219643.67,237911.16,377594.3,338670.6,331563.66
7100/454.3103mz/4.23min,1405263.8,1217316.2,1260936.6,674284.25,688788.2,763445.2
7101/331.081mz/4.23min,0.0,0.0,0.0,8997542.0,8239501.5,6576276.0
7104/453.3069mz/4.23min,5836330.0,5082613.0,5249282.5,2834855.2,2861435.2,3157915.2
7106/356.2541mz/4.24min,11995174.0,9871211.0,12399261.0,5406326.0,5559523.5,6306814.5
7107/395.175mz/4.24min,311477.6,304597.1,238719.97,0.0,0.0,0.0
7112/384.2126mz/4.21min,333357.34,221381.89,332356.1,40900.24,164245.1,196729.0
7114/511.2549mz/4.25min,567311.75,537985.25,373428.72,1873379.1,1692590.6,1512179.6
7115/192.1383mz/4.25min,679005.8,442118.06,696027.5,835518.9,653140.5,746089.9
7119/301.1544mz/4.25min,658078.1,410349.53,922730.06,18179.09,17240.363,37886.59
7129/270.1123mz/4.27min,424791.7,388766.28,521742.6,68894.86,73954.5,55463.324
7130/379.252mz/4.3min,614881.4,299064.0,316556.28,276404.78,219049.2,115738.62
7133/614.3293mz/4.27min,942563.44,865402.9,1307624.6,1126989.5,1044462.7,1537897.5
7134/473.2755mz/4.27min,1795983.1,1485609.5,1642265.8,452106.06,682241.94,552960.44
7136/376.2228mz/4.27min,1321022.0,1075958.9,1358847.1,255380.34,352651.75,282771.12
7138/323.1387mz/4.28min,389764.25,311525.75,514994.06,0.0,0.0,0.0
7140/250.1437mz/4.24min,3189698.5,2516204.8,3900152.2,89535.2,132343.11,91677.56
7142/584.3445mz/4.32min,617333.3,361921.84,190844.0,289692.28,362371.34,465734.12
7143/1051.5821mz/4.29min,426556.56,294963.75,497879.28,136052.45,67463.68,127326.98
7145/332.1642mz/4.29min,576087.4,484283.38,374306.22,109881.82,118473.53,134887.55
7148/526.2946mz/4.29min,2083325.9,1772865.0,2400079.5,571261.4,802940.1,698725.8
7149/575.8287mz/4.29min,419531.1,346835.06,482759.94,39822.17,112389.41,80295.8
7152/382.2697mz/4.3min,380325.28,306738.34,343536.03,0.0,0.0,0.0
7155/195.138mz/4.31min,398596.5,331338.8,386512.22,741198.06,636547.0,620289.0
7156/275.2004mz/4.31min,1086616.2,854541.7,1010206.25,2141491.2,1920374.5,1785509.2
7157/293.2109mz/4.31min,1069367.9,879919.9,1073412.6,2243715.2,1977216.6,1843185.0
7162/406.731mz/4.32min,559200.8,492794.25,607704.44,291058.25,429236.84,368953.38
7165/291.1952mz/4.32min,512706.94,217832.56,258091.89,1115576.8,929265.5,945466.5
7169/149.1325mz/4.32min,182785.64,155336.8,201110.77,554255.0,492110.2,474234.84
7170/351.2142mz/4.32min,382254.1,490242.84,494726.3,1155798.6,865826.8,871564.4
7171/167.1431mz/4.32min,69485.91,50181.035,67675.8,420201.3,373643.22,366917.12
7174/691.4mz/4.32min,570325.56,282479.47,607269.5,203634.36,199689.61,459888.53
7179/370.2697mz/4.34min,1613467.5,1308322.6,1685481.8,57364.75,64604.85,59000.746
7181/390.2385mz/4.35min,362824.97,291185.47,410639.88,230294.36,260876.3,251938.48
7182/370.7204mz/4.35min,732031.94,626619.2,656353.8,74707.28,230342.69,158641.14
7184/226.1801mz/4.36min,981817.56,859205.75,1002446.4,1380770.5,1148717.4,857213.06
7185/244.1906mz/4.36min,403763.97,362573.44,423236.97,590830.0,475963.88,374850.28
7187/766.9212mz/4.36min,632936.3,537531.9,640332.2,830190.9,825336.1,756915.75
7188/235.1691mz/4.36min,356559.06,358741.5,434997.72,1033393.94,891929.75,800546.6
7193/284.128mz/4.38min,6478798.5,5006002.0,6905049.0,117208.82,142268.02,161429.56
7195/364.2043mz/4.38min,615173.4,518181.6,680366.94,252486.03,283079.56,391079.28
7196/727.4022mz/4.38min,442418.03,322468.62,470333.03,203969.7,241243.84,301677.53
7201/210.1025mz/4.39min,582825.5,217375.94,392501.62,1554431.4,2036524.0,1694388.9
7202/244.1291mz/4.39min,1267868.2,865013.25,1340243.6,767478.56,872367.1,837146.6
7203/651.3708mz/4.39min,1565220.0,1041064.06,1790724.6,1202194.6,1510294.6,1347201.2
7205/673.3527mz/4.39min,614937.94,560434.94,691507.4,438576.12,581142.5,506274.88
7206/479.3224mz/4.41min,2086550.5,1574352.2,1853270.5,1203483.2,1151257.8,1619197.9
7207/720.4649mz/4.41min,2248055.5,1737076.4,2060414.5,1137542.1,1175469.0,1395642.0
7208/360.736mz/4.41min,7414227.0,6189541.5,7030115.5,3587442.8,3478510.5,4459824.0
7213/509.144mz/4.42min,96404.84,106363.34,247960.77,897975.94,891912.94,781646.8
7215/584.3443mz/4.42min,1812229.8,945965.94,2095876.8,1204511.1,1612678.8,1227300.1
7216/215.1178mz/4.43min,785800.2,530009.25,645118.94,420665.88,381805.62,341794.2
7219/297.2422mz/4.44min,81176.43,56550.86,80910.01,148543.31,128802.766,122539.76
7222/412.2439mz/4.44min,483850.56,275163.16,518280.1,208803.48,326838.2,228837.89
7228/757.3762mz/4.46min,389597.84,279225.84,517301.78,166199.83,377061.78,289959.53
7232/327.191mz/4.47min,1293216.1,931227.4,1476467.0,40839.26,46179.656,28579.418
7234/275.1388mz/4.47min,200331.25,150374.77,430813.84,56147.195,71126.586,165760.19
7236/348.2096mz/4.48min,484513.4,446579.3,365829.3,156821.92,123281.94,191738.05
7238/344.1811mz/4.43min,1318374.0,1041799.7,1363753.0,198070.67,189121.36,216803.23
7240/695.4122mz/4.48min,1201303.0,994915.44,984723.5,590313.3,545718.3,617723.06
7246/413.7386mz/4.49min,3074519.5,2763030.2,3385890.5,1272481.8,1499810.1,1798193.4
7247/826.4704mz/4.49min,896758.5,755894.9,997135.9,435076.97,505509.78,588907.06
7249/575.8285mz/4.49min,2194655.2,1914011.6,2678600.8,227022.9,592820.75,464674.94
7253/230.2114mz/4.47min,14433.921,74277.555,108021.37,619477.7,524764.94,488297.12
7254/171.0916mz/4.49min,586931.7,375236.34,785861.5,1425660.1,1738152.8,1394950.2
7256/309.2057mz/4.5min,1089418.0,758573.44,1020685.8,2121406.2,1923573.5,1800639.9
7257/295.2265mz/4.5min,1787031.2,1476531.5,1899888.0,3679168.2,3361207.5,3190667.8
7258/1150.6503mz/4.49min,340092.44,153826.28,505006.22,46695.113,111042.35,70442.914
7259/291.1952mz/4.5min,1386383.9,1421178.4,1732151.5,2334032.5,2367927.5,2076615.9
7260/277.216mz/4.5min,675683.1,560951.94,720808.6,1446244.9,1357774.8,1295050.8
7263/509.2966mz/4.5min,582453.0,385451.12,750961.44,608973.9,754159.5,794814.56
7264/348.2741mz/4.5min,311619.94,55903.39,67601.03,633589.0,526248.44,342316.1
7268/353.2296mz/4.5min,952999.1,1147318.4,1125669.0,1647504.2,1672085.5,1726353.9
7269/390.2383mz/4.5min,2856222.2,2430536.8,2846086.8,759486.5,970104.44,905392.94
7270/195.1379mz/4.5min,1562304.5,1270914.5,1622732.6,3009473.2,2780455.8,2648187.5
7272/584.8231mz/4.51min,1313757.1,1153278.0,1398084.9,206307.34,425589.9,544352.56
7275/396.2853mz/4.51min,1006517.5,810437.5,948079.5,0.0,0.0,0.0
7280/177.1273mz/4.51min,320494.9,252758.14,347111.34,721299.06,631714.8,602584.75
7281/149.1325mz/4.51min,746451.25,604399.94,867358.0,1701723.5,1623352.0,1513886.1
7285/527.3226mz/4.52min,300192.7,240763.94,272824.38,148666.14,331319.8,265453.0
7287/167.143mz/4.52min,293435.28,203474.06,421178.2,958881.6,984718.1,879155.56
7289/213.1485mz/4.52min,454385.97,305971.16,631359.1,1442024.2,1468434.6,1316652.5
7291/109.1012mz/4.52min,504702.8,402268.47,540407.94,847281.25,762821.06,734482.7
7293/231.1591mz/4.52min,186911.58,126371.32,257846.19,707703.6,763204.06,688312.94
7294/419.175mz/4.53min,331966.2,273326.38,199928.19,56616.066,72836.31,73105.875
7297/721.3895mz/4.53min,0.0,0.0,0.0,299227.56,272224.25,322702.16
7298/346.1798mz/4.56min,309060.6,277149.22,217473.19,202546.1,146455.38,93155.18
7299/699.4071mz/4.53min,0.0,0.0,0.0,553825.8,486051.9,602895.2
7300/293.2108mz/4.54min,1857451.2,946473.9,1167070.0,2469052.0,2125508.5,2797456.5
7301/302.19mz/4.61min,508351.94,431836.94,293846.34,96535.3,45750.633,139140.4
7302/614.3546mz/4.54min,383041.16,237518.12,348638.94,41845.62,21871.133,38172.023
7303/636.336mz/4.54min,200011.9,185078.88,195017.25,9810.283,3137.6357,10114.14
7305/423.723mz/4.55min,350716.88,321259.97,394966.5,34806.293,70500.37,83754.57
7306/456.3065mz/4.55min,413625.1,488626.25,342969.47,0.0,0.0,0.0
7308/720.4649mz/4.56min,2567343.0,1905726.0,2582542.2,1476449.2,1346391.8,1889576.2
7310/360.736mz/4.56min,6702088.0,5502668.5,6649871.0,3414229.0,3293535.0,4533647.5
7315/499.2549mz/4.56min,315716.4,188892.72,418194.03,160589.45,169468.92,186012.1
7316/370.2697mz/4.53min,730872.4,554776.44,755444.25,29135.281,30879.484,22828.953
7317/230.175mz/4.56min,398927.72,325349.84,496578.1,558038.25,466315.72,533409.5
7326/298.1072mz/4.58min,353500.34,340778.7,338875.88,54134.996,80147.83,66064.87
7328/565.2977mz/4.59min,218259.66,168406.64,428997.97,238289.02,386279.5,101141.234
7329/356.254mz/4.59min,686772.5,557487.75,782537.4,744830.2,759687.7,840740.9
7330/311.2214mz/4.59min,1292440.5,950532.6,1290767.2,2563426.0,2111907.0,2031494.5
7333/181.1223mz/4.6min,2252296.8,505318.47,3487315.2,3735063.2,1352401.4,3423125.8
7334/584.8232mz/4.57min,1092600.9,867899.56,1053358.8,106603.25,326916.62,428844.38
7339/346.1798mz/4.61min,861381.8,745595.44,579749.8,224306.81,177677.0,331382.28
7344/213.9684mz/4.61min,1119211.0,1357035.0,1095322.1,846610.25,826889.44,828411.6
7346/211.9705mz/4.62min,1179296.2,1430331.1,1165820.6,880251.94,862323.44,878139.94
7347/229.9811mz/4.62min,2353479.0,2890853.8,2405818.5,1806329.9,1748751.9,1863074.8
7348/231.979mz/4.62min,2322731.8,2849465.2,2388371.2,1785102.5,1744582.0,1804268.2
7349/351.214mz/4.62min,735376.25,717690.4,803639.94,2159412.8,1589555.9,2108303.8
7350/171.0916mz/4.6min,546338.8,434997.88,490218.66,393040.78,331009.16,260948.64
7352/690.386mz/4.62min,3203.3608,0.0,3517.4087,369653.06,104815.19,475573.22
7354/299.2325mz/4.63min,262898.34,191554.25,320953.72,268956.25,255320.4,352356.12
7356/264.1592mz/4.63min,1049210.5,813659.6,1145696.4,1395411.2,1225408.2,1378830.2
7358/396.2855mz/4.65min,6073375.5,4507068.0,5616621.0,18434.432,30235.527,36586.098
7363/353.7282mz/4.64min,1492703.2,1256273.6,1526571.9,1249650.9,1555660.2,1326414.0
7364/706.4493mz/4.64min,606767.8,418050.34,580582.0,552291.06,709078.7,552519.56
7367/559.3488mz/4.64min,884450.1,632130.25,880722.75,431152.62,387508.84,711898.9
7370/277.1795mz/4.65min,268112.97,153973.14,211992.48,713420.8,442545.34,414585.6
7371/382.2696mz/4.65min,555882.0,434726.8,540486.25,0.0,0.0,0.0
7373/648.3387mz/4.66min,538790.75,307785.6,376584.78,42066.23,56509.008,19021.91
7377/229.1332mz/4.66min,1754451.2,1211941.0,1366480.6,24815.834,81887.14,34581.555
7378/380.1641mz/4.66min,3246234.8,2588602.5,1639418.6,408387.0,430013.53,503334.34
7380/336.1743mz/4.67min,3099663.5,2522301.5,1495814.8,328271.66,322797.38,418232.84
7381/253.1181mz/4.67min,732501.8,475227.03,1434044.0,1179348.1,1484081.4,1279941.9
7382/192.1382mz/4.67min,249615.6,51697.664,211176.61,365566.38,130224.05,227935.06
7389/826.4706mz/4.68min,868770.3,598538.1,862041.1,422099.6,462393.62,592683.56
7390/413.7387mz/4.68min,1760828.1,1426297.4,1854234.4,733761.75,816583.7,1096456.5
7392/364.2102mz/4.68min,211478.48,209390.08,277375.66,270808.1,210731.16,394715.38
7393/727.4131mz/4.68min,156852.53,116399.29,225283.69,158894.98,201043.45,370806.28
7394/406.7309mz/4.69min,283508.84,243271.66,297115.78,176811.36,283457.5,212880.55
7403/272.1392mz/4.7min,253229.08,147664.39,422813.5,6158.4326,40029.17,21798.055
7404/181.1223mz/4.7min,1386210.8,836219.44,1474720.1,1700084.2,1237894.6,1654404.5
7405/199.1328mz/4.7min,337850.66,216801.83,333019.84,360741.94,287237.4,407233.88
7407/302.1497mz/4.7min,253612.34,150822.75,386404.28,21112.795,45673.883,15787.887
7411/697.4289mz/4.7min,25512.012,61040.863,32984.707,934785.94,1091657.4,989559.4
7419/333.204mz/4.72min,391692.3,392661.22,361090.38,932602.9,731242.4,818919.56
7422/572.3078mz/4.72min,0.0,0.0,0.0,3178.8154,11300.863,293378.8
7424/384.2855mz/4.73min,401498.47,565770.8,394251.44,64214.035,84352.984,29627.305
7425/690.3859mz/4.7min,0.0,0.0,0.0,251045.53,194348.92,331785.97
7426/275.2004mz/4.73min,2410410.0,1819845.4,2271401.2,5016137.5,4227879.0,4055654.5
7427/541.3382mz/4.73min,2762835.2,2165576.0,2395018.5,1931284.9,1675398.4,2173303.0
7430/542.3416mz/4.73min,895728.9,704272.7,712866.8,586931.06,497680.28,664532.3
7432/211.0866mz/4.73min,532397.44,344005.97,591185.75,878880.4,771779.1,837320.75
7433/309.2057mz/4.74min,619958.94,392708.72,333022.2,1655270.2,1623638.8,1103859.6
7440/149.1325mz/4.75min,222647.44,161291.36,225036.62,442090.4,397358.3,396090.72
7443/195.138mz/4.75min,529922.1,390855.97,545820.56,918078.56,783162.75,824394.06
7452/370.7204mz/4.76min,566698.5,459427.56,567434.56,153395.38,253823.53,182145.03
7457/626.3293mz/4.76min,58256.08,15635.771,51565.637,493445.62,457008.2,394251.22
7458/552.3754mz/4.77min,892405.8,678632.3,821891.1,782791.1,719024.25,958630.25
7460/186.1488mz/4.77min,713365.75,510275.72,808394.5,518333.12,468116.28,714144.8
7461/299.2327mz/4.77min,1328774.5,977037.25,1573511.6,1018271.5,906184.2,1386345.5
7462/241.1256mz/4.78min,1057827.5,555146.25,629137.25,4429374.0,2871065.5,2686443.2
7463/263.1075mz/4.78min,219120.0,218001.28,197845.48,967527.3,713294.56,846041.0
7464/335.2326mz/4.79min,0.0,0.0,0.0,411802.97,328480.72,346507.22
7466/229.1332mz/4.79min,1197498.0,883142.44,1064689.2,11222.172,59577.82,28207.691
7467/540.3102mz/4.79min,231834.36,216298.17,288438.5,180281.66,223003.94,213637.31
7471/381.1554mz/4.82min,483135.62,288343.75,520832.34,1217929.1,1765361.4,1355674.1
7472/426.2594mz/4.83min,313076.62,192879.52,358277.97,206356.98,225208.19,203814.45
7474/656.3762mz/4.83min,119339.234,91741.086,156453.6,131022.58,103425.03,212187.17
7476/280.2632mz/4.86min,215297.73,31027.268,20012.865,664931.44,649058.3,258195.69
7477/479.2755mz/4.83min,1672811.5,1264179.2,1724677.0,300551.03,264375.56,312963.06
7479/195.1379mz/4.84min,301647.28,220248.48,298025.0,504641.03,434724.75,438141.34
7487/545.2942mz/4.84min,278709.56,219419.22,365946.8,244930.42,315873.75,333376.4
7488/523.3123mz/4.84min,530838.5,290225.8,594729.0,417203.88,475091.88,444573.72
7489/353.2296mz/4.84min,2114497.5,1377184.9,2550500.0,3771122.2,3307600.5,3938949.5
7497/360.7359mz/4.86min,1239400.0,989793.06,1336452.8,1161024.0,1153290.5,1368969.9
7499/720.4648mz/4.86min,432278.94,295271.88,463268.78,487360.4,427052.6,539528.1
7500/109.1012mz/4.85min,408156.72,363140.2,422754.22,965661.6,816622.3,817319.75
7506/635.307mz/4.88min,434405.88,192505.42,520233.38,298053.5,316674.97,317460.78
7508/291.1951mz/4.87min,367518.3,248619.75,248768.83,1178824.1,736881.9,778662.0
7509/309.2784mz/4.87min,46628.184,19774.596,36033.957,344611.88,280396.12,277342.44
7512/291.2679mz/4.87min,50882.445,22289.822,33794.28,444950.4,280323.47,303980.66
7514/251.164mz/4.87min,223203.67,142005.52,206090.08,784262.1,569952.75,426526.3
7519/279.2316mz/4.88min,638463.4,476206.16,272754.2,1182652.2,917784.8,421015.3
7522/313.2371mz/4.88min,1405823.4,624056.94,1457556.1,2913308.0,1930407.1,2523562.8
7525/592.4064mz/4.89min,884768.75,646939.2,858153.56,531650.3,457582.0,603991.4
7529/413.7387mz/4.9min,225343.16,188324.66,274569.4,164977.36,191739.7,232279.1
7532/579.2785mz/4.91min,134348.17,127520.95,194664.92,361220.1,351007.34,460719.88
7533/557.2967mz/4.91min,461581.62,296280.2,527841.44,872989.0,918665.44,1088822.2
7535/241.1255mz/4.88min,99105.29,14067.071,28868.312,534212.4,366892.78,278081.38
7538/495.3537mz/4.91min,636089.9,449833.5,617675.06,269026.84,278381.84,373250.47
7539/483.2596mz/4.92min,709270.2,514129.88,664998.5,7693.747,50469.59,23337.453
7540/152.1069mz/4.92min,248029.98,158881.23,216195.77,273056.0,236970.4,198213.83
7541/403.2012mz/4.92min,1481751.9,1014173.8,1382522.8,1475132.1,1322675.6,1194435.8
7543/425.183mz/4.92min,427704.62,487257.0,461223.66,415319.8,404027.47,396754.4
7544/642.3487mz/4.93min,233657.86,122479.7,387735.03,41484.113,59485.047,29171.35
7548/479.2755mz/4.88min,818895.75,653021.3,862662.0,207789.05,173184.28,164290.62
7551/386.2069mz/4.94min,857435.44,624866.7,895854.06,0.0,17757.11,0.0
7560/185.1073mz/4.95min,154495.92,99474.555,95934.39,175798.08,201869.03,186072.14
7561/307.2627mz/4.95min,83383.72,40870.25,60423.617,462235.78,382636.34,354739.8
7563/365.2659mz/4.95min,51688.47,50409.95,55712.668,155452.75,310656.84,340441.44
7564/626.3907mz/4.96min,327802.6,235815.61,340658.5,337877.94,332129.94,506329.34
7565/288.2894mz/5.0min,812092.0,289109.78,521610.66,1198515.6,1018456.44,876345.94
7570/295.2265mz/4.97min,3046406.8,1934860.5,3154682.8,5366711.0,4337697.0,4774445.0
7571/396.2853mz/4.98min,478686.1,348984.78,502226.88,0.0,0.0,0.0
7574/245.113mz/4.98min,501854.84,376896.22,465061.38,291678.2,276684.34,412525.56
7575/277.1796mz/4.98min,1906367.8,1300553.5,1835919.6,4189008.0,3326811.5,3231729.8
7578/295.1901mz/4.98min,460208.9,317041.44,484051.44,1040787.06,819172.4,818054.44
7579/335.1825mz/4.98min,497269.5,534907.6,619650.4,1085472.6,984448.8,1105734.0
7582/547.3179mz/4.98min,2733982.2,2296643.0,2988072.2,1379794.8,1273360.1,2193125.0
7586/275.2003mz/5.01min,615363.7,474088.16,643702.7,1623911.8,1147344.5,1162015.0
7587/293.2108mz/5.03min,650197.8,429133.7,601507.5,1617548.4,1588786.2,1549919.9
7591/614.3291mz/5.0min,173834.45,71103.31,280967.75,65216.86,95680.805,60833.316
7594/277.2159mz/5.0min,2619597.8,1569986.1,2847200.5,4647979.0,4006057.8,4038628.5
7597/343.2223mz/5.01min,704105.1,455010.06,811701.06,24856.355,24952.064,22442.803
7598/333.2035mz/5.03min,444081.47,420115.4,471252.62,1050509.5,913114.75,978465.4
7599/195.1743mz/5.02min,0.0,0.0,0.0,273261.38,195306.02,166796.0
7600/213.1848mz/5.02min,0.0,0.0,0.0,242626.66,158507.22,157861.19
7603/592.4063mz/5.03min,945642.2,648114.3,939560.7,526758.75,481267.0,643387.56
7604/525.3067mz/5.03min,223319.22,137309.81,234757.6,26467.816,59105.562,68412.69
7605/320.139mz/5.03min,471251.62,283356.78,676719.56,22113.164,61401.527,44672.953
7607/286.1547mz/5.04min,596504.75,342124.44,989316.56,39538.51,61986.508,71611.05
7609/377.7281mz/5.04min,276920.38,236524.33,224224.61,349866.25,474339.3,429001.84
7612/440.2752mz/5.04min,336473.66,194619.14,339631.7,176905.9,208521.89,211355.12
7613/562.3049mz/5.05min,319874.8,270339.22,435580.6,89018.5,135072.77,192541.27
7615/149.0233mz/5.05min,375357.8,641541.56,383364.4,445333.97,334322.7,420354.8
7617/495.3536mz/5.05min,902236.6,648103.1,935318.5,391432.0,329638.5,550006.7
7620/288.2894mz/5.04min,335341.34,338383.34,585060.94,1227826.9,1207812.1,1760512.4
7631/387.1798mz/5.08min,1275530.1,918271.44,806240.75,1641715.0,1112848.6,916635.06
7632/404.2062mz/5.08min,182792.5,108290.91,88644.336,249893.88,145498.53,90615.65
7633/409.1617mz/5.08min,417085.7,517773.22,357296.5,538685.9,426232.4,425820.38
7635/105.0698mz/5.08min,241500.11,150776.8,293270.38,313277.78,256989.47,168865.56
7644/172.1695mz/5.12min,252540.73,167141.77,257108.06,187696.39,171589.97,229905.69
7648/202.1226mz/5.12min,82681.3,58622.805,44770.465,546825.56,402884.25,597722.56
7649/509.3693mz/5.13min,602987.3,607147.25,564668.2,424358.2,482850.28,427100.7
7650/277.1795mz/5.13min,199212.17,126338.65,324066.44,472185.22,361848.06,391505.12
7652/351.2139mz/5.13min,220764.11,160222.86,194662.31,536560.4,586916.8,572871.75
7653/440.2754mz/5.09min,253585.02,152318.92,542500.25,298590.34,326136.78,295244.0
