CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1025	1115	1	0.972	0.000
1024	1117	1	0.9577	0.000
425	502	1	0.801	10.048
545	662	1	0.8853	-42.047
425	496	1	0.8214	2.015
496	662	1	0.9333	15.995
496	545	1	0.8723	58.042
223	225	1	0.9315	10.029
425	545	1	0.8019	60.057
494	662	1	0.9189	16.998
496	1024	1	0.8409	-0.214
494	545	1	0.8618	59.045
1115	1117	1	0.9214	1.003
494	496	1	0.9243	1.003
493	1117	1	0.7704	409.958
425	662	1	0.853	18.010
494	1025	1	0.7558	-0.215
517	518	1	0.8942	1.003
493	496	1	0.9539	410.173
517	536	1	0.8363	0.073
1024	1115	1	0.8891	-1.003
194	496	1	0.7452	18.010
1025	1117	1	0.9446	1.004
1024	1025	1	0.9148	-1.003
194	545	1	0.7036	76.052
194	200	1	0.9025	10.029
194	494	1	0.7301	17.007
496	1117	1	0.7461	-0.214
425	494	1	0.8301	1.012
194	425	1	0.843	15.995
194	223	1	0.7163	-15.995
518	545	1	0.9383	0.073
493	1024	1	0.8423	409.958
1911	2222	2	0.9081	71.034
1931	2063	2	0.9871	0.000
2297	2578	2	0.938	-108.130
1861	2517	2	0.9531	-0.000
1679	2063	2	0.917	-23.999
1953	2578	2	0.8941	-92.136
1892	2222	2	0.8267	43.040
1953	2297	2	0.9447	15.994
1930	1936	2	0.8946	-29.027
2059	2242	2	0.9281	-29.027
1938	2593	2	0.9101	-26.015
1260	1358	2	0.9939	-2.015
1267	2245	2	0.9499	-262.229
2084	2593	2	0.846	162.050
2593	2596	2	0.9206	26.015
1906	2069	2	0.9995	-0.000
2229	2517	2	0.7988	-15.995
1679	2236	2	0.9658	-28.030
1937	2078	2	0.9942	-0.000
1206	1289	2	0.9185	24.000
1320	1358	2	0.992	-28.030
1931	1937	2	0.9339	23.999
1937	2063	2	0.9212	-23.999
1938	2229	2	0.9778	108.130
1750	2087	2	0.8778	-58.005
2078	2614	2	0.9407	-28.030
1430	1502	2	0.9476	2.015
2047	2161	2	0.7318	-102.107
2238	2596	2	0.9627	-0.001
2144	2596	2	0.9318	-0.070
1095	2161	2	0.9599	-84.130
1939	2593	2	0.7886	-2.016
2346	2578	2	0.9665	-108.130
2517	2552	2	0.9677	-0.000
1937	2613	2	0.9996	-0.000
1289	1353	2	0.9207	0.000
1320	1397	2	0.9941	-28.030
1927	2199	2	0.9154	-27.997
2074	2078	2	0.9159	28.029
1679	1931	2	0.9316	-23.999
1206	1931	2	0.8744	-262.229
1285	2184	2	0.7414	-1.977
2202	2242	2	0.9388	-29.027
2059	2202	2	0.903	-0.000
2236	2613	2	0.965	28.030
2222	2238	2	0.895	24.003
1353	1430	2	0.9887	-26.016
1892	1939	2	0.8142	43.043
2063	2613	2	0.9187	23.999
1183	2248	2	0.8142	-238.230
2067	2242	2	0.9511	-0.000
1953	2346	2	0.9187	15.993
1679	1937	2	0.9996	0.000
2199	2604	2	0.9186	0.001
1931	2078	2	0.9356	23.999
2161	2205	2	0.8302	19.090
2059	2067	2	0.9406	-29.027
1206	2245	2	0.8669	-262.229
2078	2613	2	0.9927	-0.000
1931	2236	2	0.9292	-4.031
2242	2248	2	0.9503	27.995
2202	2248	2	0.9603	-1.032
1289	1780	2	0.9056	-0.000
1906	2578	2	0.9623	-0.001
1358	1397	2	0.9979	0.000
1930	2202	2	0.8829	-0.000
2087	2297	2	0.9218	15.994
1502	2245	2	0.8495	-262.229
2346	2398	2	0.9889	0.000
1206	1430	2	0.9722	-2.016
2078	2245	2	0.923	-24.000
1906	2193	2	0.9847	0.000
1936	2248	2	0.9506	27.995
1750	1861	2	0.9842	0.000
2084	2609	2	0.9518	-0.002
1937	2245	2	0.9216	-24.000
2271	2316	2	0.7898	-0.148
1267	2063	2	0.9484	-262.229
1953	2193	2	0.9272	-92.135
2069	2087	2	0.9314	92.135
1938	2144	2	0.9373	0.070
1906	2087	2	0.932	92.135
2069	2199	2	0.9056	-57.024
2613	2614	2	0.9239	-28.030
2238	2517	2	0.8732	92.135
1502	1780	2	0.9478	24.000
2236	2614	2	0.9246	0.000
1938	2199	2	0.8634	-115.028
1949	2085	2	0.8632	-29.027
1953	2114	2	0.8062	-0.098
1927	2596	2	0.8544	87.031
1953	2069	2	0.9404	-92.136
1938	2596	2	0.979	-0.000
2241	2261	2	0.856	-26.014
2063	2078	2	0.9221	23.999
2245	2613	2	0.919	23.999
1206	1353	2	0.9841	24.000
2063	2245	2	0.9999	-0.001
1183	1320	2	0.9775	-2.016
1938	2222	2	0.9	-24.002
1206	1267	2	0.8891	0.000
1936	2242	2	0.9998	-0.000
1927	2578	2	0.8933	29.026
1260	1892	2	0.9347	-234.199
1949	2082	2	0.9997	-0.000
1938	1939	2	0.896	-24.000
2216	2604	2	0.8581	-27.995
1679	2074	2	0.8989	-28.029
2199	2596	2	0.8725	115.028
2028	2161	2	0.8682	-170.094
2078	2236	2	0.9678	-28.030
1937	2614	2	0.9286	-28.030
1353	1502	2	0.9598	-24.001
1906	1953	2	0.9386	92.135
2069	2398	2	0.9718	108.129
2229	2596	2	0.9844	-108.131
1927	2216	2	0.9753	-0.001
1430	1780	2	0.9773	26.015
1861	2087	2	0.876	-58.005
2193	2297	2	0.9585	108.129
2238	2593	2	0.947	-26.016
1679	2078	2	0.9939	0.000
1861	2247	2	0.9274	-40.032
1289	2247	2	0.8971	-48.073
1949	2205	2	0.9541	-29.027
1906	2297	2	0.9746	108.129
1661	2626	2	0.9999	2.015
1267	1931	2	0.935	-262.229
1353	1780	2	0.9875	-0.000
2222	2596	2	0.9031	24.002
1820	2316	2	0.7595	-72.148
1930	2248	2	0.9102	-1.033
1936	2205	2	0.7497	92.135
2205	2242	2	0.7483	-92.136
2248	2626	2	0.9802	-0.000
1661	2248	2	0.98	2.015
1939	2238	2	0.8945	24.000
2082	2085	2	0.8606	-29.027
1326	1397	2	0.9998	-26.014
1939	2596	2	0.8996	23.999
2087	2398	2	0.9134	15.994
2398	2578	2	0.9455	-108.130
1206	1780	2	0.9713	24.000
1966	2028	2	0.955	-14.016
1750	2247	2	0.9287	-40.032
1927	1938	2	0.8551	87.031
2059	2248	2	0.943	-1.032
1937	2241	2	0.9132	-0.000
2229	2238	2	0.9613	-108.130
1861	2238	2	0.8796	-92.136
1906	2199	2	0.903	-57.024
1939	2222	2	0.9832	-0.003
1267	1502	2	0.8468	-0.000
1861	2552	2	0.9142	-0.001
2074	2614	2	0.9729	-0.001
1936	2067	2	0.9493	-0.000
2193	2346	2	0.948	108.129
2236	2241	2	0.8745	28.030
1679	2614	2	0.9234	-28.030
2261	2609	2	0.9815	-0.001
2297	2398	2	0.9979	-0.000
1326	1358	2	0.9977	-26.015
1260	1326	2	0.996	24.000
1267	1780	2	0.8595	24.000
1206	1423	2	0.9641	-0.000
1953	2087	2	0.9656	-0.001
1353	2229	2	0.7976	7.953
2028	2316	2	0.8316	-28.031
2297	2346	2	0.9827	-0.000
2067	2202	2	0.8716	29.027
1260	1397	2	0.9961	-2.015
1906	2078	2	0.904	-104.049
1937	2074	2	0.9039	-28.029
1939	2059	2	0.7547	-18.010
1679	2613	2	0.9997	-0.000
2084	2261	2	0.9424	-0.001
1820	1978	2	0.9445	0.162
1780	2229	2	0.7893	7.954
2069	2193	2	0.9859	0.000
2241	2613	2	0.9172	-0.000
1911	2067	2	0.8689	23.999
1861	1953	2	0.8253	-58.005
1183	1260	2	0.9659	-28.031
2087	2346	2	0.8749	15.994
2067	2248	2	0.8987	27.995
1267	1353	2	0.8748	24.000
2074	2236	2	0.9411	-0.001
1892	2248	2	0.8522	24.000
1267	1289	2	0.9712	24.000
2082	2205	2	0.9544	-29.027
1502	1931	2	0.8365	-262.228
1679	2245	2	0.9173	-24.000
2236	2245	2	0.9162	4.030
1502	2063	2	0.8517	-262.228
2199	2216	2	0.9055	27.996
2199	2238	2	0.896	115.029
2085	2205	2	0.9091	0.000
1906	2398	2	0.9706	108.129
1289	1430	2	0.8898	-26.016
1206	1502	2	0.9442	-0.000
2087	2193	2	0.9188	-92.135
2593	2609	2	0.8756	-162.052
2199	2578	2	0.8947	57.024
1931	2613	2	0.9313	23.999
2063	2236	2	0.9153	-4.031
1931	2245	2	0.9872	-0.000
1285	2144	2	0.841	0.036
1267	1430	2	0.8429	-2.016
2578	2596	2	0.893	58.004
1679	2241	2	0.914	-0.000
1930	2067	2	0.9111	-29.027
1930	2059	2	0.9788	-0.000
1750	2517	2	0.9419	-0.000
2193	2199	2	0.9172	-57.024
1936	2059	2	0.9273	29.027
1911	1939	2	0.8994	71.037
2069	2578	2	0.9652	-0.001
2069	2297	2	0.9742	108.129
1953	2398	2	0.9419	15.994
2241	2609	2	0.8789	-26.015
2193	2578	2	0.9644	-0.001
1938	2238	2	0.9564	0.000
1289	1502	2	0.8906	-24.001
1930	2242	2	0.8955	-29.028
1206	2063	2	0.869	-262.229
1936	2202	2	0.9401	29.027
2069	2346	2	0.9624	108.129
1861	2229	2	0.8093	15.994
2193	2398	2	0.9574	108.129
1937	2236	2	0.9662	-28.030
1906	2346	2	0.9606	108.129
1927	2604	2	0.8777	-27.996
942	2363	3	0.9704	29.006
940	942	3	0.9687	-21.982
940	2363	3	0.9518	7.025
879	937	4	0.9475	-0.113
498	750	4	0.7888	0.000
499	2682	4	0.8355	1.003
726	756	4	0.9033	0.097
728	936	4	0.8395	-2.016
434	498	4	0.7594	-100.016
202	2680	4	0.8972	15.994
394	2680	4	0.7527	13.978
746	2682	4	0.8072	2.005
435	813	4	0.7482	15.995
394	2682	4	0.8134	15.994
435	746	4	0.7912	-84.011
752	2680	4	0.7466	-15.995
202	746	4	0.8235	16.005
728	1170	4	0.902	-30.048
303	746	4	0.8321	46.016
394	427	4	0.7358	13.979
498	2691	4	0.9152	-0.000
498	661	4	0.7401	14.992
335	752	4	0.8121	18.011
434	756	4	0.7396	-87.040
434	2682	4	0.7732	-100.016
728	2364	4	0.8808	-2.016
499	756	4	0.7362	13.979
661	756	4	0.7504	-2.016
286	303	4	0.8712	-46.005
202	427	4	0.8654	15.995
731	732	4	0.7125	-1.003
661	2691	4	0.7588	-14.992
813	894	4	0.9797	-0.094
231	303	4	0.9474	0.000
938	2364	4	0.7458	1.003
231	427	4	0.8682	46.006
434	813	4	0.7625	-2.016
434	2691	4	0.7686	-100.016
750	2682	4	0.8312	-0.000
879	921	4	0.7266	2.016
920	938	4	0.7291	0.879
255	258	4	0.7656	-46.005
1170	1291	4	0.8594	-14.015
938	1068	4	0.7045	-13.013
247	258	4	0.7964	-46.041
286	746	4	0.8283	0.010
427	732	4	0.7459	-0.124
394	2691	4	0.8125	15.994
725	938	4	0.8003	-28.031
938	1170	4	0.7031	-27.029
147	657	4	0.7478	31.990
657	752	4	0.7332	-2.016
434	661	4	0.8067	-85.025
661	2682	4	0.7491	-14.992
728	731	4	0.8077	12.000
936	1170	4	0.9521	-28.032
435	2680	4	0.8279	-84.022
427	435	4	0.856	84.021
746	2691	4	0.7901	2.006
303	435	4	0.7987	130.027
394	498	4	0.7901	15.995
879	920	4	0.7361	1.013
731	936	4	0.7915	-14.016
498	499	4	0.8709	-1.003
202	231	4	0.9032	-30.011
561	812	4	0.8784	0.000
746	2680	4	0.9192	-0.010
303	2680	4	0.919	46.005
286	813	4	0.7533	100.016
1068	2364	4	0.914	14.016
286	427	4	0.8776	0.000
725	729	4	0.8036	0.087
811	2680	4	0.7921	0.124
286	811	4	0.7204	-0.124
1291	2364	4	0.9405	42.047
231	247	4	0.9044	0.035
