Filename,2024_POS_CC-Media_1_Run17.mzML,2024_POS_CC-Media_2_Run53.mzML,2024_POS_CC-Media_3_Run73.mzML,2024_POS_CC_1_Run20.mzML,2024_POS_CC_2_Run47.mzML,2024_POS_CC_3_Run61.mzML
164/184.1695mz/2.53min,220557.06,253915.11,301096.1,189120.73,199355.02,262391.03
165/316.2117mz/2.58min,386962.28,537261.06,413242.8,518763.5,555945.0,515751.84
167/262.1268mz/2.6min,3969908.0,3346891.8,4360256.0,575908.7,544342.3,557938.75
169/521.2391mz/2.6min,1166843.2,1429829.5,1449088.0,29130.44,27378.17,26308.713
170/261.1234mz/2.6min,27032322.0,29590432.0,29901938.0,3745073.2,3550931.0,3679835.0
172/180.1019mz/2.66min,1791366.2,2252541.5,2026104.5,304599.34,289440.38,351532.84
173/259.2202mz/2.66min,553600.9,570196.9,586706.3,444309.44,450825.1,453464.7
174/130.159mz/2.69min,1113636.6,616383.8,720275.8,415925.8,421903.75,418963.97
175/185.0855mz/2.7min,0.0,0.0,0.0,777895.7,524594.1,382658.53
176/198.1317mz/2.71min,1424447.2,1763067.2,1768152.6,212471.06,202890.55,231622.06
177/197.1285mz/2.71min,14458140.0,17616134.0,17606000.0,2253950.2,2233381.2,2507296.8
178/202.1801mz/2.72min,138280.28,166768.12,229409.64,117968.21,137273.95,177111.53
179/316.2118mz/2.74min,869839.94,1074805.5,902399.1,1072906.8,1166596.2,1235190.8
180/214.1801mz/2.75min,105919.47,102947.945,145368.31,77211.89,85959.45,88138.39
181/230.1039mz/2.75min,355897.56,414712.44,459946.56,0.0,0.0,0.0
182/181.0971mz/2.77min,247735.47,292060.2,301370.03,0.0,0.0,39375.625
183/229.1005mz/2.75min,3437583.5,4012565.0,4345943.5,100097.65,118024.62,91234.78
184/245.0954mz/2.78min,74181.17,82641.125,78802.75,0.0,10301.898,0.0
185/185.1284mz/2.8min,730083.9,930187.94,859888.56,77001.2,61179.35,83518.56
186/259.2202mz/2.79min,238446.0,244229.86,230257.75,201252.77,200408.77,200241.4
187/272.1856mz/2.82min,1162867.9,1323443.4,1196434.4,1246104.6,1329863.4,1344371.1
188/120.0443mz/2.82min,168760.66,215808.8,215501.45,583206.75,258310.25,378867.56
189/138.0549mz/2.83min,177340.45,232751.03,226746.75,601815.75,265142.75,393499.62
190/181.0971mz/2.84min,2357296.8,2778611.5,2875981.2,85198.02,95668.05,72708.77
191/229.1005mz/2.84min,6273641.0,7211156.0,7555785.0,193055.12,226418.84,166675.08
192/245.0953mz/2.85min,230409.03,243293.6,230122.27,5820.2,19071.775,0.0
193/185.1284mz/2.87min,636372.0,809767.1,835156.0,55443.945,68127.84,79606.73
194/183.0917mz/2.96min,896204.06,931055.56,909829.94,757174.4,518081.8,571238.75
195/244.2012mz/3.06min,43782.37,45214.297,41526.855,39026.684,44383.53,44044.227
196/211.1441mz/3.14min,18336890.0,22242356.0,22991070.0,2833066.5,2714042.2,2883836.8
197/212.1473mz/3.15min,2194238.5,2670213.0,2748662.5,129552.8,283857.72,295125.88
198/249.1332mz/3.2min,313459.62,319829.6,369074.66,258104.81,266819.78,269063.03
199/266.1597mz/3.2min,317492.22,287443.25,336493.2,227876.83,240835.84,261958.55
200/211.1441mz/3.24min,18904978.0,25235624.0,25196894.0,3156233.5,2982399.8,3417069.0
201/212.1473mz/3.24min,2265267.0,2860959.5,3119961.2,310267.44,302113.53,349035.4
205/245.1284mz/3.26min,11574100.0,13086865.0,13553560.0,1398522.4,1330699.2,1425901.0
206/246.1318mz/3.26min,1733870.4,1984397.2,2009795.9,208869.22,192140.88,207264.39
209/261.1233mz/3.26min,173285.98,179533.06,215188.92,0.0,0.0,0.0
210/284.1393mz/3.27min,153258.45,160280.44,180660.5,0.0,0.0,0.0
212/320.1703mz/3.29min,56265.566,44497.81,46706.934,44587.94,36998.15,42043.977
213/214.0498mz/3.39min,465338.44,3564392.8,2701738.0,7011490.5,5897853.5,8938561.0
214/215.0529mz/3.37min,30323.094,246459.4,329317.25,875882.94,790023.5,878819.44
218/246.1318mz/3.39min,3256698.8,3679550.2,3829782.2,465566.44,428507.9,466888.22
220/245.1284mz/3.39min,23168956.0,25517124.0,25550878.0,3259170.0,2998391.5,3290411.8
222/284.1393mz/3.43min,395652.8,454104.94,435040.28,37804.723,38648.336,37722.652
224/228.2321mz/3.46min,387788.53,422726.8,388190.28,374266.97,387021.8,435638.53
225/264.1335mz/3.47min,0.0,5833.16,16659.895,1062805.0,737559.6,876122.44
226/251.0372mz/3.51min,626750.8,641250.5,617235.6,480874.47,538969.6,509505.12
227/213.1597mz/3.51min,1599236.0,1900739.4,1815070.9,199110.61,88225.41,229716.78
230/215.053mz/3.54min,1473076.6,1396355.5,1331838.9,2483226.5,1904962.6,3271536.0
231/228.2321mz/3.54min,148891.73,152023.48,148348.33,147417.58,139505.05,161905.42
232/214.0499mz/3.54min,13221233.0,15058010.0,12513802.0,27752528.0,21875316.0,26346566.0
233/274.1648mz/3.54min,1013767.8,882008.75,881229.9,835814.9,809188.4,832806.6
234/228.2321mz/3.66min,1970346.9,2021109.5,2026451.8,1943579.0,1970114.9,2159286.5
235/246.1333mz/3.67min,317602.62,330382.5,324752.34,215748.77,202918.1,201266.3
236/586.2703mz/3.73min,979123.6,745894.25,277251.97,1014120.25,897805.44,367355.75
237/320.1703mz/3.75min,69595.76,50649.31,56278.63,70265.625,54729.83,52197.117
238/195.138mz/3.83min,147425.12,96338.27,97618.91,77177.36,83246.664,99103.6
239/514.2855mz/3.97min,1228604.1,1295010.1,1334908.9,951709.75,1089534.6,1340759.6
240/399.1776mz/4.15min,722589.4,758022.9,777517.3,46159.695,30143.324,40503.67
241/394.2222mz/4.15min,2471641.5,2471542.2,2660415.5,340853.97,262886.66,301948.3
242/269.2223mz/4.27min,350225.84,355845.75,372989.53,0.0,0.0,0.0
244/320.1703mz/4.32min,5769995.5,4920712.0,5571528.0,6276044.5,4979478.0,4532468.0
245/325.1257mz/4.32min,569281.6,504384.4,650136.2,694140.5,478547.88,467068.2
246/195.1379mz/4.34min,959772.94,900976.9,825895.06,826656.94,741257.94,812256.3
247/364.1965mz/4.4min,462520.03,390827.9,474754.44,492407.03,402542.47,407481.97
248/226.1801mz/4.43min,1142686.2,1209215.4,1144360.6,1213328.6,1208796.8,1239245.2
249/244.1906mz/4.43min,783115.8,854337.44,778598.8,836944.6,809258.7,819670.94
251/408.2226mz/4.47min,513159.1,480124.06,541807.25,523569.12,495124.94,503237.3
252/214.1801mz/4.51min,132498.39,171784.92,173979.61,566948.5,409036.22,281583.0
253/392.1914mz/4.56min,2472334.0,1832366.5,2193098.2,2679363.2,2131720.2,2003049.5
254/340.1939mz/4.59min,1035056.2,1181301.0,1289988.0,0.0,0.0,0.0
255/583.2912mz/4.61min,0.0,0.0,0.0,144715.45,39467.914,25571.318
256/246.1522mz/4.63min,489762.6,548027.5,553546.6,40105.508,66802.984,35772.68
257/246.2427mz/4.69min,0.0,0.0,0.0,421906.94,241016.22,361673.1
258/211.9705mz/4.75min,3025926.2,3255280.0,3108273.2,3010576.2,3086185.2,3181167.0
259/229.9811mz/4.75min,7350835.0,7817353.0,7488733.5,7010560.0,7350487.0,7657618.0
260/231.979mz/4.75min,7294458.5,7699525.5,7444221.0,6890246.0,7271303.5,7597168.0
261/230.9844mz/4.74min,623101.5,647907.56,634049.9,586435.44,618256.9,628901.94
262/232.9823mz/4.75min,617432.4,643832.0,638991.56,559345.1,622539.4,637876.25
263/213.9685mz/4.75min,2968749.8,3162393.8,3023067.8,2951436.0,2976733.5,3062890.5
266/270.2063mz/4.78min,102480.87,121115.33,128564.53,372678.72,331885.22,357785.06
267/656.071mz/4.79min,1189022.0,1366322.8,1496502.5,1124599.2,1268443.9,1618905.1
271/568.2961mz/4.81min,13994741.0,13063548.0,15018616.0,14026671.0,13417324.0,14107290.0
272/573.2513mz/4.81min,1115117.1,1215187.0,1318947.1,1187876.4,1231127.5,1249859.4
273/551.2695mz/4.8min,401079.94,444990.9,465292.4,427248.25,440641.84,459741.7
275/184.1695mz/4.83min,21156.111,43110.96,46810.18,0.0,0.0,0.0
276/274.274mz/4.85min,32198.803,33122.965,26733.26,286962.53,183454.72,226529.44
277/230.2478mz/4.87min,57468.6,48524.844,49977.016,430348.7,260901.88,379399.28
278/229.1991mz/4.88min,394925.7,467095.34,435761.5,664404.25,658708.5,552259.4
279/250.1777mz/4.88min,480504.25,591994.7,541505.0,782530.8,806940.25,665428.2
280/228.1958mz/4.88min,3035281.2,3594543.2,3340848.8,5062860.0,4957938.5,4184122.5
281/158.1539mz/4.95min,803259.0,754385.94,785381.6,798888.1,761025.3,778231.94
282/640.3173mz/4.96min,656396.3,618411.5,681947.56,683654.5,641711.44,712445.0
283/398.23mz/4.99min,0.0,0.0,0.0,986272.94,584495.2,932737.4
284/371.2742mz/5.0min,0.0,0.0,0.0,56089.42,30918.408,60613.79
285/440.277mz/5.03min,0.0,0.0,0.0,2661892.5,1602689.8,2627320.8
286/412.2458mz/5.06min,0.0,0.0,0.0,122609.53,80857.24,115685.586
287/230.2478mz/5.09min,43590.082,51276.773,49054.52,75506.43,44479.016,0.0
288/398.23mz/5.1min,0.0,0.0,0.0,3267316.8,2135922.0,3356334.2
289/426.2614mz/5.11min,0.0,0.0,0.0,185890.55,87180.02,172563.95
290/440.277mz/5.15min,0.0,0.0,0.0,8193631.5,6154331.5,9456741.0
291/184.1695mz/5.17min,190649.6,99151.97,110050.2,0.0,0.0,0.0
292/412.2457mz/5.17min,0.0,0.0,0.0,484739.34,358331.8,528420.25
293/274.274mz/5.2min,0.0,0.0,0.0,416781.6,240222.11,325205.22
294/418.2223mz/5.21min,303409.4,283732.5,227530.03,63891.09,53260.52,44951.38
295/404.2066mz/5.21min,1902525.1,1930800.4,1608703.2,452540.28,363168.97,337792.12
296/387.1801mz/5.21min,1808882.9,1878426.4,1545020.2,435207.62,353825.66,350158.44
297/432.2379mz/5.21min,185514.1,122182.82,92100.445,43486.938,17129.707,6172.2373
298/426.2614mz/5.22min,0.0,0.0,0.0,334620.34,158632.94,321417.06
299/209.1536mz/5.26min,100828.555,104911.99,107718.44,126964.73,111156.71,134734.62
300/752.4mz/5.3min,94759.95,35686.594,37943.168,1024753.75,598757.56,825044.6
301/583.2914mz/5.32min,0.0,0.0,0.0,0.0,0.0,53795.195
302/482.2876mz/5.42min,0.0,0.0,0.0,481890.78,265811.56,451697.53
303/426.2614mz/5.56min,0.0,0.0,0.0,932896.2,571551.94,960616.5
304/387.193mz/5.56min,383134.38,417026.97,199076.42,375780.28,292034.7,393325.56
305/371.2742mz/5.57min,0.0,0.0,0.0,591540.94,420440.84,617121.25
307/468.3082mz/5.6min,0.0,0.0,0.0,245384.17,162268.0,256384.77
308/678.3631mz/5.63min,95926.6,25025.918,33648.58,592393.4,293052.84,394728.75
311/437.1931mz/5.64min,349349.16,382211.28,352292.1,223787.2,305125.53,240718.8
313/446.2535mz/5.64min,334907.03,366600.5,379263.66,318903.28,348832.88,299378.1
315/581.312mz/5.65min,0.0,0.0,0.0,109619.49,4763.4956,0.0
316/415.2113mz/5.64min,1591818.8,1815666.1,1688777.9,2142358.5,2188887.2,1995079.8
317/432.2378mz/5.64min,1907863.5,2130512.5,2007706.4,2571387.0,2528331.0,2266384.0
318/716.509mz/5.65min,0.0,0.0,0.0,1154070.8,642122.44,812701.3
322/303.3087mz/5.65min,0.0,0.0,0.0,2123404.8,1267029.6,1692953.5
323/284.2947mz/5.65min,0.0,0.0,0.0,303447.9,162967.89,244343.67
324/302.3053mz/5.65min,0.0,0.0,0.0,11436500.0,6792641.0,8906008.0
325/426.2613mz/5.66min,0.0,0.0,0.0,3733901.2,2512296.8,4075763.8
326/307.2478mz/5.68min,436145.72,436928.12,435545.78,468750.2,449512.62,450707.34
327/371.2741mz/5.69min,0.0,0.0,0.0,415180.28,294413.38,455190.56
328/468.3082mz/5.72min,0.0,0.0,0.0,991197.1,755599.1,1152739.8
329/440.277mz/5.74min,0.0,0.0,0.0,172403.81,109346.3,163653.4
330/328.3209mz/5.8min,0.0,0.0,0.0,492394.56,282155.47,379713.75
332/583.2912mz/5.86min,0.0,0.0,0.0,523684.66,318543.2,505732.44
333/356.3522mz/5.95min,0.0,0.0,0.0,199470.02,141983.44,185759.89
335/330.2638mz/6.03min,701816.9,823480.06,819728.1,6112.0635,6347.087,6561.0005
336/335.2193mz/6.03min,633891.2,765870.25,776949.25,35424.13,20046.773,23391.676
337/583.2912mz/6.05min,0.0,0.0,0.0,745941.1,433896.22,607413.1
338/583.2912mz/6.12min,0.0,0.0,0.0,350579.72,213064.66,337968.7
339/454.2926mz/6.13min,0.0,0.0,0.0,1216362.2,761669.0,1232021.5
340/371.2741mz/6.17min,0.0,0.0,0.0,712887.75,451548.53,715216.4
341/496.34mz/6.19min,0.0,0.0,0.0,303381.7,246698.89,355581.16
342/454.2926mz/6.24min,0.0,0.0,0.0,7430002.5,4988814.0,7518108.5
343/358.3678mz/6.24min,247667.62,365704.97,113169.98,661248.3,692833.2,1627111.8
344/579.4036mz/6.28min,0.0,0.0,0.0,280391.56,184503.02,217586.44
345/297.2423mz/6.27min,96919.16,123257.664,132033.97,148655.23,147407.62,180093.1
346/374.3627mz/6.27min,154355.69,112383.1,43723.16,78463.32,276921.25,699012.5
347/395.2766mz/6.3min,0.0,0.0,0.0,382773.7,230807.28,355762.3
348/480.3082mz/6.3min,0.0,0.0,0.0,4242481.5,2196170.0,3904135.0
349/496.3397mz/6.3min,0.0,0.0,0.0,2989532.0,2241376.5,3375466.5
350/339.289mz/6.3min,0.0,0.0,0.0,103611.766,53475.543,86666.98
351/440.4096mz/6.3min,357015.7,469230.44,416901.25,574250.06,553853.75,567721.44
353/502.2901mz/6.31min,0.0,0.0,0.0,226039.31,116272.42,207855.53
354/482.3134mz/6.31min,0.0,0.0,0.0,165691.4,79410.38,146634.22
356/468.3083mz/6.33min,0.0,0.0,0.0,406468.56,285673.25,418912.16
357/522.3552mz/6.37min,0.0,0.0,0.0,1212222.2,653791.06,1193402.6
358/483.3269mz/6.4min,0.0,0.0,0.0,73095.47,31377.074,68762.375
362/480.3082mz/6.41min,0.0,31103.752,23096.092,16565334.0,8651221.0,15998008.0
363/502.2901mz/6.41min,0.0,0.0,0.0,629994.4,402938.12,603201.3
365/959.6089mz/6.41min,0.0,0.0,0.0,611287.4,206118.98,610481.4
366/353.2685mz/6.46min,0.0,0.0,0.0,1521326.8,922546.44,1814663.9
367/583.2912mz/6.46min,0.0,0.0,0.0,1024963.5,657958.94,997620.56
368/393.261mz/6.46min,0.0,0.0,0.0,1339754.4,866359.3,1495963.1
369/440.3579mz/6.46min,96446.77,100425.484,98702.016,99839.71,96390.3,85232.69
370/508.3396mz/6.47min,0.0,0.0,0.0,41868.297,12540.226,38907.137
371/371.279mz/6.48min,0.0,0.0,0.0,807974.25,502538.06,946421.2
372/522.3552mz/6.48min,0.0,0.0,0.0,4799610.5,3364305.8,5548329.0
374/365.1358mz/6.53min,421061.88,524821.8,518790.28,522036.38,296426.28,462507.6
375/508.3395mz/6.57min,0.0,0.0,0.0,146893.14,75806.875,133505.17
376/400.3055mz/6.59min,392561.44,428527.03,450250.3,451328.5,251977.0,413622.84
377/444.3317mz/6.61min,571792.06,625165.1,653686.56,650396.7,361575.25,588816.3
378/488.3579mz/6.62min,591980.3,635804.2,662918.56,653631.0,337993.88,588299.9
379/532.3841mz/6.62min,480777.28,520501.3,540947.1,516246.6,284254.53,479786.34
380/313.1434mz/6.63min,264468.12,390494.88,445344.4,667083.25,374542.4,574642.25
381/664.4625mz/6.63min,78477.445,56534.652,56667.902,38526.01,13990.719,37071.38
382/669.328mz/6.63min,0.0,0.0,0.0,57947.742,17006.424,96160.99
383/358.2739mz/6.66min,0.0,0.0,0.0,1072762.2,877293.44,819912.5
384/398.2663mz/6.66min,0.0,0.0,0.0,465436.38,330661.7,344556.2
385/289.2161mz/6.66min,0.0,0.0,0.0,268152.3,255270.72,427216.56
386/583.2912mz/6.67min,0.0,0.0,0.0,1980099.9,966186.25,1593927.2
387/283.2631mz/6.68min,0.0,0.0,0.0,2036659.6,1440401.5,2189052.0
388/265.2525mz/6.68min,0.0,0.0,0.0,360203.2,259705.45,393826.16
389/522.3188mz/6.68min,0.0,0.0,0.0,1167741.6,231827.39,956361.94
390/482.324mz/6.71min,0.0,0.0,0.0,388187.78,231938.73,366019.97
391/581.2756mz/6.72min,0.0,0.0,0.0,201791.72,132075.48,184306.94
392/228.2321mz/6.72min,32260.13,41823.062,35657.12,60039.434,50845.383,61009.395
394/395.2767mz/6.76min,0.0,0.0,0.0,41471.047,29983.357,41791.73
395/284.1337mz/6.78min,0.0,0.0,0.0,73940.195,53117.48,60785.402
396/297.2423mz/6.78min,0.0,0.0,0.0,1471426.9,1163659.1,1768609.0
397/319.2243mz/6.78min,0.0,0.0,0.0,886726.0,655611.8,1019114.0
398/567.2599mz/6.78min,0.0,0.0,0.0,701683.2,693035.56,518358.88
399/279.2318mz/6.78min,0.0,0.0,0.0,629786.56,482344.56,802216.6
400/581.2755mz/6.82min,0.0,0.0,0.0,230446.7,172228.12,219921.56
401/482.3239mz/6.83min,0.0,0.0,0.0,2644683.5,1575998.1,2488383.5
402/508.3396mz/6.85min,0.0,0.0,0.0,100566.945,48741.5,98018.15
403/567.2599mz/6.87min,0.0,0.0,0.0,732913.8,564693.94,528920.2
404/283.144mz/6.87min,0.0,0.0,0.0,145386.92,10066.047,248361.39
405/669.328mz/6.87min,0.0,0.0,0.0,817989.7,141955.81,1355024.5
406/265.2526mz/6.9min,0.0,0.0,0.0,60746.46,24087.172,58773.48
407/366.2978mz/6.9min,0.0,0.0,0.0,48916.566,21781.145,54410.164
408/283.2631mz/6.9min,0.0,0.0,0.0,609630.0,341006.7,538834.44
409/344.3158mz/6.9min,0.0,0.0,0.0,189733.34,112735.77,233324.95
411/496.34mz/6.93min,0.0,0.0,0.0,57260.695,31488.725,54691.766
413/508.3395mz/6.95min,0.0,0.0,0.0,546050.9,249755.6,514311.72
414/630.511mz/6.95min,0.0,0.0,0.0,111745.87,76093.125,94213.77
418/590.4259mz/6.98min,372745.72,332779.4,352686.94,435148.2,345716.16,377428.03
419/581.2755mz/6.99min,0.0,0.0,0.0,254946.48,208188.81,333105.47
420/336.3259mz/7.01min,83037.91,176175.64,152449.84,70645.16,85868.66,104868.84
422/344.3158mz/7.02min,0.0,0.0,0.0,710996.5,573794.6,693636.2
423/366.2977mz/7.03min,0.0,0.0,0.0,48060.08,43550.01,40414.9
424/297.2421mz/7.06min,0.0,0.0,0.0,92143.54,46514.586,67951.92
432/570.3055mz/7.07min,0.0,0.0,0.0,1022029.9,825712.2,931881.5
433/1133.5854mz/7.07min,0.0,0.0,0.0,2896115.2,1895881.4,2485677.0
434/589.2777mz/7.07min,0.0,0.0,0.0,709933.9,567689.25,663690.44
435/567.2962mz/7.08min,0.0,1354997.8,1192882.1,97834300.0,78654590.0,91844910.0
436/284.1519mz/7.08min,0.0,245222.34,191970.2,67823160.0,55977040.0,61203180.0
440/566.2885mz/7.08min,0.0,0.0,0.0,1073330.2,880849.7,1131377.8
442/336.3259mz/7.12min,694291.94,1083931.6,1208198.8,575735.6,651802.1,741881.56
443/583.291mz/7.13min,0.0,0.0,0.0,239702.42,13339.254,344250.1
444/669.328mz/7.14min,0.0,0.0,0.0,1594994.0,296443.1,2356453.2
447/403.2323mz/7.16min,90109.02,235512.6,173299.89,337880.7,219683.12,255793.48
448/228.1958mz/7.16min,68322.99,102409.62,119254.336,0.0,0.0,77579.02
449/275.258mz/7.17min,25904.955,25007.326,23894.94,275558.9,185503.77,183415.75
450/297.2401mz/7.16min,28002.86,0.0,0.0,156108.44,63711.74,94991.25
452/319.2842mz/7.18min,150870.38,186546.11,145575.48,741985.6,523539.0,576642.25
453/336.3108mz/7.18min,234079.61,271359.97,215205.5,1076857.8,746945.94,849423.06
455/406.3289mz/7.18min,75238.74,13297.151,18715.61,85696.21,34921.625,71314.39
456/556.4415mz/7.18min,198771.23,185976.05,161092.39,325206.25,165980.73,181141.84
458/384.347mz/7.18min,118086.44,124132.28,156581.16,156524.22,164877.11,148110.97
460/380.3369mz/7.19min,375450.7,506616.12,344069.06,1153680.1,837024.4,890971.0
461/363.3104mz/7.19min,124025.22,170093.22,106376.83,368717.9,262229.12,303541.25
462/512.4153mz/7.19min,261976.22,242162.12,180326.84,508764.25,268122.3,263585.8
463/468.3891mz/7.19min,327797.9,363598.25,247139.23,724471.0,405666.6,402769.6
464/424.3631mz/7.19min,387040.56,482174.75,306832.56,984443.8,639587.7,662524.44
467/583.291mz/7.19min,0.0,0.0,0.0,98345.984,13339.254,172478.7
468/669.3281mz/7.19min,0.0,0.0,0.0,1131626.2,229194.53,1850537.5
470/366.3mz/7.27min,0.0,0.0,0.0,437725.12,178060.16,372269.3
472/692.5219mz/7.33min,0.0,1213030.9,4475002.5,0.0,1064734.5,1490590.2
473/406.2924mz/7.29min,0.0,0.0,0.0,430585.75,67993.055,323153.88
474/352.3209mz/7.28min,562395.2,717354.06,785387.0,1369743.5,1089660.0,1998155.9
475/353.3244mz/7.28min,111007.914,136394.73,166563.75,305652.6,243778.39,425478.6
477/374.3027mz/7.28min,160283.16,71613.52,80923.48,566049.75,212531.94,766498.25
479/283.144mz/7.3min,0.0,0.0,0.0,645186.9,562244.25,536754.0
482/565.2805mz/7.3min,0.0,0.0,0.0,4097843.5,2380069.5,2810121.5
483/566.2839mz/7.3min,0.0,0.0,0.0,1599100.5,886228.6,1075027.4
484/716.4619mz/7.34min,0.0,440999.03,375331.4,0.0,742379.44,0.0
485/808.5834mz/7.3min,0.0,0.0,0.0,0.0,344274.44,0.0
486/341.2839mz/7.36min,0.0,0.0,0.0,148989.78,72023.01,302947.22
489/423.3618mz/7.31min,0.0,0.0,0.0,115329.93,24425.902,250685.66
491/700.4882mz/7.3min,0.0,14582143.0,14836455.0,0.0,14580317.0,4627.924
493/726.5032mz/7.29min,0.0,24124.352,22506.537,0.0,188157.39,3895.5552
494/782.5678mz/7.33min,0.0,5622.9053,0.0,0.0,211740.27,3837.5835
495/513.355mz/7.31min,0.0,0.0,0.0,48524.54,0.0,182287.64
496/728.5196mz/7.3min,0.0,0.0,0.0,0.0,0.0,1347650.5
497/754.5353mz/7.3min,0.0,0.0,0.0,0.0,0.0,115683.95
499/524.3944mz/7.31min,0.0,0.0,0.0,132284.05,77275.1,360450.0
501/678.5065mz/7.31min,0.0,293456300.0,279260600.0,0.0,97339170.0,164129.56
503/581.2754mz/7.35min,0.0,0.0,0.0,435113.9,163950.86,427954.47
505/256.2635mz/7.36min,335501.16,395401.78,358388.1,430029.5,423257.06,447031.03
506/689.4971mz/7.39min,0.0,2901462.0,2730925.8,0.0,564395.06,0.0
507/282.1362mz/7.39min,0.0,0.0,0.0,535024.94,470439.75,387469.5
508/564.2683mz/7.39min,0.0,0.0,0.0,1019680.7,660168.9,840343.5
509/563.2649mz/7.39min,0.0,0.0,0.0,2799069.8,1802751.6,2237734.0
510/341.2839mz/7.41min,0.0,0.0,0.0,252910.94,150291.23,693452.8
513/692.5219mz/7.4min,0.0,4481967.5,1290827.4,0.0,3052577.8,4534463.5
514/669.328mz/7.42min,0.0,0.0,0.0,58086.2,0.0,121263.33
515/680.5124mz/7.42min,0.0,27804676.0,26467366.0,0.0,22162624.0,0.0
517/701.4916mz/7.44min,0.0,5778003.5,5917098.5,0.0,3275755.2,0.0
519/386.3263mz/7.43min,0.0,0.0,0.0,2564700.5,1464718.6,2726730.8
520/408.3082mz/7.43min,0.0,0.0,0.0,1170040.1,304561.22,912911.5
523/397.3099mz/7.5min,0.0,0.0,0.0,149476.98,44601.594,331605.56
527/760.5834mz/7.46min,0.0,9299907.0,6014.6533,0.0,6820307.0,67244.8
528/678.5064mz/7.43min,0.0,90820840.0,90788856.0,0.0,237265340.0,78234.336
529/681.515mz/7.41min,0.0,1492962.9,1469386.6,0.0,3658298.2,0.0
530/716.4619mz/7.42min,0.0,136826.4,78405.63,0.0,1012026.2,0.0
531/782.5675mz/7.51min,0.0,5125.4307,0.0,0.0,127683.09,0.0
535/700.4882mz/7.44min,0.0,4879356.0,5391990.0,0.0,6317392.5,4149.034
536/808.5832mz/7.5min,0.0,5370.1772,0.0,0.0,223600.94,0.0
537/728.515mz/7.5min,0.0,5328.895,13815.76,0.0,0.0,1540399.2
542/331.264mz/7.55min,0.0,0.0,0.0,276439.2,4607.492,52967.832
543/706.5354mz/7.49min,0.0,328849.0,848181.44,0.0,0.0,25654712.0
544/524.3945mz/7.5min,0.0,0.0,0.0,82392.03,263985.4,824331.0
545/732.5532mz/7.56min,0.0,661559.06,6226165.5,0.0,0.0,531447.44
546/282.2791mz/7.52min,1967492.8,2124447.5,2131620.2,1936338.8,1989211.8,2290065.5
547/386.3263mz/7.52min,0.0,0.0,0.0,4164666.2,1643352.6,3279685.0
548/387.3298mz/7.52min,0.0,0.0,0.0,997254.4,380591.6,777847.56
551/408.3082mz/7.52min,0.0,0.0,0.0,1356490.4,313104.75,826013.06
552/354.3365mz/7.55min,389993.8,87126.45,92017.82,78915.31,325884.06,143703.42
553/397.3099mz/7.54min,0.0,0.0,0.0,311417.0,96494.04,483759.84
