"MetaboAnalyst_ID","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML","NEG_TJGIp4_1_Run59.mzML","NEG_TJGIp4_2_Run88.mzML","NEG_TJGIp4_3_Run183.mzML","shared_name"
"184/117.0557mz/2.03min",2.40042964567198,2.31689456976549,2.26316997999259,2.61645162082746,2.0529523141091,2.39403760239811,"184"
"186/213.0881mz/2.05min",2.7532499171392,2.42678251335202,2.41662698782705,2.82216366791359,2.75487266814689,2.80038821222481,"186"
"189/225.0881mz/2.09min",3.49388431146948,3.41392698403641,3.40230463734083,3.56131487511005,3.48911376548905,3.53569862555001,"189"
"190/218.1034mz/2.11min",3.35090319737432,3.25194815792653,3.25898321306982,3.48646829019623,3.3735015262195,3.41198217343396,"190"
"192/144.0666mz/2.14min",3.44733451373636,3.40931004073772,3.38866488110959,3.39173635204249,3.47879234282362,3.43400353167442,"192"
"193/145.0506mz/2.14min",2.87973105175502,2.69221620396251,2.84408211011219,3.0379175872409,3.02866678445912,2.97662461632765,"193"
"199/118.051mz/2.24min",0.991458799248186,2.52813467360734,1.66559864496867,2.65258266357159,2.75269738912165,1.80021523905315,"199"
"208/222.0772mz/2.34min",2.62851329673519,2.52822110767873,2.55779188460511,2.72722753852649,2.70549999561676,2.69958417320269,"208"
"209/144.0455mz/2.35min",2.77014264149564,2.90048558352498,2.66962691323273,2.71355504178361,2.73740665813002,2.67490498718297,"209"
"210/227.1038mz/2.35min",3.30066720368412,3.23269296233378,3.21788336102805,3.3711608804659,3.31800885676585,3.32896034886458,"210"
"212/158.0822mz/2.37min",2.97745776219034,2.9626182973974,2.99020044767092,3.06691039034352,3.11859617177972,3.03123466394579,"212"
"215/230.0669mz/2.38min",2.16487188840418,1.88189753423676,2.4639109248764,2.39129124549765,2.5977743373064,2.45492726678817,"215"
"216/194.0458mz/2.39min",2.71903653447982,2.66042629575421,2.67797473336537,2.84544473769365,2.81154894488558,2.83266601520585,"216"
"218/227.1399mz/2.4min",2.56288418275235,2.73467580754882,2.27081120081934,2.74788151589268,2.65287462528619,2.62020084008466,"218"
"220/136.0404mz/2.41min",2.38983488094917,2.38091463110936,2.31009445179502,2.44071432683079,2.46806029169827,2.40296419053436,"220"
"222/259.1298mz/2.41min",2.8244718107538,2.67546409350657,2.76532959105499,2.97751061786459,2.91454910594136,2.91925505953332,"222"
"224/175.0612mz/2.44min",2.76415537105073,2.51940659125836,2.75419681000822,3.03680175842152,2.93177932960093,2.86467635382221,"224"
"227/227.1038mz/2.47min",3.11485058929963,3.04020793837358,3.04295553700499,3.1975400390218,3.15219821444748,3.15533780393047,"227"
"235/126.0019mz/2.5min",2.4364640469037,2.41325361988169,2.5255899183829,2.56188318260038,2.59339032746103,2.54059212050595,"235"
"236/169.9918mz/2.5min",2.33270758173957,2.26638252383077,2.39812681588173,2.4611561733877,2.50161256678037,2.42759172351454,"236"
"238/287.1248mz/2.54min",2.5643474075123,2.31381501741813,2.56240011228016,2.51101006906278,2.48833527352817,2.47717075473454,"238"
"240/228.0878mz/2.57min",2.59412362387907,2.53819003261991,2.3153806215726,2.28223718651583,2.64031813048425,2.6469863436794,"240"
"244/243.1713mz/2.62min",2.24121460696282,2.33815587708491,1.84507612842496,2.38562826135317,2.31754478840345,2.24478716353946,"244"
"246/178.051mz/2.62min",2.49180690416645,2.40777275708827,2.38274020362749,2.55808259437769,2.55023841788007,2.54796547091958,"246"
"247/238.0756mz/2.62min",2.26862276721344,2.55007969442494,2.2065278503277,2.31082527167335,2.43973259429908,2.34772944713959,"247"
"249/229.1193mz/2.63min",2.37881473898916,2.26381657114437,2.18288770183793,2.39762348787414,2.41858654872238,2.38194635290148,"249"
"251/202.1085mz/2.65min",2.37811109087471,2.39033300638428,2.32527576318636,2.5608152219823,2.4316056803333,2.44604035465409,"251"
"254/130.0873mz/2.66min",3.18730366607043,3.09647578298292,3.12312068797824,3.24314454385466,3.23820192672315,3.21664216737723,"254"
"255/241.1194mz/2.66min",3.19702833731495,3.13979107823547,3.14255177493995,3.27916542772007,3.20464731617526,3.22269943115115,"255"
"256/173.0931mz/2.66min",2.47741420914231,2.40879870589809,2.44746630604302,2.60459536736454,2.57514002999026,2.55797415214709,"256"
"258/300.1563mz/2.71min",2.56297851635591,2.40184897189683,2.4481440354285,2.63645674447437,2.71152253580247,2.66337206090488,"258"
"263/158.0822mz/2.73min",3.73062846617531,3.65725392263455,3.68348451613546,3.63551459732362,3.76696070318702,3.70823220152814,"263"
"264/226.0698mz/2.81min",2.25091251439762,2.4029794695446,2.42649137642724,2.15181959622546,2.21196560034202,2.51535627502268,"264"
"265/208.0073mz/2.74min",2.48346631583961,2.39174113774524,2.30552985925782,2.60856492851117,2.54905219119531,2.5814042884314,"265"
"268/259.1298mz/2.74min",3.02450372499428,2.90387557032718,2.8824459063411,3.07123898460009,3.02365279883478,3.02486014671502,"268"
"271/107.0502mz/2.76min",2.45774824635102,2.41534271362049,2.36933425060746,2.5821191137024,2.48543812967908,2.48120752786995,"271"
"272/168.0302mz/2.76min",2.33151823865459,2.18911620517072,2.38965734040426,2.37885263811338,2.43904817475388,2.39607801390394,"272"
