"MetaboAnalyst_ID","X2024_POS_Anid.EV.gpdA_CTRL_1_Run188.mzML","X2024_POS_Anid.EV.gpdA_CTRL_2_Run208.mzML","X2024_POS_Anid.EV.gpdA_CTRL_3_Run238.mzML","X2024_POS_Anid.TJGIp11_1_Run167.mzML","X2024_POS_Anid.TJGIp11_2_Run205.mzML","X2024_POS_Anid.TJGIp11_3_Run252.mzML","shared_name"
"405/182.0786mz/2.03min",3.02381808132492,2.6672154502479,3.14127670856975,3.24076611248324,3.06002493997772,2.64584861856614,"405"
"406/341.1682mz/2.03min",1.99121092495969,1.03796083088645,2.17738481618664,1.97895231252289,2.06796247148992,0.688995483179821,"406"
"407/160.0968mz/2.03min",3.05468033613801,2.68643897315607,3.13895721726714,3.16893654601221,3.0885833492408,2.65906240908241,"407"
"408/100.0756mz/2.03min",3.05226994239377,2.72035417519142,3.13184881505086,3.23517147753647,3.08955789264224,2.38387991398731,"408"
"412/261.1444mz/2.04min",2.13363379983752,2.66595631586604,2.43555603286064,2.8283478848757,2.40310293154354,2.36277193916359,"412"
"415/285.1445mz/2.06min",1.83248056946676,2.70780063009416,2.21615889672951,2.2059710281441,2.03691262294197,2.69956072203943,"415"
"418/215.139mz/2.06min",2.01393875263937,2.08577034270377,2.00564575767761,2.45349524236821,2.18768355682861,2.04537931747896,"418"
"419/348.1916mz/2.06min",1.59628172745781,0.867036405793153,2.09208525187476,2.58828093933789,2.46302919136668,1.83428559059527,"419"
"421/188.0376mz/2.07min",2.22415201486137,0.234474107161897,2.26374287750444,1.9138765621451,1.82448407131848,-0.020679022950114,"421"
"422/113.0596mz/2.08min",2.42462151092484,2.50197580582242,2.57129868812707,2.49821467165659,2.41891356232412,2.62269893499919,"422"
"424/226.071mz/2.08min",2.72001966429069,1.15259000958864,3.00915178019505,2.91944207358057,2.86254217933313,1.93741762825643,"424"
"425/248.0528mz/2.08min",1.87031134747125,0.590022722225269,2.40080112598415,2.28144935285864,2.28315099270156,1.25807457619423,"425"
"428/244.0613mz/2.1min",2.44203920050501,1.62130345465927,2.46071312059868,2.14153401442635,2.21024843337232,1.66726617320636,"428"
"429/233.1131mz/2.1min",1.64941535195305,3.07737683286987,2.10802248045178,2.49382772450144,2.2802036630603,2.77858866761639,"429"
"431/255.0951mz/2.1min",1.55496790263242,2.98404980998746,1.85537311998604,2.46884544029421,2.24226470737609,2.74694727229883,"431"
"432/222.0794mz/2.1min",2.76160814869392,2.21304634520858,2.7652785984799,2.52547577815264,2.53354775023562,2.01878154987948,"432"
"435/170.0812mz/2.11min",1.92602752393379,2.56413234520636,2.14596199912337,1.9961995150854,1.85554708561863,2.06450180097489,"435"
"436/203.1023mz/2.11min",1.59780572578361,2.42111821451752,1.86694334903376,1.75434563525035,1.40406897632477,1.73573921511328,"436"
"437/128.0706mz/2.11min",2.69499304403942,3.39065827792217,2.93034090217349,2.88008036723557,2.43264497768027,2.94701403134483,"437"
"438/225.0845mz/2.12min",1.96686710504128,2.83256878807194,2.30184930610543,2.30037981164491,1.89107202862123,2.38032182097122,"438"
