"","FC","log2(FC)","raw.pval","-log10(p)"
"6478/1128.3158mz/10.13min",5.3375,2.4162,2.6075e-06,5.5838
"5445/702.5062mz/7.78min",0.16814,-2.5723,5.0336e-05,4.2981
"5573/781.5558mz/7.86min",0.0011311,-9.788,0.00023031,3.6377
"6461/1129.3164mz/10.0min",7.8449,2.9717,0.00040792,3.3894
"6459/1128.3157mz/9.99min",7.8946,2.9809,0.00042207,3.3746
"6550/744.5524mz/10.34min",0.0010373,-9.9129,0.00044234,3.3542
"6513/716.5219mz/10.28min",0.0037231,-8.0693,0.00058352,3.2339
"5841/744.5531mz/8.06min",0.0027492,-8.5068,0.0006408,3.1933
"4187/599.3184mz/6.51min",0.21551,-2.2142,0.00074389,3.1285
"6506/730.5372mz/10.29min",0.13865,-2.8505,0.00081978,3.0863
"6384/1129.3165mz/9.59min",8.7544,3.13,0.00088106,3.055
"5596/804.5503mz/7.94min",0.0038828,-8.0087,0.00088686,3.0521
"4672/640.3466mz/6.99min",3.7705,1.9147,0.00088732,3.0519
"6479/1129.3165mz/10.13min",8.9275,3.1583,0.00093078,3.0312
"6480/1130.315mz/10.13min",8.9949,3.1691,0.0009367,3.0284
"2765/449.2895mz/5.34min",0.28735,-1.7991,0.001014,2.994
"5243/756.5528mz/7.59min",0.0014854,-9.395,0.0010919,2.9618
"5215/804.5504mz/7.6min",0.0022059,-8.8244,0.0011523,2.9384
"5187/785.5829mz/7.6min",0.0031252,-8.3218,0.0011597,2.9357
"2901/852.4799mz/5.43min",0.18612,-2.4257,0.0011617,2.9349
"6515/738.504mz/10.28min",0.0012545,-9.6387,0.0012067,2.9184
"3915/179.0701mz/6.23min",0.37898,-1.3998,0.001244,2.9052
"3279/433.2582mz/5.71min",0.22042,-2.1817,0.0014433,2.8406
"5197/820.5247mz/7.6min",0.10747,-3.218,0.0015259,2.8165
"2843/434.2534mz/5.39min",0.2958,-1.7573,0.0015427,2.8117
"2764/211.0964mz/5.34min",0.32121,-1.6384,0.0015735,2.8031
"5852/784.5793mz/8.08min",0.0014019,-9.4784,0.0016225,2.7898
"5571/780.5523mz/7.89min",0.0021611,-8.854,0.0017168,2.7653
"2761/450.2929mz/5.34min",0.27835,-1.845,0.0017242,2.7634
"1207/269.0896mz/3.3min",0.34929,-1.5175,0.0018224,2.7394
"6385/1130.3151mz/9.59min",9.5789,3.2599,0.0018395,2.7353
"6383/1128.3158mz/9.59min",9.5899,3.2615,0.0018634,2.7297
"5589/783.5712mz/7.92min",0.014357,-6.1221,0.0019849,2.7023
"5423/804.5501mz/7.84min",0.00094219,-10.052,0.0019994,2.6991
"4032/422.3262mz/6.33min",0.32959,-1.6013,0.0020107,2.6967
"3548/211.0964mz/5.94min",0.22303,-2.1647,0.0021181,2.6741
"5078/782.568mz/7.47min",0.00249,-8.6496,0.0022183,2.654
"1347/437.1903mz/3.45min",0.056841,-4.1369,0.0022193,2.6538
"4989/804.5501mz/7.32min",0.12318,-3.0211,0.0022243,2.6528
"2759/221.19mz/5.34min",0.29204,-1.7758,0.0023065,2.637
"1202/247.1077mz/3.3min",0.37585,-1.4118,0.0023093,2.6365
"6347/906.2586mz/9.3min",0.091668,-3.4474,0.0023485,2.6292
"1203/248.1111mz/3.3min",0.37419,-1.4182,0.0023938,2.6209
"6349/909.2571mz/9.3min",0.090623,-3.464,0.00243,2.6144
"2758/179.0702mz/5.34min",0.28367,-1.8177,0.0026503,2.5767
"3351/203.1793mz/5.75min",0.29981,-1.7379,0.0026573,2.5756
"5396/780.5522mz/7.83min",0.0015354,-9.3472,0.0028792,2.5407
"5508/835.3438mz/7.87min",37.899,5.2441,0.0031549,2.501
"6457/1130.315mz/9.98min",12.876,3.6866,0.003241,2.4893
"3354/211.0964mz/5.75min",0.32088,-1.6399,0.0034199,2.466
"4486/716.5216mz/6.88min",0.010768,-6.5371,0.0034732,2.4593
"6518/804.5505mz/10.27min",0.0076764,-7.0254,0.0035067,2.4551
"4766/740.522mz/7.14min",0.085605,-3.5462,0.0035561,2.449
"1199/201.1022mz/3.3min",0.40379,-1.3083,0.0036736,2.4349
"2904/850.4726mz/5.43min",0.21262,-2.2336,0.0036794,2.4342
