"","filter","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-227-C4-a_Run313.mzML","POS_D5-227-C4-b_Run316.mzML","POS_D5-227-C4-c_Run319.mzML"
"53/201.0597mz/3.65min",315253.5,183206.77,150574.69,383144.03,362590.8,267916.2,383928.12
"54/217.1072mz/3.66min",163398.05,123977.27,96024.46,165238.33,246992.11,161557.77,251932.02
"55/385.1467mz/3.66min",542351.28,311265.3,259329.77,648033.3,631451.06,453251.5,678267.25
"56/345.1542mz/3.66min",91779.1625,50080.805,46512.25,134678.56,119824.375,77639.13,105919.195
"57/140.0683mz/3.72min",104821.875,70989.58,104845.33,104798.42,119944.78,61316.28,124868.28
"58/322.0967mz/3.77min",81924.69,60915.984,55392.29,106577.98,117616.06,66957.68,96891.7
"59/302.1304mz/3.8min",996755.8,955356.5,634986.25,1293005.6,1200070.9,653919.56,1038155.1
"60/324.1124mz/3.8min",2626990.2,2224620.2,1698226.6,3029360.2,3698251.5,2170226,3290217.8
"61/468.2439mz/3.85min",225564.985,326846.06,266037.78,521222.72,167217.89,113728.23,185092.19
"62/217.1073mz/3.85min",102793.282,77007.41,56348.49,150358.2,124556.414,81030.15,131062.21
"63/245.0859mz/3.85min",724796.725,520364.78,465661.06,900811.2,832593.25,617000.2,888676.2
"64/433.2066mz/3.85min",187108.045,140299.77,108370.22,256059.61,223665.48,150550.61,235979
"65/451.2172mz/3.85min",717628.95,556432.06,477445.4,979511.1,842133.4,593124.5,892105.2
"66/473.1993mz/3.85min",2498150,2087157.5,1775188.2,3451053.8,2892090,2104210,3114405.2
"67/300.1148mz/3.9min",945762.5,959815.4,733447.1,1374672.9,1111181.5,718099.6,931709.6
"68/322.0967mz/3.9min",981084.05,789315.5,610660.44,1131831,1291675.6,847295,1114873.1
"69/203.0622mz/3.91min",153837.76,159196.42,175056.88,221874,148479.1,138514.08,135928.48
"70/561.2516mz/4.0min",302796.34,252184.88,131366.05,417414.56,373809.84,208791.33,353407.8
"71/222.1465mz/4.06min",703923.17,555436.4,555364,546055.1,852409.94,875288.44,892642.8
"72/325.1256mz/4.24min",898530.6,856377.1,824488.94,809217.3,1032419.8,956689.5,940684.1
"73/233.0727mz/4.36min",484606.26,430908.72,316282.84,681919.6,581928.8,366116.72,538303.8
"74/255.0545mz/4.36min",628634.25,429370.25,324965.4,696547.7,867419.94,560720.8,825420.75
"75/266.1726mz/4.37min",101767.525,88478.78,83416.31,90807.68,153164.1,220705.05,112727.37
"76/226.1802mz/4.37min",143085.225,138396.81,117282.11,127039.375,193092.44,290968.03,147773.64
"77/244.1908mz/4.37min",55405.889,51615.07,45961.19,52564.145,81524.625,129815.21,58247.633
"78/236.1621mz/4.45min",99106.3925,82167.91,66461.484,77752.49,116044.875,134111.28,128275.5
"80/689.299mz/4.5min",629470.9,553162.1,431136.62,874201.06,705779.7,508476.62,714042.1
"81/450.2336mz/4.54min",2047438.3,2713164.2,2280884.2,3885283.5,1813992.4,1325019.6,1544219.2
"82/433.2069mz/4.54min",6968851.5,5378270,4720300,8173895.5,8606180,6439620,7498083
"83/236.0806mz/4.55min",3038949.85,2251770.5,2062183.1,3239293.5,3583265.8,2859071.5,3218828.2
"84/455.1888mz/4.55min",41937405,36426240,33078956,46258470,46884028,40627910,43246900
"86/244.0668mz/4.55min",391729.3,392515.88,343792.88,535368.5,429815.97,346638.25,390942.72
"87/230.9846mz/4.69min",780267.75,722326.3,755746.25,758790.56,864620.25,865214.4,801744.94
"88/211.9708mz/4.69min",4284260.4,3885960.8,4098365.8,4073209,4788912.5,4630215,4470155
"90/229.9813mz/4.69min",9500713.5,8713632,9201769,9118387,10523054,10450190,9799658
"91/231.9792mz/4.69min",9306576,8553489,9007000,8944106,10332395,10220990,9606152
"92/232.9824mz/4.69min",789064.58,706129.5,762901.06,750166.3,862995.44,861966.06,815228.1
"93/469.1091mz/4.69min",428509.25,407673.62,341365.66,429135.84,552341.4,427882.66,479797.53
"94/447.1271mz/4.69min",486077.57,489896.84,396407.16,514181.6,561403.2,428942.38,482258.3
"95/247.0883mz/4.7min",488791.95,456514.1,474250.84,599881.7,528117.2,465944,503333.06
"96/269.0702mz/4.71min",562206.6,414863.53,436035.22,552757.1,654576.25,571656.1,620908.94
"97/568.2964mz/4.72min",477738.15,768481.94,756033,653115.9,302360.4,293207.4,276538.28
"98/573.2518mz/4.73min",4398580,4522530,4588901.5,4186200.5,4587822,4274630,4258534
"99/228.1959mz/4.82min",256234.775,216914.27,135601.77,210690.34,295555.28,426254.6,361673.84
"100/250.1778mz/4.82min",693746.95,560718.4,393789.3,574866.4,812627.5,1112639,947297.25
"101/270.1465mz/4.85min",581916.56,496937.72,353035.2,666895.4,813759.5,494409.72,807077.06
"102/470.1854mz/4.9min",54114.492,47850.35,41782.254,58176.324,69595.08,50052.66,62961.035
"103/448.2033mz/4.9min",112986.7145,95138.88,83090.31,121074.984,144730.98,104898.445,127935.1
"104/272.2583mz/5.14min",299702.545,187945.6,198759.75,187495.86,400645.34,431603.56,450244.4
"105/300.2896mz/5.2min",74705.202,45915.094,24881.229,57127.92,100373.11,92282.484,97031.74
"106/318.3001mz/5.23min",2323203,2385896,2681978.2,2260510,1871236.9,2050777.5,2516322.2
"107/344.1303mz/5.23min",930711.825,716908.6,616682.4,1003180.8,1150034.1,896911.4,964512.25
"108/649.3066mz/5.23min",1321902.1,1071198.9,881551.06,1451975.6,1681264.9,1261199.2,1382605
"109/666.3332mz/5.23min",749050.94,998123.44,802883.44,1186714.6,695218.44,536106.75,573566.8
"110/671.2887mz/5.24min",12484427,10904982,9207097,13314125,14799092,12067417,12901437
"113/203.0621mz/5.28min",355960.05,368459.94,289328.8,399944.6,385308.47,293564.66,343460.16
"114/298.274mz/5.3min",754839.2,593503.06,598996.5,555201.94,924682.6,961921.6,910681.9
"115/338.2663mz/5.39min",337159.74,171246.66,188109.28,177548.64,486210.2,501721.75,495358.16
"116/256.2999mz/5.42min",7296379.6,11307937,11312143,11063268,3516186.5,3529491.2,3504678.2
"117/284.6054mz/5.43min",669234.095,601384.6,552727.4,640882.44,836534.7,697585.75,738411.6
"118/448.2035mz/5.43min",6911466,7044495.5,6236443.5,7188043,7487972,6073702,6778436.5
"119/470.1855mz/5.43min",13321889,12976840,11808889,13135237,15616253,13508541,14580292
"120/917.3816mz/5.43min",711758.25,682053.44,563541.94,722467.9,980033.25,701048.6,843330.94
"121/264.0921mz/5.43min",494457.795,458984.72,398626.7,472174.56,628145.8,516741.03,553345.7
"122/273.0974mz/5.43min",286896.77,265238.6,237976.38,284715.2,363460.22,289078.34,324697.88
"123/398.2415mz/5.45min",84116.376,84116.376,84116.376,84116.376,84116.376,84116.376,420581.88
"124/304.2998mz/5.45min",705766.3,420237.8,1600779.4,781189,519355.53,801461.5,630343.6
"125/284.2947mz/5.47min",120678.4325,122752.555,143970.66,93965.07,110115.84,118604.31,159161.1
"126/302.3053mz/5.47min",4413283.5,4338535,4959930,3558313.5,3988916.8,4488032,5258165
"127/303.3086mz/5.47min",851143.44,842388.94,950029.44,669317.3,761576.8,859897.94,1030469.4
"129/338.2664mz/5.49min",306971.615,146732.7,143734.78,136945.6,467210.53,502652.88,502673.06
"130/322.2714mz/5.57min",504795.69,458712.03,531342.1,355391,478249.28,553330.44,583871.8
"131/300.2897mz/5.57min",24167889,23287200,25048578,17675370,23112948,25557102,27810996
"132/437.1932mz/5.57min",2065414.3,2009082.9,2349523.8,2140853.8,2088710.1,2042118.5,1789722.2
"133/344.3158mz/5.6min",1369873.55,1565503.1,1719950.9,1235153.4,1206889.2,1338993.9,1400753.2
"135/195.1017mz/5.61min",820545.35,763165.75,753661,792258.3,866589.56,864088.2,848832.4
"137/346.3314mz/5.65min",4204183.15,4567720,4998122.5,4014102.8,2579394.8,3027374.5,4394263.5
"138/347.3348mz/5.65min",809561.5,972210.75,1045634.9,693086.06,529249.06,629037.6,926036.94
"139/105.0335mz/5.68min",2251123.05,1846915,2467678.5,2597630.5,2034567.6,1991553.8,2609961.8
"140/225.0911mz/5.68min",2330418.85,1899133.2,2506728.2,2575933.2,2154109.5,2017130.4,2683144.8
"141/118.0651mz/5.68min",996503.7,832281.06,1088992.5,1140044.9,904014.9,874142.44,1137388.1
"142/535.2089mz/5.68min",792684.05,541581.44,869413.3,919714.56,715954.8,663535.9,978068.4
"144/279.0992mz/5.68min",19235065,15139993,19929360,20734506,18540770,17979544,22812054
"145/320.1256mz/5.68min",2488028.7,1905326.9,2570896.2,2744408.2,2405161.2,2319579,2974248.8
"146/211.0755mz/5.68min",1394684.9,1131671.8,1541299.8,1620104.2,1248070,1208631.6,1594519.6
"147/887.3881mz/5.68min",1323639.35,1196454.2,1040328.06,1421480.6,1640904.1,1328415.1,1318863.6
"148/377.1664mz/5.72min",1318931.95,1376944.8,1170561.6,1339226.5,1539751.6,1119692.5,1298637.4
"149/399.1483mz/5.72min",3255974,3258261.8,2931925,3253686.2,4076401.8,3163553,3677345
"150/284.2948mz/5.75min",625123.35,577704.06,687102.5,558324.5,610410.2,639836.5,726894.4
"151/344.3158mz/5.76min",696995.78,676021.5,770903.5,717970.06,496761.7,527221.4,783357.44
"152/314.3052mz/5.78min",455857.68,476036.06,518330.34,406002.38,361036.88,435679.3,640960.9
"153/517.2519mz/5.81min",556851.275,538624.25,740317.6,575078.3,515081.75,617192.3,490200.88
"154/402.3575mz/5.81min",73442.0803,139989.27,311782.38,359235.12,1378.97812,6894.8906,1378.97812
"155/339.1119mz/5.83min",634676.2,547895.56,725215.44,619556.4,649796,811259.4,603735.3
"156/147.0805mz/5.83min",244138.5,233216.47,295731.25,255060.53,211896.48,261437.25,189437.56
"157/332.3311mz/5.87min",339658.875,179873.08,678632.56,343547.97,239517.61,357113.56,335769.78
"158/631.3269mz/5.88min",1083458.7,1050586.8,821282.8,1042287.9,1569135.6,1116330.6,1462262.4
"159/330.3366mz/5.88min",1296891.85,1416246.5,1549509.8,1088510.6,1027612.3,1177537.2,1597383
"160/320.2559mz/5.91min",251591.43,127193.19,133638.64,115363.45,369544.22,399228.7,397477.22
"161/371.1169mz/5.91min",129042.39,120014.67,84054.51,121271.25,183039.86,136813.53,151338.31
"163/291.078mz/5.95min",497268.545,478262.47,501012.03,493525.06,522012.03,521072.56,488019.44
"164/449.1849mz/5.95min",615416.92,517060.9,571628.44,560082.3,683303.94,707148.94,659205.4
"166/328.321mz/5.98min",12009095,12168890,12757800,10163997,10540364,11849300,14568579
"167/400.1799mz/5.99min",392279.455,391462.44,288788.03,393096.47,519845.75,357263.03,491096.38
"168/359.1534mz/5.99min",1614044.85,1600124.2,1198200.2,1627965.5,2159253.8,1472098,1988592.6
"169/629.3112mz/5.99min",434730.3,434086.2,271733.2,435374.4,684319.75,411078.1,627890.1
"170/337.1714mz/5.99min",2609310.1,2623870,1889774.9,2594750.2,3254886,2135861.5,2930626.2
"171/359.2402mz/6.0min",1044321,775073,949466.8,942602.25,1139175.2,1489076,1172565.8
"172/563.2384mz/6.0min",431767.025,384757.25,374614.94,464846.44,484998.78,453396.75,410137.3
"173/354.2849mz/6.0min",392836.14,389500.53,460759.3,445157.3,281702.16,396171.75,307336.84
"174/372.3471mz/6.03min",2842494.8,3556494.8,3996401.8,2820518.8,2049963.6,2447078,2864470.8
"175/320.256mz/6.05min",404835.42,224761.9,215092.39,130655.04,584908.94,585635.3,598871.9
"176/532.2587mz/6.07min",512350.285,517858.97,339406.1,506841.6,769992.44,444857.38,705723.2
"178/300.046mz/6.1min",279987.565,212240.47,371926.22,251712.69,295005.47,458239.5,264969.66
"179/119.0856mz/6.1min",1399280,1330526.4,2233152.8,1468033.6,1243770.2,2028830,1112905.9
"182/147.0806mz/6.1min",21499506,20449328,33783200,22549684,19428432,30837292,17381220
"183/165.0912mz/6.1min",1110737.5,1058426,1798361.6,1163049,989557.4,1656385.4,884311.8
"184/349.1352mz/6.1min",5804799.5,5556000,9163973,6053599,5218915,8317072,4698331
"185/244.0767mz/6.1min",624228.925,497848.2,913132.8,605505.1,642952.75,1035887,576373.4
"186/255.5846mz/6.1min",921951.75,744731.94,1270634.2,886366.75,955058.1,1483859.6,888845.4
"187/697.2631mz/6.1min",996637.33,882939.06,2269270.2,1110335.6,720279.75,1729143.8,598106.75
"188/388.6217mz/6.1min",147881.255,101973.68,290964.75,143797.67,151964.84,367545.9,127817.19
"189/219.0571mz/6.1min",735524.92,647338.25,1139331.4,737153.9,733895.94,1198462.4,688430.94
"190/235.0713mz/6.1min",573057.125,478825.16,755374.6,515278.03,610482.25,888481.94,535632
"191/371.1172mz/6.1min",29641903,26425906,38862788,29274146,30009660,42792892,28041084
"192/372.1204mz/6.1min",7120315,6319610.5,9259321,7032656,7207974,10231091,6722002.5
"193/412.1435mz/6.1min",848819.4,703571.25,1128885.2,852731.9,844906.9,1298874.2,797252.56
"194/719.2452mz/6.1min",6695553,5666258,10464346,6753778.5,6637327.5,11484254,6019649.5
"196/312.326mz/6.15min",422569.98,415140.75,454608.84,374668.06,417037.62,428102.34,471809.94
"197/510.2766mz/6.08min",228545.865,255315.03,176555.19,201776.7,331774.47,183222.34,266204.06
"198/532.2587mz/6.16min",595698.62,607117.8,405210.72,584279.44,963298.75,506231.22,822853.3
"199/313.2348mz/6.19min",2055066.1,1839281.8,1805279.5,2191061.2,2140004,1970128.2,3065068
"200/430.3886mz/6.2min",76572.732,127621.22,275812.16,356671.38,25524.244,25524.244,25524.244
"203/357.261mz/6.22min",2568780.15,1521307.1,2144841,2540760.8,2870255,2596799.5,2734311
"204/480.3083mz/6.22min",364623.99,322152.88,407095.1,475879.5,261408.36,276215.9,560701.1
"205/318.2403mz/6.23min",832878.48,399350.7,395114.03,474593.56,1290464,1191163.4,1374283.2
"206/401.2872mz/6.24min",1698160.65,1438889.8,1517338.9,1878982.4,2128636.5,1382022.5,2089615.1
"207/629.3112mz/6.24min",410306.23,411784.16,248855.86,408828.3,623810.25,355735.4,566630.8
"208/671.2882mz/6.25min",251551.495,219836.03,233972.44,249598.16,280085.2,253504.83,259606.2
"210/445.3133mz/6.25min",1147133.85,618542.56,691050,1103891.2,1336486.5,1190376.5,1301752.6
"211/385.1326mz/6.27min",276960.11,214629.77,622317.56,215233.44,338686.78,640982.56,214972.06
"212/255.2431mz/6.3min",1023415.225,816054.1,1000481.7,987189.6,1046348.75,1089050,1146129.6
"213/220.1123mz/6.31min",1597360,1028722.6,1579625.2,1622712.4,1317240.4,2134474.5,1615094.8
"215/359.1533mz/6.34min",74341.95,75712.38,51562.074,72971.52,107530.68,63597.9,102219.875
"216/337.1714mz/6.34min",136421.105,136896.73,94422.586,135945.48,169571.89,101641.664,149000.38
"217/411.2081mz/6.37min",455740.515,455104.47,372749.9,456376.56,553216.3,364720.53,496255.72
"218/275.0831mz/6.37min",1493324.6,1517280,1233435.2,1469369.2,1816514.8,1232261.6,1635268.6
"219/433.1901mz/6.37min",4413516,4424338,3802599,4402694,5632149,4201182,5325218
"220/431.1744mz/6.43min",404658.39,415688.78,393628,444809.7,461479.4,382021.94,375092
"221/335.1252mz/6.56min",380450.25,550699.2,348793.7,378734.2,382166.3,446859.44,327810.1
"222/431.1743mz/6.6min",637983.075,599387.9,586587.75,612249.75,816350.5,663716.4,664551.6
"223/409.1925mz/6.6min",1042768.6,1062406.1,1023131.1,1065341.4,1205903.4,959484.9,972064.44
"224/472.201mz/6.6min",439764.475,411560.8,409901.12,430027.25,559934.06,457344.44,449501.7
"226/298.274mz/6.64min",97710.605,121940.21,150057.56,97908.4,74584.33,94359.414,97512.81
"228/228.2323mz/6.65min",752391.5,358535.2,374012.6,388447.1,1142049,1128046.8,1116335.9
"229/301.1409mz/6.65min",1635062.1,1792187.2,1599049.6,1671074.6,1455068.9,1568133.5,2041008
"231/342.2426mz/6.78min",556560.725,441377.4,608914.44,399880.12,584977.25,660803.2,528144.2
"234/283.2631mz/6.83min",138300.345,113243.58,148907.88,127692.81,127123.19,195527.52,163481.64
"235/577.3611mz/6.86min",1083252.9,1099165.6,798815.75,1054404.8,1805253.5,1067340.2,1673516
"237/255.2319mz/6.97min",145169.58,106372.5,163349.73,220949.2,103964.12,126989.43,214609.25
"238/237.2214mz/6.97min",126280.988,64129.83,143574.7,192841.34,113650.84,121329.586,131232.39
"239/337.2348mz/6.98min",368809.21,285232.38,402534.3,547119.1,307527.28,335084.12,539768.2
"242/300.2896mz/7.08min",137614.71,140802.33,199502.31,130383.89,114318.984,137135.97,138093.45
"244/649.4495mz/7.09min",223008.855,162212.48,329316.28,313677.72,227319.38,218698.33,187131.94
"245/605.4232mz/7.09min",294843.25,216554.72,424936.44,397836.62,294154.62,295531.88,252819.28
"246/341.2661mz/7.09min",396120.75,324116.12,538096.3,477364.78,404498.1,387743.4,353012.28
"247/395.2191mz/7.09min",316253.235,234889.4,292170.84,298131.25,337112.06,334375.22,347357
"248/561.3971mz/7.1min",355007.485,262653.78,500088.03,461249,351619.94,358395.03,297957.53
"249/517.3709mz/7.1min",396650.72,284214.75,526698.3,470688.94,393349.44,399952,320281
"250/385.2922mz/7.1min",387534.065,316618.78,521795.2,446131.72,394008.97,381059.16,346967.47
"251/429.3184mz/7.11min",466039.65,365406.06,680825.06,580839.56,458974.9,473104.4,368593.66
"252/473.3447mz/7.1min",421888.595,316103.9,593680.44,494354.88,416626.97,427150.22,337273.88
"254/478.2926mz/7.17min",1024358.75,998251.8,825215.6,1032750.7,1616617.8,1015966.8,1481883.5
"256/368.2583mz/7.21min",580991.65,457054.9,593719.1,523944.75,568264.2,672186.4,729109.5
"257/256.2635mz/7.29min",308957.345,294529.97,274400.44,275916.84,323384.72,384166.12,334330.3
"258/478.2926mz/7.31min",237933.28,234498.33,188469.33,241368.23,378906.22,229914.36,325656.1
"269/172.9565mz/7.37min",1042816.15,1223420.6,1337822.4,1455672.6,734580.75,724175.44,862211.7
"270/810.5977mz/7.37min",335762.55,161185.6,353212.66,167708.28,349565.16,672468.44,321959.94
"271/354.1734mz/7.37min",606856.65,391488.34,497457.9,549678.2,664035.1,678075.4,777946.56
"274/780.5514mz/7.37min",618188.61,354461.75,497442.28,409024.62,809124.44,945587.4,738934.94
"275/716.5223mz/7.37min",1888721.55,269112.03,1509334.6,272045.28,2857233.5,2268108.5,2667210.2
"278/237.2214mz/7.37min",1108319.5,859413,1070492.8,1270616.2,1090372.4,1126266.6,1384836.9
"279/323.2192mz/7.37min",734750.5,498740.75,697525.8,903897.06,710448.56,759052.44,1050695.5
"282/350.1777mz/7.37min",1930418.45,1576785.4,2165822.5,2274122,1735674.6,1789048,2071788.9
"283/352.178mz/7.37min",1714928.75,1112952.9,1417709.5,1552989.9,1876867.6,1922089.4,2232864.8
"286/226.9516mz/7.37min",376291.03,274489.72,291421.03,350634.5,403846.56,401947.56,491062.84
"287/782.5665mz/7.37min",766566.08,385619.3,462327.5,619732.06,913400.1,940662.44,1418110.4
"288/345.2012mz/7.37min",430402.015,284878.1,385844.47,463968.84,413694.56,447109.47,617008.94
"289/80.948mz/7.38min",386615.77,453578.38,605250.75,696817.56,306817.28,280347.5,319653.16
"291/255.232mz/7.37min",1544890.6,1208793.4,1477349.6,1789242,1481772.2,1608009,1943833
"292/808.5827mz/7.38min",253490.165,179815.17,247835.6,345435.47,258680.86,248299.47,416605.34
"294/140.0683mz/7.38min",470017.16,415988.38,469224.88,470809.44,490395.66,459035.34,534503.94
"298/481.2924mz/7.46min",2977601.25,2157188.5,2751083,2623370,3204119.5,3618449.2,3279134.5
"299/395.3307mz/7.47min",733717.69,514446,694074.94,659403.7,898448.56,875737.06,773360.44
"300/377.3203mz/7.47min",817900.43,682054.6,800180.3,753559.5,1031273.75,1016426.8,835620.56
"301/111.519mz/7.55min",144091.945,110816.56,154800.56,161542.95,133383.33,52183.95,486497.28
"302/113.0167mz/7.56min",549020.77,485964.8,501714.44,482587.4,596327.1,600368.06,1343462.2
"303/365.2662mz/7.51min",981660.23,739440.5,1173794.8,1446709.9,755161.4,819013.06,1144307.4
"304/283.2632mz/7.51min",268168.065,231364.78,335643.38,371229.06,222055.58,236973.16,299362.97
"305/265.2526mz/7.51min",143007.375,119325.67,172764.45,186790.73,108206.3,121678.65,164336.1
"306/579.2636mz/7.54min",3074719.35,2684396,2711241.5,3485227,3346247.2,2803191.5,3502508.2
"308/421.1561mz/7.55min",277520.795,268314.06,274436.03,347455.12,280605.56,220289.23,287252.25
"309/557.2815mz/7.55min",402918.25,396491.6,395436.16,506449.12,409344.9,323391.66,425618.25
"315/481.2924mz/7.54min",807757.13,631849.1,775738.56,662007.1,1361361.1,1479170.2,839775.7
"317/131.5336mz/7.57min",2324384.85,1106276.8,2525547.2,2123222.5,1352114.2,3065876.2,3015523
"319/141.9835mz/7.59min",1238095,1067497.2,1108738.9,1098856.6,1367451.1,5137172,1371125
"321/111.5219mz/7.57min",879927,770685.06,796321.94,784079.6,963532.06,976060.06,2088896.2
"325/410.3051mz/7.62min",454573.735,330351.22,440331.66,440792.5,468354.97,506367.44,587827.8
"326/113.0167mz/7.61min",553266.09,464726.38,211073.23,491958.28,1156206.8,1149887.6,614573.9
"330/501.3759mz/7.69min",205020.475,156947.27,396286.84,331307.38,180474,229566.95,136131.33
"331/545.4023mz/7.69min",160585.1,117346.766,310210.44,267886.2,149352,171818.2,106614.61
"333/266.1727mz/7.69min",217955.75,164987.2,89703.375,128692.23,285350.8,487711.66,270924.3
"334/112.018mz/7.64min",3646697.6,2871398.5,3286691,3190599.8,4006704.2,9624838,4118229.2
"335/173.1327mz/7.7min",172134.99,140622.23,68375.266,107455.93,214264.47,381405.2,203647.75
"336/191.1432mz/7.7min",164122.76,140332.3,64577.547,100144.09,211338.12,379947.16,187913.22
"337/198.1854mz/7.7min",195535.15,154172.36,77633.695,117786.28,246241.08,431761.25,236897.94
"340/221.1752mz/7.69min",103271.472,79370.71,37061.67,57546.64,127172.234,236161.5,131446.36
"344/250.1778mz/7.7min",510450.875,436824.75,257014.73,324802.44,606040.44,1029181.2,584077
"346/181.0146mz/7.67min",1653063.95,607582.5,618664.9,586572.75,2908393,2846522.5,2687463
"347/208.1698mz/7.69min",263181.09,218144.58,110122.32,165069.02,310264.53,594463.56,308217.6
"348/209.1538mz/7.7min",334326.78,277187,152293.45,204981.88,413018.12,746490.1,391466.56
"349/163.9907mz/7.7min",641995.65,631414.6,652576.7,600466.1,437177.2,999387.9,816784.75
"350/226.1803mz/7.7min",1174459.95,1075306.4,582207.6,849377.25,1273613.5,3132978.2,1646373.9
"352/244.1908mz/7.7min",210047.985,169952.47,81834.85,128611.09,254544.53,494473.7,250143.5
"353/408.3084mz/7.7min",2974777,2298667.2,1346816.5,1779712.5,3810951.8,6434839,3650886.8
"356/457.3496mz/7.7min",238939.8,201157.11,482692.44,401540.97,211588.8,266290.8,164583.08
"357/131.5337mz/7.65min",1045375.5,391339.75,311474.3,922825,2985594.5,1284118.1,1167926
"360/139.988mz/7.68min",8001725.5,2601592.8,2621079.5,2636980,13540035,13366471,13626846
"362/141.9835mz/7.66min",1165794.9,956429.9,1027737.7,998951.6,1340119.9,1303852.1,5195568.5
"363/205.0173mz/7.7min",1518600.45,1522440.1,1655644.5,1514760.8,951393.9,1094664.1,2010015.9
"364/273.2577mz/7.7min",313053.125,305999,407141.72,301217.6,294224.28,356529.1,320107.25
"365/740.4049mz/7.74min",807865.775,656183.7,376628.03,731991.75,972510.44,1022166.56,883739.8
"366/282.2217mz/7.74min",1262177.45,1215580.5,1264124.4,1251248.1,1260230.5,1464969.9,1410067.9
"367/579.2635mz/7.75min",3633308.5,3367377.5,3199290,3899239.5,4227882,3356620.8,4047133.5
"368/421.1561mz/7.75min",707401.675,704944.6,652818.94,821900.8,748464.06,597314.6,709858.75
"370/557.2815mz/7.75min",609176.72,601270.94,558752.3,676706.5,637750.7,506620.97,617082.5
"376/449.3023mz/7.77min",529293.095,410327.8,550195.75,508390.44,598895.9,611459.8,485908.72
"377/780.5513mz/7.77min",361105.615,214816.56,301952.53,252423.38,491421.6,527918.3,420258.7
"378/808.5826mz/7.77min",278363.89,177235.4,222424.67,300923.38,288406.5,268321.28,439054.8
"381/90.9767mz/7.77min",808163.475,602204.5,730679.2,801242.75,947749.06,815084.2,1062892
"384/782.5665mz/7.77min",499199.66,267284.34,309090.8,405387.88,608386.2,593011.44,855448.4
"385/810.5976mz/7.79min",306002.8,152136.81,300837.66,162863.39,311167.94,528955.2,318227.9
"386/395.2202mz/7.77min",754678.77,468322.53,553565.75,584308.6,939227.94,925048.94,982267.2
"387/393.2198mz/7.77min",647805.55,614467.4,751194.7,727603.44,628333.6,610104.4,667277.5
"389/80.9479mz/7.79min",478627.67,608120.56,878339.6,868997.2,266259.75,203804.67,349134.78
"390/476.2957mz/7.77min",299335.15,187298.92,104127.5,156480.08,448990.03,666242.2,411371.38
"391/362.3028mz/7.77min",699804.405,609177.06,268833.16,429664.03,872515.1,1473646.9,790431.75
"392/221.1752mz/7.77min",754514.92,611463.44,323904.6,499227.66,985521.06,1651350.8,897566.4
"393/226.1803mz/7.77min",1018039.83,875251.06,477243.1,677584.6,1472614.9,2182723.2,1160828.6
"394/228.196mz/7.77min",1288947.15,1119824.1,617810.2,886804.6,1611381.4,2895142.2,1458070.2
