"","FC","log2(FC)","raw.pval","-log10(p)"
"346/181.0146mz/7.67min",4.0887,2.0316,4.7793e-07,6.3206
"513/136.0217mz/8.41min",0.15863,-2.6563,8.3476e-07,6.0784
"360/139.988mz/7.68min",4.5339,2.1808,9.6475e-07,6.0156
"228/228.2323mz/6.65min",2.656,1.4093,1.5834e-06,5.8004
"116/256.2999mz/5.42min",0.27525,-1.8612,1.6284e-06,5.7882
"424/223.9885mz/7.87min",3.6582,1.8711,3.8071e-06,5.4194
"617/172.9564mz/10.32min",0.34654,-1.5289,4.106e-06,5.3866
"526/201.9758mz/8.69min",0.37886,-1.4003,2.4756e-05,4.6063
"515/352.3393mz/8.54min",0.48303,-1.0498,6.0086e-05,4.2212
"548/352.3393mz/9.09min",0.49737,-1.0076,9.1834e-05,4.037
"585/80.9479mz/10.18min",0.43149,-1.2126,0.00012115,3.9167
"205/318.2403mz/6.23min",2.6762,1.4202,0.00028881,3.5394
"665/174.9568mz/10.37min",0.42207,-1.2445,0.00071887,3.1433
"42/171.0993mz/2.86min",6.1397,2.6182,0.00098378,3.0071
"663/215.9838mz/10.37min",0.44041,-1.1831,0.0014666,2.8337
"520/213.983mz/8.58min",0.17652,-2.5021,0.0017367,2.7603
"612/213.9828mz/10.32min",0.44526,-1.1673,0.0028073,2.5517
"616/174.9534mz/10.32min",0.4361,-1.1973,0.0061804,2.209
"427/213.983mz/7.87min",0.37223,-1.4257,0.010781,1.9673
"81/450.2336mz/4.54min",0.46355,-1.1092,0.014354,1.843
"586/216.9228mz/10.2min",0.43605,-1.1974,0.022636,1.6452
"353/408.3084mz/7.7min",2.2309,1.1576,0.029835,1.5253
"396/408.3084mz/7.77min",2.0781,1.0553,0.03877,1.4115
"401/236.1622mz/7.77min",2.1715,1.1187,0.041384,1.3832
"403/266.1728mz/7.77min",2.1052,1.074,0.04261,1.3705
"393/226.1803mz/7.77min",2.0619,1.044,0.045543,1.3416
"392/221.1752mz/7.77min",2.1438,1.1001,0.046202,1.3353
