Filename	Class
NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML	CTRL
NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML	CTRL
NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML	CTRL
NEG_TJGIp3_1_Run41.mzML	EXP
NEG_TJGIp3_2_Run127.mzML	EXP
NEG_TJGIp3_3_Run165.mzML	EXP
