Filename,2024_NEG_Y-EV_1_CTRL_Run89.mzML,2024_NEG_Y-EV_2_CTRL_Run118.mzML,2024_NEG_Y-EV_3_CTRL_Run139.mzML,2024_NEG_Y-p9_1_Run101.mzML,2024_NEG_Y-p9_2_Run121.mzML,2024_NEG_Y-p9_3_Run156.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
132/175.0611mz/2.04min,33782.637,47234.715,59266.492,0.0,0.0,0.0
134/156.0666mz/2.06min,1941036.9,2403060.0,2666349.5,173977.14,555450.94,478654.06
135/378.1338mz/2.1min,1795059.2,1754215.5,2076771.2,143048.3,696497.9,451564.62
136/328.9796mz/2.12min,1287814.6,1309428.2,1167734.8,1322942.1,1310406.0,1341023.1
138/117.0558mz/2.13min,2737682.0,3140698.2,5628634.0,2546590.5,2548146.8,2162508.2
139/288.0725mz/2.17min,422992.06,359066.75,1185276.6,772194.1,630869.4,422463.6
140/382.1002mz/2.22min,398466.06,451457.47,446013.1,554223.56,980162.7,1050783.8
141/322.0603mz/2.29min,700599.56,390128.78,1830993.4,195643.11,1930736.1,958974.25
142/312.9847mz/2.29min,393136.7,223328.55,231818.0,333417.12,341680.9,536904.06
143/272.0776mz/2.32min,101462.875,107388.11,341064.5,173295.64,146815.62,96955.49
144/290.0882mz/2.33min,2449404.8,2665860.8,6628149.5,3774028.2,2281497.0,2378215.8
145/223.0724mz/2.37min,315993.7,362429.84,352128.34,10773.615,88577.84,64255.883
146/190.0547mz/2.42min,214606.98,147239.72,1032941.6,159829.38,496606.3,279582.3
147/175.0611mz/2.43min,150813.27,202875.27,370098.16,120479.34,182235.22,124446.37
148/129.0557mz/2.44min,821257.75,1109955.6,7938902.5,1776044.4,1128536.8,582973.1
149/312.9847mz/2.44min,582870.25,572389.75,548885.0,567644.94,558848.4,660961.75
150/306.0765mz/2.49min,0.0,0.0,45832.188,0.0,79350.445,30746.121
152/237.0881mz/2.52min,961308.0,972926.0,1005261.06,158374.92,493017.84,425272.66
153/176.0645mz/2.52min,236457.88,277225.12,564928.94,131367.1,217024.48,156537.86
154/175.0612mz/2.52min,3410724.2,4025306.2,7878366.5,1989462.9,3061608.0,2297523.0
155/292.0463mz/2.54min,81182.52,86465.484,194920.5,24406.62,63884.234,25647.617
156/407.1206mz/2.6min,1015384.1,1109963.1,1189438.8,621104.56,878370.7,876971.9
157/373.0055mz/2.7min,1937484.5,1870944.9,1873511.6,2020211.5,1990648.2,1949553.5
158/178.0509mz/2.72min,1336737.8,1310032.2,1272146.6,46372.516,336210.22,464296.8
159/298.0933mz/2.71min,2152100.8,2145004.0,2047585.8,109380.42,530766.7,765420.6
160/272.0776mz/2.74min,135736.58,148433.56,356803.3,182443.77,183335.23,128031.73
161/304.1038mz/2.77min,4091128.2,4297834.0,10568270.0,5728270.0,5480796.5,3824463.2
162/286.0932mz/2.77min,244878.42,277315.25,710545.56,368441.94,353321.97,221590.67
163/224.0928mz/2.77min,126442.28,176541.03,496896.03,244826.12,237512.0,158362.48
164/113.0609mz/2.8min,313835.66,351036.4,720924.5,108875.305,177280.98,126448.77
165/157.0506mz/2.8min,2776096.2,3133822.5,6316448.0,1061221.4,1604610.0,1258654.2
166/265.0176mz/2.83min,1650498.6,1697598.5,1611131.0,1690548.2,1681054.9,1720382.6
167/136.0404mz/2.83min,5554352.5,6091058.5,9360481.0,1734828.8,3460258.5,2850022.2
168/178.0509mz/2.87min,70176.69,78352.37,93282.74,0.0,33134.516,40652.812
169/298.0932mz/2.87min,104070.305,134513.0,156303.84,0.0,38159.633,52269.48
170/180.0577mz/2.87min,194758.06,212220.14,311428.88,63353.957,131831.12,116848.83
172/131.0714mz/2.92min,4909828.0,5368762.5,8910363.0,4355618.5,4405938.5,3710081.8
174/389.1564mz/2.95min,591402.8,636973.7,1668351.4,825923.06,827597.9,565360.0
