Filename	Class
2024_NEG_Y-EV_1_CTRL_Run89.mzML	CTRL
2024_NEG_Y-EV_2_CTRL_Run118.mzML	CTRL
2024_NEG_Y-EV_3_CTRL_Run139.mzML	CTRL
2024_NEG_Y-p9_1_Run101.mzML	EXP
2024_NEG_Y-p9_2_Run121.mzML	EXP
2024_NEG_Y-p9_3_Run156.mzML	EXP
