"","Filename","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp7_1_Run16.mzML","POS_TJGIp7_2_Run140.mzML","POS_TJGIp7_3_Run155.mzML"
"43","359/316.2116mz/2.67min","877010.6","794296.56","752257.75","963268.8","845103.2","981355.44"
"44","361/130.1591mz/2.65min","254478.92","2956908.0","3751335.8","100241.04","4956901.0","3226078.8"
"45","362/202.1802mz/2.67min","20726.107","132051.69","136155.72","0.0","140074.86","180528.64"
"46","365/114.0914mz/2.72min","295603.5","246469.36","268298.75","297217.12","278905.22","320733.47"
"47","366/138.055mz/2.72min","610954.8","1080526.8","1130845.6","832584.7","1203309.5","1149255.4"
"48","367/120.0445mz/2.72min","2459863.0","4159609.0","4328539.0","3421931.0","4482989.0","4491426.5"
"49","368/245.1859mz/2.76min","212761.66","700329.1","692695.25","293284.88","709662.06","763563.9"
"50","369/344.2277mz/2.78min","389971.7","135761.78","134993.17","291324.56","136231.39","109159.22"
"51","372/232.1544mz/2.79min","27937.732","48668.484","52869.305","30971.12","71292.88","66725.04"
"52","374/317.1706mz/2.85min","387205.53","972389.8","930216.6","1188092.5","1585363.9","1047306.94"
"53","375/339.1525mz/2.85min","243144.8","1079069.4","971326.75","784233.3","1694965.1","1134023.9"
"54","377/428.2041mz/2.88min","117402.266","217620.47","217878.69","228025.06","341742.66","238166.11"
"55","379/215.1255mz/2.89min","639027.9","615154.44","544103.9","571592.06","603312.6","154212.97"
"56","380/251.1026mz/2.91min","167954.45","412783.3","403453.28","285099.66","445370.12","352183.75"
"57","381/215.1755mz/2.89min","790865.06","724120.6","408882.25","207966.1","1107683.1","586305.2"
"58","382/231.1703mz/2.97min","156534.17","240194.2","0.0","303409.9","271367.2","41092.016"
"59","383/388.2539mz/2.91min","412532.97","95153.94","147756.88","328949.97","150580.3","110154.7"
"60","384/393.2092mz/2.93min","86437.19","35876.863","148759.61","18587.754","258434.23","155600.19"
"61","387/170.1176mz/2.95min","1143707.8","1003220.3","825454.5","1158202.0","776598.7","783887.94"
"62","389/210.1101mz/2.95min","1148078.8","1186969.5","918378.4","1242402.1","920756.25","903699.4"
"63","390/233.5793mz/2.97min","80748.52","273651.1","236667.53","143714.9","394431.12","323105.7"
"64","391/428.2042mz/2.97min","879721.4","1344760.9","1221208.0","1444358.1","2215912.0","1653931.8"
"65","392/450.1861mz/2.97min","103759.04","147925.05","151173.33","213150.58","391238.12","237518.92"
"66","393/120.0808mz/2.97min","131713.84","132579.64","158335.75","120440.875","187662.28","172757.6"
"67","394/155.0703mz/2.98min","620197.94","1316972.9","1543103.5","1211398.6","1678004.8","1014534.0"
"68","395/412.2092mz/2.99min","160273.88","200099.64","181809.34","270947.0","352499.75","212558.2"
"69","397/434.1911mz/3.02min","36487.777","73461.21","103305.33","105890.95","177377.0","132211.56"
"70","400/186.1125mz/3.06min","249242.17","360256.7","304769.97","289518.5","373031.34","293791.2"
"71","401/303.1413mz/3.03min","133668.62","368192.66","384830.38","96068.2","640828.06","447566.34"
"72","402/231.1703mz/3.01min","18373.396","412004.12","425755.03","0.0","461883.75","459433.97"
"73","406/210.0737mz/3.05min","318936.38","568650.6","608860.6","356432.75","571884.4","629683.7"
"74","407/249.1595mz/3.07min","459464.97","298302.38","250110.62","202644.95","816596.06","274588.0"
"75","408/142.0863mz/3.06min","604984.9","509180.75","562535.3","560330.25","596898.94","594023.25"
"76","409/114.055mz/3.06min","372128.5","341927.53","378720.88","312522.3","378906.06","385736.0"
"77","411/219.1129mz/3.06min","352725.3","559658.94","642998.25","350494.16","570318.9","620192.9"
"78","412/188.0918mz/3.06min","932429.5","776665.44","844840.0","828000.0","894132.06","916157.0"
"79","414/223.154mz/3.08min","8144471.5","6878766.5","6982858.0","8763719.0","7965841.0","6799278.5"
"80","415/240.1806mz/3.08min","24648038.0","13498619.0","12559696.0","26299056.0","15529860.0","12954646.0"
"81","417/103.0754mz/3.08min","1985031.4","1977390.1","2013739.2","2182814.8","2246895.0","1932034.2"
"82","418/147.1016mz/3.08min","837494.56","825812.9","850057.1","907121.8","931274.6","807685.44"
"83","419/268.2116mz/3.09min","104349.625","498661.44","442106.28","57037.07","745672.4","423655.56"
"84","420/245.1358mz/3.09min","9619871.0","27615982.0","29707324.0","12849712.0","34333064.0","27040042.0"
"85","421/271.115mz/3.1min","293022.4","573502.6","513225.88","221114.72","477445.2","576028.06"
"86","423/186.1125mz/3.09min","294238.56","457625.22","424271.75","351785.94","561179.75","395573.8"
"87","426/412.2091mz/3.1min","990968.3","1444257.4","1360155.8","1710021.1","2185881.2","1474817.4"
"88","427/434.1911mz/3.11min","87119.43","308808.47","282015.53","330654.1","528037.75","350672.1"
"89","430/261.1097mz/3.09min","277666.9","928071.8","943931.0","332659.5","1565914.2","677984.5"
"90","433/109.1012mz/3.14min","722184.4","555626.56","648579.4","640865.2","531550.75","500809.8"
"91","434/194.1152mz/3.14min","1266361.2","796221.2","1111965.1","594166.94","540359.44","580298.1"
"92","435/172.1332mz/3.14min","1526660.6","476312.84","765657.7","727629.75","350796.47","368848.5"
"93","439/245.1858mz/3.22min","248104.22","154932.7","0.0","356313.3","0.0","0.0"
"94","440/247.1077mz/3.2min","1016043.75","1403087.2","1328729.1","1306007.5","1558675.8","1400104.1"
"95","441/269.0896mz/3.2min","171044.14","311951.06","287119.0","243698.84","353370.6","306889.94"
"96","442/251.1025mz/3.21min","228594.64","353208.12","349953.6","118615.48","354920.38","326339.6"
"97","445/182.0813mz/3.24min","650780.56","1104357.8","1121868.5","805930.3","1436207.6","1184016.5"
"98","448/103.0753mz/3.27min","243595.92","341012.1","348278.88","264629.53","375710.44","358451.0"
"99","449/147.1016mz/3.27min","168259.2","243612.02","249738.9","184845.58","269134.56","262635.88"
"100","450/267.1801mz/3.27min","1146126.4","1455278.6","1505080.0","1228577.9","1667947.9","1592047.2"
