"","filter","GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML","GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML","GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML","GF_PF_MC_RCG_1_pos_20210511_Run78.mzML","GF_PF_MC_RCG_2_pos_20210511_Run96.mzML","GF_PF_MC_RCG_3_pos_20210511_Run197.mzML"
"8303/557.4558mz/6.17min",437248.58,348376.47,283171.62,397636.94,625475.2,495844.4,476860.22
"8305/337.2345mz/6.17min",263850.84,203668.81,186890.42,257794.58,464425.84,372938.2,269907.1
"8307/370.3309mz/6.15min",60457.3635,56129.367,313109.22,591189.44,704.1928,3520.964,64785.36
"8308/337.332mz/6.18min",221507.155,417133.9,230422.36,522871.1,42518.39,212591.95,42518.39
"8309/296.258mz/6.18min",751915,822393.7,627574.1,681436.3,854773.8,830982.3,644856.06
"8310/636.2478mz/6.23min",135385.565,165488.97,425182.8,259482.19,105282.16,64736.91,100405.34
"8313/450.2877mz/6.19min",437745.345,509328.88,495825.72,504832.56,379664.97,347912.12,256791.1
"8315/454.2926mz/6.21min",188664.67,183974.72,195048.03,251180.34,66017.2,55488.51,193354.62
"8316/246.1042mz/6.21min",375441.57,401223.53,377820.3,452529.84,362063.94,364423,373062.84
"8318/358.3674mz/6.28min",175707.04,27279.272,215017.72,27279.272,1847671.8,806906.1,136396.36
"8319/372.3468mz/6.25min",440141.485,32019.9,887410.4,355378.03,914395.4,524904.94,178758.38
"8320/227.2003mz/6.21min",166769.665,152306.22,156898.52,169488.5,164050.83,174962.52,182731.12
"8321/209.1898mz/6.21min",161091.305,144199.11,159313.03,174776.48,157007.72,162869.58,163384.47
"8323/431.311mz/6.22min",538612.43,823205.9,661877.2,1141347.6,415347.66,388939.66,150034.1
"8324/384.3466mz/6.23min",720228.34,2472540.2,1934929.9,974006.3,49988.46,466450.38,88069.51
"8326/255.2315mz/6.24min",122234.3375,68886.29,40687.95,82544.125,169633.06,165210.78,161924.55
"8328/299.2576mz/6.25min",231539.665,251803.16,265361.66,189744.05,211276.17,179873.31,278832.4
"8329/281.247mz/6.25min",779719.275,744704.8,568303.5,852501.94,828775.1,814733.75,689589.06
"8330/263.2366mz/6.24min",227899.155,291249.22,189990.48,254657,221409.98,234388.33,213649.95
"8331/279.2315mz/6.25min",6812958,6741214.5,4788835.5,6031379,7687744,6885434.5,6884701.5
"8333/330.3362mz/6.29min",386423.885,884428.94,546610.1,297315.8,33317.21,475531.97,199566.97
"8334/641.2032mz/6.26min",3008294.35,5129336.5,3017903.2,1598067.2,3957308.8,2998685.5,826021.3
"8335/349.2346mz/6.26min",227324.595,237535.25,305821.22,369698.66,65019.184,133753.3,217113.94
"8336/619.2213mz/6.27min",2480373.85,6674083.5,2352769.2,1292600.8,3283606,2607978.5,480759.84
"8337/636.2478mz/6.27min",724278.4,2041369.6,656026.4,356175.84,992717.9,792530.4,126539.36
"8339/314.3412mz/6.35min",413240.315,485667.16,340813.47,24081.902,1513706.9,601768.75,120409.51
"8344/374.3625mz/6.38min",1351211.5,1497862.9,1204560.1,93933.36,4204728,1765363,554004.3
"8346/383.3303mz/6.3min",57690.06,95740.54,109848.24,94173.77,14689.848,21206.35,3109.753
"8347/346.2947mz/6.31min",300092.04,266141.28,275229.25,298864.38,324320.38,301319.7,333817.6
"8348/313.2346mz/6.32min",149642.925,120259.58,158918.12,128140.22,162481.45,166941.8,140367.73
"8349/372.3468mz/6.36min",995563.93,2748425.8,1952747.4,1177368.8,269103.97,813759.06,134740.39
"8350/255.2316mz/6.33min",122333.273,82989.5,66927.13,103886.016,151627.28,140780.53,162166.25
"8352/386.3623mz/6.41min",1434319.6,2751926.5,1654078.8,21144.344,4338690,1214560.4,105721.72
"8353/358.3674mz/6.37min",462921.23,1153810.4,674051.56,251790.9,22666.064,1933394.8,51743.887
"8355/415.3025mz/6.34min",600100.65,463102.5,680620.9,576752,848108.94,623449.3,145400.1
"8356/375.2137mz/6.34min",52010.46,2871.5354,14357.677,36352.67,201264.22,462662.9,67668.25
"8357/360.3103mz/6.35min",930707.5,429330.6,372317.56,424042.75,1555141.4,1432084.4,1776146.1
"8358/351.2503mz/6.38min",244484.755,270218.06,535969.75,687865.6,218751.45,175035.05,111372.98
"8359/414.2844mz/6.37min",42657.0585,1545.347,7726.735,32467.773,208653.28,516552.3,52846.344
"8360/419.2397mz/6.37min",129543.702,11351.016,56755.08,99108.984,477744.12,988044.25,159978.42
"8361/279.1952mz/6.37min",138540.7125,360138.28,215442.78,275303.22,61638.645,58265.242,30673.354
"8362/384.3466mz/6.32min",82834.865,83013.04,763787.6,2178852.2,2547.9774,12739.887,82656.69
"8363/272.2581mz/6.37min",242991.99,55047.062,40159.992,63655.76,430149.9,434107.7,422328.22
"8365/311.2212mz/6.37min",223220.735,555473.94,354612.03,447494,91829.44,81678.67,59899.62
"8366/333.2032mz/6.38min",251196.4,383415.3,463926.56,530813.4,118977.5,94654.07,86691.77
"8367/458.3109mz/6.39min",39844.791,687.0298,3435.149,30978.02,220492.2,528109.94,48711.562
"8368/463.2661mz/6.39min",161322.815,13189.9468,65949.734,125090.07,458213.25,1139940.1,197555.56
"8369/163.0752mz/6.4min",368725.58,386136.03,346628.6,219763.36,449125.66,356865.22,380585.94
"8370/317.2083mz/6.41min",213429.815,52107.7,136386.19,115580.14,603073.6,372138.38,290473.44
"8373/410.7612mz/6.41min",334503.55,52644.54,1522054,1108108.1,10528.908,10528.908,616362.56
"8376/502.3372mz/6.41min",68545.88,5631.3722,28156.861,51516.4,323406.1,785060.9,85575.36
"8377/507.2924mz/6.41min",90019.74,6348.2988,31741.494,66911.34,240548.36,646100.6,113128.14
"8379/361.2345mz/6.41min",401119.065,32245.488,158307.14,265312.88,1453642.6,2438120.8,536925.25
"8382/356.279mz/6.42min",194054.545,38289.703,84930.04,142809.36,1163150.2,2007298.5,245299.73
"8383/546.3631mz/6.42min",64566.985,4047.9016,20239.508,50548.93,277665.56,710302.9,78585.04
"8384/227.1276mz/6.42min",41381.376,680.10254,3400.5127,26645.572,284614.97,501127.53,56117.18
"8385/551.3185mz/6.42min",48529.5235,1525.11914,7625.5957,38524.047,136554.73,387152.5,58535
"8386/375.3658mz/6.44min",573482.45,1365231.5,586288.5,521138.78,75309.7,886998,560676.4
"8387/422.4098mz/6.44min",419351.735,622575.56,478859.44,319473.1,41511.4,497606.5,359844.03
"8388/314.3412mz/6.45min",948857.93,1828221.9,1205252.8,596343.06,110856.11,1608953,692463.06
"8390/391.2928mz/6.43min",477700.635,549390.8,694828.94,996754,406010.47,270323.03,118040.09
"8391/369.3107mz/6.43min",707828.13,1116596.8,816335.7,1315585.9,447097.72,599320.56,176963.48
"8392/590.3893mz/6.43min",44178.161,2109.649,10548.245,38168.26,210894.34,543533.1,50188.062
"8396/405.2607mz/6.44min",652331.3,24891.58,239906.89,454242.8,2333421.8,4337648,850419.8
"8398/400.3054mz/6.44min",244622.135,16033.596,94037.61,171604.8,1681028.6,2926011,317639.47
"8399/366.1695mz/6.44min",137285.342,122214.914,152355.77,39330.703,435978.06,73833.49,424109.66
"8400/383.2787mz/6.44min",131250.965,8705.854,43529.27,86695.2,745485.3,1440056.5,175806.73
"8402/255.2316mz/6.44min",174789.025,147608.19,127132.16,179827.61,188663.06,176554.39,173023.66
"8403/343.2949mz/6.44min",325520.975,418155.2,381469.75,699235.8,269572.2,249250.08,53174.99
"8406/449.2868mz/6.45min",753702.64,54129.744,270648.72,503486.72,2552710,4841260.5,1003918.56
"8407/282.2787mz/6.45min",1080325.68,1517232.4,1398728.8,1777847.4,59324.368,761922.56,296621.84
"8408/444.3314mz/6.45min",476715.4,25007.16,179616.83,350271.4,2794327.5,4807180,603159.4
"8410/427.3049mz/6.45min",119149.53,6389.1992,31945.996,77715.75,592304.4,1288722.9,160583.31
"8414/454.2923mz/6.46min",728087.905,876925.06,852833.25,1200290,71305.06,603342.56,73874.58
"8417/471.3308mz/6.46min",123691.85,5487.9402,27439.701,75505.58,525333.8,1261897.9,171878.12
"8419/374.3624mz/6.49min",3734242.25,5792271.5,5352290,3071975.5,22598.793,4202249.5,3266235
"8420/488.3577mz/6.46min",631176.17,45732.976,228664.88,445732.44,3648567,6459140.5,816619.9
"8421/493.3129mz/6.46min",788257.95,52957.98,264789.9,518589,2477641,4992414.5,1057926.9
"8425/91.0542mz/6.47min",473644.185,379797.25,425385.75,411567.62,560078.8,779274.56,521902.62
"8426/537.3393mz/6.47min",681743.9,44868.588,224342.94,443620.3,1922227.4,3998521.5,919867.5
"8427/532.384mz/6.47min",865397.67,64572.788,322863.94,606503.44,4656803.5,8726380,1124291.9
"8428/149.0232mz/6.48min",642266.1,606328.2,629747.6,383097.5,851700.75,654784.6,2079226.6
"8429/313.1429mz/6.47min",589811.905,580288.56,599335.25,371825.47,809303.2,627041.25,460869
"8430/515.357mz/6.47min",126778.98,6561.2876,32806.438,73384.01,512312.2,1276585.6,180173.95
"8431/576.4101mz/6.47min",919960,69471.4,347357,641425.1,4723266,9054358,1198494.9
"8432/335.1249mz/6.47min",566290.675,408421.97,767048.94,443705.25,951255.06,517793.6,614787.75
"8433/581.3653mz/6.47min",602095.08,37881.754,189408.77,374629.72,1627147.6,3546321.5,829560.44
"8434/620.4362mz/6.47min",808534.75,62012.244,310061.22,557078.5,4018187.8,7723113.5,1059991
"8435/625.3914mz/6.47min",530970.235,33864.556,169322.78,325989.53,1421363.4,3089136.5,735950.94
"8437/664.4624mz/6.47min",590324.77,45423.712,227118.56,365758.34,2990381.5,5857506,814891.2
"8438/559.3833mz/6.47min",124317.735,7143.916,35719.58,72842.33,473319.7,1182116.5,175793.14
"8439/669.4177mz/6.47min",417264.845,25696.382,128481.91,260192.44,1090229,2484813,574337.25
"8440/603.4096mz/6.47min",93963.1235,5190.2886,25951.443,43063.727,392862.1,1010875.25,144862.52
"8442/647.4357mz/6.48min",74446.762,2276.5774,11382.887,46425.758,270401.56,737900.75,102467.766
"8444/757.4701mz/6.48min",174661.765,10245.694,51228.47,112488.05,496909.47,1138725,236835.48
"8445/372.3467mz/6.45min",338537.505,77181.01,3178712.5,3257873.5,11626.176,58130.88,599894
"8446/708.4886mz/6.48min",415505.705,30776.884,153884.42,279938.66,2007240.1,3918610,551072.75
"8448/840.5671mz/6.48min",52751.8175,2574.3194,12871.597,30788.295,293210.34,630575.25,74715.34
"8449/713.4438mz/6.48min",290579.445,18448.688,92243.44,176278.86,797192.9,1786581.2,404880.03
"8450/752.5149mz/6.48min",277421.96,19036.998,95184.99,181256.86,1213871,2348375.5,373587.06
"8451/796.5448mz/6.48min",240442.475,5200.058,117648.78,169492.48,668681.2,1988392.4,311392.47
"8452/399.2501mz/6.48min",485179.25,671119.06,398859.62,379120.25,788642.56,559293.9,411064.6
"8455/801.4964mz/6.48min",87914.5115,4257.159,21285.795,52020.883,145391.92,660107.75,123808.14
"8457/300.2892mz/6.48min",205208.6425,356825.84,379401.66,577548.1,576.10576,53591.445,2880.5288
"8459/349.2345mz/6.49min",342373.97,472486.44,636779.4,787436,212261.5,128484.33,203332.56
"8461/806.5645mz/6.51min",290213.025,497593.34,168545.25,507235.7,16784.438,83922.19,411880.8
"8462/398.1745mz/6.5min",269697.305,290481.8,199948.75,123294.97,524536.9,248912.81,466694.72
"8464/804.5506mz/6.5min",643497.07,293748.94,1135711.9,993245.2,58749.788,58749.788,1356454.6
"8469/414.1694mz/6.5min",742510.55,689097,612746.5,363443.84,1609675.5,795924.1,1044587.1
"8470/279.2315mz/6.51min",346622.875,364881.22,282329.7,343092.38,485353.2,343639.28,349606.47
"8471/297.242mz/6.54min",296228.92,305198.22,253887.7,287259.62,547876.44,486900.75,260801.89
"8472/287.2365mz/6.5min",256291.955,233699.61,202009.98,230305.88,329438.53,324330.47,278884.3
"8474/386.3623mz/6.53min",4027324.25,10210731,10222770,4388462.5,348702.8,3666186,948799.5
"8475/272.2581mz/6.52min",549628.825,560361.75,561434.3,800790.44,510564.62,538895.9,452710.47
"8483/149.0233mz/6.56min",1908363.8,1568640.1,914106.06,2096563.4,2307701,1720164.2,3026043
"8484/301.1406mz/6.56min",872533.37,435727,352517.3,948763.8,1154361.4,796302.94,1310641.8
"8485/314.3412mz/6.52min",812416.5,203355.92,1692268.8,1659543.4,40671.184,302351.1,1322481.9
"8486/279.1588mz/6.56min",790393.03,651715.1,337809.03,909897.7,882985.06,697801,1052458.1
"8488/283.2628mz/6.58min",429232.35,278818.03,371505.5,322392.75,499675.6,509046,486959.2
"8496/374.3624mz/6.56min",1099250.645,180488.39,2018012.9,6630042.5,7495.2672,37476.336,5055117
"8499/228.232mz/6.6min",1288225.15,1239591.9,1321699.5,2230256,1254750.8,1477330.2,1241966.8
"8500/297.242mz/6.6min",750906.31,610858.56,447830.06,589867.44,1103719.5,941911,890954.06
"8502/385.211mz/6.61min",55374.7,56629.68,54119.72,206830.56,41826.684,65371.35,8365.3368
"8504/344.279mz/6.62min",384270.5,380398.3,372898.38,836972.94,388142.7,573039.3,225327.62
"8505/286.2737mz/6.62min",613313.6,175925.14,132202.7,190763.2,1070580.5,1035864,1425579.2
"8507/364.1903mz/6.63min",353297.97,281590.5,167991.19,140043.25,1455680.6,511733.84,425005.44
"8509/380.1852mz/6.63min",1221507.575,974750.25,826954.2,597694.2,4707629,2174601.2,1468264.9
"8510/282.1121mz/6.63min",167539.38,120761.59,72057.2,61561.824,653695.5,231059.83,214317.17
"8511/412.1749mz/6.63min",93079.725,67871.08,61137.27,38166.95,416482.72,193511,118288.37
"8512/536.2862mz/6.64min",49821.786,411180.4,83036.31,130705.45,16607.262,16607.262,16607.262
"8513/604.3488mz/6.64min",185248.632,1683693,308747.72,455988.47,61749.544,61749.544,61749.544
"8514/278.2475mz/6.65min",187434.86,177976.38,82906.4,144285.72,211417.34,196893.34,210660.69
"8518/383.3264mz/6.7min",615095.78,854110.2,688947.06,1141543.5,439074.56,541244.5,312061.2
"8519/405.3083mz/6.69min",410144.21,393608.78,516352.28,729670.8,409226.22,411062.2,108122.18
"8520/386.3624mz/6.64min",261324.365,20277.996,2367925.2,9991485,4055.5992,117323.39,405325.34
"8522/393.2971mz/6.7min",98246.4425,48677.836,76578.65,85715.305,196711.89,128000.92,110777.58
"8523/371.3151mz/6.71min",157913.47,119710.945,106522.38,150752.5,184281.66,165074.44,169513.36
"8526/341.266mz/6.71min",246261.79,222958.5,155350.02,250049,306375.28,242474.58,377103
"8527/195.1226mz/6.72min",176741.7,185540.62,71512.19,122096.86,199769.08,167942.78,185875.56
"8528/385.292mz/6.72min",355525.375,325766.16,217406.33,364524.28,381068.88,346526.47,561262.1
"8531/424.3628mz/6.73min",576963.455,724353.4,259413.53,393131.84,734258.2,641119.25,512807.66
"8533/468.3896mz/6.73min",703077.1,695118.4,154178.64,335762.44,961070.1,877563.44,711035.8
"8534/429.3182mz/6.73min",730364.9,571420.3,467434.2,644917.2,947001.56,815812.6,902241.8
"8535/291.2315mz/6.74min",1784520.3,3038060.5,2490874,2992183.8,1078166.6,1052171.8,1039140.1
"8536/556.4414mz/6.74min",693236.88,714575.7,318928.34,466399.34,855468.44,819982.06,671898.06
"8537/512.4152mz/6.74min",894985.905,942505.75,393674.6,599085.94,1077690.1,1027754.6,847466.06
"8538/473.3444mz/6.74min",411658.26,332758.8,260369.53,408214.62,415101.9,423062.88,646711.75
"8539/600.4675mz/6.74min",459629.065,462364.88,193246.33,329197.1,586244.94,571533.5,456893.25
"8540/344.2791mz/6.74min",431932.5,603252.5,362201.5,634018.94,440010.97,423854.03,295628.72
"8541/517.3706mz/6.74min",303417.89,231748.69,188652.55,310439.22,296396.56,328311.12,508958.16
"8542/286.2737mz/6.74min",491942.94,201642.42,268125.38,370593.78,642602.44,636092.25,613292.1
"8544/383.3263mz/6.75min",778709.175,1092840.6,840654.75,1325328.9,495389.53,716763.6,323744.8
"8545/405.3083mz/6.74min",495521.435,404724.28,537082.2,793823,481537.84,509505.03,106147.91
"8548/272.2581mz/6.78min",230664.395,215757.72,207775.03,288596.88,228917.9,232410.89,245935.2
"8550/280.0651mz/6.79min",551901.655,536364.1,567122.75,636239.44,536680.56,507800.2,581630.5
"8552/324.2892mz/6.8min",330669.82,196491.14,104075.914,154565.77,581313.25,514989.62,464848.5
"8556/163.0389mz/6.84min",229040.61,254264.9,210969.27,464894.22,161383.38,247111.95,68068.164
"8559/149.0233mz/6.84min",151608.575,174919.42,129737.54,293101.34,123501.125,173479.61,71050.305
"8561/385.2111mz/6.83min",57210.984,39722.438,49756.023,192350.4,67787.11,64665.945,6313.9546
"8563/242.2476mz/6.85min",578690.1,613182.3,685119.2,869715.25,508282.16,544197.9,536226.94
"8564/299.2577mz/6.85min",1019719.55,800834.44,764524.56,929773.9,1254208.4,1127551.2,1109665.2
"8565/286.2737mz/6.85min",372981.96,631511.3,402973.12,547277.9,328303.47,342990.8,273747.75
"8566/339.3254mz/6.86min",533394.15,484124.9,435030.12,551977.7,750067.8,701883.06,514810.6
"8567/237.2211mz/6.86min",93789.47,99446.47,108906.67,150568.03,79318.81,88132.47,69670.63
"8568/255.2316mz/6.86min",135512.33,116511.69,154940.58,168495.89,117082.59,138418,132606.66
"8569/281.2472mz/6.87min",605282.92,486518.7,249968.4,588072.94,664645.56,676362.1,622492.9
"8572/344.3155mz/6.9min",709485.78,539903.75,570175.3,634527,1153662,1081180.9,784444.56
"8576/593.4631mz/6.9min",205967.604,468483.84,410022.3,343279.34,68655.868,68655.868,68655.868
"8579/269.2472mz/6.93min",189198.485,306896.12,287529.5,395695.03,90448,90867.47,40115.95
"8582/242.2476mz/6.93min",903328.35,878851.6,1057278.2,1401375.1,790971.1,853762.5,927805.1
"8586/433.2556mz/6.94min",79469.802,26489.934,26489.934,26489.934,211944.1,331659.4,132449.67
"8587/256.2631mz/6.97min",95650.0625,91078.62,90628.37,136220.86,91278.07,100022.055,104104.71
"8588/384.2739mz/6.97min",46876.134,15625.378,15625.378,15625.378,277111.94,370535.62,78126.89
"8589/427.3201mz/6.97min",806631.75,808837.3,929455.06,936834.25,718844.94,804426.2,736108
"8590/212.1467mz/6.98min",156285.83,34342.938,6868.5876,91620.33,1323944.1,969256.56,220951.33
"8591/333.2395mz/7.0min",129943.868,44171.938,175609.69,455615.5,40393.484,133346.4,126541.336
"8592/297.2396mz/7.0min",468656.25,203385.4,450053.22,487259.28,607757,498308.25,257103.44
"8593/336.3255mz/7.0min",2213551,1872585.2,2846064,3636827,1437498.9,1799346.4,2554516.8
"8594/376.3181mz/7.0min",466195.5,228845.94,581783.25,657794.9,496737.16,435653.84,418847.6
"8596/280.2631mz/7.0min",3021931.2,2774884.2,1776468.2,2331232.8,3358007.2,3268978.2,3452308.5
"8597/263.2366mz/7.0min",384137.01,414274.8,229805.19,249270.27,389282.3,378991.72,391378.4
"8599/293.2471mz/7.0min",3720536.4,4638821,5636823.5,6863520,2685069.5,2802251.8,2772257
"8600/341.2658mz/7.01min",584294.725,306187.16,562423.75,606165.7,651570.06,619549.5,405659.34
"8601/319.2838mz/7.01min",336611.22,319692.16,310442.6,353530.28,483187.1,456552.38,185462.23
"8604/600.4674mz/7.02min",186426.485,244021.53,158262.52,199402.67,188507.42,184345.55,151719.81
"8606/385.2919mz/7.02min",368423.375,270294.5,382277.06,425715.47,367758.53,363745.62,369088.22
"8607/300.2892mz/7.02min",2560384.1,1129735.2,1083383.4,1344919.4,4589946,4347001.5,3775848.8
"8608/556.4413mz/7.02min",244069.21,315279.12,224492.66,261428.12,245279.97,242858.45,204706.56
"8609/429.318mz/7.03min",306377.04,243539.97,316863.38,365814.84,261575.66,295890.7,326946.53
"8610/512.4152mz/7.03min",299885.185,388980.22,246665.44,297693.97,302076.4,305056,235914.78
"8611/424.363mz/7.03min",385992.56,508581.34,256122.72,317067.06,500708.1,454918.06,212763.02
"8613/468.3896mz/7.03min",276173.61,384515.44,248223.84,263237.88,309392.06,289109.34,220085.8
"8614/473.3443mz/7.03min",193065.79,173152.84,211977.81,279756.56,152411.4,174153.77,230832.89
"8617/342.2997mz/7.05min",222044.01,210257.83,205514.78,233830.19,268566.53,239581.94,201692.1
"8618/482.394mz/7.04min",649298.51,1179460.6,1004788.4,1087589.1,240463.1,277557.03,293808.62
"8620/419.3242mz/7.06min",304906.71,225734.95,287316.72,707087.94,564517.1,322496.7,30645.838
"8621/397.342mz/7.06min",814932.31,979943.7,843394.56,1371368,635111.25,786470.06,103274.68
"8625/796.5485mz/7.11min",1521947.7,1339940.5,1534204.9,2058148.6,267988.1,4252188,1509690.5
"8627/607.4785mz/7.15min",178855.92,341367.53,323766.56,298093.2,59618.64,59618.64,59618.64
"8629/279.2315mz/7.12min",229893.5,162343.11,142540.45,239144.58,430132.16,321648.1,220642.42
"8632/804.55mz/7.13min",1509056,1362108.6,2599817.5,2235048.5,272421.72,272421.72,1656003.4
"8635/808.5776mz/7.14min",294419.625,230712.75,452778.34,255629.03,333210.22,244006.98,686514.4
"8636/806.565mz/7.14min",1871669.3,1737358.2,1224309.6,2005980.4,244861.92,2056300.1,3665283.5
"8639/780.5508mz/7.14min",854573.47,4474094.5,509364.84,489537,97907.4,1199782.1,4437109
"8641/781.5544mz/7.14min",381584.81,2113663.8,277866.62,214654.08,42930.816,485303,2236125.8
"8644/293.2834mz/7.14min",2435885.4,1904637.1,2117172,2667509.2,2493833.8,2377937,2604352.2
"8645/199.1691mz/7.14min",115629.225,74087.92,88399.34,121103.19,121616.65,111996.08,119262.37
"8652/213.1847mz/7.14min",133896.0325,102583.195,111016.04,142907.23,142226.38,128760.125,139031.94
"8653/227.2003mz/7.14min",145703.87,99766.67,116025.164,159306.81,157524.38,136804.4,154603.34
"8655/311.2939mz/7.14min",7111671.25,5454425,6122018.5,7708077,7216304.5,7007038,7855376.5
"8656/241.2159mz/7.14min",146274.675,101097.14,119865.07,159556.58,149313.9,143235.45,166787.5
"8657/782.5677mz/7.14min",7429654.75,6207441.5,9529900,8651868,442389.3,287237.5,12497084
"8662/275.2729mz/7.14min",298760.625,227344.9,256722.75,332993.5,314146.75,283374.5,318385.9
"8668/300.2892mz/7.16min",236835.705,238198.03,273569.7,380743.53,235473.38,213432.1,143678.56
"8670/309.2419mz/7.2min",130585.74,218039.55,323467.25,105340.6,155830.88,57547.492,54373.254
"8671/328.284mz/7.17min",139532.14,98043.91,116472.67,139443.48,190678.08,142115.48,139620.8
"8673/381.3509mz/7.18min",61020.37315,118553.32,183881.6,172837.38,3487.4263,697.48526,697.48526
"8675/326.3048mz/7.18min",400654.475,202112.89,97208.32,133064.94,870416.06,678164.25,599196.06
"8677/607.4786mz/7.2min",304501.896,566113.44,511257.56,507503.16,101500.632,101500.632,101500.632
"8681/256.2632mz/7.24min",9658742.5,8405096,9772455,13623496,9545030,9372570,9967042
"8683/257.2664mz/7.24min",1635176.65,1417743,1657409.4,2313714.5,1612943.9,1582034.4,1662923.9
"8684/356.3517mz/7.24min",146095.49,111343.68,146687.1,182072.36,167922.89,122562.625,145503.88
"8686/413.3771mz/7.26min",1064811.7,768289.6,1012421.3,1154180.8,1375544.1,800955.5,1117202.1
"8687/228.2319mz/7.26min",96871.8785,130716.53,135613.75,270300,45677.684,63027.227,12426.956
"8688/395.3669mz/7.26min",368457.815,256863.42,355113.03,406271.44,489548.6,274718.72,381802.6
"8691/411.3581mz/7.28min",192668.48,205143.05,202124.08,271226.88,183212.88,74076.25,25414.023
"8692/372.2892mz/7.28min",53551.068,1154084.6,267755.34,53551.068,53551.068,53551.068,53551.068
"8694/395.3305mz/7.3min",41131.7145,36448.812,100172.99,45814.617,76596.28,34818.94,33813.195
"8697/381.3509mz/7.29min",224885.5575,381743.06,645108.9,545394.3,68028.055,18003.648,34604.715
"8700/427.3548mz/7.3min",60971.9535,16937.62,43697.977,41689.89,219427.2,78245.93,109428.48
"8702/496.4105mz/7.33min",1318933.45,2001157.9,1988509.1,1822150.1,815716.8,814286,639554
"8703/790.5576mz/7.31min",89477.92,16729.656,83648.28,95307.56,16729.656,4026492.2,152384.9
"8704/445.3307mz/7.33min",55344.7015,50043.793,60645.61,62875.62,140184.16,37821.566,42574.668
"8706/564.2599mz/7.34min",328368.36,280236.16,243117.97,339717.5,512576.34,543145.8,317019.22
"8708/356.3151mz/7.35min",62673.769,43350.027,61568.758,72498.15,204609.6,63778.78,60481.312
"8710/782.5672mz/7.43min",3851569.75,3388428.5,4314711,14863269,316939.06,89012.69,13235447
"8712/371.3151mz/7.36min",301335.845,186579.66,210838.86,274858.44,373619.66,327813.25,400665.34
"8714/510.4285mz/7.4min",114159.665,148748.42,106775.4,121543.93,432889.4,105705.055,42531.19
"8715/282.2787mz/7.39min",3142608.25,3903609,2517073.8,3175659,3153830,2327056.2,3131386.5
"8718/377.3197mz/7.4min",349019.23,360601.6,341040.06,253027.81,484035.38,234231.17,356998.4
"8719/307.299mz/7.4min",305241.01,251846.03,292800.22,317681.8,345449.28,225460.33,331590.16
"8720/395.3304mz/7.4min",484609.61,371808.3,528415,440804.22,718813.3,277835,584508.9
"8722/325.3096mz/7.41min",1026658.475,847685.1,983906.75,1069410.2,1167958.1,771868.75,1123435.8
"8725/395.3667mz/7.41min",91836.1,160007.97,247256.66,203883.39,23664.23,4732.846,4732.846
"8732/599.5028mz/7.47min",120016.337,346036.8,170095.44,69937.234,3848.4988,3152266.2,19242.494
"8733/740.5221mz/7.5min",364142.5,320588.16,460313.7,346789.94,64117.632,38872056,381495.06
"8734/796.5489mz/7.44min",582414.05,559203.5,605624.6,733253.2,101853.106,1611279.1,509265.53
"8736/806.5652mz/7.44min",2227257.15,1489705.6,2437769.8,2823361,297941.12,2513860.5,2016744.5
"8738/493.3493mz/7.45min",2137.00632,712.33544,23613.13,712.33544,325860.47,3561.6772,712.33544
"8740/772.5475mz/7.4min",36864.0965,7226.218,49779.22,23948.973,1445.2436,1004507.3,61510.02
"8742/808.578mz/7.44min",576570.3,362321.03,756523.94,603017.4,842142.8,526212,550123.2
"8743/781.5542mz/7.45min",1626740.05,2274347.8,980496.6,2272983.5,155076.9,775384.5,2489480.2
"8744/804.5498mz/7.45min",1743423.2,1699157.5,3731530,1787688.9,339831.5,339831.5,2352347
"8745/780.5507mz/7.45min",4142418.15,4516281.5,2144143.5,4661047.5,428828.7,3768554.8,5627307
"8747/315.3253mz/7.45min",833269.94,702624.3,837708.94,948430.06,828830.94,621978.7,963185.4
"8750/816.5734mz/7.44min",134071.04,3661.5972,39724.53,228417.55,732.31944,3347393.5,311425.53
"8751/270.2788mz/7.45min",439115.7,435866.28,447354.38,535265.25,442365.12,348095.25,411404.4
"8753/310.3098mz/7.46min",71256.7825,26750.473,99814.664,767015.5,57815.37,23902.555,84698.195
"8754/355.3202mz/7.45min",324602.79,348608.94,277008.7,301391.2,771426.2,247300.81,347814.38
"8755/377.3022mz/7.45min",69073.835,53842.793,71028.91,67118.76,463310.25,44781.57,96114.85
"8759/337.3206mz/7.46min",164938.86,167203.3,125005.34,162674.42,349106.8,150804.12,201331.3
"8760/756.5534mz/7.54min",1418438.1,1739254,1097622.2,4433514.5,186795.46,933977.3,2377036.5
"8761/774.5633mz/7.46min",1765363.6,1920705,1646562.6,1884164.6,286133.72,4904424.5,1430668.6
"8763/242.2475mz/7.5min",56751.358,108156.13,53136.516,189583.05,50214.51,60366.2,36646.77
"8764/370.331mz/7.48min",71530.03,89521.234,70233.02,143688,72827.04,56280.93,43756.56
"8766/372.3468mz/7.49min",91239.36,88607.69,94292.836,93871.03,160551,76113.88,45186.445
"8772/395.3667mz/7.52min",387834.345,609333,845970.75,790527.94,166335.69,38217.938,77549.23
"8773/738.5065mz/7.52min",463374.16,463374.16,463374.16,463374.16,463374.16,2316870.8,463374.16
