"","Filename","GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML","GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML","GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML","GF_PF_MC_RCG_1_pos_20210511_Run78.mzML","GF_PF_MC_RCG_2_pos_20210511_Run96.mzML","GF_PF_MC_RCG_3_pos_20210511_Run197.mzML"
"87","7283/379.2519mz/4.28min","614881.4","299064.0","316556.28","103248.27","114591.734","0.0"
"88","7287/614.3293mz/4.27min","942563.44","865402.9","1307624.6","1035824.8","1017364.4","1605491.6"
"89","7288/376.2228mz/4.27min","1321022.0","1075958.9","1358847.1","759275.06","894644.2","605562.6"
"90","7290/323.1387mz/4.28min","389764.25","311525.75","514994.06","230550.58","104216.94","68085.83"
"91","7291/473.2755mz/4.28min","1795983.1","1485609.5","1642265.8","336355.75","267595.9","201088.83"
"92","7296/584.3442mz/4.35min","617333.3","361921.84","190844.0","1161854.5","1183938.4","344165.56"
"93","7297/1051.5822mz/4.29min","426556.56","294963.75","497879.28","7072.553","24299.512","0.0"
"94","7298/526.2945mz/4.29min","2083325.9","1772865.0","2400079.5","75628.93","82818.67","4141.252"
"95","7299/575.8286mz/4.29min","419531.1","346835.06","482759.94","0.0","0.0","0.0"
"96","7301/332.1642mz/4.29min","576087.4","484283.38","374306.22","263334.44","189598.84","404055.2"
"97","7307/1036.597mz/4.32min","341871.78","315743.12","297139.88","585058.44","564825.0","245465.89"
"98","7308/382.2698mz/4.3min","380325.28","306738.34","343536.03","58706.31","33588.008","0.0"
"99","7313/293.2109mz/4.31min","1069367.9","879919.9","1073412.6","1640088.6","1694188.4","2149498.2"
"100","7314/195.138mz/4.31min","398596.5","331338.8","386512.22","565290.1","597703.8","720863.6"
