Filename,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML,POS_TJGIp4_1_Run58.mzML,POS_TJGIp4_2_Run87.mzML,POS_TJGIp4_3_Run182.mzML
463/200.0554mz/2.38min,454501.0,211088.02,742421.3,765761.3,1081560.6,792019.2
464/145.0761mz/2.39min,241133.89,223794.03,222621.69,307301.8,254040.28,314877.78
466/114.0914mz/2.4min,1454825.8,1231664.6,1433721.8,1408893.5,1247816.1,1427777.0
467/267.1317mz/2.38min,409671.94,712922.3,306776.72,182749.78,3014206.5,268394.9
468/296.1351mz/2.4min,1128710.6,798987.8,894123.44,1151478.2,1054824.0,1098807.9
469/225.1234mz/2.42min,296974.78,128051.87,273682.62,429875.38,356335.4,390872.16
470/190.0499mz/2.41min,788092.9,722842.0,881778.1,942568.1,878529.44,977757.9
472/138.055mz/2.41min,692011.7,683682.8,673483.3,813071.6,771623.44,929939.9
473/261.1443mz/2.41min,1602788.1,1066808.6,1371593.2,2090595.0,1689581.8,1738384.8
474/283.1263mz/2.41min,1113035.6,744662.6,773327.0,1470045.4,1131324.4,1082841.2
476/156.102mz/2.42min,264953.9,212424.97,175272.75,302523.28,157063.97,240837.3
477/232.1735mz/2.42min,137974.42,183503.6,29836.484,182473.72,176485.66,198415.06
479/244.1542mz/2.46min,305493.88,207862.45,430874.5,830353.44,349715.5,498424.94
480/320.1813mz/2.46min,217417.38,92002.02,362977.6,447891.9,581271.2,465113.66
482/141.0546mz/2.46min,463991.66,341907.88,402706.4,659221.0,757445.6,726767.56
483/231.1702mz/2.46min,1354788.4,1667485.8,660314.25,1791707.6,1619775.8,1572490.1
484/229.1184mz/2.45min,1152212.8,986576.9,969446.25,1620633.8,1473686.5,1261336.0
485/144.0808mz/2.47min,358230.88,159932.38,517087.03,636799.94,623513.44,704883.06
486/185.071mz/2.47min,626283.1,939930.75,436467.22,398586.5,793283.75,696848.5
487/217.0972mz/2.47min,977353.0,513416.34,1502260.6,1722579.4,1745764.1,2085578.2
489/259.115mz/2.5min,136263.38,208081.7,50019.14,125427.414,92850.67,129579.57
492/104.107mz/2.49min,9349.595,21008.223,229625.02,251059.75,34563.94,138277.9
494/172.0063mz/2.51min,478843.62,419753.94,310925.88,658742.2,575401.0,705474.5
496/205.0972mz/2.52min,285562.3,301027.72,273292.66,352590.78,318876.25,418171.34
497/138.055mz/2.5min,359227.16,348052.1,326007.78,415427.34,333056.94,506212.53
500/261.1233mz/2.53min,886098.7,1145650.6,697699.2,1031056.8,936937.44,1118964.2
503/167.0816mz/2.54min,3072909.2,3295394.8,2943476.8,3843405.8,3209839.5,3961350.8
507/265.1545mz/2.6min,459738.7,110563.95,69027.45,159050.94,435598.3,115443.31
508/120.0808mz/2.55min,245367.97,313193.25,166811.36,186971.14,255074.77,316140.03
509/147.0553mz/2.55min,856532.0,1244128.5,759045.0,896988.44,840922.94,947911.2
511/180.102mz/2.56min,837843.8,1019344.7,441340.0,774772.2,818104.4,952602.3
514/246.17mz/2.57min,7546119.5,5569598.5,7187780.0,12514999.0,8858718.0,8785116.0
515/247.1076mz/2.57min,437258.16,466195.53,327483.44,495047.4,434988.0,470147.5
517/249.1232mz/2.6min,356498.94,243375.53,287143.44,418605.56,207001.06,389052.7
518/287.1599mz/2.59min,769053.56,697677.9,406346.9,569944.25,1090767.9,1133297.8
519/246.189mz/2.62min,297558.12,346910.53,55911.46,368516.6,336120.44,276535.88
520/183.1016mz/2.63min,302393.4,280516.03,206359.14,232770.52,881545.1,295969.1
523/211.1441mz/2.62min,302427.25,418825.06,1920185.1,492598.88,1252701.8,552548.94
524/245.1859mz/2.62min,2159339.8,2612254.8,945779.4,3109329.2,2609407.8,2509862.5
525/231.1202mz/2.62min,0.0,22953.455,136761.31,8691.334,59278.72,84573.92
526/197.1285mz/2.62min,6243726.0,9634080.0,7679469.5,7568781.0,8324822.5,9349848.0
529/180.0656mz/2.63min,737293.25,647209.7,633424.56,906279.6,898509.0,969844.94
531/229.1546mz/2.63min,1860461.4,1984703.4,1528752.8,1971404.2,2148281.2,2238707.2
536/243.1339mz/2.65min,1657313.9,1471748.9,1360186.2,1958742.2,1757096.0,1875565.8
539/253.1158mz/2.66min,422179.88,157237.88,109273.15,193263.73,279812.3,211806.19
540/130.1591mz/2.66min,4536869.0,4149278.2,3103394.5,2921002.2,4415609.0,3768911.2
541/225.1233mz/2.66min,683509.7,602818.2,528506.4,892385.9,646696.94,663072.9
542/175.1078mz/2.66min,389082.1,454783.0,474927.1,626601.4,419422.88,673755.1
545/202.1801mz/2.67min,121156.52,116500.46,108620.305,120500.89,95908.805,86217.375
548/120.0807mz/2.66min,172458.34,311901.16,175864.22,231392.88,257986.73,457166.8
549/241.1546mz/2.69min,550209.44,552207.44,811137.06,894936.8,560306.3,655146.9
550/263.1388mz/2.69min,2789428.8,2863609.5,1673697.1,3762057.0,3456933.5,3163190.8
551/277.1181mz/2.69min,154332.45,123742.08,131083.92,196465.39,159511.25,165447.5
553/188.1281mz/2.69min,112318.81,135117.34,124306.27,186763.9,235920.16,239049.53
555/193.17mz/2.71min,552601.3,477543.4,308677.66,903062.9,609835.06,287205.53
556/86.0964mz/2.71min,500674.3,671661.3,601177.3,237029.83,611336.06,546847.75
557/132.1019mz/2.66min,1287601.0,1287098.6,902079.25,1480397.2,801259.5,1178551.5
564/193.0972mz/2.71min,303337.0,196848.6,261522.0,1270478.1,1365319.2,1111378.4
566/185.1285mz/2.71min,743528.94,1033478.0,736033.4,843970.2,966937.94,1115099.8
568/183.0917mz/2.72min,279630.25,480185.72,242923.64,251725.02,205617.72,181161.25
570/246.1891mz/2.7min,252151.16,272438.1,34364.414,333261.4,316214.62,287653.22
571/114.0914mz/2.73min,1785271.2,1766001.0,1707635.0,1526313.8,2055230.1,2096698.8
572/160.0969mz/2.73min,530751.1,618577.2,571005.9,483441.88,673735.4,682252.7
573/260.1029mz/2.73min,475113.06,546018.2,463081.34,553764.2,473763.62,532301.1
574/138.055mz/2.73min,584896.94,673368.06,675584.1,955168.7,1038708.75,1165645.8
575/120.0444mz/2.73min,2382958.5,2415151.8,2231262.0,3745962.8,3581523.5,3798414.8
576/210.0219mz/2.74min,654382.5,615571.75,577421.1,888644.7,786778.25,911157.2
577/259.165mz/2.74min,938122.94,748224.1,841327.94,1243019.6,1146145.8,1168567.9
579/245.1858mz/2.74min,1787108.5,1977160.1,934440.6,2517405.2,2198962.8,1899394.6
582/327.1911mz/2.74min,196787.52,79465.73,363859.28,225892.7,325840.47,498098.97
583/255.1701mz/2.75min,685155.1,390720.4,1091143.8,1129167.4,1068644.4,1439528.1
585/160.1332mz/2.75min,1167645.8,823058.9,1682519.6,1690272.4,2072195.1,2228792.8
586/213.0658mz/2.75min,946901.3,884856.8,1059196.4,1216290.4,1293540.0,1374300.4
587/283.1262mz/2.75min,627109.56,468372.66,442135.66,722303.44,632359.06,627138.44
588/114.1277mz/2.75min,791369.56,516731.94,1089161.4,1136508.6,1337304.0,1406869.0
589/272.1854mz/2.77min,509642.97,479653.22,417144.5,498999.53,415303.66,384465.78
592/170.0792mz/2.77min,4479914.0,6953252.0,4084146.2,4081872.2,3427096.5,3275178.5
593/123.0916mz/2.76min,205276.08,196231.89,255227.36,285508.47,224861.0,290715.88
594/169.0761mz/2.77min,38243910.0,58977316.0,34552364.0,35175720.0,29716558.0,31124376.0
595/243.1338mz/2.77min,2944900.8,2402313.5,2082188.0,3274824.0,2717587.0,2692345.2
597/253.1157mz/2.77min,480738.4,376341.5,342421.16,296921.72,481748.3,492699.0
599/254.1597mz/2.78min,527872.06,347709.84,195704.58,560020.94,429923.94,338379.38
600/256.1066mz/2.78min,287518.44,303199.62,263648.16,359924.16,350163.94,394844.06
601/259.1151mz/2.78min,3411354.2,3343077.8,3063713.2,3937430.2,3533804.0,4068228.8
603/179.0703mz/2.78min,413913.25,524254.62,534596.9,555291.44,575660.8,669734.4
605/374.1694mz/2.78min,152971.38,170053.66,131101.98,195549.3,190962.31,234533.64
609/275.1388mz/2.8min,474295.66,467685.75,384818.28,584833.75,485168.47,550460.0
614/181.0971mz/2.81min,1318875.8,1493159.9,1366992.5,1853485.1,1567615.4,1747617.0
615/114.0914mz/2.77min,1402812.1,1178632.2,1197728.6,1014488.5,2770657.2,2917851.8
616/160.0969mz/2.81min,815188.2,976648.44,954886.9,834797.56,1037015.3,1308321.5
617/245.1858mz/2.79min,693580.3,1435783.0,865529.7,1249470.1,954273.44,2595644.0
619/287.1711mz/2.84min,879035.44,403923.84,770230.5,1081291.0,992943.9,1015698.44
623/295.1287mz/2.85min,1624675.2,791370.5,1098673.9,1292181.5,2241821.0,1985852.9
625/197.1285mz/2.8min,327533.0,286134.75,362943.5,325724.62,592876.3,636101.4
629/209.1285mz/2.85min,313342.25,299285.72,413114.0,432653.9,456777.97,539650.5
630/166.0864mz/2.86min,251254.39,263654.03,199336.55,286634.8,290787.28,304220.38
631/243.1339mz/2.86min,5380444.0,4386810.0,4099227.0,5935387.5,4982051.5,5342236.0
633/203.1391mz/2.86min,123783.164,45013.6,68920.39,80760.125,74869.82,131170.88
635/265.1158mz/2.83min,409688.28,351345.34,310472.78,206218.69,201649.39,480207.88
637/279.1315mz/2.87min,335033.84,255859.11,233049.92,404804.56,337331.62,332535.2
640/428.2041mz/2.88min,623093.2,595049.7,292018.12,418638.44,509183.25,472595.8
642/271.165mz/2.9min,311577.78,205669.06,100103.25,158766.53,293440.94,288834.0
645/241.0971mz/2.92min,410733.47,641159.94,302645.44,313974.9,310446.78,292595.53
646/193.17mz/2.9min,200072.38,170596.14,55398.535,314087.2,207854.77,21307.545
647/132.1019mz/2.93min,702733.06,1127674.1,645111.8,793334.6,899433.25,833898.8
648/196.0945mz/2.92min,1011373.0,771645.25,974793.8,1297920.2,1180996.1,1321474.9
651/174.1125mz/2.92min,2635109.5,2252045.8,2406995.5,3134428.8,3437956.5,3499343.2
653/128.107mz/2.92min,4100356.0,3527242.0,3535012.0,4897458.5,4982755.5,5019468.0
655/262.0974mz/2.94min,274245.5,301005.22,215466.69,459933.56,514666.12,360996.12
656/279.1702mz/2.93min,655834.5,782260.5,354801.25,985389.94,835935.7,811447.44
657/183.0917mz/2.93min,2335394.5,3348509.0,2069358.0,2513068.5,1756918.0,1925008.0
662/319.1497mz/2.94min,463582.62,293167.25,317750.56,159053.62,309252.0,410347.88
663/208.0969mz/2.94min,346939.12,269273.72,283572.03,403700.16,311856.34,341939.66
664/331.1972mz/2.95min,693553.06,572260.1,379305.0,363044.84,612689.3,621913.4
665/213.1022mz/2.96min,358018.44,451657.2,303566.66,380137.88,280073.1,289067.03
667/204.1244mz/2.95min,395639.28,377931.56,357233.44,549811.9,448799.2,454259.34
668/255.1314mz/2.96min,584550.06,516484.78,281099.47,321914.62,480723.72,447128.2
670/170.1176mz/2.95min,1093421.1,692674.8,575208.25,449982.34,845952.06,606757.25
671/210.1101mz/2.95min,1146046.5,806619.0,747363.1,460183.0,921389.06,705793.0
672/154.1227mz/2.96min,811866.06,630885.1,376483.47,395323.3,617647.5,554873.6
674/172.1332mz/2.96min,1318822.0,1104643.4,664700.5,662877.6,1086157.8,991094.25
675/197.1285mz/2.96min,476515.44,657154.0,568109.44,284581.72,766676.75,744374.94
676/188.1282mz/2.96min,282521.38,177568.23,171324.31,96798.875,247152.7,172505.8
678/215.139mz/2.96min,975299.75,922239.25,621315.6,581550.56,1065866.8,899781.44
679/249.1208mz/2.97min,513118.06,415673.1,470925.78,259577.61,296147.94,287730.25
681/213.0658mz/2.96min,517032.3,477705.06,383329.16,472226.28,453495.16,439099.28
682/428.2041mz/2.97min,1223491.2,1140173.5,576705.9,908026.9,1101131.0,937369.4
684/86.0965mz/2.92min,1149587.1,1005500.56,990992.1,1409361.9,1486986.4,1348629.1
686/180.1019mz/2.97min,944839.1,1120084.5,752372.8,1152522.8,940360.5,1160806.2
690/120.0808mz/2.98min,1208204.0,1310500.4,755007.06,1005103.1,1066507.8,1135207.0
692/196.0944mz/2.98min,934217.9,1010928.75,1061391.0,1209003.2,958544.06,1297748.8
693/166.0863mz/2.98min,300078.06,388827.47,238329.7,276461.1,291876.66,333318.1
694/174.1125mz/2.98min,2886631.2,3079903.5,2966201.5,3974372.0,3638573.8,4073060.2
695/132.1019mz/2.98min,892605.6,1904012.2,854186.94,1076516.9,1098750.0,1171838.4
696/156.102mz/2.92min,787805.94,630078.9,658851.44,917027.06,955180.1,940045.06
700/195.1129mz/2.99min,1222503.4,1459163.2,1312557.6,1812531.9,1564852.9,1680581.4
702/277.1181mz/2.99min,1347875.2,1089481.5,1018903.6,1560504.5,1280127.2,1309939.0
703/412.2091mz/2.99min,853435.3,823291.2,414391.78,657699.0,799718.1,691163.94
707/104.107mz/3.02min,163635.02,115652.5,139213.44,577392.06,177765.7,192771.12
708/231.1703mz/3.01min,318384.62,251252.58,290667.06,417448.6,405509.44,389317.6
709/139.0866mz/3.02min,1495478.8,1279763.6,1014985.8,1659899.1,1739563.1,1483496.5
710/205.0972mz/3.02min,1999764.5,1736786.6,1440329.2,2284602.2,2377389.8,2024657.6
712/245.0896mz/3.02min,5032410.5,6102556.0,6561697.5,6380748.0,7155104.5,7933967.0
713/223.1077mz/3.02min,8458168.0,8291878.5,7156958.5,10672614.0,11934463.0,10311062.0
714/181.0971mz/3.02min,3349050.5,3088832.8,2501631.8,3910545.8,4047438.8,3604632.8
715/241.1545mz/3.02min,187727.44,151719.1,381348.8,225338.88,311133.84,248124.3
716/246.1698mz/3.02min,372656.47,199395.33,268080.56,312528.53,352368.3,402793.78
718/279.1701mz/3.02min,382727.94,382825.8,247379.78,732188.0,544505.44,527512.3
719/186.1125mz/3.03min,461549.97,482293.5,450676.34,379820.97,509295.8,442111.72
721/222.1601mz/3.05min,376777.12,384492.56,334819.0,511785.44,417456.62,440779.62
723/251.1365mz/3.05min,515764.97,568398.4,411854.0,618829.3,513208.88,537161.1
724/120.0444mz/3.05min,258623.52,266291.47,263959.0,298348.12,308907.03,366561.12
725/148.0393mz/3.06min,373393.38,380252.84,390773.12,408348.03,407586.94,510094.9
726/191.1042mz/3.06min,347974.8,339510.28,239241.69,382022.22,299491.53,302674.88
727/257.1493mz/3.09min,481900.94,473286.7,80341.58,494899.94,458314.1,132371.89
730/211.1441mz/3.06min,11700899.0,14518784.0,10712171.0,13945587.0,13058729.0,14436567.0
732/212.1473mz/3.06min,1400100.2,1768871.5,1250752.8,1648020.6,1533613.6,1732670.1
733/401.2156mz/3.07min,280008.75,195923.1,222066.81,737239.94,544254.9,174145.38
736/289.1755mz/3.07min,674370.25,728755.75,355054.94,289826.53,668462.6,617471.94
738/379.2336mz/3.07min,507438.3,360944.22,428637.84,1409653.1,1273121.4,662661.44
739/259.144mz/3.08min,249373.72,141118.19,233167.5,375915.78,319470.25,375403.34
741/261.1096mz/3.09min,25537.52,50614.9,262299.34,118321.1,15973.291,100728.33
743/245.1358mz/3.09min,1430411.8,1510822.6,7975173.5,2897154.8,1431866.4,5373493.5
744/223.1539mz/3.09min,579315.3,443136.66,1706360.6,714371.2,444033.97,1215803.1
746/240.1804mz/3.09min,1668030.5,1142444.0,3404021.0,2064032.0,1166323.4,2523126.8
747/246.1392mz/3.09min,121032.63,133354.39,839873.2,208025.69,121773.5,547558.8
748/103.0754mz/3.09min,143400.95,115452.72,489334.0,186286.97,112121.24,336391.34
752/412.2091mz/3.1min,1267739.1,1140893.5,627175.75,1055733.2,1269836.6,989015.3
755/173.1285mz/3.12min,606034.25,314420.62,454277.75,598217.44,610765.25,920245.5
756/279.1313mz/3.12min,434319.1,655412.4,219303.48,411636.2,316811.16,366573.12
757/259.1763mz/3.13min,624667.56,498254.0,395019.8,627259.0,476966.06,552888.25
758/120.0808mz/3.13min,1488796.4,1424732.1,986970.4,1539456.0,1408805.0,1477485.6
759/166.0863mz/3.13min,611086.2,636615.0,435680.9,656372.4,605524.25,675333.3
760/208.0969mz/3.13min,1063070.5,1107410.8,810775.56,1197136.8,1164053.5,1271982.8
761/100.1121mz/3.13min,1088289.5,1112742.9,577183.25,850255.2,959633.6,892695.4
762/146.0793mz/3.13min,256723.14,213267.66,243774.38,764250.7,560955.44,314818.78
763/145.076mz/3.13min,2965003.2,2597887.0,2853087.0,8240875.0,6281527.0,3638754.2
766/194.0812mz/3.13min,121579.54,86247.84,100766.92,542514.94,577454.9,478410.06
767/211.1441mz/3.14min,6751099.5,10594830.0,4748145.5,8144763.0,7519305.0,9322549.0
769/194.1152mz/3.14min,1286272.9,1216490.1,1049623.8,603803.4,1177979.6,970679.25
770/109.1012mz/3.14min,767300.8,581646.9,429901.2,580276.3,653742.06,466324.66
771/155.1066mz/3.14min,512349.34,352498.2,295587.8,293915.03,339806.22,231001.44
772/172.1332mz/3.14min,1558263.4,1158273.6,913273.75,723121.3,1346567.5,986240.94
773/190.0499mz/3.15min,230880.97,369650.47,248027.47,272709.03,267868.38,291421.1
776/165.0911mz/3.16min,150199.94,103223.414,86478.82,71970.81,96623.586,87619.34
779/257.1494mz/3.15min,440368.8,360391.4,302047.97,675555.75,388330.8,447733.16
780/265.1157mz/3.16min,407353.12,334127.12,332340.28,201861.02,237947.19,293314.47
783/217.0972mz/3.17min,157848.14,171059.95,73141.54,190568.53,140594.56,157738.1
786/245.1285mz/3.17min,1221227.4,1425210.1,1186731.6,1475473.6,1293396.2,1485283.2
787/251.1365mz/3.17min,191597.89,221176.52,151429.31,183980.03,198145.44,191938.31
789/185.071mz/3.18min,165542.89,367904.7,160366.58,129232.28,168362.58,136949.88
791/284.1392mz/3.19min,124049.984,94706.01,99497.05,160053.81,117751.06,143246.58
795/162.055mz/3.2min,1083658.5,1361173.2,955498.44,1110254.2,1185879.1,1309501.8
799/247.1077mz/3.21min,916355.1,693199.25,722819.5,1261589.9,1162166.1,1165798.2
801/169.076mz/3.19min,357618.75,658176.5,310602.72,403327.1,378738.4,119316.11
802/252.1593mz/3.22min,409173.3,251134.78,687238.2,347727.12,521587.9,446807.1
803/202.1438mz/3.22min,344966.53,411539.0,352140.25,314764.28,490730.3,397233.72
804/116.0706mz/3.22min,825093.75,925756.3,717304.44,1089301.8,1058089.4,992277.44
805/293.147mz/3.22min,981591.25,665864.2,603831.25,1053112.1,902533.94,864490.25
806/271.1651mz/3.23min,825723.2,585234.56,495446.12,741463.1,864302.7,810389.06
807/267.1567mz/3.23min,0.0,0.0,0.0,0.0,177303.17,0.0
808/193.17mz/3.25min,94457.016,83332.46,70813.06,189442.2,161828.34,138966.88
810/259.1442mz/3.25min,74887.37,0.0,81011.03,163388.75,129673.05,174115.33
811/281.1471mz/3.24min,779814.25,431097.88,278567.12,482853.2,584580.1,701428.1
812/118.0651mz/3.24min,874554.1,1029167.7,691266.25,927846.8,885294.56,994668.0
813/164.0706mz/3.24min,422202.88,446618.66,344996.25,557020.7,505435.47,524930.44
814/182.0813mz/3.25min,1910998.6,2119753.8,1724538.8,2628720.8,2443793.5,2637333.0
815/195.1129mz/3.27min,203716.86,313303.94,446025.97,312600.28,643457.56,318851.06
816/120.0444mz/3.25min,552560.1,497534.2,619454.1,831029.4,715616.44,828364.1
820/259.1651mz/3.25min,1207527.9,1086914.6,714674.06,1141783.1,1224805.2,1115240.6
822/241.1546mz/3.29min,291950.56,115608.36,182430.03,277968.25,286552.66,316265.1
823/289.162mz/3.27min,593697.25,634908.44,4491665.0,586432.5,2817917.8,3157173.2
824/284.2066mz/3.27min,1428763.4,938978.3,3390660.8,1105586.8,4495241.5,2941466.2
825/267.1801mz/3.27min,169491.86,141056.23,870716.06,134486.77,799599.56,694248.4
826/209.1285mz/3.27min,334585.16,362186.34,364768.44,528267.0,460086.1,470300.97
827/103.0754mz/3.27min,29449.066,19063.535,181200.33,11750.377,148916.67,132940.7
829/146.0601mz/3.27min,507096.0,751060.8,618419.06,576428.2,710330.5,713141.06
832/285.1307mz/3.28min,88197.46,135181.78,55248.61,35617.14,49945.914,78091.97
833/204.1232mz/3.28min,67524.086,125823.41,56841.402,91993.67,92571.74,70730.69
835/245.1285mz/3.28min,1710432.2,2396784.8,1192132.9,2132651.5,2032710.0,2239876.0
836/336.1663mz/3.28min,1246237.6,1021476.06,984755.06,1590234.6,1253754.1,1333079.9
837/245.1859mz/3.29min,386529.97,303831.75,377266.56,541931.25,519451.0,484073.56
838/217.1547mz/3.3min,795601.06,590904.8,492358.6,708991.25,684862.25,875900.7
843/195.1129mz/3.31min,560753.06,701323.6,776163.8,814705.56,1064461.5,790490.56
846/284.1393mz/3.33min,390660.34,372431.62,234872.52,536880.8,409315.38,429744.44
848/220.1193mz/3.34min,470653.84,420249.4,374929.16,482603.78,641149.5,662747.75
850/303.1912mz/3.35min,2274191.2,1820813.5,1454983.6,1270608.9,2262733.8,1584068.0
853/210.1101mz/3.36min,131048.5,132481.11,116091.0,160568.47,117090.29,166766.47
854/188.1282mz/3.36min,738715.9,717325.9,616763.8,878816.75,786439.7,830837.4
856/295.1627mz/3.36min,779077.3,626420.4,570611.94,814770.56,848488.56,845713.4
857/169.0761mz/3.33min,262772.7,359647.75,82576.79,246788.28,96260.77,118710.484
858/273.1807mz/3.36min,427078.22,334743.28,265038.44,464077.06,497339.56,440576.97
860/227.1278mz/3.37min,341443.25,391436.28,177092.11,158164.64,186530.53,231855.67
861/279.1701mz/3.37min,93827.21,68122.98,44731.535,198628.81,131616.25,147569.77
862/285.1307mz/3.37min,666986.2,906649.2,447495.25,407940.28,454501.9,571660.94
864/211.1231mz/3.37min,3984196.8,5493841.5,3188228.5,3862196.8,2992551.8,2926052.2
869/176.0707mz/3.41min,407916.94,392124.53,427795.44,740240.75,670727.5,723139.56
870/130.0652mz/3.41min,257766.55,228631.08,265111.22,426345.3,362102.34,411017.16
873/213.1598mz/3.42min,1274125.1,1482104.2,1144001.9,1514557.8,1497544.1,1545400.9
877/295.1626mz/3.44min,603587.8,449404.9,407443.66,595030.06,594955.6,662697.44
878/243.0767mz/3.44min,301796.6,265330.62,406163.84,378913.34,430594.75,438165.34
882/155.0597mz/3.44min,643304.8,735674.7,852878.44,512940.9,768837.8,894841.8
884/273.1671mz/3.45min,501309.94,386188.12,583118.3,486589.22,336744.97,476557.3
885/189.1121mz/3.45min,320354.03,275290.62,211581.0,188257.58,394399.62,447481.72
886/243.0875mz/3.45min,1152510.2,1361381.0,963684.9,1074020.6,1128976.8,1050113.4
887/208.0857mz/3.45min,411107.6,406285.28,426245.34,211763.55,427096.22,519081.25
888/122.0964mz/3.45min,346480.97,374290.44,265978.9,436085.84,254136.08,300931.88
889/125.0961mz/3.45min,1017007.2,776843.6,658804.7,497506.12,859544.5,956384.5
890/415.1635mz/3.45min,362863.16,361463.5,423365.97,177193.0,385885.47,464658.62
891/105.0699mz/3.45min,1119185.5,1161497.5,854574.4,1376843.2,801050.5,946309.1
892/164.1071mz/3.45min,3418603.0,3794991.2,2960949.8,4564718.0,2739732.8,3286222.0
893/171.1016mz/3.45min,1380545.8,1124427.4,1023903.06,745248.7,1308186.6,1502440.1
895/267.1569mz/3.53min,43043.18,38875.57,29063.07,36896.945,293525.8,35926.56
897/268.0855mz/3.45min,371325.72,406630.84,449464.66,292882.12,412450.44,466799.7
