Filename	Class
2024_POS_CC_1_Run20.mzML	CTRL
2024_POS_CC_2_Run47.mzML	CTRL
2024_POS_CC_3_Run61.mzML	CTRL
2024_POS_CC-AZA_1_Run23.mzML	EXP
2024_POS_CC-AZA_2_Run38.mzML	EXP
2024_POS_CC-AZA_3_Run70.mzML	EXP
