Filename,2024_POS_CC_1_Run20.mzML,2024_POS_CC_2_Run47.mzML,2024_POS_CC_3_Run61.mzML,2024_POS_CC-AZA_1_Run23.mzML,2024_POS_CC-AZA_2_Run38.mzML,2024_POS_CC-AZA_3_Run70.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
708/646.5015mz/7.89min,395471.22,66849.914,309652.84,80661.75,1492366.8,656116.8
712/477.3338mz/7.93min,293509.94,147725.1,640505.75,202374.48,236832.61,203828.58
713/493.3285mz/7.84min,126936.625,81883.13,932099.4,29065.527,57372.336,185557.42
716/502.3867mz/7.87min,939941.0,111570.39,546433.4,158357.53,165318.1,53295.652
717/480.4045mz/7.87min,665335.1,192545.53,459720.4,325675.6,305622.62,111887.23
719/406.3289mz/7.86min,367358.88,79709.7,238369.4,53577.047,58103.32,32637.295
722/595.3276mz/7.88min,339282.44,188132.67,298220.75,284676.94,266482.38,161144.47
723/338.3416mz/7.87min,211391.6,91675.734,177680.81,89891.68,89729.63,70994.77
724/384.347mz/7.88min,459671.3,205370.1,346804.84,171800.19,185442.03,173338.94
725/554.1756mz/7.88min,447292.75,281623.4,355509.66,301666.5,351680.22,230070.03
726/479.3501mz/7.91min,280268.3,36095.07,243418.84,100699.11,139465.0,61898.66
728/712.4885mz/7.92min,0.0,11037.303,0.0,34875.61,2309799.0,42598.977
730/490.3888mz/7.9min,1374111.2,558797.9,1659601.4,643543.5,994048.9,695828.0
732/704.5221mz/7.9min,0.0,111608984.0,203718.78,50746680.0,47218284.0,36104412.0
733/508.399mz/7.91min,153368.69,368329.66,1532302.9,45367.36,82269.0,1160009.1
735/284.2947mz/7.92min,551137.5,326421.53,508888.25,401117.06,401689.84,324677.84
738/495.3441mz/7.91min,1342901.9,95132.984,519164.22,129740.23,144266.0,33037.344
740/507.4235mz/7.93min,480987.0,155626.05,291924.28,203087.81,202817.55,98319.35
741/513.3545mz/7.94min,59811.797,48329.67,495312.84,6830.2607,10815.045,86696.016
