row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_PF_MC_RCG_2_neg_20210511_Run97.mzML Peak area,GF_PF_MC_RCG_1_neg_20210511_Run79.mzML Peak area,GF_PF_MC_RCG_3_neg_20210511_Run198.mzML Peak area,
444,125.03564352448738,0.7972508,,,,,,,,,,,2841814.2,2876355.2,4354916.0,3452081.5,2855752.8,4720291.5,
1360,126.00192339405804,2.514911,,,,,,,,,,,414934.38,698469.8,284673.8,867808.3,1372649.9,1100272.9,
1222,126.00193208573187,2.4587166,,,,,,,,,,,266375.25,93324.53,97283.73,1109695.0,150126.62,1518233.0,
251,126.952920924613,0.5950741,,,,,,,,,,,1294435.5,661070.3,1156160.2,413411.88,219600.8,91185.15,
683,128.03534343757818,1.1629374,,,,,,,,,,,1052277.4,1108387.5,1565430.0,1089493.2,253819.28,478372.12,
84,128.0353456639985,0.40212652,,,,111,,,,,,,2.023532E7,2.5714998E7,2.8602924E7,2.2295878E7,2.2902308E7,2.4155714E7,
294,128.03537414037524,0.63049334,,,,13,,,,,,,4.486356E7,4.1552356E7,5.358648E7,4.4712E7,4.583993E7,4.78476E7,
38,129.03869200895022,0.38974813,,,,,,,,,,,978289.44,1178947.9,1556901.6,1222813.6,387842.47,1007383.0,
292,129.03872250844876,0.629744,,,,13,,,,,,,2459044.5,2249320.5,2682255.2,2375655.8,2474204.5,2512354.0,
391,130.0510545827113,0.7373092,,,,25,,,,,,,1064172.1,765830.56,925409.5,222647.53,283427.25,201128.22,
354,130.08729077147325,0.6873818,,,,57,,,,,,,9.893764E7,1.1641301E8,1.9959326E8,3.982308E8,4.486208E8,3.2456333E8,
1752,130.08732185064238,2.9622543,,,,,,,,,,,623942.5,647075.56,141086.98,1148213.4,363799.25,1291159.4,
527,130.08732346045701,0.90431046,,,,,,,,,,,640167.5,945128.25,1724157.1,4252546.5,4.0170988E7,7489445.5,
709,130.08732504665832,1.1865616,,,,,,,,,,,411248.25,187169.4,1349269.2,1.5984218E7,1.5517144E7,1202944.1,
1433,130.0873357766986,2.577793,,,,,,,,,,,2967621.8,4440637.5,4545049.5,2016937.2,5194005.5,5328529.5,
1053,130.08735024873627,2.1887457,,,,,,,,,,,393898.22,1780008.1,121563.95,2757307.5,2026968.8,2632923.8,
973,130.08735925538969,2.0990899,,,,,,,,,,,533703.8,207457.28,214722.81,8265827.0,3205170.8,695326.8,
1144,130.0873613021624,2.3210175,,,,,,,,,,,128192.664,355321.1,825457.1,913282.56,8993697.0,574454.8,
2822,131.0712616706309,5.8839126,,,,,,,,,,,19735.145,7099.592,27779.94,62051.934,97790.34,34779.22,
1617,131.07133353127668,2.7714074,,,,,,,,,,,1208065.5,1444970.5,189629.5,2589322.2,2628451.8,2911033.2,
359,131.0905781890152,0.6842718,,,,57,,,,,,,6485053.0,7556001.5,1.3113858E7,7272626.0,2.9643136E7,2.11006E7,
