row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_PF_MC_RCG_2_neg_20210511_Run97.mzML Peak area,GF_PF_MC_RCG_1_neg_20210511_Run79.mzML Peak area,GF_PF_MC_RCG_3_neg_20210511_Run198.mzML Peak area,
2007,236.09286512397958,3.218746,,,,,,,,,,,380235.88,516759.28,500832.8,557679.2,497130.88,591440.2,
1198,236.09287498951235,2.3736055,,,,,,,,,,,156816.25,261725.34,437067.6,3115356.0,1843087.1,3345434.0,
2695,236.10534728078156,5.1245666,,,,63,,,,,,,309880.75,421635.72,718480.3,515624.97,517183.03,399269.2,
1871,237.04050577381227,3.0555305,,,,,,,,,,,25677.271,64345.99,58390.363,352243.78,649221.1,1265977.2,
2057,237.06697941954374,3.2523143,,,,,,,,,,,238117.69,247529.55,329920.62,47410.457,136276.17,842319.8,
1974,237.06700221671198,3.1989088,,,,,,,,,,,126447.34,378073.6,565112.0,114604.95,92637.93,599675.7,
23,238.93169001971754,0.3461696,,,,43,,,,,,,550410.9,587119.75,465395.3,272757.28,417231.06,273552.47,
2850,239.0672972602488,6.0282645,,,,,,,,,,,299495.53,1887747.8,142542.11,134933.48,146475.69,145249.92,
1243,240.1354534224104,2.4227824,,,,214,,,,,,,1.5941681E7,1.9493982E7,1.8197536E7,1.711108E7,1.8526784E7,1.7442174E7,
727,241.08298132913413,1.1961573,,,,,,,,,,,2959010.8,80568.89,631145.6,440646.3,313198.25,744008.2,
863,241.08301296898767,1.8528634,,,,180,,,,,,,2744866.5,6389132.5,6173294.5,7076679.0,6912622.0,8192963.5,
1671,241.11942365228143,2.8486016,,,,37,,,,,,,3.3049416E7,6.4003196E7,6.844831E7,9.493395E7,7.3376456E7,9.5102584E7,
1465,241.1194652364152,2.6337264,,,,,,,,,,,1.858302E7,1.9890682E7,2.0839634E7,2.457673E7,2.0437392E7,2.5590182E7,
315,241.97960439687412,0.6189516,,,,,,,,,,,0,17667.62,161713.55,562058.5,573783.94,307301.34,
1458,242.0163745402526,2.5735185,,,,,,,,,,,149571.86,395731.84,171331.92,2557819.5,641145.8,152570.84,
1215,242.0163816825734,2.4509687,,,,,,,,,,,13436.385,68218.85,1467722.9,703412.9,3208693.2,309143.2,
1007,242.01648197967756,2.1793938,,,,,,,,,,,0,0,22438.998,2250821.2,0,0,
213,242.0782693546781,0.521359,,,,,,,,,,,581928.5,1030042.25,1226441.0,1304275.9,1332076.8,1431568.0,
2746,242.1185864430065,5.3937707,,,,107,,,,,,,60667.605,146981.83,182492.66,611218.9,544612.94,420729.75,
2629,242.13979550305945,4.860986,,,,97,,,,,,,2770942.0,3656042.8,4749122.0,9616789.0,9010661.0,8780661.0,
2511,242.17620263513183,4.3564415,,,,152,,,,,,,513863.94,539223.2,489750.66,407203.56,400170.0,508037.28,
302,243.06203916302726,0.6379145,,,,13,,,,,,,3430956.0,4348493.0,5707580.5,1.0669415E7,1.0158327E7,1.1362025E7,
75,243.06210640789186,0.39644635,,,,111,,,,,,,883908.0,619952.94,1677566.2,1934842.0,1909837.6,2392365.8,
2621,243.1599656288354,4.841866,,,,139,,,,,,,258941.78,245091.11,324316.8,667124.56,553217.7,960850.06,
1565,243.1713035445678,2.6995306,,,,,,,,,,,2003796.9,2361082.2,2191246.5,1236991.6,2552330.0,1322193.2,
1482,243.17133987047418,2.6227553,,,,,,,,,,,1898544.0,3534793.8,3390699.8,5425126.0,4418792.5,4254431.5,
1353,243.1713754038393,2.5192301,,,,82,,,,,,,1757930.0,2455640.0,2213238.0,4772610.5,3814172.5,4140380.2,
2888,243.19640599672474,6.2118993,,,,93,,,,,,,8882738.0,9247052.0,1.011774E7,1.0402282E7,9962099.0,1.047893E7,
2921,243.19643857540424,6.435598,,,,138,,,,,,,600654.3,724601.1,794092.5,821032.9,692123.56,930603.5,
2805,243.19644032998258,5.767753,,,,,,,,,,,20899.023,32256.61,33852.465,401383.47,389098.2,335938.47,
1311,244.0283748170387,2.48036,,,,,,,,,,,1071502.8,441849.1,5835.7705,0,21546.215,47591.902,
1505,244.02842749572747,2.621739,,,,,,,,,,,31271.436,851638.5,491669.5,308493.9,448965.97,291841.72,
985,244.02848584317456,2.1309173,,,,,,,,,,,3789.9985,147214.9,26016.371,0,2378943.5,2557230.8,
799,244.02850902506043,1.435976,,,,,,,,,,,0,0,0,2660503.2,56243.438,22091.549,
1681,244.08251165033695,2.8806336,,,,,,,,,,,362802.8,234345.08,497656.6,591393.44,1245867.9,1654192.8,
1940,244.08263985780354,3.2041728,,,,,,,,,,,640442.75,884891.94,898449.94,3299220.5,2464731.5,2591244.8,
2042,244.08264021991445,3.2566655,,,,,,,,,,,1076306.5,1907139.5,2640891.8,1358507.4,4085840.8,2684354.2,
227,244.1301011362932,0.5417991,,,,81,,,,,,,3973896.0,5437517.0,8400506.0,1.1726306E7,8265523.5,9950079.0,
545,244.13016951969405,0.99747056,,,,,,,,,,,379914.8,663554.25,276605.7,4059582.5,631819.7,3416907.5,
623,244.13018014499255,1.1162583,,,,,,,,,,,516365.06,1025761.94,3655680.0,1845681.6,2827267.0,325717.25,
725,244.13019999562346,1.1606174,,,,,,,,,,,1482389.1,2174990.5,1423731.9,849153.25,239822.84,541529.6,
186,244.16656651346094,0.4479637,,,,,,,,,,,28533.582,86623.19,237875.36,780404.06,453195.8,456779.34,
306,245.1140897839911,0.6428654,,,,58,,,,,,,1996552.6,1763758.4,2315740.8,6588731.0,6111752.5,6215956.5,
215,245.1140964824145,0.55916744,,,,81,,,,,,,507543.47,1372299.5,1194468.8,2896360.5,2779986.5,1206572.8,
1138,245.1142345791194,2.3341746,,,,,,,,,,,308671.8,512429.62,1615445.1,5139223.5,4629881.0,6218458.5,
2478,248.1292015047122,4.283039,,,,137,,,,,,,2072379.8,3511564.8,2982521.2,1769405.6,1799943.6,275235.44,
3711,248.96042904997725,10.278879,,,,,,,,,,,65649.61,0,25469.523,7078.3325,455736.4,34777.49,
27,248.96048294031777,0.347612,,,,43,,,,,,,636147.6,747231.0,702015.06,649798.75,109511.15,596887.06,
581,249.13560862083094,0.9972925,,,,,,,,,,,1.5169862E7,3.5106456E7,1.2780904E7,2.476333E7,2.225895E7,1.6474921E7,
513,249.1356119749138,0.9588267,,,,61,,,,,,,5519377.0,1.121761E7,1.9076046E7,4.3924692E7,3.526248E7,2.4940716E7,
651,249.13561982102806,1.0612761,,,,,,,,,,,3.0863414E7,1.5953744E7,5035592.0,6366573.5,8669238.0,4101618.2,
870,249.1356826358501,1.8880448,,,,,,,,,,,2902113.5,1.065581E7,8794204.0,5877403.5,5569950.0,5083300.5,
897,249.13569465267435,1.9270731,,,,,,,,,,,5220834.0,3935163.0,2186959.2,4097033.8,3767081.0,3345689.5,
2882,249.14945662830718,6.190193,,,,,,,,,,,0,26192.207,56208.5,196363.34,181254.3,161495.08,
2828,249.1495250935918,5.9015326,,,,,,,,,,,148576.67,134540.36,128696.984,137488.42,163253.19,139517.89,
2944,249.1496358202338,6.620838,,,,,,,,,,,222928.84,520010.66,254568.83,371362.78,324018.53,417914.44,
2592,251.1037706832058,4.6687055,,,,,,,,,,,128969.125,193551.62,361927.34,650540.44,338696.0,377328.44,
474,251.10377265853518,0.8691392,,,,,,,,,,,44969.246,107642.27,334618.22,577149.5,299270.25,388545.4,
1616,252.08774759736377,2.766244,,,,28,,,,,,,19512.025,10197.04,16513.703,1830535.1,1559861.5,1106584.2,
609,252.14650624882188,1.0497576,,,,,,,,,,,299413.2,2552240.5,722472.4,385032.8,377042.94,320367.12,
92,252.14651355139256,0.42515454,,,,,,,,,,,684873.75,544927.0,408079.72,184899.95,230878.73,146352.72,
757,252.14652319928896,1.285197,,,,,,,,,,,4413106.0,434963.1,3609618.0,513965.44,131768.56,283975.94,
422,252.1465233610028,0.7842662,,,,,,,,,,,2493266.8,5665911.5,4014789.2,2630808.0,3114596.8,2614495.5,
497,252.14652580136342,0.891253,,,,,,,,,,,4742827.5,1698694.1,4201118.0,2629368.2,3425018.8,2781040.2,
697,252.14653010577013,1.1518303,,,,,,,,,,,2085553.2,496719.94,352910.7,239934.39,98257.39,98686.805,
811,252.14654592789194,1.4417151,,,,,,,,,,,258117.23,588907.25,1167161.2,2277658.2,108221.15,7064911.5,
850,252.14656987075458,1.6469146,,,,,,,,,,,795999.06,137440.12,974644.44,3263949.2,3568701.0,2032144.8,
2508,253.1189814839272,4.342891,,,,,,,,,,,129875.61,125310.25,149091.34,178422.66,372903.25,431329.9,
1763,255.12384829547148,2.9394796,,,,,,,,,,,350657.16,481118.56,770949.75,1463242.5,1719267.2,2574488.8,
94,255.13262777730242,0.4048206,,,,111,,,,,,,45964.906,178559.08,324308.06,1182239.4,1086462.4,1262171.1,
2449,255.1350617254608,4.053116,,,,,,,,,,,47808.203,63826.008,118989.5,110204.78,132841.98,384507.53,
1829,255.13507320794267,3.049036,,,,106,,,,,,,1316959.5,1995819.8,2032785.0,398609.7,1085074.8,736610.4,
2296,255.13512575154854,3.7134407,,,,,,,,,,,184658.69,213952.34,142785.0,97720.914,273277.94,170327.19,
1987,255.1351369157314,3.15018,,,,,,,,,,,121116.62,595053.9,286531.94,1800989.0,1973627.8,4457439.0,
3224,255.2328411133055,7.6866555,,,,2,,,,,,,150149.97,302724.25,319127.66,380335.9,413775.94,359533.6,
3724,255.8221394586106,10.376757,,,,,,,,,,,381973.75,0,217315.8,0,232597.38,235579.56,
271,256.0938104372929,0.6040053,,,,,,,,,,,1455514.0,1755446.5,1933636.4,1991380.1,2183665.2,2347881.0,
452,256.0938537198323,0.7615795,,,,,,,,,,,518401.84,125950.69,106867.78,101888.875,40045.266,112576.2,
2790,256.1343285409362,5.6752,,,,179,,,,,,,72031.664,217335.16,255298.39,905910.25,927956.75,359534.94,
2727,256.1917794840538,5.305402,,,,,,,,,,,426294.5,610049.94,658976.1,813277.7,828159.56,600865.4,
395,257.07787742225264,0.73490334,,,,25,,,,,,,2889384.5,3221875.5,3806459.0,4507389.5,4642408.5,5293016.5,
160,257.0778821213733,0.47608814,,,,111,,,,,,,571200.5,806345.3,1042320.8,601565.4,693822.0,685988.0,
364,257.11425898885653,0.7011199,,,,,,,,,,,30746.996,413261.56,465968.78,791930.06,534704.8,634317.06,
1862,257.11436553478546,3.0459538,,,,106,,,,,,,983146.3,1736045.0,2152312.0,4855368.5,3999374.2,4187193.8,
722,257.1143840483649,1.2216538,,,,,,,,,,,3130.0527,13745.37,25772.69,63951.03,291054.28,1001045.06,
823,257.1144668119565,1.5270176,,,,,,,,,,,0,0,0,54608.508,465988.16,821359.25,
2011,257.15076590969187,3.2252312,,,,,,,,,,,902021.2,1164298.2,1087575.0,4613342.0,5259375.5,8215094.5,
2260,257.15077786579974,3.6262076,,,,,,,,,,,36684.71,73663.17,54673.094,244160.22,338471.75,521570.56,
2701,257.1758402781691,5.152134,,,,,,,,,,,163800.03,247896.44,258501.62,518880.7,409330.9,575916.4,
2673,257.17585397249167,5.040521,,,,174,,,,,,,222130.5,314704.34,496453.62,1004330.8,776999.7,1076456.8,
2788,257.21218559816396,5.6639395,,,,,,,,,,,0,13896.371,20152.398,103089.19,108218.83,57496.406,
2907,257.21220654233133,6.3316245,,,,80,,,,,,,54130.754,77725.32,92874.57,82549.65,81450.945,120356.25,
2935,257.212247248849,6.5444794,,,,,,,,,,,3095564.8,3132429.8,3677736.2,3422125.2,3018840.0,3367946.5,
2959,257.212289731321,6.7008014,,,,,,,,,,,596049.0,662710.06,1521442.1,1319829.5,621366.5,1640693.8,
3725,257.8191169589718,10.3794155,,,,,,,,,,,380994.94,0,221541.47,0,231534.78,244279.22,
1799,258.0982499542299,3.0044305,,,,,,,,,,,377648.22,299044.2,680130.6,1381087.9,2006137.1,4893794.0,
2087,258.0982991702547,3.318629,,,,38,,,,,,,2994349.2,4919247.0,7198555.0,1.2164054E7,1.5930018E7,1.2781448E7,
1462,258.098313234247,2.6091669,,,,,,,,,,,3239.6855,770325.06,178225.66,4927606.0,994100.7,491165.53,
291,258.1457275872286,0.6287822,,,,,,,,,,,2945538.0,3826285.2,6533260.5,1.6365194E7,1.1629176E7,1.3193098E7,
537,258.1457488773494,0.9801895,,,,,,,,,,,68672.15,340997.34,284076.97,1714718.9,1458003.4,764737.3,
217,258.1820175218448,0.54368526,,,,66,,,,,,,192049.98,823012.06,1279821.1,1382522.8,907954.1,1240743.0,
415,258.1820469649868,0.7279499,,,,,,,,,,,274990.78,580521.5,906511.25,560295.75,259145.17,754420.6,
516,259.0756737418576,0.9305985,,,,,,,,,,,190697.83,103306.37,1530886.6,83253.164,74252.0,48815.65,
826,259.0757253234646,1.5735635,,,,,,,,,,,608272.94,639125.6,1732142.4,449104.66,135457.14,325095.6,
2047,259.1016177998308,3.3194075,,,,,,,,,,,232407.6,302583.44,380981.97,839725.3,1417523.4,990563.9,
1750,259.1018510645493,2.9407244,,,,,,,,,,,0,0,3155.3447,14777.189,101920.45,260363.27,
1845,259.10871676062595,2.961425,,,,,,,,,,,815483.75,533218.9,687598.75,474815.47,295081.66,728974.8,
1598,259.1088181449855,2.6803253,,,,,,,,,,,1911111.9,1885562.0,2509638.0,1879116.4,545270.75,2136382.0,
1322,259.1088495141651,2.4830158,,,,208,,,,,,,3.19283E7,4.3207904E7,4.3250804E7,3.5680236E7,3.9698004E7,2.3593814E7,
1426,259.1296496756808,2.584617,,,,73,,,,,,,1389436.9,1936179.2,2814577.8,5950484.5,5669836.0,6884830.0,
307,259.1297420100527,0.6422443,,,,,,,,,,,538015.9,592887.06,193535.73,4442190.0,3909790.8,2721734.5,
631,259.12977276864245,1.1293964,,,,,,,,,,,60250.176,356113.47,488978.6,3095343.5,2897730.0,4838557.5,
411,259.1297803433201,0.7537914,,,,,,,,,,,3298190.8,3257443.0,2168563.2,6373861.0,1.0003123E7,7602835.5,
182,259.1297964228663,0.5189604,,,,,,,,,,,328293.44,1196204.5,1035995.1,1836109.5,1414269.6,2182385.8,
931,259.1298867737275,2.025749,,,,,,,,,,,448204.94,369170.2,474251.12,917788.75,748543.56,1054666.1,
2731,259.191355766461,5.3152757,,,,,,,,,,,10345.765,20028.178,26096.248,110622.0,106272.836,115889.27,
2625,259.1913717046545,4.8463063,,,,,,,,,,,206140.3,246108.8,280266.2,379126.06,317414.84,296504.25,
2596,259.1914229584909,4.6956577,,,,,,,,,,,52748.004,62135.367,72333.11,91747.375,79137.86,90840.266,
1308,260.1121554063202,2.4815252,,,,,,,,,,,2347545.0,6549639.5,3069275.5,3207977.2,3767273.2,1149270.5,
212,260.1250622134758,0.5267617,,,,81,,,,,,,795251.1,1134931.2,1709590.0,1164870.1,650153.7,814282.2,
1506,261.1243737285337,2.637455,,,,124,,,,,,,198833.9,550600.2,163562.42,1.1361309E7,1.0399461E7,1.2078546E7,
2563,262.1084176846562,4.544557,,,,,,,,,,,852502.3,997197.56,1148885.0,1514052.8,1721593.6,893925.25,
1476,262.12773461896523,2.6296048,,,,,,,,,,,0,19532.537,6518.939,1597377.6,1425184.6,1338085.2,
2581,262.14484123415554,4.630136,,,,,,,,,,,1266419.6,1555197.4,1510827.5,1733072.8,1665797.2,1634904.2,
1352,263.14007261250913,2.5069058,,,,89,,,,,,,753522.75,847041.2,848389.75,2192670.5,1603920.0,1460020.9,
1417,263.140090253968,2.5556018,,,,89,,,,,,,1621936.9,2353641.5,2161941.0,1472767.2,1190424.4,1190997.0,
146,264.14654517338187,0.42078337,,,,,,,,,,,66145.46,210937.6,251387.25,527059.56,396742.5,561850.0,
629,265.11932333809517,1.0949651,,,,,,,,,,,106076.664,409622.97,1059039.4,236751.97,89308.17,52608.047,
936,265.1194064681618,2.0785456,,,,,,,,,,,89659.17,158668.28,274281.06,855251.5,410281.97,424015.78,
3695,265.1477944944051,10.2247,,,,,,,,,,,100568.336,151962.02,132889.44,160664.48,13943.863,134383.89,
2836,265.14781497822986,5.9438143,,,,,,,,,,,5316541.5,5010490.0,8514779.0,1.7032692E7,0,1.1153158E7,
3717,265.1478370064628,10.330444,,,,,,,,,,,82483.945,46100.41,91108.73,49177.918,55428.32,98109.96,
2867,265.14784272261164,6.125279,,,,,,,,,,,0,9686.977,0,17664.273,1.52179E7,0,
2707,265.1557212045853,5.1822915,,,,,,,,,,,22451.348,28560.785,7015.71,324350.7,312582.0,538148.6,
460,266.08936992987276,0.82394034,,,,155,,,,,,,1846484.8,1789317.0,1963786.6,0,0,0,
1361,266.1146276871462,2.5184715,,,,82,,,,,,,773353.5,1130986.0,1420715.4,1744659.6,1491813.2,1166880.6,
475,267.0733450302414,0.8539713,,,,155,,,,,,,572779.0,843956.5,1305458.8,6745072.5,6213224.5,7862947.5,
109,267.0962148088632,0.4087852,,,,111,,,,,,,76388.33,414189.84,653820.25,1211989.4,1077485.9,1241997.9,
2266,267.0986973440341,3.6380699,,,,,,,,,,,122895.07,151710.92,305745.44,597796.6,260147.39,386831.7,
280,267.14616881390106,0.54055923,,,,66,,,,,,,2090526.4,3141177.2,4765083.0,4178414.8,2585046.8,3067459.2,
2672,267.16015955710924,5.0333157,,,,,,,,,,,300036.34,240453.19,230954.19,473601.3,289243.4,403088.78,
2635,267.16017019861266,4.871569,,,,,,,,,,,47729.945,72316.47,85484.57,166139.61,154517.06,200128.2,
2495,268.09795268571764,4.2677245,,,,,,,,,,,541729.3,567332.6,639307.6,263006.7,241910.27,193781.83,
2474,269.0567444551045,4.158243,,,,,,,,,,,11029.223,15151.44,33234.51,221266.25,208310.38,591758.25,
234,269.080997599927,0.5457702,,,,81,,,,,,,1206595.5,2826682.5,2740123.5,5676906.0,5861893.5,4844412.5,
71,269.0812402036138,0.45408362,,,,,,,,,,,1038508.9,616442.4,227361.52,0,36689.117,0,
1791,269.114305824343,2.9806263,,,,96,,,,,,,0,2963.3394,13425.326,941661.5,1187915.6,2137788.0,
128,269.14827859750125,0.43852624,,,,,,,,,,,74572.7,68088.27,132708.27,307782.38,390302.22,131391.7,
1927,269.1507828942745,3.1245766,,,,,,,,,,,976040.25,1434297.0,1369521.2,254800.77,130849.8,24490.043,
2710,269.1757914483201,5.2264466,,,,,,,,,,,0,3263.1052,81714.59,211694.69,167857.62,208021.62,
2649,269.1758042456578,4.9397144,,,,160,,,,,,,84914.016,133657.12,250227.97,556270.2,378185.8,633331.5,
2842,269.212134800563,5.9265513,,,,,,,,,,,63586.234,109632.62,103937.91,151815.39,142724.58,250925.78,
2816,269.212155277559,5.832415,,,,,,,,,,,511700.3,526000.7,744949.44,834694.75,824423.3,676093.6,
2794,269.21216985703734,5.7792797,,,,,,,,,,,171834.39,105531.89,178461.28,338565.12,248570.34,202368.03,
2861,269.2121716104861,6.141859,,,,,,,,,,,19658.34,88621.58,66690.22,455764.62,465367.03,446664.97,
2909,269.21218321809346,6.360502,,,,,,,,,,,53329.965,44480.66,228387.9,83632.28,79402.45,77212.83,
2919,269.2122109518164,6.4257855,,,,,,,,,,,58671.71,81279.1,88542.86,109025.28,117138.22,117658.445,
2936,269.21222417589206,6.559843,,,,,,,,,,,222713.0,261938.55,299108.0,368017.94,333920.3,371676.1,
2950,269.2122784297235,6.656082,,,,52,,,,,,,525204.25,573877.44,667751.8,693152.0,671347.56,851014.7,
2972,269.212315009802,6.831347,,,,,,,,,,,448943.34,549618.6,584803.3,575097.0,549859.1,738676.3,
575,270.14586996186375,1.0135924,,,,,,,,,,,230552.84,93203.984,528298.94,5878470.0,1.1372146E7,1.4329144E7,
672,270.1458726990015,1.1456763,,,,,,,,,,,80120.414,403805.84,508559.97,1.4833267E7,3967105.0,4853452.0,
840,270.1459390169093,1.6594559,,,,,,,,,,,0,98001.18,224318.6,3595384.8,3366853.2,5171127.5,
223,271.077973399882,0.5433054,,,,81,,,,,,,175346.28,908872.0,853427.7,1800633.1,1840833.6,1580855.8,
2308,271.16640373859957,3.68285,,,,206,,,,,,,355379.62,493049.9,550559.8,429793.28,550843.06,1303797.0,
2113,271.16641693415056,3.3503373,,,,,,,,,,,814793.75,1035270.44,1183167.2,2085975.0,1977113.5,1454693.2,
2229,271.16642119337024,3.5441046,,,,141,,,,,,,115824.07,158900.42,158110.52,250107.03,295084.4,390140.8,
2735,271.19142847546897,5.3323436,,,,150,,,,,,,186971.39,158890.84,154215.72,131461.2,117709.33,97038.33,
2757,271.1914468819494,5.45323,,,,,,,,,,,300504.94,361445.2,462533.66,1905484.1,1577742.1,1854970.0,
3515,271.19149569347434,8.523895,,,,207,,,,,,,1051881.2,288238.56,690302.7,514180.84,2010848.6,660033.56,
2845,271.22779821207513,5.9936466,,,,,,,,,,,1121663.4,1459926.9,1617769.8,2504455.2,2545665.8,1908306.8,
2906,271.22781964861815,6.328919,,,,80,,,,,,,103636.266,124251.63,160083.27,192660.45,194697.34,194406.22,
2922,271.2278364376103,6.4382915,,,,138,,,,,,,290844.88,348845.53,398118.62,405972.94,395013.5,389924.22,
2940,271.2278994756154,6.5966706,,,,,,,,,,,192607.36,218303.73,289475.53,270733.88,260103.3,279053.3,
3012,271.2279196729223,7.0700583,,,,,,,,,,,8276757.5,7714282.0,9648310.0,8943170.0,7890666.5,1.1299145E7,
2979,271.2279373725232,6.863709,,,,62,,,,,,,7332669.5,6763681.0,7951292.5,6684802.5,6261852.0,6566207.0,
244,271.9902770239689,0.5843596,,,,,,,,,,,877994.6,929067.1,1402188.1,142171.44,141981.53,26178.645,
323,271.9903183952483,0.63860923,,,,,,,,,,,133861.3,769903.5,1825190.6,2097996.8,1833100.5,1280334.9,
1091,272.1252774422332,2.270489,,,,,,,,,,,611431.25,540190.1,490845.1,3665346.0,3847849.5,6132171.5,
1680,273.08808493156386,2.8436062,,,,,,,,,,,183013.58,284816.16,543206.75,1136330.4,880555.75,1097011.5,
933,273.1093034255173,2.112882,,,,,,,,,,,99569.86,89090.72,127119.86,480645.3,1072391.5,1036046.75,
1248,273.1093485202112,2.4666984,,,,,,,,,,,245789.02,135559.33,173855.23,390030.62,1269901.2,1643974.1,
1614,273.14557901086533,2.7769449,,,,,,,,,,,261397.12,413830.4,510321.72,1134511.6,724972.06,768303.8,
678,273.156765251359,1.1018825,,,,,,,,,,,1104018.9,202228.22,179195.86,37538.438,7332.2734,13993.967,
577,273.1567939061927,0.9952242,,,,,,,,,,,397302.97,1244328.9,1577847.4,282478.3,245623.92,299401.2,
456,273.1568253043278,0.7870547,,,,200,,,,,,,1382187.6,871922.0,949045.3,400518.0,256876.16,204367.9,
1406,274.11983742177057,2.5654638,,,,162,,,,,,,5042443.0,6166284.0,5349343.0,3973418.8,4715758.0,5401179.5,
1261,274.11986876938107,2.4419978,,,,214,,,,,,,8407115.0,8098633.0,6615888.5,5067078.5,5852879.0,4432244.5,
355,275.0706369958714,0.6878349,,,,143,,,,,,,835530.7,758747.6,679501.4,622051.5,761275.3,718747.9,
1809,275.10380700397053,2.992872,,,,90,,,,,,,5970804.0,6835072.5,7411920.5,1.0691221E7,9890211.0,1.1025958E7,
1534,275.1038367897894,2.682542,,,,,,,,,,,588607.4,706471.3,805893.94,1061199.6,1305753.0,1194404.9,
378,275.1247851842542,0.71580887,,,,,,,,,,,0,0,0,414982.0,449121.06,873570.3,
1385,276.0004934776654,2.5864506,,,,,,,,,,,0,23503.674,1191623.2,0,0,0,
1801,276.0005190730237,2.9982624,,,,,,,,,,,95848.32,113166.195,774221.6,3212507.2,1394596.8,553434.7,
2634,276.1240350256089,4.874231,,,,97,,,,,,,1119660.9,1528984.4,1979810.6,4558012.5,4172967.5,4380296.0,
1011,277.0499464078595,2.1353781,,,,,,,,,,,255734.06,416335.97,746792.0,178759.56,38524.695,24661.79,
997,277.1192608678772,2.128029,,,,157,,,,,,,108567.18,121296.66,59032.336,8402056.0,7989354.0,9141076.0,
325,277.12267622146663,0.7171715,,,,,,,,,,,75616.53,322322.12,548636.44,1518662.4,1193551.1,738937.6,
1780,277.15565867409634,2.9404838,,,,90,,,,,,,756419.44,996221.1,939413.9,1823675.8,1838502.2,1552228.4,
1645,277.1556540545717,2.8332329,,,,,,,,,,,568671.5,777455.2,636408.0,1049727.2,863823.44,804300.5,
329,279.03883996116775,0.6695687,,,,,,,,,,,192420.64,346259.03,297139.25,2652530.2,2467034.5,3992984.8,
293,279.05959554687814,0.63039917,,,,13,,,,,,,487061.47,293387.62,256408.19,164446.97,167791.45,272345.25,
85,279.0596955563501,0.4021314,,,,111,,,,,,,833072.3,1170864.8,1291713.4,842148.25,862313.8,863585.2,
260,279.1097052845088,0.589562,,,,109,,,,,,,9128119.0,9724062.0,1.0971583E7,3044369.0,2988460.0,2567019.5,
801,279.1097547790057,1.3754915,,,,,,,,,,,242403.28,224562.73,707156.56,84683.69,521470.0,4226378.0,
859,279.134948853569,1.805019,,,,,,,,,,,23467.98,95659.234,79680.28,1582186.4,660217.3,788222.94,
1338,281.12416012179807,2.4972084,,,,82,,,,,,,1257416.5,1728601.4,1680599.4,0,0,0,
471,282.08422442770666,0.8408297,,,,155,,,,,,,812376.25,1011501.06,1547844.6,3667937.8,3426916.2,4634947.0,
2517,282.11356539004834,4.3743978,,,,,,,,,,,5812442.0,6762155.5,7054734.0,2421409.2,2289124.0,802519.3,
2089,283.12994167811877,3.320449,,,,64,,,,,,,1211963.4,1762817.4,1821615.0,970672.56,1042987.6,1114343.6,
3622,283.26411477505644,9.510018,,,,,,,,,,,71591.44,41853.59,58237.13,48365.38,116214.46,34491.02,
3640,283.2641253421881,9.7079735,,,,,,,,,,,235942.73,110976.445,178273.94,179008.12,431428.44,150163.19,
3363,283.2641714949311,8.138751,,,,,,,,,,,285847.47,79059.7,237085.25,339776.38,392815.6,204223.81,
1102,284.1251713006438,2.2808652,,,,,,,,,,,439868.12,515440.8,674925.2,3153398.0,2110174.5,2476819.8,
2677,284.1403983793858,5.040521,,,,,,,,,,,76912.18,139230.66,195515.28,383987.03,304054.12,68812.95,
663,284.161423320711,1.1693909,,,,148,,,,,,,103806.97,818785.25,1015702.6,709178.1,707368.9,349318.5,
916,284.16156730889765,2.0245512,,,,,,,,,,,669583.0,894190.8,1215280.0,425567.03,267830.8,294828.6,
1099,284.161589676285,2.2468598,,,,75,,,,,,,1117773.8,916729.9,578163.0,1287867.2,1299199.9,1817905.8,
1264,284.1616134189197,2.419846,,,,113,,,,,,,1033940.0,954058.25,1225734.8,577958.8,268471.12,685284.4,
512,285.1127739431573,0.9393992,,,,,,,,,,,109023.445,665576.0,445736.0,347739.16,468420.03,395904.16,
2452,285.1132812651447,4.058272,,,,,,,,,,,472009.4,533892.6,652698.3,982784.8,852378.3,1040000.8,
2169,285.1133582653629,3.4401367,,,,120,,,,,,,1022050.25,1229527.5,1135883.6,2848004.0,2561832.5,3254694.8,
1128,285.1455792995767,2.3002045,,,,,,,,,,,41279.06,7637.5464,55348.85,336689.25,301361.88,754797.1,
2410,285.1455910533972,3.9359643,,,,110,,,,,,,1191845.0,1537869.9,1800945.2,1913888.2,1696976.0,1908736.5,
2770,285.2070578847682,5.55121,,,,,,,,,,,153164.7,175661.92,237911.64,291649.8,299425.62,277989.2,
2747,285.20706753032215,5.3991547,,,,107,,,,,,,108512.41,152769.64,168362.36,202848.44,178434.33,200549.38,
3236,285.207068511264,7.6890335,,,,2,,,,,,,346249.28,215809.73,326577.3,313993.84,404446.75,363013.62,
2827,285.20708268471463,5.894422,,,,182,,,,,,,33897.504,73420.87,109177.29,106118.1,117927.61,100491.195,
2801,285.2070847522032,5.745849,,,,17,,,,,,,139474.6,196513.69,259743.06,606904.5,538866.5,552257.4,
