Filename,2024_POS_CC_1_Run20.mzML,2024_POS_CC_2_Run47.mzML,2024_POS_CC_3_Run61.mzML,2024_POS_CC-Nam_1_Run32.mzML,2024_POS_CC-Nam_2_Run44.mzML,2024_POS_CC-Nam_3_Run67.mzML
217/230.2478mz/5.09min,75506.43,44479.016,0.0,12676.817,0.0,20708.367
218/398.23mz/5.1min,3267316.8,2135922.0,3356334.2,1425309.0,1392891.2,2193860.2
219/426.2614mz/5.11min,185890.55,87180.02,172563.95,85532.89,54255.36,133187.56
220/440.277mz/5.14min,8193631.5,6154331.5,9456741.0,6388441.0,6663199.5,10556321.0
221/412.2457mz/5.17min,484739.34,358331.8,528420.25,258426.27,227131.48,364758.0
222/274.274mz/5.2min,416781.6,240222.11,325205.22,299105.88,190946.81,333857.94
223/404.2066mz/5.2min,452540.28,363168.97,337792.12,358026.66,282574.78,699628.1
224/387.1801mz/5.2min,435207.62,353825.66,350158.44,365588.28,272052.94,686265.5
225/432.2381mz/5.21min,43486.938,17129.707,6172.2373,28256.22,0.0,34095.855
226/426.2614mz/5.21min,334620.34,158632.94,321417.06,131934.5,116924.48,218632.36
227/209.1536mz/5.26min,126964.73,111156.71,141147.73,115304.19,121729.93,148736.27
228/752.3999mz/5.3min,1024753.75,598757.56,825044.6,598319.7,515692.8,940345.75
229/583.2915mz/5.32min,0.0,0.0,53795.195,0.0,0.0,49370.07
230/482.2876mz/5.42min,481890.78,265811.56,451697.53,394413.1,297888.2,826942.6
231/426.2614mz/5.55min,932896.2,571551.94,960616.5,529834.3,448451.88,820566.75
232/387.193mz/5.56min,375780.28,292034.7,393325.56,231721.38,220296.98,344538.8
233/371.2742mz/5.56min,591540.94,420440.84,617121.25,281248.06,200750.58,468396.47
234/468.3082mz/5.6min,245384.17,162268.0,256384.77,181745.45,166003.8,306537.88
235/678.3631mz/5.63min,592393.4,293052.84,394728.75,366249.94,292603.97,464153.97
239/446.2535mz/5.64min,318903.28,348832.88,299378.1,275026.03,312773.06,271440.9
240/415.2113mz/5.64min,2142358.5,2188887.2,1995079.8,1687078.2,1848321.5,1979259.5
241/432.2378mz/5.64min,2571387.0,2528331.0,2266384.0,2008582.1,2174921.8,2285342.8
243/581.3119mz/5.64min,109619.49,4763.4956,0.0,30217.082,0.0,44263.21
244/716.509mz/5.65min,1154070.8,642122.44,812701.3,683709.3,513626.0,933531.8
247/303.3087mz/5.65min,2123404.8,1267029.6,1692953.5,1879889.2,1245358.0,2143675.5
250/302.3053mz/5.65min,11436500.0,6792641.0,8906008.0,10195265.0,6690843.0,11579359.0
251/284.2947mz/5.66min,303447.9,162967.89,244343.67,270516.06,162028.05,295228.56
252/426.2613mz/5.66min,3733901.2,2512296.8,4075763.8,2186130.0,2104461.0,3508374.8
253/307.2478mz/5.68min,468750.2,449512.62,450707.34,425822.6,447509.9,453339.44
254/371.2741mz/5.69min,415180.28,294413.38,455190.56,188755.05,131596.25,321572.3
255/468.3082mz/5.71min,991197.1,755599.1,1152739.8,819919.7,838702.94,1323800.8
256/440.277mz/5.74min,172403.81,109346.3,163653.4,94519.164,87602.195,154992.0
257/328.3209mz/5.8min,492394.56,282155.47,379713.75,265805.75,182623.53,354912.34
259/330.3366mz/5.82min,414269.56,316919.5,427820.44,314287.28,279546.66,527845.75
260/583.2912mz/5.86min,523684.66,318543.2,505732.44,314785.47,280891.6,505975.84
261/356.3522mz/5.95min,199470.02,141983.44,185759.89,112915.85,97509.95,247925.1
263/583.2912mz/6.05min,745941.1,433896.22,607413.1,433728.62,328145.03,714842.4
264/583.2912mz/6.12min,350579.72,213064.66,337968.7,244554.66,183693.25,393894.75
265/476.2744mz/6.13min,63723.285,39900.58,69793.02,44338.31,36833.418,67055.45
266/454.2926mz/6.13min,1216362.2,761669.0,1232021.5,889218.4,673331.56,1280790.1
268/291.1954mz/6.16min,394725.72,264026.38,408063.2,279701.94,219045.81,404209.5
269/371.2741mz/6.17min,712887.75,451548.53,715216.4,270765.1,183033.14,488786.16
270/496.3399mz/6.19min,303381.7,246698.89,355581.16,301702.28,302375.8,450873.34
271/476.2744mz/6.24min,341804.62,274416.44,356181.0,275311.1,244867.11,345705.3
272/454.2926mz/6.24min,7430002.5,4988814.0,7518108.5,5338055.0,4591577.5,7956592.5
273/358.3678mz/6.25min,661248.3,692833.2,1627111.8,493940.75,373097.53,674125.6
274/579.4036mz/6.28min,280391.56,184503.02,217586.44,135116.61,127230.016,225979.0
275/331.2301mz/6.27min,254930.7,164758.45,221493.52,396098.8,297069.9,779289.1
276/297.2423mz/6.27min,148655.23,147407.62,180093.1,148085.1,148622.86,185579.78
277/353.212mz/6.27min,87976.69,57956.445,70110.82,142164.31,103447.5,271514.34
278/374.3627mz/6.27min,78463.32,276921.25,699012.5,99525.49,44170.758,64901.78
279/291.1931mz/6.29min,57920.156,40533.88,83952.9,75697.52,55439.695,84977.05
280/395.2766mz/6.3min,382773.7,230807.28,355762.3,262658.97,269122.38,596762.6
282/496.3397mz/6.3min,2989532.0,2241376.5,3375466.5,2660774.8,2536594.2,4045871.5
284/480.3082mz/6.3min,4242481.5,2196170.0,3904135.0,2023472.8,1684772.8,3293401.8
285/440.4096mz/6.3min,574250.06,553853.75,567721.44,512344.97,370411.2,532249.94
286/339.289mz/6.3min,103611.766,53475.543,86666.98,41641.21,39458.496,78335.34
287/502.2901mz/6.32min,226039.31,116272.42,207855.53,180366.45,99868.52,175717.58
288/482.3137mz/6.31min,165691.4,79410.38,146634.22,76566.555,58659.918,122457.68
290/468.3083mz/6.32min,406468.56,285673.25,418912.16,278381.25,226133.22,406042.78
291/522.3552mz/6.37min,1212222.2,653791.06,1193402.6,707142.6,639932.1,1305200.9
292/483.3269mz/6.4min,73095.47,31377.074,68762.375,41832.91,22610.84,70377.73
293/480.3083mz/6.41min,16565334.0,8651221.0,15998008.0,8023791.5,7231101.5,13291290.0
298/502.2901mz/6.41min,629994.4,402938.12,603201.3,390563.4,365309.28,540803.9
299/959.609mz/6.41min,611287.4,206118.98,610481.4,166701.36,135032.39,401896.47
300/583.2912mz/6.46min,1024963.5,657958.94,997620.56,789485.7,554140.0,1236582.6
301/440.3578mz/6.46min,99839.71,96390.3,85232.69,84131.445,97540.54,112804.27
302/353.2685mz/6.46min,1521326.8,922546.44,1814663.9,1055576.0,804956.1,1621943.5
303/393.261mz/6.47min,1339754.4,866359.3,1495963.1,947405.25,762151.8,1335249.2
304/508.3397mz/6.47min,41868.297,12540.226,38907.137,27132.494,6014.126,38933.207
305/371.279mz/6.47min,807974.25,502538.06,946421.2,558716.4,428246.0,850894.56
306/522.3552mz/6.48min,4799610.5,3364305.8,5548329.0,3776600.5,3483278.0,6406270.5
308/365.1358mz/6.55min,522036.38,296426.28,462507.6,324964.72,291520.1,506329.34
309/508.3395mz/6.57min,146893.14,75806.875,133505.17,100838.86,71073.016,138396.5
310/400.3055mz/6.59min,451328.5,251977.0,413622.84,324919.94,245550.22,511439.44
311/444.3317mz/6.61min,650396.7,361575.25,588816.3,438440.2,348353.5,734623.9
312/488.358mz/6.62min,653631.0,337993.88,588299.9,443029.72,343434.72,733272.56
313/532.3841mz/6.62min,516246.6,284254.53,479786.34,364825.06,263368.97,588840.8
314/313.1434mz/6.63min,667083.25,374542.4,574642.25,454204.8,335843.94,708544.56
315/669.3279mz/6.63min,57947.742,17006.424,96160.99,16347.23,29667.783,6210.6787
317/576.4103mz/6.63min,321578.8,170860.98,299187.72,232593.1,163248.9,379871.9
318/358.2739mz/6.65min,1072762.2,877293.44,819912.5,419348.47,405642.25,739707.9
319/289.2161mz/6.66min,268152.3,255270.72,427216.56,384096.1,200530.42,535620.25
320/398.2663mz/6.66min,465436.38,330661.7,344556.2,210070.11,185391.45,355635.56
321/583.2912mz/6.67min,1980099.9,966186.25,1593927.2,1164227.0,767752.7,1821475.8
322/265.2525mz/6.68min,360203.2,259705.45,393826.16,278700.22,199030.34,462937.0
323/522.3188mz/6.68min,1167741.6,231827.39,956361.94,401010.94,231693.4,803759.56
324/283.2631mz/6.68min,2036659.6,1440401.5,2189052.0,1556676.5,1220671.9,2445346.0
326/482.324mz/6.71min,388187.78,231938.73,366019.97,295058.22,229844.44,433812.12
327/581.2756mz/6.71min,201791.72,132075.48,184306.94,135570.23,86394.67,196529.64
328/228.2321mz/6.72min,60039.434,50845.383,61009.395,54483.004,51117.47,77288.414
329/289.2161mz/6.7min,237977.33,228754.78,336112.38,326078.72,172518.61,429652.06
331/395.2767mz/6.75min,41471.047,29983.357,41791.73,45654.66,30143.846,103346.6
332/567.2599mz/6.77min,701683.2,693035.56,518358.88,555218.6,331152.72,716078.44
333/297.2423mz/6.77min,1471426.9,1163659.1,1768609.0,2348521.5,1495483.4,2676344.5
334/319.2243mz/6.77min,886726.0,655611.8,1019114.0,1302750.1,865865.2,1556652.9
335/284.1337mz/6.77min,73940.195,53117.48,60785.402,45777.234,12846.84,77723.85
336/279.2318mz/6.78min,629786.56,482344.56,802216.6,1124031.0,658431.44,1300258.5
338/482.3239mz/6.82min,2644683.5,1575998.1,2488383.5,1952410.5,1505298.6,2917847.2
339/581.2756mz/6.82min,230446.7,172228.12,219921.56,173104.44,120627.76,255035.89
340/508.3396mz/6.85min,100566.945,48741.5,98018.15,52119.75,40889.062,91724.164
341/567.2599mz/6.85min,732913.8,564693.94,528920.2,496668.94,262671.38,723595.56
342/669.328mz/6.87min,817989.7,141955.81,1355024.5,583016.8,567086.75,426935.2
343/283.144mz/6.87min,145386.92,10066.047,248361.39,102173.13,125396.79,74465.1
344/265.2525mz/6.9min,60746.46,24087.172,58773.48,57734.918,35135.492,74633.14
345/283.2631mz/6.9min,609630.0,341006.7,538834.44,442149.25,298207.44,673189.06
346/366.2978mz/6.9min,48916.566,21781.145,54410.164,26234.6,24700.447,52374.414
348/344.3158mz/6.9min,189733.34,112735.77,233324.95,126224.33,110515.945,241435.28
349/279.2318mz/6.91min,39994.7,17565.754,40753.29,68694.61,19148.08,98443.336
350/524.3709mz/6.93min,327195.62,233517.42,369745.88,280478.47,263920.16,406019.03
351/496.34mz/6.93min,57260.695,31488.725,54691.766,32880.242,22935.234,54414.473
353/508.3395mz/6.95min,546050.9,249755.6,514311.72,307537.88,235455.27,482182.25
354/630.511mz/6.95min,111745.87,76093.125,94213.77,59498.387,60453.09,97777.4
360/590.4258mz/6.98min,435148.2,345716.16,377428.03,369957.5,342907.0,370280.44
361/581.2755mz/6.99min,254946.48,208188.81,333105.47,266918.97,186901.1,358758.03
362/336.3259mz/7.01min,70645.16,85868.66,104868.84,72910.63,97389.16,89683.94
363/344.3158mz/7.02min,710996.5,573794.6,693636.2,729297.94,600354.8,870758.44
365/366.2977mz/7.02min,48060.08,43550.01,40414.9,58612.344,51104.863,61552.5
368/297.2421mz/7.06min,92143.54,46514.586,67951.92,23713.422,43308.11,105949.25
373/567.2962mz/7.07min,97834300.0,78654590.0,91844910.0,66904220.0,62698332.0,91670010.0
374/570.3055mz/7.07min,1022029.9,825712.2,931881.5,672549.06,627205.5,978048.75
375/1133.5855mz/7.07min,2896115.2,1895881.4,2485677.0,1564367.0,1116598.2,2609747.2
379/284.1519mz/7.08min,67823160.0,55977040.0,61203180.0,49362830.0,39588012.0,68880750.0
382/589.2777mz/7.08min,709933.9,567689.25,663690.44,424603.56,480140.75,644186.75
384/566.2886mz/7.08min,1073330.2,880849.7,1131377.8,675120.0,661898.06,1005455.5
386/376.3183mz/7.13min,77708.94,87214.06,100581.2,59760.996,123125.33,84480.23
387/336.3259mz/7.12min,575735.6,651802.1,741881.56,611857.6,741563.94,689676.3
388/583.291mz/7.13min,239702.42,13339.254,344250.1,146197.53,164347.33,182965.0
389/669.328mz/7.14min,1594994.0,296443.1,2356453.2,1058518.4,1177926.8,882370.94
392/403.2324mz/7.16min,337880.7,219683.12,255793.48,171031.19,182743.48,318596.62
393/275.258mz/7.16min,275558.9,185503.77,183415.75,375560.3,131788.33,198191.36
395/297.2401mz/7.16min,156108.44,63711.74,94991.25,103209.44,61074.508,97359.52
396/337.3143mz/7.18min,200554.02,142459.39,165259.34,372312.0,118269.67,139035.27
397/341.2661mz/7.18min,230529.86,118258.31,188597.25,324580.25,119674.02,148770.61
398/336.3108mz/7.18min,1076857.8,746945.94,849423.06,2053560.5,625086.9,782405.56
400/319.2842mz/7.18min,741985.6,523539.0,576642.25,1415985.5,428143.2,531247.75
401/556.4416mz/7.18min,325206.25,165980.73,181141.84,463631.66,164433.45,186229.4
403/406.329mz/7.18min,85696.21,34921.625,71314.39,30254.016,71939.13,75570.836
404/384.347mz/7.18min,156524.22,164877.11,148110.97,127019.75,172858.92,158578.67
405/380.3369mz/7.19min,1153680.1,837024.4,890971.0,2815727.0,859089.6,763212.25
406/469.3925mz/7.19min,186478.56,105636.29,99733.07,432640.47,123645.57,95615.86
407/363.3104mz/7.19min,368717.9,262229.12,303541.25,932439.3,271359.25,264078.9
408/512.4154mz/7.19min,508764.25,268122.3,263585.8,913261.6,292098.22,290812.47
409/425.3664mz/7.19min,229024.25,147016.72,156877.97,636476.06,187173.6,140843.55
410/424.3632mz/7.19min,984443.8,639587.7,662524.44,2596927.2,811575.2,704693.4
411/468.3891mz/7.19min,724471.0,405666.6,402769.6,1646099.1,522503.47,413421.72
412/669.3281mz/7.2min,1131626.2,265789.9,1850537.5,681170.4,816557.06,632793.3
414/583.2911mz/7.2min,98345.984,13339.254,172478.7,41521.305,57824.656,61030.785
416/366.3mz/7.27min,437725.12,178060.16,372269.3,164062.56,178382.14,386356.03
417/406.2924mz/7.28min,430585.75,67993.055,323153.88,78535.32,140380.86,384717.34
418/352.3209mz/7.28min,1369743.5,1089660.0,1998155.9,1031482.0,1520689.0,1674581.8
419/353.3244mz/7.28min,305652.6,243778.39,425478.6,207840.66,320273.5,356497.8
420/374.3027mz/7.29min,566049.75,212531.94,766498.25,241390.42,548356.9,704547.44
421/778.3228mz/7.29min,0.0,0.0,40758.094,57136.098,0.0,332275.06
423/405.3513mz/7.31min,9649.636,0.0,4471.075,0.0,5031.339,267635.5
425/283.144mz/7.29min,645186.9,562244.25,536754.0,303387.84,210372.33,555677.5
426/700.4884mz/7.3min,0.0,14580317.0,4627.924,17506254.0,4818.466,0.0
427/716.4618mz/7.3min,0.0,742379.44,0.0,987354.7,0.0,0.0
428/565.2806mz/7.3min,4097843.5,2380069.5,2810121.5,1482074.0,1171550.8,2921052.2
432/566.284mz/7.29min,1599100.5,886228.6,1075027.4,593460.5,448824.6,1138847.5
433/808.5836mz/7.3min,0.0,344274.44,0.0,218757.4,341458.84,0.0
435/782.5668mz/7.3min,0.0,211740.27,3837.5835,155786.4,222237.53,0.0
436/692.5219mz/7.32min,0.0,1072502.4,1775206.9,2346142.5,35811.39,4497.9473
439/768.5504mz/7.3min,0.0,0.0,66844.66,98179.04,205276.78,283319.1
440/341.2839mz/7.34min,148989.78,72023.01,302947.22,158543.47,285964.22,439412.06
443/754.5351mz/7.3min,0.0,0.0,115683.95,87561.3,159250.44,180031.27
444/728.5196mz/7.3min,0.0,0.0,1347650.5,85983.625,119253.23,178905.88
447/726.5038mz/7.3min,0.0,188157.39,3895.5552,242219.83,0.0,0.0
448/423.3619mz/7.31min,115329.93,24425.902,250685.66,166017.23,384727.06,719614.94
449/513.3548mz/7.31min,48524.54,0.0,182287.64,54054.324,322314.9,165806.23
451/524.3944mz/7.31min,132284.05,77275.1,360450.0,295726.75,1114557.5,436847.03
452/706.5374mz/7.31min,0.0,0.0,6659431.0,507973.72,1407427.0,1875596.2
453/732.5534mz/7.31min,0.0,0.0,516249.72,738209.44,1548608.0,1012627.06
454/758.5688mz/7.32min,0.0,0.0,70372.73,80968.25,308971.3,919064.56
456/497.3599mz/7.32min,208740.89,4525.398,179079.98,32699.691,525132.56,454619.88
457/678.5064mz/7.31min,0.0,97339170.0,164129.56,220249900.0,114931.58,68015.29
459/394.3524mz/7.29min,220779.4,291506.5,114323.23,512306.25,1326655.0,149145.45
460/760.5832mz/7.3min,0.0,2337827.2,143652.36,805632.4,1421134.4,62882.203
461/786.6016mz/7.29min,0.0,3178545.0,20376.787,2478166.0,3108448.2,0.0
464/581.2755mz/7.35min,435113.9,163950.86,427954.47,223133.8,226761.14,534304.8
465/256.2635mz/7.36min,430029.5,423257.06,447031.03,377602.28,399122.12,509429.84
468/564.2683mz/7.39min,1019680.7,660168.9,840343.5,382763.53,385826.38,811581.5
469/282.1362mz/7.39min,535024.94,470439.75,387469.5,250858.42,151821.31,482924.88
470/563.2649mz/7.39min,2799069.8,1802751.6,2237734.0,1056931.8,1080741.5,2187263.5
471/341.2839mz/7.4min,252910.94,150291.23,693452.8,351989.7,483216.25,968051.9
473/394.3524mz/7.35min,180186.56,256198.25,93972.97,204777.39,310919.94,83174.484
474/669.3283mz/7.42min,58086.2,0.0,121263.33,32483.248,43379.973,25760.406
475/408.3082mz/7.43min,1170040.1,304561.22,912911.5,261615.67,629444.3,888088.94
477/386.3264mz/7.43min,2564700.5,1464718.6,2726730.8,1217555.2,1715632.5,2301090.2
478/387.3298mz/7.47min,590459.25,338732.34,482456.12,288152.8,434690.22,561865.1
481/692.5229mz/7.45min,0.0,3052577.8,4534463.5,963072.56,120021.9,18783.766
482/397.3099mz/7.49min,149476.98,44601.594,302776.25,123563.22,148656.67,215083.34
485/437.3413mz/7.46min,15451.947,0.0,220840.36,159443.88,228470.33,292956.4
488/716.4618mz/7.47min,0.0,1012026.2,0.0,536114.4,0.0,0.0
490/513.3548mz/7.5min,72337.83,14901.779,264968.1,38129.754,175161.23,416060.06
491/678.5064mz/7.48min,0.0,237265340.0,78234.336,77122140.0,64774.12,52865.184
492/680.5125mz/7.48min,0.0,22162624.0,0.0,7336354.5,0.0,0.0
493/681.5151mz/7.44min,0.0,3658298.2,0.0,1257829.6,0.0,0.0
494/506.3834mz/7.5min,189825.39,69807.93,868380.9,582060.6,1326376.2,1002982.3
495/782.5672mz/7.47min,0.0,127683.09,0.0,77979.02,100621.695,0.0
498/700.4883mz/7.47min,0.0,6317392.5,4149.034,7719252.5,0.0,0.0
500/768.5507mz/7.49min,0.0,0.0,84044.4,43511.4,110234.984,195347.05
501/760.5833mz/7.48min,0.0,6820307.0,67244.8,1724058.6,1109298.2,29145.277
502/808.5827mz/7.48min,0.0,223600.94,0.0,182551.55,184417.53,0.0
507/786.6008mz/7.47min,0.0,3575172.8,39037.758,2657248.8,1161973.1,11887.244
510/728.5189mz/7.48min,0.0,0.0,1540399.2,44001.742,46980.016,80705.56
515/758.5688mz/7.46min,0.0,0.0,282904.75,76623.28,170488.75,354659.8
516/706.5368mz/7.49min,0.0,0.0,25654712.0,587047.7,398015.38,523536.22
518/331.2639mz/7.56min,276439.2,4607.492,52967.832,16119.68,10589.686,54680.105
520/524.3945mz/7.48min,82392.03,263985.4,824331.0,494763.56,382810.78,731574.3
522/282.2791mz/7.52min,1936338.8,1989211.8,2290065.5,2116701.0,2298701.2,2177554.0
