Filename,2024_POS_CC_1_Run20.mzML,2024_POS_CC_2_Run47.mzML,2024_POS_CC_3_Run61.mzML,2024_POS_CC-Nam_1_Run32.mzML,2024_POS_CC-Nam_2_Run44.mzML,2024_POS_CC-Nam_3_Run67.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
110/244.1907mz/2.1min,362358.0,378928.16,448430.34,411130.78,340429.9,449401.94
111/99.5121mz/2.12min,284906.78,646871.1,642649.8,306315.78,267432.1,755131.7
112/181.0971mz/2.12min,898039.1,811825.75,944581.0,1041455.75,882235.2,1951249.2
113/245.0954mz/2.12min,4122480.2,3831443.2,4424619.0,4914674.0,4187314.0,8998157.0
114/302.1961mz/2.18min,49615.59,63591.703,76567.086,60026.75,38618.613,51841.484
115/184.1695mz/2.21min,1963623.9,2006927.0,2359434.5,2244935.5,1827498.4,2558988.8
116/199.1012mz/2.25min,442934.53,478102.5,489736.03,500592.75,517951.8,473151.34
117/217.1247mz/2.25min,490726.38,512937.16,524780.9,554856.5,572699.6,507435.94
119/218.1281mz/2.25min,6703308.0,7037200.0,7092236.5,7644217.0,7631958.0,7146613.0
120/200.1046mz/2.25min,5724253.5,6020740.5,5971879.5,6338912.5,6489714.5,5947991.0
121/195.1227mz/2.28min,662007.2,661755.6,609265.1,626975.56,653411.3,689693.9
123/244.2012mz/2.36min,2119867.8,1235168.4,1254858.4,2128437.8,2102082.8,1225836.1
124/302.1961mz/2.37min,577454.4,460546.97,508644.47,586176.1,357951.28,438480.56
125/244.2012mz/2.51min,317576.8,316261.53,321047.5,309089.5,316606.53,317372.06
126/184.1695mz/2.53min,189120.73,199355.02,262391.03,253080.67,191800.69,272727.22
127/316.2117mz/2.58min,518763.5,555945.0,515751.84,381249.9,246726.64,303427.34
128/180.1018mz/2.66min,240205.5,227280.17,311742.4,260787.31,245073.25,470488.2
129/261.1234mz/2.6min,3745073.2,3550931.0,3679835.0,3538920.0,3442670.5,7132859.0
131/259.2202mz/2.66min,444309.44,450825.1,453464.7,456984.62,458374.16,490739.2
132/130.159mz/2.69min,415925.8,421903.75,418963.97,419196.97,334881.06,486085.84
133/185.0855mz/2.69min,777895.7,524594.1,382658.53,162019.23,34279.305,263104.56
134/197.1285mz/2.71min,2253950.2,2233381.2,2507296.8,2390632.5,2275826.8,5236881.5
135/202.1801mz/2.72min,117968.21,137273.95,177111.53,152209.75,119724.555,193976.17
136/316.2118mz/2.74min,1072906.8,1166596.2,1235190.8,822571.8,570350.06,688760.5
137/214.1801mz/2.75min,77211.89,85959.45,88138.39,98091.67,78926.4,99785.18
138/185.1284mz/2.81min,77001.2,61179.35,73187.625,63352.484,64931.633,233723.53
139/259.2202mz/2.79min,201252.77,200408.77,200241.4,193990.34,196248.34,203757.44
140/272.1856mz/2.82min,1246104.6,1329863.4,1344371.1,1177272.9,837435.7,1051208.9
141/120.0443mz/2.83min,583206.75,258310.25,378867.56,158973.33,125550.7,217677.16
142/138.0549mz/2.83min,601815.75,265142.75,393499.62,158154.5,133851.9,227033.53
143/181.0971mz/2.84min,85198.02,95668.05,72708.77,21625.293,58953.348,63374.703
144/185.1284mz/2.87min,55443.945,68127.84,79606.73,76001.055,64579.473,175825.48
145/183.0917mz/2.96min,757174.4,518081.8,571238.75,434578.88,411007.72,1008559.8
146/244.2012mz/3.06min,39026.684,44383.53,44044.227,38827.258,36501.22,41442.37
147/212.1473mz/3.14min,295193.03,283857.72,295125.88,292702.2,272693.28,704541.4
148/211.1441mz/3.14min,2833066.5,2714042.2,2883836.8,2788241.5,2648786.5,5919189.0
149/249.1332mz/3.2min,258104.81,266819.78,269063.03,241464.83,322111.4,283813.5
150/211.144mz/3.24min,3156233.5,2982399.8,3417069.0,3313118.2,3125716.8,7236289.5
151/212.1473mz/3.24min,310267.44,302113.53,349035.4,317125.22,312586.66,706356.56
152/245.1284mz/3.26min,1398522.4,1330699.2,1425901.0,1352181.9,1365632.1,3005617.8
153/320.1703mz/3.29min,44587.94,36998.15,42043.977,36976.086,46039.016,46960.54
154/214.0498mz/3.34min,4383463.0,4074212.0,6925016.5,2818639.0,1627645.5,9495395.0
155/182.1903mz/3.35min,366698.97,362229.62,320492.4,331473.78,312877.8,404063.7
156/245.1284mz/3.39min,3259170.0,2998391.5,3290411.8,3063539.8,2903270.2,6859827.0
157/228.2321mz/3.46min,374266.97,387021.8,435638.53,398342.0,318164.53,404995.97
158/264.1335mz/3.47min,1062805.0,737559.6,876122.44,289480.88,260234.36,533434.44
161/214.0499mz/3.54min,27752528.0,21875316.0,26346566.0,18410652.0,17262834.0,22818906.0
162/274.1648mz/3.54min,835814.9,809188.4,832806.6,807907.9,855120.8,842822.75
163/228.2321mz/3.54min,147417.58,139505.05,161905.42,161155.31,131663.42,171643.73
164/215.053mz/3.54min,2483226.5,1904962.6,3271536.0,2237215.8,1702744.6,2404334.8
165/228.2321mz/3.65min,1943579.0,1970114.9,2159286.5,2031637.8,1536826.9,1963504.5
166/246.1335mz/3.67min,215748.77,202918.1,201266.3,213573.45,218022.69,225093.56
167/586.2703mz/3.73min,1014120.25,897805.44,367355.75,653040.9,136040.25,797142.6
168/320.1703mz/3.75min,70265.625,54729.83,52197.117,50747.28,52316.04,58640.0
169/195.1379mz/3.84min,77177.36,83246.664,99103.6,73411.05,103241.98,144600.31
170/514.2855mz/3.97min,951709.75,1089534.6,1340759.6,934704.75,1622697.6,1037492.0
171/394.2222mz/4.15min,340853.97,262886.66,301948.3,290391.62,278050.6,485014.16
173/321.1738mz/4.32min,944117.44,756909.06,690009.6,748799.7,814499.25,926150.6
174/320.1703mz/4.32min,6276044.5,4979478.0,4532468.0,5014969.5,5412648.0,6035613.5
175/325.1256mz/4.32min,694140.5,478547.88,467068.2,577646.5,573068.56,739699.94
176/195.1379mz/4.34min,826656.94,741257.94,812256.3,772291.7,828648.4,891319.9
177/364.1965mz/4.4min,492407.03,402542.47,407481.97,449291.16,434424.4,522621.3
178/226.1801mz/4.42min,1213328.6,1208796.8,1239245.2,1160069.5,1202251.1,1361342.9
179/244.1907mz/4.42min,836944.6,809258.7,819670.94,798180.2,815024.1,905450.8
181/408.2226mz/4.47min,523569.12,495124.94,503237.3,503173.28,482436.62,598264.0
182/214.1801mz/4.5min,566948.5,409036.22,281583.0,213310.69,160661.22,342262.25
183/392.1914mz/4.56min,2679363.2,2131720.2,2003049.5,2160878.5,2192688.2,2749008.5
184/583.2912mz/4.61min,144715.45,39467.914,25571.318,38340.57,0.0,74704.32
186/246.2427mz/4.69min,421906.94,241016.22,361673.1,251776.69,150243.66,288459.88
187/583.2911mz/4.72min,80093.15,28315.516,5795.407,26730.451,0.0,91059.23
189/230.9844mz/4.74min,586435.44,618256.9,628901.94,626877.6,626519.94,633134.94
190/211.9705mz/4.74min,3010576.2,3086185.2,3181167.0,3115946.8,3175565.8,3214090.2
191/213.9685mz/4.75min,2951436.0,2976733.5,3062890.5,3029769.2,3082314.5,3139956.0
192/229.9811mz/4.75min,7010560.0,7350487.0,7657618.0,7559650.5,7512066.5,7532152.0
193/231.979mz/4.75min,6890246.0,7271303.5,7597168.0,7515841.0,7429775.5,7512849.5
194/232.9823mz/4.75min,559345.1,622539.4,637876.25,623413.56,598751.0,625369.56
196/270.2063mz/4.78min,372678.72,331885.22,357785.06,358527.4,358409.62,687105.4
197/656.071mz/4.78min,1124599.2,1268443.9,1618905.1,1185909.5,1399615.8,1591826.5
200/570.3016mz/4.81min,881437.44,845784.0,890951.25,864441.0,807035.56,1014897.8
202/551.2695mz/4.8min,427248.25,440641.84,459741.7,438089.3,417575.62,490651.6
203/568.2961mz/4.8min,14026671.0,13417324.0,14107290.0,13807341.0,12857939.0,16383568.0
204/573.2513mz/4.8min,1187876.4,1231127.5,1249859.4,1212715.1,1150784.8,1392568.4
206/274.274mz/4.85min,286962.53,183454.72,226529.44,229579.0,194015.17,389470.62
207/230.2477mz/4.87min,430348.7,260901.88,379399.28,329174.47,239874.81,483555.6
208/250.1777mz/4.88min,782530.8,806940.25,665428.2,522096.6,531696.5,702503.4
209/229.1991mz/4.88min,664404.25,658708.5,552259.4,443288.66,430830.34,619310.75
210/228.1958mz/4.88min,5062860.0,4957938.5,4184122.5,3335299.0,3304204.8,4581267.5
211/158.1539mz/4.95min,798888.1,761025.3,778231.94,736117.4,776630.1,807229.4
212/640.3173mz/4.96min,683654.5,641711.44,712445.0,682459.2,597445.75,740923.5
213/398.23mz/4.99min,986272.94,584495.2,932737.4,450734.97,382721.7,650456.1
214/371.2741mz/5.0min,56089.42,30918.408,60613.79,12383.886,0.0,32558.053
215/440.277mz/5.03min,2661892.5,1602689.8,2627320.8,1884548.6,1624633.8,3035329.2
216/412.2458mz/5.06min,122609.53,80857.24,115685.586,63787.066,46411.65,99366.84
