Filename,POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML,POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML,POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML,POS_TJGIp4_1_Run43.mzML,POS_TJGIp4_2_Run108.mzML,POS_TJGIp4_3_Run188.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
212/158.0813mz/2.06min,96805.695,137071.31,76734.2,102711.75,147879.14,167299.92
215/254.1386mz/2.09min,286896.9,349850.28,457142.88,304461.84,389269.22,337532.03
216/220.118mz/2.11min,2242184.8,2411842.5,2951196.8,2153243.8,2845356.0,2521276.0
217/242.0998mz/2.11min,677451.94,679867.8,832747.56,632628.75,907416.5,732932.2
218/232.1543mz/2.11min,2754381.0,2901140.5,3614448.0,2876529.5,3700322.8,3466992.0
219/184.1697mz/2.16min,712975.9,356551.06,556374.6,377514.75,516820.22,430224.2
221/102.0914mz/2.15min,537449.56,148235.6,496745.84,122356.84,403351.47,62969.6
222/217.1047mz/2.21min,554829.8,959562.75,1301841.9,506743.3,915587.0,1038632.56
223/185.0785mz/2.16min,1107766.2,1033045.75,1262392.4,1275611.1,1676823.1,1685175.8
224/241.1182mz/2.19min,225913.67,400780.7,517053.34,377206.06,713324.44,458953.9
225/195.1228mz/2.21min,463643.88,305555.2,170739.58,296835.25,309686.66,198942.1
226/171.1129mz/2.2min,533909.75,970361.6,1228321.2,378392.12,642012.3,637487.0
228/188.0706mz/2.21min,1326572.4,1438303.2,2124009.0,670427.6,1211972.5,1129611.1
229/205.0973mz/2.2min,876230.3,1074487.6,1723674.0,362750.9,939135.0,834998.75
231/113.0597mz/2.22min,893760.75,669370.4,1426653.4,916235.56,1327266.8,1077034.0
232/245.1495mz/2.24min,122205.57,126782.38,200704.08,99269.78,89425.21,64147.016
233/231.1703mz/2.25min,793100.2,1004926.06,1261099.6,775179.44,1111253.8,1064786.8
235/220.1193mz/2.3min,112269.79,101928.87,124975.46,97045.05,117157.23,109687.98
236/152.0707mz/2.34min,196566.61,177837.22,283627.88,223459.11,306133.66,269829.0
237/86.0965mz/2.35min,27838.797,298194.7,82993.58,135147.45,350463.7,153555.73
238/116.0706mz/2.35min,299333.34,343098.7,413963.75,431068.25,671428.3,578243.8
239/146.0601mz/2.35min,1554936.9,1747175.2,2389945.0,1445147.9,1756791.8,1675958.9
240/147.0634mz/2.35min,123318.22,132523.7,160374.4,114992.34,137018.77,126812.11
241/146.1176mz/2.34min,433233.28,729743.5,909392.75,605192.1,758216.2,670891.2
242/229.1547mz/2.36min,4147545.2,4032922.0,5123532.0,6111529.5,8653889.0,8326985.5
243/418.197mz/2.38min,427989.28,235525.22,238514.33,253135.9,252664.61,260231.55
244/114.0914mz/2.4min,939661.3,955204.2,985268.3,849460.4,953897.5,912080.8
245/190.05mz/2.4min,4826462.5,7024433.0,8505826.0,4393079.0,5685879.5,5716912.5
246/162.055mz/2.4min,214215.27,318521.78,369851.12,187197.11,246253.56,254478.86
247/138.0551mz/2.41min,1136841.9,1205271.4,1643294.0,1255599.9,1849904.8,1644629.5
249/191.0532mz/2.4min,515917.1,758369.56,924962.0,461150.25,601471.8,611693.3
251/184.1697mz/2.47min,252549.1,153796.47,166605.5,130693.78,176491.62,158802.53
252/239.1489mz/2.44min,172838.67,65455.27,67211.17,130041.6,115215.79,76162.04
254/141.0547mz/2.46min,1285189.0,1410855.2,1671693.2,1033000.0,1677180.0,1588883.5
255/231.1703mz/2.46min,456139.38,541447.56,705270.06,463873.88,593560.4,564315.25
256/102.0914mz/2.47min,609537.6,317410.4,393401.56,32388.996,382709.28,225478.4
257/120.0656mz/2.51min,246329.25,279271.22,81279.695,177118.92,280862.3,329173.38
259/216.1231mz/2.52min,709853.4,926673.5,1145284.0,772664.0,949838.8,892422.4
260/167.0816mz/2.53min,645235.75,740667.56,1019289.25,875882.06,1224153.6,1192828.1
261/120.0808mz/2.54min,137758.36,294992.78,218914.14,137681.72,174164.27,146320.22
264/147.0553mz/2.55min,307169.8,450535.5,639442.5,380529.25,472110.97,425217.6
266/246.17mz/2.56min,3840730.2,3452522.8,4202818.5,4413566.5,5602330.0,5383778.5
267/245.186mz/2.63min,1098762.2,618269.94,773484.75,685766.7,886576.1,838260.9
268/200.0918mz/2.59min,556947.2,556039.9,787405.56,387915.34,499506.66,523387.06
270/197.1286mz/2.61min,161310.06,1028577.1,1167937.6,265808.78,1161118.2,954166.75
271/232.1544mz/2.62min,97806.75,91060.51,114539.04,18034.484,37391.547,36202.137
272/283.175mz/2.62min,84885.555,11451.377,24968.97,81420.53,76437.44,63860.324
273/180.0656mz/2.62min,680984.8,801244.4,1013915.94,659682.3,976976.94,942259.0
277/183.1017mz/2.64min,461661.9,406624.06,511829.78,272989.03,334007.88,292730.94
278/130.1591mz/2.64min,9189807.0,4918893.0,5968582.0,6109713.5,6320037.0,6486593.5
279/217.1547mz/2.66min,89267.59,94449.266,131927.75,96559.03,136896.06,125684.22
280/202.1802mz/2.67min,179297.47,116203.57,156189.19,123606.49,135645.48,142660.64
282/152.0707mz/2.69min,265257.6,281138.44,421932.6,249242.03,430940.2,372957.53
283/263.139mz/2.7min,1719782.5,1522676.6,1995815.4,2302672.2,3046653.8,2853101.0
285/193.0973mz/2.71min,988187.2,545257.56,635104.6,489793.12,684157.9,639088.94
287/114.0914mz/2.73min,370253.4,481392.2,754107.2,227758.36,391217.66,397756.1
288/213.0659mz/2.74min,351538.25,464505.5,524399.7,337702.97,348026.8,284889.94
289/120.0445mz/2.73min,4230187.5,5004904.0,6845661.0,3415289.8,5004564.5,4620428.5
290/138.0551mz/2.73min,1049736.4,1360685.4,2089686.1,841522.06,1390455.1,1284017.1
291/255.1703mz/2.75min,981657.7,664150.94,831343.94,852696.8,1077156.5,1079502.2
292/164.0707mz/2.76min,312777.84,318186.94,401214.9,327101.22,425654.44,396593.03
293/245.186mz/2.76min,744590.1,1127613.6,1505443.1,1042022.3,1219283.2,1135573.9
295/275.16mz/2.77min,564867.1,469362.25,564680.94,279934.22,283810.66,215582.3
296/272.1855mz/2.77min,696481.7,531535.2,705995.4,602537.1,613534.4,582933.06
302/146.0601mz/2.83min,68964.91,103843.66,155154.98,56733.566,118436.69,93070.89
304/245.186mz/2.82min,794389.94,906154.2,1131277.1,703198.9,779712.1,761781.0
305/295.1288mz/2.84min,573320.8,480993.12,609151.3,941893.8,1378790.8,1269204.2
306/203.1392mz/2.85min,1222642.2,838934.25,1126806.8,1020051.94,928235.06,691510.25
310/230.1176mz/2.89min,95924.98,81024.336,105934.67,77724.08,73380.35,66059.51
312/86.0965mz/2.91min,87635.8,179674.0,292852.06,31479.668,348877.12,299647.72
313/246.17mz/2.93min,240021.83,212303.0,249596.8,77731.08,107856.83,99092.016
314/279.1702mz/2.94min,414940.12,431435.4,574831.5,378727.28,425268.9,406882.3
315/283.1651mz/2.94min,142144.17,175081.83,174663.06,10441.804,98903.88,112341.55
319/210.1102mz/2.95min,904892.6,706316.8,764984.4,418628.28,497237.97,529199.1
320/170.1176mz/2.95min,750451.94,557789.2,680004.7,338035.62,414237.34,443289.72
321/245.1496mz/2.96min,246249.69,263647.28,346118.72,121266.01,145950.94,139683.0
322/104.107mz/2.92min,142976.45,128630.82,167302.81,114796.05,247434.44,143739.52
323/428.2041mz/2.97min,317894.88,394780.6,420011.75,222824.67,350784.22,307800.12
324/120.0808mz/2.97min,81635.09,191292.38,163887.17,61560.793,118527.78,142416.75
325/215.1391mz/2.98min,664894.3,675793.2,931492.75,328160.44,605481.5,463854.94
326/120.0656mz/2.99min,375955.56,212665.36,343337.8,24991.629,280185.66,261122.52
327/223.1078mz/3.01min,477684.3,245337.95,260100.56,327423.88,361646.72,269222.06
328/231.1703mz/3.01min,822237.9,906932.2,1115824.0,846023.94,987597.44,966515.7
331/241.1546mz/3.02min,154465.31,223241.67,268810.97,352106.97,361206.06,338877.16
332/246.1699mz/3.02min,498422.66,429320.0,560866.56,370183.03,417060.12,406012.38
333/457.1855mz/3.04min,943753.06,0.0,112368.81,0.0,0.0,0.0
335/158.154mz/3.01min,189229.38,178150.61,222035.4,120216.2,167333.48,172985.2
337/279.1702mz/3.03min,422848.94,472259.16,622938.9,420328.7,455563.8,434187.25
339/120.0444mz/3.05min,319076.8,380423.9,503610.78,235705.83,333512.06,311940.84
340/191.1042mz/3.05min,101917.43,74375.945,72643.016,88343.81,104181.125,111119.89
342/211.1442mz/3.05min,339026.06,1184326.4,1055923.8,363419.03,880367.8,855312.25
343/289.1756mz/3.06min,1121300.0,769253.3,1195571.6,371626.12,433221.56,354434.28
344/148.0394mz/3.05min,390358.6,505776.2,640296.5,323881.4,405703.25,396156.2
345/223.154mz/3.09min,395795.88,402695.94,585763.9,623865.06,482668.0,568080.44
346/240.1805mz/3.09min,1230443.5,1005302.6,1210909.4,1775039.1,1199363.4,1293894.8
347/245.1359mz/3.09min,627747.7,1503134.2,2822833.0,1518186.4,1757722.5,3052951.8
348/173.1286mz/3.11min,958825.1,1006780.7,1281398.9,950569.44,983570.2,940929.06
349/261.1097mz/3.1min,5136.729,47523.234,45497.02,50709.16,86202.305,125668.945
351/120.0808mz/3.12min,122583.234,259196.53,213061.67,88461.46,182182.88,169465.2
352/194.0813mz/3.13min,909488.44,543130.9,738728.3,620273.44,1011212.2,926207.9
355/211.1442mz/3.12min,197220.06,282432.06,657838.0,229573.92,543597.06,490891.44
356/194.1152mz/3.14min,860118.3,802630.0,927357.6,561792.56,670511.44,791507.5
358/155.1067mz/3.15min,241891.12,278884.72,212962.48,263174.16,271056.88,245908.6
359/172.1333mz/3.15min,912783.44,622057.9,841637.25,478018.94,532601.1,536510.25
361/165.0911mz/3.15min,190543.08,134783.97,221771.56,174732.17,186587.84,168028.36
362/265.1158mz/3.15min,530377.6,559555.9,721732.0,601681.06,676950.8,672302.8
363/164.1071mz/3.15min,180620.66,127849.516,169458.56,185490.28,166669.61,139383.16
364/157.17mz/3.24min,534913.06,191971.0,160064.11,197617.16,221072.1,151222.61
365/162.055mz/3.19min,645362.75,669065.0,898605.9,562865.6,703512.25,674622.5
366/188.0706mz/3.2min,120772.81,103142.11,122506.46,90980.52,106239.305,89563.18
367/247.1077mz/3.2min,953137.8,811068.7,1090824.2,699814.44,910025.6,828876.56
371/202.1438mz/3.22min,487764.62,437440.6,688710.0,215590.28,535230.44,575870.3
372/116.0706mz/3.22min,178495.88,197327.83,223292.08,168191.42,246985.88,196448.58
374/118.0651mz/3.24min,1236818.2,1255518.8,1505030.2,1061730.2,1302096.6,1321130.0
375/164.0706mz/3.24min,1151270.8,1144297.4,1476354.1,910472.2,1295098.1,1304304.8
376/182.0813mz/3.24min,5141872.0,5123642.5,7207249.5,3952144.5,6217895.5,6091159.5
377/167.1067mz/3.25min,207708.89,125174.71,164692.6,89821.195,132946.62,131191.47
