sample_name	filename	ATTRIBUTE_GROUP
2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML	2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML	CTRL
2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML	2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML	CTRL
2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML	2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML	CTRL
2024_NEG_Anid-p4_1_Run186.mzML	2024_NEG_Anid-p4_1_Run186.mzML	EXP
2024_NEG_Anid-p4_2_Run195.mzML	2024_NEG_Anid-p4_2_Run195.mzML	EXP
2024_NEG_Anid-p4_3_Run224.mzML	2024_NEG_Anid-p4_3_Run224.mzML	EXP
