"MetaboAnalyst_ID","X2024_POS_Y.EV_1_CTRL_Run88.mzML","X2024_POS_Y.EV_2_CTRL_Run117.mzML","X2024_POS_Y.EV_3_CTRL_Run138.mzML","X2024_POS_Y.6MSAS_1_Run91.mzML","X2024_POS_Y.6MSAS_2_Run108.mzML","X2024_POS_Y.6MSAS_3_Run135.mzML","shared_name"
"377/282.1196mz/2.01min",2.34925504697814,2.34660331739063,2.67794986034756,2.2802153004352,2.36056427812727,2.31529468085101,"377"
"379/158.0812mz/2.06min",3.11465695935959,3.15361603708184,3.19227264563844,3.01291710981154,3.07677753161451,2.99173369117558,"379"
"381/381.1519mz/2.1min",1.86374444071704,1.91241200900838,1.918253749328,1.67639576361706,1.63016232969126,1.55167912628854,"381"
"383/380.1485mz/2.1min",2.77828199752665,2.75115599296399,2.85391956294876,2.60209439051127,2.56163025183847,2.49197357188998,"383"
"384/244.1907mz/2.11min",1.91207087102728,1.85879288862771,2.14664324119641,1.861503284868,1.7946551479157,1.85303227357814,"384"
"385/251.1502mz/2.12min",1.52162648394643,1.58007922224087,1.93770038387029,1.45347205394629,1.60390413837264,1.57349316014317,"385"
"386/112.0756mz/2.13min",1.57491668832886,1.6693171096511,1.62599098320322,1.4798636688413,1.52768490839415,1.43738717074681,"386"
"390/290.087mz/2.17min",1.72454143755501,1.74101952087482,2.21170608717622,1.63759774618588,1.80865043599869,1.7777405950192,"390"
"393/220.1179mz/2.18min",1.88690123606156,1.89294231331117,2.05598890164828,1.7890437439962,1.95900404624895,1.85938074820535,"393"
"394/184.1695mz/2.22min",2.58595337034669,2.50287679660427,2.73588161074878,2.54433296472796,2.45211869318344,2.50854831945049,"394"
"395/384.1148mz/2.22min",2.13717866788493,2.18413613291501,2.20566505898659,2.07150169179129,2.082914948916,2.09519719190006,"395"
"396/242.1862mz/2.24min",1.92348907328344,1.93872193615095,2.33132952464109,1.8269303314088,1.96020838254115,1.93460261355262,"396"
"397/443.177mz/2.24min",1.93162295095308,1.94330975065636,2.34861308120507,1.82475742383663,1.9913863981657,1.94905522634768,"397"
"398/188.0706mz/2.25min",2.80010773110181,2.79936891375889,2.9206311537837,2.71905231934628,2.73321069690056,2.75861133156476,"398"
"399/200.1046mz/2.25min",2.90103746925619,2.88507381800505,2.89194176039534,2.86409411801284,2.90452925154697,2.91691209130743,"399"
"400/205.0971mz/2.25min",2.69018950826953,2.68451010275746,2.79449606347387,2.60793396464112,2.62038257360313,2.63253049971999,"400"
"401/217.1247mz/2.25min",1.86251503392007,1.82464805963789,1.82108875562787,1.81220741775206,1.85081969805725,1.87423420400232,"401"
"402/218.1281mz/2.25min",2.99257296437727,2.96910702234315,2.96832222825334,2.95452212285121,2.98647307522943,3.00419317955935,"402"
"403/199.1012mz/2.26min",1.78682256927587,1.76122096054626,1.77734583175668,1.75406772572124,1.78745549154587,1.81079357353406,"403"
"404/434.213mz/2.27min",1.63734437576402,1.65031246586647,2.06941239671501,1.53503998309733,1.69752517198644,1.52183806608802,"404"
"405/195.1227mz/2.28min",1.93018612359183,1.87055256844866,1.92481372165569,1.88973583663362,1.86361190013399,1.84087876356358,"405"
"406/217.1046mz/2.28min",1.52406124829708,1.50384997953938,1.54360794708672,1.48514399882726,1.53381148829902,1.44721813890578,"406"
"407/259.1764mz/2.29min",1.72182024289237,1.73496115364065,1.71438170853115,1.70084848728991,1.75961390283637,1.71226883602084,"407"
"408/324.0747mz/2.31min",1.81220740526269,1.65640116876778,2.1804745939333,1.48730894369077,1.69166017758022,1.25396905603393,"408"
"409/244.2012mz/2.3min",2.10116971644816,2.07469436194947,2.09109096943174,2.0341347815144,2.10872107827522,2.12641673655878,"409"
"413/247.1076mz/2.33min",1.49737757760123,1.5170796160623,1.91251427853813,1.41568650859578,1.57170031781685,1.51168185713691,"413"
"414/292.1026mz/2.34min",2.21312181100347,2.20507064661402,2.78026153603924,2.11606040734673,2.26125447541507,2.22047609602604,"414"
"415/270.1924mz/2.33min",1.54548798587356,1.52657486166383,1.86257438140231,1.44028715710106,1.57720488766333,1.55590665729868,"415"
"416/392.1484mz/2.35min",1.70143022490892,1.67745302140943,1.83268216136421,1.58810658127021,1.60731969826112,1.56438012145221,"416"
"417/217.1051mz/2.36min",2.02656729395973,1.95999152026399,2.22596904544187,1.95399833078173,1.96466845391129,2.02116122147218,"417"
"418/389.1705mz/2.35min",1.58333731573291,1.59724520248617,2.00364118364245,1.44825990754422,1.6361793446619,1.58271660409197,"418"
"420/216.1019mz/2.36min",2.83356483724018,2.79658401616493,3.07634097691086,2.77891849755097,2.79640236427331,2.85572454192771,"420"
"423/225.087mz/2.37min",2.19938494764131,2.21518545317968,2.25949154967039,2.08594518912173,2.08749552008873,2.06423560228085,"423"
"424/244.2012mz/2.37min",2.25685915734703,2.22349248970661,2.22975476489929,2.20866896855098,2.23914532540588,2.24425375641394,"424"
"425/302.1961mz/2.38min",1.98075831415278,1.84264399980252,1.94475962353791,1.83979396609071,1.58818907929258,1.55423408693408,"425"
"426/443.177mz/2.38min",1.45007366463539,1.4817251729658,1.90717546693033,1.34036763931188,1.51639761554699,1.48346388140838,"426"
"427/224.0917mz/2.39min",1.74436011375947,1.71746824775572,2.05623493485314,1.66418976402371,1.78591997009475,1.73798559390374,"427"
"428/140.1434mz/2.39min",1.86105201170839,1.8122469079438,1.89286347363354,1.84485477385101,1.73730621025264,1.73029993671509,"428"
"429/261.1444mz/2.39min",1.74692304094072,1.72970903964916,1.78673533054179,1.72607680264043,1.67189993547536,1.64909097500115,"429"
"431/229.1546mz/2.4min",1.64728512335564,1.69587916225829,1.84956887215872,1.77661706031469,1.71359771703776,1.56865639927329,"431"
"435/393.223mz/2.41min",1.78245842787071,1.78812048663084,2.18888869812886,1.68920578242062,1.8327760832121,1.79334120872066,"435"
"436/298.0968mz/2.44min",2.34982223007172,2.32232396059289,2.39720448110417,2.19477103703448,2.22438566314883,2.24652532398382,"436"
"437/190.0498mz/2.46min",1.54394050299264,1.55930866608446,1.89834396488426,1.44466499309231,1.67333528851141,1.54607154039082,"437"
"439/261.1444mz/2.46min",1.92556863995494,1.90788908695656,1.97051998817299,1.86476675745523,1.84820158641839,1.85125316982312,"439"
"440/114.0913mz/2.49min",2.2121975683645,2.19898993287795,2.41196966683091,2.17003482906383,2.21893231600001,2.12012907015278,"440"
"441/240.1059mz/2.51min",1.77281349948576,1.80661369616602,1.87202379873058,1.75649535709766,1.70059231707339,1.77921980432318,"441"
"442/244.2012mz/2.51min",1.6731827699284,1.65881897138924,1.68584733278007,1.63255743577004,1.68264746084015,1.68875222425818,"442"
"443/221.092mz/2.52min",1.60210326110056,1.66174197686286,1.72543638472864,1.59950570363745,1.55458424757766,1.62121729054148,"443"
"445/239.1026mz/2.52min",2.71439086420417,2.72868932505478,2.79237587685872,2.68411318213766,2.64385267252359,2.69799335102885,"445"
"448/184.1695mz/2.54min",1.66101329499045,1.61194093487259,1.84054410545814,1.62605632907509,1.52389076003631,1.61024081407665,"448"
"449/434.213mz/2.54min",1.64805480710561,1.6707793519628,2.03793422615083,1.57058971057082,1.70584549824406,1.67681239803886,"449"
