"","Filename","2024_POS_Y-EV_1_CTRL_Run88.mzML","2024_POS_Y-EV_2_CTRL_Run117.mzML","2024_POS_Y-EV_3_CTRL_Run138.mzML","2024_POS_Y-6MSAS_1_Run91.mzML","2024_POS_Y-6MSAS_2_Run108.mzML","2024_POS_Y-6MSAS_3_Run135.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","377/282.1196mz/2.01min","1744130.2","1838192.1","3773860.8","1643824.9","1814210.8","1563947.1"
"3","379/158.0812mz/2.06min","10162038.0","11787009.0","12334134.0","8882953.0","9438457.0","7424395.0"
"4","381/381.1519mz/2.1min","570253.94","676393.75","656280.9","409294.6","337509.34","269529.62"
"5","382/99.5121mz/2.11min","604648.75","186223.0","371107.56","75936.74","125473.984","251750.94"
"6","383/380.1485mz/2.1min","4683881.0","4665987.5","5659207.0","3449329.2","2882396.5","2349097.0"
"7","384/244.1907mz/2.11min","637374.56","597833.8","1110399.5","626821.0","492922.47","539460.5"
"8","385/251.1502mz/2.12min","259388.27","314678.3","686335.4","244969.66","317707.6","283413.5"
"9","386/112.0756mz/2.13min","293251.7","386460.12","334832.03","260317.83","266568.22","207164.12"
"10","387/261.1444mz/2.14min","20329.219","22692.406","137899.05","5723.2354","34337.902","17637.969"
"11","388/247.1077mz/2.16min","18237.295","34988.438","124025.78","16360.783","41283.453","16135.776"
"12","390/290.087mz/2.17min","413871.28","455834.4","1289858.6","374315.66","509065.78","453594.7"
"13","392/302.1961mz/2.18min","103122.414","132624.47","218273.6","54263.812","92966.83","83242.4"
"14","393/220.1179mz/2.18min","601485.4","646740.25","901207.75","530498.3","719660.25","547404.2"
"15","394/184.1695mz/2.22min","3007995.8","2634294.8","4312386.0","3019765.5","2239969.8","2440482.5"
"16","395/384.1148mz/2.22min","1070292.6","1264514.2","1272040.9","1016580.9","957278.75","942159.8"
"17","396/242.1862mz/2.24min","654354.25","718636.9","1698891.1","578856.06","721658.7","650923.56"
"18","397/443.177mz/2.24min","666725.1","726268.7","1767865.0","575967.1","775371.56","672949.7"
"19","398/188.0706mz/2.25min","4925287.5","5213825.5","6598833.5","4515362.0","4278920.0","4340489.5"
"20","399/200.1046mz/2.25min","6213858.0","6351282.0","6177002.5","6305715.5","6348231.0","6249416.5"
"21","400/205.0971mz/2.25min","3823960.2","4002189.8","4935510.5","3496022.5","3299940.0","3246817.5"
"22","401/217.1247mz/2.25min","568641.94","552631.5","524716.56","559561.3","560974.56","566450.0"
"23","402/218.1281mz/2.25min","7671792.0","7707164.0","7364754.0","7765374.0","7666489.5","7640478.5"
"24","403/199.1012mz/2.26min","477690.3","477538.66","474440.6","489449.6","484818.25","489464.22"
"25","404/434.213mz/2.27min","338585.4","369913.38","929497.9","295583.53","394138.3","251631.75"
"26","405/195.1227mz/2.28min","664522.94","614242.9","666269.2","668922.94","577743.9","524573.25"
"27","406/217.1046mz/2.28min","260846.55","264020.44","276977.16","263502.2","270355.34","211907.1"
"28","407/259.1764mz/2.29min","411286.16","449519.7","410409.8","433000.84","454713.0","390118.2"
"29","408/324.0747mz/2.31min","506443.8","375136.0","1200357.5","264819.03","388851.38","135798.95"
"30","409/244.2012mz/2.3min","985130.06","982838.0","977072.94","932771.0","1015885.0","1012381.3"
"31","410/231.1703mz/2.3min","141845.4","156320.86","258546.95","158531.6","143992.55","140052.88"
"32","412/190.0497mz/2.33min","31263.107","32114.701","76573.625","24718.367","43282.234","30217.057"
"33","413/247.1076mz/2.33min","245302.19","272186.88","647664.8","224557.08","295001.2","245815.48"
"34","414/292.1026mz/2.34min","1274810.6","1326961.2","4776365.5","1126420.8","1443370.9","1257197.4"
"35","415/270.1924mz/2.33min","274038.66","278203.4","577311.75","237644.3","298764.06","272166.1"
"36","416/392.1484mz/2.35min","392422.66","393768.16","538912.4","334000.28","320216.1","277528.44"
"37","417/217.1051mz/2.36min","829642.8","754708.25","1332923.0","775601.4","729108.1","794490.3"
"38","418/389.1705mz/2.35min","298993.1","327365.4","798872.0","242047.25","342217.97","289496.94"
"39","419/239.1026mz/2.35min","107900.4","126989.445","209011.16","92556.27","94859.9","74429.914"
"40","420/216.1019mz/2.36min","5319719.0","5180499.0","9444457.0","5182732.0","4949095.5","5428151.0"
"41","423/225.087mz/2.37min","1235119.0","1358229.1","1439884.2","1050958.2","967428.75","877330.0"
"42","424/244.2012mz/2.37min","1409882.8","1384458.9","1344592.8","1394149.1","1371730.5","1327948.2"
"43","425/302.1961mz/2.38min","746590.0","576012.06","697582.6","596258.0","306416.78","271119.94"
"44","426/443.177mz/2.38min","219987.25","250906.98","639751.75","188802.56","259729.38","230351.61"
"45","427/224.0917mz/2.39min","433195.53","431773.34","901718.44","397951.38","483107.12","413916.72"
"46","428/140.1434mz/2.39min","566729.56","537074.44","619012.6","603246.8","431946.22","406656.12"
"47","429/261.1444mz/2.39min","435759.53","444116.2","484809.75","458898.94","371555.25","337301.56"
"48","431/229.1546mz/2.4min","346424.8","410834.34","560279.7","515534.0","408998.0","280274.62"
"49","432/434.213mz/2.4min","168808.7","185383.75","466725.7","135315.16","187090.52","168790.28"
"50","434/192.0689mz/2.42min","208209.8","145930.72","777006.94","89515.0","150496.8","106954.64"
"51","435/393.223mz/2.41min","472914.12","508051.88","1223840.2","421547.03","538145.3","470184.8"
"52","436/298.0968mz/2.44min","1746409.5","1738247.2","1977154.0","1350241.0","1325895.0","1334912.2"
"53","437/190.0498mz/2.46min","273063.94","299982.72","626873.6","240051.95","372785.28","266071.84"
"54","439/261.1444mz/2.46min","657495.06","669386.06","740211.8","631548.94","557602.94","537255.1"
"55","440/114.0913mz/2.49min","1272100.5","1308511.4","2045529.2","1275484.2","1309350.1","997829.75"
"56","441/240.1059mz/2.51min","462527.28","530153.06","590010.6","492193.2","396931.7","455142.28"
"57","442/244.2012mz/2.51min","367711.0","377230.28","384311.47","369996.56","380864.88","369555.44"
"58","443/221.092mz/2.52min","312195.84","379777.78","420990.6","342883.0","283600.97","316333.12"
"59","445/239.1026mz/2.52min","4043102.2","4430746.5","4911474.5","4166327.8","3483181.8","3775032.8"
"60","446/443.177mz/2.52min","109542.266","181298.16","340580.72","98464.47","139822.66","109684.84"
"61","448/184.1695mz/2.54min","357550.3","338632.4","548757.06","364499.2","264249.53","308438.22"
"62","449/434.213mz/2.54min","347039.3","387763.5","864510.44","320796.75","401762.1","359533.84"
"63","450/226.1801mz/2.57min","37926.727","29225.766","46389.746","52816.508","28690.445","25478.105"
"64","451/153.1022mz/2.57min","28158.625","30918.777","184029.16","30465.05","20432.895","35729.574"
"65","452/393.2232mz/2.57min","52984.406","58586.887","177356.66","48695.363","65462.383","52577.465"
"66","453/443.177mz/2.56min","41214.6","125748.13","154708.16","98464.47","62086.184","60890.81"
"67","454/316.2117mz/2.59min","341418.78","411806.38","395376.2","339177.06","482164.6","438675.6"
"68","455/280.0927mz/2.6min","68868.3","82408.72","101642.42","58455.383","57118.46","56401.91"
"69","456/409.1352mz/2.6min","1464817.5","1627320.6","1796296.0","1211084.5","1213302.2","1123975.5"
"70","457/231.1127mz/2.63min","622686.8","660240.06","1479742.8","579018.25","646007.94","562830.6"
"71","458/213.1597mz/2.67min","40149.082","41514.22","38544.53","21988.457","34796.84","22793.605"
"72","459/259.2202mz/2.67min","474022.53","512803.66","515959.78","512697.44","511691.1","480673.2"
"73","460/245.1859mz/2.67min","48247.883","63738.02","136495.12","58232.793","79488.08","41036.066"
"74","461/243.1338mz/2.7min","16864.453","11180.057","60531.594","14857.831","19137.992","11891.662"
"75","462/407.2386mz/2.7min","165442.34","194947.48","438883.28","159553.66","192390.55","160553.94"
"76","463/130.159mz/2.71min","663148.06","553576.4","803681.94","625081.56","511306.3","528259.5"
"77","465/190.0895mz/2.75min","116929.53","102603.164","400870.0","40512.19","33808.45","45203.863"
"78","466/138.0549mz/2.72min","330858.22","305869.62","448197.47","361945.03","254422.56","281544.62"
"79","467/300.1077mz/2.72min","5295564.0","5358598.5","5115319.0","4830180.5","3508123.2","3064660.5"
"80","468/301.1111mz/2.72min","757457.8","755686.3","733219.7","672866.06","491021.47","429280.25"
"81","469/229.1546mz/2.73min","34142.855","29006.225","92024.66","10295.592","29127.662","6916.1025"
"82","470/217.1546mz/2.74min","398831.94","408066.62","1036852.75","357589.22","392243.38","374594.16"
"83","471/202.1801mz/2.74min","326429.44","346868.5","462028.6","375715.56","256201.17","263955.2"
"84","472/316.2117mz/2.75min","811538.75","943442.75","1022684.4","817887.4","1104557.2","974137.06"
"85","473/259.1189mz/2.77min","1019742.2","1049702.5","1124099.6","1035704.5","667503.94","750705.2"
"86","474/272.1128mz/2.77min","188821.77","215710.1","320579.97","178047.36","199876.84","159016.0"
"87","475/306.1182mz/2.77min","3497970.2","3774155.5","8868566.0","2984985.0","4040977.8","3471614.0"
"88","476/231.1127mz/2.77min","302784.8","296181.1","814743.6","275728.3","315008.97","249821.84"
"89","477/260.1129mz/2.77min","244305.44","258623.98","708528.4","198607.6","299691.62","254482.44"
"90","478/288.1077mz/2.77min","176658.17","204061.61","576398.56","151723.1","204658.14","188856.4"
"91","479/188.0705mz/2.79min","118014.445","162002.66","229332.73","127795.984","119694.95","83372.85"
"92","482/259.2202mz/2.8min","251980.88","255471.78","216753.3","252003.34","244866.1","229199.5"
"93","483/169.076mz/2.81min","6773040.0","6563274.0","10466924.0","6586356.5","6411155.0","6282243.5"
"94","485/170.0793mz/2.81min","739799.56","748247.44","1114778.1","735053.8","727661.94","716779.94"
