"","filter","2024_POS_Y-EV_1_CTRL_Run88.mzML","2024_POS_Y-EV_2_CTRL_Run117.mzML","2024_POS_Y-EV_3_CTRL_Run138.mzML","2024_POS_Y-6MSAS_1_Run91.mzML","2024_POS_Y-6MSAS_2_Run108.mzML","2024_POS_Y-6MSAS_3_Run135.mzML"
"601/551.2695mz/4.8min",705362.405,668893.75,768663.1,741831.06,771864.8,521509.62,548667
"602/573.2513mz/4.8min",2116323.25,1935320,2297326.5,2320134.5,2301398,1571178.5,1630346.9
"607/568.2961mz/4.81min",21173922,20329090,22598366,22018754,22707606,16573138,16794788
"609/211.0866mz/4.87min",82037.5375,85409.66,81906.52,91273.21,82168.555,50239.758,70195.78
"610/228.1958mz/4.88min",3089149.1,2834882.5,2840944.8,3411175.8,3128168.2,3050130,3282259.2
"611/250.1777mz/4.88min",528221.72,488450.84,468579.78,548775.1,540673.44,515770,551126.1
"612/229.1991mz/4.88min",414678.12,376434.88,374900.4,443264.38,423216.9,406139.34,435107.4
"613/267.1128mz/4.92min",36801.3035,36088.74,44952.383,49094.16,37513.867,31623.23,33542.85
"614/158.1539mz/4.95min",789754.63,790881.56,815626.3,748379,788627.7,776645.1,811551.44
"616/640.3173mz/4.96min",1147884.7,1098823.4,1196946,1259036.6,1216594.5,899960.25,903569.2
"618/244.1907mz/5.13min",78811.1225,74583.19,60355.43,163491.55,83039.055,59073.305,124655.82
"619/432.238mz/5.21min",33306.52,22015.445,33123.73,61704.176,31552.82,33489.31,49021.55
"620/387.1801mz/5.21min",479201.275,415267.47,472704.7,765141.75,474192.8,592199.3,484209.75
"621/404.2066mz/5.21min",511756.155,436804.84,491200.3,769826.3,509803.47,617692.1,513708.84
"622/209.1536mz/5.26min",112269.105,105422.53,119328.5,107104.625,112644.02,111894.19,132078.05
"623/272.2584mz/5.35min",368608.51,255744.25,246972.06,340817.9,396399.12,458231.66,442854.4
"624/300.2897mz/5.45min",39804.8565,33457.594,35496.78,42647.633,44542.676,46670.617,36962.08
"625/319.3036mz/5.44min",1482094.1,1375030.6,1460338.2,1503850,1506000.5,1662889.6,1191302.2
"626/318.3003mz/5.45min",7604570.5,7039743.5,7434715.5,7826692,7774425.5,8533090,6150910.5
"627/356.1029mz/5.46min",754381.48,755166.9,764200.94,850742.4,753596.06,635127.6,675740.4
"628/387.193mz/5.56min",360953.26,325564.9,320251.8,311618.22,429504.3,396341.62,399898.62
"629/256.2634mz/5.54min",27979.998,20889.637,23502.65,32374.365,38245.305,25058.041,30901.955
"630/239.1641mz/5.62min",301521.2,304043.62,310298.4,371347.97,298998.78,211833.7,209473.05
"632/437.1932mz/5.64min",319624.72,324336.2,318658.38,337647.12,320591.06,286124.9,306595.6
"633/415.2113mz/5.64min",1722196.85,1807646.8,1720918.8,1924993.8,1688554.8,1709557.2,1723474.9
"634/432.2378mz/5.64min",2021107.95,2173636.2,2033329,2204295.2,1992663.1,2008886.9,1954734
"635/446.2535mz/5.64min",340508.935,379785.1,347529.34,323382.88,358650.62,331364.62,333488.53
"636/312.1131mz/5.66min",1089549.45,1162222.2,1111382.9,1392207.1,1067716,901123.3,1031664.8
"637/307.2478mz/5.68min",441211.7,433005.2,448187.72,435119.3,445582.84,442392.4,440031
"638/302.3053mz/5.71min",2075432.5,1957870,2146134.8,2191752,2004730.2,2463921.8,1932159.8
"639/284.2947mz/5.72min",47284.705,43690.957,47264.75,50511.742,44766.65,60786.434,47304.66
"640/330.3002mz/5.76min",368240.27,390860,351217.84,174858.81,447304.4,385262.7,339530.88
"641/452.277mz/5.75min",1760223.95,2256510.8,1819766.8,1472066.9,1733640.8,1786807.1,1351515.2
"643/415.2113mz/5.77min",39763.5255,40005.086,33712.992,51904.844,39521.965,41478.375,33498.074
"644/516.3057mz/5.8min",248973.29,321945.6,294356.9,175424.11,250487.94,247458.64,159090.08
"645/494.3239mz/5.79min",5968800.75,7716477,6855213,4210253,5815463,6122138.5,3784665.2
"647/301.2931mz/5.82min",1008732.4,930649.3,887758.44,934980.8,1234098.8,1103951.1,1082484
"648/300.2897mz/5.82min",5259796.5,4739412.5,4407179.5,5004230,6340743,5680471.5,5515363
"649/452.2769mz/5.85min",1945636.3,2427337.2,1973098.9,1589003.8,1962851.2,1928421.4,1668152.9
"651/337.1046mz/5.86min",372859.235,391552.6,369223.97,376494.5,400884,314029,332092
"652/344.3158mz/5.85min",626735.575,679048.1,636845.9,399047.97,871685.94,616625.25,525035.75
"653/494.3239mz/5.9min",5499378.5,6389339.5,5890835.5,3817696,5730009.5,5268747.5,3830572.2
"654/346.3315mz/5.91min",9746862.5,9752865,10693382,10266452,9740860,8887366,7493324
"655/347.3349mz/5.91min",2141607,2134898.8,2352792.2,2233959.2,2148315.2,1924715.6,1628658.4
"656/516.3057mz/5.91min",299433.75,345936.06,331866.22,199973.88,332651.66,267001.28,197598.9
"658/284.2948mz/6.01min",521431.935,545456.25,485229.38,616612.25,578215.25,496816.44,497407.62
"659/344.3158mz/6.02min",383039.56,262513,362828.4,403250.72,496949.28,522507.47,346365.25
"660/255.2318mz/6.06min",208113.755,200476.83,207339.34,239841.95,260367.98,208888.17,173216.45
"661/330.3366mz/6.17min",801589.63,760123.56,843055.7,897587.4,705404.5,858717.75,624839.9
"662/454.2927mz/6.13min",79954.465,121634.54,82226.914,72324.32,77682.016,89850.03,73639.73
"664/496.3396mz/6.19min",456368.795,624579.9,550193.75,325981.78,393425.25,519312.34,300179.06
"665/328.321mz/6.27min",4170805.1,3796223.8,4055792.2,4498048.5,4285818,4618783,3550824.2
"666/358.3314mz/6.25min",430860.3,494531.12,480677.1,197234.22,521793.06,381043.5,373458.72
"667/454.2926mz/6.24min",1762925.5,2279946.8,1922381.8,1692237.6,1833128,1692723,1416125.5
"668/372.347mz/6.31min",751511.93,928532.3,830792.56,521517.4,998422.25,526754.4,672231.3
"669/329.3244mz/6.27min",838322.3,775543.25,855602,821042.6,920616.9,1016753.06,747339.9
"673/440.4096mz/6.37min",561892.5,581450.8,540053.94,701862,555574.56,568210.44,530288.8
"674/518.3213mz/6.3min",305204.36,407023.97,331872.38,251503.98,313351,297057.72,209868
"675/496.3396mz/6.3min",7037635.5,8111032,8591221,6437788.5,6901481.5,7173789.5,5138938.5
"676/267.1954mz/6.3min",679371.1,774529.25,729388.8,913515.44,629353.4,430569.28,509386.25
"677/497.3429mz/6.3min",1885110.8,2163678,2301895.2,1748367.1,1861953.4,1908268.2,1379198
"678/480.3082mz/6.31min",2757077.6,4079054,3207654.8,2725042.2,2789113,2709961,2280926.2
"680/524.2979mz/6.34min",719289.87,845546.5,849658.75,536857.56,760483.94,678095.8,456367.44
"681/555.2925mz/6.34min",692397.57,113442.16,911133.9,646122.94,868207.56,738672.2,567210.8
"682/573.3031mz/6.34min",643697.75,108124.288,882505.6,579718.4,855062.75,707677.1,540621.44
"684/498.2824mz/6.29min",987022,1421103.2,1178341.5,775843.1,1062098.8,911945.2,650722.5
"685/358.3679mz/6.33min",98117.42,11744.73,58723.65,434229.25,91576.67,104658.17,299387.75
"687/524.3611mz/6.37min",772521.125,1111082.4,1032900.25,554520.3,752210.5,792831.75,480001.44
"688/522.3552mz/6.37min",14200661.5,19706380,18740502,10150697,13924210,14477113,9036336
"689/523.3585mz/6.37min",4182099.4,5883129,5512375,2995953.8,4082338.8,4281860,2654491.8
"690/544.337mz/6.37min",587851,1017551.4,786132.8,458419.25,604383.1,571318.9,412547.9
"693/255.2318mz/6.39min",138820.41,149995.81,127645.01,169606.2,163246,114101.54,112467.59
"694/392.331mz/6.4min",225837.805,194119.77,175691.95,230535.84,258358.2,244544.6,221139.77
"695/480.3083mz/6.41min",1098895.2,1600328,1227820.8,897332.44,1082459.2,1115331.2,981934.3
"696/599.3188mz/6.42min",266400.235,44250.266,375713.03,253758.47,379951.78,279042,221251.33
"697/312.326mz/6.45min",623211.33,613943.6,632479.06,770466.5,683115,516684.1,565189.25
"698/524.298mz/6.47min",79582.045,1103149,104534.2,52746.215,79570.14,79593.95,53857.215
"699/544.3371mz/6.47min",159285.98,218954.36,191451.56,102829.2,150322.4,168249.56,106035.34
"700/522.3552mz/6.47min",3687573.4,4970465.5,4408814,2546211.5,3203086.8,4172060,2504659.2
"701/555.2926mz/6.46min",1297.2998,1219343.6,1297.2998,1297.2998,6486.499,1297.2998,1297.2998
"702/573.3032mz/6.48min",227303.12,1136515.6,227303.12,227303.12,227303.12,227303.12,227303.12
"703/372.3471mz/6.57min",48691.267,37793.79,45448.734,88963.64,45162.574,51933.8,64462.047
"704/524.298mz/6.5min",69833.142,136504.47,78746.164,7682.3376,83711.51,60920.12,38411.688
"705/395.3309mz/6.57min",25689.2135,16304.355,23562.982,40394.61,27815.445,19486.969,30773.56
"706/356.2794mz/6.58min",620387.25,605473.56,635300.94,683276.4,666357.4,540023.3,500247.7
"708/400.3055mz/6.6min",994114.975,980091.25,1008138.7,1077162.1,1090174.8,855140.9,780134.75
"709/599.3188mz/6.59min",58704.727,459994.16,62631.414,43456.97,77188.82,54778.04,38438.242
"710/444.3318mz/6.61min",1334542.15,1305500.9,1363583.4,1499122.9,1485858.1,1180594.1,1052234.1
"711/488.358mz/6.62min",1375037.05,1333284.2,1416789.9,1521534,1503127.8,1185710.5,1074144.6
"712/532.3842mz/6.62min",1135988.25,1092755.4,1179221.1,1229862.1,1227151.2,964937.1,903671.2
"713/620.4365mz/6.63min",374040.2,360556.4,387524,401991.56,399263.44,324344.34,307986.1
"714/576.4103mz/6.63min",705448.4,688005.3,722891.5,795628.4,777620.4,628736.3,576726
"715/664.4626mz/6.63min",146226.16,138171.38,154280.94,156679.56,162219.48,130173.164,114707.625
"716/313.1434mz/6.63min",439058.27,400695.94,477420.6,505124.03,483590.06,367892.44,377043.38
"717/754.535mz/6.66min",116148.48,116148.48,116148.48,116148.48,116148.48,580742.4,116148.48
"718/283.2631mz/6.68min",231084.43,206249.34,231639.86,280108.66,230529,245373.45,204424.9
"719/301.141mz/6.71min",187157.35,440462.78,168063.36,196709.1,185322.4,157617.48,188992.3
"720/279.159mz/6.71min",721461.4,872946.9,589136.1,762897.4,549131.06,849124.56,680025.4
"721/228.2322mz/6.73min",48948.965,45658.203,49179.742,51163.812,52356.17,48633.42,48718.188
"723/459.3104mz/6.77min",55260.336,28235.271,55939.402,59272.684,53795.42,56505.64,54581.27
"724/599.3189mz/6.79min",12698.0624,63490.312,12698.0624,12698.0624,12698.0624,12698.0624,12698.0624
"725/648.4233mz/6.8min",309336.585,192926.1,178129,226516.39,392156.78,976990.8,419353.88
"726/524.3709mz/6.8min",165783.155,187230.67,191925.55,144335.64,128595.65,211011.88,124409.43
"727/283.2631mz/6.82min",334321.71,327325.7,341317.72,439821.22,362066.4,318671.22,295269.44
"729/219.1743mz/6.85min",95844.427,102405.734,114990.14,361305.34,78939.99,89283.12,83850.51
"730/283.2631mz/6.86min",230839.05,198070.2,237042.5,304387.94,259784.19,220704.77,224635.6
"731/295.2267mz/6.92min",654317.275,762095.25,821368.6,906931.8,546539.3,427147.84,480143.16
"732/524.3708mz/6.92min",2802543.65,2619555.2,3472467.8,2942808.5,2662278.8,3221371,2307041.5
"733/411.3257mz/6.94min",37821.1465,41547.117,33381.742,44928.605,41074.547,34567.746,34040.715
"734/393.3151mz/6.94min",70562.215,70844.39,63963.125,85786.26,77757.51,70280.04,66051.41
"735/336.326mz/7.01min",124374.045,90169.13,122017.2,198405.19,125978.5,122769.59,147168.16
"736/335.2792mz/7.02min",429382.785,384994.3,494327.22,446514.47,506776.5,412251.1,383585.5
"737/459.3103mz/7.03min",365468.685,201089.58,378589.94,313751.12,387002.16,355027.47,375909.9
"738/460.3136mz/7.03min",92595.902,50045.137,98001.664,76759.06,105331.51,87190.14,110398.914
"739/255.2318mz/7.05min",239376.97,200303.5,205014.44,365275.7,119381.23,276839,273739.5
"742/427.3205mz/7.06min",320264.52,246891.73,366338.5,429532.8,327553.94,311526.7,312975.1
"743/467.3129mz/7.06min",438723.01,320711.8,458343.22,549681.6,490880.2,253865.66,419102.8
"744/409.3099mz/7.06min",264765.515,213005.03,285542.1,354968.03,275139.22,254391.81,246426.06
"746/481.2921mz/7.07min",66029.7675,44646.977,83235.586,71816.41,95985.17,26807.408,60243.125
"747/335.2792mz/7.1min",759666.02,687051.5,892632.3,778856.1,897606.94,740475.94,657780.1
"749/336.326mz/7.12min",1088668.9,802510.94,1139492,1459075.4,1037845.8,965034.9,1276156.2
"750/427.3205mz/7.14min",710268.025,619276.9,661429.8,839411.75,759715.1,451253.97,759106.25
"752/425.2144mz/7.16min",238645.09,291432.72,245113.58,232176.6,302215.3,105095.2,221334.27
"753/300.2897mz/7.16min",238742.725,187047.8,242467.75,308278.66,235728.05,185405.4,241757.4
"755/403.2325mz/7.16min",519618.02,321357.9,620227.8,647885,530234.94,459651.34,509001.1
"756/734.4956mz/7.16min",34207.3128,11402.4376,11402.4376,123900.55,11402.4376,9527947,57012.188
"757/228.1958mz/7.16min",95993.94,65633.01,93975.14,164970.5,86256.555,98012.74,156105.1
"758/352.3208mz/7.18min",123406.14,87708.91,122062.87,193893.9,124749.41,97298.64,157079.31
"759/380.3369mz/7.19min",303878.625,284479.53,303308.53,318608.38,319926.44,304448.72,260774.7
"760/335.2792mz/7.19min",236558.915,224295.02,299791.16,241790.83,297347.38,231327,211733.62
"762/650.4388mz/7.22min",293085.965,166323.92,237548.6,241970.81,344201.12,944212.8,446262.22
"763/333.2424mz/7.25min",58879.3005,53082.867,76400.07,79575.79,64675.734,52678.086,52633.703
"764/467.3129mz/7.26min",78459.3275,65512.84,82830.53,86363.516,104096.02,23011.707,74088.125
"765/392.331mz/7.26min",147639.475,117369.33,73936.21,70396.86,239709.72,185746.38,177909.62
"766/427.3205mz/7.26min",79244.88,51436.71,73025.61,101356.25,85464.15,38287.22,121586.83
"767/459.3104mz/7.28min",73084.92,37693.418,92830.15,81071.4,85554.19,33864.67,65098.44
"768/481.2922mz/7.28min",48914.033,50681.57,62494.848,42449.516,85229.86,8489.9032,47146.496
"769/352.3209mz/7.28min",971411.1,758195.7,921929.2,1375544.2,1020893,756574.06,1297615.9
"771/676.4543mz/7.29min",248934.33,109956.47,230473.86,123279.984,267394.8,1054218.5,351370.75
"773/780.5507mz/7.3min",330399.78,54140.768,390095.72,270703.84,54140.768,2101210,396890.53
"774/752.5193mz/7.3min",53357.448,17785.816,17785.816,130857.22,493745.16,17785.816,88929.08
"775/754.5341mz/7.3min",38208.441,6343.0624,93767.05,44701.57,6343.0624,2734848,31715.312
"776/810.597mz/7.3min",17209.5548,1079.56992,29021.26,154437.72,1079.56992,31710.494,5397.8496
"780/256.2635mz/7.36min",501404.72,461934.62,523988.44,515872.06,536115.06,462115.16,486937.38
"781/601.3344mz/7.35min",332558.08,63227.432,566106.4,63227.432,535015.75,348979,316137.16
"782/583.3238mz/7.36min",312805.39,60098.35,540500.8,60098.35,522418.38,325119.03,300491.75
"783/463.1304mz/7.38min",268116.05,261883.78,315550.84,253268.75,320549.22,272728.8,263503.3
"784/467.3133mz/7.4min",29319.072,63629.39,20397.594,19615.25,64521.125,3231.4065,38240.55
"785/648.4239mz/7.41min",839.9413,839.9413,839.9413,839.9413,4199.7065,435879.8,839.9413
"787/427.3205mz/7.42min",439998.25,412517.03,467479.47,529829,507977.25,294652.8,398945.94
"788/732.5528mz/7.44min",1730321,331750.58,6495365,1801889.1,331750.58,15617301,1658752.9
"791/758.5689mz/7.43min",12633687.5,2396491.6,15424853,13284917,2396491.6,263759230,11982458
"794/393.315mz/7.43min",73876.38,77234.96,60316.383,70517.8,91080.664,31031.652,77474.9
"797/704.5215mz/7.46min",42149.274,14049.758,14049.758,267376.56,553478.75,14049.758,70248.79
"798/730.5371mz/7.44min",1234479.59375,721.71772,3608.5886,3245657.8,11342656,10015.1875,2458944
"799/818.5895mz/7.43min",28326.946,28326.946,28326.946,28326.946,141634.73,28326.946,28326.946
"800/411.3259mz/7.43min",144382.47,137248.89,91006.234,155551.36,151516.05,67332.125,154870.1
"801/786.6001mz/7.43min",1955330.1,37094.676,2905196.2,5181988.5,7418.9352,1214266.4,2696393.8
"802/481.292mz/7.46min",50043.543,37759,1671431.8,26540.55,62328.086,540479,23300.354
"803/859.5299mz/7.45min",9773.507,9773.507,1780800.9,9773.507,9773.507,9773.507,48867.535
"805/449.3025mz/7.45min",97886.22,152910.12,96767.89,99004.55,137587.38,23210.299,92068.945
"808/718.5364mz/7.45min",843864.12,51109.86,255549.3,3435263,365014.84,36501530,1322713.4
"809/762.5263mz/7.45min",500028.9,83189.16,14323998,10546091,83189.16,415945.8,584112
"810/810.5972mz/7.45min",256472.335,38009.09,322267.38,1125729.8,249869.97,263074.7,190045.45
"811/788.6152mz/7.44min",2357386.6,7637.922,3932599,5677428.5,1144075.5,2925335,1789438.2
"813/726.5035mz/7.45min",10561.626,3520.542,3520.542,29857.742,86509.05,3520.542,17602.71
"814/740.5191mz/7.45min",184020.76,16050.844,16050.844,772538.2,80254.22,316066.28,287787.3
"815/754.5346mz/7.45min",293128.21,51667.116,414862.9,258335.58,51667.116,1453720.8,327920.84
"816/780.5507mz/7.45min",850986.25,136007.75,1146883.1,680038.75,136007.75,8084336,1021933.75
"817/702.5008mz/7.45min",75970.608,25323.536,25323.536,305473.28,145445.62,25323.536,126617.68
"818/811.6008mz/7.45min",113975.955,14319.286,149519.53,563667.7,109280.06,118671.85,71596.43
"820/738.5039mz/7.45min",40906.8516,13635.6172,13635.6172,96740.04,727721.8,13635.6172,68178.086
"821/752.5193mz/7.45min",291850.26,97283.42,97283.42,629209.06,1971360.6,97283.42,486417.1
"822/700.4883mz/7.45min",652558.56,217519.52,217519.52,3685531.8,1243046.5,217519.52,1087597.6
"823/409.3099mz/7.45min",193816.195,161313.66,227291.14,217347.31,218791.33,93114.47,170285.08
"824/678.5064mz/7.49min",2335280.1,778426.7,778426.7,25321738,4654424,778426.7,3892133.5
"827/445.3309mz/7.47min",364631.6,416403.4,312859.8,242256.55,528386.9,160773.1,468331.1
"829/256.2635mz/7.51min",59058.756,87025.88,72486.16,69697.086,22205.793,48420.426,47595.035
"831/282.2791mz/7.52min",2480667,2535828.5,2257998.8,2496913.5,2464420.5,2188001.8,2503629.8
"832/283.2825mz/7.51min",459673.34,464663.4,411280.25,458073.4,461273.28,380062.25,473424.44
"833/482.2955mz/7.52min",851953.65,1108234.4,996264.7,862199.5,841707.8,356990.25,815543.75
"834/490.3521mz/7.53min",173660.56,148027.12,405736.3,199294,260153.77,82467.92,128896.76
"835/315.2318mz/7.52min",1235465.45,900064.25,1563505.1,1418581.4,1330839.5,806598.7,1140091.4
"836/459.3103mz/7.52min",4605868.1,3347149.8,5655374,5061472.5,5060963,3010898.8,4150773.2
"837/481.2922mz/7.52min",2971154.3,3489063.8,3182231.8,2760076.8,3722536.8,1168622.1,2578261
"838/497.2661mz/7.53min",529408.06,446872.03,629745,564864,616193.8,227160.61,493952.12
"840/392.3311mz/7.53min",11699712.5,10148569,8644295,7257197,14051647,13358852,13250856
"841/394.3377mz/7.53min",506183.175,437733.6,366244.34,308424.62,609362.56,580929.8,574632.75
"842/354.3366mz/7.54min",103557.933,100138.336,106977.53,170303.47,94683.4,81763.7,143989.8
"843/476.3367mz/7.54min",274635.725,228176.08,382968.12,301866.22,364313.88,186307.4,247405.23
"844/377.3202mz/7.55min",603560.225,680574.3,582023.56,602207.75,710029.94,413517.25,604912.7
"845/395.3303mz/7.55min",459430.72,556028.4,449656.5,469204.94,561222.5,334213.2,410000.2
"846/411.3257mz/7.56min",72592.195,89663.96,66808.78,78375.61,90824.43,54936.562,66018.48
"849/333.2424mz/7.57min",433765.95,301615.25,529577.1,468866.9,467683.3,253102.75,399848.6
"850/676.4543mz/7.57min",98991.176,98991.176,98991.176,98991.176,98991.176,494955.88,98991.176
"851/678.5064mz/7.54min",7769548.8,2589849.6,2589849.6,13439292,22741078,2589849.6,12949248
"853/700.4884mz/7.58min",232162.98,77387.66,77387.66,628466.4,1294081.5,77387.66,386938.3
"854/718.5369mz/7.57min",3374375.72,80072.612,400363.06,10060254,501824.44,6975802,6246927
"855/648.4236mz/7.57min",1168.9748,1168.9748,1168.9748,1168.9748,5844.874,392554.7,1168.9748
"858/354.3366mz/7.61min",675548.725,576900.7,700176.7,921237.6,650920.75,479733.25,845652.3
"860/336.326mz/7.63min",226402.455,189102.64,238281.8,299864.84,214523.11,141830.22,297719.4
"861/490.3524mz/7.63min",144701.2675,129693.375,376810.16,49944.24,159709.16,14283.992,169060.03
"862/315.2318mz/7.64min",2658960.25,1647880.6,3744138,2601437,2716483.5,1796524.1,2811691.8
"863/459.3103mz/7.64min",529655.125,329862.7,760867.94,516664.75,585619.1,358783.22,542645.5
"864/476.3369mz/7.64min",873035.82,519323.47,1245316.1,832186.7,960600.44,568386.3,913884.94
"865/481.2922mz/7.64min",1593156.5,1728091.8,1765027.9,1162098.5,1612145.5,643003.2,1574167.5
"866/332.2584mz/7.64min",536723.37,309824.53,743770.3,536401.3,537045.44,351845.44,563116.3
"867/497.2661mz/7.65min",442551.75,199380.61,575633.1,419949.88,507177.5,162410.06,465153.62
"868/427.3205mz/7.65min",314888.49,274031.22,366522.84,295065.2,351052.94,199671.38,334711.78
"869/760.5153mz/7.64min",119088.19665,676.22266,3381.1133,234795.28,676.22266,5941120.5,828145.8
"873/411.3256mz/7.67min",366018.14,361544.16,340321.6,274354,407051.84,370492.12,470422.12
"874/446.3626mz/7.67min",303038.515,227787.81,358185.9,210890.77,345830.3,260246.73,441117.7
"875/333.2424mz/7.69min",934258.4,670599.9,1355808.8,929069.6,939447.2,669464.56,1015847.25
"876/726.5038mz/7.71min",66790.392,22263.464,22263.464,1533780.9,1477926.9,22263.464,111317.32
"877/704.5221mz/7.73min",2000932.32,666977.44,666977.44,33900950,25779330,666977.44,3334887.2
"878/705.5255mz/7.73min",864987.6,288329.2,288329.2,14644033,9788124,288329.2,1441646
"879/637.3049mz/7.7min",590318.78,479786.84,554370.06,410166.22,638883.75,626267.5,990283.5
"880/654.3318mz/7.7min",2318770.9,1607099.4,2345791.8,1545502,2418467,2291750,3756549
"881/659.2868mz/7.71min",175363.945,170440.22,204016.95,124369.3,180287.67,164850.42,341503.9
"883/394.3467mz/7.72min",277561.465,236744.81,212545.66,165330.16,337628.8,318378.12,414191.88
"885/328.3209mz/7.74min",40415.896,59608.746,75554.695,31654.572,13753.703,30699.709,49177.22
"887/429.3362mz/7.71min",290502.3,305371.22,345248.53,176362.23,275633.38,224056.11,334239.6
"888/408.3083mz/7.76min",438790.92,956273.5,481584.44,232899.75,63559.21,395997.4,1193779.1
"889/209.1536mz/7.76min",405890.72,419242.38,392539.06,354362.12,126299.89,438959.44,816523.44
"890/244.1907mz/7.76min",223673.48,231036.73,216310.23,184812.64,47096.6,239404.75,453535.12
"892/771.645mz/7.76min",200559.475,189537.14,211581.81,123222.42,9532.871,256811.14,842750.25
"893/226.1801mz/7.76min",1092683.55,1107256.5,1078110.6,927296.6,337273.4,1161242.5,2073702.6
"894/250.1778mz/7.84min",30047.33,134387.48,32559.898,4292.8784,858.57568,27534.762,124961.63
"900/413.3047mz/7.8min",226311.67,298278.4,346156.4,59552.508,63736.832,179062.14,273561.2
"901/201.07mz/7.8min",59504.22,59504.22,59504.22,59504.22,297521.1,59504.22,59504.22
"903/449.3025mz/7.84min",115616.865,342759.2,156740,4373.196,4837.634,74493.73,176420.75
"904/731.5406mz/7.85min",111034.20515,999.91006,999.91006,117684420,67637656,4999.5503,217068.86
"905/732.5456mz/7.85min",411072.54,137024.18,137024.18,28450950,17369766,137024.18,685120.9
"906/733.5482mz/7.87min",199271.364,66423.788,66423.788,5186522,3206521,66423.788,332118.94
"907/209.1536mz/7.82min",228788.56,313996.75,202469.62,182395.8,119784.4,255107.5,438582.56
"908/226.1801mz/7.84min",575931.065,786039.7,511268.88,444993.28,219065.42,640593.25,1137606.6
"909/228.1958mz/7.84min",1205573.05,1658968,1060506.2,962078.06,446604.53,1350639.9,2268384.2
"910/244.1907mz/7.84min",714381.65,942979.75,624816.4,540590.7,274954.34,803946.9,1340278.2
"912/408.3083mz/7.81min",447157.22,1541728.1,462225.28,213075.9,63559.21,432089.16,1277998.5
"913/781.5541mz/7.84min",113330.4375,6608.179,193619.98,33040.895,6608.179,1823986,228042.44
"914/754.5341mz/7.85min",105793.734,35264.578,176322.89,35264.578,35264.578,812860.6,256610.5
"915/771.6449mz/7.81min",159780.965,178041.1,141520.83,51069.625,9532.871,234159.88,587400.06
"917/810.5972mz/7.84min",118839.57,8528.9586,198305.4,151585.86,42644.793,227504.03,86093.28
"921/730.5373mz/7.86min",1802037.2,810.06006,4050.3003,257082110,253599020,173972.4,3430102
"922/740.5199mz/7.84min",86246.367,10305.6368,10305.6368,51528.184,298228.2,307026.06,120964.55
"923/768.4938mz/7.86min",17165.8932,5721.9644,5721.9644,743040.75,1049401.8,5721.9644,28609.822
"924/754.5289mz/7.86min",121944.6115,857.6386,4288.193,1016383.2,1129651,857.6386,239601.03
"925/780.5511mz/7.86min",279770.6725,3258.457,543249.06,16292.285,3258.457,6570170,601971
"926/782.5648mz/7.84min",206950.435,13644.342,2746503,68221.71,13644.342,2259816.2,345679.16
"927/427.3205mz/7.84min",322056.835,491827,432942.88,119981.88,178510.5,276169.7,367943.97
"928/411.3259mz/7.82min",41290.3275,113330.45,85118.24,31762.303,15975.33,35429.125,47151.53
"929/752.5193mz/7.87min",776473.86,258824.62,258824.62,9519264,11081174,258824.62,1294123.1
"930/173.1325mz/7.76min",164880.985,173551,156210.97,151079.95,50423.43,202775.33,406959.94
"931/191.143mz/7.76min",143710.825,148827.73,138593.92,137837.88,41770.715,180497.62,359066.1
"932/198.1852mz/7.76min",135540.015,139466.8,128566,131613.23,42789.75,169410.86,337444.7
"933/208.1696mz/7.76min",129809.735,134376.83,123959.4,125242.64,34521.86,158591.84,341605.72
"934/229.1991mz/7.84min",156217.435,214817.75,130891.15,60367.105,55100.938,181543.72,313069.38
"935/700.4882mz/7.84min",9108.7188,3036.2396,3036.2396,15181.198,32642.672,3036.2396,205295.7
"936/726.504mz/7.85min",130091.514,43363.838,43363.838,216819.19,242577.86,43363.838,2015195.1
"938/718.5375mz/7.83min",1744707.6,149372.76,746863.8,1800351.8,7230801.5,5139526.5,1689063.4
"939/719.5412mz/7.84min",541793.165,33688.868,168444.34,517799.53,2965223.5,2276704,565786.8
"940/393.3151mz/7.86min",94814.69,253885.72,118180.07,27070.965,21835.744,71449.31,184059.67
"941/734.5685mz/7.86min",1106301.4,1106301.4,5531507,1106301.4,1106301.4,1106301.4,1106301.4
"943/377.3201mz/7.88min",66370.0825,102595.74,72156.79,43782.832,42724.535,60583.375,95403.94
"944/704.5217mz/7.85min",2007684.7285,2164.9914,2164.9914,4791782,4004544.5,10824.957,18701744
"946/338.3416mz/7.88min",128449.168,200477.27,155384.19,25122.113,31368.51,130428.016,126470.32
"947/395.3307mz/7.88min",179495.5,296920.88,173956.53,126409.66,136628.66,185034.47,239108.4
"948/554.1756mz/7.88min",586530.6,639036.4,591799.7,581261.5,299882.03,681049.6,523597.53
"953/746.5686mz/7.91min",828578.775,3519.8906,9532179,862122.8,703.97812,6313478.5,795034.75
"954/786.5999mz/7.88min",1321861.18,43624.465,8650642,347290.56,8724.893,11065338,2296431.8
"955/284.2948mz/7.91min",319119.705,339362.53,352613.88,326150.53,293504.72,280360.8,312088.88
"956/315.2317mz/7.94min",69071.35,98940.75,89666.43,43331.6,26513.44,83896.96,54245.74
"958/744.5532mz/7.98min",504141.94,1018.3896,5091.948,4262028.5,295360.38,1920341.8,712923.5
"959/754.5338mz/7.92min",47086.7904,15695.5968,78477.984,15695.5968,15695.5968,754409.25,163849.4
