"","FC","log2(FC)","raw.pval","-log10(p)"
"1182/377.2318mz/4.45min",2.2401,1.1636,5.0241e-05,4.2989
"3000/558.4148mz/7.43min",2.5537,1.3526,0.00019018,3.7208
"2301/644.3478mz/6.68min",4.3441,2.1191,0.0004768,3.3217
"594/193.0972mz/2.71min",8.0008,3.0002,0.00065063,3.1867
"3717/798.5629mz/8.14min",0.012032,-6.377,0.0019301,2.7144
"2873/285.1845mz/7.33min",2.788,1.4792,0.0023824,2.623
"2777/544.399mz/7.23min",2.7789,1.4745,0.0034265,2.4651
"3413/614.3734mz/7.8min",3.5944,1.8458,0.0050117,2.3
"918/189.1121mz/3.45min",2.4802,1.3105,0.0052405,2.2806
"2155/547.3819mz/6.48min",2.0104,1.0075,0.00544,2.2644
"2985/588.3213mz/7.43min",2.324,1.2166,0.0056986,2.2442
"2853/572.3266mz/7.31min",2.6177,1.3883,0.0057229,2.2424
"923/171.1016mz/3.45min",2.1383,1.0965,0.0059068,2.2287
"957/385.2208mz/3.54min",0.48758,-1.0363,0.0061322,2.2124
"2834/431.3151mz/7.29min",3.0299,1.5993,0.0064241,2.1922
"2983/570.3109mz/7.43min",2.0981,1.0691,0.008447,2.0733
"695/319.1497mz/2.94min",2.571,1.3624,0.0089535,2.048
"3349/526.3516mz/7.72min",2.0605,1.043,0.009168,2.0377
"3309/427.3203mz/7.69min",2.086,1.0607,0.0096255,2.0166
"4198/605.417mz/8.91min",0.27902,-1.8415,0.010224,1.9904
"2870/410.3133mz/7.33min",2.4193,1.2746,0.012308,1.9098
"2811/485.337mz/7.27min",2.1097,1.077,0.013609,1.8662
"925/125.0961mz/3.45min",2.0492,1.0351,0.015347,1.814
"2670/586.3848mz/7.14min",2.0153,1.011,0.016361,1.7862
"3341/409.3097mz/7.71min",2.0952,1.0671,0.018261,1.7385
"543/287.1599mz/2.59min",2.44,1.2869,0.020545,1.6873
"1191/612.2488mz/4.48min",2.5787,1.3667,0.02062,1.6857
"3655/395.3665mz/8.12min",0.42268,-1.2424,0.02196,1.6584
"3154/483.3673mz/7.62min",2.1735,1.12,0.022266,1.6524
"2989/469.3431mz/7.43min",2.4636,1.3008,0.023253,1.6335
"3430/483.3674mz/7.81min",2.3267,1.2183,0.023664,1.6259
"2206/301.1407mz/6.55min",0.34847,-1.5209,0.025794,1.5885
"3387/315.2314mz/7.77min",2.5431,1.3466,0.025816,1.5881
"3285/758.5689mz/7.68min",0.42521,-1.2337,0.025981,1.5853
"3318/441.2994mz/7.69min",2.2158,1.1478,0.030609,1.5142
"3336/453.347mz/7.71min",2.329,1.2197,0.030619,1.514
"3361/407.2939mz/7.74min",2.646,1.4038,0.030732,1.5124
"1454/423.2347mz/5.33min",2.0201,1.0144,0.030866,1.5105
"3286/756.5532mz/7.68min",5.8332,2.5443,0.031991,1.495
"3401/313.2732mz/7.79min",2.4709,1.305,0.032228,1.4918
"3188/370.3309mz/7.66min",2.4208,1.2755,0.033942,1.4693
"3407/227.1275mz/7.8min",2.4322,1.2823,0.034721,1.4594
"3410/245.1381mz/7.79min",2.3046,1.2045,0.035025,1.4556
"4472/798.5625mz/10.21min",0.06965,-3.8437,0.035699,1.4473
"3325/393.3146mz/7.7min",2.1452,1.1011,0.035823,1.4458
"607/327.1911mz/2.74min",3.5724,1.8369,0.039331,1.4053
"3386/333.2419mz/7.77min",2.3731,1.2468,0.039539,1.403
"2922/481.2918mz/7.36min",2.2018,1.1387,0.039778,1.4004
"2818/375.3042mz/7.28min",2.1254,1.0877,0.041877,1.378
"3293/757.5568mz/7.68min",9.5757,3.2594,0.045113,1.3457
"2063/564.2851mz/6.32min",2.1322,1.0923,0.045916,1.338
"3458/443.3152mz/7.86min",2.0488,1.0348,0.047133,1.3267
"3295/425.3043mz/7.68min",3.0524,1.6099,0.048223,1.3167
"3425/453.347mz/7.77min",4.2758,2.0962,0.049311,1.3071
