"","Filename","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp3_1_Run55.mzML","POS_TJGIp3_2_Run137.mzML","POS_TJGIp3_3_Run173.mzML"
"31","473/146.0601mz/2.35min","5429271.0","7267810.5","4426745.5","4748652.5","5261278.5","5256890.0"
"32","474/147.0633mz/2.35min","498898.53","666864.2","379591.97","427440.47","467649.28","428707.5"
"33","475/146.1176mz/2.35min","2343234.5","1928920.4","2272741.8","3368263.8","3801600.5","3927793.5"
"34","476/229.1185mz/2.35min","2472978.0","2108107.0","1938658.0","2378206.0","2426091.5","2359230.8"
"35","477/229.1547mz/2.36min","12922668.0","14750199.0","6118693.0","14420561.0","18114630.0","10651133.0"
"36","479/182.0787mz/2.37min","189069.55","176389.12","210568.73","173167.1","262416.2","250152.58"
"37","480/267.1317mz/2.37min","510704.75","739514.44","251818.86","203662.53","773450.06","523197.2"
"38","481/160.0969mz/2.37min","440638.34","403381.8","397757.75","406323.5","535479.94","697307.7"
"39","483/200.0554mz/2.38min","454501.0","211088.02","742421.3","551467.4","926433.5","606444.7"
"40","484/145.0761mz/2.39min","241133.89","223794.03","222621.69","251232.62","280153.66","253532.98"
"41","485/114.0914mz/2.39min","1454825.8","1231664.6","1433721.8","1215219.4","1218321.0","1462548.0"
"42","487/296.1351mz/2.4min","1128710.6","798987.8","894123.44","802171.6","904640.0","822922.4"
"43","490/138.055mz/2.41min","692011.7","683682.8","673483.3","668259.8","837184.5","932794.94"
"44","491/190.0499mz/2.41min","788092.9","722842.0","881778.1","785087.6","978969.5","907937.75"
"45","492/261.1444mz/2.41min","1602788.1","1066808.6","1371593.2","1726448.9","1785353.9","1615176.2"
"46","493/156.102mz/2.41min","264953.9","212424.97","175272.75","271733.9","171279.14","201871.5"
"47","494/283.1263mz/2.41min","1113035.6","744662.6","773327.0","1134274.0","1000133.9","957138.8"
"48","496/232.1735mz/2.4min","137974.42","183503.6","42009.16","184021.7","153914.03","148144.86"
"49","499/141.0546mz/2.46min","463991.66","341907.88","402706.4","568532.5","851147.7","739794.44"
"50","502/229.1184mz/2.46min","1152212.8","986576.9","969446.25","1127924.8","1425213.2","1196562.2"
"51","504/231.1702mz/2.47min","1354788.4","1667485.8","660314.25","1548649.1","1671578.4","972566.56"
"52","505/185.071mz/2.47min","626283.1","939930.75","436467.22","373593.34","419373.28","568128.8"
"53","506/217.0972mz/2.47min","977353.0","518373.72","1502260.6","1356474.9","1580004.6","1687921.0"
"54","508/320.1813mz/2.46min","215812.0","92002.02","362977.6","357940.97","392014.22","452209.25"
"55","509/144.0808mz/2.47min","329355.94","159932.38","522447.6","472375.12","524610.25","619412.25"
"56","512/259.1151mz/2.5min","136263.38","208081.7","50019.14","140929.7","161401.44","98538.94"
"57","513/172.0063mz/2.51min","478843.62","419753.94","310925.88","519677.6","712822.1","588770.44"
"58","514/138.055mz/2.5min","359227.16","348052.1","326007.78","340097.9","477743.7","434038.62"
"59","515/205.0972mz/2.52min","285562.3","301027.72","273292.66","296185.25","399340.03","390565.8"
"60","518/261.1233mz/2.53min","886098.7","1145650.6","701829.9","1024176.94","1136244.6","1256215.9"
"61","522/167.0816mz/2.54min","3072909.2","3295394.8","2943476.8","2956279.5","3521262.2","3629153.2"
"62","525/120.0808mz/2.55min","245367.97","313193.25","157201.03","279614.44","250627.9","303345.38"
"63","530/147.0553mz/2.56min","856532.0","1244128.5","759045.0","828252.1","890447.0","948351.25"
"64","533/180.1019mz/2.56min","837843.8","1019344.7","441340.0","996055.06","943733.75","719113.06"
"65","534/172.0968mz/2.56min","398386.22","401505.1","321072.28","506134.12","652292.25","479873.28"
"66","537/246.1699mz/2.57min","7546119.5","5569598.5","7187780.0","9511191.0","8689504.0","9895191.0"
"67","538/247.1076mz/2.57min","437258.16","466195.53","327483.44","456197.66","543181.2","392864.06"
"68","540/249.1232mz/2.6min","356498.94","243375.53","287143.44","351123.75","344895.16","352272.28"
"69","543/287.1599mz/2.59min","792467.0","697677.9","400399.38","1442883.8","1568820.4","1554017.4"
"70","545/200.0917mz/2.6min","394189.16","385048.97","314236.03","552689.8","778730.44","668936.7"
"71","547/231.1202mz/2.61min","0.0","22953.455","136761.31","80062.875","4322.9453","54518.71"
"72","549/245.1859mz/2.62min","2159339.8","2612254.8","945779.4","2451846.0","2725827.8","1749005.4"
"73","550/211.1441mz/2.62min","302427.25","418825.06","1920185.1","422910.62","1580541.5","1080045.6"
"74","553/197.1285mz/2.62min","6243726.0","9634080.0","7679469.5","7104329.5","11224289.0","9179255.0"
"75","554/180.0655mz/2.63min","737293.25","647209.7","633424.56","668701.1","909468.2","875256.44"
"76","555/255.1701mz/2.62min","25890.709","0.0","71762.57","69050.43","168601.42","57158.03"
"77","556/209.1285mz/2.62min","199809.89","199706.89","203026.39","226530.02","408579.06","351881.2"
"78","559/229.1546mz/2.63min","1860461.4","1984703.4","1528752.8","1649222.1","2204642.0","2454702.2"
"79","561/253.1157mz/2.66min","393380.8","157237.88","109273.15","112555.75","212275.66","324533.16"
"80","564/243.1339mz/2.65min","1657313.9","1471748.9","1360186.2","1524657.6","1725001.4","1720381.1"
"81","565/130.1591mz/2.65min","4536869.0","4149278.2","3103394.5","2419767.5","4572731.0","4314283.5"
"82","566/175.1077mz/2.66min","389082.1","469707.62","480814.0","551617.8","616767.2","617433.44"
"83","570/227.1389mz/2.65min","404592.1","598287.2","325382.5","389037.06","1182292.6","1128813.0"
"84","573/202.1801mz/2.67min","121156.52","116500.46","108620.305","117749.61","105405.914","87528.766"
"85","575/120.0807mz/2.67min","172458.34","311901.16","171652.0","184459.05","297244.88","333503.56"
"86","576/188.1281mz/2.69min","112318.81","135117.34","124306.27","167720.52","268812.53","221320.38"
"87","578/263.1388mz/2.69min","2789428.8","2863609.5","1673697.1","3255025.0","4355247.5","3163381.0"
"88","579/241.1545mz/2.68min","537576.75","546497.4","811137.06","377545.72","1351058.8","178533.62"
"89","583/86.0964mz/2.71min","500674.3","671661.3","601177.3","386874.25","672393.94","1093032.2"
"90","584/132.1019mz/2.67min","1287601.0","1287098.6","902079.25","627605.44","703884.56","1921776.9"
"91","588/193.1699mz/2.72min","552601.3","477543.4","314195.16","762963.2","880533.25","638836.2"
"92","592/185.1284mz/2.71min","743528.94","1033478.0","736033.4","816305.44","1212051.8","1053978.0"
"93","594/193.0972mz/2.71min","303337.0","196848.6","261522.0","1460844.6","1814528.4","2734360.5"
"94","595/183.0917mz/2.72min","279630.25","480185.72","242923.64","276991.34","264479.34","292417.6"
"95","597/120.0444mz/2.73min","2382958.5","2415151.8","2231262.0","3044776.2","3615551.8","3042013.8"
"96","598/138.0549mz/2.73min","584896.94","673368.06","675584.1","817962.3","989401.2","848201.44"
"97","599/114.0913mz/2.73min","1785271.2","1766001.0","1707635.0","2006289.1","2903143.0","2806287.8"
"98","600/160.0968mz/2.73min","530751.1","618577.2","571005.9","640205.06","865696.6","920436.5"
"99","601/260.1028mz/2.73min","475113.06","546018.2","463081.34","498060.9","525546.2","606320.2"
"100","604/142.0863mz/2.79min","437076.38","240823.25","171808.5","279057.5","328982.66","366546.56"
