"","filter","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp3_1_Run55.mzML","POS_TJGIp3_2_Run137.mzML","POS_TJGIp3_3_Run173.mzML"
"465/100.0757mz/2.35min",219885.14,213745.44,367517.8,119089.71,117116.03,340556.84,226024.84
"466/171.1128mz/2.33min",3738604.7,3383424.8,3620208.8,3757079.2,3720130.2,5225556.5,6259031
"467/195.1129mz/2.33min",4270203.5,4022520.2,4228880,4311527,4022760.8,5942680,6402991
"472/116.0706mz/2.35min",937748.68,884011.3,1034218.94,439523.56,970018.3,1119686.1,905479.06
"473/146.0601mz/2.35min",5259084.25,5429271,7267810.5,4426745.5,4748652.5,5261278.5,5256890
"474/147.0633mz/2.35min",448178.39,498898.53,666864.2,379591.97,427440.47,467649.28,428707.5
"475/146.1176mz/2.35min",2855749.15,2343234.5,1928920.4,2272741.8,3368263.8,3801600.5,3927793.5
"476/229.1185mz/2.35min",2368718.4,2472978,2108107,1938658,2378206,2426091.5,2359230.8
"477/229.1547mz/2.36min",13671614.5,12922668,14750199,6118693,14420561,18114630,10651133
"479/182.0787mz/2.37min",199819.14,189069.55,176389.12,210568.73,173167.1,262416.2,250152.58
"480/267.1317mz/2.37min",516950.975,510704.75,739514.44,251818.86,203662.53,773450.06,523197.2
"481/160.0969mz/2.37min",423480.92,440638.34,403381.8,397757.75,406323.5,535479.94,697307.7
"483/200.0554mz/2.38min",578956.05,454501,211088.02,742421.3,551467.4,926433.5,606444.7
"484/145.0761mz/2.39min",246183.255,241133.89,223794.03,222621.69,251232.62,280153.66,253532.98
"485/114.0914mz/2.39min",1332693.2,1454825.8,1231664.6,1433721.8,1215219.4,1218321,1462548
"487/296.1351mz/2.4min",858522.92,1128710.6,798987.8,894123.44,802171.6,904640,822922.4
"490/138.055mz/2.41min",687847.25,692011.7,683682.8,673483.3,668259.8,837184.5,932794.94
"491/190.0499mz/2.41min",834935.5,788092.9,722842,881778.1,785087.6,978969.5,907937.75
"492/261.1444mz/2.41min",1608982.15,1602788.1,1066808.6,1371593.2,1726448.9,1785353.9,1615176.2
"493/156.102mz/2.41min",207148.235,264953.9,212424.97,175272.75,271733.9,171279.14,201871.5
"494/283.1263mz/2.41min",978636.35,1113035.6,744662.6,773327,1134274,1000133.9,957138.8
"496/232.1735mz/2.4min",151029.445,137974.42,183503.6,42009.16,184021.7,153914.03,148144.86
"499/141.0546mz/2.46min",516262.08,463991.66,341907.88,402706.4,568532.5,851147.7,739794.44
"502/229.1184mz/2.46min",1140068.8,1152212.8,986576.9,969446.25,1127924.8,1425213.2,1196562.2
"504/231.1702mz/2.47min",1451718.75,1354788.4,1667485.8,660314.25,1548649.1,1671578.4,972566.56
"505/185.071mz/2.47min",502298.01,626283.1,939930.75,436467.22,373593.34,419373.28,568128.8
"506/217.0972mz/2.47min",1429367.75,977353,518373.72,1502260.6,1356474.9,1580004.6,1687921
"508/320.1813mz/2.46min",360459.285,215812,92002.02,362977.6,357940.97,392014.22,452209.25
"509/144.0808mz/2.47min",497411.36,329355.94,159932.38,522447.6,472375.12,524610.25,619412.25
"512/259.1151mz/2.5min",138596.54,136263.38,208081.7,50019.14,140929.7,161401.44,98538.94
"513/172.0063mz/2.51min",499260.61,478843.62,419753.94,310925.88,519677.6,712822.1,588770.44
"514/138.055mz/2.5min",353639.63,359227.16,348052.1,326007.78,340097.9,477743.7,434038.62
"515/205.0972mz/2.52min",298606.485,285562.3,301027.72,273292.66,296185.25,399340.03,390565.8
"518/261.1233mz/2.53min",1080210.77,886098.7,1145650.6,701829.9,1024176.94,1136244.6,1256215.9
"522/167.0816mz/2.54min",3184152,3072909.2,3295394.8,2943476.8,2956279.5,3521262.2,3629153.2
"525/120.0808mz/2.55min",265121.17,245367.97,313193.25,157201.03,279614.44,250627.9,303345.38
"530/147.0553mz/2.56min",873489.5,856532,1244128.5,759045,828252.1,890447,948351.25
"533/180.1019mz/2.56min",890788.775,837843.8,1019344.7,441340,996055.06,943733.75,719113.06
"534/172.0968mz/2.56min",440689.19,398386.22,401505.1,321072.28,506134.12,652292.25,479873.28
"537/246.1699mz/2.57min",8117811.75,7546119.5,5569598.5,7187780,9511191,8689504,9895191
"538/247.1076mz/2.57min",446727.91,437258.16,466195.53,327483.44,456197.66,543181.2,392864.06
"540/249.1232mz/2.6min",348009.455,356498.94,243375.53,287143.44,351123.75,344895.16,352272.28
"543/287.1599mz/2.59min",1117675.4,792467,697677.9,400399.38,1442883.8,1568820.4,1554017.4
"545/200.0917mz/2.6min",473439.48,394189.16,385048.97,314236.03,552689.8,778730.44,668936.7
"547/231.1202mz/2.61min",38736.0825,864.58906,22953.455,136761.31,80062.875,4322.9453,54518.71
"549/245.1859mz/2.62min",2305592.9,2159339.8,2612254.8,945779.4,2451846,2725827.8,1749005.4
"550/211.1441mz/2.62min",751478.11,302427.25,418825.06,1920185.1,422910.62,1580541.5,1080045.6
"553/197.1285mz/2.62min",8429362.25,6243726,9634080,7679469.5,7104329.5,11224289,9179255
"554/180.0655mz/2.63min",702997.175,737293.25,647209.7,633424.56,668701.1,909468.2,875256.44
"555/255.1701mz/2.62min",63104.23,25890.709,5178.1418,71762.57,69050.43,168601.42,57158.03
"556/209.1285mz/2.62min",214778.205,199809.89,199706.89,203026.39,226530.02,408579.06,351881.2
"559/229.1546mz/2.63min",1922582.4,1860461.4,1984703.4,1528752.8,1649222.1,2204642,2454702.2
"561/253.1157mz/2.66min",184756.77,393380.8,157237.88,109273.15,112555.75,212275.66,324533.16
"564/243.1339mz/2.65min",1590985.75,1657313.9,1471748.9,1360186.2,1524657.6,1725001.4,1720381.1
"565/130.1591mz/2.65min",4231780.85,4536869,4149278.2,3103394.5,2419767.5,4572731,4314283.5
"566/175.1077mz/2.66min",516215.9,389082.1,469707.62,480814,551617.8,616767.2,617433.44
"570/227.1389mz/2.65min",501439.65,404592.1,598287.2,325382.5,389037.06,1182292.6,1128813
"573/202.1801mz/2.67min",112560.3825,121156.52,116500.46,108620.305,117749.61,105405.914,87528.766
"575/120.0807mz/2.67min",240851.965,172458.34,311901.16,171652,184459.05,297244.88,333503.56
"576/188.1281mz/2.69min",151418.93,112318.81,135117.34,124306.27,167720.52,268812.53,221320.38
"578/263.1388mz/2.69min",3013495.25,2789428.8,2863609.5,1673697.1,3255025,4355247.5,3163381
"579/241.1545mz/2.68min",542037.075,537576.75,546497.4,811137.06,377545.72,1351058.8,178533.62
"583/86.0964mz/2.71min",636419.3,500674.3,671661.3,601177.3,386874.25,672393.94,1093032.2
"584/132.1019mz/2.67min",1094588.925,1287601,1287098.6,902079.25,627605.44,703884.56,1921776.9
"588/193.1699mz/2.72min",595718.75,552601.3,477543.4,314195.16,762963.2,880533.25,638836.2
"592/185.1284mz/2.71min",924891.72,743528.94,1033478,736033.4,816305.44,1212051.8,1053978
"594/193.0972mz/2.71min",882090.8,303337,196848.6,261522,1460844.6,1814528.4,2734360.5
"595/183.0917mz/2.72min",278310.795,279630.25,480185.72,242923.64,276991.34,264479.34,292417.6
"597/120.0444mz/2.73min",2728582.8,2382958.5,2415151.8,2231262,3044776.2,3615551.8,3042013.8
"598/138.0549mz/2.73min",746773.2,584896.94,673368.06,675584.1,817962.3,989401.2,848201.44
"599/114.0913mz/2.73min",1895780.15,1785271.2,1766001,1707635,2006289.1,2903143,2806287.8
"600/160.0968mz/2.73min",629391.13,530751.1,618577.2,571005.9,640205.06,865696.6,920436.5
"601/260.1028mz/2.73min",511803.55,475113.06,546018.2,463081.34,498060.9,525546.2,606320.2
"604/142.0863mz/2.79min",304020.08,437076.38,240823.25,171808.5,279057.5,328982.66,366546.56
"605/210.0219mz/2.74min",678901.1,654382.5,615571.75,577421.1,703419.7,839009.1,829034.5
"606/259.165mz/2.74min",889725.44,938122.94,748224.1,841327.94,800270.06,1030937.75,986987.44
"607/327.1911mz/2.74min",437148.17,196787.52,79465.73,363859.28,510437.06,1008045.7,664398.4
"610/245.1858mz/2.75min",1866949.55,1787108.5,1977160.1,934440.6,1946790.6,2119461.5,1583016.6
"611/255.1701mz/2.75min",1094825.95,685155.1,390720.4,1091143.8,1098508.1,2104004.8,1120585.6
"612/283.1262mz/2.75min",581082.22,627109.56,468372.66,442135.66,596298.94,605330.75,565865.5
"614/213.0658mz/2.75min",1157226.3,946901.3,884856.8,1059196.4,1255256.2,1323248.8,1348632.1
"616/160.1332mz/2.75min",1401505.3,1167645.8,823058.9,1682519.6,1057090.4,1635364.8,2145328.2
"617/114.1277mz/2.75min",929324.78,791369.56,516731.94,1089161.4,707549.44,1067280,1392072.6
"618/272.1853mz/2.77min",448398.86,509642.97,479653.22,417144.5,527408,407482.72,406776.78
"620/265.1156mz/2.77min",379507.18,398841.6,356395.06,350564.2,378905.2,432908.2,380109.16
"623/123.0916mz/2.76min",220937.25,205276.08,196231.89,255227.36,236598.42,348265.75,182280.03
"624/243.1338mz/2.77min",2717220,2944900.8,2402313.5,2082188,2784579,2746285.8,2688154.2
"626/170.0792mz/2.77min",4349060.5,4479914,6953252,4084146.2,4685259.5,3598800.2,4218207
"627/169.076mz/2.77min",38584253,38243910,58977316,34552364,40055160,36438108,38924596
"630/253.1157mz/2.77min",356004.67,480738.4,376341.5,335667.84,331486.6,278819.5,649647.5
"631/254.1596mz/2.78min",358813.67,527872.06,347709.84,195704.58,470345.1,369917.5,327387.72
"632/259.115mz/2.78min",3377216,3411354.2,3343077.8,3063713.2,3299036,4004234.5,3685531.2
"633/256.1066mz/2.78min",295359.03,287518.44,303199.62,263648.16,282334.4,355346.22,327839.06
"634/179.0703mz/2.78min",529425.76,413913.25,524254.62,534596.9,459233.9,621764.1,595345.3
"635/204.0866mz/2.78min",274983.92,262869.94,287097.9,224185.52,167177.95,412851.22,333848.28
"637/275.1388mz/2.8min",482047.91,474295.66,467685.75,381362,489800.16,556656.06,496639.12
"641/181.0971mz/2.81min",1429387.9,1318875.8,1493159.9,1366992.5,1374173.4,1600181.9,1484602.4
"644/114.0914mz/2.78min",1386754,1408683.6,1178632.2,1197728.6,1364824.4,1411945.9,3787635.8
"645/160.0969mz/2.82min",1054876.12,815188.2,976648.44,954886.9,1133103.8,1911210.8,1355891.6
"649/227.1389mz/2.84min",544427.87,509977.8,503657.34,463941.84,578877.94,949570.2,783492.06
"650/287.1711mz/2.84min",840348.55,879035.44,403923.84,770230.5,826600.7,905448.4,854096.4
"652/287.1602mz/2.85min",142511.55,89314.83,96539.3,39982.58,188483.8,254284.05,221337.94
"654/295.1286mz/2.85min",1591977.5,1624675.2,791370.5,1098673.9,1559279.8,2449866.5,2000303.9
"655/267.1314mz/2.85min",429588.38,489709.88,349667.38,267098.56,469647.6,462456.16,396720.6
"656/197.1285mz/2.83min",345238.25,327533,286134.75,362943.5,308765.44,372097.25,1441476.2
"659/243.1339mz/2.86min",5012107.5,5380444,4386810,4099227,5046194.5,5195736.5,4978020.5
"660/209.1285mz/2.87min",410900.735,189128.23,299285.72,413114,408687.47,738294.75,524862.25
"661/166.0864mz/2.86min",255719.945,251254.39,263654.03,199336.55,240992.12,260185.5,268339.12
"663/279.1314mz/2.86min",270788.295,335033.84,255859.11,233049.92,278188.47,280465.62,263388.12
"664/203.1391mz/2.86min",78730.095,123783.164,45013.6,68920.39,88539.8,64232.543,150538.6
"669/450.1859mz/2.93min",162142.375,174719.95,113810.64,49611.93,180441.28,201261.17,149564.8
"670/428.204mz/2.88min",622235.38,623093.2,595049.7,292018.12,621377.56,808965.2,623335.1
"676/271.165mz/2.9min",313497.54,311577.78,205669.06,100103.25,315417.3,481635.06,359214.75
"677/241.097mz/2.92min",335986.61,410733.47,641159.94,302645.44,313947.1,340722.28,331250.94
"678/193.17mz/2.92min",199605.525,200072.38,170596.14,55398.535,248681,323258.72,199138.67
"680/196.0945mz/2.91min",993083.4,1011373,771645.25,974793.8,767789.75,1129329.8,1226652.2
"681/156.102mz/2.91min",723328.69,787805.94,630078.9,658851.44,619556.06,1853775.9,1654241.6
"682/174.1125mz/2.91min",2521052.5,2635109.5,2252045.8,2406995.5,2130373.8,3258648,2846162.5
"684/128.107mz/2.92min",3817684,4100356,3527242,3535012,3450307.8,4883330.5,4403654.5
"685/386.157mz/2.92min",281832.295,283435.47,273664.56,157411.77,280229.12,385110.47,317257.97
"687/212.1183mz/2.95min",133261.705,173801.77,92721.64,19998.451,596764.6,296433.84,82583.93
"691/183.0917mz/2.93min",2651486.9,2335394.5,3348509,2069358,3054257.8,2496301.8,2806672
"692/279.1701mz/2.93min",712395,655834.5,782260.5,354801.25,768955.5,846687.2,552375.94
"695/319.1497mz/2.94min",623627.96,463582.62,293167.25,317750.56,783673.3,809340.8,1138193
"696/208.0969mz/2.94min",299606.75,346939.12,269273.72,283572.03,315641.47,322140.38,280865.16
"697/331.1972mz/2.95min",787203.28,693553.06,572260.1,379305,898900.7,880853.5,1020001.4
"698/262.0973mz/2.94min",327507.58,274245.5,301005.22,215466.69,354009.94,504197.7,418872.06
"699/213.1022mz/2.96min",391874.88,358018.44,451657.2,303566.66,453040.1,414385.06,369364.7
"701/188.1281mz/2.95min",269990.315,282521.38,177568.23,171324.31,257459.25,315818.38,352200.8
"702/204.1243mz/2.95min",393916.04,395639.28,377931.56,357233.44,392192.8,424512.38,420036.2
"705/255.1314mz/2.96min",590670.83,584550.06,516484.78,281099.47,916483.5,689567.7,596791.6
"706/170.1176mz/2.95min",985417.4,1093421.1,692674.8,575208.25,917102.3,1053732.5,1187243.6
"707/154.1226mz/2.95min",898491.38,811866.06,630885.1,376483.47,1283770.5,1043987.06,985116.7
"709/210.1101mz/2.95min",1000444.98,1146046.5,806619,747363.1,929619.06,1071270.9,1302795
"711/172.1332mz/2.96min",1485444.05,1318822,1104643.4,664700.5,2177106.2,1794752.1,1652066.1
"712/197.1285mz/2.96min",700289.6,476515.44,657154,568109.44,745643.3,934043.7,743425.2
"713/215.139mz/2.96min",1248343.375,975299.75,922239.25,621315.6,1592898.5,1521387,1533774.5
"716/249.1208mz/2.97min",381087.36,513118.06,415673.1,470925.78,265783.5,346501.62,344150.97
"718/213.0658mz/2.96min",476833.08,517032.3,477705.06,383329.16,480318.22,475961.1,436523.88
"721/428.204mz/2.97min",1257238.7,1223491.2,1140173.5,576705.9,1290986.2,1950667.6,1342104
"724/180.1019mz/2.97min",1144712.3,944839.1,1120084.5,752372.8,1334491.8,1404062.1,1169340.1
"725/86.0965mz/2.92min",1077543.83,1149587.1,1005500.56,990992.1,923180.94,2730455.8,2456540.8
"728/196.0944mz/2.98min",1036159.875,934217.9,1010928.75,1061391,944067.5,1181866,1151557.6
"729/156.1019mz/2.96min",720641.4,721439.2,719843.6,673719.06,684560.25,872010.9,999773.6
"730/120.0808mz/2.98min",1133907.8,1208204,1310500.4,755007.06,883431.6,1243249.1,1059611.6
"731/132.1019mz/2.98min",1367104.4,892605.6,1904012.2,854186.94,827992.6,2143067.8,1841603.2
"732/166.0863mz/2.98min",308227.92,300078.06,388827.47,238329.7,316377.78,379151.22,256577.95
"733/174.1125mz/2.97min",2952119.25,2886631.2,3079903.5,2966201.5,2938037,4209685,2620818.5
"735/195.1128mz/2.99min",1367606.05,1222503.4,1459163.2,1312557.6,1252081.2,1578903,1422654.5
"739/277.1181mz/2.99min",1201199.7,1347875.2,1089481.5,1018903.6,1216915.4,1316863.2,1185484
"740/412.209mz/2.99min",806686.8,853435.3,823291.2,414391.78,790082.4,1216278.1,788505.25
"741/169.0761mz/2.92min",553521.29,217095.34,1035826.56,1111578.2,383446.22,405906.28,701136.3
"743/224.1109mz/3.02min",969811.95,994356.4,945267.5,799030.2,825502.3,1028334.75,1021915.1
"744/231.1702mz/3.01min",304525.84,318384.62,251252.58,290667.06,273729.38,375239.5,352098.72
"745/139.0866mz/3.02min",1283888.9,1495478.8,1279763.6,1014985.8,1128190.2,1288014.2,1531129.5
"746/205.0972mz/3.02min",1800966.1,1999764.5,1736786.6,1440329.2,1543695.4,1865145.6,1983935.8
"747/223.1077mz/3.02min",8375023.25,8458168,8291878.5,7156958.5,7067220,9141238,9067722
"748/181.0971mz/3.02min",3126174,3349050.5,3088832.8,2501631.8,2667819.2,3163515.2,3436492.2
"750/246.1697mz/3.02min",379410.385,372656.47,199395.33,268080.56,386164.3,392903.97,537985.06
"751/245.0896mz/3.02min",6289532.25,5032410.5,6102556,6561697.5,4553311,6476508.5,6947465
"753/241.1545mz/3.02min",212203.59,187727.44,151719.1,381348.8,196270.62,413386.84,228136.56
"754/186.1124mz/3.03min",514273.85,461549.97,482293.5,450676.34,546254.2,728888.9,1100301.5
"757/279.17mz/3.02min",404457.55,382727.94,382825.8,227745.88,432079,496457.5,426089.3
"759/222.16mz/3.05min",380634.84,376777.12,384492.56,334819,359565.47,419322.3,410871.62
"762/251.1364mz/3.05min",466886.185,515764.97,568398.4,411854,575869.25,418007.4,326003.16
"764/120.0444mz/3.05min",284353.185,258623.52,266291.47,263959,302414.9,428471.53,318570
"765/191.1042mz/3.05min",289375.985,347974.8,339510.28,239241.69,341797.72,237966.78,183942.45
"767/148.0393mz/3.06min",415092.66,373393.38,380252.84,390773.12,439412.2,608288.6,464272.5
"768/211.1441mz/3.06min",13037820.5,11700899,14518784,10712171,13512432,17404582,12563209
"769/274.1646mz/3.05min",209236.89,146731.3,147349.75,160572.75,257901.03,291552.5,369894.8
"770/289.1755mz/3.06min",857537.775,674370.25,728755.75,349800.84,986319.8,1110971.2,1715725.2
"771/212.1473mz/3.06min",1549426.9,1400100.2,1768871.5,1250752.8,1628806.2,2054764,1470047.6
"774/379.2336mz/3.07min",381008.8,507438.3,360944.22,428637.84,180608.66,267124.88,401073.38
"775/261.1096mz/3.09min",77673.72,25537.52,50614.9,262299.34,178078.2,23193.094,104732.54
"776/223.1539mz/3.09min",632451.9,579315.3,443136.66,1706360.6,1345999,157662.78,685588.5
"778/240.1804mz/3.09min",1580263.7,1668030.5,1142444,3404021,3722679.8,375562.44,1492496.9
"779/245.1357mz/3.09min",2237157.8,1430411.8,1510822.6,7975173.5,4492078,905362.94,2963493
"780/103.0753mz/3.09min",168846.585,143400.95,115452.72,489334,354941.38,37095.72,194292.22
"781/246.1392mz/3.09min",209709.445,121032.63,133354.39,839873.2,400297.72,15447.543,286064.5
"785/412.209mz/3.1min",1230689.7,1267739.1,1140893.5,627175.75,1220994,1685802.6,1240385.4
"788/173.1285mz/3.12min",458949.185,606034.25,314420.62,454277.75,463620.62,438338.3,925027.4
"789/259.1763mz/3.13min",480049.735,624667.56,498254,384898,512781.1,388047,461845.47
"790/257.1493mz/3.12min",449049.33,481900.94,360391.4,80341.58,636944.94,563642.8,416197.72
"791/279.1313mz/3.12min",434302.52,434319.1,655412.4,219303.48,434285.94,480097.06,375150.34
"792/143.1179mz/3.13min",318653.97,312894.38,324413.56,185453.58,440960.03,441805.62,203513.5
"793/120.0808mz/3.13min",1456764.25,1488796.4,1424732.1,986970.4,1360716.1,1613922.9,1575435
"794/166.0863mz/3.13min",623850.6,611086.2,636615,435680.9,562566.6,717408.3,641512.44
"795/208.0969mz/3.13min",1085240.65,1063070.5,1107410.8,810775.56,1044437.2,1335966.5,1159414.2
"796/100.1121mz/3.13min",1100516.2,1088289.5,1112742.9,577183.25,1453514.2,1270891.8,560860.4
"798/194.0812mz/3.14min",327982.62,121579.54,86247.84,100766.92,534385.7,918353.06,1038988.75
"799/145.076mz/3.14min",2229144.95,2965003.2,2597887,2853087,1243703.8,1505498.4,1860402.9
"800/211.1441mz/3.14min",7686661.25,6751099.5,10594830,4748145.5,8622223,10999246,6574815.5
"803/109.1012mz/3.14min",721133.775,767300.8,581646.9,429901.2,674966.75,784027.1,844567.4
"804/194.1151mz/3.14min",1251381.5,1286272.9,1216490.1,1049623.8,1168520.4,1533047.6,1683486.5
"805/155.1066mz/3.14min",372327.93,512349.34,352498.2,295587.8,351200.97,392157.66,430821.34
"807/172.1332mz/3.14min",1492352.4,1558263.4,1158273.6,913273.75,1426441.4,1650936.4,1695193
"808/190.0499mz/3.15min",267545.785,230880.97,369650.47,248027.47,239062.66,287064.1,299612.3
"809/165.091mz/3.15min",95662.68,150199.94,103223.414,86478.82,98622.86,92702.5,91361.945
"810/125.0961mz/3.15min",91583.53,69267.61,65786.04,51323.043,113899.45,146407.64,174578.77
"812/265.1157mz/3.15min",304932.44,407353.12,334127.12,332340.28,269659.06,235402.3,277524.6
"814/217.0971mz/3.17min",164454.045,157848.14,171059.95,73141.54,206396.7,199048.62,136306.4
"816/245.1285mz/3.17min",1362250.65,1221227.4,1425210.1,1186731.6,1299291.2,1673600.8,1467761.2
"818/251.1364mz/3.17min",182797.99,191597.89,221176.52,151429.31,175827.23,189768.75,147128.4
"820/301.1867mz/3.17min",218986.08,181746.69,173487.84,85674.05,256225.47,282858.4,308535.84
"821/185.071mz/3.18min",162954.735,165542.89,367904.7,160366.58,135594.81,173948.78,126492.18
"827/284.1392mz/3.19min",125369.6795,124049.984,94706.01,99497.05,128288.2,127573.95,126689.375
"828/162.055mz/3.2min",1255715.45,1083658.5,1361173.2,955498.44,1168934.1,1610141.4,1342496.8
"831/247.1076mz/3.21min",846958.05,916355.1,693199.25,722819.5,777561,996579.8,932751.25
"832/252.1593mz/3.22min",419644.3,409173.3,251134.78,687238.2,400133.84,750994,430115.3
"833/202.1438mz/3.22min",402277.55,344966.53,411539,352140.25,393016.1,510191.56,499711
"834/169.076mz/3.19min",424998.7,337610.56,688591.44,286885.22,465837.7,602424.56,384159.7
"835/116.0706mz/3.22min",875425.025,825093.75,925756.3,717304.44,664756.1,1055681.9,943046.8
"836/293.1469mz/3.22min",801084,981591.25,665864.2,603831.25,798462.56,876146.2,803705.44
"839/271.165mz/3.23min",784723.975,825723.2,585234.56,495446.12,743724.75,1013608.25,985542.5
"840/118.0651mz/3.24min",951860.9,874554.1,1029167.7,691266.25,857607.4,1083391,1067853.1
"841/281.147mz/3.24min",610738.325,779814.25,431097.88,278567.12,812453.3,882598.3,441662.4
"842/164.0706mz/3.24min",434410.77,422202.88,446618.66,344996.25,407066.6,511131.88,504046.06
"843/182.0812mz/3.25min",2044495.3,1910998.6,2119753.8,1724538.8,1969236.8,2546075,2330241.8
"844/195.1129mz/3.26min",263322.015,203716.86,313303.94,471179.8,203661.88,273690.28,252953.75
"846/120.0444mz/3.25min",592590.5,552560.1,497534.2,619454.1,565726.9,727250.7,664444.4
"850/95.0856mz/3.26min",265341.81,250781.5,139230.23,178732.89,279902.12,324852.4,283826.84
"851/259.1651mz/3.27min",1270294.45,1207527.9,1086914.6,714674.06,1333061,1447778,1381795.8
"853/241.1546mz/3.29min",237190.295,291950.56,115608.36,182430.03,155442.31,353456.03,385980.97
"854/289.1619mz/3.27min",1789050.85,593697.25,634908.44,4491665,2841783.2,860742.2,2717359.5
"855/284.2066mz/3.27min",2103628.1,1428763.4,938978.3,3390660.8,4298481.5,661922.25,2778492.8
"856/267.18mz/3.27min",374646.63,169491.86,141056.23,870716.06,609082.5,135881.22,579801.4
"857/209.1285mz/3.27min",363477.39,334585.16,362186.34,364768.44,334377.1,448087.28,411960.75
"859/103.0753mz/3.27min",72954.573,29449.066,19063.535,181200.33,123112.93,13369.384,116460.08
"860/146.0601mz/3.27min",676870.03,507096,751060.8,618419.06,528544.06,821260.44,735321
"861/285.1307mz/3.27min",101036.78,88197.46,135181.78,55248.61,106956.42,126538.664,95117.14
"863/204.1232mz/3.28min",69486.343,67524.086,125823.41,56841.402,64890.44,71448.6,82036.56
"866/245.1285mz/3.28min",2079126,1710432.2,2396784.8,1192132.9,2329572,2880597,1828680
"867/336.1663mz/3.28min",1251689.25,1246237.6,1021476.06,984755.06,1257140.9,1357320.2,1264243.2
"869/245.1858mz/3.29min",381898.265,386529.97,303831.75,377266.56,347116.53,454915.1,470184.2
"871/217.1547mz/3.3min",734448.95,795601.06,590904.8,503848.1,785972.1,682925.8,873577.06
"872/253.1158mz/3.3min",82051.228,54090.26,58198.87,31052.592,118278.71,105903.586,176493.72
"876/195.1129mz/3.31min",704326.08,560753.06,701323.6,776163.8,588505.8,750862.9,707328.56
"878/284.1392mz/3.33min",408502.11,390660.34,372431.62,234872.52,478397.3,460690.8,426343.88
"879/220.1193mz/3.34min",425752.575,470653.84,420249.4,374929.16,322892.25,431255.75,472025.97
"882/303.1912mz/3.35min",2621842.6,2274191.2,1820813.5,1454983.6,2969494,2990788.2,4662693.5
"885/210.11mz/3.35min",131764.805,131048.5,132481.11,116091,117838.52,152227.89,164197.84
"886/188.1281mz/3.35min",728020.9,738715.9,717325.9,616763.8,761766.06,909830.2,642292.25
