"","filter","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp3_1_Run55.mzML","POS_TJGIp3_2_Run137.mzML","POS_TJGIp3_3_Run173.mzML"
"1276/303.1053mz/4.82min",4865355.75,4720139,3526606.5,3919271.5,5010572.5,5179364.5,5395501
"1277/340.0577mz/4.82min",437111.46,357684.9,365217.28,484408.7,389814.22,484983.53,563173.44
"1278/302.102mz/4.82min",29678825,29320484,21994018,25309428,31249366,30037166,34510696
"1279/471.6227mz/4.82min",351571.58,243947.48,240430.52,425283.03,294491,408652.16,517191.97
"1280/603.1968mz/4.82min",1223408,1156015.8,786518.56,1015277.4,1290800.2,1357659.5,1693015.5
"1281/260.0915mz/4.82min",404205.06,406232.28,264276.97,303515.78,433078.56,402177.84,486655.7
"1282/321.0753mz/4.82min",296054.045,233929.42,266188.06,359652.9,259617.36,325920.03,412434.94
"1283/472.1244mz/4.82min",184622.975,127008.16,124232.3,222617.38,157971.61,211274.34,267851.44
"1285/211.5548mz/4.83min",764682.95,608245.25,739427.2,920739.75,687159.75,789938.7,844280.6
"1287/552.2813mz/4.88min",2098793.9,2043755.8,1926633,2079975.8,2143159.5,2117612,2636531.2
"1289/346.0377mz/4.89min",565453.52,511291.56,346921.56,646483.3,555351.94,575555.1,664422.44
"1290/730.5067mz/4.9min",407996.05,422006.3,393985.8,89746.91,469346.38,236292.6,735476.9
"1292/365.7569mz/4.91min",472320.625,453621.97,552316.9,258647.84,491019.28,253344,832663.3
"1293/434.2744mz/4.9min",570679.75,776211.5,253521.33,167139.27,1063410.9,824337.94,365148
"1294/439.2299mz/4.9min",2575505.75,2096073.4,2224477,1587287,3010014.8,3820583.2,2926534.5
"1295/359.2212mz/4.9min",287612.76,242757.02,202231.45,229849.83,369157.38,356605.38,332468.5
"1296/274.2011mz/4.91min",463541.035,471563.1,455518.97,260810.03,346861.38,532332.06,491009.7
"1297/256.1905mz/4.91min",234116.44,246084.3,222148.58,176045.16,209160.2,271501.34,257455.22
"1299/225.1961mz/4.92min",1024924.125,8780331,1035733,1014115.25,307113.53,1761016.2,553570.44
"1300/417.2265mz/4.94min",321954.1,482386.62,265663.16,231163.06,394472.06,322604.9,321303.3
"1301/233.1535mz/4.93min",353080.685,716736.6,364031.9,327679.84,470361.4,330883.8,342129.47
"1302/457.2193mz/4.93min",537501.075,545208.4,443157.7,602548.8,493792.7,529793.75,567770.7
"1305/332.0584mz/4.94min",5128378,4326642.5,3026661.8,5105448,5229970,5151308,6232246.5
"1307/399.2374mz/4.95min",1366530.75,1226004.4,1110224.9,699192.3,1733374.1,2050414.4,1507057.1
"1310/297.0754mz/4.96min",374488.89,410087.4,310249.88,316520.22,404233.22,365898.34,383079.44
"1311/359.2537mz/4.96min",8770545.5,9340075,8538449,7294329,7804145.5,10219189,9002642
"1312/381.2356mz/4.96min",3561970.8,3506887.8,3617053.8,3483029.5,3092892.5,4392337,4043563.2
"1313/242.1749mz/4.96min",959163.345,1068444.5,944010.25,780601.56,855107.06,1083598.5,974316.44
"1314/219.6174mz/4.96min",817999.05,587556.25,819628.1,908238.25,494108.7,818961.6,817036.5
"1315/739.4822mz/4.96min",300655.585,347088.2,300387.2,222001.34,256441.25,378827.2,300923.97
"1316/341.2431mz/4.96min",160549.905,166792.97,137939.33,123068.82,154306.84,171575.03,169481.98
"1317/228.6226mz/4.96min",246286.815,203075.22,240927.97,251645.66,177015.72,293908.2,258542.08
"1318/227.1275mz/4.95min",413464.03,273066.53,355411.22,84764.375,565290.1,620034.06,471516.84
"1323/548.2867mz/5.0min",327272.735,317308.5,297126.22,347169.12,312397.53,337236.97,385270.56
"1324/293.1381mz/5.0min",4056350.15,4121927.5,3707377.8,3187126.8,5109417,4391595,3990772.8
"1325/315.12mz/5.0min",3381606.65,2141195.8,3062183.8,3701029.5,2874808,3745111.5,3721182.8
"1326/288.2895mz/5.0min",624749.07,341154.75,1057444.6,774745.8,345264.66,543672.7,705825.44
"1327/294.1414mz/5.0min",658530.75,678040.6,603428.06,517026.22,848362.7,730875.6,639020.9
"1328/415.2109mz/5.0min",90176.225,113682.78,65347.938,79603.14,91089.81,89262.64,98824.234
"1331/403.0591mz/5.01min",790277.7,768331.2,586854.4,812224.2,740362.25,821011.2,922966.56
"1332/329.113mz/5.01min",338121.985,270988.16,332557.22,308061.66,352709.5,343686.75,686286.5
"1335/286.1436mz/5.04min",33843.138,33843.138,33843.138,33843.138,33843.138,169215.69,33843.138
"1336/443.206mz/5.05min",328448.56,429452.78,286582.78,327038.4,329858.72,362493.84,321435.34
"1337/149.0233mz/5.05min",424287.345,488197.9,429243.97,469429.66,419330.72,374273.88,387337.06
"1338/330.181mz/5.05min",821341.345,1062455.5,969655.44,1065332.9,320881.75,606158.44,673027.25
"1339/509.2757mz/5.05min",1374372.35,1373979.8,1363019.8,1374764.9,1493049.6,1358449.1,1400551.9
"1341/518.324mz/5.06min",197780.43,226811.06,85877.88,168749.8,164252.47,310084.28,354631.38
"1343/536.3345mz/5.06min",1290610.75,1364488,377624.2,360093.7,1216733.5,1416235.6,1523868.4
"1344/287.0857mz/5.06min",127811.99,148693.12,146016.77,40385.125,13717.596,356379.7,109607.21
"1350/118.0651mz/5.08min",240950.465,206449.66,247985.55,143965.69,300011.8,255412.45,233915.38
"1351/121.0648mz/5.08min",172226.4,163273.5,144216.92,115148.56,605757.3,200958.48,181179.3
"1353/267.1225mz/5.08min",167233.81,161109.9,136711.72,114945.1,653187.7,200596.77,173357.72
"1354/425.1357mz/5.08min",257910.62,133041.19,202045.61,235380.34,566514.3,293783.47,280440.9
"1356/404.2064mz/5.08min",449691.275,490333.25,409049.3,283710.7,1849698.2,514517.88,406655.5
"1357/105.0698mz/5.08min",459158.18,489492.66,398587.6,342348.47,1556848.1,572271.75,428823.7
"1358/387.18mz/5.08min",3001677,2880939.5,2651498.8,2145590.2,10618487,3704554.8,3122414.5
"1359/409.1619mz/5.08min",2149781.5,1265885.4,1807789.6,2000305.5,4189066.2,2453215,2299257.5
"1360/345.2534mz/5.1min",553595.07,712997.56,581714.2,452235.72,622676.4,525475.94,488694.88
"1361/657.2857mz/5.12min",347636.05,273047.5,743484.4,208183.36,534955.9,422224.6,124639.97
"1362/477.2169mz/5.09min",372875.975,368161.2,266790.16,161340.23,410967.28,377590.75,494591.75
"1364/525.2382mz/5.09min",598394.205,489107.56,514522.66,438544.28,682265.75,910591.2,759573.75
"1365/590.352mz/5.09min",120347.51,121723.13,167612.39,91307.43,79817.41,118971.89,121927.734
"1370/193.1224mz/5.12min",140545.372,103909.414,89113.33,80247.55,177181.33,279726.47,191969.42
"1371/172.1696mz/5.12min",386309.98,319425.7,486233.28,414777.34,294043.88,360441.66,412178.3
"1372/292.2633mz/5.17min",276797.73,391874.97,238760.84,136799.45,556945.3,314834.62,175308.16
"1374/327.2315mz/5.12min",190272.67,154594.67,137532.34,144231.95,225950.67,245551.81,231712.36
"1375/480.3043mz/5.13min",204041.54,252360.11,179537.53,164068.2,165845.42,278666.34,228545.55
"1376/458.3224mz/5.13min",313125.16,409340.53,307250.6,233864.97,296086.3,359990.25,318999.72
"1380/566.2969mz/5.14min",286002.34,274886.06,217212.02,284084.06,287920.62,369632.78,496837.8
"1382/457.1852mz/5.16min",114391.342,150868.34,40786.348,171847.77,67909.625,113103.234,115679.45
"1385/620.3626mz/5.18min",1135229.05,1391865.9,1466839.2,1131117.5,934018.8,1139340.6,1062838.8
"1386/598.3808mz/5.18min",640827.12,1073513,862257.9,528403.6,634646.94,647007.3,600203.56
"1387/318.6674mz/5.18min",244108.28,222484.69,350122.4,302094.94,139005.88,247092.03,241124.53
"1389/419.1863mz/5.2min",205639.265,201919.55,191153.9,174369.52,225174.39,209358.98,292410.34
"1390/311.1851mz/5.21min",123069.8375,185623.05,117257.445,105667.6,128882.23,168856.14,112581.7
"1391/522.2385mz/5.21min",396762.8,434478.16,513199.8,318257.62,333794.06,424268.66,369256.94
"1394/539.2174mz/5.22min",601407.2,514322.44,574357.4,288529.03,637370.8,628457,876290.75
"1397/469.3426mz/5.28min",181496.14,261311.03,199908.25,34631.14,232325.12,163084.03,131224.72
"1400/370.7673mz/5.3min",311681.695,406373.2,216990.19,116213.19,461935.1,199451.75,800479.8
"1401/371.2593mz/5.28min",401831.125,414514.5,440282.78,99660.81,451773.9,201950.62,389147.75
"1403/308.1254mz/5.24min",265892.12,221749.97,291058.88,250972.58,225706.38,289557.75,280811.66
"1405/285.0867mz/5.24min",657806,649288.8,539216.6,666323.2,573120.06,738262.4,732220.2
"1407/286.1435mz/5.24min",610876.345,710668,635016.75,375137.16,656245.7,586735.94,540822.1
"1410/268.133mz/5.25min",282454.09,293171.12,267751.47,169373.72,336220.1,271737.06,316651.28
"1412/213.1386mz/5.25min",1581730.8,1989423.8,1632069,1531392.6,969170,1489397.8,1742756
"1417/636.3937mz/5.25min",552381.115,519002.53,585759.7,133737.02,266737.88,879544.8,592598.94
"1418/614.4118mz/5.25min",621670.52,671488.94,695209.7,116193.04,335478.44,866642.06,571852.1
"1419/568.3701mz/5.25min",455269.15,647551.7,548174.9,285761.84,440298.6,470239.7,424914.4
"1420/590.3519mz/5.25min",518095.76,567248,598174.75,516588.72,438312.38,484500.66,519602.8
"1421/326.6829mz/5.25min",173613.08,133799.14,254299.6,65157.2,63520.438,326443.2,213427.02
"1425/120.0443mz/5.26min",848802.655,815239.06,770996.6,708887.8,882366.25,1248627,1225032
"1426/504.2277mz/5.26min",871903.45,854722.9,848839.06,711340.06,1061932.4,889084,1037387.4
"1427/138.0549mz/5.26min",322060.765,316977.78,308239.16,272231.25,327143.75,482909.78,492430.06
"1431/620.3624mz/5.28min",2063875.6,2140856,2461755,2047304.6,1698719.1,1908251.9,2080446.6
"1432/598.3805mz/5.28min",1464784.8,1967100.9,2018719.4,1114213,1396558.8,1346332.5,1533010.8
"1433/318.6673mz/5.28min",494111.905,389954.62,651497.7,544770.44,292492.44,483627.84,504595.97
"1435/543.3748mz/5.29min",332949.57,333643.2,347059.9,117993.984,191887.44,421049.53,332255.94
"1436/780.5199mz/5.29min",1516204.7,1516907.9,1515501.5,896621.56,1785697.1,781309.7,2229778.8
"1440/379.7726mz/5.3min",9106792.5,8396498,9817087,6203649,9846335,5014085,16673571
"1441/316.2591mz/5.3min",406619.64,387140.12,426099.16,290443.8,451121.1,249702.48,747030.56
"1442/758.538mz/5.3min",7367133.75,7237260.5,7497007,4272643,8633517,3700113.8,15038339
"1445/523.2224mz/5.31min",383894.845,333697.8,344456.4,402459.44,386548.03,381241.66,447593.1
"1448/634.378mz/5.32min",486104.765,431766.03,587540.44,472640.56,468989.78,499568.97,539300.9
"1452/612.396mz/5.33min",595061.65,603871.2,700192.6,359955.4,583176.06,586252.1,619310.3
"1453/418.2794mz/5.33min",587065.28,714371.5,421601.75,270073.8,802702.75,1417569.5,459759.06
"1454/423.2347mz/5.33min",1599253.5,1264785.9,860006.06,1348147.4,1850359.6,3047555.2,1913569.2
"1456/229.1432mz/5.33min",294397.54,333894.56,224563.83,131287.45,379197.94,385039.94,254900.52
"1458/277.2272mz/5.33min",12456.1662,472704.75,4152.0554,4152.0554,4152.0554,20760.277,41269.32
"1460/429.3682mz/5.34min",3493975,3169905.8,3414443.8,1975409.8,3839828.5,4023781.5,3573506.2
"1461/590.3518mz/5.34min",756740.5,797543.1,902662.7,697728.6,638534.2,932082.5,715937.9
"1462/488.3326mz/5.34min",315971.91,383183,277438.38,285560.22,358213.88,301046.94,330896.88
"1464/568.3699mz/5.35min",654838.275,857274.3,826802.3,525710.44,623281.3,656714.8,652961.75
"1465/322.1834mz/5.35min",1797476.5,2277324.2,2045206.2,2180893.2,856196.25,1373470,1549746.8
"1466/764.5247mz/5.35min",255723.67,235161.28,188255.98,216105.06,293215.78,276286.06,291438.38
"1470/415.2106mz/5.36min",865143.63,824235.56,509430.7,630853.6,962845.2,931419.6,906051.7
"1471/742.5429mz/5.36min",1280295.3,1211441.1,1016460.1,1106732,1349149.5,1381751,2065549.5
"1472/371.7751mz/5.36min",1289109.7,1130578,1105789.2,1243007.6,1335211.8,1418713.9,1846615.5
"1473/773.4928mz/5.36min",609528.625,691027.5,911457.8,528029.75,495016.53,161679.28,851806.4
"1474/693.5516mz/5.37min",55920.418,422838.28,104620.12,630.48858,307619.53,7220.716,3152.4429
"1475/376.2591mz/5.36min",12205950.5,17558776,15575209,8686446,12828660,4252774.5,11583241
"1476/393.2856mz/5.36min",4884510,8750129,6456039,2864770.5,6265633,1606515.2,3503387
"1477/228.12mz/5.36min",714385.15,687816.7,1093777.4,795317.06,577519.75,281604.7,740953.6
"1478/398.2409mz/5.36min",6590685.25,6434530.5,8353978,6746840,5732400.5,3391200.5,7570999
"1479/383.2423mz/5.36min",1485815.85,1423516.8,1331084.9,847205.44,1797708.5,2273847.5,1548114.9
"1481/414.2148mz/5.36min",271639.39,256679.5,360546.53,286599.28,188233.5,122940.71,358918.16
"1482/398.746mz/5.3min",1048266.7,961555,1221230,796326.06,1134978.4,437232,1729824.9
"1484/551.3838mz/5.4min",206530.16,273751.75,184565.16,95564.79,396842.84,228495.16,166108.3
"1489/411.1698mz/5.37min",638493.57,556249.5,609784.2,448215.06,667202.94,732526,958861.1
"1490/318.2999mz/5.43min",3138306.85,5642165.5,3713660.2,1954215,5974201,2562953.5,1446109.6
"1492/493.2116mz/5.38min",443623.99,447403.6,341881.9,338445.94,439844.38,469049.28,495311.12
"1496/427.211mz/5.39min",808807.82,770245.7,554081.94,670699.44,852866.06,847369.94,889224.2
"1501/454.3271mz/5.4min",149941.76,237676.31,146930.33,125683.2,178394.84,132678.22,152953.19
"1503/494.3196mz/5.4min",4235404.25,4249955,3418674,3832367.5,4220853.5,5064136,4277153.5
"1504/231.1701mz/5.4min",435658.5,511825.8,364087.2,337858.56,455172.44,467423.5,416144.56
"1505/255.6458mz/5.4min",530340.095,435804.8,525138.44,642313.44,404803.88,619828.1,535541.75
"1506/491.3112mz/5.4min",172681.57,145141.75,69960.15,210790.8,132782.84,240295.06,200221.39
"1507/276.1592mz/5.4min",639684.77,575214.06,640281.94,740113.44,552881.3,746535.5,639087.6
"1509/472.3378mz/5.4min",7297420,8632927,6297665.5,5896853.5,7487283,7713081,7107557
"1510/965.6499mz/5.4min",374570.92,497906.56,272109.9,268659.4,416116.72,425782.84,333025.12
"1511/341.2431mz/5.4min",1717002.05,2049943.4,1469205.9,1347154.4,1786008,1837852.4,1647996.1
"1512/242.1748mz/5.41min",247242.18,301579.5,209353.58,182780.2,262583.28,282914.97,231901.08
"1513/302.0478mz/5.41min",2018785.8,1900364.1,1598771.1,2371531.5,2137207.5,1827117.2,2506204.5
"1515/612.3961mz/5.42min",1879735.85,2220250,2322378.8,1365008.6,1870807.8,1813105.4,1888663.9
"1516/634.378mz/5.42min",1893569.85,1888195.1,2166130,1673040,1798691.9,1904626.1,1898944.6
"1519/594.3856mz/5.44min",928578.025,1197366.6,1208581.4,657524.9,952513.75,876445.06,904642.3
"1520/616.3672mz/5.44min",857562.45,867220.3,1070843.8,779749.94,758174.75,847904.6,872496
"1524/310.6698mz/5.52min",2439819.3,1298098.5,2302567.8,2577070.8,1704651.9,2652639.8,2752097.8
"1525/582.3859mz/5.52min",9062633.5,8973447,9151820,7640168.5,6250310,11319595,11408343
"1530/455.3839mz/5.49min",611648.6,632250.5,549578.5,299126.03,823429.8,795613.8,591046.7
"1533/523.2224mz/5.47min",886620.52,785547.3,813596.6,574952.5,959644.44,1117121.1,1018542.4
"1535/439.3315mz/5.47min",2295851.9,2391695.8,1858764.6,1762750,2489937.5,2200008,2873097
"1536/241.1772mz/5.47min",1013495.55,1120747.4,939876.5,1329598.1,1087114.6,418299.5,775916.7
"1537/479.2326mz/5.47min",196915.71,182753.47,179554.55,103484,267107.7,211077.95,213627.48
"1538/312.2893mz/5.53min",439594.62,840886.3,519944.12,312542.2,1298415,359245.12,349605.66
"1539/294.2789mz/5.53min",171155.855,321474.97,198437.27,113833.77,483629.66,143874.44,135891.81
"1541/536.2865mz/5.48min",2816964.1,2761006,2872922.2,3054351.5,2697759.8,2683548.8,3240619
"1542/505.2119mz/5.51min",225725.845,388298.25,226185.92,215131.55,225265.77,189041.1,313650.88
"1543/411.1699mz/5.49min",604061.28,538565.3,547056,428272.4,661066.56,746577.56,974320.3
"1544/286.2738mz/5.54min",355601.52,524495.94,384712.38,190605.05,545199.9,326490.66,216405.1
"1546/493.2119mz/5.49min",206226.225,130273.78,198989.61,155077.81,226985.97,213462.84,268248.56
"1547/539.2179mz/5.5min",423610.935,428065.53,419156.34,78745.01,318525.03,548123.2,545469
"1548/415.211mz/5.51min",149416.85,162444.08,153073.86,109516.1,183881.75,145759.84,95456.13
"1552/604.3677mz/5.52min",11107921.5,10964037,13047756,9278280,9491808,11251806,11398248
"1553/674.4189mz/5.52min",727812.845,686320.25,581439.06,639843.56,769305.44,982340.94,996013.1
"1554/620.3409mz/5.52min",377807.515,363898.28,446331.2,335334.4,287432.72,391716.75,417886.06
"1555/626.4117mz/5.52min",199499.03,225914.75,219628.08,118331.234,193687,192349.08,205311.06
"1557/318.2999mz/5.49min",4820896,509604.47,4952222.5,6613015,644674.2,4689569.5,5788651.5
"1558/246.0906mz/5.52min",853367.8,732705.4,639118.94,882059.8,824675.8,981780.56,1059069
"1560/411.3254mz/5.55min",2576446.4,1818867.8,2172363.8,1858131.9,2980529,3176449.2,2995696.5
"1561/256.2997mz/5.58min",439648.43,907875.1,528067.56,87715.74,844385,351229.3,125759.69
"1563/263.0813mz/5.54min",573426.8,561239.44,536165.7,566446.6,617821.06,580407,635976.5
"1564/326.1496mz/5.55min",434678.39,551410.44,624073.44,412164.62,318764.94,457192.16,411469.25
"1565/244.227mz/5.55min",283575.315,262724.6,168196.39,225664.88,428765.78,304426.03,411518.25
"1567/258.2062mz/5.55min",749097.47,719187.44,644103.1,636779.3,779007.5,1053881.9,1046479.25
"1570/495.2277mz/5.55min",275592.805,300682.75,250502.86,182929.11,226167.97,301261.88,376706.2
"1571/553.2331mz/5.55min",449999.2,354137.2,467187.28,157277.98,515832.6,432811.12,581262.2
"1572/412.329mz/5.53min",691284.325,519895.56,568364.4,591695.4,790873.25,837547,936518.56
"1575/319.3033mz/5.52min",223545.505,20207.75,26038.51,1219893.4,34339.85,412751.16,866453.94
"1576/102.0549mz/5.57min",376035.36,301560.4,279945.94,302521.47,485030.2,449549.25,508206.06
"1579/502.2235mz/5.56min",266719.785,202868.08,253048.6,280390.97,229193.98,426227.16,352943.97
"1580/455.3326mz/5.57min",382143.8,355726.38,265764.16,262713.16,494334.84,461614.03,408561.22
"1582/489.2157mz/5.57min",336553.36,236697.16,354261.34,131785.48,318845.38,547355,449783.25
"1583/700.4159mz/5.57min",645492.8,511919.47,427462.62,767125,590496.4,700489.2,1247830.8
"1585/453.3472mz/5.57min",1425738.05,1513256.2,1241300.9,1248070,1513152.1,1338324,1686773.8
"1586/322.1835mz/5.56min",232125.925,297762.78,264306.97,272298.7,125782.09,199944.88,67655.56
"1589/455.3839mz/5.59min",900728.88,895111.06,886415.4,335710.7,906346.7,1808675.5,1737762.8
"1590/120.0655mz/5.58min",1883003.1,1426570.5,1276236.6,1597246.2,2252435.5,2168760,2387719
"1591/419.1862mz/5.59min",236494.98,201836.66,233440.23,187400.31,239549.73,381706.3,339838.22
"1593/532.2916mz/5.59min",496783.64,512565.03,473214.28,521371.9,503752.5,474204.38,489814.78
"1594/523.2223mz/5.59min",2239783.5,2160711.8,2015863.4,1665852.2,2318855.2,2631573.5,2591641
"1595/507.2277mz/5.59min",584355.375,331255.22,618445.3,228251.58,578133.25,590577.5,696959
"1598/409.2669mz/5.6min",719097.72,663311.5,673326.94,764868.5,647835.1,962252.06,954862.3
"1599/539.2539mz/5.6min",846112.48,759838.2,904358.4,630969.94,787866.56,1160077,918883
"1600/270.2061mz/5.6min",297012.415,307277.53,236547.33,226039.27,286747.3,329382.66,310119.78
"1601/630.3831mz/5.6min",258724.11,246624.5,303230.78,222363.16,212823.16,281242.66,270823.72
"1602/387.285mz/5.6min",3485166.5,3634614,2875786.2,2655842,3335719,3806445.5,3672141.2
"1605/332.3155mz/5.65min",75053.996,429491.38,87171.836,62936.156,513900.06,39606.324,32632.066
"1607/304.2995mz/5.62min",2939916.6,3113361.8,2674671.2,2028021.9,2888772.2,3249514.2,2991061
"1608/186.1058mz/5.66min",131632.945,396207.75,120873.01,31513.602,284802,142392.88,62435.656
"1609/311.705mz/5.65min",595310.25,1466640.9,853284.25,281018.72,1266565.2,337336.25,143210.56
"1610/213.1385mz/5.62min",182826.22,274701.97,192994.55,223984.94,77816.85,105663.84,172657.89
"1611/229.0878mz/5.64min",415599.485,1136826.8,557445.44,273753.53,989285.75,209048.1,120011.56
"1612/230.0956mz/5.65min",2039097.2,3570060.8,2435392.2,1137954.1,3069935.8,1642802.2,1008766.7
"1613/191.1793mz/5.62min",131087.443,355055.5,106648.4,139180.62,115145.4,247558.98,122994.266
"1620/626.4104mz/5.65min",408726.78,417140.62,444795.34,259926.5,399663.25,400312.94,438239.47
"1623/317.6775mz/5.66min",9855495.5,8247092,11273099,11637397,8009215,9981125,9729866
"1624/498.3571mz/5.7min",125398.67,212500,109561.61,50208.25,283008.44,141235.73,34897.242
"1626/411.3575mz/5.68min",956803.52,946916.94,966690.1,144418.53,1065739.8,1099335.9,894773.06
"1627/1143.788mz/5.66min",25666.4213,664.42792,3322.1396,48088.72,664.42792,48010.703,449155.75
"1629/448.165mz/5.67min",973084,879365.4,812702.06,891973.9,1054194.1,1235234.2,1207676.2
"1631/118.0861mz/5.68min",4365894.75,3761914.8,3985147.5,3092550.8,5180167.5,4746642,6472166
"1635/658.4241mz/5.68min",5020166.5,4621094.5,4829312,5650618.5,3924781,5211021,5613440
"1636/546.415mz/5.68min",4878968.5,3853919.5,4402193,3182959.2,5383768,5355744,6902865.5
"1637/913.573mz/5.68min",1119321.55,888381.4,1561787.5,1109470,802737.1,1234144.6,1129173.1
"1641/424.32mz/5.74min",283804.375,116850.805,376547.44,124167.02,584096.3,471192.06,191061.31
"1644/246.0905mz/5.7min",368411.885,372255.3,421125.56,107224.38,350682.5,364568.47,391462.38
"1647/245.0825mz/5.7min",286608.565,340334.38,359311.28,265857.62,200060.47,280007.75,293209.38
"1649/634.3566mz/5.7min",2169577.2,1973627.1,2415919.2,2087852.9,1810841.9,2251301.5,2277350.8
"1650/700.4153mz/5.7min",1738692.55,1854303.4,2102763.2,1643688.9,1576583.4,1708173.5,1769211.6
"1651/412.3197mz/5.7min",1114479.2,5565170.5,1908863.6,702675.3,698724.4,1446708.9,782249.5
"1652/682.4051mz/5.7min",978632.52,1140856.4,1264543.1,976738.94,948891.9,948939.75,980526.1
"1655/572.4109mz/5.7min",2412675.9,1959902.6,2133668.8,2152889.8,2672462,3089950,4780259
"1656/613.4261mz/5.7min",413064.8,561241,416595.22,279204.4,514161.38,409534.38,353393.5
"1657/618.3828mz/5.7min",57620284,55649180,64245310,55475250,50667156,59591388,59879240
"1659/615.3744mz/5.71min",4424227.5,3480532.2,5261880.5,4726886.5,3322868.2,4519289,4329166
"1660/596.4015mz/5.71min",151912355,172471440,180679090,121873224,146641460,151671730,152152980
"1661/1191.7948mz/5.71min",1053981.1,1065742,1460369.1,804531.94,982835.3,1046354.1,1061608.1
"1663/149.0596mz/5.71min",214401.555,80574.51,129163.39,543741.94,309031.12,299639.72,116654.734
"1667/518.3229mz/5.72min",172394.235,164275.7,159227.84,130209.945,180512.77,233187.14,273146.12
"1668/201.1636mz/5.72min",913659.73,845969.25,874650.4,858850.75,952669.06,1030983.1,971091.7
"1670/219.1741mz/5.72min",794784.03,719442,769216.06,745437.75,834352.8,884264.4,820352
"1671/278.2474mz/5.72min",756934.88,827364.56,672320.6,655595.56,809763.56,704106.2,948074.4
"1672/674.4188mz/5.73min",198857.275,194536.86,203177.69,167313.8,167415.22,298268,218614.58
"1674/550.3022mz/5.73min",423860.93,413706.9,297976.78,433361.8,414360.06,481883.1,549439.8
"1676/814.5275mz/5.73min",3059311,3855983,3084896.8,2018986.4,2221126.2,3033725.2,3500261.5
"1680/525.3655mz/5.74min",228792.44,436136.38,92572.77,41369.555,677131.1,203030.72,254554.16
"1681/259.1665mz/5.74min",529875.04,369873.97,474961.28,680248.25,443593.28,636996.1,584788.8
"1684/463.3409mz/5.75min",241120.545,156518.25,143788.38,234788.14,247452.95,411158.75,411361.53
"1690/186.1058mz/5.76min",342932.615,303309.3,310870.03,920946.6,237068.75,374995.2,645597
"1691/626.4111mz/5.76min",567787.68,754436.8,848362.94,566139.8,522271,569435.56,547516
"1692/505.2116mz/5.76min",494567.165,426170.84,462389.03,362460.06,526745.3,608740.1,611629.44
"1693/493.2803mz/5.76min",913928.78,884953.06,881077.94,977215.5,972795.56,942904.5,861492.75
"1694/648.3929mz/5.76min",257675.89,269794.75,349439.28,292955.88,180945.27,245557.03,245427.6
"1696/229.0877mz/5.71min",285478.045,56024.723,154899.47,1192748.4,48268.387,416056.62,964842.3
"1697/684.4209mz/5.77min",2545107.65,3237091.2,2364628.8,2813175,2361009.8,2092525.2,2725586.5
"1698/230.0956mz/5.77min",4326502.5,3000049.5,3008706.5,9710894,2569647.5,5644298.5,8074032
"1700/311.7051mz/5.72min",216906.575,14100.588,162234.77,1569141.9,39331.9,271578.38,1270955.6
"1705/455.3323mz/5.77min",895891.75,835740.94,795983.94,1649882.2,771779.7,956042.56,1399096.1
"1712/456.3352mz/5.78min",200534.15,51254.266,119644.17,398123.5,137654.3,263414,364690.06
"1715/251.1792mz/5.79min",246673.595,218877.72,171199.31,304486.94,167459.03,274469.47,396169.4
"1719/393.3147mz/5.79min",1804168.3,1099301.9,1133299.5,2170718.5,1487160.4,2121176.2,2721084
"1722/578.3647mz/5.78min",317234.56,226356.8,229205.42,329691.34,304777.78,446801.97,503017.8
"1723/267.174mz/5.79min",631925.595,562089,407172.28,601933.94,713497.9,661917.25,754043.75
"1724/411.3253mz/5.79min",4590805.75,5451470,3407195.5,3730141.5,3711550.2,6312282.5,6005252.5
"1725/124.0392mz/5.79min",2123805.3,1649916.6,1705791.4,1962267.1,2285343.5,2739730,2843302.5
"1726/552.3679mz/5.79min",2810800.4,2294986.2,2442377.8,2526162,3095438.8,3901937.2,3811202
"1728/412.3291mz/5.79min",1200089.37,843752.56,912724.3,985308.94,1414869.8,1516944.8,1532772.8
"1730/375.3042mz/5.78min",1959034.25,1623036.8,1486489.9,2108243.8,2098740.2,1927498.5,1990570
"1732/424.3202mz/5.79min",522371.14,705575.94,522988.34,521753.94,375564.16,421960.44,856089.06
"1734/509.2432mz/5.8min",408306.97,364745.4,386217.47,311495.7,430396.47,610587.8,466755.8
"1735/786.5329mz/5.8min",821319.58,817355.6,572399.94,780177.56,875272.4,837165.2,825283.56
"1738/457.3996mz/5.81min",61833192,59316824,59363964,42583436,64302420,74316420,67127256
"1740/494.3235mz/5.81min",224802.225,251799.02,192840.11,162590.92,217081.4,232523.05,276447.56
"1744/518.3242mz/5.83min",413644.335,399134.2,268704.38,266709.9,428154.47,489931.75,625521.44
"1750/346.3311mz/5.89min",2414352.35,10498518,3045476.5,831634.3,12309251,1783228.2,36497.16
"1756/648.394mz/5.86min",832051.475,1029902.75,1109086.4,886504.2,746859.5,777598.75,756941.4
"1759/507.2276mz/5.86min",1138555.8,1051403.4,1020580.2,900267.56,1225708.2,1291218.2,1287483.4
