row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-p11_2_Run126.mzML Peak area,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-p11_1_Run97.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p11_3_Run150.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,Unnamed: 19
3,118.94257718288272,0.033472978,,,,0.0,,,,,,,2760556.0,2765334.0,2483548.0,2740714.2,2743344.2,2635529.5,
167,119.08955822372525,0.43072644,,,,6.0,,,,,,,2118437.0,2729126.2,1855256.2,2796365.0,2110770.2,3001247.8,
496,120.04438607563984,2.8283812999999998,,,,5.0,,,,,,,91516290.0,106981460.0,91946136.0,109321090.0,92365200.0,144984910.0,
150,120.06546966097089,0.39017609999999997,,,,6.0,,,,,,,2229903.0,1142717.9,630866.25,1994891.5,2203894.2,1990415.8,
360,120.08072872823459,1.4658095,,,,54.0,,,,,,,7987953.5,10021885.0,6952582.0,10843091.0,8837071.0,13674307.0,
497,121.04769293736805,2.8283812999999998,,,,5.0,,,,,,,6818406.0,8066635.0,6885249.0,8297497.5,6943208.0,10920018.0,
26,123.01380445423418,0.312379,,,,8.0,,,,,,,428902.12,479867.3,401622.97,516081.0,408781.4,330723.8,
206,124.10002297962222,0.49450150000000004,,,,7.0,,,,,,,2076724.8,1389871.5,1756910.5,1001421.3,1773639.0,1330321.0,
178,124.10002742610418,0.42539129999999997,,,,,,,,,,,624434.0,577050.3,981563.6,1899566.0,569670.0,212392.97,
73,126.05250120282842,0.36332867,,,,55.0,,,,,,,357483.0,832221.25,417693.72,776241.25,526722.0,610392.0,
316,127.03893666412009,0.79594404,,,,,,,,,,,1616739.0,1676050.9,554724.7,1436435.9,491919.2,1906413.1,
21,128.01923940066592,0.310752,,,,8.0,,,,,,,2520441.0,2667887.2,2295792.5,2437472.0,2432798.5,2193273.0,
236,129.01819290155885,0.5411590000000001,,,,7.0,,,,,,,7334136.5,5982573.5,8017561.5,5686520.5,7141916.5,7138178.5,
352,129.0545939342456,0.9884474,,,,,,,,,,,738649.5,615921.06,725188.6,678306.0,690661.44,2079300.0,
16,130.01680190552048,0.310752,,,,8.0,,,,,,,319231.7,341777.1,300209.12,321221.2,321512.66,305521.47,
261,130.04985101545174,0.6098573,,,,,,,,,,,9654400.0,8046560.0,9439433.0,8367043.0,8814509.0,11896864.0,
139,130.08623150193526,0.38773564,,,,6.0,,,,,,,3201564.5,3055945.0,2368275.2,3116207.2,2877362.2,2801525.0,
458,130.1590034718042,2.7059314,,,,,,,,,,,478712.56,663148.06,483802.97,553576.4,491168.62,803681.94,
1061,131.5334552432867,8.668412,,,,,,,,,,,34950.297,405537.44,0.0,14508.487,12598.25,0.0,
948,131.53347205178815,8.082406,,,,,,,,,,,43204.405999999995,156622.83,18861.23,57802.555,76441.45,65491.215,
1352,131.5334798681514,10.432087,,,,38.0,,,,,,,1113591.8,979353.8,1051988.9,834569.1,1086161.6,1008744.6,
306,132.10189431780452,0.75627255,,,,1.0,19.0,[M+Na]+,,2.0,303;306,109.11306,96749960.0,119556216.0,83150450.0,128471530.0,102785900.0,150929250.0,
22,132.99817204889294,0.310752,,,,8.0,,,,,,,1155763.6,1235512.4,1032166.1,1206333.5,1078995.5,941922.75,
37,133.09713835434843,0.34213390000000005,,,,71.0,,,,,,,452133.44,400826.47,225269.56,468440.8,1071502.0,132524.06,
308,133.10523027121025,0.757112,,,,1.0,,,,,,,5990677.0,7534994.0,5226804.5,8171764.5,6453284.5,9457292.0,
171,134.04475982265018,0.39831170000000005,,,,6.0,,,,,,,4271753.5,5838095.5,2592464.5,6570833.5,4175765.2,648898.8,
217,134.04475983333595,0.53195864,,,,,,,,,,,2171854.0,2319184.5,702910.56,426053.38,749413.75,3084767.0,
323,134.0610030804306,0.81790274,,,,,,,,,,,3074536.0,2788516.0,2517809.8,3017735.8,2640234.5,2090633.1,
6,136.95318275155992,0.03594505,,,,0.0,,,,,,,1193542.0,1148977.6,1029936.5,1040261.6,1096649.2,1047353.2,
83,138.05251230407043,0.36983714,,,,6.0,,,,,,,1818614.2,1670317.4,2097463.0,1975618.9,2006679.9,3638009.0,
461,138.05494246988476,2.726164,,,,,,,,,,,315130.3,330858.22,271879.34,305869.62,258639.6,448197.47,
498,138.0549798603895,2.8283812999999998,,,,5.0,,,,,,,92814456.0,110393250.0,93772760.0,112155530.0,93771770.0,141496660.0,
238,139.00256791552388,0.5412213,,,,7.0,,,,,,,1382396.2,1185512.4,1500736.9,1190062.2,897673.0,1050572.2,
495,139.05827496460168,2.8275597,,,,5.0,,,,,,,7185301.0,8287646.0,7282952.5,8772204.0,7209240.5,11028493.0,
310,139.11905294293464,0.76740915,,,,1.0,,,,,,,17149202.0,15964569.0,17103108.0,16352605.0,16365207.0,14125780.0,
1074,139.98787585844522,8.702751,,,,,,,,,,,187661.28,1084345.1,94788.27,246696.34,130725.555,16030.936000000002,
1357,139.98789396544072,10.435276,,,,,,,,,,,651699.5,796935.8,648601.44,646118.75,679226.0,684689.5,
959,139.98790750779835,8.181000000000001,,,,,,,,,,,49636.405999999995,158370.67,7317.818,93052.234,53898.926,6405.865,
189,140.06818619013478,0.41166437,,,,,,,,,,,1062218.9,1085478.1,977522.44,1175870.1,946056.6,1793605.0,
422,140.1433593855169,2.387309,,,,57.0,,,,,,,409203.6,566729.56,415450.06,537074.44,409376.12,619012.6,
336,141.03391245993117,0.8846790000000001,,,,60.0,,,,,,,3194382.5,3291563.0,3340864.8,3235098.8,2965993.0,2657339.2,
244,141.0339173453057,0.5562114,,,,7.0,,,,,,,1661060.5,1474355.9,1778504.4,1782978.9,1752744.5,1073929.1,
182,141.04692697260373,0.40319285,,,,6.0,,,,,,,5140935.0,1941864.9,6052930.0,5081589.5,5964468.0,4984005.5,
1350,141.9585753308711,10.421565,,,,,,,,,,,122970.33,383284.75,114086.89,184082.25,696061.6,644538.75,
8,141.95858917804568,0.30669346,,,,,,,,,,,381779.25,597979.8,321514.38,504540.72,556711.44,520089.34,
4,141.95861657910984,0.033472978,,,,0.0,,,,,,,3850061.2,3871553.0,3553259.5,3752142.0,4023193.0,3709670.5,
39,142.94805628967404,0.3381046,,,,45.0,1.0,[M+H]+,,1.0,44,141.94077,435236.53,404180.75,417857.16,404963.47,382115.16,449482.75,
1056,144.98217671461978,8.63914,,,,40.0,,,,,,,36086210.0,38669720.0,31964530.0,34776324.0,33403188.0,28158360.0,
1275,144.98218241968308,10.173038,,,,,,,,,,,6435878.5,7703780.0,5439871.5,6014458.5,8186852.5,4794500.5,
23,146.02983899375343,0.31237903,,,,8.0,,,,,,,248265.42,299095.38,224425.05,256810.48,259164.4,222331.88,
36,146.16518025439052,0.32479358,,,,,,,,,,,2816685.0,2831082.2,2008805.2,2202606.8,2790555.8,1067373.0,
1055,146.98033519384612,8.632646000000001,,,,40.0,,,,,,,16253374.0,17441036.0,14329186.0,15399770.0,15272945.0,14637198.0,
232,147.02879036060318,0.5378168000000001,,,,7.0,,,,,,,3596725.2,2924934.2,4024092.0,3090816.5,3522218.0,3965123.2,
104,147.07641418179026,0.37715912,,,,6.0,11.0,[M-H2O+NH4]+,,2.0,104;128,147.05316000000002,1505795.2,1590962.4,1267761.4,2273554.5,2638463.0,1064690.2,
87,147.11280253872033,0.32067725,,,,71.0,,,,,,,8728222.0,2340001.2,7066054.5,9028826.0,8582278.0,1479158.5,
128,148.06043344227086,0.38610867,,,,6.0,11.0,[M+H]+,,2.0,104;128,147.05316000000002,10579909.0,27045768.0,8833807.0,9542445.0,10929157.0,31115682.0,
25,151.00875249773998,0.31156552,,,,8.0,,,,,,,751863.9,806391.5,667482.44,803922.0,650986.5,559991.44,
30,151.03523791874522,0.3115655,,,,8.0,,,,,,,232950.36,239938.7,257903.61,222330.95,224370.2,235378.0,
482,153.10213138452409,2.8127677,,,,,,,,,,,201102.25,63737.65,302457.38,144110.36,195251.2,537177.0,
522,153.10221225531313,3.0604259999999996,,,,,,,,,,,63864.38,24741.316000000003,140151.52,36283.87,82503.84,267425.75,
445,153.1022277763598,2.5731332,,,,,,,,,,,49942.918,28158.625,88098.836,30918.777000000002,51046.164000000004,184029.16,
1345,154.99023080369776,10.412156,,,,39.0,,,,,,,1890854.9,697396.25,943772.9,316575.38,1909098.1,1984547.8,
82,156.07672421317525,0.3690236,,,,6.0,,,,,,,6843557.0,5040643.0,5077576.0,7047777.0,7014115.0,4132882.0,
239,157.01320401447538,0.5429871999999999,,,,7.0,17.0,[M-2H2O+H]+,,3.0,228;227;239,192.02698,1459408.0,1631203.9,1376586.2,1704543.1,1839324.0,2010050.9,
106,157.06073050286372,0.37959990000000005,,,,6.0,,,,,,,989573.0,1198995.5,893688.94,1405813.8,889840.75,928990.9,
129,158.0811452603394,0.3861088,,,,6.0,12.0,[M+H]+,,2.0,109;129,157.07393000000002,4353319.5,4441735.5,3760203.0,4055785.8,4053981.5,2553105.5,
373,158.08116993265028,2.0627472,,,,,,,,,,,8393304.0,10162038.0,7686545.5,11787009.0,8276725.0,12334134.0,
607,158.15393031617444,4.9472116999999995,,,,,,,,,,,756093.56,790881.56,736065.2,815626.3,747124.4,748379.0,
1306,158.96406044698887,10.276289,,,,43.0,,,,,,,150187.47,405251.16,0.0,147486.4,155696.12,12748.368999999999,
51,158.96406882299812,0.34705588,,,,45.0,,,,,,,266944.12,264622.06,356530.22,250642.14,289557.8,337941.56,
7,159.96916279734214,0.03594505,,,,0.0,,,,,,,1578521.8,1475161.2,1340387.2,1443357.1,1473571.1,1377572.1,
365,160.0756841550116,1.612188,,,,,,,,,,,800313.94,778145.7,967486.0,871872.0,794780.8,3516521.2,
44,164.9299780915679,0.3421749,,,,45.0,1.0,[M+Na]+,,2.0,44;39,141.94077,813886.75,804120.94,928595.75,830144.3,805332.7,975039.75,
568,166.08622446226485,4.082713,,,,,,,,,,,98840.42,115847.35,88031.45,112845.75,88699.85,128414.375,
358,166.08626355223626,1.4602362,,,,54.0,,,,,,,46003344.0,57767212.0,40093148.0,62786160.0,50757572.0,77123980.0,
479,169.07600395255125,2.8122694,,,,5.0,,,,,,,5744188.5,6773040.0,6146614.5,6563274.0,5481569.0,10466924.0,
42,169.09473034726875,0.34135893,,,,45.0,2.0,[M+H]+,,2.0,42;43,168.08744,682634.5,564686.7,601689.94,678372.4,657599.8,671525.9,
194,170.04233804703603,0.36251524,,,,55.0,,,,,,,655989.5,708548.56,569329.9,637371.7,726419.0,689884.5,
480,170.07927290762188,2.8150785,,,,,,,,,,,649199.25,739799.56,495014.6,745578.06,619216.6,1114778.1,
230,175.02367214784337,0.5370763000000001,,,,7.0,17.0,[M-H2O+H]+,,5.0,221;230;222;228;227,192.02698,3676569.0,3257834.0,4219694.0,2992677.0,3662657.2,4380599.0,
145,175.02367996666385,0.40360853,,,,6.0,16.0,[M-H2O+H]+,,5.0,153;162;147;144;145,192.02698999999998,356028.7,206838.19,516534.22,278337.12,356788.03,455172.88,
109,175.107804197011,0.3804135,,,,6.0,9.0,[M-H2O+NH4]+,,3.0,92;121;109,175.08446,5858710.5,6120078.5,3709091.8,5053367.0,3872225.8,4840772.0,
80,175.11890110807403,0.3641422,,,,55.0,,,,,,,30469616.0,27306210.0,25680744.0,30972008.0,31723486.0,28588114.0,
121,176.09168854815533,0.3836678,,,,6.0,9.0,[M+H]+,,2.0,121;109,175.08446,112782776.0,127980520.0,97884936.0,139773070.0,111081100.0,110157464.0,
359,176.11341520454292,1.4614798,,,,54.0,,,,,,,8433083.0,8250837.5,8518566.0,8373626.5,8208987.5,8048117.5,
78,176.12211759962997,0.3641422,,,,55.0,,,,,,,1636629.5,770854.06,983036.0,1557923.2,1297440.2,647931.44,
135,177.0949975716362,0.38692212,,,,6.0,,,,,,,7897101.5,9828455.0,7514266.5,10788691.0,8537165.0,8418385.0,
59,178.00859604031223,0.35275270000000003,,,,45.0,,,,,,,273657.78,291350.97,239090.62,322271.5,251060.86,249694.17,
62,178.05864821498488,0.35356632,,,,45.0,,,,,,,613015.2,654353.3,537480.56,674904.25,594028.75,579345.94,
271,182.08109895517936,0.65400475,,,,56.0,,,,,,,2047430.0,2251528.2,1840850.2,2323124.8,2105020.0,2531895.5,
556,182.19025866180047,3.6811037000000004,,,,,,,,,,,27023.975,50017.29,28926.172000000002,44128.832,25604.354,62018.53,
536,182.1902701427768,3.3681504999999996,,,,,,,,,,,338712.2,469717.53,427596.1,419933.2,317746.6,636096.75,
1351,182.98509441681054,10.424949,,,,39.0,,,,,,,2178765.8,1948124.1,2064507.9,1880538.0,2610193.2,2415182.8,
5,182.98511196652692,0.033472978,,,,0.0,,,,,,,478641.47,408617.2,469562.6,421098.22,500510.38,473493.1,
516,183.0916473784862,2.9700830000000003,,,,,,,,,,,611711.7,712750.0,675741.8,704200.7,587264.44,1220870.0,
94,184.0732168949709,0.37309125,,,,6.0,,,,,,,1710240.9,1277260.1,1242168.6,1625388.9,1967902.4,1510051.4,
443,184.16952283794623,2.5357497,,,,,,,,,,,248466.38,357550.3,253649.55,338632.4,248830.89,548757.06,
389,184.1695391121169,2.22031,,,,32.0,,,,,,,2086436.0,3007995.8,2064254.0,2634294.8,1889232.0,4312386.0,
38,184.969559080721,0.32318413,,,,,,,,,,,200219.7,195177.62,171681.05,204165.81,191568.95,168538.75,
1073,184.98549058658298,8.712764,,,,,,,,,,,2339523.2,4276074.5,1364845.0,2081776.4,2450664.8,996373.1,
1353,184.98549122346833,10.436671,,,,38.0,,,,,,,989379.25,1076476.8,1010722.5,984332.1,1025222.7,1051776.9,
2,184.98549636208298,0.033472978,,,,0.0,,,,,,,209581.73,207788.53,214196.6,209641.31,232846.73,226291.25,
314,185.0419724539315,0.7864451,,,,,,,,,,,2160814.8,2572233.5,2005848.5,2727530.8,1976569.2,1962348.0,
251,185.0419764054396,0.621445,,,,,,,,,,,21979.564,766850.0,388347.62,851563.25,203298.06,1260481.6,
474,188.0704570394568,2.7868805,,,,,,,,,,,130667.84,118014.445,162522.61,162002.66,108812.3,229332.73,
394,188.0705481692963,2.2560194,,,,29.0,21.0,[M+H]+,,2.0,393;394,187.06327,3820998.2,4925287.5,3680313.0,5213825.5,4065970.0,6598833.5,
136,189.12330988404904,0.38692197,,,,6.0,,,,,,,2033305.0,1955873.6,1368288.1,2216774.2,1701767.4,1544557.1,
207,189.12331022328885,0.50276047,,,,7.0,,,,,,,1201036.8,3898384.2,2481723.0,3739956.5,3250804.0,3383851.8,
407,190.04973401146202,2.3256924,,,,,,,,,,,36153.508,31263.107000000004,47581.164000000004,32114.701,33277.113,76573.625,
432,190.04979855656367,2.4574683,,,,,,,,,,,319784.53,273063.94,410625.4,299982.72,333971.25,626873.6,
273,190.0708823663615,0.649676,,,,,,,,,,,1212229.0,526555.4,309419.9,452034.88,1246940.9,491181.12,
460,190.08956377275558,2.7254095,,,,,,,,,,,78946.88,116929.53,127912.125,102603.164,104510.555,400870.0,
362,190.10732760023998,1.4876245000000001,,,,54.0,20.0,[M+Na]+,,2.0,362;361,167.11746000000002,8876473.0,9337878.0,9022593.0,10181657.0,8779782.0,14693446.0,
43,191.0766405745314,0.34135893,,,,45.0,2.0,[M+Na]+,,2.0,42;43,168.08744,609089.6,495435.4,585295.4,600079.1,652217.94,687958.4,
65,192.02429286640256,0.35600674,,,,45.0,5.0,[M+H]+,,2.0,63;65,191.01703,517248.97,490220.4,488691.16,511450.56,495846.3,598908.8,
429,192.0689181257249,2.419205,,,,,,,,,,,160845.58,208209.8,247498.31,145930.72,180603.92,777006.94,
233,193.03426681088055,0.5379041,,,,7.0,17.0,[M+H]+,,5.0,221;222;228;233;227,192.02698,2620299.0,2602959.2,4145902.2,2775367.2,3871447.8,4578815.5,
155,193.03434680321166,0.39343056,,,,6.0,16.0,[M+H]+,,4.0,153;162;147;155,192.02698999999998,390496.2,335026.4,537156.9,388227.03,179154.73,516528.53,
357,195.1127572502957,1.4444588,,,,,,,,,,,5822.3457,39347.203,34342.207,34579.254,4078.5222,744201.7,
515,195.11277731666198,2.9528380000000003,,,,,,,,,,,262261.25,172300.67,327720.47,184623.42,215823.19,680474.5,
538,195.1127840174181,3.3698483,,,,,,,,,,,194618.64,94200.91,295459.56,128430.42,198481.44,568688.1,
400,195.12267571281956,2.2824682999999997,,,,46.0,22.0,[M+H]+,,2.0,401;400,194.11539,549725.9,664522.94,542187.44,614242.9,553122.8,666269.2,
575,195.13794749794025,4.334544999999999,,,,,,,,,,,780756.4,812781.0,779750.7,875569.5,731024.75,807515.7,
562,195.13795583511643,3.8346013999999995,,,,,,,,,,,112122.805,106271.484,74128.664,109143.35,93013.19,105776.21,
540,196.0968205081588,3.4694607000000004,,,,53.0,,,,,,,662714.06,918565.94,708931.1,903271.0,629652.8,1321664.0,
48,197.10086575382354,0.3454263,,,,45.0,3.0,[M+H]+,,2.0,46;48,196.09356,845283.44,720523.0,790146.4,882472.6,849050.56,977797.1,
92,198.07364732693475,0.3722777,,,,6.0,9.0,[M+Na]+,,2.0,92;109,175.08446,2226741.2,2498327.8,1746597.1,2797180.8,1909753.5,2193864.0,
398,199.10123769176153,2.2570617000000004,,,,,,,,,,,500723.06,477690.3,473638.5,477538.66,489566.94,474440.6,
45,200.04068257445599,0.34298578,,,,45.0,,,,,,,275327.47,275442.72,290608.7,290937.34,296902.38,319269.9,
395,200.10455019964354,2.2560194,,,,29.0,,,,,,,6472958.5,6213858.0,6357002.5,6351282.0,6320837.0,6177002.5,
218,201.0699991456313,0.51398516,,,,,,,,,,,99379.28,79505.23,277275.75,177971.03,110800.45,606897.1,
1041,201.07002426108085,8.605514,,,,,,,,,,,0.0,0.0,0.0,0.0,159051.2,0.0,
175,201.07004294163517,0.39668477,,,,6.0,,,,,,,689758.5,686568.1,755443.56,684563.25,536821.5,769684.44,
489,201.07015054717814,2.821228,,,,5.0,,,,,,,68163.06,194773.3,164123.02,211800.02,164322.84,245143.42,
1075,201.97573361008725,8.716449,,,,,,,,,,,226869.11,1570547.1,7144.7344,260271.4,322469.78,23366.557,
1361,201.97573888223098,10.494416000000001,,,,,,,,,,,130103.305,128413.93,128919.17,134243.23,132313.0,139711.6,
466,202.18008403671294,2.7376282,,,,4.0,,,,,,,250119.28,326429.44,283788.47,346868.5,261752.83,462028.6,
142,202.18008619366242,0.38854945,,,,6.0,,,,,,,7833291.5,10957047.0,8593376.0,10508688.0,7850684.5,10564550.0,
281,202.18008751162827,0.6921470999999999,,,,10.0,,,,,,,13165676.0,18112082.0,14182769.0,19814812.0,13600411.0,25774914.0,
70,203.05261241158126,0.35926107,,,,55.0,,,,,,,7252546.0,8604014.0,5738135.5,7398441.0,7737260.5,5347296.0,
146,203.18331660405673,0.38854924,,,,6.0,,,,,,,741738.9,1149906.0,860371.25,1085948.8,638586.3,945738.7,
283,203.18333468132,0.69296974,,,,10.0,,,,,,,1197334.4,1654860.8,1248659.1,1677488.8,1183958.4,2335893.2,
393,205.0970865952289,2.254944,,,,29.0,21.0,[M+NH4]+,,2.0,394;393,187.06327,2910435.5,3823960.2,2779066.2,4002189.8,3095279.0,4935510.5,
569,208.09676294672158,4.1940956,,,,,,,,,,,437105.9,300740.84,504984.34,378831.47,358621.62,1099749.8,
529,208.09677567148074,3.2299194,,,,,,,,,,,72370.72,90045.88,80890.07,83254.234,95672.66,178678.9,
567,208.09678200391514,4.0144477,,,,,,,,,,,23281.852000000003,20984.156000000003,31123.95,12054.776000000002,12664.4795,39156.016,
543,208.0968127053409,3.5176724999999998,,,,,,,,,,,63831.95,69050.11,75177.03,80631.77,61241.9,120335.8,
74,209.07273497521638,0.3633288,,,,55.0,,,,,,,1339655.6,1354439.9,1398275.5,1113112.2,1322455.9,963381.6,
615,209.15356863008236,5.2559569999999995,,,,,,,,,,,112401.43,105422.53,114744.39,119328.5,114308.25,107104.625,
873,209.15359148302662,7.8236794000000005,,,,31.0,39.0,[M+H]+,,2.0,873;870,208.14631,302608.62,313996.75,115393.21,202469.62,304950.7,182395.8,
855,209.15359357139698,7.757929300000001,,,,20.0,35.0,[M+H]+,,2.0,855;858,208.14631,527949.7,419242.38,118593.24,392539.06,544477.56,354362.12,
144,210.06076583148544,0.42015162,,,,6.0,16.0,[M+NH4]+,,5.0,153;162;147;144;145,192.02698999999998,1126192.9,1799293.0,3131527.0,1875670.0,2002865.8,3095750.5,
227,210.06077072545241,0.5362758000000001,,,,7.0,17.0,[M+NH4]+,,7.0,221;230;222;228;233;227;239,192.02698,16222393.0,13522768.0,18883264.0,13888473.0,16189075.0,22507578.0,
551,210.1124155957806,3.5951416,,,,,,,,,,,323610.44,321473.9,353180.53,344293.25,284175.6,563310.7,
602,211.08656779658452,4.8730264000000005,,,,15.0,,,,,,,46306.2,85409.66,40990.273,81906.52,43861.687999999995,91273.21,
75,211.08827973287137,0.3633288,,,,55.0,,,,,,,1697186.2,1477590.2,1758379.2,1313453.9,1635586.1,1307380.4,
586,211.97050651936559,4.744265,,,,30.0,,,,,,,3342182.5,3249104.8,3258331.2,3501345.2,3323646.0,3369710.0,
191,212.05279479556737,0.41214229999999996,,,,,,,,,,,675511.75,491131.2,616506.56,614208.25,683150.1,648406.7,
526,213.07328940535447,3.130417,,,,,,,,,,,301742.4,259743.42,332223.03,279857.2,242979.95,451699.3,
185,213.1233065478971,0.40563372,,,,6.0,,,,,,,1370101.4,990736.9,1036414.8,1099890.1,1145582.5,1033332.44,
304,213.1233105853481,0.75549775,,,,1.0,,,,,,,10498042.0,8929795.0,8862505.0,9480057.0,10204718.0,9056804.0,
546,213.15970052561832,3.5307836999999997,,,,,,,,,,,487674.66,506720.53,574462.7,561148.06,483768.88,1222449.1,
453,213.15972798731082,2.6655536,,,,,,,,,,,30821.79,40149.082,13270.063999999998,41514.22,12796.793,38544.53,
