row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-p11_2_Run126.mzML Peak area,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-p11_1_Run97.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p11_3_Run150.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,Unnamed: 19
587,213.96845341812116,4.744265,,,,30.0,,,,,,,3231791.5,3132329.8,3186055.8,3432208.5,3249231.5,3270570.8,
63,214.0062668459575,0.35437956,,,,45.0,5.0,[M+Na]+,,2.0,63;65,191.01703,262834.34,249565.34,299516.56,267739.72,272573.53,371107.8,
143,214.0322360294859,0.38448152,,,,6.0,,,,,,,904597.1,71468.62,992505.0,238570.55,952226.4,571732.9,
147,215.016166790626,0.3893629,,,,6.0,16.0,[M+Na]+,,5.0,162;144;147;145;155,192.02698999999998,41274908.0,30580146.0,54099696.0,33739724.0,40632096.0,47826924.0,
221,215.01617385651383,0.533821,,,,7.0,17.0,[M+Na]+,,5.0,221;230;222;233;227,192.02698,135068820.0,114615660.0,169116640.0,117854630.0,143558460.0,205884110.0,
124,216.01951863647403,0.38936278,,,,,,,,,,,3658214.0,2557434.0,4729906.5,1911514.9,3152908.2,4277788.0,
415,216.1018611435876,2.3566892000000004,,,,12.0,,,,,,,4765457.0,5319719.0,5214236.0,5180499.0,4885974.5,9444457.0,
58,216.9226657320832,0.34868303,,,,45.0,,,,,,,144473.75,130673.93,221587.27,131917.66,172021.56,284655.44,
151,217.02025657044803,0.39017656,,,,6.0,,,,,,,587750.4,430580.56,698935.94,443009.66,537864.1,699490.94,
401,217.10458946053052,2.2869512999999997,,,,46.0,22.0,[M+Na]+,,2.0,401;400,194.11539,218650.83,260846.55,236042.11,264020.44,240742.44,276977.16,
413,217.10512570292698,2.356544,,,,12.0,,,,,,,696871.75,829642.8,774517.06,754708.25,727110.44,1332923.0,
539,217.10698844172447,3.43205,,,,,,,,,,,276886.0,377281.94,259184.34,414014.1,340092.28,378309.78,
396,217.1247515676541,2.2560194,,,,29.0,,,,,,,564791.5,568641.94,555422.7,552631.5,556573.06,524716.56,
465,217.15459167660683,2.7354887000000003,,,,4.0,,,,,,,364899.53,398831.94,442458.25,408066.62,406550.28,1036852.75,
397,218.12807522718003,2.2560194,,,,29.0,,,,,,,7761516.5,7671792.0,7694242.0,7707164.0,7559276.5,7364754.0,
27,218.98358062759843,0.312379,,,,8.0,,,,,,,795527.4,963290.06,716892.44,894538.9,774230.6,715654.7,
46,219.0827519807523,0.34298578,,,,45.0,3.0,[M+Na]+,,2.0,46;48,196.09356,533061.3,456051.25,595965.06,517638.56,585130.0,731701.8,
710,219.1743046750093,6.8489512999999995,,,,,,,,,,,93774.516,102405.734,133055.56,114990.14,89333.45,361305.34,
387,220.11787881853658,2.1818287,,,,,,,,,,,564690.75,601485.4,544415.0,646740.25,627369.7,901207.75,
438,221.0920156125238,2.5164883,,,,14.0,,,,,,,275334.3,312195.84,238372.02,379777.78,307296.1,420990.6,
334,221.09202728104802,0.8733863000000002,,,,,,,,,,,31804.218999999997,76376.414,96680.625,86442.13,35956.973,381566.28,
364,221.09203015656865,1.6164863999999999,,,,,,,,,,,33282.324,49689.383,130006.12,56753.905999999995,54254.14,443026.53,
423,224.09166169709823,2.3887827,,,,57.0,,,,,,,423746.16,433195.53,519424.44,431773.34,461019.38,901718.44,
552,224.09166418585144,3.6216676,,,,,,,,,,,118764.734,47538.84,154062.1,68931.69,84741.93,227577.92,
418,225.08695149685096,2.370025,,,,67.0,,,,,,,875042.06,1235119.0,741945.5,1358229.1,905701.94,1439884.2,
577,226.1801068667139,4.426761,,,,61.0,,,,,,,1206299.0,1147407.1,1144288.9,1148428.6,1145849.9,1297287.9,
870,226.1801276562413,7.8355985,,,,31.0,39.0,[M+NH4]+,,2.0,873;870,208.14631,751067.4,786039.7,210190.64,511268.88,768123.44,444993.28,
858,226.18013410887698,7.758439999999999,,,,20.0,35.0,[M+NH4]+,,2.0,855;858,208.14631,1402871.9,1107256.5,345282.84,1078110.6,1426417.6,927296.6,
52,226.95144658518163,0.34868303,,,,45.0,,,,,,,849086.56,772928.3,1143291.6,733497.75,900201.0,999678.56,
1307,226.95146569843646,10.279182,,,,43.0,,,,,,,383704.3,1408202.2,24708.447,435485.88,413189.7,59935.37,
859,228.1957617032357,7.758785700000001,,,,20.0,37.0,[M+H]+,,2.0,860;859,227.18851,1021105.8,805242.75,254438.67,793879.25,1040927.5,704046.56,
603,228.19576236250128,4.876007599999999,,,,15.0,26.0,[M+H]+,,2.0,603;604,227.18847000000002,2804041.2,2834882.5,2741930.8,2840944.8,2730779.5,3411175.8,
877,228.19576435426742,7.836523,,,,31.0,41.0,[M+H]+,,2.0,885;877,227.18851,1563258.6,1658968.0,451134.5,1060506.2,1612788.2,962078.06,
736,228.19577415141552,7.159122999999999,,,,,,,,,,,100937.5,65633.01,89121.92,93975.14,119651.87,164970.5,
1017,228.19578711238674,8.408930999999999,,,,2.0,,,,,,,112385.484,174154.2,15683.771,82361.32,166432.81,61105.668,
542,228.23212702566258,3.4822737999999998,,,,,,,,,,,438316.2,524046.22,385855.66,508544.84,379040.97,668825.25,
549,228.23213450212032,3.5595,,,,,,,,,,,151353.28,194626.83,134732.8,175478.92,141585.25,261411.95,
554,228.2321393318877,3.671276,,,,27.0,,,,,,,2220463.5,2663886.2,1915292.4,2698654.8,1896134.8,3458397.5,
705,228.23216166214408,6.7225747,,,,,,,,,,,46534.85,45658.203,37617.8,49179.742,38479.227,51163.812000000005,
426,229.15459723250027,2.4026005,,,,,,,,,,,464828.84,346424.8,418057.0,410834.34,656544.94,560279.7,
464,229.15460019071236,2.7284203,,,,,,,,,,,14908.603000000001,34142.855,35717.42,29006.225,16038.293,92024.66,
605,229.1990625098079,4.879043,,,,,,,,,,,370077.12,376434.88,362546.12,374900.4,362601.28,443264.38,
589,229.98108956388947,4.7456949999999996,,,,30.0,,,,,,,8068808.0,7804118.5,7864235.0,8275373.0,8074332.0,7922021.5,
592,230.98440553080857,4.744438,,,,,,,,,,,676013.1,646758.6,634617.5,703483.4,685077.3,682182.56,
162,230.99003052994263,0.39180353,,,,6.0,16.0,[M+K]+,,6.0,153;162;147;144;145;155,192.02698999999998,1373057.9,1040378.0,1667898.0,957251.2,1269280.2,1849155.4,
222,230.99005204501816,0.5338351,,,,7.0,17.0,[M+K]+,,7.0,221;230;222;228;233;210;227,192.02698,2679450.2,2658437.5,4467311.5,2867722.8,3628607.0,6782503.5,
471,231.11271855609348,2.7697363,,,,24.0,,,,,,,301492.53,302784.8,432814.25,296181.1,341795.75,814743.6,
452,231.1127351465021,2.631265,,,,,,,,,,,642854.3,622686.8,797289.94,660240.06,689498.8,1479742.8,
524,231.17026026437114,3.0722687,,,,,,,,,,,1628958.0,1685726.4,1974723.6,1807092.1,1792990.1,4376882.5,
404,231.17027313503704,2.3059676,,,,11.0,,,,,,,116830.81,141845.4,197886.33,156320.86,147464.97,258546.95,
590,231.9789955203488,4.7456949999999996,,,,30.0,,,,,,,7928363.0,7680762.0,7807229.5,8238684.0,8073892.0,7872870.0,
525,232.17363044958802,3.0738554,,,,,,,,,,,191561.78,191033.78,220976.61,192301.48,206857.86,495349.72,
588,232.98232166784092,4.744265,,,,30.0,,,,,,,655727.75,646710.8,654588.25,675164.56,698895.94,637987.9,
563,233.07836913744342,3.8448486000000006,,,,,,,,,,,474783.25,568200.06,393043.75,518698.22,452881.34,479241.47,
557,235.08653415729202,3.7028760000000003,,,,,,,,,,,251374.73,301022.53,226963.39,325772.3,232864.67,418694.75,
84,236.9981124188044,0.36983714,,,,6.0,,,,,,,7285762.5,5268564.5,9827913.0,5897050.5,7522315.5,12013516.0,
414,239.10255193445676,2.3544123,,,,12.0,,,,,,,100071.234,107900.4,116848.5,126989.445,108652.266,209011.16,
440,239.1026110407779,2.5176990000000004,,,,14.0,,,,,,,3319205.2,4043102.2,2811846.2,4430746.5,3653531.2,4911474.5,
620,239.16413206503887,5.620998,,,,,,,,,,,236472.14,304043.62,206996.27,310298.4,214892.61,371347.97,
535,240.0865941970953,3.3426397000000003,,,,,,,,,,,576974.4,616992.4,677337.9,673278.6,609279.75,1410242.0,
436,240.1059452457644,2.5142472000000002,,,,,,,,,,,390020.0,462527.28,327696.97,530153.06,427425.78,590010.6,
391,242.18623973654556,2.2405596,,,,,,,,,,,644663.3,654354.25,829524.75,718636.9,723860.06,1698891.1,
506,243.13378882668653,2.8481681,,,,,,,,,,,127593.03,153721.25,151311.6,157327.81,154383.7,298563.12,
513,243.13382391931285,2.9266415,,,,,,,,,,,39161.863,35250.145,34707.934,41450.652,115315.836,81911.53,
456,243.13383740554409,2.7003014,,,,,,,,,,,4695.3545,16864.453,20057.238,11180.056999999999,16568.732,60531.594000000005,
578,244.19064559848564,4.426761,,,,61.0,,,,,,,867002.4,809037.44,807958.0,790912.44,797720.06,881573.9,
378,244.19066800743173,2.1070256,,,,19.0,,,,,,,454285.22,637374.56,470085.34,597833.8,409521.28,1110399.5,
611,244.1906743075102,5.1323028,,,,,,,,,,,75662.07,74583.19,85503.67,60355.43,91945.69,163491.55,
856,244.19068766384342,7.770772999999999,,,,20.0,36.0,[M+NH4]+,,2.0,855;856,226.15687000000003,294610.2,231036.73,211224.9,216310.23,310563.28,184812.64,
878,244.19069451052516,7.836523,,,,31.0,40.0,[M+NH4]+,,2.0,878;873,226.15687999999997,934058.25,942979.75,252840.56,624816.4,919341.8,540590.7,
523,244.20120447754746,3.0736348999999996,,,,,,,,,,,47872.965,44784.797,43292.57,43929.265999999996,46330.316,49582.414000000004,
437,244.2012045602365,2.51517,,,,14.0,,,,,,,379271.78,367711.0,383132.47,377230.28,374662.5,384311.47,
419,244.20120907763973,2.3716786,,,,67.0,,,,,,,1372003.9,1409882.8,1411260.6,1384458.9,1391025.6,1344592.8,
405,244.20121135826525,2.3059676,,,,11.0,,,,,,,996718.56,985130.06,1012187.7,982838.0,982055.6,977072.94,
483,245.1858788889787,2.8135377999999998,,,,,,,,,,,36225.074,9948.447,13997.219,8419.043,35905.156,84294.234,
455,245.1858900557646,2.669738,,,,,,,,,,,58750.265999999996,48247.883,71136.48,63738.02,67304.17,136495.12,
537,245.18589460573062,3.3544492999999993,,,,,,,,,,,385743.44,402274.28,488045.16,443927.38,443942.97,1059616.8,
555,246.16988807128155,3.6857955000000002,,,,27.0,,,,,,,221598.31,225424.4,217053.84,230531.92,205953.56,201745.98,
541,246.1698964706205,3.481025,,,,53.0,,,,,,,259355.7,261324.25,247978.72,260021.06,242231.06,238432.08,
565,246.1699223557066,3.9345623999999995,,,,,,,,,,,713917.44,519800.25,979280.8,571127.2,829068.5,1987819.8,
408,247.1076408386847,2.3268836,,,,,,,,,,,253067.25,245302.19,344467.12,272186.88,284097.62,647664.8,
382,247.1076458647773,2.1637716,,,,,,,,,,,21731.861,18237.295,56469.01,34988.437999999995,36266.523,124025.78,
582,249.10215969377998,4.60013,,,,74.0,,,,,,,385504.8,517250.03,342866.47,562867.0,355468.38,646210.5,
1016,250.1775192000228,8.409705,,,,,,,,,,,13690.615,52908.54,0.0,0.0,40200.094,0.0,
604,250.1776787693625,4.877312,,,,15.0,26.0,[M+Na]+,,2.0,603;604,227.18847000000002,488986.03,488450.84,439578.97,468579.78,494061.62,548775.1,
860,250.17775468709962,7.790002,,,,20.0,37.0,[M+Na]+,,2.0,860;859,227.18851,34376.457,58247.023,0.0,32559.897999999997,42780.824,4292.8784,
885,250.17775712709468,7.8362174,,,,31.0,41.0,[M+Na]+,,2.0,885;877,227.18851,65530.414000000004,134387.48,0.0,32559.897999999997,88550.336,4292.8784,
226,251.06957028489887,0.53544825,,,,7.0,,,,,,,2456102.8,3445557.8,2314369.8,3363166.8,3037993.8,2854293.0,
152,251.06965437158826,0.39017640000000003,,,,6.0,,,,,,,684417.3,974450.94,482240.5,677790.56,692592.56,537383.75,
367,251.1501969135589,1.6532223999999998,,,,,,,,,,,2655231.2,2669643.0,3314953.5,2818492.5,2818622.8,6262443.5,
379,251.15020227538798,2.1194882,,,,19.0,,,,,,,266704.3,259388.27,363144.88,314678.3,292696.3,686335.4,
93,252.97210283624318,0.38366768,,,,,,,,,,,128010.36,39080.227,1196585.1,121674.26,358806.9,1868461.9,
647,255.23181631526415,6.059680999999999,,,,,,,,,,,186193.62,200476.83,161862.28,207339.34,180410.75,239841.95,
679,255.23182624023116,6.386538,,,,,,,,,,,121980.41,149995.81,89390.38,127645.01,112267.984,169606.2,
720,255.2318267271486,7.044422,,,,,,,,,,,260358.0,200303.5,178540.83,205014.44,230769.42,365275.7,
356,256.17666362919897,1.3776346000000002,,,,,,,,,,,4148.437,3524.993,35767.92,6135.3027,7569.996,391057.12,
371,256.17672670943955,1.998282,,,,,,,,,,,260083.9,235431.27,331947.1,283449.8,254415.25,938222.4,
619,256.26343255042127,5.5332555999999995,,,,,,,,,,,0.0,20889.637,0.0,23502.65,6215.246999999999,32374.365,
759,256.26347598181013,7.3602905,,,,,,,,,,,493863.9,461934.62,427424.97,523988.44,491538.53,515872.06,
807,256.2635103777415,7.507581699999999,,,,,,,,,,,41096.508,87025.88,37158.734,72486.16,28289.63,69697.086,
95,258.1100186532024,0.37309125,,,,6.0,,,,,,,26115324.0,29992770.0,14846886.0,31318242.0,17697056.0,31742292.0,
468,259.11885719318946,2.7674357999999994,,,,24.0,,,,,,,789255.7,1019742.2,688774.0,1049702.5,747451.25,1124099.6,
402,259.17636890556736,2.2833927000000003,,,,,,,,,,,326495.5,411286.16,240418.53,449519.7,327569.1,410409.8,
477,259.22018665979243,2.8022968999999995,,,,,,,,,,,249351.94,251980.88,248402.17,255471.78,230123.7,216753.3,
454,259.2202155428017,2.669738,,,,,,,,,,,480915.66,474022.53,500326.75,512803.66,490012.4,515959.78,
530,260.11272894281797,3.2483044,,,,,,,,,,,5391.0527,5937.0767,18001.186,0.0,10925.998,45518.42,
472,260.11285854674685,2.7746465,,,,,,,,,,,268232.62,244305.44,326265.25,258623.98,244821.52,708528.4,
103,261.00905874835377,0.41877922,,,,,,,,,,,2119490.0,1887323.6,2067666.0,2018257.1,2192601.2,1844110.9,
503,261.1443713981112,2.8314063999999997,,,,,,,,,,,314782.5,396323.4,263965.0,432136.62,310488.47,284405.56,
381,261.14439578482774,2.1372788,,,,,,,,,,,15453.207,20329.218999999997,29872.031000000003,22692.406000000003,26502.475,137899.05,
424,261.1444096045766,2.3914883,,,,57.0,,,,,,,319840.9,435759.53,279775.5,444116.2,355028.5,484809.75,
434,261.1444104766524,2.4547529999999997,,,,,,,,,,,534409.25,657495.06,431511.8,669386.06,516516.62,740211.8,
527,267.11263599394766,3.1535990000000003,,,,,,,,,,,30393.557,32303.2,42714.043,35546.62,29962.215,94252.2,
583,267.1127588093925,4.60013,,,,74.0,,,,,,,1190222.6,1547464.6,951967.44,1677724.2,1014478.2,1818042.5,
606,267.11277853663296,4.920683400000001,,,,,,,,,,,31498.438,36088.74,22185.545,44952.383,21286.754,49094.16,
660,267.1954135953643,6.301035400000001,,,,23.0,,,,,,,585184.25,774529.25,491288.84,729388.8,481046.34,913515.44,
337,268.1039342924059,0.8854924999999999,,,,60.0,,,,,,,1731307.8,3845983.0,2117118.2,3171288.8,2177472.2,2691719.2,
410,270.1923589460394,2.3311092999999996,,,,,,,,,,,257009.9,274038.66,318757.72,278203.4,299721.62,577311.75,
494,271.0712641687823,2.827256,,,,5.0,,,,,,,871175.44,1407126.4,1057977.0,1142773.2,870659.7,1352678.2,
505,272.0793870461451,2.8356373,,,,5.0,,,,,,,1203240.8,1753540.0,1389611.1,1466462.6,1202490.9,1423427.9,
469,272.1127990091331,2.7652638,,,,,,,,,,,154529.84,188821.77,163406.03,215710.1,150004.36,320579.97,
501,272.18556088884736,2.831259,,,,,,,,,,,1303441.1,1369607.0,1103631.2,1608813.8,1088332.4,1651850.5,
335,273.07608064214884,0.8828222,,,,60.0,,,,,,,2453630.2,2392393.5,2364110.2,2340988.0,2385405.2,1938756.8,
547,274.164804904948,3.5425491,,,,,,,,,,,905044.5,884340.7,826400.25,887527.9,854514.7,860537.8,
571,274.16484862473146,4.2061725,,,,,,,,,,,47748.703,54366.617,44023.2,53743.312000000005,51541.402,71238.83,
130,277.1393006660963,0.3861084,,,,6.0,,,,,,,5049536.0,12180562.0,7524476.5,12002808.0,9134771.0,1592175.4,
703,279.1590407266942,6.7052083,,,,,,,,,,,674495.4,872946.9,653428.6,589136.1,752069.1,762897.4,
321,280.0919491965289,0.7808674,,,,,,,,,,,129391.93,83672.44,83426.79,102082.586,78236.4,64564.453,
66,280.09197535183085,0.3560066,,,,45.0,6.0,[M+Na]+,,2.0,67;66,257.10272000000003,11545334.0,12150633.0,9525537.0,13519332.0,10024675.0,9677224.0,
450,280.0927250207155,2.6032429,,,,64.0,,,,,,,74684.85,68868.3,45826.855,82408.72,68024.37,101642.42,
68,281.9934928273425,0.35437956,,,,,,,,,,,153264.8,126158.33,162611.44,132454.06,146419.2,183992.44,
370,282.1196022891177,2.0097423,,,,,,,,,,,1628786.0,1744130.2,1974303.6,1838192.1,1688440.6,3773860.8,
809,282.27910933198154,7.5171432000000005,,,,,,,,,,,2220025.0,2535828.5,2064879.1,2257998.8,2492747.5,2496913.5,
630,284.2947444247423,5.7164445,,,,,,,,,,,29581.897999999997,43690.957,28372.17,47264.75,39341.82,50511.742,
912,284.2947554088242,7.911123,,,,,,,,,,,330851.94,339362.53,256730.45,352613.88,340143.03,326150.53,
645,284.29475771890174,6.0091624,,,,,,,,,,,322468.9,461362.8,299662.6,485229.38,382682.94,616612.25,
644,284.29476311854785,5.9697933,,,,,,,,,,,301628.4,545456.25,0.0,417252.88,355099.1,5219.823,
943,284.29476601137924,8.0576315,,,,,,,,,,,117855.44,362306.44,68925.28,244216.11,155690.5,119568.05,
531,288.1075370199262,3.2475846,,,,,,,,,,,32245.775,33458.15,58021.758,37812.816,40029.883,184018.23,
473,288.1076811143144,2.7746937000000003,,,,,,,,,,,189206.6,176658.17,249945.86,204061.61,214243.12,576398.56,
384,290.0869678493254,2.1677709,,,,,,,,,,,472518.0,413871.28,576183.9,455834.4,510394.2,1289858.6,
269,290.13455006710535,0.64698863,,,,56.0,,,,,,,4752692.0,5137582.0,3815140.5,4896109.5,4715755.0,4398034.0,
409,292.10261545107915,2.3346169999999997,,,,,,,,,,,1295139.8,1274810.6,2505730.0,1326961.2,2198166.8,4776365.5,
519,294.0607503052941,3.0024783999999998,,,,,,,,,,,241455.86,220183.47,300598.8,257988.33,258613.53,599380.0,
350,294.1546202253259,0.95497125,,,,,,,,,,,531520.8,502452.28,671258.1,523809.97,391623.97,1985878.6,
711,295.2267275087053,6.919106,,,,68.0,,,,,,,540143.4,762095.25,519822.75,821368.6,474405.6,906931.8,
67,296.06588807245515,0.35600674,,,,45.0,6.0,[M+K]+,,3.0,67;66;61,257.10272000000003,1135825.2,1241627.6,1036986.8,1382001.8,1046195.56,1480650.8,
564,296.11815657880453,3.8632622000000003,,,,,,,,,,,791514.75,1022221.1,668928.2,1073647.1,771438.06,1291972.4,
431,298.09677291615066,2.4410722000000002,,,,,,,,,,,1401889.8,1746409.5,1296600.1,1738247.2,1339636.8,1977154.0,
509,300.1076857834298,2.8711789,,,,42.0,,,,,,,454553.6,466088.62,345523.53,513968.16,384273.88,591127.2,
462,300.10771418423445,2.719916,,,,,,,,,,,4086440.2,5295564.0,3337265.0,5358598.5,3285484.5,5115319.0,
734,300.28967217690064,7.156015400000001,,,,70.0,,,,,,,250227.31,187047.8,162766.48,242467.75,238663.8,308278.66,
636,300.289684049908,5.8264135999999995,,,,,,,,,,,3708589.0,4739412.5,3157086.0,4407179.5,4492809.0,5004230.0,
463,301.11114979450815,2.722799,,,,,,,,,,,565530.8,757457.8,465787.94,755686.3,453077.16,733219.7,
704,301.14097888357975,6.702221000000001,,,,,,,,,,,202001.33,440462.78,164637.7,168063.36,258585.78,196709.1,
420,302.19613564717565,2.3683555,,,,,,,,,,,408801.56,746590.0,515032.12,576012.06,365163.78,697582.6,
386,302.19614417150325,2.1815338,,,,,,,,,,,61859.27,103122.414,67477.555,132624.47,44154.727,218273.6,
629,302.30531077858103,5.7165932999999995,,,,,,,,,,,1475062.4,1957870.0,1344345.4,2146134.8,1612636.6,2191752.0,
262,303.1185999852507,0.62463754,,,,,,,,,,,354372.94,448620.53,296506.0,233935.28,238790.94,1505293.2,
470,306.11822577507724,2.769495,,,,24.0,,,,,,,3523657.2,3497970.2,4498653.0,3774155.5,3930726.5,8868566.0,
508,306.1279985813848,2.871112,,,,42.0,,,,,,,686361.1,855283.25,716531.3,930733.06,719908.0,1364842.6,
291,307.08310202676915,0.70830315,,,,10.0,,,,,,,8296495.5,8233083.0,5440178.5,8957669.0,7042793.5,2071711.9,
627,307.24782954633037,5.6785903,,,,,,,,,,,439521.3,433005.2,431403.28,448187.72,438952.5,435119.3,
287,307.5846620401912,0.7057217,,,,,,,,,,,1481984.4,1908670.8,1059247.9,1659676.9,1163279.8,305626.03,
148,308.0908885126018,0.38936293,,,,6.0,14.0,[M+H]+,,2.0,148;140,307.0837,3790483.0,4352099.5,2876921.5,3598326.8,3134459.8,3068576.8,
237,308.0909865210869,0.54119617,,,,7.0,18.0,[M+H]+,,2.0,237;235,307.08372,22169904.0,22507016.0,19384312.0,19364090.0,19436160.0,30685152.0,
234,309.09472660497465,0.54043543,,,,,,,,,,,1993605.5,1530241.1,935079.6,2067959.5,1304214.6,1640539.6,
933,310.31036253308906,7.9983068,,,,,,,,,,,268542.72,536817.75,200886.7,264302.72,356269.66,378699.25,
520,312.07130760470903,3.0035026,,,,,,,,,,,1697545.6,1594726.0,2123848.2,1809190.9,1812328.1,4077007.8,
626,312.11308570317436,5.6593933,,,,,,,,,,,836811.25,1162222.2,723050.6,1111382.9,823027.7,1392207.1,
1031,312.3260367287831,8.500639,,,,,,,,,,,57851.668,163947.53,34386.95,121183.05,54917.547,54214.45,
686,312.32603755656817,6.450495,,,,,,,,,,,405965.88,495366.97,375599.5,632479.06,452681.6,770466.5,
1003,312.3260546018182,8.360221000000001,,,,,,,,,,,98631.1,131107.78,40724.56,112375.62,107052.66,73733.164,
678,312.3260945309179,6.4154279999999995,,,,,,,,,,,323161.88,613943.6,0.0,391213.0,347485.7,4363.787,
701,313.14339060226195,6.626920699999999,,,,26.0,,,,,,,364433.03,400695.94,303062.47,477420.6,354238.94,505124.03,
1111,315.231747576666,9.041322000000001,,,,,,,,,,,56631.31,112454.695,14213.671,11149.202,56164.9,22296.397999999997,
913,315.2317614730487,7.934947500000001,,,,,,,,,,,77781.98,98940.75,6159.5166,89666.43,77809.79,43331.6,
814,315.2317616744483,7.5219383,,,,33.0,,,,,,,959498.1,900064.25,385623.44,1563505.1,896788.7,1418581.4,
836,315.23179169967324,7.6426644,,,,9.0,,,,,,,1975101.8,1647880.6,624224.94,3744138.0,1962589.6,2601437.0,
467,316.21173132010466,2.7521021,,,,,,,,,,,762252.7,811538.75,680216.9,943442.75,650647.56,1022684.4,
449,316.21174686660487,2.5881915,,,,,,,,,,,347331.75,341418.78,293303.97,411806.38,251320.52,395376.2,
616,318.30025422670354,5.446046400000001,,,,,,,,,,,5331158.5,7039743.5,4685388.0,7434715.5,5531166.0,7826692.0,
242,319.14980275349734,0.5529852,,,,7.0,,,,,,,913744.0,910120.4,266929.6,1104941.6,132661.8,139275.25,
561,320.1702806981331,3.7525459999999997,,,,,,,,,,,64285.18,71037.47,60600.405999999995,70257.914,58613.55,59118.695,
534,320.17029329439737,3.2865207,,,,,,,,,,,46228.062000000005,40994.156,42308.848,53611.17,43874.86,55482.746,
574,320.17033915185954,4.3203855,,,,49.0,23.0,[M+NH4]+,,2.0,573;574,302.13648,5484113.0,6569192.5,6029019.0,7346856.5,5547529.0,6219641.0,
213,321.12905578044047,0.5237815,,,,7.0,,,,,,,838088.44,235457.12,986205.0,53564.155999999995,939450.56,1350379.9,
511,321.14776253443415,2.925624,,,,,,,,,,,287984.47,252992.6,332482.6,296373.94,292458.12,581484.4,
572,321.1738056215287,4.3188996,,,,,,,,,,,833654.2,992001.3,926799.2,1086072.6,842577.3,946663.9,
403,324.0746772672679,2.2985427000000005,,,,,,,,,,,298301.03,506443.8,369058.12,375136.0,299943.97,1200357.5,
295,324.12880029201136,0.7144294,,,,1.0,,,,,,,1124611.2,1287697.4,1239477.9,1290712.6,1301591.1,2533882.2,
161,325.1127872824172,0.39261672,,,,6.0,13.0,[M-H2O+H]+,,1.0,123,342.11599,531476.2,875539.9,229685.12,364751.78,571380.7,78653.32,
338,325.1128517328487,0.8748668,,,,,,,,,,,216012.47,245923.53,53819.383,1021287.44,248132.17,140413.66,
573,325.12566007053624,4.3201823,,,,49.0,23.0,[M+Na]+,,2.0,573;574,302.13648,643678.8,791564.8,648108.75,947592.75,672095.3,800734.6,
492,328.10015530731636,2.7905674,,,,,,,,,,,314988.38,420599.16,325306.53,312519.7,329813.44,1212994.4,
852,328.3209189938677,7.734472,,,,,,,,,,,55713.95,59608.746,4138.871,75554.695,47433.625,31654.572,
652,328.3209687533904,6.2716694,,,,,,,,,,,3715156.2,3796223.8,3241544.5,4055792.2,3782275.5,4498048.5,
657,329.32438841809767,6.2735553,,,,,,,,,,,820289.75,812844.1,673422.75,855602.0,818320.2,775249.9,
235,330.07294926377546,0.5395331999999999,,,,7.0,18.0,[M+Na]+,,2.0,237;235,307.08372,2302878.5,2398113.2,2034654.4,2258633.2,1932543.1,4032742.5,
140,330.07300060496203,0.3877357,,,,6.0,14.0,[M+Na]+,,2.0,148;140,307.0837,1076933.1,1357010.4,982809.4,1130427.9,1232511.6,1290826.5,
628,330.30021194704204,5.7609735,,,,,,,,,,,250139.6,390860.0,142610.69,339303.0,252469.88,110346.46,
648,330.33663548604864,6.169491000000001,,,,,,,,,,,617559.94,760123.56,632565.0,843055.7,596969.44,897587.4,
833,332.2583668221413,7.6417713,,,,,,,,,,,401082.62,309824.53,100630.18,743770.3,394902.53,536401.3,
825,333.24235867429167,7.5766029999999995,,,,,,,,,,,335883.78,301615.25,76766.195,529577.1,302914.7,468866.9,
742,333.24236720691175,7.243512599999999,,,,,,,,,,,36844.69,53082.867,35452.773,76400.07,33198.258,79575.79,
845,333.2423751321862,7.686361,,,,,,,,,,,704380.8,670599.9,152957.94,1355808.8,692803.4,929069.6,
521,334.05324546632266,3.0035026,,,,,,,,,,,259563.03,230010.66,324634.06,273580.53,276822.94,551105.56,
717,335.2791554998168,7.014524499999999,,,,,,,,,,,390967.56,384994.3,322063.9,494327.22,343292.4,446514.47,
728,335.27916740216773,7.09577,,,,,,,,,,,683419.06,687051.5,585564.94,892632.3,623974.4,778856.1,
738,335.2791750209853,7.187905000000001,,,,,,,,,,,221817.02,224295.02,173804.27,299791.16,188144.58,241790.83,
716,336.3259854813639,7.0117946,,,,,,,,,,,117989.99,90169.13,109885.22,122017.2,122609.16,198405.19,
951,336.32599507263285,8.102674,,,,,,,,,,,255260.6,406702.88,81652.875,189939.16,478922.03,335083.03,
729,336.3260084345705,7.120164999999999,,,,22.0,,,,,,,1127150.8,802510.94,1008526.1,1139492.0,1172056.8,1459075.4,
832,336.3260227142444,7.619944,,,,,,,,,,,252212.1,189102.64,100315.23,238281.8,271403.75,299864.84,
638,337.1046030176534,5.8547839999999995,,,,,,,,,,,301353.16,391552.6,264527.12,369223.97,336724.9,376494.5,
512,338.1444958833547,2.9396752999999998,,,,,,,,,,,183650.36,331701.88,192272.97,221756.05,155398.61,288754.94,
