Filename	Class
Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML	CTRL
POS_TJGIp1_1_Run49.mzML	EXP
POS_TJGIp1_2_Run105.mzML	EXP
POS_TJGIp1_3_Run179.mzML	EXP
