"MetaboAnalyst_ID","X2024_POS_CC_1_Run20.mzML","X2024_POS_CC_2_Run47.mzML","X2024_POS_CC_3_Run61.mzML","X2024_POS_CC.NaB_1_Run29.mzML","X2024_POS_CC.NaB_2_Run50.mzML","X2024_POS_CC.NaB_3_Run56.mzML","shared_name"
"103/99.5121mz/2.1min",1.60849215495084,1.94450163605383,1.92388068015673,1.85312874353037,1.56998226127686,1.60561136801382,"103"
"104/244.1907mz/2.1min",1.71338514659634,1.71224077042646,1.76760129323663,1.70103664112594,1.64324888995394,1.71498967088279,"104"
"105/181.0971mz/2.12min",2.10754253590843,2.04314670929884,2.09114550838778,2.11503989160999,2.10388193059331,2.14848789493081,"105"
"106/245.0954mz/2.12min",2.76940586788214,2.71704627785297,2.76178218217144,2.78076632846612,2.77422589138095,2.82034209215364,"106"
"107/184.1695mz/2.21min",2.44730559895361,2.43621546202154,2.48871422774875,2.44949873601287,2.37319396570542,2.46639041028954,"107"
"108/217.1247mz/2.25min",1.84508669617924,1.84374805083273,1.8358843240601,1.84611654398978,1.81476233334988,1.86259235526733,"108"
"109/218.1281mz/2.25min",2.98053646401483,2.98108378019937,2.96668951151658,2.99008665435883,2.96081410930724,3.00460811715981,"109"
"110/199.1012mz/2.25min",1.80058682963234,1.81320490283387,1.80586836066577,1.82096221165684,1.78930942844986,1.82407373785147,"110"
"111/200.1046mz/2.25min",2.9119661477898,2.91333379525899,2.8920173382167,2.91814290676015,2.88440133030781,2.9261152153948,"111"
"113/195.1227mz/2.29min",1.9751100032487,1.95438151236626,1.90071260510044,1.9439043025175,1.88816599632821,1.88848316794119,"113"
"115/244.2012mz/2.36min",2.4805560676536,2.22541005880855,2.2145010247108,2.45210510270476,2.19643207601631,2.46152352436748,"115"
"116/244.2012mz/2.51min",1.65609606193882,1.63373025844343,1.62247559952774,1.63207738511206,1.62335574512231,1.65012065979003,"116"
"118/316.2117mz/2.58min",1.86921670269236,1.87871571634573,1.82834709015329,1.83841554606182,1.83847339861666,1.73969709086657,"118"
"119/261.1234mz/2.6min",2.7277076001527,2.68402611958369,2.68173464804416,2.69988221996503,2.67695632187195,2.71374381440326,"119"
"120/259.2202mz/2.66min",1.80193283212625,1.78769197615209,1.77244978969042,1.79636023216001,1.74691492562567,1.81012720023249,"120"
"121/130.159mz/2.69min",1.77326315248789,1.75889727431486,1.73808298127383,1.75601931949938,1.67427632258486,1.72134565857059,"121"
"122/185.0855mz/2.7min",2.04516866095512,1.85350728972197,1.69871770447695,1.82513960248938,1.77969392162295,1.68074900191937,"122"
"123/197.1285mz/2.71min",2.50719160578466,2.4826467423038,2.5151120486856,2.50267195607293,2.49799077415881,2.53062690847217,"123"
"125/316.2117mz/2.74min",2.18480928761602,2.20060444396062,2.20764035081733,2.16805108740404,2.17058980813326,2.0758987022753,"125"
"129/272.1856mz/2.82min",2.24980178891836,2.25749092012424,2.2444254703441,2.25237127295235,2.24160092260932,2.19252363509518,"129"
"134/183.0917mz/2.96min",2.03344321224407,1.84808222387111,1.87272396391022,1.79736411379817,1.81980127498944,1.77910273455525,"134"
"136/211.1441mz/3.14min",2.60650405822322,2.56730048234827,2.57587698173801,2.58286727233102,2.5566124293659,2.59072977202158,"136"
"137/211.144mz/3.24min",2.65341641455153,2.6082497477691,2.64956005074062,2.64674113479931,2.63520544971594,2.66937045944587,"137"
"138/245.1284mz/3.26min",2.29991671645657,2.257763782217,2.26999567605132,2.25635783222582,2.25235773753909,2.29116755655311,"138"
"140/245.1284mz/3.39min",2.66735430354494,2.61057222426677,2.63315655622027,2.60730820716141,2.6170252313276,2.63074823035113,"140"
"141/228.2321mz/3.47min",1.72742879367514,1.72141931773995,1.75503258878476,1.74322582442136,1.70109950683893,1.7380086607138,"141"
"142/264.1335mz/3.47min",2.18070087869374,2.00148100713793,2.05847110687101,1.97400882795121,1.97000425174461,1.86364423274846,"142"
"145/215.053mz/3.54min",2.54926362371189,2.41357033991661,2.63065800589943,2.40929391555278,2.38228584315794,2.39566165561276,"145"
"146/214.0499mz/3.54min",3.59754983891663,3.47363822151069,3.53663031969598,3.43630937731006,3.44626860852928,3.48065065882599,"146"
"148/274.1648mz/3.55min",2.0763573990367,2.04173353525747,2.03645046124547,2.05297378516521,2.00595344367018,2.05238886230491,"148"
"149/228.2321mz/3.65min",2.44284948748288,2.42817544188016,2.4502165718504,2.45040240111033,2.39175621005551,2.41962976931503,"149"
"151/586.2703mz/3.73min",2.1603367446503,2.08686611930364,1.68099314794434,2.08220364376897,1.87964253600636,1.7665636029725,"151"
"154/514.2855mz/3.97min",2.13275180845081,2.17092491311057,2.24325721774086,2.14762923176267,2.08166735725464,2.14431861643325,"154"
