row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_D5-Ctrl-b-P-EAMeOH_Run31.mzML Peak area,POS_D5-Ctrl-c-P-EAMeOH_Run34.mzML Peak area,POS_D5-Ctrl-a-P-EAMeOH_Run28.mzML Peak area,POS_D5-211-C1-a_Run91.mzML Peak area,POS_D5-211-C1-b_Run94.mzML Peak area,POS_D5-211-C1-c_Run97.mzML Peak area,
1098,184.9853863775513,10.364615,,,,6,88,[M+H]+,,2,1098;1095,183.9781,7570842.5,7383807.0,7472886.0,6806138.0,6699432.0,6521260.0,
161,185.04201389198226,0.8138607,,,,,,,,,,,303606.34,507008.56,362504.25,356241.62,506289.03,990630.9,
1099,186.98081591144933,10.364615,,,,6,87,[M-H2O+Na]+,,2,1092;1099,182.00229,2905444.8,2850303.8,2859466.0,2588783.5,2586342.8,2509558.5,
217,188.0705359314352,2.732015,,,,40,,,,,,,202611.86,297273.78,213001.58,159977.28,279114.44,198203.17,
209,188.07054071037487,2.6063998,,,,84,,,,,,,439643.1,613662.3,441238.0,321849.44,448910.78,387417.06,
196,188.0705753294055,2.238698,,,,47,18,[M+H]+,,2,195;196,187.06332,2901305.0,5965961.5,2654121.8,1322044.4,1050498.8,1512353.1,
74,189.1233087075004,0.3868589,,,,32,,,,,,,1218631.1,1444226.4,1124045.2,1604464.0,1515554.0,1097193.6,
203,190.04981229023076,2.434148,,,,,,,,,,,1110529.9,1521949.1,1078544.6,1140985.5,1269582.6,1423446.4,
236,194.11516669190314,3.1941774,,,,87,22,[M+Na]+,,2,238;236,171.12592,8448022.0,8008537.5,8468201.0,5863303.5,5625890.5,5391687.0,
339,195.10156984999435,5.6121726,,,,,,,,,,,792970.94,797714.6,792258.06,752285.2,767368.5,778473.5,
228,195.11278188558663,2.9084384,,,,,,,,,,,16853.7,45498.484,37788.508,66785.805,135346.39,80648.58,
243,195.11281687251733,3.2976282,,,,,,,,,,,108849.01,199893.86,115955.78,484392.47,756973.7,607887.56,
1066,196.01662772128034,10.321682,,,,27,83,[2M-H2O+K]+,,2,1070;1066,87.53225,1912621.1,1342120.6,1883441.2,1337866.0,1359719.2,1325478.8,
232,196.09437089290927,3.0368547,,,,,,,,,,,205941.1,403131.5,217634.48,170173.8,236738.36,226495.5,
92,198.07365227470166,0.39383414,,,,32,11,[M+Na]+,,4,88;99;77;92,175.08452,392574.53,263265.66,438215.47,1016460.3,1068637.9,986169.8,
59,198.09719479235912,0.3703102,,,,32,,,,,,,1223683.1,1040985.4,1479503.1,354825.7,208009.83,602882.7,
1154,199.9881035393711,10.829106,,,,,,,,,,,3598559.2,3629250.8,1133557.8,417344.34,277162.4,590130.44,
1159,199.98810868182525,10.878373,,,,,,,,,,,174083.61,1158706.8,3708442.5,224854.28,471502.72,869446.8,
393,200.2008958525846,5.940761,,,,,,,,,,,157308.61,168476.14,166641.06,485923.03,400281.3,440772.03,
6,200.9723034566866,0.04592864,,,,,,,,,,,30421.92,175745.42,202404.14,25765.604,33830.67,28958.316,
1144,201.97553661922026,10.506017,,,,67,,,,,,,1280619.1,1225040.5,1238365.2,1772619.8,1720260.1,1627703.4,
154,202.18009930907667,0.7076301,,,,,,,,,,,229195.98,238286.27,326432.9,232838.08,115874.734,241541.97,
43,203.05252159633935,0.35502228,,,,32,2,[2M+Na]+,,2,43;52,90.03169,2854934.0,2728109.2,2858901.5,1004712.25,961650.0,1440062.6,
265,203.06195045601194,3.9077444,,,,,,,,,,,96199.73,125820.305,99044.66,73348.78,90108.555,127893.57,
314,203.06199229748492,5.280479,,,,,,,,,,,275273.03,355927.56,330060.12,350035.6,274663.88,196136.4,
1056,205.01698692976106,10.315732,,,,27,,,,,,,7484946.0,7011692.0,7090205.5,6250744.5,6036393.5,6297361.5,
745,205.01708179180181,7.8301816,,,,,,,,,,,649214.4,664216.25,1636763.9,854605.9,889751.4,1110336.8,
832,205.01710972233116,8.122517,,,,,,,,,,,4218045.0,4061250.8,4198010.5,1479569.8,1423419.5,1436692.2,
195,205.09716730369783,2.2377756,,,,47,18,[M+NH4]+,,2,195;196,187.06332,2005710.5,4203814.0,1889473.2,940571.2,663766.9,1044424.7,
201,206.0447700778218,2.3014276,,,,,,,,,,,939661.75,1127614.0,841532.2,858784.2,888662.25,1168076.5,
1088,207.01735718145073,10.357804,,,,6,85,[M-2H2O+NH4]+,,2,1097;1088,225.0046,5307098.0,5166777.0,5338483.5,4975558.0,4888067.0,4902770.5,
684,207.01748146261662,7.676443,,,,,,,,,,,1788095.0,1782436.4,1768845.0,501528.0,348700.2,625376.25,
1132,208.03917017833194,10.479427,,,,67,,,,,,,2268030.5,2367428.5,2356677.2,2266074.2,2139723.0,2297615.5,
1093,209.01276852470892,10.361183,,,,6,,,,,,,2034364.5,1930620.4,2010664.8,1898564.9,1833862.5,1846610.8,
664,209.15356339043456,7.6968427,,,,,,,,,,,187795.77,195227.81,266045.44,312807.56,242802.94,234233.33,
105,210.06072084798987,0.3971931,,,,32,,,,,,,812238.7,822784.25,1020350.3,726613.1,812637.7,933166.0,
127,210.06081012160652,0.5562617,,,,11,13,[M+NH4]+,,2,128;127,192.02696,923212.3,705263.56,822577.1,668559.5,654838.06,705630.56,
351,211.07530284167854,5.6774235,,,,7,,,,,,,1136878.6,1188472.1,839328.0,19630.988,38134.023,77268.77,
290,211.9705843051279,4.6875334,,,,24,,,,,,,3963934.0,3843235.2,3761432.2,3865773.8,3981418.0,4219485.0,
129,212.00776423255184,0.55803496,,,,11,,,,,,,822193.6,634568.8,808549.94,584329.8,537575.56,618667.75,
237,212.1256468404371,3.1968963,,,,87,23,[M+Na]+,,2,238;237,189.13644,859901.06,819286.7,856573.75,539680.8,529903.0,531631.0,
291,213.96846700454557,4.6884294,,,,24,,,,,,,3740033.2,3617486.0,3571249.0,3660198.5,3746878.2,4015677.5,
1057,213.98266512089856,10.318271,,,,27,,,,,,,722894.56,772026.44,720608.0,1979026.0,744600.4,809362.2,
1128,213.98266678822813,10.446489,,,,,,,,,,,887274.2,828662.94,876108.25,1102983.2,1041107.2,1075833.5,
789,213.9827850156853,7.8740926,,,,62,,,,,,,549099.2,532939.1,1125904.5,52920.613,124728.94,150068.55,
907,213.98281982266795,8.512559,,,,,,,,,,,379608.8,352731.5,133912.88,1263489.4,996075.75,1126168.5,
215,214.08616223557337,2.7311227,,,,40,20,[M+H]+,,2,216;215,213.0789,1134119.4,1627504.1,1191871.6,894015.6,1204669.6,1037984.3,
210,214.08619470616063,2.6063998,,,,84,19,[M+H]+,,2,212;210,213.07893,2275023.2,3121368.0,2310143.5,1745845.2,2426504.5,2027888.1,
128,215.01615500726143,0.5571489,,,,11,13,[M+Na]+,,2,128;127,192.02696,9816871.0,8890430.0,1.0157294E7,7764445.5,7885690.5,8423054.0,
58,216.0631511467022,0.3661332,,,,32,,,,,,,2786451.8,2943531.2,2530061.5,166028.92,245885.11,228731.16,
188,216.19579228106497,2.0521755,,,,,,,,,,,854342.0,682929.5,123451.92,247709.2,143013.4,247912.81,
1016,216.92262526520778,10.1908655,,,,,,,,,,,794152.2,804961.75,883703.4,359304.62,383008.06,376691.7,
972,216.92264952076476,9.835804,,,,,,,,,,,3569.1697,0,757598.94,68745.43,6893.165,143149.14,
198,217.10461473654195,2.2423646,,,,47,,,,,,,1298096.1,1400522.2,1354910.2,1232959.2,1199105.1,1029763.25,
222,217.10698897500356,2.7980096,,,,14,21,[M-H2O+H]+,,2,221;222,234.11019,397873.1,885208.25,506157.47,572197.44,709892.94,788804.5,
244,217.1070454905197,3.3530552,,,,82,25,[M+H]+,,1,245,216.09968,27791.21,125476.695,54164.57,56531.05,78407.14,83730.73,
261,217.10706206315558,3.849761,,,,45,28,[M-H2O+2H]+2,,2,262;261,450.20967,50655.504,132733.48,67970.01,59970.945,84962.05,105452.94,
251,217.10707221762766,3.655569,,,,65,,,,,,,75877.95,231755.61,102474.664,82518.04,109809.57,138416.47,
82,217.1294325431977,0.3894738,,,,32,,,,,,,1415699.1,2323676.0,1281296.0,1208128.1,1221336.0,827183.25,
123,217.12945822909958,0.5251893,,,,89,,,,,,,1286346.8,2631052.0,1505229.0,1308343.0,933161.8,777627.44,
23,218.98357820538436,0.31699684,,,,42,,,,,,,319846.5,356871.72,397897.9,186683.44,205953.88,205854.36,
247,219.0569202000742,3.5200722,,,,97,26,[M+H]+,,2,247;246,218.04957,1573650.2,1756512.5,1427008.4,1861884.5,1841827.0,2111365.8,
439,219.05693369590122,6.1045938,,,,61,50,[M+H]+,,2,439;442,218.04961,982821.25,646034.25,601374.75,733874.94,1063588.6,2088161.4,
477,220.1120839280056,6.3042226,,,,91,,,,,,,1375637.5,1414789.2,956598.44,891265.56,909052.9,1086420.9,
727,221.17500287315772,7.7740264,,,,16,,,,,,,455170.5,552745.5,617975.56,147244.03,180027.06,223160.77,
267,222.14639439617656,4.0582566,,,,,,,,,,,980712.06,964789.3,955115.94,676324.9,625056.5,648817.44,
1075,223.98813582382078,10.326023,,,,27,,,,,,,4116917.2,4161007.8,4128516.5,3924137.8,3935946.2,3869650.5,
804,223.98826485849997,7.868524,,,,62,,,,,,,4067637.2,4081925.2,4074810.5,326593.8,860986.06,886418.06,
1148,225.02925950278868,10.518561,,,,73,,,,,,,2406350.0,2461255.8,2355985.2,1855467.6,2277359.8,2370102.5,
352,225.09088990092184,5.6765437,,,,7,,,,,,,1856042.9,1990193.9,1404334.6,43642.895,68683.54,114769.06,
1097,226.0118213813844,10.363877,,,,6,85,[M+H]+,,2,1097;1088,225.0046,1035242.25,1018476.2,1026152.0,924748.2,902315.0,859942.06,
714,226.18004727230115,7.7731457,,,,16,64,[M-H2O+H]+,,2,714;726,243.18331,669803.25,792616.8,918997.6,1401735.2,1063464.0,1092236.0,
669,226.18006065485653,7.6968436,,,,23,,,,,,,711229.8,770925.6,1020892.4,1291969.1,997280.8,955762.1,
272,226.1800618098513,4.3746734,,,,18,31,[M-H2O+H]+,,1,274,243.18332,170621.11,186580.23,197493.38,375809.03,411377.8,405904.12,
1029,226.95133928631742,10.2180195,,,,55,,,,,,,4111145.0,3952238.2,4070245.2,1598590.1,1608475.0,1609556.4,
980,226.95134871597534,9.928745,,,,,,,,,,,3331156.8,3198498.0,5918081.0,4006232.8,2429879.0,3017434.2,
594,226.9513779410081,7.3774195,,,,2,,,,,,,330491.4,383872.0,300858.22,0,3512.7463,20858.115,
670,228.19573657807732,7.6968436,,,,23,61,[M+H]+,,2,670;665,227.18841,326640.72,341885.5,454312.3,631046.6,459687.2,458726.47,
715,228.19574076609078,7.7731457,,,,16,63,[M+H]+,,2,718;715,227.18842,866108.1,1059663.1,1187320.1,1823418.2,1405884.8,1446229.9,
301,228.19578478161574,4.8204374,,,,39,34,[M+H]+,,2,302;301,227.18846,280987.28,417873.06,375877.94,1201394.2,964275.9,996496.75,
514,228.23216942003262,6.651443,,,,31,,,,,,,1084776.1,1079147.6,1090613.1,546589.3,603068.5,654673.7,
288,229.98117060961727,4.686664,,,,24,,,,,,,8279314.5,8181102.5,8030920.0,8931715.0,9019499.0,9569037.0,
286,230.98439484368023,4.6857715,,,,24,,,,,,,687448.1,673436.9,648466.8,741896.6,748845.56,778580.5,
216,231.11273918413852,2.7311227,,,,40,20,[M+NH4]+,,2,216;215,213.0789,1.0989282E7,1.5640242E7,1.2102498E7,9405845.0,1.2783521E7,1.0946898E7,
212,231.11276250692944,2.6072857,,,,84,19,[M+NH4]+,,2,212;210,213.07893,2.0831598E7,2.8512012E7,2.1799908E7,1.7236884E7,2.3301898E7,1.9830074E7,
289,231.97898571118506,4.686664,,,,24,,,,,,,8120750.5,8046694.5,7866489.5,8736054.0,8836086.0,9378722.0,
208,232.1159150682785,2.6055171,,,,84,,,,,,,3000895.5,4105695.8,3142831.2,2470982.0,3351014.2,2868018.8,
287,232.98221546470987,4.686652,,,,24,,,,,,,670648.5,673756.44,655927.06,724885.94,745754.56,769220.06,
249,233.07242757818304,3.5592318,,,,,,,,,,,45660.926,147360.75,98887.7,164706.34,128991.04,65244.92,
271,233.0725072224768,4.3656144,,,,,,,,,,,231804.45,479347.22,320252.12,179374.36,119478.85,108442.23,
146,235.06071804193587,0.67498,,,,,,,,,,,100398.12,335454.38,247451.47,689263.1,919550.2,910605.56,
433,235.07115111891198,6.1019645,,,,61,,,,,,,679483.25,455070.5,440850.03,425457.6,626381.6,1128828.8,
281,236.08038274397043,4.546945,,,,54,,,,,,,1832987.5,2958121.8,2166959.2,2152736.8,2673985.5,2883403.8,
728,236.16195350016582,7.7731457,,,,16,,,,,,,408551.0,482752.6,561138.0,144065.22,169213.2,211707.1,
275,236.1619560974539,4.447156,,,,,,,,,,,151623.72,177733.6,163352.25,232663.86,212008.94,234937.36,
588,237.2211873527838,7.375574,,,,2,,,,,,,1543688.4,1809911.2,1380832.0,520928.78,423014.66,807927.0,
528,237.22123096936443,6.9757314,,,,72,,,,,,,180623.05,225377.53,147447.89,57679.613,61117.523,98170.52,
245,239.08881507015292,3.3512163,,,,82,25,[M+Na]+,,2,245;244,216.09968,671162.4,1082356.8,594833.6,587872.4,701691.44,764766.7,
246,241.03871355266725,3.5200684,,,,97,26,[M+Na]+,,2,247;246,218.04957,399893.84,447873.94,362552.0,447485.34,446866.94,511105.56,
442,241.0387716753363,6.108072,,,,61,50,[M+Na]+,,2,439;442,218.04961,176959.89,105488.02,91407.18,111077.625,171117.88,306341.34,
22,241.9993732122035,0.3169951,,,,,,,,,,,213251.31,248737.67,235528.56,86824.61,86370.52,97456.52,
280,244.0665498841707,4.54783,,,,,,,,,,,182002.38,306117.22,218457.75,344575.2,433544.28,442131.53,
423,244.07650457879274,6.100033,,,,61,,,,,,,888309.44,562147.5,534815.4,638327.9,893032.25,1644902.9,
717,244.1906026618592,7.7731457,,,,16,64,[M+H]+,,2,717;726,243.18331,525416.5,623906.8,707942.1,1099542.2,837026.6,870973.4,
273,244.19061336233116,4.376486,,,,18,31,[M+H]+,,1,274,243.18332,63701.723,74144.56,83366.7,183674.73,199640.39,194360.11,
260,245.08569047700624,3.849761,,,,45,,,,,,,424705.7,846159.9,518819.56,482347.84,600742.1,739341.2,
295,247.08815348109593,4.7053657,,,,,,,,,,,348629.6,440457.3,366489.66,159980.86,150973.3,249996.56,
665,250.17758686433172,7.6950393,,,,23,61,[M+Na]+,,2,670;665,227.18841,211786.95,231457.92,293236.22,156209.7,167845.28,167015.56,
718,250.17760212398085,7.7731457,,,,16,63,[M+Na]+,,2,718;715,227.18842,1348927.2,1583456.5,1762905.4,513069.03,606839.4,763713.94,
302,250.17763353025683,4.8213477,,,,39,34,[M+Na]+,,2,302;301,227.18846,780248.9,1038158.0,948250.1,2774089.5,2234981.8,2291334.8,
248,255.0543166812744,3.558322,,,,,,,,,,,56798.332,163293.23,103732.12,154302.61,133367.12,72371.65,
270,255.05438111740605,4.362902,,,,,,,,,,,315403.9,628271.3,402634.62,209164.17,152413.67,135616.55,
592,255.23173528055574,7.376461,,,,2,,,,,,,2093525.5,2472369.5,1925438.9,753668.56,643889.3,1176335.4,
530,255.23177269701077,6.9784217,,,,72,,,,,,,214974.16,279241.1,183591.58,83884.03,94835.04,163502.66,
478,255.24295480267256,6.3033333,,,,91,,,,,,,823644.0,811249.25,693861.1,250582.97,265997.3,390264.12,
438,255.58443397584884,6.1036916,,,,61,,,,,,,1037953.25,694750.44,653982.44,710416.2,1032231.5,1810554.1,
560,256.263373337549,7.287103,,,,,,,,,,,423308.3,433927.25,420112.5,850504.0,970369.3,1112212.8,
329,256.2997775362124,5.4945283,,,,,,,,,,,2473766.8,2419764.2,2473680.8,1.028833E7,9845626.0,9866076.0,
221,257.09932433763896,2.7952974,,,,14,21,[M+Na]+,,2,221;222,234.11019,1022689.6,2232620.2,1258433.4,1340437.5,1684738.8,2094274.1,
39,258.11002793110714,0.3516046,,,,32,1,[M+H]+,,2,39;46,257.10267,8.140891E7,8.4594344E7,7.373144E7,2.3951296E7,2.439256E7,3.0093122E7,
202,261.14425870634426,2.4234982,,,,,,,,,,,417489.34,571921.5,347879.97,293257.1,286627.8,346208.47,
323,264.09202305309776,5.4319973,,,,64,,,,,,,408256.44,464052.66,436118.47,531377.0,452578.7,439732.03,
776,265.2524277040483,7.874082,,,,62,66,[M-H2O+H]+,,2,776;795,282.25562,939608.4,913100.56,876797.2,397564.12,428217.47,555449.8,
625,265.2524507987794,7.512217,,,,44,,,,,,,285393.06,300482.34,237121.62,122524.61,132971.2,200976.58,
522,265.25249399934,6.829556,,,,90,,,,,,,56960.74,47265.625,46217.914,51924.082,77466.06,93731.16,
274,266.17249225536386,4.3755803,,,,18,31,[M+Na]+,,3,273;274;272,243.18332,118264.06,136822.86,146818.17,283933.25,321071.94,297202.12,
726,266.1724996162696,7.7740254,,,,16,64,[M+Na]+,,3,717;714;726,243.18331,774820.8,920154.25,909715.4,233570.69,282940.16,353645.66,
379,266.63910356294434,5.8118653,,,,56,,,,,,,0,0,0,1054358.4,974538.5,1547382.6,
100,268.10373552805305,0.3920922,,,,32,,,,,,,779892.7,1104832.2,515676.06,336883.06,649409.94,629120.06,
165,268.1038510258449,0.9333747,,,,,,,,,,,3771350.0,7186888.0,3244684.5,794718.6,2428433.8,2813947.5,
294,269.0700309551358,4.7044587,,,,,,,,,,,399975.8,508238.9,399851.88,161603.11,158562.88,254938.28,
303,270.146258594244,4.8541694,,,,,,,,,,,308956.28,571242.9,430738.5,316856.9,236991.08,203814.67,
220,272.185341588398,2.7672584,,,,,,,,,,,390768.22,356902.2,532850.94,236048.2,243722.8,325531.72,
309,272.25820648910377,5.211947,,,,,,,,,,,316894.5,296277.22,300750.12,678997.6,657106.5,669033.9,
321,273.0973145122094,5.429371,,,,,,,,,,,215917.0,261514.58,249755.56,314927.6,255310.83,230298.95,
679,273.2574628288782,7.7057624,,,,23,,,,,,,529088.9,378592.6,453068.84,364679.22,492410.1,643196.06,
488,275.08299225512707,6.3730235,,,,48,,,,,,,1088166.6,1287770.6,1418492.2,2210602.8,1337162.2,949371.1,
55,277.1391812221949,0.36866617,,,,32,,,,,,,2360460.0,3021680.8,2290293.2,2663223.2,2536428.8,2576462.2,
612,278.21135011705746,7.429853,,,,,,,,,,,0,0,0,322123.78,352039.8,425267.94,
348,279.09907387861546,5.676527,,,,7,,,,,,,1.7454812E7,1.8171728E7,1.33102E7,777942.4,910694.2,1483810.1,
159,280.09168471395697,0.76495594,,,,,,,,,,,315760.28,541393.44,508246.78,21455.041,37330.73,164113.75,
125,280.09181252990487,0.48756874,,,,,,,,,,,306603.97,276664.22,518315.7,128165.36,92505.49,66077.56,
155,280.09181286563233,0.6929786,,,,,,,,,,,268116.44,620345.75,881784.9,51157.883,95917.44,133844.27,
46,280.0918156126065,0.3577663,,,,32,1,[M+Na]+,,2,39;46,257.10267,2642511.8,2557812.8,2337966.8,752575.1,801639.6,748642.75,
142,280.0918188959135,0.6513463,,,,,,,,,,,942809.7,426328.88,198303.61,238080.1,112491.734,140686.78,
687,282.2214401988847,7.7432714,,,,,,,,,,,1075788.2,1089868.0,1056773.8,842087.7,1163704.0,1031757.5,
346,282.2788537891699,5.645703,,,,70,40,[M-H2O+H]+,,2,343;346,299.28214,313363.94,202887.42,277250.75,484327.1,484529.03,492697.28,
614,282.27893297863136,7.4468856,,,,,,,,,,,552950.9,556057.0,502705.0,843186.56,855077.06,909613.3,
774,283.26293225146856,7.873195,,,,62,66,[M+H]+,,2,795;774,282.25562,1832192.6,1733238.4,1689901.6,803400.0,860602.9,1109644.4,
626,283.2629663920921,7.5130877,,,,44,,,,,,,562737.9,528036.6,422156.72,240266.67,249764.14,382329.62,
523,283.2629930224557,6.8295636,,,,90,,,,,,,233650.19,208507.36,161683.1,166766.6,208555.31,282994.9,
747,284.2945170197997,7.851526,,,,,,,,,,,274844.7,260868.34,264342.8,316754.1,400806.4,444293.34,
824,284.29455436729603,7.985145,,,,9,,,,,,,531644.06,479970.28,435055.0,293112.6,367118.03,386128.47,
383,284.2946308937757,5.8334117,,,,,,,,,,,1627199.5,1295309.4,1367646.2,2100882.2,1933257.8,2157210.8,
335,284.2946426346455,5.5483456,,,,53,39,[M-H2O+H]+,,2,337;335,301.29782,672389.56,463334.62,518337.78,1127654.9,1059149.0,1081607.8,
325,284.60529508715086,5.4311423,,,,64,,,,,,,480160.0,558883.4,535269.6,629905.94,538518.0,511880.88,
327,286.2738559982596,5.441042,,,,64,,,,,,,249969.58,214422.9,217436.72,424832.62,379178.78,448103.4,
340,288.25319923464514,5.6342697,,,,,,,,,,,178422.88,124257.91,66072.96,192439.28,459415.88,55078.58,
97,290.13435190168997,0.39283624,,,,32,,,,,,,1418404.2,1671782.0,1234906.5,1383178.0,1270060.5,1701555.8,
147,290.1344112612814,0.6759425,,,,49,,,,,,,2106138.2,3069285.2,2035495.6,1667281.8,1500223.4,2161161.0,
394,291.07785139429717,5.9479804,,,,12,,,,,,,442421.78,423673.97,417606.38,460882.88,452260.12,546039.1,
510,298.2738243450355,6.640611,,,,88,54,[M+H]+,,1,511,297.2665,125761.62,79833.47,115386.78,154261.11,198917.58,218348.12,
318,298.27384277003756,5.3695602,,,,,,,,,,,722599.5,652704.8,881948.2,1150910.9,1069671.4,1190730.1,
427,300.0458338664508,6.1001983,,,,,,,,,,,356994.3,239151.7,222278.9,209203.69,319185.94,584050.9,
264,300.11448569211046,3.9032252,,,,4,29,[M+H]+,,2,264;263,299.10717,551402.3,1037504.6,757769.7,747535.25,776506.6,619407.8,
1034,300.28936821952306,10.218964,,,,55,,,,,,,152808.86,131599.16,125491.734,13586.035,15717.727,10234.127,
316,300.289461089497,5.2983346,,,,,,,,,,,115740.125,127970.82,107954.38,179379.0,173326.31,142952.84,
537,300.2894940185491,7.0777717,,,,,,,,,,,550419.1,406221.53,360488.66,261953.05,297142.22,334044.84,
344,300.28957096364064,5.643934,,,,70,40,[M+H]+,,2,344;343,299.28214,6.6959492E7,4.6175132E7,5.8193252E7,9.2327544E7,8.526362E7,9.533523E7,
513,301.1407787207124,6.650533,,,,31,,,,,,,1797582.8,1792144.8,2150828.5,1045771.8,1665928.9,1491466.5,
345,301.2928093408558,5.643934,,,,70,,,,,,,1.3483624E7,9234012.0,1.1659405E7,1.8714586E7,1.7249508E7,1.9321092E7,
256,302.1301445620208,3.8028653,,,,28,27,[M+H]+,,2,257;256,301.12285,564643.0,1239223.1,880517.5,949909.4,915903.9,593178.7,
336,302.3051424849472,5.549217,,,,53,39,[M+H]+,,2,337;336,301.29782,1.8241482E7,1.2789598E7,1.4529426E7,2.9807348E7,2.7956448E7,2.8112936E7,
334,303.3084249915045,5.5483356,,,,53,,,,,,,3649845.2,2534438.0,2907843.2,6061168.5,5672200.5,5666636.5,
332,304.29952952206577,5.523462,,,,52,,,,,,,1341518.4,875957.8,428091.25,1797065.8,1176335.5,933122.3,
156,307.08282738863187,0.72289133,,,,,,,,,,,241414.14,160960.4,107539.82,795207.8,710803.7,1109294.2,
78,308.0906667119726,0.38861132,,,,32,9,[M+H]+,,2,78;76,307.08327,1.3636209E7,1.0765497E7,1.215028E7,1.3135065E7,1.1956126E7,1.5257595E7,
229,308.09072196504115,2.9967315,,,,,,,,,,,0,0,0,75521.14,86848.84,187778.1,
131,308.09075873158184,0.56069916,,,,11,14,[M+H]+,,2,131;135,307.08341,1.501543E7,1.1936312E7,1.2372564E7,1.190001E7,1.05923E7,1.415439E7,
341,310.23509055254675,5.634269,,,,,,,,,,,259674.28,190968.39,102810.75,280318.97,628485.6,83427.73,
817,310.3100635037483,7.933023,,,,,,,,,,,355106.4,384012.75,362640.94,1257311.2,652772.6,595495.1,
875,312.3256570992815,8.315418,,,,,,,,,,,158709.67,154776.4,170858.03,427336.5,260519.89,244784.81,
893,312.32571553141554,8.43434,,,,,,,,,,,532440.25,422238.8,405917.1,215178.02,224964.88,241176.7,
467,312.3258001881588,6.2485547,,,,,,,,,,,1903004.5,1427147.5,1576409.5,2262607.0,2073897.5,2238197.5,
400,312.3258530414957,5.979316,,,,74,46,[M-H2O+H]+,,2,401;400,329.3291,163481.19,98093.73,126651.625,330463.4,269787.44,323610.66,
498,313.1431410691166,6.557152,,,,,,,,,,,77306.58,64162.484,97335.02,373892.28,332382.6,353502.12,
490,313.2345992892018,6.3232427,,,,,,,,,,,464662.78,580506.9,503734.72,207336.25,220488.28,459601.66,
452,313.23463630059024,6.187809,,,,,,,,,,,1527855.0,1882715.2,2303655.8,1071708.6,1021263.94,1627167.4,
386,314.30506871240203,5.875891,,,,,,,,,,,1803921.4,1386687.6,1545433.5,2398126.8,1892603.1,2682324.0,
964,315.11985524908494,9.639371,,,,25,,,,,,,267574.78,266519.28,378370.12,813164.0,585875.2,674113.5,
619,315.23151763957094,7.4558225,,,,,,,,,,,339445.56,274847.28,316466.53,254932.48,340160.56,414837.44,
640,315.2315616482402,7.573076,,,,,,,,,,,325650.2,220431.12,296797.44,140601.0,280943.22,335611.88,
647,315.25264237115334,7.6007943,,,,68,60,[M+H]+,,1,648,314.24536,77694.18,71046.664,83819.336,635527.8,672517.3,854876.1,
371,316.3207009203963,5.77153,,,,92,,,,,,,392658.62,278384.3,319493.9,617104.2,527219.56,736350.8,
464,318.24008166548316,6.236938,,,,,,,,,,,1354015.1,1460805.9,1523105.0,417488.78,369958.62,340959.03,
299,318.2998993212778,4.8087015,,,,,,,,,,,105996.734,101911.586,93410.31,73963.53,83998.95,91288.91,
315,318.30004452542465,5.3036923,,,,63,37,[M+H]+,,2,317;315,317.29271,7259731.5,6024288.0,5934756.0,1.0056084E7,1.0162109E7,9906234.0,
137,319.14955274882504,0.584695,,,,11,,,,,,,679887.75,591006.0,673942.56,641533.94,721183.4,716524.0,
75,319.14955773241087,0.387761,,,,32,,,,,,,747273.75,644031.56,714258.25,1236884.5,1331891.0,1151696.1,
800,319.2240137199598,7.8750224,,,,,,,,,,,391900.28,401851.22,363589.78,9435.189,52752.51,111761.734,
353,320.1253272500585,5.676527,,,,7,,,,,,,2105751.2,2232581.0,1577232.4,68183.4,91644.164,138464.1,
307,320.18285086615265,5.0700946,,,,,,,,,,,246236.19,341404.1,252520.95,169992.02,217302.3,257478.5,
551,320.18533789415517,7.1742244,,,,,,,,,,,221040.67,264542.97,338022.12,644926.0,424548.16,234778.42,
511,320.25566969102647,6.641517,,,,88,54,[M+Na]+,,2,511;510,297.2665,75717.45,49624.03,61717.793,45287.91,83961.734,89236.74,
392,320.2557047699442,5.9128366,,,,41,,,,,,,372143.72,367497.3,366100.28,139281.88,147222.06,145667.45,
411,320.25593130982196,6.055736,,,,,,,,,,,679362.5,674156.8,656863.1,221875.92,224784.44,234361.45,
876,321.3149553899536,8.347677,,,,,,,,,,,205290.45,169656.77,133603.6,605268.7,496526.3,337898.06,
263,322.09635292839795,3.902316,,,,4,29,[M+Na]+,,2,264;263,299.10717,570616.56,1057596.9,788573.94,748992.75,735932.2,576693.3,
255,322.0963562141989,3.775738,,,,,,,,,,,69872.13,154266.84,113034.76,94788.19,126609.41,86018.18,
343,322.2711929893621,5.641304,,,,70,40,[M+Na]+,,3,344;346;343,299.28214,1197967.6,766472.25,1034628.7,1436838.1,1246814.9,1505597.1,
596,323.2189650176922,7.3738174,,,,2,56,[M+H]+,,1,599,322.21169,982169.56,1314412.9,863426.1,25845.258,66684.68,233006.7,
257,324.11204622401584,3.8055668,,,,28,27,[M+Na]+,,2,257;256,301.12285,1681654.9,3355229.0,2587120.5,2605222.0,2478841.0,1599572.1,
337,324.2868867900875,5.549227,,,,53,39,[M+Na]+,,3,337;336;335,301.29782,860823.9,617154.44,677138.4,1229111.5,1132448.2,1234510.8,
