"","FC","log2(FC)","raw.pval","-log10(p)"
"3399/253.1434mz/5.43min",20575,14.329,8.7601e-05,4.0575
"2699/225.1121mz/4.71min",7.4187,2.8912,0.00014874,3.8276
"3202/251.1277mz/5.28min",7.571,2.9205,0.00032619,3.4865
"3890/253.1434mz/5.99min",6.2178,2.6364,0.00045396,3.343
"2688/243.159mz/4.69min",8.2499,3.0444,0.00068827,3.1622
"3401/254.1467mz/5.43min",6.8807,2.7825,0.00071435,3.1461
"2587/243.1591mz/4.51min",24.951,4.641,0.00098211,3.0078
"3446/295.1539mz/5.47min",6.9739,2.802,0.0012375,2.9075
"3477/498.2121mz/5.5min",95.485,6.5772,0.001456,2.8368
"3445/277.1434mz/5.47min",7.4894,2.9049,0.0024208,2.616
"3396/255.1493mz/5.43min",7.8864,2.9794,0.0024728,2.6068
"4084/330.3366mz/6.23min",0.48019,-1.0583,0.0024814,2.6053
"3398/235.1328mz/5.43min",7.8494,2.9726,0.0030489,2.5159
"3600/582.3859mz/5.63min",4.6936,2.2307,0.0041423,2.3828
"3476/481.1855mz/5.5min",8.6769,3.1172,0.0048802,2.3116
"2406/283.1175mz/4.23min",0.069039,-3.8565,0.0050696,2.295
"1516/253.0706mz/3.29min",0.1335,-2.9051,0.0056369,2.249
"1517/235.06mz/3.29min",0.13712,-2.8665,0.0056677,2.2466
"4813/445.3311mz/7.39min",5.6668,2.5025,0.0080064,2.0966
"3971/281.1747mz/6.08min",10.604,3.4065,0.0086958,2.0607
"2404/221.1171mz/4.23min",0.070257,-3.8312,0.009042,2.0437
"3553/323.1464mz/5.58min",0.39406,-1.3435,0.009243,2.0342
"4966/744.553mz/7.61min",0.16266,-2.62,0.012577,1.9004
"3264/277.2161mz/5.33min",0.42134,-1.2469,0.013476,1.8704
"3400/540.3176mz/5.43min",2.3511,1.2333,0.013667,1.8643
"3259/457.2211mz/5.36min",11.48,3.521,0.01637,1.7859
"3622/279.2318mz/5.65min",0.46339,-1.1097,0.017192,1.7647
"2405/265.107mz/4.23min",0.063264,-3.9825,0.01886,1.7245
"5727/146.9803mz/8.68min",2.0507,1.0362,0.01911,1.7187
"5726/144.9822mz/8.68min",2.0579,1.0412,0.020073,1.6974
"1606/276.1448mz/3.35min",6.8121,2.7681,0.020821,1.6815
"3265/295.2267mz/5.34min",0.42854,-1.2225,0.023197,1.6346
"5971/760.484mz/10.28min",10.642,3.4117,0.023204,1.6344
"5127/373.3099mz/7.84min",3.3555,1.7465,0.023689,1.6255
"4958/716.5216mz/7.61min",0.30165,-1.7291,0.025711,1.5899
"6006/756.5533mz/10.36min",11.166,3.4811,0.025878,1.5871
"1177/377.1454mz/2.87min",0.22918,-2.1254,0.026066,1.5839
"5606/714.5063mz/8.27min",22.906,4.5176,0.027427,1.5618
"6031/770.5687mz/10.34min",7.0121,2.8099,0.032883,1.483
"4051/686.4159mz/6.19min",2.0929,1.0655,0.037025,1.4315
"932/307.1265mz/2.61min",0.40022,-1.3211,0.037413,1.427
"6045/757.557mz/10.37min",7.2585,2.8597,0.039191,1.4068
"1141/165.0546mz/2.78min",0.29269,-1.7726,0.040496,1.3926
"4661/461.3261mz/7.15min",2.7471,1.4579,0.041171,1.3854
"673/276.1076mz/2.33min",0.41241,-1.2779,0.043112,1.3654
"1508/441.2212mz/3.34min",2.047,1.0335,0.044551,1.3511
"1336/286.1285mz/3.07min",0.48683,-1.0385,0.046385,1.3336
"3369/764.5248mz/5.42min",2.6512,1.4067,0.049204,1.308
