"MetaboAnalyst_ID","X2024_POS_Anid.EV.SA.OA_CTRL_1_Run173.mzML","X2024_POS_Anid.EV.SA.OA_CTRL_2_Run217.mzML","X2024_POS_Anid.EV.SA.OA_CTRL_3_Run244.mzML","X2024_POS_Anid.SA.OA_1_Run170.mzML","X2024_POS_Anid.SA.OA_2_Run191.mzML","X2024_POS_Anid.SA.OA_3_Run235.mzML","shared_name"
"534/423.1971mz/2.02min",2.37511314224352,2.44618352875772,1.86867836463681,2.45603910053309,1.52370032473023,1.92669548569997,"534"
"538/182.0786mz/2.03min",2.80532570030554,2.80071406415043,3.04569891521699,2.74432105779854,2.709291946111,2.75115359749836,"538"
"539/100.0756mz/2.03min",2.77140741523768,2.77879760907405,2.97104740863566,2.70574679082935,2.63280206438802,2.76074821592346,"539"
"540/160.0968mz/2.03min",2.69642396238247,2.73792920624846,2.96881081490872,2.61431601443143,2.59385247087152,2.72583963235553,"540"
"543/261.1444mz/2.04min",3.07808910215294,2.76932305272303,2.10878723812397,2.70161479772849,2.36900525940868,2.44025470570448,"543"
"547/328.139mz/2.05min",1.81386390784908,1.76484355449474,2.31789856503184,2.14280642850274,1.80298868520717,2.0947772549463,"547"
"550/285.1444mz/2.06min",2.62292684536202,2.43155232561454,2.26497817974088,2.421169191773,1.98016134176671,2.35763727582897,"550"
"551/427.1279mz/2.07min",1.65790866855654,1.59775933033122,2.32679211587513,1.57522420558745,1.56478193044276,1.67462983829666,"551"
"552/113.0596mz/2.08min",2.56495269908639,2.4151498370936,2.41203548978164,2.42718913077408,2.1835189278986,2.41247799458609,"552"
"553/248.0528mz/2.08min",2.3271796471908,2.4264009831728,2.01441431703811,1.99937366960816,2.200858687645,2.31991784884481,"553"
"554/243.1338mz/2.09min",2.38186845851511,1.94909389967661,1.10328047823252,2.49107111958885,1.89653849225069,2.33421695554036,"554"
"555/226.071mz/2.08min",2.73787349458841,2.91735364202794,2.53828031196017,2.56034094524349,2.58496833939,2.73053825142427,"555"
"556/215.139mz/2.08min",2.39525991216416,2.30043217064914,2.26036482709768,2.37995799093336,2.16326611167932,2.26979478652978,"556"
"557/456.2338mz/2.08min",2.76677669232096,3.25413507408289,2.61534810134609,2.9585511472077,2.5617434800545,2.55952067347824,"557"
"558/203.1389mz/2.08min",2.40945740977126,2.20988695396204,2.28835040826664,2.25654919175572,2.13731062654482,2.24224312056563,"558"
"561/241.1182mz/2.1min",2.5787918565904,1.81884102228728,1.98551308831424,2.13090278401599,1.52029531327613,1.83155454871351,"561"
"562/233.1131mz/2.1min",2.20885218357454,2.20813302612383,1.72959809413187,1.87335919334328,1.48462247637885,1.84891026539773,"562"
"563/222.0794mz/2.1min",2.41905592672894,2.42983832476414,2.25399528539782,2.38457883344019,2.2775117974244,2.36132885950812,"563"
"564/244.0613mz/2.1min",2.25901942819975,2.19265676244284,2.09263195489093,2.20592125353051,2.15589794118719,2.21082191994763,"564"
"565/255.0952mz/2.1min",2.31221529388457,2.2290199049659,1.78139900673251,2.01704107820934,1.59392713483596,1.7849276953509,"565"
"572/244.1907mz/2.12min",2.23460707993019,2.04549291512741,2.00450748615854,1.96325220638616,1.89114287950962,2.12308736809481,"572"
"573/204.123mz/2.13min",1.66904076982379,1.81124369532409,1.59435070931632,1.72702120895321,1.4523831757649,1.58351223161043,"573"
"576/229.1546mz/2.13min",1.70131683852873,1.59251641174092,1.597401450305,1.4885767494151,1.55645582945123,1.60013953324165,"576"
"577/146.1175mz/2.14min",1.93049237531882,1.84597353365615,2.12280954254813,1.95800851303065,1.67669022820445,1.82411895500302,"577"
"578/323.1386mz/2.14min",1.73359420610676,1.90165189600393,2.3914618269572,1.64176807127174,1.74787764647407,1.77606596027558,"578"
"579/169.0496mz/2.14min",2.70657545197226,2.31271798075238,1.9595161450404,2.25787182808367,1.98004218760505,2.36641932361894,"579"
"581/186.1124mz/2.16min",1.64809618262211,1.77707375880634,1.76390159183615,1.98700256072333,1.66323332708843,1.80973950659712,"581"
"584/324.1917mz/2.16min",3.01047574779683,2.90335828098326,2.84148302877268,2.84142893677752,2.86882214638224,2.98520621289318,"584"
"585/227.1026mz/2.14min",2.06802646317645,2.16018949012471,2.06384052258587,1.96441945052857,1.95498355434474,1.86123472109613,"585"
"586/325.1953mz/2.16min",2.2312315886832,2.13100097266276,2.05827376735552,2.07154125665715,2.09505260316322,2.20598664139387,"586"
"592/221.1212mz/2.18min",1.88063910098602,1.78257447003258,1.90381060888244,1.84037321375514,1.66875772886608,1.75571477092703,"592"
"593/220.1179mz/2.18min",2.92197746454047,2.8283983361291,2.93918888551653,2.88253419224773,2.71856029412836,2.80886242536203,"593"
"594/242.0998mz/2.18min",2.44982146741155,2.2793911483102,2.56617635627652,2.5159099936479,2.35323050031354,2.362548673591,"594"
"596/283.1286mz/2.18min",1.91658518555881,1.68742990075992,1.64184722579997,1.69234391552222,1.93485444914569,2.0389510667633,"596"
"599/232.1543mz/2.2min",3.56692940291721,3.58596081995494,3.52590031247122,3.60400712129107,3.25496939592154,3.46943834697737,"599"
"600/233.1576mz/2.2min",2.64079990462002,2.66490738242972,2.60249770886199,2.68214856431785,2.32882250014701,2.54391377701259,"600"
"604/206.0811mz/2.23min",1.95320853595873,1.25813826732787,2.75229516066554,1.06112226024726,2.32555898180581,1.68611365049811,"604"
"609/181.0497mz/2.21min",1.81003255473108,1.45459230701113,1.95480364939106,1.85248533678337,1.51332090046464,1.60803569929163,"609"
"612/285.1444mz/2.22min",2.87416068373589,2.78680980334919,2.59859848868112,2.71653154083906,2.29477130445156,2.65525149305468,"612"
"613/307.9777mz/2.22min",1.81546468720904,1.81685208210843,1.67638443866804,1.88556123980144,1.7633421307233,1.84548746404609,"613"
"614/286.148mz/2.22min",2.00004283727649,1.90718799756955,1.73103707510846,1.82432504322705,1.37595395685301,1.77547427568921,"614"
"616/426.2229mz/2.22min",2.27445245047187,2.67141575960961,-0.142973203179425,1.9501180270112,-0.253572226439866,1.33647618075163,"616"
"617/352.1864mz/2.23min",2.16157233000189,1.94364862035299,1.15607605961557,1.90273599904833,0.314298692179181,1.60953059764377,"617"
