row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp4_2_Run109.mzML Peak area,NEG_TJGIp4_3_Run189.mzML Peak area,NEG_TJGIp4_1_Run44.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
802,311.2227083097849,6.232716,,,,11,,,,,,,432571.97,365308.88,639603.44,561984.94,607340.56,741911.56,
1157,311.2227412739724,7.2366605,,,,,,,,,,,456008.25,572605.9,226979.9,454805.66,638810.25,458246.44,
455,311.22279511001716,5.2186217,,,,65,,,,,,,876279.75,894011.5,1009528.06,1328660.4,1354807.2,1320918.9,
531,311.2227990395276,5.450174,,,,49,,,,,,,347520.78,345870.47,385009.53,451765.0,480732.6,743328.3,
397,311.2228064614679,5.0027556,,,,37,,,,,,,373542.8,378721.16,393708.66,391119.44,518859.2,457715.97,
562,311.22281173571474,5.56412,,,,42,,,,,,,488448.47,511841.78,670330.06,575047.9,671169.2,665424.8,
159,313.18807663182946,3.4655514,,,,85,,,,,,,242618.72,263479.88,157865.77,496480.34,607169.6,485710.5,
1080,313.2383619307164,7.0377355,,,,134,,,,,,,63008.027,64254.938,49484.566,57083.3,64979.094,46426.39,
1382,313.2383816064502,7.6765265,,,,38,,,,,,,678645.4,667139.44,652415.75,660320.7,750207.8,984435.75,
831,313.2383850685681,6.319383,,,,,,,,,,,178003.48,178592.77,205283.28,131729.88,148423.27,148328.11,
1127,313.23843354178695,7.1673355,,,,,,,,,,,187885.77,198685.81,244921.77,174319.7,190146.62,76190.94,
476,313.23845287833586,5.278534,,,,,,,,,,,274322.06,296445.06,326868.16,185378.38,245221.14,259001.92,
895,313.2384770041818,6.51605,,,,,,,,,,,142483.03,101435.86,173428.06,116987.984,133894.67,207592.9,
1332,313.27474852723486,7.59597,,,,,,,,,,,846395.06,789512.0,773468.1,590063.06,590945.8,646777.4,
1787,313.2747530676417,8.274738,,,,113,,,,,,,198536.38,186904.89,121315.76,133454.6,212361.56,141343.19,
1558,313.2747996795534,7.867537,,,,,,,,,,,184514.52,176064.56,125229.11,209813.53,211179.03,139204.64,
150,314.1034887692849,3.3739243,,,,,,,,,,,46939.305,48118.285,59478.43,55715.266,58925.77,63866.51,
255,314.1034987232231,4.333237,,,,27,,,,,,,310151.84,302810.25,208078.05,365100.84,403876.97,390010.94,
671,315.2538538514436,5.882803,,,,95,,,,,,,1984673.6,1978375.0,2281082.5,1513304.1,1607978.8,1385309.5,
1070,315.2538570612453,6.998036,,,,89,,,,,,,311686.34,374986.03,326127.88,920582.25,1044232.1,563163.06,
827,315.25388159096246,6.3060913,,,,,,,,,,,77166.88,77906.016,91493.25,50012.867,49962.348,51849.8,
1027,315.25389218068796,6.9008794,,,,1,,,,,,,175513.14,191105.25,158183.77,137097.94,146870.67,129698.83,
630,315.2538955546801,5.7811866,,,,122,,,,,,,602501.56,634408.06,835684.56,465385.97,525867.44,554574.9,
979,315.25393242482755,6.760708,,,,56,,,,,,,63128.535,69464.13,66401.56,46924.977,42138.04,40358.105,
1485,321.21028677489375,7.677699,,,,51,,,,,,,1162800.4,0,764421.2,529585.3,20525.994,11090.45,
927,321.21994487725107,6.5933304,,,,,,,,,,,882089.25,943187.2,848155.06,976135.3,1136333.8,915206.25,
46,323.07877973363827,0.45071152,,,,,,,,,,,80575.64,47419.203,129271.64,584398.4,176387.02,559322.5,
982,323.2226858179351,6.7652245,,,,56,,,,,,,160713.61,203698.69,139198.66,242073.62,264589.84,173955.36,
782,323.22269671121904,6.167724,,,,41,,,,,,,3029561.2,3330551.0,2929641.5,4658567.0,4952922.0,3676172.2,
1483,323.259050704254,7.697005,,,,38,,,,,,,1000948.7,1004103.3,897975.75,669922.3,816925.56,1232152.9,
1323,323.259079518358,7.542412,,,,,,,,,,,109224.664,88341.63,115353.73,74356.98,73174.76,97751.3,
914,323.2591584143692,6.5564938,,,,,,,,,,,44116.38,41098.61,47206.984,54331.883,63844.707,52021.566,
2031,325.18419428168517,10.533026,,,,,,,,,,,3671.379,70539.97,330351.44,0,168103.88,447052.88,
1029,325.1842054779367,6.838618,,,,,,,,,,,847785.2,62379.227,710636.4,2244451.8,217395.22,2310354.8,
1672,325.18421216441385,8.133448,,,,32,,,,,,,1186958.6,435256.8,748130.9,683232.2,674362.2,684430.8,
988,325.18421412745204,6.7720437,,,,,,,,,,,2127487.8,370437.75,1900785.0,1385651.2,634939.7,278874.8,
941,325.1842553545178,6.6897216,,,,,,,,,,,699771.3,1875626.0,251208.0,423318.72,2512262.0,177039.17,
1276,325.23831664302696,7.4457626,,,,36,,,,,,,337736.84,454007.25,291740.2,299009.84,564168.4,574076.25,
281,326.15853412646095,4.549453,,,,,,,,,,,331609.16,365120.22,266707.78,300087.1,318344.03,316543.62,
1563,327.2903669803914,7.881119,,,,,,,,,,,284379.16,260331.62,220817.88,159805.1,239428.88,227042.6,
1110,327.2903731225421,7.140267,,,,149,,,,,,,3933506.0,3614375.0,3397616.5,3696227.8,3564071.5,3277715.5,
1475,327.2903793653652,7.692171,,,,38,,,,,,,4849596.5,4862429.0,4542571.5,3281173.5,3875795.0,5861007.5,
1642,327.2903947649559,8.086968,,,,13,,,,,,,1414222.4,1303395.5,1354989.2,1833464.0,1649682.9,1566874.9,
505,329.17578278916403,5.3556232,,,,,,,,,,,209764.56,200475.27,265986.84,357382.78,383724.44,255634.27,
697,333.1353326381192,5.8990693,,,,,,,,,,,558851.2,40199.18,649129.5,239414.52,53852.59,1219086.0,
1310,337.2054495077146,7.452368,,,,,,,,,,,0,0,1108719.6,1532574.5,0,2145063.5,
1119,337.2054505171407,7.1917586,,,,,,,,,,,327322.47,1457895.5,0,0,681110.06,0,
1207,337.20549365261445,7.401127,,,,,,,,,,,2049201.6,0,2173514.5,1221661.4,0,3156.0908,
1170,339.19978162141217,7.294956,,,,,,,,,,,485310.66,143907.52,725934.2,1222860.0,228616.73,606513.5,
1282,339.199960960767,7.43738,,,,,,,,,,,385033.9,27545.988,546751.3,612715.6,77633.23,2440605.8,
1212,339.25389406669007,7.4239163,,,,,,,,,,,5224052.5,3881695.5,5817501.0,4870202.0,3955162.5,5308040.0,
1242,340.257254685155,7.424124,,,,,,,,,,,1112645.9,756602.8,1233561.4,1047553.7,718983.1,1071565.6,
1788,341.2695430356637,8.275588,,,,113,,,,,,,726269.56,709974.06,442533.2,517064.22,780527.7,492110.53,
1013,341.26954525478055,6.8624115,,,,9,,,,,,,269235.03,268145.44,253523.62,205369.28,232623.81,215142.45,
1167,341.26957991333103,7.30847,,,,,,,,,,,235461.95,199195.03,149072.47,148269.22,155592.69,159332.16,
1792,341.30584517192585,8.286714,,,,,,,,,,,138826.03,122784.66,144090.95,150695.92,131600.94,111513.44,
1226,341.305881979512,7.403431,,,,,,,,,,,623066.1,549283.3,486913.78,580031.3,587356.75,520335.8,
301,343.2236454307656,4.6685367,,,,2,,,,,,,181175.55,184202.73,159231.86,214813.52,264852.5,336314.12,
327,343.22368104689764,4.768488,,,,,,,,,,,385006.75,397945.25,299212.5,506390.84,635863.06,726595.06,
1238,343.285158651633,7.426678,,,,36,,,,,,,3609056.2,3160437.5,2826308.0,3409446.5,2869880.0,3851963.2,
766,343.2853403687932,6.120486,,,,31,,,,,,,169838.81,160442.06,164416.95,110913.3,123796.09,150655.94,
528,347.2227060959444,5.4344096,,,,24,,,,,,,324912.47,322802.34,330418.75,457268.66,508155.0,373186.78,
960,347.2227742157855,6.6883435,,,,106,,,,,,,53829.05,57072.71,30374.969,76266.25,93158.87,74178.516,
206,347.22293302460963,3.9354277,,,,,,,,,,,0,18327.578,0,40164.86,56692.133,41210.28,
1579,349.25118200489385,7.949358,,,,,,,,,,,319249.47,855876.7,0,379395.8,676636.25,0,
1557,349.25118355505697,7.859008,,,,,,,,,,,0,1849439.6,0,0,1629208.4,0,
1640,349.2513151997657,8.073404,,,,,,,,,,,694090.75,93270.08,6685.9146,579122.4,110216.07,0,
126,351.0597442980045,3.053321,,,,,,,,,,,151420.2,156638.9,98579.72,249345.89,286337.16,98330.305,
417,351.18469251717926,5.0622716,,,,,,,,,,,260246.95,238557.2,291919.7,308353.28,395903.75,325492.47,
1391,351.18636443299437,7.6780834,,,,38,,,,,,,4095987.5,3952658.5,3186701.0,3668957.2,4104155.5,4198514.0,
767,351.21775551882223,6.123059,,,,,,,,,,,200676.66,220109.98,175351.36,304153.5,302467.56,240859.67,
799,351.21867303402104,6.2263756,,,,,,,,,,,55333.95,1217150.1,18993.588,108288.97,1035462.06,212828.78,
844,351.22020454161515,6.376458,,,,,,,,,,,1047635.1,2335452.5,0,401331.44,2105672.8,3245.9932,
1527,351.22053069396554,7.724035,,,,,,,,,,,420305.56,0,225634.64,68959.12,24327.744,11739.03,
1586,351.22098106189446,7.948782,,,,,,,,,,,0,0,0,48988.656,0,386064.84,
954,351.2210038199805,6.5949783,,,,,,,,,,,270879.66,0,572251.3,596591.3,0,3033883.2,
900,351.221012224101,6.5230546,,,,,,,,,,,2783594.2,11286.846,3141291.2,2167409.5,186869.81,854604.56,
1047,351.25401336761666,6.950892,,,,,,,,,,,828285.94,822002.5,467914.22,637258.2,653510.44,953427.7,
910,353.2002684684948,6.5933223,,,,,,,,,,,1159721.5,2604140.8,0,367851.38,1931042.5,0,
971,353.20030068657053,6.7410994,,,,,,,,,,,3021032.2,0,3142192.8,2014054.5,0,874264.25,
1015,353.2005053553113,6.8666363,,,,,,,,,,,0,0,0,0,0,3299520.8,
1417,354.1867540520628,7.678879,,,,,,,,,,,464736.38,459670.62,361952.34,421768.94,476638.66,481254.03,
312,355.1550658230537,4.675041,,,,2,,,,,,,3537696.0,3516382.0,2875296.2,4382289.0,5157928.5,3622904.0,
1424,355.1582436921638,7.682731,,,,38,,,,,,,4324287.5,3889769.0,3788619.5,4647529.5,4764863.5,5252314.0,
976,355.2489338624545,6.810808,,,,,,,,,,,903472.9,824876.44,975902.5,930605.2,994245.9,1121068.1,
639,355.2489399473446,5.80998,,,,,,,,,,,360526.9,415564.47,397471.56,497039.03,179071.38,474159.25,
605,355.2489848217263,5.737455,,,,,,,,,,,35424.016,262910.9,54031.055,67027.65,516776.56,74264.99,
1831,355.32166889219064,8.470052,,,,109,,,,,,,2011628.4,1908652.0,2058579.2,2018400.4,1567589.4,2191535.2,
2056,355.3216694243403,11.049911,,,,,,,,,,,322785.25,177191.95,398219.3,278000.4,676263.06,105051.31,
2045,355.3216810924528,10.866134,,,,,,,,,,,1964536.2,1563632.2,1533549.2,1284860.8,278023.16,1037864.94,
2036,355.32167796787553,10.652381,,,,,,,,,,,31077.656,166542.48,301291.94,199410.72,220703.86,95498.14,
1360,355.321700905429,7.6615753,,,,38,,,,,,,4.030202E7,3.8489956E7,3.2696612E7,3.7689836E7,4.052128E7,4.1213496E7,
2038,355.32171468931506,10.769475,,,,,,,,,,,127323.86,377632.47,132969.56,180759.1,24086.572,367816.53,
1464,356.1603628217219,7.6858363,,,,38,,,,,,,976847.4,898240.4,859354.75,1060128.9,1093270.9,1235004.5,
1033,356.28057980515723,6.914334,,,,114,,,,,,,2071278.4,2188892.2,1615703.9,2494387.5,2788535.8,3223877.8,
1361,356.32501208784674,7.662379,,,,38,,,,,,,9731833.0,9172873.0,7828279.0,8989101.0,9690326.0,9838886.0,
334,357.2069206038223,4.782195,,,,21,,,,,,,349388.22,325918.56,463138.16,612651.25,633638.0,665892.2,
459,357.23949896724463,5.2441554,,,,72,,,,,,,102369.27,106948.43,84902.125,158343.36,210888.55,221424.67,
386,357.23957298298006,4.9555354,,,,,,,,,,,5513588.0,5634666.0,4946071.5,6162924.0,7432069.0,9673006.0,
675,357.2645337503064,5.892475,,,,,,,,,,,251943.22,336856.84,237665.1,317151.03,653181.94,187460.81,
506,357.2646938339204,5.3494887,,,,,,,,,,,158064.88,152177.89,145230.22,144889.64,144145.11,148587.02,
1358,357.3280102563518,7.657717,,,,38,,,,,,,1205447.2,618704.8,980869.5,1131031.5,1213044.5,1250437.2,
267,359.21890371442254,4.443357,,,,117,,,,,,,566141.2,570482.1,518292.62,654921.2,801267.7,1221400.4,
594,359.2802778898929,5.6941357,,,,50,,,,,,,204445.5,201573.31,215773.53,317776.22,341435.12,255509.75,
634,359.28031296061835,5.787908,,,,122,,,,,,,233372.08,193466.98,205502.06,239862.14,260535.36,268137.38,
537,359.2803805163191,5.471199,,,,49,,,,,,,675260.7,672905.3,660310.9,574216.94,604326.7,660026.5,
1109,362.2369559343168,7.1029606,,,,,,,,,,,0,0,0,96552.8,0,4042951.8,
1049,362.23695873719294,6.977009,,,,,,,,,,,3939444.0,0,4545691.5,2941300.0,0,684789.75,
892,362.2370806729779,6.5897307,,,,,,,,,,,349537.2,1290214.5,388858.22,255099.2,1047545.6,362346.53,
983,362.2370669645717,6.773411,,,,,,,,,,,1613770.4,3102579.2,0,520578.38,2775456.8,131990.62,
875,365.23307286868885,6.442495,,,,110,,,,,,,445248.72,493466.56,369286.72,607996.44,660753.25,491989.6,
1036,365.23602364676515,6.9438987,,,,,,,,,,,429849.53,54667.117,123446.516,152596.28,91371.95,0,
1124,365.2363979015264,7.136277,,,,,,,,,,,52453.285,39071.76,156868.77,120672.04,0,291957.44,
298,367.2153503836732,4.661716,,,,,,,,,,,823895.44,795211.3,857836.4,842436.0,884629.7,1017766.94,
1356,368.3167698205377,7.658488,,,,38,,,,,,,1140395.4,1162169.5,747641.1,1369148.1,1591256.0,1930586.5,
1209,369.30082645501983,7.3636174,,,,102,,,,,,,6685077.0,6153573.0,4863326.5,6258629.5,6664538.5,6097667.0,
964,369.3008579002292,6.703615,,,,75,,,,,,,152415.78,167943.47,143596.56,133789.31,151896.47,118667.914,
1560,369.33726059149336,7.878416,,,,,,,,,,,683214.2,663087.25,544741.94,702241.2,665818.8,600698.1,
1851,369.33733202341176,8.637928,,,,,,,,,,,1527195.8,1350297.0,2073142.5,2399148.8,1658721.0,2001962.2,
1092,371.316437356266,7.08342,,,,,,,,,,,379905.5,402407.2,272736.84,322905.6,374333.84,287343.44,
1026,371.3164961537996,6.8910503,,,,,,,,,,,394188.25,399383.8,322319.75,346694.53,382026.4,306280.56,
1639,371.3165243697396,8.041426,,,,,,,,,,,1164278.4,1058851.6,1096081.0,1602585.6,1451164.0,1922880.4,
972,371.31660185854713,6.731582,,,,,,,,,,,67871.97,63108.613,51468.867,56573.492,63081.734,48202.68,
309,373.1655974033367,4.675015,,,,2,,,,,,,1003044.94,1028848.75,851932.44,1249145.4,1438461.1,1083694.6,
261,373.16568331197965,4.359629,,,,126,,,,,,,46819.754,46425.074,51738.527,57641.438,70942.03,64161.312,
276,373.16575525062586,4.487968,,,,,,,,,,,102192.664,99058.445,90733.055,130881.16,163887.38,180388.38,
507,374.2447742948264,5.357406,,,,0,,,,,,,1.1120212E7,1.0674322E7,148140.42,166876.47,170835.55,515921.56,
268,375.2177564364481,4.4470444,,,,117,,,,,,,280534.3,468815.78,231181.47,708184.75,871830.25,775494.94,
1625,375.25738093429163,8.023251,,,,,,,,,,,496017.1,0,633959.75,255160.19,0,5842.537,
1693,375.25738633566,8.096683,,,,,,,,,,,0,0,254363.95,272616.6,0,869939.1,
366,375.2750981701226,4.8717794,,,,25,,,,,,,506835.44,486563.9,463590.47,721589.8,831235.75,622615.6,
23,377.08536458296663,0.37701312,,,,64,,,,,,,955617.44,963402.94,862400.6,1257434.2,1380093.2,1035742.8,
1263,379.1581037601582,7.4441724,,,,36,,,,,,,996268.2,852551.8,715475.2,994154.1,1108441.0,1467815.5,
965,380.28054407772765,6.7063274,,,,75,,,,,,,554269.25,593891.94,443353.84,703513.5,814859.1,999987.0,
832,380.2805466611896,6.3202624,,,,,,,,,,,145947.47,172855.38,102114.02,164289.45,199684.31,137720.3,
1523,381.1738189903081,7.7881684,,,,,,,,,,,322991.2,300206.53,203983.8,267867.94,288779.0,522685.34,
498,381.2281833397547,5.342541,,,,12,,,,,,,556245.56,479815.94,331751.5,531578.2,603127.9,983202.1,
1246,381.2315259280194,7.444342,,,,,,,,,,,609842.2,1902047.5,2789.2822,0,1461867.9,0,
1533,381.2315531034382,7.771038,,,,,,,,,,,2986.2861,0,0,131948.83,0,2167039.0,
946,381.2315867424233,6.596795,,,,,,,,,,,26784.871,0,99478.03,68164.38,0,276219.84,
1372,381.2316530514896,7.6876297,,,,,,,,,,,3152646.0,0,5360174.0,2374773.0,0,106722.15,
885,381.23165473083753,6.487465,,,,,,,,,,,220773.88,42257.484,302210.28,156050.31,26269.256,55528.28,
1834,381.3373416866998,8.495668,,,,,,,,,,,514818.88,328034.38,539609.4,537526.75,262929.44,567607.8,
1091,382.2961313332834,7.074826,,,,,,,,,,,166788.19,174931.27,104196.74,172754.97,210130.77,361548.88,
1678,383.1895416204032,8.133314,,,,32,,,,,,,868221.4,715785.4,963383.56,1302736.8,955555.1,2109502.2,
2040,383.3529434871266,10.852822,,,,,,,,,,,338814.84,102586.59,24915.973,290401.38,19264.535,23602.678,
2046,383.35298509074215,10.89338,,,,,,,,,,,25826.707,257020.16,298685.03,112822.08,16662.707,144299.72,
1643,383.35301934839316,8.089587,,,,13,,,,,,,2681579.2,2150923.2,2503978.2,3789391.5,3317481.5,3534455.2,
1906,383.3530685619989,9.259769,,,,,,,,,,,0,0,281927.16,223350.44,68800.414,45051.53,
1872,383.35316667436723,8.797085,,,,145,,,,,,,5438321.0,4935344.0,1.0863536E7,1.0825856E7,7410045.0,9847470.0,
1305,384.3118291892142,7.4583683,,,,19,,,,,,,1463637.2,1213468.5,940546.2,1713368.9,1719334.4,3051289.8,
432,385.25964974470776,5.125994,,,,120,,,,,,,314679.2,332089.8,247129.31,394723.25,460508.47,579357.1,
568,385.2709091332811,5.5976195,,,,15,,,,,,,2933370.8,2868171.0,2623442.8,3778969.5,4364790.0,5180401.5,
1783,385.33227696274326,8.247241,,,,,,,,,,,580506.5,579001.7,721286.3,1229833.0,1131102.6,675358.7,
48,387.11419837298916,0.46294442,,,,,,,,,,,777064.3,695674.1,760053.4,896413.9,910674.0,687292.8,
1368,387.16285025080475,7.6656456,,,,76,,,,,,,590712.4,575780.1,900893.6,609368.56,549124.06,1292562.2,
429,387.25012374728595,5.1093326,,,,146,,,,,,,555874.25,566247.1,556925.8,798430.25,942323.3,1343012.1,
1369,389.1599385500431,7.6656456,,,,76,,,,,,,554511.56,542741.5,863727.1,579347.9,530602.75,1205669.6,
373,389.1607408693554,4.907943,,,,78,,,,,,,49388.21,40269.258,45797.312,81038.36,97415.836,119567.16,
1365,391.2984334308537,7.664818,,,,76,,,,,,,795963.7,777246.3,1192212.8,802191.4,691110.06,1780381.0,
384,393.21615881536076,4.955566,,,,,,,,,,,48545.273,43402.754,136488.34,70058.1,77062.664,364275.75,
1235,393.26800855527927,7.4116297,,,,,,,,,,,1602188.0,230207.5,1639679.9,633107.0,221918.53,0,
1383,393.26811269924036,7.66523,,,,,,,,,,,313232.9,0,659625.9,313101.72,0,1893925.9,
1661,395.2470922511806,8.077796,,,,,,,,,,,25706.93,0,86745.52,230319.6,0,786507.25,
1865,395.35301193004665,8.72502,,,,35,,,,,,,6406969.5,5901065.0,8943584.0,8224734.0,5069910.0,8912637.0,
342,397.1289573555004,4.787289,,,,21,,,,,,,1211587.5,1202715.5,921141.9,1136894.9,1084366.2,801521.06,
405,397.201973300848,5.046169,,,,16,,,,,,,9520364.0,9668794.0,8659759.0,1.0522227E7,1.1614278E7,8754540.0,
1021,397.22625259766033,6.8932176,,,,,,,,,,,3179055.8,0,3116029.8,1733443.4,0,0,
963,397.2263383956506,6.746846,,,,,,,,,,,1180785.4,2580542.8,0,297916.4,2002455.8,0,
1051,397.2263492435256,6.9323807,,,,,,,,,,,0,0,1991567.2,1984665.0,0,2757624.8,
1409,397.33211815975096,7.6811843,,,,38,,,,,,,912229.4,861983.4,777216.9,750347.0,895757.9,1282605.1,
1545,397.3321515001124,7.8063064,,,,70,,,,,,,1809162.2,1737471.0,1082466.2,1673354.0,1912342.2,2024097.1,
1893,397.3686960154284,8.998321,,,,,,,,,,,1341934.4,1370351.4,2331055.8,3597591.8,2683975.2,1975120.9,
1255,399.18423488830075,7.443407,,,,36,,,,,,,268132.7,213605.31,173334.6,223184.19,236409.83,228716.73,
1341,399.18427473303564,7.627402,,,,,,,,,,,379383.78,384365.9,456487.38,1247946.5,1319527.4,680901.94,
1190,399.32660963174544,7.3284893,,,,53,,,,,,,1452882.2,1131038.2,677194.4,1766793.1,2005102.9,1874687.8,
1816,399.34780755286357,8.438419,,,,47,,,,,,,2.0035506E7,2.0623668E7,2.7454998E7,4.0230424E7,3.217022E7,3.0229494E7,
1868,399.34782243400906,8.735729,,,,,,,,,,,750728.4,698269.44,1977839.6,2511577.5,1252454.0,2079548.2,
1907,399.34783952706016,9.258177,,,,137,,,,,,,39420.848,74809.38,307149.8,363493.62,186298.25,170869.77,
1331,399.34794969114455,7.6032643,,,,,,,,,,,254171.62,228091.19,192000.8,207129.56,239448.19,73388.72,
1883,399.34796457155375,8.8744135,,,,,,,,,,,175499.78,181498.1,727432.3,764250.5,340972.44,500547.28,
1769,399.34806221143975,8.170502,,,,,,,,,,,120388.39,95426.516,248076.47,425936.78,264408.12,454837.94,
1407,399.3482973146859,7.681171,,,,38,,,,,,,282448.16,264429.6,267393.53,322145.53,369649.2,699592.56,
1887,400.3514212181685,8.88227,,,,,,,,,,,0,0,183843.3,194753.42,22571.703,67091.52,
412,401.1603624733957,5.0495744,,,,,,,,,,,361615.25,377284.0,346033.0,415832.12,465500.34,366812.66,
239,401.1605129546569,4.1450496,,,,,,,,,,,55717.348,62291.297,55947.99,52492.41,66253.01,57799.2,
273,401.16072308641134,4.4524484,,,,,,,,,,,56137.906,54370.12,43875.055,43164.473,53782.703,72626.34,
17,404.1042484241546,0.37231556,,,,64,,,,,,,2275919.0,2086474.1,1914019.8,2099367.0,2521299.2,1601217.0,
1115,409.2359280172527,7.115955,,,,,,,,,,,3432428.0,402191.78,79004.72,3710922.0,870514.25,39134.766,
1053,409.23595769718906,6.997625,,,,,,,,,,,188690.95,3374925.5,91873.53,171384.48,6560042.0,0,
1202,409.2359916019347,7.2901363,,,,,,,,,,,451767.84,57865.344,2175301.2,800817.94,256068.8,72478.625,
1295,409.23602021979536,7.3971176,,,,,,,,,,,58690.95,10804.631,894933.4,359707.94,198826.84,2469645.5,
1400,409.23625173174105,7.680366,,,,38,,,,,,,309689.56,115843.28,981833.94,360151.9,349038.06,2799859.0,
512,410.22162061783183,5.3632436,,,,,,,,,,,1116533.2,702433.56,0,0,0,44991.543,
318,411.1810608655541,4.7029843,,,,,,,,,,,117326.945,428730.25,93073.01,119619.93,124938.05,91687.69,
329,411.18107393786175,4.7811985,,,,21,,,,,,,601889.9,726469.1,523353.75,598382.25,642980.44,500586.2,
1804,411.34781139542093,8.353168,,,,,,,,,,,1733654.4,1667297.4,1607915.9,1978285.6,1602279.0,1746084.4,
1321,411.3478328883181,7.516573,,,,,,,,,,,140965.84,109419.625,100000.39,103312.99,100436.445,131921.81,
1628,411.34786450554856,8.005282,,,,,,,,,,,81747.195,58224.914,76137.69,135270.12,111821.75,187120.56,
1903,411.38426091247044,9.218469,,,,,,,,,,,1613039.5,1743049.9,2802091.2,3812110.8,2407045.0,1768160.9,
1054,412.24915606402874,6.9649863,,,,,,,,,,,61779.508,65704.02,29723.39,82933.48,100432.945,65499.06,
996,412.2492068977139,6.81539,,,,,,,,,,,234833.56,240974.14,170489.95,258573.52,323657.72,290047.28,
1296,412.2703040611567,7.3948836,,,,,,,,,,,62008.38,0,228394.0,373421.66,0,903123.8,
285,413.19691852455736,4.5539317,,,,,,,,,,,408933.97,421028.56,358612.4,453394.06,492137.28,353756.03,
314,413.1969363738486,4.6428757,,,,,,,,,,,145943.02,163880.11,128971.375,214289.88,231061.86,113037.49,
1847,413.36360328508255,8.610238,,,,,,,,,,,5703488.0,5837274.5,1.2504399E7,1.6963364E7,1.1603929E7,1.1530711E7,
1882,413.36365894399387,8.871129,,,,,,,,,,,7082.586,0,465375.06,424369.7,172096.36,306585.7,
382,415.2337534644965,4.9472632,,,,,,,,,,,1158882.5,1358404.5,692651.3,2911767.2,3353425.2,2664670.2,
1196,415.2851420818631,7.3351436,,,,53,,,,,,,361434.47,311807.5,197296.62,386628.25,425374.94,378937.72,
1515,415.28529040473086,7.7693,,,,,,,,,,,172455.12,248821.08,89969.95,174182.2,235443.22,249225.89,
987,416.3016688777829,6.7966905,,,,,,,,,,,178645.4,258966.94,109947.33,393229.56,510876.12,319531.1,
311,417.155383313611,4.675903,,,,2,,,,,,,549908.4,542721.8,540998.0,739289.2,836365.3,731578.44,
274,417.155667449589,4.4770303,,,,,,,,,,,39947.594,38766.957,72001.42,47392.152,53822.188,80683.484,
1292,419.1082323337837,7.452086,,,,19,,,,,,,1591782.5,1251697.9,1159809.1,1506353.0,1469843.4,1742906.8,
508,420.2504202788778,5.3574424,,,,0,,,,,,,1.5541939E7,1.5495707E7,214049.8,235357.42,264385.16,731742.0,
1293,421.1052214674285,7.452127,,,,19,,,,,,,2050891.9,1602488.8,1491132.4,1919648.9,1895371.0,2232594.8,
1456,421.1052939027689,7.6851077,,,,38,,,,,,,523480.38,510109.7,358223.6,469552.3,545265.06,598619.7,
1048,421.22628381199627,6.936221,,,,,,,,,,,385793.34,0,778273.25,1132701.9,0,1156452.5,
1899,423.38441248089015,9.111178,,,,,,,,,,,664607.6,561407.5,867826.44,643498.9,400785.56,546190.5,
517,425.1969279079537,5.3702335,,,,112,,,,,,,2437041.5,2340625.8,2146476.2,2801358.5,2987897.8,2329314.8,
1268,425.2574336457408,7.445814,,,,,,,,,,,0,844850.6,0,0,682655.25,0,
1528,425.2576083290426,7.7245207,,,,,,,,,,,2188183.2,0,1669215.6,924317.7,43833.79,0,
1389,425.25762254163584,7.663091,,,,,,,,,,,2373003.5,144361.78,17427.64,495923.56,752983.5,0,
1599,425.25809481197996,7.9969783,,,,,,,,,,,0,0,0,0,0,1611447.5,
117,426.18977560641383,2.971138,,,,,,,,,,,333797.97,370809.4,223579.27,378038.34,423064.12,308615.3,
109,426.18980623105546,2.9244282,,,,,,,,,,,194596.39,200804.12,114707.016,245380.86,272410.38,140842.95,
371,426.9677027434552,4.9376016,,,,,,,,,,,1.3459028E7,1.6325059E7,1.2237045E7,1.0754315E7,1.5559797E7,1.0805178E7,
1871,427.37907664965286,8.779039,,,,,,,,,,,1390265.0,1612535.8,3254142.2,4553279.5,3007684.8,2642711.0,
1067,429.300799491798,6.9935718,,,,89,,,,,,,379006.2,386586.8,285535.84,436611.3,527936.7,378411.53,
1156,429.30081201994926,7.2651005,,,,90,,,,,,,928572.9,917645.8,576729.56,1042544.25,1232789.1,1006375.0,
849,430.2595689718789,6.376777,,,,,,,,,,,225339.69,231310.66,283686.97,322599.6,335609.5,351439.0,
322,431.2073538908067,4.7225266,,,,61,,,,,,,36817.42,46714.812,29123.887,65441.727,81623.37,33383.883,
394,431.2073720783612,5.000274,,,,37,,,,,,,989386.06,1021188.44,932028.25,1228564.8,1385005.4,1042579.0,
493,431.207392161762,5.330252,,,,7,,,,,,,247622.38,237043.05,231943.39,318759.25,370082.9,279648.97,
280,431.228602437917,4.5981956,,,,,,,,,,,268998.5,373064.12,165869.47,1462930.0,1728554.2,875095.8,
1577,431.28004575154404,8.025268,,,,,,,,,,,232619.8,183463.0,133415.31,256370.48,241166.56,421142.0,
