filename	ATTRIBUTE_GROUP
2024_NEG_Y-EV_1_CTRL_Run89.mzML	CTRL
2024_NEG_Y-EV_2_CTRL_Run118.mzML	CTRL
2024_NEG_Y-EV_3_CTRL_Run139.mzML	CTRL
2024_NEG_Y-p10_1_Run104.mzML	EXP
2024_NEG_Y-p10_2_Run130.mzML	EXP
2024_NEG_Y-p10_3_Run145.mzML	EXP
