row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p10_3_Run145.mzML Peak area,2024_NEG_Y-p10_1_Run104.mzML Peak area,2024_NEG_Y-p10_2_Run130.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,
460,100.93365457492972,8.148555,,,,,,,,,,,250972.97,481282.66,403343.5,3975952.5,668905.4,479332.1,
465,100.93365572637195,8.259052,,,,,,,,,,,3872332.8,1247894.8,686998.7,1087178.4,2047086.9,666276.5,
517,100.93365854508477,10.21678,,,,,,,,,,,1132331.9,345595.97,1337314.8,1448070.4,333885.62,587081.5,
9,102.9568624720403,0.34221354,,,,9,,,,,,,383894.28,401936.1,368244.75,377074.2,365040.6,573377.75,
84,111.00883618494204,0.5320126,,,,6,,,,,,,1.882084E7,1.4005841E7,2.160077E7,1.2126495E7,2.195469E7,2.5884776E7,
33,111.00884095990442,0.38526824,,,,7,,,,,,,8818568.0,9802145.0,9940215.0,7592627.5,9212510.0,1.2294356E7,
39,112.01219288340434,0.38167617,,,,,,,,,,,170896.97,305902.88,571237.8,407722.72,382384.4,630465.06,
536,112.98567534591923,10.280476,,,,,,,,,,,3592693.5,3501965.0,2508784.8,3818942.2,3771856.0,1897721.2,
506,112.98567608389321,9.033778,,,,,,,,,,,262587.38,391562.16,428124.16,418583.78,472812.66,390934.75,
11,112.98567881848913,0.3477596,,,,9,,,,,,,1193201.6,1216046.1,1147425.0,1240679.5,1186654.0,1389233.0,
190,113.06084174792254,3.131749,,,,,,,,,,,30893.566,5064.709,0,37502.145,41764.9,91464.484,
167,113.06085623499943,2.8000252,,,,,,,,,,,279342.22,172501.39,134219.78,313835.66,351036.4,720924.5,
500,115.92075200821085,8.841958,,,,,,,,,,,4516271.5,1631028.0,4526246.0,1795836.0,4090532.0,2208193.0,
483,115.92075309825339,8.441687,,,,,,,,,,,2400885.2,4207728.5,2288652.5,2218319.2,3183338.8,2199949.0,
474,115.9207551684712,8.283475,,,,47,,,,,,,5139023.5,4362651.5,5556432.5,1783379.1,1.0993412E7,2740897.8,
463,115.92075523623829,8.138341,,,,,,,,,,,837968.3,1355811.6,758807.8,1.5589761E7,2897094.8,2434756.0,
457,115.92075689907153,7.950558,,,,53,,,,,,,3073781.0,2479707.8,1443195.0,2352779.5,1588231.2,2104493.5,
437,115.92075703069702,7.835865,,,,48,,,,,,,883610.0,1440256.1,1731579.0,2061448.5,1938771.2,2443409.5,
518,115.92076304263357,10.208383,,,,10,,,,,,,3917191.5,3720742.2,2913729.0,4106015.0,3961647.5,3673958.8,
438,116.92856919747989,7.8369503,,,,33,,,,,,,5480293.5,5442454.0,5118043.0,1.0945287E7,6527461.0,5038330.0,
539,116.92857070038617,10.352859,,,,,,,,,,,1644137.8,1512783.0,1292745.8,1693864.1,1620666.6,1367544.5,
107,117.01935948615316,0.65341526,,,,,,,,,,,8354541.0,6317294.0,1.971213E7,2589090.2,2500304.0,4921846.0,
138,117.05576453576595,2.1228216,,,,17,,,,,,,2048397.6,2507972.2,3574398.0,2737682.0,3140698.2,5628634.0,
18,118.05101071360566,0.35718688,,,,,,,,,,,1699861.9,189954.22,4793821.0,121723.06,136772.75,119116.25,
561,128.0353468191757,10.619209,,,,,,,,,,,2326272.0,2685941.0,4147770.5,2201193.0,2937577.5,3250581.8,
94,128.03535644137682,0.6127891,,,,,,,,,,,4440249.5,4291377.5,3348440.0,2988915.0,2294682.8,4522505.0,
56,128.0353634391332,0.40326205,,,,,,,,,,,1247873.1,1194350.5,2460486.5,628474.2,870518.0,1769616.9,
88,129.01936663253153,0.54987794,,,,6,,,,,,,7308497.0,4359092.5,3808082.5,6093642.5,6498432.0,6017221.0,
38,129.01937112261533,0.3853115,,,,7,,,,,,,3224763.0,3201615.8,3197637.0,4233665.0,3499771.0,2602403.0,
149,129.05574920296763,2.4350014,,,,30,,,,,,,2223998.5,1757962.0,1368336.4,821257.75,1109955.6,7938902.5,
175,131.0714046567277,2.923803,,,,,,,,,,,3505393.2,4855076.5,5321027.0,4909828.0,5368762.5,8910363.0,
14,132.03025615571974,0.35432518,,,,31,,,,,,,420556.7,450119.97,229393.33,597256.44,688869.75,415305.94,
96,132.03026980185285,0.6383443,,,,,,,,,,,365145.3,32135.766,6205.326,224569.45,568549.7,14365.707,
279,132.8678577932851,5.9219723,,,,,,,,,,,174595.78,170422.39,165619.94,178595.38,105897.945,638650.56,
481,132.8678607165323,8.474377,,,,,,,,,,,130430.35,126119.44,29773.676,75139.33,142024.44,156024.1,
554,132.86787369639978,10.481963,,,,,,,,,,,282446.8,363083.3,961680.9,781053.2,286843.28,1317733.0,
105,133.01426046682772,0.6428656,,,,,,,,,,,1936842.6,1682141.0,1040542.3,1097659.5,1064056.0,676022.2,
54,133.01427136275976,0.39892069,,,,45,,,,,,,2266816.2,2148914.5,4013708.5,1909259.9,1856834.1,2591198.0,
97,133.05063668948137,0.6293151,,,,,,,,,,,315207.38,144487.47,2071323.4,41337.09,134934.61,189295.56,
516,134.89465061226912,10.2001505,,,,,,,,,,,160938.05,117721.71,128295.42,199631.44,168424.02,116290.28,
423,134.89466536110945,7.532889,,,,,,,,,,,376365.12,542290.8,588020.3,233570.0,785435.4,428367.53,
478,134.8946655635263,8.404067,,,,,,,,,,,1471526.1,1758867.8,1596693.2,2330416.0,1374920.5,583123.6,
415,134.8946662101732,7.438864,,,,,,,,,,,692702.06,662779.1,642868.4,922817.9,1122907.0,651587.7,
439,134.8946664434584,7.837151,,,,33,,,,,,,1257594.0,993206.56,1127299.9,5039524.5,1353587.1,1363928.6,
452,134.89466842710377,7.9403267,,,,,,,,,,,588218.3,756573.8,680203.9,1670277.4,632510.6,1082014.0,
471,134.89466854745237,8.279984,,,,47,,,,,,,1278134.6,1130604.4,1690923.8,3362314.5,1365443.9,991368.3,
170,136.04042690672387,2.8282635,,,,,,,,,,,3652392.8,3943217.8,963261.25,5554352.5,6091058.5,9360481.0,
200,144.04549203992613,3.394147,,,,,,,,,,,171581.28,204465.77,309918.56,206891.5,207629.9,350988.0,
444,144.92346453976558,7.8512816,,,,48,,,,,,,811942.8,917722.94,848964.9,2206755.0,1481279.8,1402086.4,
519,144.9234658942249,10.210846,,,,10,,,,,,,2209145.8,2032208.4,1735828.4,2468152.5,2186462.0,1817820.1,
461,144.92346622489606,8.158077,,,,,,,,,,,1515230.1,1520064.8,1516145.8,9539415.0,1734851.9,1555028.6,
456,144.9234662955744,7.955761,,,,53,,,,,,,1391997.4,1048896.0,827740.8,2586009.5,1176081.8,1021217.5,
473,144.923467629091,8.268651,,,,47,,,,,,,3616496.5,6246870.0,2939198.2,2788523.2,2883870.5,2872249.8,
482,144.92346887150993,8.414189,,,,,,,,,,,1690023.0,1971191.9,1836569.1,2331105.0,1792110.6,1171282.0,
124,145.05066279386912,0.97583157,,,,,,,,,,,462894.38,771344.44,2307800.8,692384.0,662588.44,2386216.0,
15,145.0618721788637,0.35718688,,,,,,,,,,,145183.05,72513.77,276788.5,75597.8,75041.3,54528.0,
19,146.045906055327,0.35718688,,,,,,,,,,,725905.4,1443316.6,1992592.5,1593750.1,907113.5,1837515.4,
103,146.04591016312332,0.65160656,,,,,,,,,,,1568500.5,428872.38,261709.69,1536500.5,1461411.4,204566.47,
504,146.9659411976571,9.003444,,,,,,,,,,,975537.0,933888.5,887905.3,1252229.8,693242.25,529836.2,
497,146.9659463908164,8.764049,,,,,,,,,,,8218398.5,7677465.0,6956642.0,8647813.0,6455144.5,2955383.0,
128,147.06628332912234,1.2565717,,,,,,,,,,,471537.84,236292.78,2532935.2,267949.94,278492.88,150718.48,
6,154.06221298114045,0.3385713,,,,9,,,,,,,556477.5,606079.1,882755.4,589537.75,645132.25,417909.9,
134,156.0666256410649,2.0598469,,,,,,,,,,,287153.5,565749.3,250227.64,1941036.9,2403060.0,2666349.5,
168,157.050589371798,2.7986763,,,,,,,,,,,2482034.5,1562928.1,1206608.8,2776096.2,3133822.5,6316448.0,
3,158.97850372848794,0.30734923,,,,,,,,,,,509480.38,470785.7,410570.75,500331.0,550333.56,449127.34,
543,160.84197128961964,10.438645,,,,8,,,,,,,291835.66,310703.94,236955.81,282082.25,287790.3,161181.33,
114,161.04553206198324,0.7888603,,,,,,,,,,,7362258.5,8346322.0,6998635.0,1.2606812E7,1.2241577E7,1.368014E7,
475,161.9135610449563,8.282668,,,,,,,,,,,288642.16,283984.8,251938.72,1077415.6,196865.73,144753.62,
442,161.91356291465993,7.8369503,,,,,,,,,,,163674.98,248342.28,195019.92,1657096.5,325903.66,226290.42,
454,161.91356470909,7.9435296,,,,,,,,,,,202605.44,220030.42,148805.86,474334.8,224005.78,208435.12,
480,161.91356547261083,8.405841,,,,,,,,,,,361425.22,407345.34,454355.16,691550.6,425187.38,125479.01,
544,162.83904481903397,10.438616,,,,,,,,,,,294189.1,304613.5,230746.56,279924.75,285779.9,159814.95,
191,164.03530859460787,3.1408231,,,,,,,,,,,1311755.0,1242292.2,701353.3,1542885.9,1743191.1,3461248.5,
7,164.9569939187995,0.33857727,,,,9,,,,,,,428087.03,494704.06,520343.5,404923.9,446508.2,394718.9,
186,165.05566854164252,3.1269958,,,,5,,,,,,,1415576.8,1787820.9,2371256.5,1644299.8,1732001.9,2991095.5,
185,172.09790111374937,3.0765312,,,,,,,,,,,262601.3,303441.56,277263.38,298350.94,311800.25,640666.4,
90,173.00914755537562,0.55312973,,,,6,,,,,,,2.2472624E7,1.7911246E7,1.1212173E7,2.2642302E7,2.0864826E7,1.7171786E7,
45,173.0091573947856,0.3870627,,,,7,,,,,,,9060468.0,9227881.0,7429938.0,1.1160759E7,9564114.0,7624439.0,
91,174.01257866262992,0.55094033,,,,,,,,,,,73417.734,269577.44,94534.3,1374326.1,927171.56,517204.7,
27,174.01260080440488,0.38798568,,,,,,,,,,,612958.94,209315.62,210713.19,740453.8,740095.25,439148.3,
24,174.07710466283208,0.36362743,,,,,,,,,,,141821.06,962555.75,78523.766,556585.75,1834087.6,2126705.2,
132,175.06113729776337,2.034385,,,,,,,,,,,0,11619.33,0,33782.637,47234.715,59266.492,
148,175.06114937699977,2.4323356,,,,30,,,,,,,131625.56,148289.78,193051.94,150813.27,202875.27,370098.16,
154,175.06117481525382,2.519663,,,,,,,,,,,3246028.5,2563229.8,2934443.2,3410724.2,4025306.2,7878366.5,
155,176.0644819374762,2.5171907,,,,,,,,,,,227728.17,181180.72,196377.5,236457.88,277225.12,564928.94,
171,178.05087896465693,2.8674037,,,,44,,,,,,,84445.71,43216.176,0,70176.69,78352.37,93282.74,
159,178.05089503385065,2.7149677,,,,58,,,,,,,723803.94,773825.9,9280.092,1336737.8,1310032.2,1272146.6,
198,178.0509141763205,3.3588886,,,,,,,,,,,162690.0,217187.05,67039.21,239134.67,320237.62,426447.7,
173,180.0576585448412,2.8679168,,,,,,,,,,,144517.77,152792.83,32202.541,194758.06,212220.14,311428.88,
12,181.07174039889742,0.35623083,,,,,,,,,,,161923.89,304794.06,86969.445,207195.9,250015.17,155698.31,
493,186.90574654578438,8.737086,,,,36,,,,,,,3195644.2,2901965.2,2509057.8,4199124.0,2605403.0,570348.25,
503,186.97060248305402,8.9521,,,,,,,,,,,85411.6,132395.23,87212.8,469572.8,94405.53,9125.249,
451,186.97060855025052,7.9373384,,,,,,,,,,,225643.45,189178.66,156971.2,149128.28,245474.12,176463.62,
440,186.97060995810116,7.8368626,,,,,,,,,,,173506.1,227232.77,133303.62,158214.22,207601.62,173259.78,
472,186.97061930968937,8.283706,,,,,,,,,,,464209.2,543612.3,449318.62,584930.5,389556.44,366614.4,
477,186.97061937221784,8.405841,,,,,,,,,,,531026.75,1141025.4,616872.4,1899462.2,553320.6,471908.03,
13,187.09187894252898,0.351565,,,,31,,,,,,,787026.0,798683.94,855631.4,683029.1,757510.7,485941.12,
260,187.86096461441738,5.513272,,,,,,,,,,,0,224907.47,240736.22,258517.75,12625.705,0,
549,187.8609772302939,10.479616,,,,,,,,,,,937593.25,473270.5,322387.0,454903.53,941019.0,289349.16,
106,188.05654285457305,0.6484489,,,,,,,,,,,365000.88,552008.0,1513600.1,630920.44,711368.44,387029.88,
60,188.05659800469263,0.41868484,,,,,,,,,,,99879.92,184627.75,420978.12,174027.4,185161.44,198262.47,
130,188.0928364028524,1.4745265,,,,,,,,,,,663407.25,2381196.5,1855941.6,2753425.2,3052674.2,4167605.8,
495,188.90393794955176,8.738349,,,,,,,,,,,1377680.5,813645.4,678162.3,1836061.1,672659.0,340589.66,
187,189.07682721389222,3.1279476,,,,5,,,,,,,397378.28,236018.48,106298.586,532595.44,571095.8,1085541.8,
147,190.05466721395803,2.4148111,,,,,,,,,,,260568.53,402188.62,228417.86,214606.98,147239.72,1032941.6,
73,191.01073289876467,0.52069557,,,,6,,,,,,,1086560.9,1303252.6,1380371.6,1377021.0,921158.3,1308342.9,
75,191.01980204973006,0.5252015,,,,6,,,,,,,3.677489E8,3.8745E8,2.4510139E8,1.8382523E8,2.0073515E8,5.27917E8,
41,191.01980786115095,0.3861649,,,,7,,,,,,,1.3473984E8,1.4003267E8,1.5885718E8,1.4455867E8,1.3601358E8,1.7934059E8,
82,191.0288316437732,0.53022057,,,,6,,,,,,,1065322.5,1720233.0,952014.7,1126590.9,1096207.4,1454209.9,
546,195.8109014758544,10.43855,,,,8,,,,,,,467267.6,380952.7,313453.1,374551.5,424620.7,352871.8,
545,197.80794204909216,10.43855,,,,8,,,,,,,657884.9,500427.84,560487.9,503374.1,589876.94,304198.44,
273,214.87991641397105,5.8423595,,,,,,,,,,,0,10257.707,0,12858.122,0,848842.7,
250,214.87994469108025,4.9071035,,,,,,,,,,,293878.3,0,0,0,0,5011.2827,
258,214.8799611112458,5.4853816,,,,2,,,,,,,0,906536.7,855700.25,1034369.3,153247.12,5249.3657,
553,214.87999520162916,10.5184965,,,,25,,,,,,,2624901.2,2784071.5,2780630.0,2486789.5,2710750.2,3068332.2,
17,215.0327635103997,0.35528123,,,,31,,,,,,,284626.0,333057.88,90649.7,390507.22,380808.28,327890.84,
140,218.10333548116196,2.180113,,,,,,,,,,,288988.47,450248.66,644040.44,110960.44,124719.82,185921.55,
494,221.87460052594747,8.740272,,,,36,,,,,,,3278501.8,2620579.2,2104157.5,4116407.2,2206743.2,316365.06,
16,223.0685449436791,0.35810974,,,,,,,,,,,251508.52,270431.25,297181.0,237022.23,230448.44,268556.38,
146,223.07241206493183,2.3684058,,,,,,,,,,,155477.22,138768.97,0,315993.7,362429.84,352128.34,
492,223.87232112565698,8.732475,,,,36,,,,,,,2400741.2,1898105.4,1494014.4,2969693.2,1565024.5,222510.9,
164,224.09277495987695,2.7693145,,,,16,,,,,,,175488.89,216011.84,272545.12,126442.28,176541.03,496896.03,
193,224.09280547763925,3.240735,,,,35,,,,,,,504736.72,585384.7,698720.0,445819.62,411615.53,1179200.9,
238,227.96659147047288,4.7402744,,,,4,,,,,,,6227475.5,6530966.0,6221298.0,6044906.0,6444993.5,6507448.5,
241,228.9698820556748,4.740274,,,,4,,,,,,,507370.78,507956.62,501137.47,490618.6,506263.34,503694.16,
184,229.15572535205294,3.0725508,,,,,,,,,,,363381.1,415219.2,474245.6,335455.78,339752.78,821279.56,
143,229.1557327774936,2.3054295,,,,,,,,,,,125785.57,0,1205156.8,0,0,0,
153,229.15574334092867,2.5187058,,,,,,,,,,,0,0,92163.94,0,0,0,
239,229.96447325080211,4.7402744,,,,4,,,,,,,6156292.5,6414641.5,6100762.5,5962377.5,6257572.0,6281956.0,
240,230.9677789575667,4.741324,,,,4,,,,,,,501827.03,507166.9,481247.88,453998.22,476826.62,507543.5,
152,237.08807467167756,2.5151594,,,,,,,,,,,710735.44,609584.6,31424.39,961308.0,972926.0,1005261.06,
197,238.072065454146,3.3390725,,,,,,,,,,,160389.67,123061.586,5009.09,182107.0,196388.78,393158.6,
251,241.89890088212522,4.9519024,,,,,,,,,,,461890.78,150606.97,77342.5,59726.113,82980.7,61961.027,
274,241.89890383533734,5.872749,,,,,,,,,,,48565.074,164720.34,42991.457,207070.92,26724.01,991451.3,
255,241.89891870719933,5.425535,,,,,,,,,,,83803.0,130412.45,611985.5,202874.22,1288056.5,15654.265,
259,241.8989204759711,5.4912453,,,,2,,,,,,,17529.068,1451744.5,926238.3,1765625.1,719349.6,25456.807,
552,241.89896597411305,10.517869,,,,25,,,,,,,4102077.5,4450664.5,3940005.0,4835767.5,4514197.0,4094301.8,
254,242.17612547274385,5.1304755,,,,,,,,,,,46951.4,20075.363,6065.409,72657.17,67048.016,180981.14,
223,242.17616890327827,4.4249635,,,,26,,,,,,,470149.38,491241.16,458520.2,483586.22,444830.47,497085.88,
550,243.89930299925956,10.493144,,,,57,,,,,,,7120966.5,7284292.5,7014591.0,7453913.0,8137977.0,7319117.0,
491,243.89930891057705,8.704297,,,,36,,,,,,,3212506.2,2357598.0,1525361.1,9907516.0,1905565.6,106486.266,
563,245.8947250597984,11.277991,,,,,,,,,,,39722.074,6096.0605,154145.52,10950.416,80630.375,159997.28,
490,245.89477798712747,8.694421,,,,36,,,,,,,1207383.1,886942.6,549786.7,3817627.5,718980.5,0,
551,245.89479394773238,10.493144,,,,57,,,,,,,2677935.2,2824030.2,2681892.5,2530920.2,3125082.0,2783030.5,
496,248.89356799807797,8.732144,,,,36,,,,,,,3913374.2,3057705.0,2005781.2,7127003.0,2598794.0,29714.27,
204,249.0226979244396,3.4797904,,,,,,,,,,,5746292.0,6275355.5,6511112.5,6407318.5,6707730.0,6543680.0,
498,250.89167902253698,8.734867,,,,,,,,,,,1720702.1,798098.8,487872.97,3164954.8,626202.94,17483.238,
10,254.92635054852562,0.34315148,,,,9,,,,,,,278609.56,317545.56,330100.5,266673.25,290558.12,236624.12,
547,255.82215438460653,10.440475,,,,,,,,,,,281738.75,228238.77,120071.836,326901.88,294749.56,24761.066,
201,258.0771480858166,3.3981688,,,,,,,,,,,182929.12,216630.16,250892.92,162731.03,163000.75,414691.03,
180,258.0771536851419,2.9801743,,,,,,,,,,,32092.615,47960.254,60936.633,28898.996,38957.68,114398.67,
169,265.01761781370584,2.8258946,,,,,,,,,,,1657486.9,1692830.5,1725437.9,1650498.6,1697598.5,1611131.0,
192,265.017624245725,3.1706722,,,,,,,,,,,3178656.2,3132528.2,2879692.2,3220640.2,2998618.2,2735092.0,
278,265.14789774743565,5.90663,,,,,,,,,,,369262.88,343322.78,633752.8,327532.84,198893.11,0,
271,265.1479014854903,5.870616,,,,,,,,,,,379377.66,338303.3,753190.06,0,198893.11,322987.28,
295,265.1809298371332,6.299647,,,,14,,,,,,,511009.53,430081.16,110383.79,779828.25,804351.8,995149.8,
244,266.98883993995514,4.7554584,,,,23,,,,,,,1488660.9,1558331.0,1426116.8,1341550.4,1477297.2,1509454.0,
243,268.9857314466778,4.7554584,,,,23,,,,,,,478877.84,499797.2,477244.66,410500.8,464914.88,482757.22,
118,271.06166796043675,0.87888557,,,,,,,,,,,1731491.9,1551738.4,1442034.4,1731091.4,1575236.0,1101571.5,
289,271.2278550772814,6.2645106,,,,,,,,,,,135866.25,225891.02,313910.0,145200.8,139739.34,264470.62,
389,271.2278776389273,7.2244487,,,,,,,,,,,42089.168,39724.58,426567.16,49573.793,55614.246,59730.758,
218,271.99832676809234,4.1182175,,,,,,,,,,,147193.95,150819.84,159204.98,165465.16,147111.36,158568.39,
162,272.07759384421433,2.7396634,,,,,,,,,,,149074.36,172498.2,203774.94,135736.58,148433.56,356803.3,
145,272.0776124505302,2.3216884,,,,,,,,,,,116251.234,136815.14,183868.1,101462.875,107388.11,341064.5,
205,279.995839617882,3.5154552,,,,24,,,,,,,1.9953754E7,2.0258908E7,1.8590196E7,1.918585E7,1.832988E7,1.8195384E7,
165,286.0932285673769,2.769314,,,,16,,,,,,,256952.62,354152.1,408901.28,244878.42,277315.25,710545.56,
194,286.09325738840374,3.2407348,,,,35,,,,,,,754643.25,885327.1,1039946.1,676439.1,699600.5,1756810.0,
139,288.07253083918437,2.1635706,,,,,,,,,,,484943.16,584753.7,789507.3,422992.06,359066.75,1185276.6,
144,290.08820292555265,2.3274798,,,,,,,,,,,2896271.2,3247564.5,3911776.2,2449404.8,2665860.8,6628149.5,
203,292.04628706904197,3.432167,,,,,,,,,,,43383.414,53113.11,0,45453.562,48407.527,124667.19,
156,292.0463054823523,2.5381408,,,,,,,,,,,65923.984,88640.29,0,81182.52,86465.484,194920.5,
182,292.0463318234477,2.9997606,,,,,,,,,,,194181.4,221025.52,48621.656,191136.42,216288.08,504699.72,
352,293.21228535038875,6.9184766,,,,19,,,,,,,771879.3,639665.2,217920.77,797518.7,900611.94,942030.5,
120,298.06976933553005,0.87069273,,,,,,,,,,,339519.47,380171.9,265770.88,349965.1,946913.44,606448.3,
172,298.0932522538673,2.8675177,,,,44,,,,,,,115821.18,78065.09,0,104070.305,134513.0,156303.84,
160,298.09327705993786,2.7149677,,,,58,,,,,,,1160115.4,1272178.0,39558.23,2152100.8,2145004.0,2047585.8,
361,299.2592191422271,7.0162687,,,,18,,,,,,,36488.23,38962.01,0,54202.168,64904.77,61993.23,
328,299.2592201924319,6.67247,,,,32,,,,,,,265013.38,329988.38,57774.562,217165.16,251367.44,298922.03,
348,299.2592202443267,6.896257,,,,49,,,,,,,434349.03,799487.7,477717.38,429637.3,421693.53,517147.3,
337,299.25923279477274,6.8101697,,,,43,,,,,,,1000661.56,1197953.5,514353.22,863758.6,869422.56,748208.0,
163,304.1038374242944,2.7644832,,,,,,,,,,,4344250.0,5138907.0,6075137.0,4091128.2,4297834.0,1.056827E7,
89,306.07659817297116,0.55456096,,,,,,,,,,,1606108.4,611428.25,1254165.8,1070204.0,782729.3,588393.6,
52,306.0766121105819,0.3959303,,,,7,,,,,,,538237.1,623201.8,784983.56,602862.4,630029.06,360895.47,
217,309.10142417850346,3.9947064,,,,,,,,,,,405122.53,417834.7,412855.88,401630.47,425955.4,425567.22,
183,310.05689444229535,3.001292,,,,,,,,,,,1722318.9,2097307.5,531490.6,1837153.6,1906308.9,4493857.5,
77,310.9688912994381,0.5261209,,,,,,,,,,,3289794.8,2709561.8,2728876.8,1823882.5,1659487.0,3495286.8,
63,310.97878048596164,0.42554906,,,,45,,,,,,,1208092.2,1322985.1,1867511.9,947503.44,1040999.94,946370.94,
100,310.97889295906924,0.63263994,,,,29,,,,,,,1070101.1,1323298.8,1787653.8,536245.5,1052574.5,811640.56,
507,311.1686746847393,9.022954,,,,3,,,,,,,480898.53,427779.94,413428.2,458654.62,474588.28,151949.39,
523,311.16869946252785,10.233082,,,,,,,,,,,168110.48,169151.22,160872.83,76688.695,157923.16,190894.34,
321,311.1687010546839,6.5293384,,,,,,,,,,,68816.086,115842.83,164354.94,1006255.06,41230.363,62962.875,
308,311.1687105130364,6.418591,,,,,,,,,,,773744.56,766818.1,729162.0,1013555.2,830203.5,668478.56,
291,311.1687128441988,6.3244967,,,,,,,,,,,916318.3,980092.6,983211.5,175582.45,860628.3,1187996.6,
178,320.0776377191798,2.979214,,,,39,,,,,,,148801.9,164738.84,212037.8,123456.59,128056.48,385347.88,
202,320.077665652784,3.4009771,,,,52,,,,,,,593697.06,676668.94,806539.0,518614.5,525066.94,1321670.0,
142,322.060284573198,2.2911031,,,,,,,,,,,489319.2,1302629.8,64588.395,700599.56,390128.78,1830993.4,
505,325.18434768755833,9.021325,,,,,,,,,,,145092.48,118337.04,86119.93,407907.78,153982.66,66758.04,
521,325.18435759204004,10.22728,,,,,,,,,,,140126.5,134552.52,123785.98,95049.414,90886.95,127244.08,
326,325.1843661074903,6.717985,,,,,,,,,,,72810.4,312493.38,416448.16,61632.332,120502.33,905262.25,
355,325.18436785818795,6.928726,,,,,,,,,,,460440.9,390817.72,335323.03,1086621.4,488986.3,27555.057,
341,325.1843748680112,6.8080096,,,,,,,,,,,719764.5,380086.5,336745.06,167602.98,479567.56,557967.44,
381,325.1843906839948,7.1022444,,,,,,,,,,,27200.39,34244.883,10902.73,668422.5,37521.62,0,
557,328.97959244319173,10.54993,,,,56,,,,,,,280430.2,258888.11,216379.56,277631.22,225123.66,212243.66,
136,328.9795993461403,2.1147652,,,,17,,,,,,,1306137.5,1500483.8,1219356.5,1287814.6,1309428.2,1167734.8,
179,338.08830740142076,2.9792137,,,,39,,,,,,,1425599.4,1710299.6,2035856.5,1273225.5,1359826.1,3427858.2,
231,341.04861857140133,4.555288,,,,37,,,,,,,705397.6,740461.9,753151.25,713415.0,724789.75,691402.25,
150,342.0874191384123,2.4382703,,,,,,,,,,,12592.242,61364.38,423850.34,11200.791,14088.302,18971.152,
417,353.1422506933762,7.441603,,,,,,,,,,,96443.76,144273.02,142373.28,576094.6,296982.38,187134.27,
443,355.15791509793866,7.838268,,,,,,,,,,,16732.322,40220.35,71422.75,579718.25,84741.88,105062.82,
256,362.2909180227345,5.453796,,,,,,,,,,,89716.984,184083.84,524622.0,159824.86,142169.53,150321.39,
