"MetaboAnalyst_ID","X2024_POS_CC_1_Run20.mzML","X2024_POS_CC_2_Run47.mzML","X2024_POS_CC_3_Run61.mzML","X2024_POS_CC.Nam_1_Run32.mzML","X2024_POS_CC.Nam_2_Run44.mzML","X2024_POS_CC.Nam_3_Run67.mzML","shared_name"
"110/244.1907mz/2.1min",1.71338514659634,1.71224077042646,1.76760129323663,1.73547827756773,1.65626827758932,1.77571586972902,"110"
"111/99.5121mz/2.12min",1.60895007902336,1.94450163605383,1.92388068015673,1.60766765798188,1.5514541175927,2.0011036273809,"111"
"112/181.0971mz/2.12min",2.10754253590843,2.04314670929884,2.09114550838778,2.13913910502988,2.06982495834578,2.41339366257763,"112"
"113/245.0954mz/2.12min",2.76940586788214,2.71704627785297,2.76178218217144,2.81299299800187,2.74617610535672,3.07723449091606,"113"
"115/184.1695mz/2.21min",2.44730559895361,2.43621546202154,2.48871422774875,2.47270215022066,2.38609758171084,2.53114930961355,"115"
"116/199.1012mz/2.25min",1.80058682963234,1.81320490283387,1.80586836066577,1.82098283993615,1.83852992465896,1.79808100100481,"116"
"117/217.1247mz/2.25min",1.84508669617924,1.84374805083273,1.8358843240601,1.86567896211416,1.88216745743121,1.82846214994504,"117"
"119/218.1281mz/2.25min",2.98053646401483,2.98108378019937,2.96668951151658,3.0048312895548,3.00687654787836,2.97718118947522,"119"
"120/200.1046mz/2.25min",2.9119661477898,2.91333379525899,2.8920173382167,2.9235130394512,2.93646616761544,2.89745122716302,"120"
"121/195.1227mz/2.28min",1.9751100032487,1.95438151236626,1.90071260510044,1.91874889573957,1.93942721813538,1.96173731035185,"121"
"123/244.2012mz/2.36min",2.4805560676536,2.22541005880855,2.2145010247108,2.44955924575033,2.44689039494962,2.21151333162974,"123"
"124/302.1961mz/2.37min",1.91576498556075,1.79695781773075,1.82232063136171,1.88952639099126,1.6780644997156,1.76503127069891,"124"
"125/244.2012mz/2.51min",1.65609606193882,1.63373025844343,1.62247559952774,1.61158253963041,1.62476044894843,1.62464962007331,"125"
"127/316.2117mz/2.58min",1.86921670269236,1.87871571634573,1.82834709015329,1.70270802429688,1.51645662858222,1.60513563960852,"127"
"129/261.1234mz/2.6min",2.7277076001527,2.68402611958369,2.68173464804416,2.6703690276938,2.6611360343227,2.976344563562,"129"
"131/259.2202mz/2.66min",1.80193283212625,1.78769197615209,1.77244978969042,1.78139986878642,1.78546070557835,1.81393167705857,"131"
"132/130.159mz/2.69min",1.77326315248789,1.75889727431486,1.73808298127383,1.74391642013006,1.64913116617444,1.80979389648184,"132"
"133/185.0855mz/2.69min",2.04516866095512,1.85350728972197,1.69871770447695,1.33106486508122,0.659272998369331,1.5432093066335,"133"
