filename	ATTRIBUTE_GROUP
Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML	CTRL
Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML	CTRL
Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML	CTRL
POS_D5-211-C3-a_Run145.mzML	EXP
POS_D5-211-C3-b_Run148.mzML	EXP
POS_D5-211-C3-c_Run151.mzML	EXP
