"MetaboAnalyst_ID","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML","NEG_TJGIp2_1_Run53.mzML","NEG_TJGIp2_2_Run121.mzML","NEG_TJGIp2_3_Run192.mzML","shared_name"
"170/213.0881mz/2.04min",2.75324991715689,2.42856322817012,2.42187389541036,2.79173410638184,2.72927657926814,2.77228821344411,"170"
"171/225.088mz/2.08min",3.49388431147007,3.41392698403725,3.40230463734172,3.52376483523823,3.46327783063499,3.51831654931516,"171"
"173/218.1033mz/2.11min",3.35090319737545,3.25194815792831,3.25898321307155,3.41069410614425,3.34391102480599,3.41682317181491,"173"
"175/145.0506mz/2.14min",2.8797310517649,2.69221620398594,2.84408211012383,2.95560764518947,2.90904168771487,2.83080510238344,"175"
"176/144.0666mz/2.14min",3.44733451373708,3.40931004073858,3.38866488111054,3.59868772568682,3.49982092149079,3.64384519022113,"176"
"178/215.1038mz/2.19min",2.29456314993646,2.13945752085083,2.12225607883052,2.3498390867928,2.25873278004856,2.47189676432728,"178"
"187/222.0772mz/2.34min",2.62851329676661,2.52822110772859,2.55779188464863,2.73665141770186,2.68963657090732,2.71198897158618,"187"
"188/144.0454mz/2.35min",2.77014264151201,2.90048558353396,2.66962691325873,2.78435090044077,2.73200274696397,2.76429726890162,"188"
"189/227.1038mz/2.35min",3.30066720368554,3.23269296233572,3.21788336103013,3.33578529092523,3.27627426874512,3.34461650624516,"189"
"193/158.0822mz/2.37min",2.97745776219663,2.96261829740414,2.99020044767686,3.12805379291427,2.9877031919928,3.14628865570189,"193"
"195/194.0458mz/2.39min",2.71903653450053,2.66042629578133,2.67797473339039,2.77994202012861,2.74193663162523,2.79972131934435,"195"
"197/136.0404mz/2.41min",2.38983488104348,2.37928966024029,2.31009445193117,2.44437779866155,2.32415439764832,2.44821133939355,"197"
"199/259.1298mz/2.41min",2.82447181076654,2.67546409353188,2.76532959107172,2.91621925161813,2.84935385089161,2.86901200540551,"199"
"200/227.1399mz/2.4min",2.53121867598845,2.73467580756809,2.25619411145894,2.53499029266143,2.52087884723016,2.89896220748418,"200"
"201/175.0611mz/2.43min",2.76415537106755,2.51940659131029,2.75419681002583,2.79888567332552,2.78302640613856,2.82897548669609,"201"
"202/227.1038mz/2.46min",3.11485058930298,3.0402079383783,3.04295553700965,3.15626995950483,3.09409872171369,3.16891628108896,"202"
