"","FC","log2(FC)","raw.pval","-log10(p)"
"384/257.1031mz/3.44min",2.5882,1.3719,0.0017265,2.7628
"434/300.1452mz/3.75min",2.7414,1.4549,0.0020745,2.6831
"336/171.0663mz/3.23min",2.137,1.0956,0.0022713,2.6437
"447/300.1452mz/3.83min",2.3396,1.2263,0.003089,2.5102
"359/193.0506mz/3.35min",2.6259,1.3928,0.0034862,2.4576
"453/185.0819mz/3.83min",2.1956,1.1346,0.003671,2.4352
"1730/569.3694mz/7.81min",2.2862,1.193,0.0042019,2.3765
"454/141.0922mz/3.83min",2.1576,1.1094,0.0052786,2.2775
"473/141.0921mz/3.95min",2.4928,1.3178,0.0063769,2.1954
"679/227.129mz/5.11min",2.1013,1.0713,0.0068198,2.1662
"608/560.1561mz/4.8min",2.0459,1.0327,0.0070143,2.154
"1231/416.3017mz/6.79min",2.0195,1.014,0.01162,1.9348
"476/261.0769mz/3.96min",2.0355,1.0254,0.015621,1.8063
"1585/766.5028mz/7.68min",0.19064,-2.3911,0.018513,1.7325
"1859/766.5037mz/8.14min",0.081223,-3.622,0.020035,1.6982
"1900/459.2784mz/8.26min",2.3894,1.2567,0.020253,1.6935
"647/715.4864mz/4.95min",2.0868,1.0613,0.020935,1.6791
"1095/548.3439mz/6.41min",2.0425,1.0303,0.02128,1.672
"1391/565.3146mz/7.34min",2.6632,1.4131,0.023319,1.6323
"1349/311.2227mz/7.22min",2.1819,1.1256,0.024451,1.6117
"211/228.0878mz/2.57min",2.3073,1.2062,0.027187,1.5656
"696/183.139mz/5.18min",2.1796,1.124,0.038309,1.4167
"1849/672.4693mz/8.13min",2.3949,1.26,0.048123,1.3176
"502/395.0772mz/4.1min",2.053,1.0378,0.048696,1.3125
