row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-Media_1_Run18.mzML Peak area,2024_NEG_CC-Media_1_Run54.mzML Peak area,2024_NEG_CC-Media_1_Run74.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,Unnamed: 19
372,122.97577899617512,8.316449,,,,,,,,,,,24090.814,29717.36,5698.798000000001,171340.14,199805.2,277312.34,
495,132.86787051575052,10.2102165,,,,,,,,,,,248888.03,247426.86,196190.8,151837.06,147972.39,170056.88,
519,132.86787139486432,10.468093,,,,,,,,,,,583486.6,589647.4,750073.06,616797.6,668216.25,690288.9,
490,134.89465696622764,10.199255,,,,,,,,,,,336746.84,260842.08,241234.55,239107.34,223433.77,264733.03,
255,134.8946656941138,7.343519000000001,,,,,,,,,,,191317.61,253075.06,441822.44,489083.0,694814.2,970854.1,
284,134.8946696187927,7.588397500000001,,,,45.0,,,,,,,599277.4,475241.56,771033.6,2061461.2,1914831.9,2355043.2,
297,134.89467317337352,7.709440700000001,,,,32.0,,,,,,,1204715.9,919789.5,436162.44,2294143.8,2298602.8,2403186.8,
313,134.89467673931904,7.849158999999999,,,,42.0,,,,,,,1570173.4,3109408.5,815535.2,1313725.6,1422707.4,1313767.5,
341,134.8946773674667,8.074537,,,,11.0,,,,,,,1683286.6,1007358.56,643762.7,1925549.8,1645648.4,1968338.2,
374,134.894677353359,8.2874975,,,,27.0,,,,,,,1607085.2,3052754.2,5517853.5,3577977.2,5017768.0,5096363.0,
338,134.89467753589673,8.005377000000001,,,,17.0,,,,,,,1565606.4,511641.12,921579.44,2377956.5,2567694.0,2651161.5,
384,134.8946782310678,8.3960085,,,,1.0,,,,,,,9571101.0,2419678.2,2318082.0,1840936.1,2364712.2,1913497.9,
20,139.03241773130242,0.37145436,,,,36.0,,,,,,,2178077.2,1902123.9,1771644.9,2217412.5,2176526.2,2269139.2,
493,144.9234702047043,10.204632,,,,53.0,,,,,,,3297115.2,3094667.8,2809229.8,1865728.2,1990688.0,1843753.1,
450,144.9234718975841,8.957157,,,,,,,,,,,2089694.9,1924683.0,3341708.0,1489988.4,1245223.5,1440261.2,
334,144.92347382268687,7.990429400000001,,,,6.0,,,,,,,2721741.8,1964439.4,2003131.4,2621249.8,3623765.0,3009317.8,
377,144.92347419340018,8.306685,,,,0.0,,,,,,,13417294.0,10864106.0,10769115.0,7705497.0,7372342.0,8339973.0,
310,144.9234744071567,7.874544599999999,,,,8.0,,,,,,,2207950.2,1668841.6,1684144.0,2571170.5,2811093.0,3223718.5,
401,146.96594660237125,8.526294,,,,,,,,,,,19083320.0,12796357.0,3116247.2,1487607.9,795263.0,1077917.4,
433,146.96595046063376,8.764669999999999,,,,,,,,,,,4179954.2,1208063.2,11406799.0,1601362.8,825940.0,1057853.4,
520,160.84198213987483,10.473552,,,,19.0,,,,,,,239066.88,255946.47,278001.94,257094.9,296139.72,307263.28,
39,161.0454938922678,0.38855675,,,,,,,,,,,242560.02,345941.72,606838.44,0.0,13618.205,11927.014,
299,161.91356760175776,7.7233089999999995,,,,,,,,,,,369761.66,232972.16,400479.0,414419.94,730192.1,413790.38,
339,161.91356835573666,7.956231599999999,,,,,,,,,,,625335.75,398203.4,279730.94,360505.9,429453.44,431427.06,
282,161.9135698455864,7.549232000000001,,,,,,,,,,,568924.5,468483.75,409192.7,455602.4,358223.8,571088.25,
303,161.91357220986112,7.827788000000001,,,,,,,,,,,653377.94,270991.25,409684.12,313101.78,322473.06,363944.34,
385,161.91357643437422,8.409088,,,,1.0,,,,,,,5685793.5,3046384.8,2713872.2,1064480.1,1150611.6,902665.4,
378,161.91357884635696,8.314764,,,,27.0,,,,,,,510288.72,701128.9,648384.94,905500.25,1320749.2,1030833.75,
521,162.83905224667288,10.473552,,,,19.0,,,,,,,242521.33,267802.6,274108.62,258142.45,304972.44,309871.12,
452,180.9811865618926,9.031153,,,,,,,,,,,111751.914,98327.45,93625.164,348261.06,366183.97,262951.22,
323,180.98118772888728,7.904958199999999,,,,,,,,,,,0.0,28084.541,72272.47,203267.44,295909.3,234355.89,
363,180.9811882985425,8.308636,,,,,,,,,,,44881.953,103006.25,136601.33,195598.72,313835.38,221794.52,
19,185.07621956098785,0.3678514,,,,36.0,,,,,,,699662.6,585295.56,177226.7,765407.25,742511.3,714618.9,
425,186.90575186779066,8.756263,,,,50.0,,,,,,,7505236.0,5627421.0,6033905.5,4949710.0,4821247.0,5738327.5,
446,186.97061145068287,8.942074,,,,,,,,,,,80486.58,81320.83,205522.7,799944.06,779927.56,800297.25,
308,186.9706215598453,7.839571,,,,8.0,,,,,,,87716.66,256084.97,250572.06,355512.16,393394.06,395209.28,
293,186.9706224796146,7.710808,,,,10.0,,,,,,,10743.104,92037.56,120549.54,228435.4,247537.62,264990.75,
344,186.97062252921677,8.108158999999999,,,,,,,,,,,163860.03,322023.03,313540.66,302207.12,207863.12,318090.03,
332,186.97062782430424,7.950308000000001,,,,6.0,,,,,,,59611.477,279871.1,156907.08,546710.2,577833.9,578678.75,
369,186.97063348247383,8.329858,,,,,,,,,,,343102.28,142165.0,527509.6,1402241.4,1461867.8,1379549.6,
387,186.970635654046,8.411003,,,,,,,,,,,482011.4,726477.7,747682.3,826025.6,486124.03,350417.66,
16,187.09187690911236,0.36128402,,,,36.0,,,,,,,4760520.0,4141585.0,3761844.0,5221913.0,5100649.0,5284743.5,
133,187.86093367322147,5.298671,,,,,,,,,,,107922.086,563962.7,213625.47,47199.15,212259.11,111107.55,
65,187.86093754590092,3.3861427,,,,,,,,,,,38111.543,24076.327999999998,41244.785,0.0,0.0,0.0,
148,187.86094082009544,6.017106500000001,,,,,,,,,,,0.0,0.0,0.0,172636.62,0.0,0.0,
57,187.86094691434127,2.5939562,,,,,,,,,,,132698.62,100818.03,107487.06,0.0,0.0,0.0,
526,187.8609792112789,10.490596,,,,,,,,,,,668638.6,689796.94,698241.4,723687.06,820527.7,808752.9,
431,188.90394693419685,8.768371,,,,50.0,,,,,,,3227395.5,2452839.2,2647680.2,2164254.5,2165871.5,2547669.5,
261,195.8108790036341,7.358714,,,,,,,,,,,0.0,0.0,0.0,0.0,212913.92,0.0,
524,195.81091763191483,10.477151,,,,19.0,,,,,,,342664.0,401584.28,468268.47,416430.03,462736.62,405695.72,
145,195.90599048532815,6.0106945,,,,,,,,,,,0.0,0.0,0.0,198852.66,0.0,0.0,
533,195.90599590223903,10.5448065,,,,43.0,,,,,,,689250.9,584252.3,566062.7,718314.7,604771.9,741965.9,
262,197.80790849253697,7.358714,,,,,,,,,,,0.0,0.0,0.0,0.0,278545.7,0.0,
525,197.80795610207096,10.477151,,,,19.0,,,,,,,428160.72,512229.06,573824.4,526991.1,618042.7,551406.5,
34,208.0648283005042,0.38270137,,,,36.0,,,,,,,1032697.3,2390215.0,3838221.0,0.0,7915.964,0.0,
63,212.03529308103927,3.3196554,,,,,,,,,,,421735.3,2496502.2,2606597.5,3421620.8,8122291.5,2627980.0,
74,212.03530198257556,3.5396774,,,,13.0,,,,,,,12635498.0,13979973.0,14262299.0,17830688.0,13307568.0,21804692.0,
73,213.03862150755157,3.5396774,,,,13.0,,,,,,,1313738.9,1725384.8,1204428.4,2243994.8,1611549.4,2748449.2,
56,214.87992186911887,2.5956447,,,,,,,,,,,242649.1,256760.89,283746.62,117031.98,158964.56,152177.34,
146,214.87992167330196,6.002527,,,,,,,,,,,68773.24,134735.53,72440.48,777054.6,216166.8,16127.288,
136,214.8799285477819,5.613151599999999,,,,,,,,,,,134985.78,75661.84,1137599.1,124110.51,180272.89,29718.564,
131,214.8799337907128,5.277171599999999,,,,,,,,,,,213178.03,1304446.0,267963.12,172823.66,249797.44,180988.45,
528,214.87999243405338,10.518423,,,,43.0,,,,,,,2298451.5,2208747.5,2300359.0,2240876.0,2418514.0,2492331.0,
527,216.8767927638789,10.523819999999999,,,,,,,,,,,519288.06,533982.25,222887.53,564068.44,602045.94,750248.9,
17,221.0529563505613,0.36409894,,,,36.0,,,,,,,302160.97,382151.97,467036.88,182996.64,187379.45,202112.95,
402,221.87461453770925,8.616957000000001,,,,21.0,,,,,,,2857266.8,4567691.5,4650669.5,1532948.1,1362741.0,1260835.2,
427,221.8746195022193,8.745755,,,,50.0,,,,,,,577480.6,1375505.8,537606.6,4302809.5,3934483.8,3821850.5,
18,223.06855700236343,0.36606392,,,,36.0,,,,,,,762741.5,908645.44,1130209.8,480322.56,484886.84,493484.0,
403,223.87233502358947,8.608172,,,,21.0,,,,,,,2031791.9,3253303.2,3300927.0,1128217.9,798143.75,904012.94,
428,223.87233885029158,8.724394,,,,50.0,,,,,,,370492.25,996628.3,1168027.2,3088502.2,2839537.0,2715464.5,
21,226.10275975885492,0.37504783,,,,36.0,,,,,,,361461.66,300406.6,122759.09,361107.12,380469.2,389183.2,
108,227.9665998499736,4.742546,,,,20.0,,,,,,,6235810.0,6008578.5,6047580.0,5891523.0,5632661.0,6061078.0,
107,228.96988978588243,4.742546,,,,20.0,,,,,,,482431.5,452592.47,477695.2,455355.97,457055.28,494201.06,
109,229.96447537384012,4.742546,,,,20.0,,,,,,,6141723.5,5797708.0,5931467.0,5972596.0,5573851.0,6014812.0,
110,230.96777655338383,4.74143,,,,,,,,,,,502040.44,481220.8,478405.1,474965.25,443309.94,476722.94,
15,233.0973503730709,0.36030772,,,,36.0,,,,,,,547560.75,485137.1,402911.0,611313.3,650817.75,663811.25,
137,241.89890188464244,5.586118,,,,,,,,,,,324283.62,97056.08,2262877.0,303515.4,351395.53,159073.42,
132,241.8989076791901,5.2753879999999995,,,,,,,,,,,130462.44,1610663.0,356379.22,285992.38,258810.86,228872.84,
147,241.89890834174332,5.962349,,,,,,,,,,,314531.12,397361.34,318291.72,1409367.0,287083.3,262851.7,
531,241.89896057517737,10.536012,,,,43.0,,,,,,,4678534.0,4683926.0,4570532.0,4663717.5,4596702.0,5041547.0,
93,242.17616788212854,4.4237595,,,,,,,,,,,454055.2,476184.34,423925.6,480038.28,483300.25,504428.47,
529,243.89929435985684,10.523197,,,,43.0,,,,,,,5403121.0,6323247.5,6517777.0,6553610.0,6755751.5,6564409.5,
419,243.89932866145858,8.729849,,,,50.0,,,,,,,26420690.0,20319792.0,22048624.0,14672924.0,13773033.0,15627318.0,
263,243.8995207664534,7.337161999999999,,,,,,,,,,,478428.8,73165.37,62500.375,42743.773,358852.88,123518.81,
260,245.89472467013505,7.324787599999999,,,,,,,,,,,76685.266,0.0,0.0,0.0,147436.88,12518.979,
530,245.89479048714298,10.523197,,,,43.0,,,,,,,2113851.0,2414215.0,2484935.5,2501461.5,2476471.0,2501359.0,
418,245.89480368397503,8.727326,,,,50.0,,,,,,,10194107.0,7792976.0,8498430.0,5680209.0,5271789.0,6012013.0,
432,248.89357525745356,8.789702,,,,50.0,,,,,,,4371354.0,11074519.0,11828278.0,8269600.5,5037829.0,7615335.5,
405,248.8935778998789,8.618276,,,,,,,,,,,12497570.0,4106182.2,3943007.5,2318880.0,2358224.0,2021043.0,
504,248.96043502918846,10.274532,,,,2.0,,,,,,,1102679.2,578806.1,513365.12,395372.56,352088.6,391951.1,
484,248.9604369002877,10.162223,,,,,,,,,,,115603.03,38662.59,40620.703,112043.47,47797.504,41204.66,
12,248.96045080150031,0.33608234,,,,9.0,,,,,,,891080.56,707796.6,553374.44,963279.6,969359.3,1034036.3,
67,249.0226928263716,3.4930915999999996,,,,,,,,,,,7400062.5,5759205.5,6348194.0,5698965.0,5614002.0,6057187.0,
408,250.8916787145228,8.635727000000001,,,,,,,,,,,5518471.0,1829081.5,1797804.5,1136388.5,1028378.3,900798.0,
430,250.8916814305084,8.78341,,,,50.0,,,,,,,1943608.5,4849910.0,5199620.5,3645007.5,2225919.8,3392488.5,
538,255.82210744564384,10.630991999999999,,,,,,,,,,,10654.783000000001,43859.344000000005,56789.395,60793.812000000005,135194.53,36575.13,
523,255.82216775688565,10.475358,,,,19.0,,,,,,,270011.22,298294.78,313525.97,294965.47,309278.66,269882.94,
522,257.8191688574361,10.475358,,,,19.0,,,,,,,260834.14,287453.9,303777.44,290398.2,300644.62,259929.69,
25,262.0794773057249,0.37596074,,,,36.0,,,,,,,1093415.4,1281257.4,1659071.2,659109.8,671318.6,723979.0,
90,263.0383410456814,4.2662062999999995,,,,,,,,,,,370760.47,355409.88,336472.12,334334.7,330672.06,347975.78,
24,264.07648079105167,0.37596074,,,,36.0,,,,,,,318567.72,396408.1,486324.88,194423.11,198095.9,214298.83,
60,265.01761743497286,2.8373215,,,,,,,,,,,1848049.0,1851875.9,1840601.8,1788778.2,1767804.5,1947526.1,
62,265.01762217570337,3.1826315,,,,,,,,,,,2998084.0,2651552.5,2750286.8,3243903.8,3214153.5,3461896.0,
150,265.1479058094104,6.0208507,,,,,,,,,,,510514.5,776412.3,432931.3,215177.77,434567.06,580032.0,
111,266.9888450285035,4.7569300000000005,,,,35.0,,,,,,,1636597.2,1497906.2,1466277.5,1532154.0,1368003.4,1691425.6,
112,268.98573800942046,4.7569300000000005,,,,35.0,,,,,,,534256.3,494510.3,472073.7,515641.25,455835.0,568111.9,
51,271.06163640400547,0.8736964,,,,,,,,,,,5137733.0,4801215.5,4666314.0,4884772.0,4656125.0,5095256.5,
45,271.06164979847097,0.39955759999999996,,,,,,,,,,,878287.94,746559.0,685412.1,924435.8,867526.25,925896.7,
219,271.22786588338187,7.0177817,,,,,,,,,,,26276.9,32969.836,27994.75,64508.71,98072.875,107667.586,
153,271.2278753818385,6.0595016,,,,,,,,,,,0.0,0.0,0.0,179300.84,254945.56,326082.88,
244,271.2278808347806,7.2272058,,,,,,,,,,,16963.104,27517.48,23091.701,19309.414,44293.64,110824.055,
163,271.227891949708,6.391958,,,,,,,,,,,0.0,0.0,0.0,202246.3,241514.03,311101.3,
22,272.10828419648993,0.37415943,,,,36.0,,,,,,,763366.44,652354.44,565982.94,841523.7,823041.8,845000.75,
324,281.2485988571368,7.941206,,,,,,,,,,,0.0,0.0,0.0,137909.22,223156.5,400204.72,
92,282.98373563901697,4.3960824,,,,,,,,,,,372839.25,367039.0,356636.1,375756.44,353557.5,397801.0,
42,289.09847189356543,0.38691726,,,,36.0,,,,,,,1055737.8,1033513.94,922253.1,1153654.1,1065534.8,1145056.0,
193,295.2279165751962,6.767580499999999,,,,,,,,,,,0.0,0.0,0.0,420324.03,733403.8,635072.9,
152,297.15301562992533,6.0676417,,,,,,,,,,,406750.53,703972.5,437968.16,110417.33,265969.28,395955.84,
154,297.153021751384,6.143263,,,,,,,,,,,337986.5,491787.62,388312.53,203168.47,234035.16,331055.12,
222,297.24353164779586,7.047611,,,,,,,,,,,0.0,0.0,0.0,32786.95,42907.765999999996,56548.3,
169,297.24355643432324,6.48296,,,,,,,,,,,30689.91,26520.266,29769.15,104478.22,140608.97,184996.92,
175,297.2435707249292,6.608534,,,,,,,,,,,0.0,0.0,0.0,385062.38,588924.56,705437.75,
185,297.2435708933986,6.7067757,,,,,,,,,,,0.0,0.0,0.0,280110.88,388409.72,512959.03,
199,297.24358611045574,6.827331,,,,,,,,,,,0.0,0.0,0.0,36413.973,48204.07,64958.69,
300,299.2591739562267,7.774894000000001,,,,,,,,,,,0.0,0.0,0.0,12159.191,20990.783,96527.62,
288,299.25922874622427,7.6008935,,,,51.0,,,,,,,0.0,0.0,0.0,297108.78,436065.16,517657.3,
180,299.2592401846528,6.676029,,,,28.0,,,,,,,0.0,0.0,0.0,2094375.1,2726822.8,3388781.8,
206,299.25928362558545,6.880636999999999,,,,,,,,,,,5963.6836,5290.9995,0.0,789359.4,1129585.2,1381080.1,
181,300.26258979353616,6.676029,,,,,,,,,,,0.0,0.0,0.0,394256.47,537180.06,635136.06,
13,306.91913022466457,0.34566823,,,,,,,,,,,237205.27,242382.89,234438.72,186581.52,193817.06,190815.86,
82,309.1014179837564,4.019591999999999,,,,,,,,,,,454905.44,417382.06,421868.78,404056.2,392178.34,441297.62,
470,311.16867572936013,9.423801,,,,,,,,,,,188601.4,130673.17,153423.64,76428.63,211513.47,211164.33,
455,311.16869656275475,9.011435,,,,29.0,,,,,,,578948.8,375190.84,373892.12,224110.19,196495.12,225288.6,
489,311.1687068014473,10.19968,,,,,,,,,,,162807.6,148569.52,154710.84,173285.05,191683.5,215316.81,
173,311.16872007585283,6.529219,,,,,,,,,,,1421856.9,1981558.8,1645582.6,996377.56,1040250.3,1737269.8,
178,311.1687228455774,6.637777000000001,,,,,,,,,,,974930.3,1225817.2,1100874.5,769201.5,845185.9,1119345.5,
151,311.22286520301145,6.0250262999999995,,,,,,,,,,,432052.5,400411.72,416165.12,0.0,0.0,0.0,
54,312.9846620559635,2.3480067000000004,,,,,,,,,,,483343.28,449474.34,554324.6,561715.5,438103.03,218778.83,
55,312.98466653996496,2.4469578,,,,,,,,,,,664206.5,634232.25,675047.56,670231.4,611823.4,634447.7,
143,315.2541164596011,5.799426599999999,,,,,,,,,,,0.0,0.0,0.0,66822.36,104149.8,116824.41,
156,315.2541381339849,6.139020400000001,,,,,,,,,,,0.0,0.0,0.0,236347.86,343795.9,427414.44,
149,315.2541381479854,6.013682,,,,,,,,,,,11262.858,15142.001,5673.1357,74739.94,107926.07,115011.51,
505,316.9479502972298,10.274532,,,,2.0,,,,,,,970938.6,554850.0,442332.53,344075.06,326094.44,350349.56,
9,316.9479703315969,0.33428666,,,,9.0,,,,,,,818957.8,614446.4,542259.3,982255.5,1006210.8,1074152.4,
485,316.9479736913682,10.167500500000001,,,,,,,,,,,40109.55,5904.5757,17930.57,51434.29,7159.04,5503.085,
469,325.18432305313803,9.442886999999999,,,,,,,,,,,22911.987999999998,50804.55,37316.77,26891.41,62154.918,101063.88,
456,325.1843479437874,9.008701,,,,,,,,,,,416086.88,183393.33,189877.02,159171.53,111838.32,143837.53,
492,325.18436431288404,10.210014,,,,,,,,,,,121745.02,149583.5,135495.94,154833.58,174655.28,181915.69,
217,325.184365208478,7.037735499999999,,,,,,,,,,,1414982.1,1381738.2,1182744.5,559043.25,249968.67,1551514.4,
245,325.18437481111863,7.2344246,,,,48.0,,,,,,,707378.7,656438.9,586616.8,386909.53,501402.4,771818.06,
252,327.1270419552295,7.300085,,,,,,,,,,,0.0,0.0,0.0,428707.94,579598.2,684717.25,
535,328.9795718683478,10.593083,,,,5.0,,,,,,,490697.4,503216.12,515539.62,442171.1,457513.5,548118.2,
53,328.97958942442307,2.1268344,,,,33.0,,,,,,,1492216.1,1282056.6,1414258.8,1454756.1,1189924.5,1595063.4,
99,341.0486219468355,4.555765,,,,40.0,,,,,,,769819.6,731420.9,720233.25,701846.44,743425.94,816816.8,
37,341.1086066321963,0.38430497,,,,36.0,,,,,,,533972.0,1051133.2,1566164.2,0.0,0.0,0.0,
36,353.1488769263936,0.38321528,,,,36.0,,,,,,,316813.97,254830.05,202224.61,369728.75,353553.8,383708.66,
307,355.1579063165705,7.8379517000000005,,,,8.0,,,,,,,185620.92,59089.965,46117.81,2858076.0,3674641.2,5181977.5,
59,370.9898061700018,2.8019226,,,,,,,,,,,877533.2,869602.5,831568.44,805295.6,803970.94,919898.0,
58,373.0054987534483,2.7089402999999996,,,,,,,,,,,2239492.5,2064097.9,2098639.0,2072115.2,2000419.6,2257010.2,
26,377.0853902067424,0.37711350000000005,,,,36.0,,,,,,,621275.25,1685239.4,3241912.0,0.0,0.0,0.0,
330,379.1792278501182,7.944832300000001,,,,6.0,,,,,,,0.0,0.0,0.0,316152.62,443947.94,614135.0,
331,381.1736645016977,7.944832300000001,,,,6.0,,,,,,,0.0,0.0,0.0,6593789.0,8592809.0,12026891.0,
364,381.1948736974928,8.281892,,,,,,,,,,,0.0,0.0,0.0,125091.016,198975.56,290946.12,
327,383.1776224353284,7.94302,,,,,,,,,,,0.0,0.0,0.0,254442.86,327749.84,487479.2,
370,383.18927289252815,8.281814,,,,,,,,,,,138783.19,104686.17,81722.69,2595960.8,4178555.2,6036727.5,
506,384.935064437929,10.274532,,,,2.0,,,,,,,632618.44,347417.6,288991.9,201405.95,186446.88,214829.25,
6,384.9351153033042,0.33339003,,,,9.0,,,,,,,586775.75,421708.38,362106.25,637488.6,701867.5,692712.7,
35,387.11413311797213,0.38270137,,,,36.0,,,,,,,1943835.8,3678577.0,5516428.5,0.0,12323.204,0.0,
29,389.1258024840188,0.37867942,,,,36.0,,,,,,,861926.9,933477.4,1104089.4,546580.4,575237.25,599286.75,
30,391.1224341528977,0.377784,,,,,,,,,,,241987.19,269172.78,305876.44,138022.36,151875.2,177350.22,
125,396.2154275102236,5.103006,,,,,,,,,,,0.0,0.0,0.0,1713910.9,2769893.5,2768363.8,
120,396.21543785249975,4.989489,,,,,,,,,,,0.0,0.0,0.0,536284.44,775604.8,909457.56,
61,397.005496051086,3.142894,,,,,,,,,,,327510.97,313323.8,290293.94,283622.03,286838.56,328452.97,
126,397.21886084695984,5.1003447,,,,,,,,,,,0.0,0.0,0.0,307468.3,516834.34,515677.44,
121,397.2189528909044,4.992266000000001,,,,,,,,,,,0.0,0.0,0.0,94906.47,131348.61,152305.28,
32,398.1510552865509,0.38137636,,,,36.0,,,,,,,380286.0,303666.56,252367.62,482397.6,460573.9,486494.88,
33,399.15445078591796,0.38137865,,,,36.0,,,,,,,4314323.0,3591499.0,3134008.5,4643071.0,4525162.0,4903829.0,
100,404.04435966316214,4.555765,,,,40.0,,,,,,,455578.47,430917.06,472300.03,442972.72,416306.72,483724.84,
44,404.1043554506973,0.38790846,,,,,,,,,,,325411.88,795882.9,1246152.2,0.0,0.0,0.0,
77,405.0106617596098,3.6181612000000003,,,,44.0,,,,,,,19969106.0,18580204.0,18587698.0,17732686.0,17837680.0,18889106.0,
79,406.01374340650614,3.6184914,,,,,,,,,,,3710374.8,3388360.8,3412423.0,3264432.2,3651887.2,3620992.2,
78,407.00443392426666,3.6181612000000003,,,,44.0,,,,,,,1365502.2,1275976.4,1267675.2,1193888.5,1229078.0,1335789.1,
43,416.1446637273211,0.38872647,,,,36.0,,,,,,,816420.06,443360.7,385416.0,857928.5,943294.25,1006542.1,
88,419.02630125555186,4.1773286,,,,,,,,,,,321818.72,292426.53,285419.25,294482.56,290100.75,327468.75,
64,421.0055239984449,3.309554,,,,,,,,,,,89920.39,80869.58,82386.92,91984.9,75894.35,92237.8,
81,421.0055394070028,3.8598566,,,,,,,,,,,449137.5,372050.88,549863.4,480279.0,452269.94,512986.97,
66,421.0055653225163,3.412178,,,,,,,,,,,2888813.2,2765725.8,2787632.2,2830852.0,2806243.8,3235767.2,
86,421.1866638917466,4.1491795,,,,24.0,,,,,,,7143322.0,6908913.0,7291781.5,804098.2,977752.5,1159734.9,
