"","Filename","NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML","NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML","NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML","NEG_D5-211-C2-a_Run119.mzML","NEG_D5-211-C2-b_Run122.mzML","NEG_D5-211-C2-c_Run125.mzML"
"51","147/271.2278mz/6.51min","38811.418","37512.03","66051.22","34649.72","42071.156","43080.355"
"52","148/311.1686mz/6.54min","156348.81","151854.1","176904.1","1169051.2","1009835.3","968096.3"
"53","149/654.1322mz/6.56min","394565.16","391032.94","351954.7","307096.12","306860.47","313160.38"
"54","150/571.289mz/6.56min","904295.8","1052554.6","793612.4","2211479.5","67132.164","51944.316"
"55","151/291.2mz/6.54min","3345.4172","357237.1","33608.402","0.0","0.0","71938.32"
"56","152/299.259mz/6.61min","98935.83","104150.34","42225.164","42422.273","128401.0","84444.57"
"57","153/311.1686mz/6.64min","1547892.8","1420470.9","1531263.8","846550.5","684435.1","720535.06"
"58","154/718.1449mz/6.66min","335500.06","323824.22","287828.6","242250.25","248599.8","255444.69"
"59","155/291.2mz/6.7min","0.0","383065.0","35170.7","0.0","0.0","62700.125"
"60","156/299.259mz/6.74min","146126.11","94998.1","84303.62","184693.28","106668.05","743261.06"
"61","157/782.1574mz/6.75min","222726.42","220702.92","197190.48","171491.52","171974.02","165348.08"
"62","158/311.1686mz/6.72min","1025905.8","1002933.3","1119045.8","224676.0","174315.73","226920.92"
"63","159/654.1323mz/6.78min","948187.9","916515.94","868030.6","724606.44","464235.9","681030.9"
"64","160/568.3616mz/6.79min","0.0","0.0","0.0","440015.4","344158.4","358519.06"
"65","161/299.259mz/6.83min","391360.9","444463.7","381722.44","430758.72","386643.4","462585.28"
"66","162/846.1698mz/6.83min","131716.23","139503.3","131231.05","130071.81","96357.41","102896.07"
"67","163/718.145mz/6.86min","1043433.44","1007725.9","925504.5","803818.44","760394.0","789020.8"
"68","164/291.2001mz/6.89min","6930.496","378309.38","46061.45","0.0","0.0","0.0"
"69","165/782.1576mz/6.93min","874427.94","833843.1","763492.9","666207.3","646892.06","682069.56"
"70","166/271.2279mz/6.94min","89789.65","89301.0","35324.2","116262.07","113562.734","128958.266"
"71","167/654.1324mz/6.95min","255446.12","237351.8","211918.73","164343.83","168907.42","182620.95"
"72","168/846.1699mz/7.0min","690194.4","636983.75","586957.94","511856.53","493897.88","480843.9"
"73","169/718.145mz/7.02min","488503.66","463638.22","446542.03","331069.62","328300.7","344278.5"
"74","170/782.1576mz/7.09min","569648.3","540491.56","522495.7","406700.66","398491.06","395664.25"
"75","171/325.1842mz/7.12min","153780.34","119658.25","144691.75","1507916.9","1408834.8","1382649.4"
"76","172/846.1699mz/7.14min","511073.56","476029.22","459274.84","437910.06","407262.44","378926.16"
"77","173/271.2279mz/7.15min","1431407.9","1610510.8","975112.25","1551029.1","1415897.2","1510999.8"
"78","174/716.5239mz/7.17min","0.0","0.0","0.0","4218205.5","4593414.5","4817535.0"
"79","175/325.1842mz/7.28min","2131096.5","2035603.8","2225115.8","1116550.4","1099892.1","1105853.6"
"80","176/327.2904mz/7.25min","49892.492","97359.43","36921.676","120877.375","90870.02","128369.18"
"81","177/293.1794mz/7.29min","735747.4","943518.5","1074625.2","0.0","0.0","0.0"
"82","179/782.1575mz/7.31min","47919.246","43359.98","34889.473","31104.357","24157.398","29660.324"
"83","182/129.9757mz/7.37min","1524657.2","1220047.8","1547980.1","1114153.2","984188.7","1091276.4"
"84","184/372.1163mz/7.37min","451424.2","483819.8","522969.47","284230.25","262160.44","305150.28"
"85","185/321.2045mz/7.37min","236019.45","258651.98","349076.25","270820.72","202234.8","151748.39"
"86","187/338.1949mz/7.37min","471503.88","378760.56","528925.9","540197.3","454381.06","475809.66"
"87","189/194.9058mz/7.37min","306840.97","342409.84","383743.3","0.0","6962.125","7886.926"
"88","190/114.9341mz/7.37min","775412.94","878201.0","1005206.0","599543.75","597982.8","626391.56"
"89","191/116.9285mz/7.37min","15537813.0","17655614.0","19481938.0","11557926.0","11517864.0","12157990.0"
"90","193/316.9477mz/7.37min","795290.06","825371.25","863041.1","265236.66","300190.8","336590.97"
"91","194/384.9352mz/7.37min","403357.38","406755.16","427882.4","20042.695","44898.793","93909.18"
"92","195/353.1426mz/7.37min","24609580.0","26378220.0","28063858.0","7062395.5","6657488.5","7534694.5"
"93","196/117.9286mz/7.37min","1816391.6","2054288.6","2226538.5","1337640.6","1319757.5","1395882.4"
"94","197/248.9604mz/7.37min","957737.4","953050.5","1023884.3","411712.47","455287.84","481705.4"
"95","198/253.2173mz/7.37min","976446.44","1171405.6","1498809.5","355960.34","254851.34","302414.3"
"96","199/299.2226mz/7.37min","285794.7","305866.94","431549.38","93758.57","57663.023","62748.242"
"97","201/351.1481mz/7.37min","1239322.5","1324088.0","1407829.5","340718.62","321534.88","360535.8"
"98","202/590.3646mz/7.37min","385792.44","410310.06","462320.3","295527.44","238043.27","252166.73"
"99","204/421.1299mz/7.37min","575269.3","618204.0","687943.56","52837.19","53827.613","64278.914"
"100","205/452.9229mz/7.38min","194633.16","200083.83","307778.9","0.0","0.0","0.0"
