"","PC1","PC2","PC3","PC4","PC5","PC6"
"Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML",-7.707,-6.1457,-0.98233,-3.437,-2.6432,4.3578e-15
"Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML",3.7648,-5.0035,4.6883,-1.6181,3.8256,5.5685e-15
"Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML",6.0501,2.4211,-7.2767,-2.9479,0.82049,4.0853e-15
"POS_TJGIp4_1_Run58.mzML",-5.2489,-0.55176,-2.7494,6.8289,1.687,8.1678e-15
"POS_TJGIp4_2_Run87.mzML",-4.7636,9.4272,3.5984,-1.8947,0.13555,3.0856e-16
"POS_TJGIp4_3_Run182.mzML",7.9045,-0.14733,2.7217,3.0687,-3.8254,-1.301e-15
