"","FC","log2(FC)","raw.pval","-log10(p)"
"3013/558.4149mz/7.44min",2.2647,1.1794,6.4146e-05,4.1928
"2998/570.311mz/7.42min",2.1732,1.1198,0.00035388,3.4511
"3000/588.3214mz/7.43min",2.3182,1.213,0.00042919,3.3674
"564/193.0972mz/2.71min",5.0212,2.328,0.00076474,3.1165
"2869/572.3267mz/7.31min",2.7327,1.4504,0.0013777,2.8609
"2808/556.2954mz/7.24min",2.1164,1.0816,0.0019268,2.7152
"2909/406.31mz/7.34min",2.1845,1.1273,0.0049406,2.3062
"3427/614.3734mz/7.8min",3.4518,1.7874,0.0051262,2.2902
"2887/285.1845mz/7.33min",2.4579,1.2974,0.006157,2.2106
"4706/154.99mz/10.86min",3.8276,1.9365,0.0085387,2.0686
"2945/468.3583mz/7.38min",2.4726,1.306,0.011266,1.9482
"1151/359.6561mz/4.46min",2.0245,1.0176,0.011987,1.9213
"1042/183.1492mz/4.03min",2.0022,1.0016,0.012506,1.9029
"2551/380.1853mz/6.96min",5.5958,2.4844,0.013009,1.8857
"2821/563.2648mz/7.25min",2.8621,1.5171,0.015506,1.8095
"3190/732.4802mz/7.64min",2.4523,1.2941,0.017372,1.7602
"3509/612.3578mz/7.91min",3.0037,1.5868,0.024742,1.6066
"4171/914.5456mz/8.58min",2.3619,1.2399,0.026173,1.5822
"4071/914.5453mz/8.45min",2.5511,1.3511,0.032061,1.494
"2468/632.3921mz/6.85min",2.1051,1.0739,0.033755,1.4717
"1156/612.2489mz/4.48min",2.3955,1.2603,0.036119,1.4423
"1394/213.1386mz/5.25min",2.4821,1.3115,0.037665,1.4241
"3189/391.2991mz/7.68min",2.7107,1.4386,0.038543,1.4141
"738/379.2336mz/3.07min",2.6679,1.4157,0.038616,1.4132
"2116/756.4917mz/6.4min",2.7791,1.4746,0.041774,1.3791
"2072/564.285mz/6.32min",2.521,1.334,0.042001,1.3767
"1669/814.5275mz/5.73min",2.2739,1.1852,0.045548,1.3415
"3349/453.3471mz/7.71min",2.2163,1.1481,0.045926,1.3379
"986/461.2967mz/3.77min",2.4159,1.2725,0.046161,1.3357
"980/377.2544mz/3.77min",3.1394,1.6505,0.047459,1.3237
"3439/453.3471mz/7.79min",2.4534,1.2948,0.048731,1.3122
"1540/312.2893mz/5.53min",2.0483,1.0344,0.049806,1.3027
