"MetaboAnalyst_ID","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp4_1_Run58.mzML","POS_TJGIp4_2_Run87.mzML","POS_TJGIp4_3_Run182.mzML","shared_name"
"389/215.139mz/2.0min",2.6111108023344,2.64599860244868,2.24019871430577,2.65610934699581,2.63781779666848,2.62369403045281,"389"
"396/282.1195mz/2.06min",3.16616720469196,2.96408856650709,3.05885534495672,3.25793477710606,3.08963849360571,3.09976466561176,"396"
"401/209.0922mz/2.07min",2.42383129565224,2.1845460178518,2.03923013707966,2.44509585017587,2.58295978572524,2.50898900804291,"401"
"403/227.1026mz/2.09min",3.18498074204769,2.88694938119564,2.7714072822623,3.0754585412522,3.1409004315067,3.13003664306086,"403"
"405/249.0845mz/2.09min",2.03480309049001,2.03527884552924,2.00323906999525,1.83403553209455,2.07967448789864,2.23650252127932,"405"
"406/220.118mz/2.11min",3.03907082210299,2.89518939904307,2.85793877238123,3.16119907180772,2.99496063704412,3.01064241062745,"406"
"407/242.0998mz/2.11min",2.64222421148395,2.46236934877043,2.42083474804683,2.7558277079186,2.55740641499699,2.57357928465925,"407"
"409/232.1543mz/2.11min",2.85624448403917,2.70285823472304,2.94688419248234,3.11925828039769,2.92069860953578,3.00008299709181,"409"
"414/185.0784mz/2.16min",2.2939498630122,2.12965230190587,2.30721749984447,2.48285450073111,2.21668707346588,2.44768402772133,"414"
"417/228.1343mz/2.18min",2.01765239553565,2.08149347209184,2.04132709980681,2.19807746877286,2.21839807076981,2.26129659480672,"417"
"418/242.1862mz/2.19min",2.99293749358567,2.92264657782054,2.93908885304889,3.11028317247825,3.10427958046826,3.10910950336445,"418"
"421/188.0706mz/2.21min",2.24392577265054,2.32773110103483,1.97490878426271,2.29196628282336,2.27243347446632,2.29899520015662,"421"
"422/205.0972mz/2.21min",2.10476825778811,2.22129603616618,1.89528118408971,2.1695067058057,2.18141076362278,2.23607139098123,"422"
"423/113.0597mz/2.22min",2.36987800921241,2.01053748211007,1.54002157772314,2.47078044070811,2.38848407041486,2.50887215973522,"423"
"424/217.1047mz/2.21min",2.5901545205726,2.26958766610953,2.38966284071887,1.70560016802019,2.3774582181264,2.28932263605192,"424"
"429/245.1495mz/2.25min",2.2819833476543,2.06178135878751,1.865490108864,2.43067162072905,2.12244157033529,2.04529998246218,"429"
"430/267.1316mz/2.25min",2.41100993909765,2.15954997708641,1.958917000058,2.53824473430805,2.34217373335035,2.28152351369765,"430"
"432/215.1391mz/2.26min",2.3472433312216,2.33488637582096,2.28164880883033,2.42692479722655,2.41021521619886,2.45831492980205,"432"
"434/285.1345mz/2.27min",1.99956913403323,1.98362283823487,1.96566883208358,2.14143330325445,2.09654964421167,2.13098631884573,"434"
"435/270.1923mz/2.28min",2.89525451535315,2.83922821342706,2.78868657334993,2.98378349771099,2.90162336522518,2.90222804396936,"435"
"436/231.1702mz/2.29min",2.94993209812532,3.00591265900994,2.57168313970134,3.0620853839302,2.98078102337633,2.91819287180797,"436"
"438/276.1317mz/2.3min",2.13553624199675,2.15932790059828,1.85076465474055,2.29927332826781,2.06158784538977,2.12692140034735,"438"
"439/254.1498mz/2.3min",2.30893876068359,2.12589578133924,2.07547642216089,2.38506307604911,2.22301900314566,2.16174339422277,"439"
"445/195.1129mz/2.33min",3.00088373464265,2.98875784779287,2.95877645296524,3.06982657628935,3.00156832683653,3.08062513165885,"445"
"448/171.1128mz/2.34min",2.92574202926529,2.92126610587894,2.8989956930314,2.99156542124072,3.00499537273955,2.93435101330462,"448"
"451/116.0706mz/2.34min",2.34284331792013,2.37714497344256,1.96712750541632,2.43549298335769,2.37061655115584,2.31463682233758,"451"
"452/86.0965mz/2.35min",1.79569672707464,2.28891023125175,1.86179628137672,2.30975039725643,2.27116436440468,2.30637103716424,"452"
"453/146.0601mz/2.35min",3.13112702078738,3.22393608117036,2.9702298973226,3.09623870909399,3.02532220400566,3.04072827035365,"453"
"454/146.1175mz/2.35min",2.7662012539471,2.64784679239761,2.68069544243796,2.89417381450773,2.88063648624823,2.92718077613447,"454"
"456/147.0633mz/2.35min",2.09439772682311,2.18656989050043,1.90346236331457,2.04838241534243,1.96928919200359,1.96008047430281,"456"
"457/229.1185mz/2.36min",2.78960575382463,2.68642513656379,2.61164654460825,2.8520094676817,2.75586750819217,2.74014470542083,"457"
