"","PC1","PC2","PC3","PC4","PC5","PC6"
"130/156.0666mz/2.06min",-4.8784e-05,0.00017197,0.017283,-0.084617,0.011118,-0.17909
"131/378.1338mz/2.1min",-0.0031064,0.0047067,-0.0040253,-0.059609,0.0054,-0.037171
"133/328.9796mz/2.12min",-0.0083469,-0.0025928,-0.0030562,0.010364,-0.021822,0.31849
"134/117.0558mz/2.12min",0.024352,-0.0059587,-0.01889,-0.03921,0.018588,0.065965
"135/288.0725mz/2.17min",0.040489,-0.0014166,-0.064245,-0.050196,0.02897,0.089995
"136/322.0603mz/2.29min",0.033138,0.019636,-0.084496,-0.14527,0.022982,0.06054
"138/290.0882mz/2.33min",0.038325,-0.00017641,-0.028316,-0.058544,0.039458,0.039401
"142/129.0558mz/2.44min",0.093591,-0.034208,-0.092009,-0.010732,0.062359,0.082383
"144/237.0881mz/2.52min",-0.0082977,0.0044836,0.0024666,-0.052883,0.033795,-0.082908
"146/175.0612mz/2.52min",0.031286,-0.0055223,-0.018208,-0.039542,0.00066974,0.077179
"148/407.1206mz/2.6min",-0.0051146,-0.003395,-0.00036934,-0.048538,0.0090415,0.039432
"149/373.0055mz/2.7min",-0.0041244,-0.00050419,-0.011591,0.016183,0.014701,-0.083373
"150/178.0509mz/2.72min",-0.0095174,0.012761,0.014917,-0.068809,-0.020902,-0.00013848
"151/298.0933mz/2.72min",-0.009791,0.010743,0.014692,-0.064818,-0.027938,-0.042048
"154/304.1038mz/2.77min",0.035552,0.00092582,-0.029485,-0.064276,0.038711,-0.006754
"157/370.9898mz/2.77min",-0.018145,0.036561,-0.0093317,-0.0043278,-0.0082137,0.066903
"159/157.0506mz/2.8min",0.030338,-0.0062103,-0.024229,-0.038491,-0.0050529,-0.12544
"160/136.0404mz/2.83min",0.01395,0.0047977,-0.0015229,-0.077518,0.016324,-0.048019
"161/265.0176mz/2.83min",-0.0053091,-0.0028551,-0.0060432,0.012457,0.012926,-0.041569
"166/131.0714mz/2.93min",0.019517,4.8781e-05,-0.012733,-0.048731,0.019734,0.039517
"168/389.1564mz/2.95min",0.038654,0.00063577,-0.028933,-0.073994,0.036739,0.035751
"171/338.0883mz/2.98min",0.038402,0.0011157,-0.028733,-0.061341,0.036167,-0.090737
"174/310.0569mz/3.0min",0.034731,0.0013878,-0.028734,-0.055207,0.024431,-0.0034293
