"","filter","2024_NEG_Y-EV_1_CTRL_Run89.mzML","2024_NEG_Y-EV_2_CTRL_Run118.mzML","2024_NEG_Y-EV_3_CTRL_Run139.mzML","2024_NEG_Y-p11_1_Run98.mzML","2024_NEG_Y-p11_2_Run127.mzML","2024_NEG_Y-p11_3_Run151.mzML"
"442/100.9337mz/8.26min",1405938,1087178.4,2047086.9,666276.5,1294468.4,2163823,1517407.6
"444/754.4642mz/8.26min",101206.385,198487.38,77365.33,34776.16,71400.17,125047.44,127952.54
"446/144.9235mz/8.27min",3421719.65,2788523.2,2883870.5,2872249.8,3959568.8,6003986.5,10080923
"447/134.8947mz/8.28min",1466424.45,3362314.5,1365443.9,991368.3,960466.06,1567405,2104155.2
"448/115.9208mz/8.28min",7277025.75,1783379.1,10993412,2740897.8,7207820.5,7346231,12169221
"449/161.9136mz/8.28min",247087.025,1077415.6,196865.73,144753.62,202441.33,291732.72,440079.3
"450/686.4768mz/8.29min",5267567.75,6603793,6302232,5540009,4036871,4815158,4995126.5
"451/749.4724mz/8.35min",930822.3,2876658.5,1986049.9,496903.16,368597.75,1034362.2,827282.4
"452/100.9337mz/8.42min",1092130.8,990398.2,1760342.1,874049.56,1460312.8,607093.7,1193863.4
"454/161.9136mz/8.41min",411319.455,691550.6,425187.38,125479.01,169811.6,494296.9,397451.53
"455/186.9706mz/8.41min",582871.5,1899462.2,553320.6,488940.22,460641.2,612422.4,613173.5
"456/132.8679mz/8.46min",116834.465,75139.33,142024.44,156024.1,55716.426,211629.94,91644.49
"457/144.9235mz/8.42min",1854124.9,2331105,1792110.6,1171282,1436829.8,1936286.4,1916139.2
"458/134.8947mz/8.41min",1389483.15,2330416,1374920.5,583123.6,493105.12,1404045.8,1546802.9
"459/115.9208mz/8.44min",2279823.85,2218319.2,3052021.8,2199949,2341328.5,1794363,3126146.8
"460/489.2775mz/8.44min",35370.634,35370.634,35370.634,459246.28,176853.17,35370.634,35370.634
"461/100.9337mz/8.45min",432052.575,371033.4,313244.03,525567.06,377242.12,486863.03,1678194.2
"462/489.2775mz/8.63min",244028.36,193800.17,260265.17,313777.22,226767.5,272461,227791.55
"463/245.8948mz/8.71min",1049206.5,3817627.5,718980.5,143796.1,143796.1,1424210.2,1379432.5
"464/243.8993mz/8.71min",2780776.3,9907516,1905565.6,106486.266,230262.06,3738656.5,3655987
"465/223.8723mz/8.73min",1886686.85,2969693.2,1565024.5,222510.9,225306.34,2208349.2,2314399.2
"466/221.8746mz/8.74min",2615886.5,4116407.2,2206743.2,329957.6,320469.16,3025029.8,3167508.2
"467/186.9057mz/8.74min",2794548,4199124,2605403,570348.25,1544388.6,3098379.5,2983693
"468/248.8936mz/8.74min",3163640.6,7127003,2598794,29714.27,292399.25,3825988.2,3728487.2
"469/250.8917mz/8.72min",1160594.6,3164954.8,710769,17483.238,89986.42,1675024.1,1610420.2
"470/146.9659mz/8.77min",6766988.5,8647813,6455144.5,2955383,2515814.5,7334022,7078832.5
"471/188.9039mz/8.74min",688905.28,1836061.1,638194.56,307394,367568.56,806298.6,739616
"472/100.9337mz/8.84min",456054.02,470727.16,398919.56,2992499.5,747991.1,441380.88,154554.1
"473/115.9208mz/8.85min",2119111,1795836,4090532,2210915.5,2027306.5,965027,4031345.2
"474/89.0244mz/8.98min",1589607.25,623249.25,1553249.5,1799351.2,1831151,769093.25,1625965
"475/186.9706mz/8.97min",117023.205,469572.8,94405.53,9125.249,14003.084,139640.88,176270.94
"476/146.9659mz/9.0min",972736.025,1252229.8,693242.25,529836.2,529410.3,3091843.8,3356221
"477/325.1843mz/9.03min",211891.33,407907.78,153982.66,66758.04,80925.164,280666.03,269800
"478/311.1687mz/9.03min",421783.985,458654.62,474588.28,151949.39,397017.3,436382.94,407185.03
"479/686.4768mz/9.03min",78234.23,203047.94,139345.5,58732.035,22062.918,76374.03,80094.43
"482/544.4161mz/9.14min",911832.5,1027976.94,1218720.8,909649.75,565845.75,914015.25,787629
"483/544.4161mz/9.3min",22619.43,30645.332,34050.973,21854.69,2416.5375,23384.17,12082.6875
"484/411.3841mz/9.38min",695061.2,905600.5,1134214.9,698695.9,462843.22,691426.5,521162.5
"485/89.0244mz/9.81min",1287668.95,5976888,1282842.1,1273370.5,1257774.9,1292495.8,1322698.5
"486/89.0244mz/9.96min",6292966,1218029.8,6460971.5,6124960.5,6579865.5,6581472,1291807.4
"487/100.9337mz/10.22min",906259.6,1448070.4,333885.62,587081.5,999884.4,812634.8,1364984.2
"488/325.1843mz/10.22min",97494.097,95049.414,90886.95,127244.08,146643.89,99938.78,72167.69
"489/144.9235mz/10.22min",2133441.9,2468152.5,2186462,1817820.1,1960683.4,2233494.8,2080421.8
"490/311.1687mz/10.21min",136976.72,76688.695,157923.16,190894.34,210563.14,93311.91,116030.28
"491/115.9208mz/10.22min",3817803.15,4106015,3961647.5,3673958.8,3525862.2,3974944.2,3522428
"492/673.4813mz/10.24min",254839.04,32996.4,211843.52,297834.56,582906.94,308278.38,164982
"498/833.5186mz/10.26min",720015.2275,3727.2836,73217.055,1453205.1,18636.418,2416087.5,1366813.4
"500/835.5339mz/10.26min",4546881,113073.66,5299835,5535818.5,13901305,3793927,565368.3
"501/863.564mz/10.26min",815845.9,2710.4022,2464543,487551.6,13552.011,1474065.2,1144140.2
"502/807.5031mz/10.26min",913403.1,9909.1124,49545.562,3862098.2,2088957,799774.7,1027031.5
"503/754.4641mz/10.28min",282484.325,966270,277298.9,66188.42,21861.678,287669.75,309374.75
"504/686.4769mz/10.27min",1574620,6916424,1770916.9,1378323.1,388177.9,1262635.4,3328814.8
"505/112.9857mz/10.28min",3527683.6,3818942.2,3771856,1897721.2,1329734.4,3676478,3378889.2
"506/758.4979mz/10.3min",95615.12,95615.12,95615.12,815347.06,478075.6,95615.12,95615.12
"507/116.9286mz/10.36min",1625496.5,1693864.1,1620666.6,1367544.5,1314311.9,1707224.4,1630326.4
"508/776.5451mz/10.39min",858702.6,858702.6,858702.6,5069826,4293513,858702.6,858702.6
"509/804.5758mz/10.4min",1701166.65,216149.12,2214199,1193223.5,1080745.6,2548836.5,2209109.8
"510/160.842mz/10.44min",284936.275,282082.25,287790.3,161181.33,214358.48,293591.06,295007.34
"511/199.805mz/10.44min",229530.585,215758.5,243302.67,141607.19,136859.56,315133.88,333222.7
"512/162.839mz/10.44min",282852.325,279924.75,285779.9,159814.95,200748.5,294026.5,301740.06
"513/195.8109mz/10.44min",399586.1,374551.5,424620.7,352871.8,204626.3,538815.8,615402.3
"514/197.8079mz/10.44min",546625.52,503374.1,589876.94,304198.44,383803.94,736595.75,799409.06
"515/255.8222mz/10.44min",310825.72,326901.88,294749.56,24761.066,58190.023,352339.1,372551.16
"516/257.8192mz/10.44min",300131.2,315060.5,285201.9,54242.117,75219.22,340642.47,392168.22
"517/187.861mz/10.48min",758233.075,454903.53,941019,289349.16,585181.4,931284.75,990127.9
"518/243.8993mz/10.49min",7323225.25,7453913,8137977,7319117,7217980,7151247.5,7327333.5
"519/245.8948mz/10.49min",2806083,2530920.2,3125082,2783030.5,2877159.2,2749411,2829135.5
"520/214.88mz/10.51min",2707287.85,2486789.5,2710750.2,3068332.2,3057820.8,2703825.5,2681081.5
"521/241.899mz/10.52min",4490711.5,4835767.5,4514197,4094301.8,4673470,4467226,4369073
"522/132.8679mz/10.48min",852662.725,781053.2,286843.28,1317733,1024501.75,403495.4,924272.25
"525/328.9796mz/10.55min",269266.35,277631.22,225123.66,212243.66,260901.48,320828.8,303596.72
"530/96.9601mz/10.62min",6090715.75,8486505,3694926.5,8677302,2710460.2,1356466.4,8947462
"531/128.0353mz/10.62min",2376255.3,2201193,2937577.5,3250581.8,2029580.1,2527084.8,2225425.8
