"","Filename","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-211-C4-a_Run181.mzML","POS_D5-211-C4-b_Run184.mzML","POS_D5-211-C4-c_Run187.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","30/217.1048mz/2.24min","873157.44","1119584.6","874888.25","1343361.4","960376.25","1024475.8"
"3","31/140.0683mz/2.43min","43240.918","77680.5","86683.18","81337.05","76133.36","61839.53"
"4","32/316.2116mz/2.52min","378905.0","172567.9","192132.47","145172.6","39348.89","13114.0205"
"5","33/316.2116mz/2.67min","483951.94","316461.5","108783.01","270976.94","83129.195","59131.586"
"6","34/89.0598mz/2.74min","1227202.5","453200.8","361792.6","1349534.2","480765.53","350682.2"
"7","35/272.1855mz/2.74min","457010.9","316054.78","286595.44","269186.53","153962.55","67224.625"
"8","36/217.1071mz/2.8min","302399.5","251867.11","562677.25","201435.47","206939.5","171718.53"
"9","37/257.0995mz/2.8min","635531.0","551323.1","1194898.0","668852.8","535928.5","594826.4"
"10","38/120.0445mz/2.83min","2561646.0","2504766.0","2225040.0","1816323.2","1747241.2","2145907.0"
"11","39/138.0551mz/2.83min","729429.0","699165.94","635383.44","554544.0","518518.12","644262.44"
"12","40/171.0992mz/2.86min","490318.56","465511.38","267178.84","2902201.0","2862992.5","2617547.8"
"13","42/345.1518mz/3.13min","252543.84","184725.34","539637.94","184333.1","154999.4","164241.61"
"14","43/212.1258mz/3.19min","538042.2","523679.94","545192.94","684126.94","717701.25","709725.2"
"15","44/194.1153mz/3.19min","5550690.0","5608868.5","5752086.5","7134885.0","7203201.5","7118537.0"
"16","45/172.1333mz/3.19min","1050209.2","1000862.06","1013033.6","1208850.9","1223413.5","1149928.5"
"17","47/239.089mz/3.35min","585025.5","621064.56","785703.9","736321.06","1340444.8","654993.3"
"18","48/219.0571mz/3.52min","472468.16","704063.7","571939.8","475548.84","658626.94","422532.34"
"19","49/233.0726mz/3.55min","111962.734","61915.23","174515.22","108887.52","52644.004","90531.82"
"20","50/255.0545mz/3.56min","103437.08","40652.473","154486.44","129714.82","75440.35","106446.89"
"21","51/385.1466mz/3.65min","311265.3","259329.77","648033.3","401148.72","321852.34","298493.5"
"22","52/201.0597mz/3.65min","183206.77","150574.69","383144.03","264318.9","201905.22","180691.2"
"23","53/217.1072mz/3.66min","123977.27","96024.46","165238.33","151387.22","118903.805","107172.86"
