"","filter","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-211-C4-a_Run181.mzML","POS_D5-211-C4-b_Run184.mzML","POS_D5-211-C4-c_Run187.mzML"
"98/250.1777mz/4.82min",530146.01,560718.4,393789.3,574866.4,688148.4,421121.88,499573.62
"99/270.1464mz/4.85min",494821.53,496937.72,353035.2,666895.4,541048.7,269513.2,492705.34
"100/470.1852mz/4.9min",47577.2335,47850.35,41782.254,58176.324,47304.117,36014.26,51812.02
"101/448.2032mz/4.9min",96623.005,95138.88,83090.31,121074.984,105459.48,85070.73,98107.13
"103/272.2583mz/5.15min",330591.525,187945.6,198759.75,187495.86,462423.3,511783.62,472667.12
"104/300.2895mz/5.2min",105588.345,45915.094,24881.229,57127.92,154048.77,158159.98,161488.36
"105/344.1302mz/5.23min",712787.33,716908.6,616682.4,1003180.8,810041.44,708666.06,657394.5
"106/649.3064mz/5.23min",1012498.67,1071198.9,881551.06,1451975.6,1089949.2,953798.44,870963.2
"107/666.3331mz/5.23min",716196.095,998123.44,802883.44,1186714.6,629508.75,545612.5,465850.7
"108/671.2885mz/5.24min",10284525.5,10904982,9207097,13314125,10746614,9822437,9135185
"109/318.3001mz/5.24min",2407229.9,2385896,2681978.2,2260510,2320783.8,2780576.5,2428563.8
"112/203.0621mz/5.28min",329398.22,368459.94,289328.8,399944.6,320455.34,276877.25,338341.1
"113/298.2739mz/5.3min",764879.03,593503.06,598996.5,555201.94,935512.2,1006730.94,930761.56
"115/338.2663mz/5.39min",317753.7,171246.66,188109.28,177548.64,470186.6,473229.94,447398.12
"116/256.2998mz/5.42min",8918671.5,11307937,11312143,11063268,6737276.5,6774075,6637900.5
"117/264.0921mz/5.43min",473855.515,458984.72,398626.7,472174.56,513312.38,475536.47,559412.75
"118/917.3813mz/5.43min",702260.67,682053.44,563541.94,722467.9,740157,598561.8,742958.44
"119/284.6054mz/5.43min",619992.175,601384.6,552727.4,640882.44,638599.75,554491.94,657503.25
"120/448.2034mz/5.43min",6356313.75,7044495.5,6236443.5,7188043,6309626,5563557,6403001.5
"121/470.1854mz/5.43min",12833180,12976840,11808889,13135237,12689520,11787634,13364556
"122/304.2997mz/5.46min",600713.4,420237.8,1600779.4,781189,827229.56,74696.5,144157.86
"123/302.3052mz/5.48min",4569088.5,4338535,4959930,3558313.5,3859949.8,4905222,4799642
"124/284.2947mz/5.48min",130279.0125,122752.555,143970.66,93965.07,101274.97,138507.31,137805.47
"125/303.3086mz/5.48min",877154.92,842388.94,950029.44,679248.75,743514.94,925326.56,911920.9
"127/338.2663mz/5.47min",261050.29,146732.7,110998.414,136945.6,375367.88,410318.38,407888.12
"128/437.1931mz/5.58min",1980327.85,2009082.9,2349523.8,2140853.8,1951572.8,1470962.4,1164390.8
"129/322.2714mz/5.58min",466648.665,458712.03,531342.1,355391,369258.6,496778.5,474585.3
"130/300.2897mz/5.58min",23775301,23287200,25048578,17675370,20654082,24309348,24263402
"131/301.293mz/5.58min",4552775.5,4454136,4775540,3390749.5,3895942.2,4651415,4827496.5
"133/195.1017mz/5.61min",800630.85,763165.75,753661,792258.3,833531.7,809003.4,824468.3
"134/344.3157mz/5.61min",1776124.7,1565503.1,1719950.9,1235153.4,1832298.5,2253528.5,2079729.4
"135/330.3364mz/5.63min",8972.82425,3498.901,42388.24,3609.3215,71852.99,14336.327,699.7802
"136/347.3347mz/5.66min",678627.58,972210.75,1045634.9,693086.06,535726.44,664169.1,630365.56
"137/346.3314mz/5.66min",3630631,4567720,4998122.5,4014102.8,2669860.2,3247159.2,3036115.2
"138/105.0335mz/5.67min",1786397.05,1846915,2467678.5,2597630.5,1609863.9,1725879.1,1455588.9
"139/225.091mz/5.67min",1785235.15,1899133.2,2506728.2,2575933.2,1537080.5,1671337.1,1465521.9
"140/279.0992mz/5.67min",14970316,15139993,19929360,20734506,13532182,14800639,13130378
"141/320.1255mz/5.67min",1812398.9,1905326.9,2570896.2,2744408.2,1571505.5,1719470.9,1530428.4
"142/535.2088mz/5.67min",516919.77,541581.44,869413.3,919714.56,416894.1,492258.1,390659.2
"143/118.0651mz/5.67min",777191.56,832281.06,1088992.5,1140044.9,670821.6,722102.06,643961.56
"144/211.0754mz/5.67min",1102968.95,1131671.8,1541299.8,1620104.2,1023624.1,1074266.1,925004.2
"146/887.3879mz/5.68min",1174418.55,1196454.2,1040328.06,1421480.6,1272184.5,1099442,1152382.9
"147/377.1662mz/5.72min",1279436.3,1376944.8,1170561.6,1339226.5,1265739.8,1073130.4,1293132.8
"148/399.1482mz/5.72min",3252200.35,3258261.8,2931925,3253686.2,3250714.5,2862609,3358451.5
"149/284.2947mz/5.75min",599526.25,577704.06,687102.5,558324.5,580413.56,670448.6,618638.94
"150/344.3157mz/5.77min",610205.4,676021.5,770903.5,717970.06,379949.25,543090.7,544389.3
"151/314.3051mz/5.79min",381182.64,476036.06,518330.34,406002.38,270466.97,329747.88,356362.9
"152/402.3574mz/5.81min",79283.299,139989.27,311782.38,359235.12,3837.2695,18577.328,767.4539
"153/517.2518mz/5.81min",556851.275,538624.25,740317.6,575078.3,461428.53,635493.3,421549.28
"154/339.1119mz/5.83min",583725.98,547895.56,725215.44,619556.4,509762.6,682886.94,513827.25
"155/147.0805mz/5.83min",231140.5,233216.47,295731.25,255060.53,169451.67,229064.53,170643.3
"156/332.331mz/5.88min",261710.525,179873.08,678632.56,343547.97,410866.5,31044.217,63744.637
"157/631.3268mz/5.88min",1046437.35,1050586.8,821282.8,1042287.9,1110731,777656.56,1151918.4
"158/330.3365mz/5.89min",1034517.15,1416246.5,1549509.8,1088510.6,783267.5,980523.7,941930.25
"159/371.1169mz/5.91min",120642.96,120014.67,84054.51,121271.25,130750.43,108785.79,124228.88
"161/291.0779mz/5.95min",464427.795,478262.47,501012.03,493525.06,431144.84,450593.12,424616.2
"162/449.1848mz/5.95min",549181.6,517060.9,571628.44,560082.3,536298.56,580240.25,538280.9
"164/400.1798mz/5.99min",367218.95,391462.44,288788.03,393096.47,353793.56,273401,380644.34
"165/328.3209mz/5.99min",9756090.5,12168890,12757800,10163997,7914601.5,9348184,9341726
"166/337.1713mz/5.99min",2528747.35,2623870,1889774.9,2594750.2,2462744.5,1864825.8,2606208.2
"167/359.1533mz/5.99min",1611718.6,1600124.2,1198200.2,1627965.5,1623313,1273970,1742285.9
"168/629.311mz/5.99min",434730.3,434086.2,271733.2,435374.4,455016.16,314233.4,487244.03
"169/359.2402mz/6.0min",946034.525,775073,949466.8,942602.25,1080699,971760.25,914885.4
"170/354.2848mz/6.01min",373132.735,389500.53,460759.3,445157.3,356764.94,301117.44,289428.1
"171/563.2382mz/6.01min",370085.62,384757.25,374614.94,464846.44,361621.56,365556.3,346523.3
"172/372.3471mz/6.04min",3119490.35,3556494.8,3996401.8,2820518.8,2508681.2,3263449.5,2975531.2
"173/532.2586mz/6.07min",512350.285,517858.97,339406.1,506841.6,573249.6,390205.72,600108.8
"174/394.1927mz/6.1min",292412.06,140009.22,282446.62,251735.17,339181.9,489818.88,302377.5
"176/235.0712mz/6.1min",513197.75,478825.16,755374.6,515278.03,508350.28,789766.75,511117.47
"178/119.0856mz/6.1min",1399280,1330526.4,2233152.8,1468033.6,978822.9,1728748.8,1019007
"179/147.0806mz/6.1min",21499506,20449328,33783200,22549684,15956286,27151930,16366123
"180/165.0911mz/6.1min",1110737.5,1058426,1798361.6,1163049,855734.6,1451369,843312.3
"181/244.0766mz/6.1min",564979.8,497848.2,913132.8,605505.1,524454.5,920183.25,514523.62
"182/349.1351mz/6.1min",5804799.5,5556000,9163973,6053599,4726753.5,7927630.5,4631423
"183/697.2629mz/6.1min",996637.33,882939.06,2269270.2,1110335.6,578163.7,1459885.9,594031.5
"184/255.5845mz/6.1min",828303.425,744731.94,1270634.2,886366.75,761151.75,1238146.9,770240.1
"185/148.0838mz/6.1min",2243186.6,2128045.2,3483126,2358328,1664323.1,2796362.8,1751724.6
"186/219.057mz/6.1min",692246.075,647338.25,1139331.4,737153.9,606763.56,1054793.1,628721.3
"187/371.1171mz/6.1min",27850026,26425906,38862788,29274146,24719248,36924716,25593876
"188/372.1203mz/6.1min",6676133.25,6319610.5,9259321,7032656,5926715.5,8776235,6108313.5
"189/719.245mz/6.1min",6210018.25,5666258,10464346,6753778.5,5029814.5,9428232,5155868.5
"190/388.6216mz/6.1min",122885.675,101973.68,290964.75,143797.67,94455.78,277585.72,87921.54
"191/412.1434mz/6.1min",778151.575,703571.25,1128885.2,852731.9,574416.44,894105.44,590175.4
"192/312.3259mz/6.16min",371326.53,415140.75,454608.84,374668.06,325989.06,367985,326338.66
"193/532.2585mz/6.16min",595698.62,607117.8,405210.72,584279.44,689409.6,448047.06,724959
"194/313.2348mz/6.19min",2015171.5,1839281.8,1805279.5,2191061.2,2625000.2,1793195.5,2310518.8
"196/430.3887mz/6.21min",88607.075,127621.22,275812.16,356671.38,3550.9153,49592.93,710.18306
"198/357.2609mz/6.22min",2253832.3,1521307.1,2144841,2540760.8,2351869.5,2265265.8,2242398.8
"200/480.3082mz/6.22min",331071.04,322152.88,407095.1,475879.5,248111.64,339989.2,305906.9
"201/318.2402mz/6.24min",619833.295,389548.97,387207.44,473779.84,812753.56,765886.75,813205.4
"202/401.2871mz/6.24min",1635970.6,1438889.8,1517338.9,1878982.4,1707249.4,1635102.4,1636838.8
"203/629.311mz/6.24min",410306.23,411784.16,248855.86,408828.3,440771.94,299046.78,486615.75
"204/445.3132mz/6.25min",836073.98,618542.56,671589,1103891.2,1038974.4,980052.4,692095.56
"205/671.288mz/6.25min",222160.03,219836.03,233972.44,249598.16,209853.81,210706.75,224484.03
"206/385.1325mz/6.27min",247274.455,214629.77,622317.56,215233.44,279315.47,451029.78,195825.88
"207/255.2431mz/6.3min",935695.35,816054.1,1000481.7,987189.6,1035545.75,884201.1,866173.25
"208/220.1122mz/6.3min",1358347.4,1028722.6,1579625.2,1622712.4,1278962.9,1310799.6,1405895.2
"209/338.2663mz/6.32min",79375.501,47168.062,190405.72,160867.53,111582.94,5439.5204,27197.602
"210/359.1532mz/6.34min",72064.855,75712.38,51562.074,72971.52,71158.19,51178.996,75271.164
"211/337.1713mz/6.34min",128628.1975,136896.73,94422.586,135945.48,129472.09,78070.984,127784.305
"212/433.1901mz/6.37min",4413516,4424338,3802599,4402694,4652649,3673088.5,4545572.5
"213/411.208mz/6.37min",455740.515,455104.47,372749.9,456376.56,486547.47,347271.47,461553.8
"214/275.0831mz/6.37min",1470681.55,1517280,1233435.2,1469369.2,1495751.9,1126037.6,1471993.9
"215/431.1744mz/6.43min",406405.985,415688.78,393628,444809.7,401625.97,375305.25,411186
"216/335.1252mz/6.56min",335138.5,550699.2,348793.7,378734.2,299059.16,306162.22,321483.3
"217/431.1743mz/6.6min",612032.025,599387.9,586587.75,612249.75,691124.06,611814.3,657486.4
"218/409.1924mz/6.6min",1042768.6,1062406.1,1023131.1,1065341.4,1083828,924482.44,1008293.7
"219/472.2009mz/6.6min",410930.57,411560.8,409901.12,430027.25,437134.66,338678.7,410300.34
"221/298.2739mz/6.64min",94690.1025,121940.21,150057.56,97908.4,74162.58,91471.805,81712.77
"222/228.2323mz/6.65min",625545.5,358535.2,374012.6,388447.1,885568.2,885624.2,862643.9
"223/301.1409mz/6.65min",1635062.1,1792187.2,1599049.6,1671074.6,1478079,1544865.1,1701096.2
"225/342.2426mz/6.77min",495116.165,441377.4,608914.44,399880.12,528607.8,621984.7,461624.53
"227/283.2631mz/6.83min",120380.245,113243.58,148907.88,127692.81,114828.58,125931.91,110500.46
"228/577.3611mz/6.86min",1076785.2,1099165.6,798815.75,1054404.8,1244520,851619.25,1222190.2
"230/255.2318mz/6.97min",165010.325,106372.5,163349.73,220949.2,152733.19,175123.12,166670.92
"231/337.2347mz/6.97min",388747.6,285232.38,402534.3,547119.1,346457.1,398954.3,378540.9
"232/237.2213mz/6.97min",121951.29,64129.83,143574.7,192841.34,88710.195,148884.62,100327.88
"236/300.2896mz/7.08min",127861.99,140802.33,199502.31,130383.89,100416.35,125340.09,111919.375
"238/649.4494mz/7.08min",218330.77,162212.48,329316.28,313677.72,274449.06,89113.48,121416.61
"239/605.4232mz/7.09min",283205.21,216554.72,424936.44,397836.62,349855.7,124043.516,174953.34
"240/341.2661mz/7.09min",397999.955,324116.12,538096.3,477364.78,391847.94,352722.53,404151.97
"241/395.2191mz/7.09min",279346.42,234889.4,292170.84,298131.25,266599.44,292093.4,251155.84
"242/561.397mz/7.1min",332786.03,262653.78,500088.03,461249,402918.28,149515.14,200459.38
"243/517.3709mz/7.1min",344387.095,284214.75,526698.3,470688.94,404559.44,173166.42,220207.3
"244/385.2922mz/7.1min",343793.66,316618.78,521795.2,446131.72,358482.62,303275.97,329104.7
"245/429.3183mz/7.1min",407795.89,365406.06,680825.06,580839.56,450185.72,241941.42,300969
"246/473.3446mz/7.1min",359359.62,316103.9,593680.44,494354.88,402615.34,186676.05,240104.03
"248/478.2926mz/7.17min",1015501.25,998251.8,825215.6,1032750.7,1234141.1,873751.06,1147338.2
"249/368.2582mz/7.21min",507319.685,457054.9,593719.1,523944.75,490308.75,588405.4,490694.62
"250/256.2635mz/7.29min",274216.81,292892.8,272516.78,275916.84,639010.8,253446.48,267997.3
"252/478.2925mz/7.31min",237933.28,234498.33,188469.33,241368.23,280922.47,185792.98,261492.39
"263/140.0683mz/7.37min",489855.41,415988.38,469224.88,470809.44,508901.38,516708.8,511942.22
"264/354.1733mz/7.37min",535784.38,391488.34,497457.9,549678.2,521890.56,558371.06,591972.1
"267/350.1776mz/7.37min",1912170.4,1576785.4,2165822.5,2274122,1628206.2,1825578.6,1998762.2
"269/237.2213mz/7.37min",977675.32,859413,1070492.8,1270616.2,910427.06,986509.94,968840.7
"270/226.9515mz/7.37min",376674.94,274489.72,291421.03,350634.5,431312.06,462392.2,402715.38
"271/323.2192mz/7.37min",682588.19,498740.75,697525.8,903897.06,585479.56,687568.94,677607.44
"273/780.5512mz/7.37min",430572.325,354461.75,497442.28,409024.62,469875.75,452120.03,389643.66
"274/345.2011mz/7.37min",412364.09,284878.1,385844.47,463968.84,396955.8,441184.3,427772.38
"277/255.2319mz/7.37min",1420208.9,1208793.4,1477349.6,1789242,1336118.8,1444329.2,1396088.6
"280/782.5663mz/7.37min",462682.625,385619.3,462327.5,619732.06,440276.12,496485.06,463037.75
"283/80.9479mz/7.37min",421952.72,453578.38,605250.75,696817.56,350434.16,390327.06,367083.84
"285/716.5223mz/7.37min",260501.145,258066.17,1509334.6,262936.12,188655.58,1093413.2,243263.73
"290/282.2791mz/7.44min",270337.64,245597.81,265125.34,275549.94,384950.66,258172.95,292490.94
"292/481.2923mz/7.45min",2814044,2157188.5,2751083,2623370,3426628.5,3882859,2877005
"293/395.3306mz/7.47min",765173.57,514446,694074.94,659403.7,921339,1059298,836272.2
"294/377.3202mz/7.47min",898750.1,682054.6,800180.3,753559.5,1094178.9,1183529.5,997319.9
"295/111.519mz/7.54min",170708.925,104454.25,159191.6,155508.94,494431.06,226515.45,182226.25
"296/365.266mz/7.51min",758818.25,739440.5,1173794.8,1446709.9,628971.8,778196,580224.9
"297/283.2631mz/7.51min",233931.58,231364.78,335643.38,371229.06,205143.88,236498.38,193344.33
"298/265.2526mz/7.51min",115361.625,119325.67,172764.45,186790.73,93891.42,111397.58,87074.77
"299/113.0167mz/7.55min",543524.09,493550.8,510162.12,456679.62,585875.6,576886.06,1116608.4
"301/579.2634mz/7.54min",2753961.65,2684396,2711241.5,3485227,2821496,2420329.2,2796681.8
"302/557.2813mz/7.55min",382869.205,396491.6,395436.16,506449.12,370302.25,289640.38,350478.97
"303/421.1559mz/7.55min",253355.005,268314.06,274436.03,347455.12,238395.95,199038.44,234218.47
"309/481.2922mz/7.55min",738437.81,631849.1,775738.56,662007.1,787218.75,1659423.6,701137.06
"310/111.0202mz/7.57min",10034397.5,9121182,9244055,9447448,10922744,10621347,24293434
"314/410.3049mz/7.62min",365749.095,330351.22,440331.66,440792.5,341264.97,386077.47,345420.72
"315/131.5336mz/7.63min",2324384.85,825521,2525547.2,2123222.5,2728242.5,1173100.8,2707840.8
"317/483.3805mz/7.66min",277154.885,209151.7,281037.47,267679.53,273272.3,411303.56,282715.6
"320/113.0167mz/7.65min",466380.22,456423.56,476336.88,420870.12,1104989.5,571576.25,402219.66
"321/139.988mz/7.66min",2966554.4,2706781.5,2784420.8,2723005.5,12128161,3148688,3265838.8
"323/163.9906mz/7.71min",633801.57,641027.7,659113.7,603225.3,1152318.6,618531.4,626575.44
"324/209.1537mz/7.69min",212252.305,277187,152293.45,204981.88,420953.97,103619.44,219522.73
"326/208.1697mz/7.69min",169870.06,218144.58,110122.32,165069.02,332661.4,75483.586,174671.1
"329/266.1726mz/7.69min",137094.605,164987.2,89703.375,128692.23,273814.56,72394.78,145496.98
"330/250.1777mz/7.69min",338753.05,436824.75,257014.73,324802.44,641085.44,199142.61,352703.66
"331/228.1959mz/7.69min",400424.86,496537.78,279465.38,394471.75,828778.94,199916.78,406377.97
"332/408.3082mz/7.69min",1940147.85,2298667.2,1346816.5,1779712.5,3806453.5,1164918.5,2100583.2
"333/244.1907mz/7.71min",150210.545,169952.47,81834.85,128611.09,280099.44,194754.02,130468.62
"334/501.3757mz/7.69min",192682.585,156947.27,396286.84,331307.38,228417.9,46875.938,102511.79
"335/545.402mz/7.68min",160813.233,117346.766,310210.44,267886.2,204279.7,31954.727,79116.6
"336/226.1802mz/7.69min",871682.595,1075306.4,582207.6,849377.25,1758332.6,443699.62,893987.94
"339/457.3495mz/7.7min",238272.915,201157.11,482692.44,401540.97,275388.72,64971.953,135747
"340/181.0145mz/7.66min",655317.7,598784.94,622411.8,531497.25,707586.9,688223.6,2458551.2
"342/273.2576mz/7.7min",291731.69,305999,407141.72,301217.6,238462.08,282245.78,258196.36
"343/205.0173mz/7.71min",1583379.4,1562204.9,1604553.9,1513889.1,1410423,3058013.2,3202461
"345/740.4047mz/7.74min",678980.25,656183.7,376628.03,731991.75,760661.2,507980.2,701776.8
"346/282.2216mz/7.74min",1233414.3,1215580.5,1264124.4,1251248.1,1265134.9,1173031.4,1205938.1
"347/579.2633mz/7.75min",3323908.85,3367377.5,3199290,3899239.5,3492171.8,3100812,3280440.2
"348/557.2813mz/7.75min",561138.275,601270.94,558752.3,676706.5,563524.25,462584.06,497411.72
"349/421.156mz/7.75min",645816.77,704944.6,652818.94,821900.8,638814.6,547886.44,574932.25
"357/449.3022mz/7.77min",563585.525,410327.8,550195.75,508390.44,693689.56,816838.56,576975.3
"358/140.0683mz/7.77min",305098.91,315853.88,283632.8,292648.78,320306.78,420578.25,294343.94
"359/393.2196mz/7.77min",735326.22,614467.4,751194.7,727603.44,719106.25,786362.06,743049
"360/782.5663mz/7.77min",299708.87,267284.34,309090.8,405387.88,290326.94,349088.4,279242.8
"366/226.1802mz/7.77min",620458.58,875251.06,477243.1,677584.6,1232039.8,342664.1,563332.56
"367/408.3082mz/7.77min",6091998,7784803.5,4527249.5,6539636.5,11658031,3691312.8,5644359.5
"368/362.3027mz/7.77min",388549.065,609177.06,268833.16,429664.03,761018.56,215511.03,347434.1
"370/220.1673mz/7.77min",171916.455,238166.56,126526.28,187818.3,362092.03,96299.37,156014.61
"371/476.2955mz/7.77min",157176.46,187298.92,104127.5,156480.08,343602.3,112137.98,157872.84
"372/228.1959mz/7.77min",806066.58,1119824.1,617810.2,886804.6,1571907.2,458504.78,725328.56
"373/266.1727mz/7.77min",723372.02,955077.4,537600,786402.1,1393727.8,416419.38,660341.94
"375/80.9479mz/7.79min",483013.655,608120.56,878339.6,868997.2,354765.06,357906.75,229216.5
"376/221.1752mz/7.77min",444747.38,611463.44,323904.6,499227.66,862397,243406.5,390267.1
"377/244.1908mz/7.77min",474392.615,658246.4,340914.88,528462.7,924008.44,251335.34,420322.53
"378/236.1621mz/7.77min",438104.92,597995,325925.53,469060.94,883059.7,249225.9,407148.9
"379/250.1778mz/7.77min",1452811.8,1942089.2,1096949.4,1587470.6,2695274,842935.25,1318153
"384/668.6183mz/7.8min",71353.1145,131048.17,325896.25,400592.38,2331.6118,11658.059,2331.6118
"385/395.3306mz/7.8min",339712.83,323279.38,625791.75,427536.22,230578.47,356146.28,284307.4
"387/409.2745mz/7.82min",497060.83,474231.78,675851.94,595268.06,489115.56,505006.1,422225.16
"388/740.4047mz/7.8min",523384.45,519320.3,286801.72,534845.44,527448.6,221922.03,527523.3
"390/284.2947mz/7.84min",195424.46,201853.84,188995.08,203941.98,251160.55,125344.31,133575.52
"394/447.3077mz/7.85min",351344.705,305355.22,371032.47,230527.95,454974.03,497931.62,331656.94
"396/463.2816mz/7.87min",333280.905,249292.1,289551.06,183251.05,438630.47,458606.7,377010.75
"398/140.0683mz/7.86min",394967.175,367544.5,387615.97,402318.38,420436.7,417149.06,386240.2
