"","FC","log2(FC)","raw.pval","-log10(p)"
"400/223.9884mz/7.87min",4.7433,2.2459,1.7484e-08,7.7574
"487/136.0217mz/8.42min",0.17117,-2.5465,8.5912e-07,6.0659
"222/228.2323mz/6.65min",2.2393,1.163,7.5063e-06,5.1246
"489/352.3392mz/8.54min",0.41324,-1.2749,2.5246e-05,4.5978
"550/663.4536mz/10.08min",0.46439,-1.1066,2.637e-05,4.5789
"557/769.6311mz/10.17min",8.1166,3.0209,2.9907e-05,4.5242
"589/172.9563mz/10.32min",0.44676,-1.1624,3.2459e-05,4.4887
"553/797.6625mz/10.17min",7.8091,2.9652,4.5012e-05,4.3467
"512/395.3306mz/8.96min",0.48763,-1.0361,5.69e-05,4.2449
"524/352.3392mz/9.08min",0.45165,-1.1467,0.00011062,3.9562
"483/391.284mz/8.38min",0.49907,-1.0027,0.00028558,3.5443
"490/199.9754mz/8.56min",2.0289,1.0207,0.00049473,3.3056
"510/378.3234mz/8.96min",0.35138,-1.5089,0.00062103,3.2069
"40/171.0992mz/2.86min",6.515,2.7038,0.00077122,3.1128
"509/377.3201mz/8.96min",0.3534,-1.5006,0.0011532,2.9381
"531/613.4226mz/9.62min",0.49129,-1.0254,0.0018303,2.7375
"558/823.6782mz/10.11min",6.7964,2.7648,0.00801,2.0964
"80/450.2335mz/4.54min",0.39455,-1.3417,0.0092477,2.034
"546/771.6464mz/9.98min",0.12622,-2.986,0.019145,1.7179
"493/213.9829mz/8.57min",0.40876,-1.2907,0.020095,1.6969
"475/338.3416mz/8.34min",0.40252,-1.3129,0.026576,1.5755
"494/379.3359mz/8.69min",5.4136,2.4366,0.028266,1.5487
"514/380.339mz/8.96min",0.39515,-1.3395,0.031773,1.4979
"534/383.1827mz/9.63min",2.3444,1.2292,0.038636,1.413
"519/853.72mz/8.97min",0.27691,-1.8525,0.041565,1.3813
"532/451.2452mz/9.63min",2.2801,1.1891,0.045504,1.342
"511/379.3358mz/8.96min",0.40605,-1.3003,0.049194,1.3081
