row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-6MSAS_2_Run109.mzML Peak area,2024_NEG_Y-6MSAS_3_Run136.mzML Peak area,2024_NEG_Y-6MSAS_1_Run92.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,Unnamed: 19
462,100.93365292145019,8.127577,,,,,,,,,,,3975952.5,755849.25,493750.62,672985.2,668905.4,479332.1,
467,100.93365318432306,8.235182,,,,,,,,,,,1087178.4,652999.8,1289707.1,178063.17,1006923.8,450149.7,
449,100.93365335127865,7.9354224,,,,55.0,,,,,,,381411.9,2783069.5,572426.0,796000.94,1072795.1,652849.2,
515,100.9336551986285,10.217705,,,,,,,,,,,1448070.4,1409060.2,774972.8,1318946.8,333885.62,587081.5,
469,100.93365364099816,8.2724905,,,,,,,,,,,1417400.0,1293235.4,2190280.5,559365.5,2047086.9,666276.5,
433,100.93365555810104,7.8372636,,,,,,,,,,,1271478.2,1096808.2,623309.56,331393.66,1150849.9,453735.34,
537,100.93366195063112,10.274624000000001,,,,,,,,,,,1128499.0,520939.06,324224.12,293448.0,223536.67,345047.38,
9,102.95686003959378,0.34434190000000003,,,,7.0,,,,,,,377074.2,383448.97,401628.56,334636.62,365040.6,573377.75,
79,111.00883306630965,0.5330437,,,,9.0,,,,,,,12126495.0,23465860.0,14101159.0,21033790.0,21954690.0,25884776.0,
37,111.00884029654483,0.38885704,,,,4.0,,,,,,,7592627.5,8766145.0,7486262.0,8126729.5,9212510.0,12294356.0,
34,112.0121884830264,0.38347295,,,,,,,,,,,407722.72,458214.25,404237.12,504328.3,382384.4,630465.06,
11,112.98567460174542,0.34991607,,,,7.0,0.0,[M-H+2Na]+,,2.0,8;11,68.01435,1240679.5,1186843.5,1307795.5,1097879.5,1186654.0,1389233.0,
534,112.98567416474128,10.281979,,,,,,,,,,,3818942.2,3123076.8,3493902.0,1596745.4,3771856.0,1897721.2,
176,113.06084602358266,3.132514,,,,,,,,,,,37502.145,64109.265999999996,18512.49,50391.48,41764.9,91464.484,
153,113.0608584997132,2.799712,,,,,,,,,,,313835.66,540174.1,252043.97,332832.25,351036.4,720924.5,
484,115.92074958619101,8.45994,,,,,,,,,,,2218319.2,2447365.0,3151339.5,4712235.5,3052021.8,2199949.0,
501,115.92075122056501,8.820986,,,,,,,,,,,1088393.5,963072.0,361493.3,4203057.0,4090532.0,1962684.5,
475,115.92075291400812,8.280880999999999,,,,,,,,,,,1783379.1,1957759.8,2020106.1,1778126.5,10993412.0,2740897.8,
465,115.92075330177052,8.14255,,,,,,,,,,,15589761.0,1616000.6,1532483.8,1936593.2,2897094.8,2434756.0,
440,115.92075516992027,7.841667,,,,24.0,,,,,,,2061448.5,5826866.5,1963210.8,2252986.2,1938771.2,2443409.5,
454,115.92075667027508,7.9420943,,,,,,,,,,,2352779.5,1552532.8,1715432.5,1567741.5,1588231.2,2104493.5,
518,115.92075884429642,10.216643,,,,6.0,,,,,,,4106015.0,3284613.2,3895427.5,2286409.8,3961647.5,3673958.8,
439,116.92856669037769,7.84165,,,,,,,,,,,10945287.0,7468764.0,5680407.5,5249412.5,6527461.0,5038330.0,
538,116.92856792907196,10.358626,,,,,,,,,,,1693864.1,1555229.0,1558310.2,1080496.1,1620666.6,1367544.5,
100,117.01933526581459,0.65531754,,,,,,,,,,,2589090.2,3864125.0,2412723.0,1764358.0,2500304.0,4921846.0,
129,117.0557626315717,2.1235473,,,,21.0,,,,,,,2737682.0,3407239.8,2283121.8,2393960.5,3140698.2,5628634.0,
562,128.03534487897105,10.61897,,,,,,,,,,,2201193.0,2699484.2,2549571.5,3011837.2,2937577.5,3250581.8,
89,128.03535537458419,0.6134326,,,,,,,,,,,2988915.0,2685463.5,2805957.5,2816664.2,2294682.8,4522505.0,
51,128.03536317652413,0.40529928,,,,,,,,,,,628474.2,844590.06,751368.44,791683.3,870518.0,1769616.9,
83,129.01936561076087,0.5538531999999999,,,,9.0,,,,,,,6093642.5,5747683.5,3331238.8,5995194.0,6498432.0,6017221.0,
43,129.01936945693748,0.3889003,,,,4.0,,,,,,,4233665.0,2668439.0,2090562.4,3410222.5,3499771.0,2602403.0,
137,129.0557455055101,2.4366044999999996,,,,46.0,,,,,,,821257.75,2181105.8,1320216.5,871958.3,1109955.6,7938902.5,
161,131.07140382619795,2.9253862,,,,,,,,,,,4909828.0,5368838.5,4158496.8,4328811.0,5368762.5,8910363.0,
109,132.03024253841815,0.7548461,,,,,,,,,,,75474.72,31722.566000000003,563857.2,662355.3,91541.4,520636.4,
90,132.03024500381431,0.64730984,,,,,,,,,,,224569.45,415633.7,117827.05,55994.14,568549.7,14365.707,
14,132.03025210688966,0.35750437,,,,27.0,,,,,,,597256.44,552917.25,511342.47,609328.06,688869.75,415305.94,
268,132.86785581371913,5.9249177,,,,,,,,,,,178595.38,194229.02,170913.69,176359.17,105897.945,638650.56,
481,132.86786121893874,8.462333000000001,,,,,,,,,,,75139.33,166771.84,83204.94,60980.52,142024.44,156024.1,
516,132.86786227465188,10.211159,,,,,,,,,,,221110.73,101548.42,179526.66,107948.0,166446.5,162863.33,
552,132.86786930769514,10.480819,,,,,,,,,,,846102.0,1265372.8,238070.4,1401772.1,402300.03,1317733.0,
101,133.01424862684277,0.6545041,,,,,,,,,,,1097659.5,728716.6,299276.78,892680.9,1064056.0,648936.1,
48,133.0142668224738,0.3989462,,,,36.0,,,,,,,1909259.9,1848647.5,1640048.8,1919826.2,1856834.1,2591198.0,
483,134.89466218587117,8.409129,,,,,,,,,,,2330416.0,1501671.9,1319977.1,511192.84,1374920.5,583123.6,
417,134.89466652603522,7.444362,,,,,,,,,,,902922.1,759994.0,727556.6,553037.0,1122907.0,651587.7,
472,134.89466692657567,8.280961,,,,,,,,,,,3362314.5,1264684.1,1693521.4,350950.53,1365443.9,991368.3,
423,134.89466714089906,7.536662599999999,,,,,,,,,,,233570.0,1136533.4,557198.06,487457.03,785435.4,428367.53,
438,134.89466766839575,7.8395386,,,,24.0,,,,,,,5039524.5,1934315.8,1190242.9,1283455.0,1353587.1,1363928.6,
455,134.89467109958514,7.943506200000001,,,,55.0,,,,,,,1670277.4,1248183.1,835866.44,1019702.7,632510.6,1082014.0,
156,136.04042668828808,2.8282787999999996,,,,,,,,,,,5554352.5,4964485.0,5322649.0,5473441.0,6091058.5,9360481.0,
186,144.04549318431538,3.3953019999999996,,,,,,,,,,,206891.5,204341.67,222434.52,231738.27,207629.9,350988.0,
441,144.92346358249753,7.854664,,,,24.0,,,,,,,2226930.2,1739628.5,1081631.2,1274129.4,1481279.8,1402086.4,
517,144.9234643812191,10.213311000000001,,,,6.0,,,,,,,2468152.5,1967032.5,2221179.5,1431143.4,2186462.0,1817820.1,
463,144.9234651268496,8.130066000000001,,,,,,,,,,,9539415.0,1919215.6,1772936.1,1639078.8,1734851.9,1555028.6,
482,144.92346591673598,8.417401,,,,,,,,,,,2331105.0,1935543.8,1828040.8,1531483.4,1792110.6,1171282.0,
473,144.9234661921955,8.2696295,,,,,,,,,,,2788523.2,1941417.4,1856170.8,1449433.1,2883870.5,2872249.8,
456,144.9234664353585,7.958939999999999,,,,,,,,,,,2729978.5,5471284.0,3287675.5,2858684.2,1176081.8,1021217.5,
118,145.05066071169173,0.97683716,,,,,,,,,,,692384.0,678121.0,630771.6,690830.25,662588.44,2386216.0,
96,146.0459023027595,0.6491991,,,,,,,,,,,1536500.5,1189802.4,2118153.2,1965320.1,1461411.4,204566.47,
15,146.04590550727013,0.35937214,,,,27.0,,,,,,,1593750.1,1433517.0,1670402.0,947580.44,907113.5,1837515.4,
505,146.96593990809762,9.005852,,,,,,,,,,,1252229.8,930241.0,877091.9,614125.44,693242.25,529836.2,
499,146.96594469441533,8.776107000000001,,,,,,,,,,,8647813.0,6939497.5,6865961.0,3090224.0,6455144.5,2955383.0,
204,151.04006598450368,3.8252506,,,,,,,,,,,0.0,1256545.0,1368017.9,2447550.8,0.0,0.0,
8,154.06220736985568,0.34335813,,,,7.0,0.0,[2M+NH4]+,,2.0,8;11,68.01435,589537.75,594333.56,585914.25,589459.56,645132.25,417909.9,
125,156.06662900666038,2.0598151999999996,,,,,,,,,,,1941036.9,1728253.4,664302.8,1524809.4,2403060.0,2666349.5,
154,157.05058908314098,2.8011281,,,,,,,,,,,2776096.2,4779762.0,2233135.0,3010893.8,3133822.5,6316448.0,
3,158.97849795100882,0.31010190000000004,,,,,,,,,,,500331.0,512777.5,464167.62,496712.7,550333.56,449127.34,
543,160.8419664621808,10.437839,,,,,,,,,,,282082.25,304327.12,266112.84,211292.75,287790.3,161181.33,
110,161.0455286911959,0.7926126,,,,,,,,,,,12606812.0,10110492.0,8377728.0,12169474.0,12241577.0,13680140.0,
474,161.91356198401738,8.28503,,,,,,,,,,,1077415.6,168443.94,257839.84,51041.34,196865.73,144753.62,
479,161.91356203834906,8.412309,,,,,,,,,,,691550.6,457640.47,441513.38,119171.336,425187.38,125479.01,
435,161.91356415464423,7.8429112000000005,,,,,,,,,,,1657096.5,557347.7,277083.9,261876.5,325903.66,226290.42,
451,161.91356539741778,7.927274000000001,,,,,,,,,,,474334.8,535424.44,306757.2,303825.75,224005.78,208435.12,
544,162.83904400044418,10.438749000000001,,,,,,,,,,,279924.75,303032.8,267263.06,212267.69,285779.9,159814.95,
178,164.0353056622358,3.1426208,,,,,,,,,,,1542885.9,1583528.4,1321342.2,1404999.9,1743191.1,3461248.5,
6,164.9569875556082,0.33961186,,,,7.0,,,,,,,404923.9,436835.9,417267.6,404932.4,446508.2,394718.9,
175,165.05566581659295,3.131093,,,,14.0,,,,,,,1644299.8,1827731.0,1510418.0,1623998.1,1732001.9,2991095.5,
170,172.0979031158249,3.0802907999999998,,,,,,,,,,,298350.94,311716.66,276432.78,272054.97,311800.25,640666.4,
84,173.00914668849154,0.5538531999999999,,,,9.0,,,,,,,22642302.0,17702260.0,18503416.0,22698720.0,20864826.0,17171786.0,
38,173.00915898230002,0.38885704,,,,4.0,,,,,,,11160759.0,7897672.5,5975471.5,9467193.0,9564114.0,7624439.0,
86,174.0125656289093,0.5548718,,,,9.0,,,,,,,1374326.1,385817.6,916154.5,1199258.0,927171.56,517204.7,
27,174.0125857756363,0.38436866,,,,4.0,,,,,,,740453.8,507400.9,409769.0,579665.5,740095.25,439148.3,
21,174.07711769228862,0.36673382,,,,,,,,,,,556585.75,1619874.0,1337538.2,359175.1,1903210.4,2126705.2,
123,175.0611435642407,2.0366623,,,,,,,,,,,33782.637,24922.709,0.0,35065.062000000005,47234.715,59266.492,
136,175.06114705010188,2.4329712000000003,,,,46.0,,,,,,,150813.27,253354.05,108825.93,143417.98,202875.27,370098.16,
141,175.0611781050657,2.5224482999999998,,,,42.0,,,,,,,3410724.2,5581184.0,2650634.2,3543513.0,4025306.2,7878366.5,
140,176.06448465458652,2.5210277999999997,,,,,,,,,,,236457.88,402543.06,178560.28,245051.72,277225.12,564928.94,
157,178.05088427385303,2.868522,,,,51.0,,,,,,,70176.69,51433.484000000004,62144.83,89517.58,78352.37,93282.74,
146,178.05091903340997,2.7169373,,,,45.0,,,,,,,1336737.8,825482.0,717270.25,1128685.1,1310032.2,1272146.6,
185,178.0509212755703,3.359229,,,,,,,,,,,239134.67,301099.84,188886.27,404780.9,320237.62,426447.7,
159,180.0576496213854,2.8696213,,,,,,,,,,,194758.06,183191.95,189449.36,180602.25,212220.14,311428.88,
495,186.90574341964714,8.736834,,,,34.0,,,,,,,4199124.0,2683262.5,2413752.5,1591225.0,2605403.0,570348.25,
504,186.97060779277382,8.936141000000001,,,,,,,,,,,469572.8,136342.56,115654.62,27745.086,94405.53,9125.249,
436,186.97061119215027,7.8395443,,,,,,,,,,,158214.22,91238.16,179264.81,183152.02,207601.62,173259.78,
452,186.9706136200314,7.943401299999999,,,,,,,,,,,149128.28,193272.23,191847.31,236198.47,245474.12,176463.62,
480,186.97061863914644,8.409512,,,,,,,,,,,1899462.2,625021.1,550413.4,444058.47,553320.6,488940.22,
12,187.09187879765628,0.35381147,,,,27.0,,,,,,,683029.1,780768.56,1042972.06,765701.94,757510.7,485941.12,
388,187.86093771208888,7.247972,,,,,,,,,,,0.0,123935.1,0.0,0.0,0.0,0.0,
250,187.8609740826064,5.5302167,,,,,,,,,,,258517.75,0.0,0.0,38296.77,12625.705,0.0,
549,187.8609780405669,10.479438,,,,,,,,,,,454903.53,984854.3,383248.75,395671.66,941019.0,289349.16,
94,188.05654121255637,0.649025,,,,,,,,,,,642557.94,481253.12,317453.94,962572.0,729299.56,387029.88,
55,188.05658739954097,0.41774884,,,,,,,,,,,174027.4,123317.086,135408.72,219623.88,185161.44,198262.47,
122,188.09283492539132,1.4742289,,,,,,,,,,,2753425.2,2573420.0,2099294.8,2538599.8,3052674.2,4167605.8,
498,188.90393717261452,8.737098,,,,,,,,,,,1836061.1,659581.6,566677.1,379309.97,638194.56,307394.0,
172,189.07682946483982,3.1300619999999997,,,,14.0,,,,,,,532595.44,776472.3,298513.7,578356.75,571095.8,1085541.8,
135,190.05477490679695,2.4125787999999995,,,,,,,,,,,214606.98,134481.69,99592.36,77957.94,147239.72,1032941.6,
76,191.0083906170694,0.5314298000000001,,,,9.0,3.0,[M-H2O+2H]+2,,2.0,76;71,398.01316,1330666.8,2605000.8,1776094.2,2137896.5,1394385.9,1793126.4,
112,191.01065903268852,0.75709623,,,,,,,,,,,155428.25,132056.23,132932.44,72784.43,99095.79,155111.6,
104,191.01070639012764,0.65427625,,,,,,,,,,,233366.4,81776.88,252230.36,89531.76,263094.03,111563.58,
75,191.01070882311683,0.528384,,,,10.0,,,,,,,1377021.0,938827.0,848361.25,1239028.5,921158.3,1308342.9,
69,191.0198009993311,0.52493435,,,,10.0,,,,,,,183825230.0,388506530.0,228812880.0,184436140.0,200735150.0,527917000.0,
45,191.01980859394058,0.38975558,,,,4.0,,,,,,,144558670.0,132358320.0,117751350.0,120103040.0,136013580.0,179340590.0,
74,191.0288149731452,0.52733916,,,,10.0,,,,,,,1126590.9,1907751.2,995748.94,1652913.0,1096207.4,1454209.9,
41,191.03120508553752,0.38887259999999996,,,,4.0,1.0,[2M+Na]+,,2.0,33;41,84.02158,1033296.7,988591.75,941161.9,935663.2,973798.8,1129069.6,
72,192.0230451168607,0.52565575,,,,,,,,,,,12599943.0,26234762.0,13563157.0,17912974.0,12691481.0,9887159.0,
385,195.81089262712285,7.2403507,,,,,,,,,,,0.0,160237.69,0.0,0.0,0.0,0.0,
545,195.81090466816227,10.438638000000001,,,,25.0,,,,,,,374551.5,388786.12,583430.44,255563.62,424620.7,352871.8,
555,195.9059901484377,10.516796000000001,,,,,,,,,,,560320.0,279778.03,169840.02,718441.5,391354.66,336927.06,
245,195.90600032379336,5.402956,,,,,,,,,,,0.0,0.0,0.0,202346.08,158522.9,0.0,
389,197.80791136317418,7.247972,,,,,,,,,,,0.0,201244.39,0.0,0.0,0.0,0.0,
546,197.80794351405825,10.438638000000001,,,,25.0,,,,,,,503374.1,495693.47,758999.8,328984.53,589876.94,304198.44,
261,214.879905188216,5.8755584,,,,,,,,,,,12858.122,5269.0869999999995,0.0,0.0,0.0,848842.7,
242,214.87993045294945,5.1244745,,,,,,,,,,,0.0,4728.6655,1107992.1,11765.573,0.0,18032.37,
251,214.87994641849946,5.485551,,,,,,,,,,,1034369.3,5771.4746,20684.176,418348.0,168545.92,0.0,
390,214.87995531954982,7.247972,,,,,,,,,,,0.0,279151.88,0.0,0.0,0.0,0.0,
246,214.8799568638871,5.3657575,,,,,,,,,,,111315.83,29998.097999999998,71656.58,1332038.5,915971.7,5937.1133,
554,214.87999522812262,10.516038,,,,37.0,,,,,,,2486789.5,2795882.8,2975357.8,3317530.2,2710750.2,3068332.2,
13,215.03277166255347,0.35655496,,,,27.0,,,,,,,390507.22,295340.6,239972.19,347537.4,380808.28,327890.84,
496,221.87459385486287,8.741456,,,,34.0,,,,,,,4116407.2,2339982.2,2242938.2,363810.9,2206743.2,316365.06,
134,223.07241513882832,2.3679707000000003,,,,,,,,,,,315993.7,255402.22,236347.27,277559.6,362429.84,352128.34,
494,223.87232204804172,8.731294,,,,34.0,,,,,,,2969693.2,1681001.9,1628897.2,222650.22,1565024.5,222510.9,
151,224.09276492994184,2.7702142999999997,,,,40.0,,,,,,,126442.28,181966.77,148476.48,138346.34,176541.03,496896.03,
180,224.0928008623864,3.2444512999999997,,,,59.0,,,,,,,445819.62,493903.38,359512.28,405339.5,411615.53,1179200.9,
229,227.96659022333924,4.744773,,,,19.0,,,,,,,6044906.0,6381736.5,6115800.0,6251115.5,6444993.5,6507448.5,
231,228.96987977743802,4.744773,,,,,,,,,,,490618.6,503244.03,490806.75,509148.06,506263.34,503694.16,
171,229.1557213295074,3.0753524,,,,,,,,,,,335455.78,360503.03,319531.22,283951.06,339752.78,821279.56,
230,229.96447122963409,4.744773,,,,19.0,,,,,,,5962377.5,6242187.5,5932544.0,6118480.5,6257572.0,6281956.0,
232,230.9677760575436,4.746054,,,,19.0,,,,,,,453998.22,514317.16,458680.66,490452.5,476826.62,507543.5,
139,237.08807757239222,2.5174916,,,,42.0,,,,,,,961308.0,780488.06,834002.06,962418.0,972926.0,1005261.06,
184,238.07207574916882,3.3424501,,,,,,,,,,,182107.0,164388.55,140713.12,164218.5,196388.78,393158.6,
243,241.89889552648262,5.1139545,,,,,,,,,,,177054.44,41376.023,1348637.8,175005.42,56923.66,161998.3,
262,241.89889720231116,5.876999,,,,,,,,,,,207070.92,184291.6,18755.24,82063.375,26724.01,991451.3,
391,241.8989028902769,7.247972,,,,,,,,,,,0.0,285028.12,0.0,0.0,0.0,0.0,
252,241.89891065226772,5.4969177,,,,,,,,,,,1765625.1,189440.42,111969.49,613494.5,764338.3,48057.2,
247,241.89892075469143,5.4027886,,,,,,,,,,,212727.0,155710.7,121681.54,1641922.0,1288056.5,15654.265,
553,241.89896845911042,10.51415,,,,37.0,,,,,,,4835767.5,4623728.0,3929864.2,5012511.0,4514197.0,4094301.8,
244,242.1761407700494,5.130733,,,,,,,,,,,72657.17,70389.9,119762.45,85254.67,67048.016,180981.14,
214,242.17616741506455,4.4263487,,,,,,,,,,,483586.22,449641.66,489133.62,463701.22,444830.47,497085.88,
550,243.89929902493145,10.491202000000001,,,,58.0,,,,,,,7453913.0,8072455.0,8081790.0,8651031.0,8137977.0,7319117.0,
491,243.89930609164043,8.696012,,,,34.0,,,,,,,9907516.0,1972514.4,1726843.4,384420.8,1905565.6,106486.266,
392,243.89962637077832,7.259233,,,,,,,,,,,350048.34,478314.03,0.0,0.0,91594.63,0.0,
492,245.8947654479797,8.692419000000001,,,,34.0,,,,,,,3817627.5,761926.2,637283.94,110746.945,718980.5,0.0,
551,245.89479437153432,10.491202000000001,,,,58.0,,,,,,,2530920.2,3144079.2,3083437.0,3117774.5,3125082.0,2783030.5,
497,248.8935612221592,8.733978,,,,34.0,,,,,,,7127003.0,2716788.2,2310882.2,397412.7,2598794.0,29714.27,
191,249.0227005559441,3.4900262000000004,,,,,,,,,,,6407318.5,5915199.5,6221864.5,7056710.5,6707730.0,6543680.0,
502,250.8916722712336,8.747157000000001,,,,,,,,,,,3164954.8,453136.3,367070.5,81975.8,437111.88,7862.05,
10,254.9263546856257,0.34434190000000003,,,,7.0,,,,,,,266673.25,287795.75,286311.06,244833.0,290558.12,236624.12,
547,255.82214746598405,10.439668,,,,,,,,,,,326901.88,281370.72,232207.55,68994.91,294749.56,24761.066000000003,
164,258.07712626227004,2.9835532000000002,,,,,,,,,,,28898.996,32452.426,28717.285,29770.09,38957.68,114398.67,
187,258.07713793998005,3.4005191,,,,,,,,,,,162731.03,190932.78,149465.14,135870.62,163000.75,414691.03,
212,263.0383470012331,4.269444999999999,,,,,,,,,,,339095.3,353157.5,344709.22,317810.5,335206.03,326174.94,
155,265.01761735211363,2.8274453,,,,,,,,,,,1650498.6,1697521.0,1707376.2,1692958.8,1697598.5,1611131.0,
179,265.0176225135546,3.1734807000000003,,,,,,,,,,,3220640.2,3039238.0,2890536.2,3167174.0,2998618.2,2735092.0,
267,265.14790345679586,5.891165,,,,,,,,,,,327532.84,345637.12,371988.9,337777.78,198893.11,322987.28,
286,265.18093015176026,6.3037515,,,,32.0,,,,,,,779828.25,515428.3,548266.2,711886.75,804351.8,995149.8,
233,266.98883875064257,4.7585489999999995,,,,56.0,,,,,,,1341550.4,1465502.4,1477058.2,1542034.8,1477297.2,1509454.0,
234,268.98572775013264,4.7585489999999995,,,,56.0,,,,,,,410500.8,473326.66,480095.34,515233.22,464914.88,482757.22,
114,271.06166585092035,0.88008136,,,,,,,,,,,1731091.4,1652148.8,1705284.2,1762421.4,1575236.0,1101571.5,
208,271.99831946439895,4.1203650000000005,,,,,,,,,,,165465.16,178904.78,190264.17,179800.67,147111.36,158568.39,
147,272.0776012601373,2.7420444,,,,,,,,,,,135736.58,156604.78,126845.59,118966.53,148433.56,356803.3,
132,272.0776127768915,2.3277066000000004,,,,,,,,,,,101462.875,104648.63,90974.734,81310.836,107388.11,341064.5,
194,279.9958436717224,3.516662,,,,3.0,,,,,,,19185850.0,21762102.0,19703774.0,19776490.0,18329880.0,18195384.0,
192,280.49731905097013,3.5168769999999996,,,,,,,,,,,4525342.0,5061902.0,5337592.0,4630109.5,4590429.0,4582421.0,
150,286.09323517690837,2.7715232000000003,,,,40.0,,,,,,,244878.42,287817.8,222891.14,210270.53,277315.25,710545.56,
181,286.0932625381295,3.2458708,,,,59.0,,,,,,,676439.1,744247.5,635383.75,608380.56,699600.5,1756810.0,
130,288.07253856549306,2.1676542999999997,,,,,,,,,,,422992.06,498494.8,416215.3,381449.22,359066.75,1185276.6,
133,290.0882002619698,2.3290951,,,,,,,,,,,2449404.8,2831930.8,1612686.0,1449561.1,2665860.8,6628149.5,
190,292.0462937875988,3.4325620000000003,,,,,,,,,,,45453.562000000005,53932.55,43470.996,37077.082,48407.527,124667.19,
142,292.0462995527011,2.5402240000000003,,,,,,,,,,,81182.52,79419.01,70469.67,58672.765999999996,86465.484,194920.5,
168,292.046340444558,3.001963,,,,,,,,,,,191136.42,212646.78,161007.6,157803.23,216288.08,504699.72,
346,293.2122914786158,6.921939999999999,,,,17.0,,,,,,,797518.7,580463.9,506061.5,575880.8,900611.94,942030.5,
115,298.06976547105995,0.8744974,,,,,,,,,,,349965.1,601678.3,518353.2,738200.7,946913.44,606448.3,
158,298.0932558856575,2.8696213,,,,51.0,,,,,,,104070.305,78273.195,87276.72,132580.19,134513.0,156303.84,
145,298.09328431602347,2.7155435000000003,,,,45.0,,,,,,,2152100.8,1362944.8,1165269.2,1895167.9,2145004.0,2047585.8,
358,299.2592128930881,7.021441,,,,1.0,,,,,,,54202.168,36238.38,34307.85,55411.855,64904.77,61993.23,
321,299.25921438347325,6.6759725,,,,15.0,,,,,,,217165.16,257614.28,237275.33,262229.4,251367.44,298922.03,
343,299.25921862596687,6.901018,,,,33.0,,,,,,,429637.3,505279.25,449337.8,493154.22,421693.53,517147.3,
331,299.2592344323423,6.8133698,,,,41.0,,,,,,,863758.6,703969.8,567070.0,698250.2,869422.56,748208.0,
149,304.1038410060383,2.765454,,,,,,,,,,,4091128.2,4483350.0,3830666.8,3478854.0,4297834.0,10568270.0,
82,306.07658425530565,0.5494187,,,,,,,,,,,1070204.0,90649.586,448645.62,624241.94,782729.3,588393.6,
49,306.0766481905813,0.40655068,,,,,,,,,,,602862.4,221526.34,146102.81,143826.69,630029.06,360895.47,
206,309.101420285477,3.9961839999999995,,,,,,,,,,,401630.47,416035.88,422678.56,421078.5,425955.4,425567.22,
169,310.05689665138715,3.0021883999999996,,,,,,,,,,,1837153.6,2044070.1,1658715.0,1547384.4,1906308.9,4493857.5,
80,310.9689134670332,0.5351858,,,,,,,,,,,1823882.5,3890158.5,2208145.5,2238983.0,1659487.0,3495286.8,
58,310.9788132127314,0.42958346,,,,,,,,,,,947503.44,1111554.5,1004999.6,907856.1,1040999.94,946370.94,
95,310.97889875170307,0.64076495,,,,22.0,,,,,,,536245.5,1150820.0,578537.4,552748.75,1052574.5,811640.56,
507,311.1686781854204,9.023368,,,,2.0,,,,,,,458654.62,425797.28,445573.75,436794.78,474588.28,151949.39,
314,311.16870525957563,6.5285378,,,,,,,,,,,1006255.06,159990.55,167561.84,82681.3,41230.363,62962.875,
520,311.1687123930228,10.229743,,,,,,,,,,,76688.695,151113.11,148234.86,100991.77,157923.16,190894.34,
301,311.16871749997813,6.4181504,,,,,,,,,,,1013555.2,982716.06,843596.44,923784.06,830203.5,668478.56,
291,311.16871854246915,6.320158,,,,,,,,,,,175582.45,1170371.9,1027815.6,1119619.0,860628.3,1187996.6,
165,320.0776375061875,2.9821242999999997,,,,53.0,,,,,,,123456.59,138969.95,104055.31,103099.875,128056.48,385347.88,
189,320.0776660262114,3.4020412,,,,52.0,,,,,,,518614.5,569439.7,477131.16,445647.6,525066.94,1321670.0,
131,322.06027595380885,2.2877915,,,,,,,,,,,700599.56,432378.16,363124.97,303658.16,390128.78,1830993.4,
