"","filter","2024_POS_Y-EV_1_CTRL_Run88.mzML","2024_POS_Y-EV_2_CTRL_Run117.mzML","2024_POS_Y-EV_3_CTRL_Run138.mzML","2024_POS_Y-p11_1_Run97.mzML","2024_POS_Y-p11_2_Run126.mzML","2024_POS_Y-p11_3_Run150.mzML"
"482/153.1021mz/2.81min",198176.725,63737.65,144110.36,537177,302457.38,201102.25,195251.2
"483/245.1859mz/2.81min",24951.1875,9948.447,8419.043,84294.234,13997.219,36225.074,35905.156
"489/201.0702mz/2.82min",179548.07,194773.3,211800.02,245143.42,164123.02,68163.06,164322.84
"492/328.1002mz/2.79min",327559.985,420599.16,312519.7,1212994.4,325306.53,314988.38,329813.44
"493/92.0494mz/2.83min",906576.75,983452.44,1039924.25,1323065.5,829701.06,825215,828885.2
"494/271.0713mz/2.83min",1100375.1,1407126.4,1142773.2,1352678.2,1057977,871175.44,870659.7
"495/139.0583mz/2.83min",7785299.25,8287646,8772204,11028493,7282952.5,7185301,7209240.5
"496/120.0444mz/2.83min",99673330,106981460,109321090,144984910,91946136,91516290,92365200
"497/121.0477mz/2.83min",7504921.5,8066635,8297497.5,10920018,6885249,6818406,6943208
"498/138.055mz/2.83min",102083005,110393250,112155530,141496660,93772760,92814456,93771770
"501/272.1856mz/2.83min",1336524.05,1369607,1608813.8,1651850.5,1103631.2,1303441.1,1088332.4
"503/261.1444mz/2.83min",312635.485,396323.4,432136.62,284405.56,263965,314782.5,310488.47
"505/272.0794mz/2.84min",1406519.5,1753540,1466462.6,1423427.9,1389611.1,1203240.8,1202490.9
"506/243.1338mz/2.85min",154052.475,153721.25,157327.81,298563.12,151311.6,127593.03,154383.7
"508/306.128mz/2.87min",787595.625,855283.25,930733.06,1364842.6,716531.3,686361.1,719908
"509/300.1077mz/2.87min",460321.11,466088.62,513968.16,591127.2,345523.53,454553.6,384273.88
"510/391.171mz/2.95min",533640.875,385924.56,518623,1347749.6,626179.25,509406.9,548658.75
"511/321.1478mz/2.93min",294416.03,252992.6,296373.94,581484.4,332482.6,287984.47,292458.12
"512/338.1445mz/2.94min",207014.51,331701.88,221756.05,288754.94,192272.97,183650.36,155398.61
"513/243.1338mz/2.93min",40306.2575,35250.145,41450.652,81911.53,34707.934,39161.863,115315.836
"515/195.1128mz/2.95min",239042.22,172300.67,184623.42,680474.5,327720.47,262261.25,215823.19
"516/183.0916mz/2.97min",689971.25,712750,704200.7,1220870,675741.8,611711.7,587264.44
"517/340.1026mz/2.98min",1353699.85,1210571.6,1343384.5,3182155.8,1564860,1262033.2,1364015.2
"519/294.0608mz/3.0min",258300.93,220183.47,257988.33,599380,300598.8,241455.86,258613.53
"520/312.0713mz/3.0min",1810759.5,1594726,1809190.9,4077007.8,2123848.2,1697545.6,1812328.1
"521/334.0532mz/3.0min",275201.735,230010.66,273580.53,551105.56,324634.06,259563.03,276822.94
"522/153.1022mz/3.06min",73184.11,24741.316,36283.87,267425.75,140151.52,63864.38,82503.84
"523/244.2012mz/3.07min",45557.5565,44784.797,43929.266,49582.414,43292.57,47872.965,46330.316
"524/231.1703mz/3.07min",1800041.1,1685726.4,1807092.1,4376882.5,1974723.6,1628958,1792990.1
"525/232.1736mz/3.07min",199579.67,191033.78,192301.48,495349.72,220976.61,191561.78,206857.86
"526/213.0733mz/3.13min",290799.8,259743.42,279857.2,451699.3,332223.03,301742.4,242979.95
"527/267.1126mz/3.15min",33924.91,32303.2,35546.62,94252.2,42714.043,30393.557,29962.215
"529/208.0968mz/3.23min",86650.057,90045.88,83254.234,178678.9,80890.07,72370.72,95672.66
"530/260.1127mz/3.25min",8431.53735,5937.0767,1078.21054,45518.42,18001.186,5391.0527,10925.998
"531/288.1075mz/3.25min",38921.3495,33458.15,37812.816,184018.23,58021.758,32245.775,40029.883
"532/427.1685mz/3.27min",242977.975,215081.16,233126.17,627178.1,274440.72,226345.48,252829.78
"533/405.1865mz/3.28min",2472603.1,2314971.2,2437028.2,5116544.5,2687188,2345429.2,2508178
"534/320.1703mz/3.29min",45051.461,40994.156,53611.17,55482.746,42308.848,46228.062,43874.86
"535/240.0866mz/3.34min",645135.5,616992.4,673278.6,1410242,677337.9,576974.4,609279.75
"536/182.1903mz/3.37min",423764.65,469717.53,419933.2,636096.75,427596.1,338712.2,317746.6
"537/245.1859mz/3.35min",443935.175,402274.28,443927.38,1059616.8,488045.16,385743.44,443942.97
"538/195.1128mz/3.37min",196550.04,94200.91,128430.42,568688.1,295459.56,194618.64,198481.44
"539/217.107mz/3.43min",358687.11,377281.94,414014.1,378309.78,259184.34,276886,340092.28
"540/196.0968mz/3.47min",806101.05,918565.94,903271,1321664,708931.1,662714.06,629652.8
"541/246.1699mz/3.48min",253667.21,261324.25,260021.06,238432.08,247978.72,259355.7,242231.06
"542/228.2321mz/3.48min",473430.52,524046.22,508544.84,668825.25,385855.66,438316.2,379040.97
"543/208.0968mz/3.52min",72113.57,69050.11,80631.77,120335.8,75177.03,63831.95,61241.9
"544/402.2485mz/3.52min",61880.3335,61869.062,74944.766,132270.55,56293.6,52897.613,61891.605
"546/213.1597mz/3.53min",533934.295,506720.53,561148.06,1222449.1,574462.7,487674.66,483768.88
"547/274.1648mz/3.54min",872439.25,884340.7,887527.9,860537.8,826400.25,905044.5,854514.7
"548/419.2022mz/3.55min",636216.225,583275.5,629696.2,1538330.1,733292.4,607278.25,642736.25
"549/228.2321mz/3.56min",163416.1,194626.83,175478.92,261411.95,134732.8,151353.28,141585.25
"551/210.1124mz/3.6min",333951.845,321473.9,344293.25,563310.7,353180.53,323610.44,284175.6
"552/224.0917mz/3.62min",101753.332,47538.84,68931.69,227577.92,154062.1,118764.734,84741.93
"554/228.2321mz/3.67min",2442174.85,2663886.2,2698654.8,3458397.5,1915292.4,2220463.5,1896134.8
"555/246.1699mz/3.69min",219326.075,225424.4,230531.92,201745.98,217053.84,221598.31,205953.56
"556/182.1903mz/3.68min",36527.502,50017.29,44128.832,62018.53,28926.172,27023.975,25604.354
"557/235.0865mz/3.7min",276198.63,301022.53,325772.3,418694.75,226963.39,251374.73,232864.67
"558/402.2484mz/3.64min",258752.34,250200.86,332562.66,488374.66,266903.56,250601.12,248738.75
"559/591.2257mz/3.72min",207768.54,327483.28,225086.5,283829.16,158779.78,190450.58,170898.62
"560/586.2703mz/3.72min",903392,1540216.4,1004335.56,1335931.8,750279.06,802448.44,701437.56
"561/320.1703mz/3.75min",62442.793,71037.47,70257.914,59118.695,60600.406,64285.18,58613.55
"562/195.138mz/3.83min",106023.847,106271.484,109143.35,105776.21,74128.664,112122.805,93013.19
"563/233.0784mz/3.84min",477012.36,568200.06,518698.22,479241.47,393043.75,474783.25,452881.34
"564/296.1182mz/3.86min",906867.925,1022221.1,1073647.1,1291972.4,668928.2,791514.75,771438.06
"565/246.1699mz/3.93min",771492.97,519800.25,571127.2,1987819.8,979280.8,713917.44,829068.5
"566/514.2855mz/3.97min",609281.5,737028.3,705689.5,773925.8,467165.75,512873.5,502621.3
"567/208.0968mz/4.01min",22133.004,20984.156,12054.776,39156.016,31123.95,23281.852,12664.4795
"568/166.0862mz/4.08min",105843.085,115847.35,112845.75,128414.375,88031.45,98840.42,88699.85
"569/208.0968mz/4.19min",407968.685,300740.84,378831.47,1099749.8,504984.34,437105.9,358621.62
"571/274.1648mz/4.21min",52642.357,54366.617,53743.312,71238.83,44023.2,47748.703,51541.402
"572/321.1738mz/4.32min",936731.55,992001.3,1086072.6,946663.9,926799.2,833654.2,842577.3
"573/325.1257mz/4.32min",731830.05,791564.8,947592.75,800734.6,648108.75,643678.8,672095.3
"574/320.1703mz/4.32min",6124330,6569192.5,7346856.5,6219641,6029019,5484113,5547529
"575/195.1379mz/4.33min",794136.05,812781,875569.5,807515.7,779750.7,780756.4,731024.75
"576/364.1965mz/4.4min",518363.01,557508.9,597157.3,622036.4,469475.66,479217.12,478966.84
"577/226.1801mz/4.43min",1147917.85,1147407.1,1148428.6,1297287.9,1144288.9,1206299,1145849.9
"578/244.1906mz/4.43min",808497.72,809037.44,790912.44,881573.9,807958,867002.4,797720.06
"579/408.2226mz/4.47min",574607.28,633332.44,667080.5,704495.3,492534.3,499423.66,515882.12
"580/392.1914mz/4.56min",2675070.65,2846319.8,3179010.2,2858204.5,2322264,2488148,2503821.5
"581/397.1467mz/4.56min",365589.045,378749.62,429657.97,414631.47,352428.47,318382.38,342435.3
"582/249.1022mz/4.6min",451377.415,517250.03,562867,646210.5,342866.47,385504.8,355468.38
"583/267.1128mz/4.6min",1368843.6,1547464.6,1677724.2,1818042.5,951967.44,1190222.6,1014478.2
"586/211.9705mz/4.74min",3332914.25,3249104.8,3501345.2,3369710,3258331.2,3342182.5,3323646
"587/213.9685mz/4.74min",3240511.5,3132329.8,3432208.5,3270570.8,3186055.8,3231791.5,3249231.5
"588/232.9823mz/4.74min",655158,646710.8,675164.56,637987.9,654588.25,655727.75,698895.94
"589/229.9811mz/4.75min",7995414.75,7804118.5,8275373,7922021.5,7864235,8068808,8074332
"590/231.979mz/4.75min",7900616.5,7680762,8238684,7872870,7807229.5,7928363,8073892
"592/230.9844mz/4.74min",679097.83,646758.6,703483.4,682182.56,634617.5,676013.1,685077.3
"593/656.071mz/4.75min",1589986.85,1528407.6,1645017.6,1877409.1,1574926.2,1599759.2,1580214.5
"594/524.2698mz/4.76min",342723.45,386681.56,386359.62,403849.9,284398.34,299087.28,298681.1
"596/551.2695mz/4.8min",606991.725,668893.75,768663.1,741831.06,470694.78,545089.7,529139.5
"597/573.2513mz/4.8min",1765395.7,1935320,2297326.5,2320134.5,1431550.8,1578399,1595471.4
"598/568.2961mz/4.8min",18046034,20329090,22598366,22018754,15762978,15734986,15420921
"602/211.0866mz/4.87min",64106.36,85409.66,81906.52,91273.21,40990.273,46306.2,43861.688
"603/228.1958mz/4.88min",2819461.85,2834882.5,2840944.8,3411175.8,2741930.8,2804041.2,2730779.5
"604/250.1777mz/4.88min",488718.435,488450.84,468579.78,548775.1,439578.97,488986.03,494061.62
"605/229.1991mz/4.88min",372488.76,376434.88,374900.4,443264.38,362546.12,370077.12,362601.28
"606/267.1128mz/4.92min",33793.589,36088.74,44952.383,49094.16,22185.545,31498.438,21286.754
"607/158.1539mz/4.95min",752236.28,790881.56,815626.3,748379,736065.2,756093.56,747124.4
"609/640.3173mz/4.96min",973275.325,1098823.4,1196946,1259036.6,810078,847727.25,836511.44
"611/244.1907mz/5.13min",80582.87,74583.19,60355.43,163491.55,85503.67,75662.07,91945.69
"612/404.2066mz/5.2min",458607.52,436804.84,491200.3,769826.3,480410.2,419476.5,433308.62
"613/432.238mz/5.2min",35227.3865,22015.445,33123.73,61704.176,36027.906,34426.867,40470.72
"614/387.1801mz/5.21min",443862.22,415267.47,472704.7,765141.75,467035.88,406602.06,420688.56
"615/209.1536mz/5.26min",113354.84,105422.53,119328.5,107104.625,114744.39,112401.43,114308.25
"616/318.3003mz/5.45min",6285454.75,7039743.5,7434715.5,7826692,4685388,5331158.5,5531166
"617/356.1029mz/5.46min",674638,755166.9,764200.94,850742.4,487618.2,594109.1,566800.4
"618/387.193mz/5.56min",371008.37,325564.9,320251.8,311618.22,431805.28,438264.03,416451.84
"619/256.2634mz/5.53min",13552.442,20889.637,23502.65,32374.365,1243.0494,1243.0494,6215.247
"620/239.1641mz/5.62min",270257.88,304043.62,310298.4,371347.97,206996.27,236472.14,214892.61
"621/460.2692mz/5.64min",144420.88,118728.625,150575.2,178210.7,121116.84,387296.78,138266.56
"622/415.2113mz/5.64min",1604680.4,1807646.8,1720918.8,1924993.8,1488442,1327895.6,1316153.4
"623/432.2378mz/5.64min",1902901.05,2173636.2,2033329,2204295.2,1772473.1,1528950.4,1544990.2
"624/437.1932mz/5.64min",296445.3,324336.2,318658.38,337647.12,274232.22,243269.97,251062.98
"625/446.2535mz/5.64min",319178.3,379785.1,347529.34,323382.88,314973.72,247409.81,266012.22
"626/312.1131mz/5.66min",974097.075,1162222.2,1111382.9,1392207.1,723050.6,836811.25,823027.7
"627/307.2478mz/5.68min",437035.9,433005.2,448187.72,435119.3,431403.28,439521.3,438952.5
"628/330.3002mz/5.76min",251304.74,390860,339303,110346.46,142610.69,250139.6,252469.88
"629/302.3053mz/5.72min",1785253.3,1957870,2146134.8,2191752,1344345.4,1475062.4,1612636.6
"630/284.2947mz/5.72min",41516.3885,43690.957,47264.75,50511.742,28372.17,29581.898,39341.82
"631/452.277mz/5.74min",1242397.23,2256510.8,1819766.8,1472066.9,792680.1,980274.8,1012727.56
"633/516.3057mz/5.79min",145329.137,321945.6,294356.9,175424.11,87810.05,98810,115234.164
"634/494.324mz/5.79min",3476613.25,7716477,6855213,4210253,2329599.2,2394198.5,2742973.5
"635/344.3158mz/5.85min",414854.085,679048.1,636845.9,399047.97,361367.34,354393.7,430660.2
"636/300.2897mz/5.83min",4449994.25,4739412.5,4407179.5,5004230,3157086,3708589,4492809
"637/452.277mz/5.85min",1434633.8,2427337.2,1973098.9,1589003.8,1005701.75,1219507.5,1280263.8
"638/337.1046mz/5.85min",352974.435,391552.6,369223.97,376494.5,264527.12,301353.16,336724.9
"640/494.3239mz/5.9min",3273233.5,6389339.5,5890835.5,3817696,2211309,2613870.8,2728771
"641/346.3315mz/5.9min",8733047.5,9752865,10693382,10266452,6824200,7422138.5,7713230
"642/347.3349mz/5.9min",1909354.2,2134898.8,2352792.2,2233959.2,1495752.5,1585657.4,1683809.6
"643/516.3057mz/5.9min",169949.09,345936.06,331866.22,199973.88,103585.125,130444.73,139924.3
"644/284.2948mz/5.97min",328363.75,545456.25,417252.88,5219.823,1043.9646,301628.4,355099.1
"645/284.2948mz/6.01min",422022.87,461362.8,485229.38,616612.25,299662.6,322468.9,382682.94
"646/344.3158mz/6.02min",368526.45,262513,362828.4,403250.72,308419.16,374224.5,390291.44
"647/255.2318mz/6.06min",193335.225,200476.83,207339.34,239841.95,161862.28,186193.62,180410.75
"648/330.3366mz/6.17min",696344.28,760123.56,843055.7,897587.4,632565,617559.94,596969.44
"649/454.2927mz/6.13min",67056.238,121634.54,82226.914,72324.32,40631.09,61737.297,61788.156
"651/496.3396mz/6.19min",281755.32,624579.9,550193.75,325981.78,206552.97,210466.81,237528.86
"652/328.321mz/6.27min",3789249.65,3796223.8,4055792.2,4498048.5,3241544.5,3715156.2,3782275.5
"653/358.3315mz/6.25min",331774.98,494531.12,480677.1,156654.8,236040.98,350078.8,313471.16
"654/454.2926mz/6.24min",1480338.9,2279946.8,1922381.8,1692237.6,987245.3,1251784.4,1268440.2
"655/372.3471mz/6.31min",560231.4,928532.3,830792.56,521517.4,480039.56,538418.9,582043.9
"657/329.3244mz/6.27min",815582.15,812844.1,855602,775249.9,673422.75,820289.75,818320.2
"660/267.1954mz/6.3min",657286.525,774529.25,729388.8,913515.44,491288.84,585184.25,481046.34
"661/496.3396mz/6.3min",5092588.85,8111032,8591221,6437788.5,3476299,3747389.2,3729249.8
"662/497.3429mz/6.3min",1382420.45,2163678,2301895.2,1748367.1,933142.4,1003034.4,1016473.8
"663/480.3082mz/6.3min",2274550.15,4079054,3207654.8,2725042.2,1500782.1,1764786.6,1824058.1
"664/440.4096mz/6.37min",495620.985,581450.8,540053.94,701862,442658.75,451188.03,410823.06
"665/518.3213mz/6.3min",211962.225,407023.97,331872.38,251503.98,139863.22,156482.7,172420.47
"667/524.2979mz/6.33min",466826.73,845546.5,849658.75,536857.56,320172.88,394812.44,396795.9
"668/555.2925mz/6.33min",505513.86,82826.82,911133.9,646122.94,414134.1,503256.78,507770.94
"669/573.3031mz/6.33min",493918.61,80894.588,882505.6,579718.4,404472.94,493055.28,494781.94
"670/358.3679mz/6.31min",179563.967,64354.094,58723.65,434229.25,26852.785,294773.84,574097.1
"672/498.2824mz/6.28min",689984.4,1421103.2,1178341.5,775843.1,478561.38,579307.8,604125.7
"673/524.3611mz/6.37min",457848.95,1111082.4,1032900.25,554520.3,312671.94,361177.6,348076.8
"674/522.3552mz/6.37min",8401813.5,19706380,18740502,10150697,5930618,6614771,6652930
"675/523.3585mz/6.37min",2478053.95,5883129,5512375,2995953.8,1749231.9,1951953.2,1960154.1
"676/544.337mz/6.37min",376509.095,1017551.4,786132.8,458419.25,265789.9,286799.56,294598.94
"678/312.3261mz/6.42min",335323.79,613943.6,391213,4363.787,872.7574,323161.88,347485.7
"679/255.2318mz/6.39min",124812.71,149995.81,127645.01,169606.2,89390.38,121980.41,112267.984
"680/480.3083mz/6.41min",824210.52,1600328,1227820.8,897332.44,581855.25,719343.44,751088.6
"681/392.3311mz/6.4min",138546.608,194119.77,175691.95,230535.84,84140.16,95839.52,101401.266
"682/599.3188mz/6.41min",199365.9,29001.554,375713.03,253758.47,145007.77,193879.78,204852.02
"683/524.298mz/6.46min",46849.1485,1103149,104534.2,52746.215,34036.22,37950.695,40952.082
"684/544.3371mz/6.47min",90469.445,218954.36,191451.56,102829.2,71053.67,75675.836,78109.69
"685/522.3552mz/6.47min",2213951.15,4970465.5,4408814,2546211.5,1727858.1,1804072.1,1881690.8
"686/312.326mz/6.45min",474024.285,495366.97,632479.06,770466.5,375599.5,405965.88,452681.6
"687/555.2925mz/6.48min",243868.72,1219343.6,243868.72,243868.72,243868.72,243868.72,243868.72
"688/573.3032mz/6.48min",227303.12,1136515.6,227303.12,227303.12,227303.12,227303.12,227303.12
"690/524.298mz/6.51min",36251.055,136504.47,78746.164,6982.724,6982.724,34913.62,37588.49
"691/356.2794mz/6.57min",552651.17,605473.56,635300.94,683276.4,416032.78,499828.78,456156.88
"692/395.331mz/6.57min",14605.7035,16304.355,23562.982,40394.61,11796.147,11398.885,12907.052
"694/400.3055mz/6.59min",893100.875,980091.25,1008138.7,1077162.1,640302.4,806110.5,734615.25
"695/599.3188mz/6.58min",37029.895,459994.16,62631.414,43456.97,15390.271,30602.82,26268.363
"696/444.3318mz/6.61min",1192296.7,1305500.9,1363583.4,1499122.9,885477.6,1079092.5,1014736.56
"697/488.358mz/6.62min",1220887.55,1333284.2,1416789.9,1521534,905603.25,1108490.9,1038862.75
"698/532.3842mz/6.62min",1001434.05,1092755.4,1179221.1,1229862.1,736937.7,910112.7,869004.56
"699/576.4103mz/6.62min",633331.8,688005.3,722891.5,795628.4,477258.28,578658.3,561134.75
