"","Filename","2024_POS_Y-EV_1_CTRL_Run88.mzML","2024_POS_Y-EV_2_CTRL_Run117.mzML","2024_POS_Y-EV_3_CTRL_Run138.mzML","2024_POS_Y-p11_1_Run97.mzML","2024_POS_Y-p11_2_Run126.mzML","2024_POS_Y-p11_3_Run150.mzML"
"19","393/205.0971mz/2.25min","3823960.2","4002189.8","4935510.5","2779066.2","2910435.5","3095279.0"
"20","394/188.0705mz/2.26min","4925287.5","5213825.5","6598833.5","3680313.0","3820998.2","4065970.0"
"21","395/200.1046mz/2.26min","6213858.0","6351282.0","6177002.5","6357002.5","6472958.5","6320837.0"
"22","396/217.1248mz/2.26min","568641.94","552631.5","524716.56","555422.7","564791.5","556573.06"
"23","397/218.1281mz/2.26min","7671792.0","7707164.0","7364754.0","7694242.0","7761516.5","7559276.5"
"24","398/199.1012mz/2.26min","477690.3","477538.66","474440.6","473638.5","500723.06","489566.94"
"25","399/434.213mz/2.27min","338585.4","369913.38","929497.9","434025.3","343448.8","390232.25"
"26","400/195.1227mz/2.28min","664522.94","614242.9","666269.2","542187.44","549725.9","553122.8"
"27","401/217.1046mz/2.29min","260846.55","264020.44","276977.16","236042.11","218650.83","240742.44"
"28","402/259.1764mz/2.28min","411286.16","449519.7","410409.8","240418.53","326495.5","327569.1"
"29","403/324.0747mz/2.3min","506443.8","375136.0","1200357.5","369058.12","298301.03","299943.97"
"30","404/231.1703mz/2.31min","141845.4","156320.86","258546.95","197886.33","116830.81","147464.97"
"31","405/244.2012mz/2.31min","985130.06","982838.0","977072.94","1012187.7","996718.56","982055.6"
"32","407/190.0497mz/2.33min","31263.107","32114.701","76573.625","47581.164","36153.508","33277.113"
"33","408/247.1076mz/2.33min","245302.19","272186.88","647664.8","344467.12","253067.25","284097.62"
"34","409/292.1026mz/2.33min","1274810.6","1326961.2","4776365.5","2505730.0","1295139.8","2198166.8"
"35","410/270.1924mz/2.33min","274038.66","278203.4","577311.75","318757.72","257009.9","299721.62"
"36","411/392.1484mz/2.35min","392422.66","393768.16","538912.4","276930.75","331598.9","347872.06"
"37","412/389.1705mz/2.35min","298993.1","327365.4","798872.0","387465.8","307466.25","347705.47"
"38","413/217.1051mz/2.36min","829642.8","754708.25","1332923.0","774517.06","696871.75","727110.44"
"39","414/239.1026mz/2.35min","107900.4","126989.445","209011.16","116848.5","100071.234","108652.266"
"40","415/216.1019mz/2.36min","5319719.0","5180499.0","9444457.0","5214236.0","4765457.0","4885974.5"
"41","418/225.087mz/2.37min","1235119.0","1358229.1","1439884.2","741945.5","875042.06","905701.94"
"42","419/244.2012mz/2.37min","1409882.8","1384458.9","1344592.8","1411260.6","1372003.9","1391025.6"
"43","420/302.1961mz/2.37min","746590.0","576012.06","697582.6","515032.12","408801.56","365163.78"
"44","421/443.177mz/2.38min","219987.25","250906.98","639751.75","314816.25","239126.42","257947.75"
"45","422/140.1434mz/2.39min","566729.56","537074.44","619012.6","415450.06","409203.6","409376.12"
"46","423/224.0917mz/2.39min","433195.53","431773.34","901718.44","519424.44","423746.16","461019.38"
"47","424/261.1444mz/2.39min","435759.53","444116.2","484809.75","279775.5","319840.9","355028.5"
"48","426/229.1546mz/2.4min","346424.8","410834.34","560279.7","418057.0","464828.84","656544.94"
"49","427/434.213mz/2.4min","168808.7","185383.75","466725.7","220410.06","180126.06","192787.0"
"50","429/192.0689mz/2.42min","208209.8","145930.72","777006.94","247498.31","160845.58","180603.92"
"51","430/393.223mz/2.41min","472914.12","508051.88","1223840.2","601027.9","210092.16","523785.84"
"52","431/298.0968mz/2.44min","1746409.5","1738247.2","1977154.0","1296600.1","1401889.8","1339636.8"
"53","432/190.0498mz/2.46min","273063.94","299982.72","626873.6","410625.4","319784.53","333971.25"
"54","434/261.1444mz/2.45min","657495.06","669386.06","740211.8","431511.8","534409.25","516516.62"
"55","435/114.0913mz/2.49min","1272100.5","1308511.4","2045529.2","1286902.1","1225129.6","1310778.4"
"56","436/240.1059mz/2.51min","462527.28","530153.06","590010.6","327696.97","390020.0","427425.78"
"57","437/244.2012mz/2.52min","367711.0","377230.28","384311.47","383132.47","379271.78","374662.5"
"58","438/221.092mz/2.52min","312195.84","379777.78","420990.6","238372.02","275334.3","307296.1"
"59","440/239.1026mz/2.52min","4043102.2","4430746.5","4911474.5","2811846.2","3319205.2","3653531.2"
"60","441/443.177mz/2.52min","109542.266","181298.16","340580.72","149672.94","115471.5","133166.42"
"61","443/184.1695mz/2.54min","357550.3","338632.4","548757.06","253649.55","248466.38","248830.89"
"62","444/434.213mz/2.54min","347039.3","387763.5","864510.44","434386.94","376910.06","399497.9"
"63","445/153.1022mz/2.57min","28158.625","30918.777","184029.16","88098.836","49942.918","51046.164"
"64","447/393.2231mz/2.57min","52984.406","58586.887","177356.66","73233.445","55724.24","55834.39"
"65","448/443.177mz/2.57min","41214.6","125748.13","154708.16","79471.48","58136.7","64878.79"
"66","449/316.2117mz/2.59min","341418.78","411806.38","395376.2","293303.97","347331.75","251320.52"
"67","450/280.0927mz/2.6min","68868.3","82408.72","101642.42","45826.855","74684.85","68024.37"
"68","451/409.1352mz/2.6min","1464817.5","1627320.6","1796296.0","1068586.6","1403134.8","1386862.8"
"69","452/231.1127mz/2.63min","622686.8","660240.06","1479742.8","797289.94","642854.3","689498.8"
"70","453/213.1597mz/2.67min","40149.082","41514.22","38544.53","13270.064","30821.79","12796.793"
"71","454/259.2202mz/2.67min","474022.53","512803.66","515959.78","500326.75","480915.66","490012.4"
"72","455/245.1859mz/2.67min","48247.883","63738.02","136495.12","71136.48","58750.266","67304.17"
"73","456/243.1338mz/2.7min","16864.453","11180.057","60531.594","20057.238","4695.3545","16568.732"
"74","457/407.2386mz/2.7min","165442.34","194947.48","438883.28","216561.44","166468.53","183683.14"
"75","458/130.159mz/2.71min","663148.06","553576.4","803681.94","483802.97","478712.56","491168.62"
"76","460/190.0896mz/2.73min","116929.53","102603.164","400870.0","127912.125","78946.88","104510.555"
"77","461/138.0549mz/2.73min","330858.22","305869.62","448197.47","271879.34","315130.3","258639.6"
"78","462/300.1077mz/2.72min","5295564.0","5358598.5","5115319.0","3337265.0","4086440.2","3285484.5"
"79","463/301.1111mz/2.72min","757457.8","755686.3","733219.7","465787.94","565530.8","453077.16"
"80","464/229.1546mz/2.73min","34142.855","29006.225","92024.66","35717.42","14908.603","16038.293"
"81","465/217.1546mz/2.74min","398831.94","408066.62","1036852.75","442458.25","364899.53","406550.28"
"82","466/202.1801mz/2.74min","326429.44","346868.5","462028.6","283788.47","250119.28","261752.83"
"83","467/316.2117mz/2.75min","811538.75","943442.75","1022684.4","680216.9","762252.7","650647.56"
"84","468/259.1189mz/2.77min","1019742.2","1049702.5","1124099.6","688774.0","789255.7","747451.25"
"85","469/272.1128mz/2.77min","188821.77","215710.1","320579.97","163406.03","154529.84","150004.36"
"86","470/306.1182mz/2.77min","3497970.2","3774155.5","8868566.0","4498653.0","3523657.2","3930726.5"
"87","471/231.1127mz/2.77min","302784.8","296181.1","814743.6","432814.25","301492.53","341795.75"
"88","472/260.1129mz/2.77min","244305.44","258623.98","708528.4","326265.25","268232.62","244821.52"
"89","473/288.1077mz/2.77min","176658.17","204061.61","576398.56","249945.86","189206.6","214243.12"
"90","474/188.0705mz/2.79min","118014.445","162002.66","229332.73","162522.61","130667.84","108812.3"
"91","477/259.2202mz/2.8min","251980.88","255471.78","216753.3","248402.17","249351.94","230123.7"
"92","479/169.076mz/2.81min","6773040.0","6563274.0","10466924.0","6146614.5","5744188.5","5481569.0"
"93","480/170.0793mz/2.82min","739799.56","745578.06","1114778.1","495014.6","649199.25","619216.6"
"94","482/153.1021mz/2.81min","63737.65","144110.36","537177.0","302457.38","201102.25","195251.2"
"95","483/245.1859mz/2.81min","9948.447","8419.043","84294.234","13997.219","36225.074","35905.156"
"96","489/201.0702mz/2.82min","194773.3","211800.02","245143.42","164123.02","68163.06","164322.84"
"97","492/328.1002mz/2.79min","420599.16","312519.7","1212994.4","325306.53","314988.38","329813.44"
"98","493/92.0494mz/2.83min","983452.44","1039924.25","1323065.5","829701.06","825215.0","828885.2"
"99","494/271.0713mz/2.83min","1407126.4","1142773.2","1352678.2","1057977.0","871175.44","870659.7"
"100","495/139.0583mz/2.83min","8287646.0","8772204.0","11028493.0","7282952.5","7185301.0","7209240.5"
