"MetaboAnalyst_ID","X2024_POS_Y.EV_1_CTRL_Run88.mzML","X2024_POS_Y.EV_2_CTRL_Run117.mzML","X2024_POS_Y.EV_3_CTRL_Run138.mzML","X2024_POS_Y.p11_1_Run97.mzML","X2024_POS_Y.p11_2_Run126.mzML","X2024_POS_Y.p11_3_Run150.mzML","shared_name"
"370/282.1196mz/2.01min",2.34925504710097,2.34660331751497,2.67794986037459,2.39975745498013,2.30505464667775,2.32037918415509,"370"
"373/158.0812mz/2.06min",3.11465695936321,3.15361603708486,3.19227264564097,2.9900747196598,3.01712357186715,3.01075192297084,"373"
"375/381.1519mz/2.1min",1.86374444186606,1.91241200992669,1.91825375022193,1.68019950568945,1.76313242806326,1.72438441320583,"375"
"376/380.1484mz/2.1min",2.77828199754368,2.75115599298329,2.85391956296078,2.60977183001189,2.6745945359176,2.65765630909591,"376"
"377/99.5121mz/2.1min",1.88917930638738,1.32954956257786,1.67066379101682,1.67470932366333,1.35584839030809,1.45855893606834,"377"
"378/244.1907mz/2.11min",1.91207087194704,1.85879288980323,2.14664324150868,1.77652022865237,1.75051923024795,1.70516987643239,"378"
"379/251.1502mz/2.12min",1.52162648949987,1.58007922648371,1.93770038468765,1.66442344901254,1.51922064858976,1.55931063994793,"379"
"380/112.0756mz/2.12min",1.57491669267378,1.66931711246417,1.62599098663748,1.40899745524326,1.48117400483582,1.45677008202146,"380"
"384/290.087mz/2.17min",1.72454143973639,1.7410195228968,2.21170608740765,1.86490463868847,1.76760897957485,1.80079913112574,"384"
"387/220.1179mz/2.18min",1.88690123709435,1.89294231431563,2.05598890212234,1.84027360273268,1.84500129509439,1.89041693927276,"387"
"389/184.1695mz/2.22min",2.58595337038798,2.50287679666481,2.73588161076948,2.41910665235822,2.41259568635903,2.36917869059313,"389"
"390/384.1148mz/2.22min",2.13717866821111,2.18413613317776,2.20566505922453,2.0585506554902,2.15079130786771,2.15976693448602,"390"
"391/242.1862mz/2.24min",1.92348907415608,1.93872193696448,2.33132952477449,2.02317286686551,1.9025235676778,1.95254801340127,"391"
"392/443.177mz/2.24min",1.93162295179364,1.94330975145287,2.34861308132826,2.05963165900415,1.93245130904325,1.98085850163705,"392"
