Filename	Class
2024_POS_CC_1_Run20.mzML	CTRL
2024_POS_CC_2_Run47.mzML	CTRL
2024_POS_CC_3_Run61.mzML	CTRL
2024_POS_CC-NaB_1_Run29.mzML	EXP
2024_POS_CC-NaB_2_Run50.mzML	EXP
2024_POS_CC-NaB_3_Run56.mzML	EXP
