Filename	Class
POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML	CTRL
POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML	CTRL
POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML	CTRL
POS_TJGIp7_1_Run16.mzML	EXP
POS_TJGIp7_2_Run140.mzML	EXP
POS_TJGIp7_3_Run155.mzML	EXP
